OID_,DEM_Large_S3_Regm2,X,Y,DEM_Large_S3_Band_1,MeanCurv_Band_1,Slope_Band_1,SlopeStd_Band_1
945,-13,-4.347010571150471,20.595720087536478,-13.1300421,0.2684005,49.9572678,1.8067528
946,-13,-4.339553931150471,20.595720087536478,-13.1297483,0.2713358,50.0216484,1.7691327
947,-13,-4.332097291150471,20.595720087536478,-13.1292572,0.2871089,50.0862503,1.7561073
948,-13,-4.324640651150471,20.595720087536478,-13.1285772,0.3175928,50.1552086,1.7663355
949,-13,-4.317184011150471,20.595720087536478,-13.1277142,0.3640620,50.2281532,1.7978570
950,-13,-4.309727371150471,20.595720087536478,-13.1266794,0.4266649,50.3058548,1.8483340
951,-13,-4.302270731150471,20.595720087536478,-13.1254826,0.5021756,50.3861847,1.9153923
952,-13,-4.294814091150471,20.595720087536478,-13.1241350,0.5845807,50.4680672,1.9967694
953,-13,-4.287357451150471,20.595720087536478,-13.1226501,0.6682227,50.5481644,2.0903590
954,-13,-4.279900811150471,20.595720087536478,-13.1210337,0.7485260,50.6248779,2.1943901
955,-13,-4.272444171150471,20.595720087536478,-13.1192942,0.8223239,50.6930161,2.3074074
956,-13,-4.264987531150471,20.595720087536478,-13.1174335,0.8896621,50.7468758,2.4284022
957,-13,-4.257530891150472,20.595720087536478,-13.1154556,0.9517468,50.7778893,2.5568521
958,-13,-4.250074251150471,20.595720087536478,-13.1133623,1.0070306,50.7763596,2.6925199
959,-13,-4.242617611150472,20.595720087536478,-13.1111603,1.0532454,50.7334213,2.8354356
960,-13,-4.235160971150472,20.595720087536478,-13.1088533,1.0928357,50.6416931,2.9856699
961,-13,-4.227704331150472,20.595720087536478,-13.1064501,1.1255430,50.4915085,3.1429739
962,-13,-4.220247691150472,20.595720087536478,-13.1039600,1.1501131,50.2756653,3.3064818
963,-13,-4.212791051150472,20.595720087536478,-13.1013937,1.1685450,49.9906540,3.4745178
964,-13,-4.205334411150472,20.595720087536478,-13.0987644,1.1860864,49.6309013,3.6447394
965,-13,-4.197877771150472,20.595720087536478,-13.0960855,1.2074475,49.1924362,3.8140767
966,-13,-4.190421131150472,20.595720087536478,-13.0933743,1.2349424,48.6722527,3.9786184
967,-13,-4.182964491150472,20.595720087536478,-13.0906525,1.2701228,48.0714264,4.1336493
968,-13,-4.175507851150472,20.595720087536478,-13.0879393,1.3117286,47.3951492,4.2739716
969,-13,-4.168051211150472,20.595720087536478,-13.0852537,1.3629714,46.6503792,4.3943429
970,-13,-4.160594571150471,20.595720087536478,-13.0826168,1.4198174,45.8439713,4.4898081
971,-13,-4.153137931150471,20.595720087536478,-13.0800467,1.4739323,44.9889641,4.5561852
972,-13,-4.145681291150471,20.595720087536478,-13.0775576,1.5198345,44.1018333,4.5905309
973,-13,-4.138224651150471,20.595720087536478,-13.0751581,1.5566791,43.1989365,4.5914044
974,-13,-4.130768011150471,20.595720087536478,-13.0728550,1.5811546,42.2958107,4.5591464
975,-13,-4.123311371150471,20.595720087536478,-13.0706472,1.5889928,41.4087524,4.4958625
976,-13,-4.115854731150471,20.595720087536478,-13.0685329,1.5770484,40.5505600,4.4054012
977,-13,-4.108398091150471,20.595720087536478,-13.0665064,1.5429046,39.7339363,4.2932687
978,-13,-4.100941451150471,20.595720087536478,-13.0645571,1.4879580,38.9707260,4.1657610
979,-13,-4.093484811150471,20.595720087536478,-13.0626688,1.4160286,38.2655411,4.0293851
980,-13,-4.086028171150471,20.595720087536478,-13.0608273,1.3310175,37.6206398,3.8904366
981,-13,-4.078571531150471,20.595720087536478,-13.0590162,1.2399125,37.0370674,3.7544827
982,-13,-4.071114891150471,20.595720087536478,-13.0572176,1.1537262,36.5119247,3.6261656
983,-13,-4.063658251150471,20.595720087536478,-13.0554180,1.0749868,36.0364304,3.5089095
984,-13,-4.056201611150471,20.595720087536478,-13.0536060,1.0050629,35.6043968,3.4049013
985,-13,-4.048744971150471,20.595720087536478,-13.0517721,0.9457750,35.2095528,3.3152382
986,-13,-4.041288331150471,20.595720087536478,-13.0499096,0.9018987,34.8456841,3.2399297
987,-13,-4.033831691150471,20.595720087536478,-13.0480137,0.8736035,34.5044975,3.1779699
988,-13,-4.026375051150471,20.595720087536478,-13.0460835,0.8647274,34.1769524,3.1276321
989,-13,-4.018918411150471,20.595720087536478,-13.0441217,0.8739713,33.8559151,3.0870497
990,-13,-4.011461771150471,20.595720087536478,-13.0421333,0.9003685,33.5340042,3.0542467
991,-13,-4.004005131150471,20.595720087536478,-13.0401249,0.9344209,33.2010269,3.0271838
992,-13,-3.996548491150471,20.595720087536478,-13.0381069,0.9661378,32.8592949,3.0039084
993,-13,-3.989091851150471,20.595720087536478,-13.0360851,0.9926598,32.5147171,2.9824350
994,-13,-4.615449611150471,20.588263447536480,-13.0938234,1.2099298,32.6620865,1.8954071
995,-13,-4.607992971150471,20.588263447536480,-13.0937605,1.2973969,32.8315201,2.0436828
996,-13,-4.600536331150471,20.588263447536480,-13.0937958,1.3860118,33.0269852,2.2139678
997,-13,-4.593079691150471,20.588263447536480,-13.0939360,1.4763331,33.2578468,2.4069924
998,-13,-4.585623051150471,20.588263447536480,-13.0941916,1.5660185,33.5373497,2.6217208
999,-13,-4.578166411150471,20.588263447536480,-13.0945692,1.6529306,33.8729019,2.8553126
1000,-13,-4.570709771150471,20.588263447536480,-13.0950775,1.7363855,34.2755890,3.1029034
1001,-13,-4.563253131150471,20.588263447536480,-13.0957222,1.8088212,34.7541313,3.3579178
1002,-13,-4.555796491150471,20.588263447536480,-13.0965109,1.8684922,35.3149796,3.6123772
1003,-13,-4.548339851150471,20.588263447536480,-13.0974464,1.9122876,35.9604073,3.8574331
1004,-13,-4.540883211150471,20.588263447536480,-13.0985327,1.9411564,36.6892395,4.0840726
1005,-13,-4.533426571150471,20.588263447536480,-13.0997705,1.9507310,37.4960327,4.2837086
1006,-13,-4.525969931150471,20.588263447536480,-13.1011610,1.9385135,38.3722382,4.4486804
1007,-13,-4.518513291150471,20.588263447536480,-13.1027021,1.9012514,39.3027954,4.5727916
1008,-13,-4.511056651150471,20.588263447536480,-13.1043882,1.8408197,40.2703514,4.6518683
1009,-13,-4.503600011150471,20.588263447536480,-13.1062098,1.7618743,41.2556190,4.6836944
1010,-13,-4.496143371150471,20.588263447536480,-13.1081543,1.6668282,42.2406235,4.6679282
1011,-13,-4.488686731150471,20.588263447536480,-13.1102066,1.5610847,43.2047615,4.6060629
1012,-13,-4.481230091150471,20.588263447536480,-13.1123486,1.4512664,44.1311073,4.5012937
1013,-13,-4.473773451150471,20.588263447536480,-13.1145573,1.3400543,45.0068665,4.3582087
1014,-13,-4.466316811150471,20.588263447536480,-13.1168127,1.2267739,45.8211937,4.1823344
1015,-13,-4.458860171150471,20.588263447536480,-13.1190891,1.1107719,46.5647163,3.9798763
1016,-13,-4.451403531150471,20.588263447536480,-13.1213598,0.9944655,47.2296181,3.7574644
1017,-13,-4.443946891150471,20.588263447536480,-13.1235962,0.8810024,47.8118782,3.5217571
1018,-13,-4.436490251150471,20.588263447536480,-13.1257677,0.7712791,48.3126068,3.2790358
1019,-13,-4.429033611150471,20.588263447536480,-13.1278467,0.6654446,48.7349052,3.0350695
1020,-13,-4.421576971150471,20.588263447536480,-13.1298065,0.5646877,49.0835342,2.7951138
1021,-13,-4.414120331150471,20.588263447536480,-13.1316214,0.4687206,49.3660736,2.5636992
1022,-13,-4.406663691150471,20.588263447536480,-13.1332712,0.3755161,49.5899849,2.3445065
1023,-13,-4.399207051150471,20.588263447536480,-13.1347389,0.2833827,49.7635651,2.1404297
1024,-13,-4.391750411150471,20.588263447536480,-13.1360102,0.1923244,49.8942947,1.9538107
1025,-13,-4.384293771150471,20.588263447536480,-13.1370687,0.1067782,49.9915619,1.7864726
1026,-13,-4.376837131150471,20.588263447536480,-13.1379051,0.0337193,50.0633240,1.6398466
1027,-13,-4.369380491150471,20.588263447536480,-13.1385117,-0.0246476,50.1189995,1.5151500
1028,-13,-4.361923851150471,20.588263447536480,-13.1388884,-0.0660473,50.1659851,1.4134046
1029,-13,-4.354467211150471,20.588263447536480,-13.1390371,-0.0881167,50.2104836,1.3354119
1030,-13,-4.347010571150471,20.588263447536480,-13.1389656,-0.0929384,50.2570496,1.2815275
1031,-13,-4.339553931150471,20.588263447536480,-13.1386843,-0.0834287,50.3099861,1.2513853
1032,-13,-4.332097291150471,20.588263447536480,-13.1382027,-0.0600953,50.3723679,1.2437971
1033,-13,-4.324640651150471,20.588263447536480,-13.1375313,-0.0228193,50.4465981,1.2568495
1034,-13,-4.317184011150471,20.588263447536480,-13.1366768,0.0298831,50.5339050,1.2881330
1035,-13,-4.309727371150471,20.588263447536480,-13.1356516,0.0975960,50.6333122,1.3350537
1036,-13,-4.302270731150471,20.588263447536480,-13.1344643,0.1761894,50.7420425,1.3952080
1037,-13,-4.294814091150471,20.588263447536480,-13.1331282,0.2590907,50.8566322,1.4665473
1038,-13,-4.287357451150471,20.588263447536480,-13.1316528,0.3410602,50.9742470,1.5473887
1039,-13,-4.279900811150471,20.588263447536480,-13.1300468,0.4163164,51.0909348,1.6365774
1040,-13,-4.272444171150471,20.588263447536480,-13.1283131,0.4832498,51.2016068,1.7334991
1041,-13,-4.264987531150471,20.588263447536480,-13.1264534,0.5419548,51.2998161,1.8380736
1042,-13,-4.257530891150472,20.588263447536480,-13.1244669,0.5936421,51.3768158,1.9507923
1043,-13,-4.250074251150471,20.588263447536480,-13.1223536,0.6379980,51.4222679,2.0725131
1044,-13,-4.242617611150472,20.588263447536480,-13.1201172,0.6740876,51.4278488,2.2043257
1045,-13,-4.235160971150472,20.588263447536480,-13.1177588,0.7034047,51.3845520,2.3472559
1046,-13,-4.227704331150472,20.588263447536480,-13.1152840,0.7276393,51.2831993,2.5018666
1047,-13,-4.220247691150472,20.588263447536480,-13.1127033,0.7455171,51.1164436,2.6679080
1048,-13,-4.212791051150472,20.588263447536480,-13.1100254,0.7597357,50.8801651,2.8440068
1049,-13,-4.205334411150472,20.588263447536480,-13.1072617,0.7763976,50.5680313,3.0278220
1050,-13,-4.197877771150472,20.588263447536480,-13.1044292,0.8009613,50.1756897,3.2160437
1051,-13,-4.190421131150472,20.588263447536480,-13.1015463,0.8349953,49.6996803,3.4043136
1052,-13,-4.182964491150472,20.588263447536480,-13.0986357,0.8811768,49.1394386,3.5873003
1053,-13,-4.175507851150472,20.588263447536480,-13.0957203,0.9386086,48.4988976,3.7590024
1054,-13,-4.168051211150472,20.588263447536480,-13.0928259,1.0074420,47.7845230,3.9132137
1055,-13,-4.160594571150471,20.588263447536480,-13.0899734,1.0853026,47.0034294,4.0440001
1056,-13,-4.153137931150471,20.588263447536480,-13.0871878,1.1638764,46.1654663,4.1462383
1057,-13,-4.145681291150471,20.588263447536480,-13.0844851,1.2370274,45.2888107,4.2160583
1058,-13,-4.138224651150471,20.588263447536480,-13.0818777,1.3014011,44.3898163,4.2511473
1059,-13,-4.130768011150471,20.588263447536480,-13.0793734,1.3545240,43.4836235,4.2511597
1060,-13,-4.123311371150471,20.588263447536480,-13.0769749,1.3904191,42.5877800,4.2177415
1061,-13,-4.115854731150471,20.588263447536480,-13.0746813,1.4058042,41.7155800,4.1544595
1062,-13,-4.108398091150471,20.588263447536480,-13.0724878,1.3960910,40.8816910,4.0667567
1063,-13,-4.100941451150471,20.588263447536480,-13.0703821,1.3630408,40.0975800,3.9610846
1064,-13,-4.093484811150471,20.588263447536480,-13.0683508,1.3117777,39.3694763,3.8442843
1065,-13,-4.086028171150471,20.588263447536480,-13.0663767,1.2441978,38.7018700,3.7230847
1066,-13,-4.078571531150471,20.588263447536480,-13.0644436,1.1677874,38.0975761,3.6034992
1067,-13,-4.071114891150471,20.588263447536480,-13.0625315,1.0934882,37.5520401,3.4906290
1068,-13,-4.063658251150471,20.588263447536480,-13.0606260,1.0258263,37.0567932,3.3883169
1069,-13,-4.056201611150471,20.588263447536480,-13.0587149,0.9660731,36.6077995,3.2990513
1070,-13,-4.048744971150471,20.588263447536480,-13.0567865,0.9167804,36.1968613,3.2241471
1071,-13,-4.041288331150471,20.588263447536480,-13.0548344,0.8808762,35.8178787,3.1637774
1072,-13,-4.033831691150471,20.588263447536480,-13.0528526,0.8620311,35.4648666,3.1170332
1073,-13,-4.026375051150471,20.588263447536480,-13.0508404,0.8615571,35.1283226,3.0821764
1074,-13,-4.018918411150471,20.588263447536480,-13.0487986,0.8796990,34.7993431,3.0572546
1075,-13,-4.011461771150471,20.588263447536480,-13.0467319,0.9128333,34.4705238,3.0402284
1076,-13,-4.004005131150471,20.588263447536480,-13.0446482,0.9563022,34.1338081,3.0290339
1077,-13,-3.996548491150471,20.588263447536480,-13.0425568,0.9973136,33.7881699,3.0216656
1078,-13,-3.989091851150471,20.588263447536480,-13.0404644,1.0337152,33.4380341,3.0160513
1079,-13,-3.981635211150471,20.588263447536480,-13.0383759,1.0655471,33.0867920,3.0102890
1080,-13,-3.974178571150471,20.588263447536480,-13.0362978,1.0954285,32.7339897,3.0027308
1081,-13,-4.615449611150471,20.580806807536479,-13.0986471,1.0650073,33.1228638,1.6950667
1082,-13,-4.607992971150471,20.580806807536479,-13.0986195,1.1630632,33.3298950,1.8661722
1083,-13,-4.600536331150471,20.580806807536479,-13.0986938,1.2655681,33.5670395,2.0634091
1084,-13,-4.593079691150471,20.580806807536479,-13.0988779,1.3701675,33.8463554,2.2857962
1085,-13,-4.585623051150471,20.580806807536479,-13.0991840,1.4748886,34.1768036,2.5300815
1086,-13,-4.578166411150471,20.580806807536479,-13.0996199,1.5771688,34.5717430,2.7910745
1087,-13,-4.570709771150471,20.580806807536479,-13.1001968,1.6757079,35.0375595,3.0617213
1088,-13,-4.563253131150471,20.580806807536479,-13.1009216,1.7608043,35.5847282,3.3335769
1089,-13,-4.555796491150471,20.580806807536479,-13.1018047,1.8292357,36.2172623,3.5972445
1090,-13,-4.548339851150471,20.580806807536479,-13.1028490,1.8778642,36.9351387,3.8429632
1091,-13,-4.540883211150471,20.580806807536479,-13.1040602,1.9053954,37.7341003,4.0613713
1092,-13,-4.533426571150471,20.580806807536479,-13.1054401,1.9086782,38.6059456,4.2439747
1093,-13,-4.525969931150471,20.580806807536479,-13.1069880,1.8845681,39.5373344,4.3836470
1094,-13,-4.518513291150471,20.580806807536479,-13.1087017,1.8320303,40.5120354,4.4751573
1095,-13,-4.511056651150471,20.580806807536479,-13.1105738,1.7514682,41.5094299,4.5155625
1096,-13,-4.503600011150471,20.580806807536479,-13.1125946,1.6507798,42.5097618,4.5040870
1097,-13,-4.496143371150471,20.580806807536479,-13.1147480,1.5322195,43.4930153,4.4419885
1098,-13,-4.488686731150471,20.580806807536479,-13.1170158,1.4018325,44.4418907,4.3323574
1099,-13,-4.481230091150471,20.580806807536479,-13.1193752,1.2675458,45.3370285,4.1799779
1100,-13,-4.473773451150471,20.580806807536479,-13.1218014,1.1337833,46.1685219,3.9909432
1101,-13,-4.466316811150471,20.580806807536479,-13.1242695,0.9984173,46.9273148,3.7721503
1102,-13,-4.458860171150471,20.580806807536479,-13.1267519,0.8618744,47.6054726,3.5310144
1103,-13,-4.451403531150471,20.580806807536479,-13.1292181,0.7267636,48.1971970,3.2752030
1104,-13,-4.443946891150471,20.580806807536479,-13.1316357,0.5959927,48.7019501,3.0121374
1105,-13,-4.436490251150471,20.580806807536479,-13.1339731,0.4708072,49.1214867,2.7485814
1106,-13,-4.429033611150471,20.580806807536479,-13.1362019,0.3517816,49.4611092,2.4906573
1107,-13,-4.421576971150471,20.580806807536479,-13.1382914,0.2384380,49.7276840,2.2437134
1108,-13,-4.414120331150471,20.580806807536479,-13.1402197,0.1313481,49.9295692,2.0120385
1109,-13,-4.406663691150471,20.580806807536479,-13.1419640,0.0297286,50.0756111,1.7988617
1110,-13,-4.399207051150471,20.580806807536479,-13.1435099,-0.0690196,50.1765022,1.6063968
1111,-13,-4.391750411150471,20.580806807536479,-13.1448431,-0.1649357,50.2405052,1.4360487
1112,-13,-4.384293771150471,20.580806807536479,-13.1459503,-0.2528843,50.2758408,1.2885407
1113,-13,-4.376837131150471,20.580806807536479,-13.1468229,-0.3259189,50.2946320,1.1641247
1114,-13,-4.369380491150471,20.580806807536479,-13.1474571,-0.3819400,50.3058662,1.0627550
1115,-13,-4.361923851150471,20.580806807536479,-13.1478529,-0.4184726,50.3176613,0.9841352
1116,-13,-4.354467211150471,20.580806807536479,-13.1480150,-0.4342652,50.3358269,0.9276877
1117,-13,-4.347010571150471,20.580806807536479,-13.1479540,-0.4310724,50.3658524,0.8923853
1118,-13,-4.339553931150471,20.580806807536479,-13.1476812,-0.4124600,50.4103928,0.8766397
1119,-13,-4.332097291150471,20.580806807536479,-13.1472101,-0.3812096,50.4733658,0.8782691
1120,-13,-4.324640651150471,20.580806807536479,-13.1465492,-0.3370537,50.5558434,0.8947312
1121,-13,-4.317184011150471,20.580806807536479,-13.1457100,-0.2796447,50.6585007,0.9234533
1122,-13,-4.309727371150471,20.580806807536479,-13.1447010,-0.2095954,50.7786064,0.9620802
1123,-13,-4.302270731150471,20.580806807536479,-13.1435347,-0.1315180,50.9137154,1.0086908
1124,-13,-4.294814091150471,20.580806807536479,-13.1422205,-0.0518125,51.0587196,1.0618594
1125,-13,-4.287357451150471,20.580806807536479,-13.1407690,0.0229381,51.2100563,1.1206657
1126,-13,-4.279900811150471,20.580806807536479,-13.1391850,0.0888895,51.3620148,1.1848865
1127,-13,-4.272444171150471,20.580806807536479,-13.1374712,0.1447466,51.5101242,1.2550464
1128,-13,-4.264987531150471,20.580806807536479,-13.1356258,0.1898199,51.6475372,1.3323336
1129,-13,-4.257530891150472,20.580806807536479,-13.1336441,0.2283445,51.7659302,1.4186159
1130,-13,-4.250074251150471,20.580806807536479,-13.1315241,0.2593652,51.8543663,1.5161690
1131,-13,-4.242617611150472,20.580806807536479,-13.1292648,0.2843121,51.9037743,1.6274008
1132,-13,-4.235160971150472,20.580806807536479,-13.1268663,0.3035422,51.9062195,1.7544689
1133,-13,-4.227704331150472,20.580806807536479,-13.1243305,0.3191565,51.8513641,1.8988140
1134,-13,-4.220247691150472,20.580806807536479,-13.1216669,0.3307104,51.7329445,2.0607219
1135,-13,-4.212791051150472,20.580806807536479,-13.1188831,0.3421522,51.5448189,2.2389715
1136,-13,-4.205334411150472,20.580806807536479,-13.1159916,0.3583819,51.2814903,2.4310417
1137,-13,-4.197877771150472,20.580806807536479,-13.1130095,0.3865807,50.9382935,2.6332059
1138,-13,-4.190421131150472,20.580806807536479,-13.1099558,0.4293336,50.5112953,2.8405130
1139,-13,-4.182964491150472,20.580806807536479,-13.1068573,0.4872242,49.9980659,3.0468836
1140,-13,-4.175507851150472,20.580806807536479,-13.1037416,0.5597798,49.4017181,3.2455003
1141,-13,-4.168051211150472,20.580806807536479,-13.1006355,0.6480442,48.7260628,3.4292541
1142,-13,-4.160594571150471,20.580806807536479,-13.0975666,0.7467058,47.9782372,3.5912592
1143,-13,-4.153137931150471,20.580806807536479,-13.0945616,0.8482637,47.1675797,3.7254648
1144,-13,-4.145681291150471,20.580806807536479,-13.0916414,0.9469166,46.3116837,3.8271148
1145,-13,-4.138224651150471,20.580806807536479,-13.0888205,1.0382900,45.4256020,3.8931022
1146,-13,-4.130768011150471,20.580806807536479,-13.0861111,1.1169960,44.5272217,3.9224181
1147,-13,-4.123311371150471,20.580806807536479,-13.0835180,1.1781822,43.6340027,3.9162245
1148,-13,-4.115854731150471,20.580806807536479,-13.0810404,1.2183338,42.7599869,3.8778121
1149,-13,-4.108398091150471,20.580806807536479,-13.0786743,1.2326229,41.9183540,3.8125570
1150,-13,-4.100941451150471,20.580806807536479,-13.0764074,1.2211303,41.1240883,3.7270653
1151,-13,-4.093484811150471,20.580806807536479,-13.0742273,1.1896719,40.3843079,3.6285000
1152,-13,-4.086028171150471,20.580806807536479,-13.0721169,1.1400132,39.7037964,3.5240002
1153,-13,-4.078571531150471,20.580806807536479,-13.0700560,1.0793723,39.0854530,3.4200296
1154,-13,-4.071114891150471,20.580806807536479,-13.0680265,1.0182209,38.5272179,3.3221285
1155,-13,-4.063658251150471,20.580806807536479,-13.0660114,0.9620794,38.0215416,3.2345281
1156,-13,-4.056201611150471,20.580806807536479,-13.0639973,0.9132807,37.5630760,3.1599765
1157,-13,-4.048744971150471,20.580806807536479,-13.0619717,0.8747880,37.1445808,3.0999808
1158,-13,-4.041288331150471,20.580806807536479,-13.0599270,0.8500936,36.7588463,3.0548425
1159,-13,-4.033831691150471,20.580806807536479,-13.0578575,0.8407991,36.4014282,3.0236459
1160,-13,-4.026375051150471,20.580806807536479,-13.0557604,0.8493191,36.0618553,3.0045977
1161,-13,-4.018918411150471,20.580806807536479,-13.0536375,0.8757403,35.7330170,2.9956658
1162,-13,-4.011461771150471,20.580806807536479,-13.0514927,0.9184853,35.4048805,2.9947321
1163,-13,-4.004005131150471,20.580806807536479,-13.0493326,0.9701521,35.0701599,2.9996934
1164,-13,-3.996548491150471,20.580806807536479,-13.0471668,1.0206925,34.7269440,3.0084927
1165,-13,-3.989091851150471,20.580806807536479,-13.0450029,1.0663893,34.3782539,3.0189760
1166,-13,-3.981635211150471,20.580806807536479,-13.0428457,1.1076213,34.0268631,3.0291429
1167,-13,-3.974178571150471,20.580806807536479,-13.0407009,1.1436323,33.6742249,3.0372424
1168,-13,-3.966721931150471,20.580806807536479,-13.0385723,1.1721094,33.3213081,3.0417156
1169,-13,-3.959265291150471,20.580806807536479,-13.0364637,1.1886884,32.9690208,3.0415919
1170,-13,-4.615449611150471,20.573350167536478,-13.1035461,0.9268833,33.4751205,1.5447557
1171,-13,-4.607992971150471,20.573350167536478,-13.1035624,1.0358154,33.7247772,1.7387432
1172,-13,-4.600536331150471,20.573350167536478,-13.1036825,1.1499286,34.0107498,1.9619150
1173,-13,-4.593079691150471,20.573350167536478,-13.1039200,1.2680613,34.3445435,2.2111628
1174,-13,-4.585623051150471,20.573350167536478,-13.1042862,1.3867761,34.7385292,2.4808791
1175,-13,-4.578166411150471,20.573350167536478,-13.1047926,1.5002742,35.2019691,2.7636321
1176,-13,-4.570709771150471,20.573350167536478,-13.1054497,1.6094944,35.7430611,3.0503256
1177,-13,-4.563253131150471,20.573350167536478,-13.1062679,1.7027682,36.3691902,3.3309202
1178,-13,-4.555796491150471,20.573350167536478,-13.1072588,1.7747664,37.0824509,3.5950069
1179,-13,-4.548339851150471,20.573350167536478,-13.1084261,1.8211874,37.8778076,3.8323414
1180,-13,-4.540883211150471,20.573350167536478,-13.1097765,1.8435191,38.7495232,4.0335770
1181,-13,-4.533426571150471,20.573350167536478,-13.1113100,1.8364427,39.6847610,4.1906881
1182,-13,-4.525969931150471,20.573350167536478,-13.1130285,1.7976800,40.6693497,4.2975020
1183,-13,-4.518513291150471,20.573350167536478,-13.1149263,1.7285229,41.6809883,4.3500748
1184,-13,-4.511056651150471,20.573350167536478,-13.1169949,1.6306202,42.6988220,4.3469419
1185,-13,-4.503600011150471,20.573350167536478,-13.1192217,1.5098879,43.7024918,4.2889643
1186,-13,-4.496143371150471,20.573350167536478,-13.1215878,1.3709341,44.6720657,4.1791086
1187,-13,-4.488686731150471,20.573350167536478,-13.1240730,1.2205536,45.5882759,4.0221252
1188,-13,-4.481230091150471,20.573350167536478,-13.1266499,1.0670550,46.4365273,3.8243930
1189,-13,-4.473773451150471,20.573350167536478,-13.1292896,0.9143940,47.2081604,3.5934608
1190,-13,-4.466316811150471,20.573350167536478,-13.1319647,0.7622423,47.8965492,3.3375077
1191,-13,-4.458860171150471,20.573350167536478,-13.1346426,0.6092495,48.4951515,3.0650847
1192,-13,-4.451403531150471,20.573350167536478,-13.1372919,0.4587881,49.0019112,2.7848275
1193,-13,-4.443946891150471,20.573350167536478,-13.1398764,0.3133148,49.4175186,2.5048950
1194,-13,-4.436490251150471,20.573350167536478,-13.1423635,0.1749071,49.7471237,2.2326443
1195,-13,-4.429033611150471,20.573350167536478,-13.1447229,0.0435873,49.9971428,1.9747279
1196,-13,-4.421576971150471,20.573350167536478,-13.1469250,-0.0801922,50.1751938,1.7368298
1197,-13,-4.414120331150471,20.573350167536478,-13.1489458,-0.1958361,50.2921219,1.5233649
1198,-13,-4.406663691150471,20.573350167536478,-13.1507664,-0.3034266,50.3591270,1.3374610
1199,-13,-4.399207051150471,20.573350167536478,-13.1523705,-0.4066886,50.3857155,1.1808521
1200,-13,-4.391750411150471,20.573350167536478,-13.1537476,-0.5043381,50.3824043,1.0538462
1201,-13,-4.384293771150471,20.573350167536478,-13.1548872,-0.5913247,50.3591576,0.9553074
1202,-13,-4.376837131150471,20.573350167536478,-13.1557817,-0.6615180,50.3280487,0.8828475
1203,-13,-4.369380491150471,20.573350167536478,-13.1564293,-0.7124782,50.2988129,0.8331021
1204,-13,-4.361923851150471,20.573350167536478,-13.1568346,-0.7421874,50.2797546,0.8021970
1205,-13,-4.354467211150471,20.573350167536478,-13.1570034,-0.7494444,50.2767754,0.7863339
1206,-13,-4.347010571150471,20.573350167536478,-13.1569481,-0.7373122,50.2941589,0.7821171
1207,-13,-4.339553931150471,20.573350167536478,-13.1566839,-0.7104214,50.3351326,0.7867022
1208,-13,-4.332097291150471,20.573350167536478,-13.1562223,-0.6728327,50.4007225,0.7977431
1209,-13,-4.324640651150471,20.573350167536478,-13.1555767,-0.6237110,50.4926682,0.8133418
1210,-13,-4.317184011150471,20.573350167536478,-13.1547575,-0.5645110,50.6098938,0.8320066
1211,-13,-4.309727371150471,20.573350167536478,-13.1537733,-0.4956773,50.7505264,0.8525781
1212,-13,-4.302270731150471,20.573350167536478,-13.1526365,-0.4221303,50.9092484,0.8741711
1213,-13,-4.294814091150471,20.573350167536478,-13.1513548,-0.3494556,51.0817566,0.8961572
1214,-13,-4.287357451150471,20.573350167536478,-13.1499376,-0.2846655,51.2619934,0.9183209
1215,-13,-4.279900811150471,20.573350167536478,-13.1483889,-0.2309164,51.4454613,0.9412484
1216,-13,-4.272444171150471,20.573350167536478,-13.1467066,-0.1896895,51.6259499,0.9665431
1217,-13,-4.264987531150471,20.573350167536478,-13.1448879,-0.1595576,51.7973747,0.9968820
1218,-13,-4.257530891150472,20.573350167536478,-13.1429234,-0.1362794,51.9512825,1.0361273
1219,-13,-4.250074251150471,20.573350167536478,-13.1408081,-0.1198041,52.0773926,1.0889211
1220,-13,-4.242617611150472,20.573350167536478,-13.1385374,-0.1082920,52.1668167,1.1600926
1221,-13,-4.235160971150472,20.573350167536478,-13.1361084,-0.1000446,52.2116470,1.2538892
1222,-13,-4.227704331150472,20.573350167536478,-13.1335211,-0.0931446,52.2019615,1.3731533
1223,-13,-4.220247691150472,20.573350167536478,-13.1307831,-0.0876749,52.1302490,1.5187225
1224,-13,-4.212791051150472,20.573350167536478,-13.1279020,-0.0787089,51.9911232,1.6891743
1225,-13,-4.205334411150472,20.573350167536478,-13.1248884,-0.0602889,51.7783775,1.8812352
1226,-13,-4.197877771150472,20.573350167536478,-13.1217613,-0.0268763,51.4873161,2.0902030
1227,-13,-4.190421131150472,20.573350167536478,-13.1185436,0.0241076,51.1124916,2.3101282
1228,-13,-4.182964491150472,20.573350167536478,-13.1152620,0.0950091,50.6518021,2.5338845
1229,-13,-4.175507851150472,20.573350167536478,-13.1119480,0.1827310,50.1052246,2.7536755
1230,-13,-4.168051211150472,20.573350167536478,-13.1086340,0.2887826,49.4764061,2.9614344
1231,-13,-4.160594571150471,20.573350167536478,-13.1053495,0.4083446,48.7697220,3.1493173
1232,-13,-4.153137931150471,20.573350167536478,-13.1021252,0.5333454,47.9950752,3.3103795
1233,-13,-4.145681291150471,20.573350167536478,-13.0989876,0.6558783,47.1693611,3.4389906
1234,-13,-4.138224651150471,20.573350167536478,-13.0959539,0.7724820,46.3073540,3.5312710
