OID_,DEM_Large_S3_Regm1b,X,Y,DEM_Large_S3_Band_1,MeanCurv_Band_1,Slope_Band_1,SlopeStd_Band_1
84,-12,-2.833312651150472,19.775489687536481,-12.9954185,-0.4890815,9.7166901,0.2698165
85,-12,-2.825856011150472,19.775489687536481,-12.9946747,-0.4805628,9.6706457,0.2289893
86,-12,-2.818399371150472,19.775489687536481,-12.9939013,-0.4785644,9.6372862,0.1902442
87,-12,-2.810942731150472,19.775489687536481,-12.9930973,-0.4812033,9.6247244,0.1562291
88,-12,-2.803486091150472,19.775489687536481,-12.9922590,-0.4753945,9.6393118,0.1299180
89,-13,-3.049555211150472,19.768033047536480,-13.0061331,-0.5266622,10.1429472,0.4286143
90,-13,-3.042098571150472,19.768033047536480,-13.0062113,-0.5368672,10.2538681,0.4229747
91,-13,-3.034641931150472,19.768033047536480,-13.0062370,-0.5243521,10.3572607,0.4130691
92,-13,-3.027185291150472,19.768033047536480,-13.0062113,-0.4931301,10.4472275,0.3991064
93,-13,-3.019728651150472,19.768033047536480,-13.0061388,-0.4514075,10.5233574,0.3821264
94,-13,-3.012272011150471,19.768033047536480,-13.0060253,-0.4033630,10.5785742,0.3642117
95,-13,-3.004815371150471,19.768033047536480,-13.0058756,-0.3547661,10.6134348,0.3482831
96,-13,-2.997358731150472,19.768033047536480,-13.0056963,-0.3060465,10.6244822,0.3376406
97,-13,-2.989902091150472,19.768033047536480,-13.0054922,-0.2585582,10.6129856,0.3347348
98,-13,-2.982445451150472,19.768033047536480,-13.0052691,-0.2162174,10.5793505,0.3401332
99,-13,-2.974988811150472,19.768033047536480,-13.0050325,-0.1881082,10.5264750,0.3524242
100,-13,-2.967532171150472,19.768033047536480,-13.0047865,-0.1810159,10.4585972,0.3689827
101,-13,-2.960075531150472,19.768033047536480,-13.0045319,-0.1924352,10.3828049,0.3868426
102,-13,-2.952618891150472,19.768033047536480,-13.0042667,-0.2189018,10.3025942,0.4036139
103,-13,-2.945162251150472,19.768033047536480,-13.0039911,-0.2557794,10.2205420,0.4179080
104,-13,-2.937705611150472,19.768033047536480,-13.0037012,-0.3039954,10.1410961,0.4291151
105,-13,-2.930248971150472,19.768033047536480,-13.0033932,-0.3598585,10.0677443,0.4372372
106,-13,-2.922792331150472,19.768033047536480,-13.0030622,-0.4143917,10.0037098,0.4425448
107,-13,-2.915335691150472,19.768033047536480,-13.0027046,-0.4642775,9.9494610,0.4451071
108,-13,-2.907879051150472,19.768033047536480,-13.0023146,-0.5074105,9.9057646,0.4446134
109,-13,-2.900422411150472,19.768033047536480,-13.0018911,-0.5390132,9.8721466,0.4403564
110,-13,-2.892965771150472,19.768033047536480,-13.0014305,-0.5559930,9.8453779,0.4316826
111,-13,-2.885509131150472,19.768033047536480,-13.0009336,-0.5632710,9.8222809,0.4184242
112,-13,-2.878052491150472,19.768033047536480,-13.0003996,-0.5657395,9.8009415,0.4007647
