OID_,DEM_Large_S3_Regm2b,X,Y,DEM_Large_S3_Band_1,MeanCurv_Band_1,Slope_Band_1,SlopeStd_Band_1
1860,-13,-4.384293771150471,20.312367767536479,-13.2903080,-1.3580397,15.3162899,2.2246313
1861,-13,-4.376837131150471,20.312367767536479,-13.2918186,-1.3908964,14.6880693,2.2686262
1862,-13,-4.369380491150471,20.312367767536479,-13.2932224,-1.4139112,14.1043758,2.3134587
1863,-13,-4.361923851150471,20.312367767536479,-13.2945271,-1.4241585,13.5682344,2.3663526
1864,-13,-4.354467211150471,20.312367767536479,-13.2957363,-1.4262807,13.0884171,2.4361854
1865,-13,-4.347010571150471,20.312367767536479,-13.2968588,-1.4260224,12.6712799,2.5326047
1866,-13,-4.339553931150471,20.312367767536479,-13.2979031,-1.4335597,12.3043957,2.6637084
1867,-13,-4.332097291150471,20.312367767536479,-13.2988739,-1.4504164,11.9763155,2.8345463
1868,-13,-4.324640651150471,20.312367767536479,-13.2997789,-1.4767934,11.6686573,3.0461874
1869,-13,-4.317184011150472,20.312367767536479,-13.3006220,-1.5131365,11.3667974,3.2875531
1870,-13,-4.309727371150472,20.312367767536479,-13.3014097,-1.5651734,11.0501633,3.5257721
1871,-13,-4.302270731150472,20.312367767536479,-13.3021460,-1.6466690,10.6963673,3.7333086
1872,-13,-4.294814091150472,20.312367767536479,-13.3028326,-1.7597493,10.2767487,3.8878918
1873,-13,-4.287357451150472,20.312367767536479,-13.3034658,-1.9035358,9.7675095,3.9802368
1874,-13,-4.279900811150472,20.312367767536479,-13.3040428,-2.0746975,9.1529655,4.0119228
1875,-13,-4.272444171150472,20.312367767536479,-13.3045559,-2.2680194,8.4153080,3.9902120
1876,-13,-4.264987531150472,20.312367767536479,-13.3049936,-2.4744287,7.5491767,3.9315114
1877,-13,-4.257530891150472,20.312367767536479,-13.3053474,-2.6890576,6.5573277,3.8629422
1878,-13,-4.250074251150472,20.312367767536479,-13.3056040,-2.9107924,5.4527631,3.8206649
1879,-13,-4.242617611150472,20.312367767536479,-13.3057518,-3.1320252,4.2726493,3.8426509
