OID_,DEM_Large_S3_Regm7,X,Y,DEM_Large_S3_Band_1,MeanCurv_Band_1,Slope_Band_1,SlopeStd_Band_1
41,-13,-5.950188171150471,19.462310807536479,-13.1449690,-0.2127518,16.3078403,0.7619151
42,-13,-5.942731531150471,19.462310807536479,-13.1452227,-0.0997635,16.3000717,0.8685384
43,-13,-6.173887371150472,19.454854167536478,-13.1257210,1.0876807,17.9216652,1.9904029
44,-13,-6.166430731150472,19.454854167536478,-13.1261845,1.0346828,18.1678066,1.8496220
45,-13,-6.158974091150472,19.454854167536478,-13.1266985,0.9813679,18.3757019,1.7054906
46,-13,-6.151517451150472,19.454854167536478,-13.1272612,0.9266191,18.5468159,1.5605067
47,-13,-6.144060811150472,19.454854167536478,-13.1278734,0.8722745,18.6774731,1.4170204
48,-13,-6.136604171150472,19.454854167536478,-13.1285334,0.8182602,18.7665787,1.2773025
49,-13,-6.129147531150472,19.454854167536478,-13.1292391,0.7647679,18.8171043,1.1437266
50,-13,-6.121690891150472,19.454854167536478,-13.1299915,0.7098951,18.8366661,1.0189787
51,-13,-6.114234251150472,19.454854167536478,-13.1307898,0.6466560,18.8283806,0.9063231
52,-13,-6.106777611150472,19.454854167536478,-13.1316319,0.5725740,18.7938194,0.8097191
53,-13,-6.099320971150472,19.454854167536478,-13.1325159,0.4782938,18.7384186,0.7334466
54,-13,-6.091864331150472,19.454854167536478,-13.1334352,0.3652813,18.6572304,0.6807315
55,-13,-6.084407691150472,19.454854167536478,-13.1343822,0.2383215,18.5460453,0.6522178
56,-13,-6.076951051150472,19.454854167536478,-13.1353464,0.1080762,18.4081306,0.6452727
57,-13,-6.069494411150472,19.454854167536478,-13.1363173,-0.0206446,18.2454662,0.6543604
58,-13,-6.062037771150472,19.454854167536478,-13.1372843,-0.1367205,18.0643768,0.6721645
59,-13,-6.054581131150472,19.454854167536478,-13.1382370,-0.2405070,17.8749218,0.6914248
60,-13,-6.047124491150472,19.454854167536478,-13.1391687,-0.3346948,17.6815720,0.7064469
61,-13,-6.039667851150472,19.454854167536478,-13.1400719,-0.4232759,17.4892731,0.7135643
62,-13,-6.032211211150472,19.454854167536478,-13.1409397,-0.4998618,17.2988358,0.7110094
63,-13,-6.024754571150472,19.454854167536478,-13.1417637,-0.5622494,17.1145401,0.6985143
64,-13,-6.017297931150472,19.454854167536478,-13.1425409,-0.6030495,16.9432907,0.6768822
65,-13,-6.009841291150471,19.454854167536478,-13.1432657,-0.6249465,16.7892036,0.6474015
66,-13,-6.002384651150471,19.454854167536478,-13.1439362,-0.6284376,16.6565933,0.6118501
67,-13,-5.994928011150471,19.454854167536478,-13.1445532,-0.6206439,16.5467377,0.5729405
68,-13,-5.987471371150471,19.454854167536478,-13.1451159,-0.6006581,16.4608173,0.5349209
69,-13,-5.980014731150471,19.454854167536478,-13.1456251,-0.5748738,16.3969078,0.5037377
70,-13,-5.972558091150471,19.454854167536478,-13.1460810,-0.5410442,16.3551865,0.4865396
71,-13,-5.965101451150471,19.454854167536478,-13.1464844,-0.4938936,16.3337021,0.4902243
72,-13,-5.957644811150471,19.454854167536478,-13.1468353,-0.4214595,16.3348503,0.5189264
73,-13,-5.950188171150471,19.454854167536478,-13.1471376,-0.3297757,16.3578911,0.5724737
74,-13,-5.942731531150471,19.454854167536478,-13.1473980,-0.2244605,16.3985443,0.6472871
75,-13,-5.935274891150471,19.454854167536478,-13.1476221,-0.1161174,16.4516773,0.7384425
76,-13,-5.927818251150471,19.454854167536478,-13.1478186,-0.0074139,16.5141068,0.8412114
77,-13,-5.920361611150471,19.454854167536478,-13.1479912,0.0971478,16.5839558,0.9516219
78,-13,-5.912904971150471,19.454854167536478,-13.1481457,0.2029516,16.6558914,1.0665114
79,-13,-5.905448331150472,19.454854167536478,-13.1482897,0.3083113,16.7272949,1.1834861
80,-13,-6.203713931150471,19.447397527536477,-13.1266546,1.2970061,17.3604412,2.4193745
81,-13,-6.196257291150472,19.447397527536477,-13.1269503,1.2165140,17.6954365,2.2842481
82,-13,-6.188800651150471,19.447397527536477,-13.1272964,1.1368062,17.9984798,2.1401579
83,-13,-6.181344011150472,19.447397527536477,-13.1276922,1.0627894,18.2679920,1.9887611
84,-13,-6.173887371150472,19.447397527536477,-13.1281328,0.9949076,18.5009537,1.8322084
85,-13,-6.166430731150472,19.447397527536477,-13.1286201,0.9282216,18.6978989,1.6731654
86,-13,-6.158974091150472,19.447397527536477,-13.1291513,0.8641152,18.8556194,1.5147157
87,-13,-6.151517451150472,19.447397527536477,-13.1297255,0.7986262,18.9727821,1.3601409
88,-13,-6.144060811150472,19.447397527536477,-13.1303415,0.7362092,19.0476780,1.2126672
89,-13,-6.136604171150472,19.447397527536477,-13.1309986,0.6778613,19.0805187,1.0755949
90,-13,-6.129147531150472,19.447397527536477,-13.1316957,0.6255171,19.0760098,0.9526353
91,-13,-6.121690891150472,19.447397527536477,-13.1324339,0.5726127,19.0397339,0.8479729
92,-13,-6.114234251150472,19.447397527536477,-13.1332121,0.5152373,18.9746666,0.7659186
93,-13,-6.106777611150472,19.447397527536477,-13.1340313,0.4482893,18.8888664,0.7101058
94,-13,-6.099320971150472,19.447397527536477,-13.1348886,0.3637475,18.7807865,0.6819695
95,-13,-6.091864331150472,19.447397527536477,-13.1357794,0.2593076,18.6509838,0.6790427
96,-13,-6.084407691150472,19.447397527536477,-13.1366968,0.1433465,18.4960022,0.6954071
97,-13,-6.076951051150472,19.447397527536477,-13.1376314,0.0237316,18.3195934,0.7237292
98,-13,-6.069494411150472,19.447397527536477,-13.1385736,-0.0933262,18.1238232,0.7569777
99,-13,-6.062037771150472,19.447397527536477,-13.1395130,-0.2006564,17.9169235,0.7889987
100,-13,-6.054581131150472,19.447397527536477,-13.1404409,-0.2970252,17.7061100,0.8149124
101,-13,-6.047124491150472,19.447397527536477,-13.1413517,-0.3848641,17.4972095,0.8314540
102,-13,-6.039667851150472,19.447397527536477,-13.1422367,-0.4711198,17.2937527,0.8368894
103,-13,-6.032211211150472,19.447397527536477,-13.1430893,-0.5458390,17.0943775,0.8307866
104,-13,-6.024754571150472,19.447397527536477,-13.1439028,-0.6076586,16.9054813,0.8137440
105,-13,-6.017297931150472,19.447397527536477,-13.1446705,-0.6496007,16.7334766,0.7870470
106,-13,-6.009841291150471,19.447397527536477,-13.1453896,-0.6739262,16.5806198,0.7520679
107,-13,-6.002384651150471,19.447397527536477,-13.1460581,-0.6806725,16.4548893,0.7103432
108,-13,-5.994928011150471,19.447397527536477,-13.1466751,-0.6767628,16.3562965,0.6639418
109,-13,-5.987471371150471,19.447397527536477,-13.1472406,-0.6617548,16.2844181,0.6158286
110,-13,-5.980014731150471,19.447397527536477,-13.1477537,-0.6413755,16.2407207,0.5698851
111,-13,-5.972558091150471,19.447397527536477,-13.1482172,-0.6158620,16.2221203,0.5308253
112,-13,-5.965101451150471,19.447397527536477,-13.1486292,-0.5763043,16.2284317,0.5038887
113,-13,-5.957644811150471,19.447397527536477,-13.1489906,-0.5143144,16.2622585,0.4940189
114,-13,-5.950188171150471,19.447397527536477,-13.1493063,-0.4346351,16.3214645,0.5045389
115,-13,-5.942731531150471,19.447397527536477,-13.1495800,-0.3408277,16.4015369,0.5357316
116,-13,-5.935274891150471,19.447397527536477,-13.1498184,-0.2436274,16.4979439,0.5849262
117,-13,-5.927818251150471,19.447397527536477,-13.1500282,-0.1472449,16.6074295,0.6480026
118,-13,-5.920361611150471,19.447397527536477,-13.1502161,-0.0550187,16.7228088,0.7208504
119,-13,-5.912904971150471,19.447397527536477,-13.1503868,0.0362144,16.8433113,0.8001828
120,-13,-5.905448331150472,19.447397527536477,-13.1505442,0.1238161,16.9615402,0.8837836
121,-13,-5.897991691150471,19.447397527536477,-13.1506929,0.2150740,17.0710392,0.9704673
122,-13,-5.890535051150472,19.447397527536477,-13.1508379,0.3037680,17.1654053,1.0598639
123,-13,-5.883078411150471,19.447397527536477,-13.1509857,0.3792846,17.2377453,1.1521324
124,-13,-6.226083851150471,19.439940887536476,-13.1283302,1.4269942,17.0992050,2.7457728
125,-13,-6.218627211150471,19.439940887536476,-13.1285086,1.3817719,17.4589558,2.6181929
126,-13,-6.211170571150472,19.439940887536476,-13.1287394,1.3196801,17.7971706,2.4797430
127,-13,-6.203713931150471,19.439940887536476,-13.1290216,1.2399685,18.1109371,2.3312519
128,-13,-6.196257291150472,19.439940887536476,-13.1293554,1.1500483,18.3912334,2.1739008
129,-13,-6.188800651150471,19.439940887536476,-13.1297350,1.0583984,18.6396103,2.0093551
130,-13,-6.181344011150472,19.439940887536476,-13.1301584,0.9723893,18.8522778,1.8398685
131,-13,-6.173887371150472,19.439940887536476,-13.1306229,0.8928609,19.0278358,1.6683459
132,-13,-6.166430731150472,19.439940887536476,-13.1311255,0.8163754,19.1642265,1.4983277
133,-13,-6.158974091150472,19.439940887536476,-13.1316671,0.7410460,19.2619648,1.3339436
134,-13,-6.151517451150472,19.439940887536476,-13.1322451,0.6677994,19.3177414,1.1797184
135,-13,-6.144060811150472,19.439940887536476,-13.1328592,0.5988712,19.3317242,1.0403991
136,-13,-6.136604171150472,19.439940887536476,-13.1335068,0.5381379,19.3026371,0.9210364
137,-13,-6.129147531150472,19.439940887536476,-13.1341887,0.4862146,19.2389278,0.8268716
138,-13,-6.121690891150472,19.439940887536476,-13.1349058,0.4379764,19.1432095,0.7624342
139,-13,-6.114234251150472,19.439940887536476,-13.1356583,0.3873684,19.0227261,0.7296554
140,-13,-6.106777611150472,19.439940887536476,-13.1364470,0.3281045,18.8828297,0.7262498
141,-13,-6.099320971150472,19.439940887536476,-13.1372709,0.2531895,18.7257633,0.7460201
142,-13,-6.091864331150472,19.439940887536476,-13.1381283,0.1603469,18.5504150,0.7807917
143,-13,-6.084407691150472,19.439940887536476,-13.1390095,0.0571938,18.3560219,0.8227711
144,-13,-6.076951051150472,19.439940887536476,-13.1399088,-0.0496330,18.1452141,0.8657688
145,-13,-6.069494411150472,19.439940887536476,-13.1408167,-0.1535199,17.9232025,0.9052174
146,-13,-6.062037771150472,19.439940887536476,-13.1417246,-0.2509260,17.6945839,0.9375316
147,-13,-6.054581131150472,19.439940887536476,-13.1426249,-0.3384325,17.4685402,0.9600330
148,-13,-6.047124491150472,19.439940887536476,-13.1435099,-0.4202494,17.2495499,0.9711171
149,-13,-6.039667851150472,19.439940887536476,-13.1443739,-0.5015771,17.0365372,0.9702968
150,-13,-6.032211211150472,19.439940887536476,-13.1452093,-0.5746523,16.8328381,0.9580440
151,-13,-6.024754571150472,19.439940887536476,-13.1460085,-0.6350552,16.6426392,0.9355769
152,-13,-6.017297931150472,19.439940887536476,-13.1467676,-0.6773604,16.4704227,0.9045162
153,-13,-6.009841291150471,19.439940887536476,-13.1474810,-0.7024611,16.3214798,0.8663899
154,-13,-6.002384651150471,19.439940887536476,-13.1481466,-0.7128113,16.2041321,0.8228462
155,-13,-5.994928011150471,19.439940887536476,-13.1487646,-0.7127170,16.1145458,0.7758700
156,-13,-5.987471371150471,19.439940887536476,-13.1493340,-0.7037831,16.0547924,0.7279559
157,-13,-5.980014731150471,19.439940887536476,-13.1498547,-0.6894791,16.0267830,0.6819319
158,-13,-5.972558091150471,19.439940887536476,-13.1503277,-0.6709700,16.0271130,0.6406642
159,-13,-5.965101451150471,19.439940887536476,-13.1507521,-0.6406317,16.0556221,0.6068193
160,-13,-5.957644811150471,19.439940887536476,-13.1511288,-0.5907431,16.1129799,0.5826312
161,-13,-5.950188171150471,19.439940887536476,-13.1514606,-0.5237725,16.1994705,0.5696617
162,-13,-5.942731531150471,19.439940887536476,-13.1517534,-0.4440215,16.3115978,0.5683601
163,-13,-5.935274891150471,19.439940887536476,-13.1520119,-0.3608828,16.4430637,0.5779781
164,-13,-5.927818251150471,19.439940887536476,-13.1522427,-0.2799276,16.5885868,0.5968939
165,-13,-5.920361611150471,19.439940887536476,-13.1524515,-0.2035575,16.7437305,0.6230955
166,-13,-5.912904971150471,19.439940887536476,-13.1526432,-0.1301655,16.9017620,0.6549151
167,-13,-5.905448331150472,19.439940887536476,-13.1528206,-0.0604362,17.0560913,0.6916373
168,-13,-5.897991691150471,19.439940887536476,-13.1529894,0.0110475,17.2028103,0.7334555
169,-13,-5.890535051150472,19.439940887536476,-13.1531506,0.0791369,17.3352795,0.7812780
170,-13,-5.883078411150471,19.439940887536476,-13.1533108,0.1368979,17.4420395,0.8364877
171,-13,-6.248453771150471,19.432484247536479,-13.1302824,1.4339322,16.8907547,3.0661819
172,-13,-6.240997131150471,19.432484247536479,-13.1303740,1.4276760,17.2770805,2.9505641
173,-13,-6.233540491150471,19.432484247536479,-13.1305056,1.4086131,17.6381435,2.8242419
174,-13,-6.226083851150471,19.432484247536479,-13.1306810,1.3761414,17.9754772,2.6869526
175,-13,-6.218627211150471,19.432484247536479,-13.1309032,1.3237039,18.2889290,2.5390160
176,-13,-6.211170571150472,19.432484247536479,-13.1311731,1.2534785,18.5763016,2.3812635
177,-13,-6.203713931150471,19.432484247536479,-13.1314917,1.1659116,18.8311882,2.2148969
178,-13,-6.196257291150472,19.432484247536479,-13.1318560,1.0692103,19.0536594,2.0415249
179,-13,-6.188800651150471,19.432484247536479,-13.1322613,0.9693720,19.2382298,1.8633571
180,-13,-6.181344011150472,19.432484247536479,-13.1327038,0.8744311,19.3865986,1.6833844
181,-13,-6.173887371150472,19.432484247536479,-13.1331825,0.7866539,19.4954090,1.5054727
182,-13,-6.166430731150472,19.432484247536479,-13.1336937,0.7025985,19.5666199,1.3344228
183,-13,-6.158974091150472,19.432484247536479,-13.1342382,0.6204026,19.5960598,1.1759353
184,-13,-6.151517451150472,19.432484247536479,-13.1348124,0.5405014,19.5860367,1.0363809
185,-13,-6.144060811150472,19.432484247536479,-13.1354160,0.4678512,19.5333385,0.9224676
186,-13,-6.136604171150472,19.432484247536479,-13.1360464,0.4069710,19.4404736,0.8403267
187,-13,-6.129147531150472,19.432484247536479,-13.1367054,0.3564738,19.3136902,0.7937400
188,-13,-6.121690891150472,19.432484247536479,-13.1373940,0.3130485,19.1591225,0.7820367
189,-13,-6.114234251150472,19.432484247536479,-13.1381140,0.2700351,18.9827251,0.7992769
190,-13,-6.106777611150472,19.432484247536479,-13.1388664,0.2212436,18.7903938,0.8363475
191,-13,-6.099320971150472,19.432484247536479,-13.1396523,0.1563787,18.5865154,0.8841523
192,-13,-6.091864331150472,19.432484247536479,-13.1404676,0.0751593,18.3712959,0.9352059
193,-13,-6.084407691150472,19.432484247536479,-13.1413097,-0.0152733,18.1413746,0.9841110
194,-13,-6.076951051150472,19.432484247536479,-13.1421680,-0.1085078,17.9013081,1.0273451
195,-13,-6.069494411150472,19.432484247536479,-13.1430378,-0.2000798,17.6574802,1.0625628
196,-13,-6.062037771150472,19.432484247536479,-13.1439104,-0.2858875,17.4131088,1.0879055
197,-13,-6.054581131150472,19.432484247536479,-13.1447783,-0.3641203,17.1758556,1.1020321
198,-13,-6.047124491150472,19.432484247536479,-13.1456356,-0.4399369,16.9487591,1.1043820
199,-13,-6.039667851150472,19.432484247536479,-13.1464758,-0.5156705,16.7334995,1.0953470
200,-13,-6.032211211150472,19.432484247536479,-13.1472921,-0.5849211,16.5286236,1.0760061
201,-13,-6.024754571150472,19.432484247536479,-13.1480761,-0.6430955,16.3384705,1.0479702
202,-13,-6.017297931150472,19.432484247536479,-13.1488247,-0.6846892,16.1701393,1.0130930
203,-13,-6.009841291150471,19.432484247536479,-13.1495314,-0.7106156,16.0278854,0.9731072
204,-13,-6.002384651150471,19.432484247536479,-13.1501951,-0.7240190,15.9156857,0.9298859
205,-13,-5.994928011150471,19.432484247536479,-13.1508150,-0.7288315,15.8351822,0.8855016
206,-13,-5.987471371150471,19.432484247536479,-13.1513891,-0.7248290,15.7868500,0.8423170
207,-13,-5.980014731150471,19.432484247536479,-13.1519184,-0.7175078,15.7712107,0.8026566
208,-13,-5.972558091150471,19.432484247536479,-13.1524038,-0.7067235,15.7848959,0.7683901
209,-13,-5.965101451150471,19.432484247536479,-13.1528425,-0.6852172,15.8284111,0.7407297
210,-13,-5.957644811150471,19.432484247536479,-13.1532373,-0.6451816,15.9034681,0.7200345
211,-13,-5.950188171150471,19.432484247536479,-13.1535902,-0.5916061,16.0091991,0.7059231
212,-13,-5.942731531150471,19.432484247536479,-13.1539049,-0.5275315,16.1418648,0.6972669
213,-13,-5.935274891150471,19.432484247536479,-13.1541882,-0.4605097,16.2980900,0.6924199
214,-13,-5.927818251150471,19.432484247536479,-13.1544447,-0.3959162,16.4696293,0.6895528
215,-13,-5.920361611150471,19.432484247536479,-13.1546793,-0.3376900,16.6496944,0.6868767
216,-13,-5.912904971150471,19.432484247536479,-13.1548967,-0.2845844,16.8324203,0.6832291
217,-13,-5.905448331150472,19.432484247536479,-13.1550999,-0.2341870,17.0130844,0.6786609
218,-13,-5.897991691150471,19.432484247536479,-13.1552916,-0.1832415,17.1861134,0.6745498
219,-13,-5.890535051150472,19.432484247536479,-13.1554747,-0.1355877,17.3419857,0.6736150
220,-13,-5.883078411150471,19.432484247536479,-13.1556520,-0.0973985,17.4741249,0.6795619
221,-13,-6.278280331150471,19.425027607536478,-13.1322937,1.3766242,16.1887627,3.4704573
222,-13,-6.270823691150471,19.425027607536478,-13.1323462,1.3826026,16.6487484,3.3668423
223,-13,-6.263367051150471,19.425027607536478,-13.1324129,1.3836001,17.0816708,3.2576489
224,-13,-6.255910411150471,19.425027607536478,-13.1325006,1.3813568,17.4872150,3.1413107
225,-13,-6.248453771150471,19.425027607536478,-13.1326141,1.3751038,17.8653450,3.0165548
226,-13,-6.240997131150471,19.425027607536478,-13.1327572,1.3627220,18.2139072,2.8824286
227,-13,-6.233540491150471,19.425027607536478,-13.1329346,1.3395886,18.5337372,2.7384186
228,-13,-6.226083851150471,19.425027607536478,-13.1331520,1.3012022,18.8260860,2.5845606
229,-13,-6.218627211150471,19.425027607536478,-13.1334114,1.2432431,19.0876808,2.4214559
230,-13,-6.211170571150472,19.425027607536478,-13.1337147,1.1678610,19.3168697,2.2502410
231,-13,-6.203713931150471,19.425027607536478,-13.1340609,1.0758781,19.5109501,2.0725198
232,-13,-6.196257291150472,19.425027607536478,-13.1344461,0.9745460,19.6658554,1.8904518
233,-13,-6.188800651150471,19.425027607536478,-13.1348677,0.8712720,19.7811565,1.7069643
234,-13,-6.181344011150472,19.425027607536478,-13.1353226,0.7709572,19.8584023,1.5259988
235,-13,-6.173887371150472,19.425027607536478,-13.1358061,0.6776625,19.8963146,1.3527428
236,-13,-6.166430731150472,19.425027607536478,-13.1363173,0.5885190,19.8956852,1.1937337
237,-13,-6.158974091150472,19.425027607536478,-13.1368542,0.5026706,19.8556461,1.0566562
238,-13,-6.151517451150472,19.425027607536478,-13.1374159,0.4186666,19.7741871,0.9495600
239,-13,-6.144060811150472,19.425027607536478,-13.1380005,0.3448623,19.6535187,0.8791752
240,-13,-6.136604171150472,19.425027607536478,-13.1386070,0.2840444,19.4963989,0.8481946
241,-13,-6.129147531150472,19.425027607536478,-13.1392355,0.2386148,19.3076649,0.8532840
242,-13,-6.121690891150472,19.425027607536478,-13.1398888,0.2016738,19.0938759,0.8859466
243,-13,-6.114234251150472,19.425027607536478,-13.1405687,0.1666949,18.8631401,0.9355302
244,-13,-6.106777611150472,19.425027607536478,-13.1412792,0.1275617,18.6236134,0.9924504
245,-13,-6.099320971150472,19.425027607536478,-13.1420202,0.0735493,18.3757629,1.0496727
246,-13,-6.091864331150472,19.425027607536478,-13.1427908,0.0029723,18.1221485,1.1023741
247,-13,-6.084407691150472,19.425027607536478,-13.1435871,-0.0759311,17.8611088,1.1475492
248,-13,-6.076951051150472,19.425027607536478,-13.1444016,-0.1557970,17.5981197,1.1835738
249,-13,-6.069494411150472,19.425027607536478,-13.1452293,-0.2349312,17.3367119,1.2094975
250,-13,-6.062037771150472,19.425027607536478,-13.1460629,-0.3098878,17.0815029,1.2245189
251,-13,-6.054581131150472,19.425027607536478,-13.1468964,-0.3804478,16.8392372,1.2281746
252,-13,-6.047124491150472,19.425027607536478,-13.1477232,-0.4494106,16.6109715,1.2206925
253,-13,-6.039667851150472,19.425027607536478,-13.1485376,-0.5205770,16.3970776,1.2030959
254,-13,-6.032211211150472,19.425027607536478,-13.1493330,-0.5849978,16.1949711,1.1768274
255,-13,-6.024754571150472,19.425027607536478,-13.1501017,-0.6403356,16.0111980,1.1437079
256,-13,-6.017297931150472,19.425027607536478,-13.1508379,-0.6810623,15.8493109,1.1057961
257,-13,-6.009841291150471,19.425027607536478,-13.1515379,-0.7081006,15.7132874,1.0650351
258,-13,-6.002384651150471,19.425027607536478,-13.1521997,-0.7213023,15.6082745,1.0234345
259,-13,-5.994928011150471,19.425027607536478,-13.1528215,-0.7284316,15.5354652,0.9831339
260,-13,-5.987471371150471,19.425027607536478,-13.1534014,-0.7299314,15.4949493,0.9464405
261,-13,-5.980014731150471,19.425027607536478,-13.1539412,-0.7275192,15.4868746,0.9153538
262,-13,-5.972558091150471,19.425027607536478,-13.1544390,-0.7219155,15.5094538,0.8911631
263,-13,-5.965101451150471,19.425027607536478,-13.1548948,-0.7092616,15.5635262,0.8742248
264,-13,-5.957644811150471,19.425027607536478,-13.1553097,-0.6807173,15.6504745,0.8638368
265,-13,-5.950188171150471,19.425027607536478,-13.1556845,-0.6392823,15.7681923,0.8586328
266,-13,-5.942731531150471,19.425027607536478,-13.1560249,-0.5902796,15.9142141,0.8566592
267,-13,-5.935274891150471,19.425027607536478,-13.1563349,-0.5400808,16.0821381,0.8556098
268,-13,-5.927818251150471,19.425027607536478,-13.1566200,-0.4924949,16.2664719,0.8532079
269,-13,-5.920361611150471,19.425027607536478,-13.1568842,-0.4519541,16.4594402,0.8473625
270,-13,-5.912904971150471,19.425027607536478,-13.1571302,-0.4161930,16.6563911,0.8365687
271,-13,-5.905448331150472,19.425027607536478,-13.1573610,-0.3841937,16.8499508,0.8203298
272,-13,-5.897991691150471,19.425027607536478,-13.1575794,-0.3541772,17.0358772,0.7992544
273,-13,-5.890535051150472,19.425027607536478,-13.1577873,-0.3269239,17.2062912,0.7751413
274,-13,-5.883078411150471,19.425027607536478,-13.1579857,-0.3067013,17.3531055,0.7509129
275,-13,-6.300650251150471,19.417570967536477,-13.1342182,1.3337255,15.8357344,3.7837965
276,-13,-6.293193611150471,19.417570967536477,-13.1343231,1.3291671,16.3294849,3.6671345
277,-13,-6.285736971150471,19.417570967536477,-13.1344271,1.3276521,16.8056755,3.5507843
278,-13,-6.278280331150471,19.417570967536477,-13.1345339,1.3256552,17.2623310,3.4329093
279,-13,-6.270823691150471,19.417570967536477,-13.1346483,1.3206309,17.6950150,3.3116410
280,-13,-6.263367051150471,19.417570967536477,-13.1347752,1.3134923,18.0992565,3.1853368
281,-13,-6.255910411150471,19.417570967536477,-13.1349182,1.3041475,18.4724197,3.0525193
282,-13,-6.248453771150471,19.417570967536477,-13.1350813,1.2910498,18.8143826,2.9120667
283,-13,-6.240997131150471,19.417570967536477,-13.1352701,1.2733936,19.1230736,2.7632987
284,-13,-6.233540491150471,19.417570967536477,-13.1354885,1.2467730,19.3982601,2.6060021
285,-13,-6.226083851150471,19.417570967536477,-13.1357412,1.2045196,19.6384201,2.4405801
286,-13,-6.218627211150471,19.417570967536477,-13.1360312,1.1437181,19.8438015,2.2680342
287,-13,-6.211170571150472,19.417570967536477,-13.1363592,1.0655226,20.0113621,2.0899122
288,-13,-6.203713931150471,19.417570967536477,-13.1367235,0.9721155,20.1375751,1.9083195
289,-13,-6.196257291150472,19.417570967536477,-13.1371212,0.8691832,20.2214432,1.7261289
290,-13,-6.188800651150471,19.417570967536477,-13.1375504,0.7647067,20.2654400,1.5472565
291,-13,-6.181344011150472,19.417570967536477,-13.1380053,0.6631145,20.2683029,1.3769507
