OID_,DEM_Large_S3_Clip6b,X,Y,DEM_Large_S3_Band_1,MeanCurv_Band_1,Slope_Band_1,SlopeStd_Band_1
8188,-13,-4.980824971150471,18.231965207536479,-13.3214083,-1.5513355,18.1104279,3.1441948
8189,-13,-4.973368331150471,18.231965207536479,-13.3228130,-1.7019060,17.6865921,3.4487050
8190,-13,-4.965911691150471,18.231965207536479,-13.3241472,-1.8697159,17.2052116,3.7552090
8191,-13,-4.958455051150471,18.231965207536479,-13.3254023,-2.0532432,16.6657524,4.0582085
8192,-13,-4.950998411150471,18.231965207536479,-13.3265686,-2.2489734,16.0744057,4.3505430
8193,-13,-4.943541771150471,18.231965207536479,-13.3276377,-2.4533732,15.4368172,4.6214657
8194,-13,-4.936085131150471,18.231965207536479,-13.3285980,-2.6572385,14.7603502,4.8507819
8195,-13,-4.928628491150471,18.231965207536479,-13.3294373,-2.8532083,14.0618296,5.0125875
8196,-13,-4.921171851150471,18.231965207536479,-13.3301468,-3.0345764,13.3634787,5.0951509
8197,-13,-4.913715211150471,18.231965207536479,-13.3307142,-3.2034829,12.6876736,5.1000447
8198,-13,-4.906258571150471,18.231965207536479,-13.3311319,-3.3563032,12.0642929,5.0373363
8199,-13,-4.898801931150471,18.231965207536479,-13.3313894,-3.4914639,11.5270424,4.9223509
8200,-13,-4.891345291150471,18.231965207536479,-13.3314762,-3.6049483,11.1150675,4.7721028
8201,-13,-4.883888651150471,18.231965207536479,-13.3313847,-3.6865811,10.8693743,4.6013012
8202,-13,-4.876432011150471,18.231965207536479,-13.3311052,-3.7270942,10.8224993,4.4191885
8203,-13,-4.868975371150471,18.231965207536479,-13.3306322,-3.7226932,10.9871635,4.2274528
8204,-13,-4.861518731150471,18.231965207536479,-13.3299637,-3.6750419,11.3520231,4.0207610
8205,-13,-4.854062091150471,18.231965207536479,-13.3290987,-3.5908656,11.8824921,3.7964156
8206,-13,-4.846605451150471,18.231965207536479,-13.3280411,-3.4769938,12.5460205,3.5635197
8207,-13,-4.839148811150471,18.231965207536479,-13.3267927,-3.3391557,13.3036642,3.3292141
8208,-13,-4.831692171150471,18.231965207536479,-13.3253603,-3.1759093,14.1184950,3.0963871
8209,-13,-4.824235531150471,18.231965207536479,-13.3237495,-2.9945726,14.9558392,2.8663833
8210,-13,-4.816778891150471,18.231965207536479,-13.3219700,-2.7930439,15.7893438,2.6395137
8211,-13,-4.809322251150471,18.231965207536479,-13.3200302,-2.5768695,16.5885620,2.4159131
8212,-13,-4.801865611150471,18.231965207536479,-13.3179445,-2.3441558,17.3291073,2.1972556
8213,-13,-4.794408971150471,18.231965207536479,-13.3157253,-2.1061270,17.9925098,1.9878982
8214,-13,-4.786952331150471,18.231965207536479,-13.3133898,-1.8673002,18.5666428,1.7947308
8215,-13,-4.779495691150471,18.231965207536479,-13.3109541,-1.6407918,19.0481968,1.6254598
8216,-13,-4.772039051150471,18.231965207536479,-13.3084345,-1.4270457,19.4404259,1.4878320
8217,-13,-4.764582411150471,18.231965207536479,-13.3058443,-1.2315527,19.7506580,1.3865637
8218,-13,-4.757125771150471,18.231965207536479,-13.3031998,-1.0576338,19.9834251,1.3208712
8219,-13,-4.749669131150471,18.231965207536479,-13.3005114,-0.9005864,20.1595211,1.2845025
8220,-13,-4.742212491150472,18.231965207536479,-13.2977905,-0.7583805,20.2768497,1.2675273
8221,-13,-4.734755851150471,18.231965207536479,-13.2950468,-0.6326687,20.3436584,1.2588060
8222,-13,-4.727299211150472,18.231965207536479,-13.2922888,-0.5291387,20.3756351,1.2483495
8223,-13,-4.719842571150471,18.231965207536479,-13.2895241,-0.4465378,20.3778706,1.2290714
8224,-13,-4.712385931150472,18.231965207536479,-13.2867565,-0.3900309,20.3714790,1.1965417
8225,-13,-4.704929291150471,18.231965207536479,-13.2839880,-0.3562256,20.3712234,1.1489344
8226,-13,-4.697472651150472,18.231965207536479,-13.2812185,-0.3361904,20.3881779,1.0864739
8227,-13,-4.690016011150472,18.231965207536479,-13.2784462,-0.3212145,20.4259624,1.0106777
8228,-13,-4.682559371150472,18.231965207536479,-13.2756691,-0.3023125,20.4791946,0.9244936
8229,-13,-4.675102731150472,18.231965207536479,-13.2728853,-0.2760048,20.5358715,0.8326610
8230,-13,-4.667646091150472,18.231965207536479,-13.2700968,-0.2431724,20.5831547,0.7424350
8231,-13,-4.660189451150472,18.231965207536479,-13.2673035,-0.2018327,20.6172104,0.6652347
8232,-13,-4.652732811150472,18.231965207536479,-13.2645092,-0.1568172,20.6222725,0.6184852
8233,-13,-4.645276171150472,18.231965207536479,-13.2617168,-0.1105085,20.5979462,0.6220992
8234,-13,-4.637819531150472,18.231965207536479,-13.2589293,-0.0612912,20.5473728,0.6854780
8235,-13,-4.630362891150472,18.231965207536479,-13.2561512,-0.0046776,20.4545441,0.8005036
8236,-13,-4.622906251150471,18.231965207536479,-13.2533894,0.0615413,20.3211727,0.9499797
8237,-13,-4.615449611150471,18.231965207536479,-13.2506475,0.1392234,20.1361313,1.1165868
8238,-13,-4.607992971150471,18.231965207536479,-13.2479353,0.2224823,19.8844833,1.2869563
8239,-13,-4.600536331150471,18.231965207536479,-13.2452631,0.2987809,19.5725441,1.4520159
8240,-13,-4.593079691150471,18.231965207536479,-13.2426386,0.3620803,19.2060738,1.6041181
8241,-13,-4.585623051150471,18.231965207536479,-13.2400703,0.4093902,18.7996807,1.7375333
8242,-13,-4.578166411150471,18.231965207536479,-13.2375641,0.4400850,18.3699131,1.8479824
8243,-13,-4.570709771150471,18.231965207536479,-13.2351236,0.4626433,17.9272633,1.9311588
8244,-13,-4.563253131150471,18.231965207536479,-13.2327518,0.4769718,17.4712563,1.9844820
8245,-13,-4.555796491150471,18.231965207536479,-13.2304554,0.4810595,17.0057621,2.0068491
8246,-13,-4.548339851150471,18.231965207536479,-13.2282343,0.4692285,16.5425739,1.9984976
8247,-13,-4.540883211150471,18.231965207536479,-13.2260933,0.4328202,16.0856953,1.9611379
8248,-13,-4.533426571150471,18.231965207536479,-13.2240305,0.3679517,15.6591759,1.8977686
8249,-13,-4.525969931150471,18.231965207536479,-13.2220440,0.2789561,15.2793541,1.8115631
8250,-13,-4.518513291150471,18.231965207536479,-13.2201271,0.1719807,14.9498091,1.7069154
8251,-13,-4.511056651150471,18.231965207536479,-13.2182741,0.0531949,14.6795311,1.5900539
8252,-13,-4.503600011150471,18.231965207536479,-13.2164755,-0.0666588,14.4609833,1.4668732
8253,-13,-4.496143371150471,18.231965207536479,-13.2147236,-0.1891631,14.2813730,1.3434501
8254,-13,-4.488686731150471,18.231965207536479,-13.2130108,-0.3196332,14.1434584,1.2252370
8255,-13,-4.481230091150471,18.231965207536479,-13.2113266,-0.4532411,14.0534744,1.1165504
8256,-13,-4.473773451150471,18.231965207536479,-13.2096615,-0.5833943,14.0064173,1.0215449
8257,-13,-4.466316811150471,18.231965207536479,-13.2080050,-0.7090014,14.0025196,0.9433892
8258,-13,-4.458860171150471,18.231965207536479,-13.2063465,-0.8220974,14.0474033,0.8838571
8259,-13,-4.451403531150471,18.231965207536479,-13.2046757,-0.9170307,14.1321840,0.8427700
8260,-13,-5.398396811150471,18.224508567536478,-13.1899099,0.0093245,12.9288015,0.3531501
8261,-13,-5.390940171150471,18.224508567536478,-13.1914673,0.0760150,12.9682522,0.4732962
8262,-13,-5.383483531150471,18.224508567536478,-13.1930342,0.1455752,13.0694418,0.6258988
8263,-13,-5.376026891150471,18.224508567536478,-13.1946182,0.2219588,13.2341318,0.7971079
8264,-13,-5.368570251150471,18.224508567536478,-13.1962261,0.3068471,13.4615126,0.9757052
8265,-13,-5.361113611150471,18.224508567536478,-13.1978683,0.4031411,13.7641430,1.1517059
8266,-13,-5.353656971150471,18.224508567536478,-13.1995564,0.4946836,14.1521921,1.3164657
8267,-13,-5.346200331150471,18.224508567536478,-13.2012997,0.5655153,14.6105947,1.4631840
8268,-13,-5.338743691150471,18.224508567536478,-13.2031088,0.6152965,15.1189642,1.5873965
8269,-13,-5.331287051150471,18.224508567536478,-13.2049885,0.6439468,15.6715860,1.6870735
8270,-13,-5.323830411150471,18.224508567536478,-13.2069454,0.6436682,16.2534084,1.7615306
8271,-13,-5.316373771150471,18.224508567536478,-13.2089815,0.6157436,16.8397923,1.8119316
8272,-13,-5.308917131150471,18.224508567536478,-13.2110958,0.5763891,17.4182739,1.8421748
8273,-13,-5.301460491150471,18.224508567536478,-13.2132864,0.5344824,17.9910641,1.8564622
8274,-13,-5.294003851150471,18.224508567536478,-13.2155533,0.4916580,18.5643005,1.8578757
8275,-13,-5.286547211150471,18.224508567536478,-13.2178946,0.4402854,19.1387672,1.8493347
8276,-13,-5.279090571150471,18.224508567536478,-13.2203112,0.3829331,19.7064838,1.8323500
8277,-13,-5.271633931150471,18.224508567536478,-13.2227993,0.3214954,20.2626381,1.8070362
8278,-13,-5.264177291150471,18.224508567536478,-13.2253580,0.2582080,20.8110523,1.7734174
8279,-13,-5.256720651150471,18.224508567536478,-13.2279835,0.1910419,21.3436661,1.7315892
8280,-13,-5.249264011150471,18.224508567536478,-13.2306719,0.1229248,21.8572311,1.6804292
8281,-13,-5.241807371150471,18.224508567536478,-13.2334213,0.0645766,22.3451214,1.6184993
8282,-13,-5.234350731150471,18.224508567536478,-13.2362242,0.0211635,22.8158989,1.5437630
8283,-13,-5.226894091150471,18.224508567536478,-13.2390823,-0.0094744,23.2800903,1.4534293
8284,-13,-5.219437451150471,18.224508567536478,-13.2419930,-0.0479115,23.7335205,1.3460250
8285,-13,-5.211980811150471,18.224508567536478,-13.2449551,-0.0960000,24.1539001,1.2210211
8286,-13,-5.204524171150471,18.224508567536478,-13.2479630,-0.1550542,24.5287094,1.0787895
8287,-13,-5.197067531150471,18.224508567536478,-13.2510099,-0.2227230,24.8527088,0.9215580
8288,-13,-5.189610891150471,18.224508567536478,-13.2540894,-0.3019337,25.1061954,0.7559220
8289,-13,-5.182154251150471,18.224508567536478,-13.2571898,-0.3838751,25.2847672,0.5988907
8290,-13,-5.174697611150471,18.224508567536478,-13.2603006,-0.4710688,25.3913422,0.4883813
8291,-13,-5.167240971150471,18.224508567536478,-13.2634115,-0.5609769,25.4176769,0.4788516
8292,-13,-5.159784331150471,18.224508567536478,-13.2665091,-0.6599394,25.3679543,0.5804948
8293,-13,-5.152327691150471,18.224508567536478,-13.2695827,-0.7732947,25.2384930,0.7431579
8294,-13,-5.144871051150471,18.224508567536478,-13.2726173,-0.8992233,25.0125046,0.9213097
8295,-13,-5.137414411150471,18.224508567536478,-13.2755947,-1.0172447,24.6952839,1.0901213
8296,-13,-5.129957771150471,18.224508567536478,-13.2785025,-1.1185799,24.3067341,1.2356486
8297,-13,-5.122501131150471,18.224508567536478,-13.2813263,-1.1978450,23.8634090,1.3488456
8298,-13,-5.115044491150471,18.224508567536478,-13.2840576,-1.2516128,23.3861847,1.4239335
8299,-13,-5.107587851150471,18.224508567536478,-13.2866907,-1.2802403,22.9019852,1.4580936
8300,-13,-5.100131211150471,18.224508567536478,-13.2892227,-1.2909781,22.4257145,1.4525313
8301,-13,-5.092674571150471,18.224508567536478,-13.2916536,-1.2817930,21.9668217,1.4129481
8302,-13,-5.085217931150471,18.224508567536478,-13.2939835,-1.2557430,21.5445347,1.3478030
8303,-13,-5.077761291150471,18.224508567536478,-13.2962170,-1.2111754,21.1657047,1.2677007
8304,-13,-5.070304651150471,18.224508567536478,-13.2983580,-1.1518699,20.8383369,1.1856425
8305,-13,-5.062848011150471,18.224508567536478,-13.3004160,-1.0821867,20.5734997,1.1150969
8306,-13,-5.055391371150471,18.224508567536478,-13.3023996,-1.0138556,20.3623390,1.0696018
8307,-13,-5.047934731150471,18.224508567536478,-13.3043165,-0.9512650,20.2015762,1.0612974
8308,-13,-5.040478091150471,18.224508567536478,-13.3061752,-0.9063742,20.0792446,1.0975056
8309,-13,-5.033021451150471,18.224508567536478,-13.3079834,-0.8821145,19.9773273,1.1798985
8310,-13,-5.025564811150471,18.224508567536478,-13.3097448,-0.8799818,19.8813343,1.3051301
8311,-13,-5.018108171150471,18.224508567536478,-13.3114624,-0.8994012,19.7820377,1.4674753
8312,-13,-5.010651531150471,18.224508567536478,-13.3131380,-0.9433286,19.6633587,1.6613412
8313,-13,-5.003194891150471,18.224508567536478,-13.3147697,-1.0100150,19.5168190,1.8816644
8314,-13,-4.995738251150471,18.224508567536478,-13.3163576,-1.0993974,19.3306637,2.1242447
8315,-13,-4.988281611150471,18.224508567536478,-13.3178959,-1.2075946,19.1022606,2.3853867
8316,-13,-4.980824971150471,18.224508567536478,-13.3193798,-1.3337512,18.8267822,2.6614666
8317,-13,-4.973368331150471,18.224508567536478,-13.3208055,-1.4802922,18.5010891,2.9487250
8318,-13,-4.965911691150471,18.224508567536478,-13.3221645,-1.6476499,18.1214104,3.2425017
8319,-13,-4.958455051150471,18.224508567536478,-13.3234501,-1.8325194,17.6867905,3.5369565
8320,-13,-4.950998411150471,18.224508567536478,-13.3246508,-2.0291805,17.1997528,3.8245592
8321,-13,-4.943541771150471,18.224508567536478,-13.3257570,-2.2353096,16.6664352,4.0954251
8322,-13,-4.936085131150471,18.224508567536478,-13.3267565,-2.4405866,16.0942631,4.3360248
8323,-13,-4.928628491150471,18.224508567536478,-13.3276367,-2.6374071,15.4967365,4.5295758
8324,-13,-4.921171851150471,18.224508567536478,-13.3283882,-2.8214898,14.8912849,4.6609917
8325,-13,-4.913715211150471,18.224508567536478,-13.3289995,-2.9931326,14.2971020,4.7230368
8326,-13,-4.906258571150471,18.224508567536478,-13.3294601,-3.1502306,13.7385197,4.7175674
8327,-13,-4.898801931150471,18.224508567536478,-13.3297615,-3.2910113,13.2390652,4.6533308
8328,-13,-4.891345291150471,18.224508567536478,-13.3298931,-3.4094541,12.8320923,4.5426598
8329,-13,-4.883888651150471,18.224508567536478,-13.3298464,-3.4965231,12.5483112,4.3979769
8330,-13,-4.876432011150471,18.224508567536478,-13.3296118,-3.5441563,12.4178524,4.2293372
8331,-13,-4.868975371150471,18.224508567536478,-13.3291855,-3.5480521,12.4521008,4.0427885
8332,-13,-4.861518731150471,18.224508567536478,-13.3285637,-3.5090849,12.6499605,3.8397243
8333,-13,-4.854062091150471,18.224508567536478,-13.3277483,-3.4384198,12.9935455,3.6192153
8334,-13,-4.846605451150471,18.224508567536478,-13.3267412,-3.3373063,13.4632559,3.3826988
8335,-13,-4.839148811150471,18.224508567536478,-13.3255463,-3.2132080,14.0314493,3.1361871
8336,-13,-4.831692171150471,18.224508567536478,-13.3241682,-3.0627196,14.6695757,2.8873000
8337,-13,-4.824235531150471,18.224508567536478,-13.3226137,-2.8934946,15.3476410,2.6427007
8338,-13,-4.816778891150471,18.224508567536478,-13.3208933,-2.7015760,16.0345039,2.4070528
8339,-13,-4.809322251150471,18.224508567536478,-13.3190155,-2.4958298,16.7046852,2.1833940
8340,-13,-4.801865611150471,18.224508567536478,-13.3169928,-2.2738936,17.3332767,1.9750733
8341,-13,-4.794408971150471,18.224508567536478,-13.3148403,-2.0474393,17.9006233,1.7867801
8342,-13,-4.786952331150471,18.224508567536478,-13.3125734,-1.8179411,18.3939114,1.6246614
8343,-13,-4.779495691150471,18.224508567536478,-13.3102074,-1.5990427,18.8069801,1.4944938
8344,-13,-4.772039051150471,18.224508567536478,-13.3077593,-1.3923750,19.1403313,1.4004862
8345,-13,-4.764582411150471,18.224508567536478,-13.3052435,-1.2060134,19.4018917,1.3425484
8346,-13,-4.757125771150471,18.224508567536478,-13.3026733,-1.0386988,19.5956135,1.3148370
8347,-13,-4.749669131150471,18.224508567536478,-13.3000612,-0.8909338,19.7381935,1.3077117
8348,-13,-4.742212491150472,18.224508567536478,-13.2974157,-0.7598741,19.8324833,1.3105735
8349,-13,-4.734755851150471,18.224508567536478,-13.2947483,-0.6467232,19.8863258,1.3136216
8350,-13,-4.727299211150472,18.224508567536478,-13.2920647,-0.5546165,19.9122944,1.3092027
8351,-13,-4.719842571150471,18.224508567536478,-13.2893715,-0.4862610,19.9200268,1.2926259
8352,-13,-4.712385931150472,18.224508567536478,-13.2866726,-0.4432515,19.9276905,1.2614889
8353,-13,-4.704929291150471,18.224508567536478,-13.2839689,-0.4220481,19.9501762,1.2151591
8354,-13,-4.697472651150472,18.224508567536478,-13.2812595,-0.4136279,19.9990158,1.1545159
8355,-13,-4.690016011150472,18.224508567536478,-13.2785406,-0.4105913,20.0759506,1.0810512
8356,-13,-4.682559371150472,18.224508567536478,-13.2758102,-0.4019262,20.1747913,0.9967889
8357,-13,-4.675102731150472,18.224508567536478,-13.2730665,-0.3830698,20.2848854,0.9049550
8358,-13,-4.667646091150472,18.224508567536478,-13.2703085,-0.3561469,20.3900146,0.8101259
8359,-13,-4.660189451150472,18.224508567536478,-13.2675371,-0.3182580,20.4860954,0.7198016
8360,-13,-4.652732811150472,18.224508567536478,-13.2647552,-0.2736483,20.5552979,0.6476744
8361,-13,-4.645276171150472,18.224508567536478,-13.2619658,-0.2270192,20.5937405,0.6143252
8362,-13,-4.637819531150472,18.224508567536478,-13.2591724,-0.1745669,20.6086178,0.6390900
8363,-13,-4.630362891150472,18.224508567536478,-13.2563791,-0.1125529,20.5795002,0.7255720
8364,-13,-4.622906251150471,18.224508567536478,-13.2535915,-0.0395482,20.5074120,0.8594981
8365,-13,-4.615449611150471,18.224508567536478,-13.2508163,0.0460281,20.3826885,1.0208853
8366,-13,-4.607992971150471,18.224508567536478,-13.2480640,0.1400874,20.1855087,1.1932635
8367,-13,-4.600536331150471,18.224508567536478,-13.2453423,0.2280316,19.9247837,1.3654311
8368,-13,-4.593079691150471,18.224508567536478,-13.2426624,0.3043616,19.6060619,1.5285159
8369,-13,-4.585623051150471,18.224508567536478,-13.2400331,0.3674028,19.2431068,1.6757714
8370,-13,-4.578166411150471,18.224508567536478,-13.2374592,0.4144604,18.8484535,1.8021189
8371,-13,-4.570709771150471,18.224508567536478,-13.2349482,0.4559199,18.4337101,1.9027081
8372,-13,-4.563253131150471,18.224508567536478,-13.2325039,0.4908772,17.9986820,1.9742259
8373,-13,-4.555796491150471,18.224508567536478,-13.2301321,0.5143450,17.5436916,2.0148332
8374,-13,-4.548339851150471,18.224508567536478,-13.2278376,0.5199188,17.0852680,2.0240793
8375,-13,-4.540883211150471,18.224508567536478,-13.2256231,0.5022001,16.6270885,2.0029407
8376,-13,-4.533426571150471,18.224508567536478,-13.2234907,0.4550380,16.1908035,1.9538468
8377,-13,-4.525969931150471,18.224508567536478,-13.2214375,0.3812899,15.7974787,1.8795456
8378,-13,-4.518513291150471,18.224508567536478,-13.2194595,0.2881016,15.4486237,1.7840729
8379,-13,-4.511056651150471,18.224508567536478,-13.2175512,0.1814348,15.1536503,1.6734078
8380,-13,-4.503600011150471,18.224508567536478,-13.2157049,0.0686192,14.9087687,1.5533319
8381,-13,-4.496143371150471,18.224508567536478,-13.2139130,-0.0523873,14.7005510,1.4298800
8382,-13,-4.488686731150471,18.224508567536478,-13.2121687,-0.1861283,14.5347748,1.3086495
8383,-13,-4.481230091150471,18.224508567536478,-13.2104616,-0.3256779,14.4173775,1.1944214
8384,-13,-4.473773451150471,18.224508567536478,-13.2087812,-0.4650795,14.3435726,1.0919813
8385,-13,-4.466316811150471,18.224508567536478,-13.2071161,-0.6028070,14.3145962,1.0051720
8386,-13,-4.458860171150471,18.224508567536478,-13.2054567,-0.7304279,14.3350592,0.9366196
8387,-13,-4.451403531150471,18.224508567536478,-13.2037897,-0.8399922,14.3949156,0.8870228
8388,-13,-5.398396811150471,18.217051927536481,-13.1891947,-0.0455340,12.9431314,0.3007576
8389,-13,-5.390940171150471,18.217051927536481,-13.1907501,0.0174287,12.9586067,0.4118226
8390,-13,-5.383483531150471,18.217051927536481,-13.1923122,0.0863217,13.0367193,0.5614853
8391,-13,-5.376026891150471,18.217051927536481,-13.1938877,0.1594825,13.1772909,0.7336294
8392,-13,-5.368570251150471,18.217051927536481,-13.1954851,0.2435142,13.3814363,0.9159118
8393,-13,-5.361113611150471,18.217051927536481,-13.1971130,0.3391961,13.6642694,1.0976235
8394,-13,-5.353656971150471,18.217051927536481,-13.1987839,0.4296417,14.0349684,1.2694978
8395,-13,-5.346200331150471,18.217051927536481,-13.2005091,0.4979576,14.4768419,1.4240582
8396,-13,-5.338743691150471,18.217051927536481,-13.2022963,0.5461294,14.9724741,1.5564033
8397,-13,-5.331287051150471,18.217051927536481,-13.2041531,0.5715352,15.5157661,1.6641067
8398,-13,-5.323830411150471,18.217051927536481,-13.2060843,0.5688465,16.0882664,1.7461048
8399,-13,-5.316373771150471,18.217051927536481,-13.2080917,0.5393643,16.6677418,1.8032981
8400,-13,-5.308917131150471,18.217051927536481,-13.2101755,0.4983639,17.2414417,1.8394278
8401,-13,-5.301460491150471,18.217051927536481,-13.2123337,0.4540767,17.8095226,1.8587052
8402,-13,-5.294003851150471,18.217051927536481,-13.2145634,0.4112569,18.3767700,1.8643261
8403,-13,-5.286547211150471,18.217051927536481,-13.2168665,0.3615632,18.9475956,1.8594861
8404,-13,-5.279090571150471,18.217051927536481,-13.2192411,0.3076110,19.5108089,1.8461100
8405,-13,-5.271633931150471,18.217051927536481,-13.2216845,0.2508709,20.0642090,1.8248278
8406,-13,-5.264177291150471,18.217051927536481,-13.2241936,0.1958307,20.6114368,1.7960722
8407,-13,-5.256720651150471,18.217051927536481,-13.2267685,0.1398818,21.1452713,1.7601911
8408,-13,-5.249264011150471,18.217051927536481,-13.2294044,0.0847469,21.6643295,1.7161604
8409,-13,-5.241807371150471,18.217051927536481,-13.2320986,0.0412128,22.1602058,1.6623678
8410,-13,-5.234350731150471,18.217051927536481,-13.2348471,0.0140143,22.6449661,1.5962679
8411,-13,-5.226894091150471,18.217051927536481,-13.2376499,-0.0000861,23.1274147,1.5144217
8412,-13,-5.219437451150471,18.217051927536481,-13.2405081,-0.0229401,23.6027985,1.4147681
8413,-13,-5.211980811150471,18.217051927536481,-13.2434206,-0.0570475,24.0509205,1.2960393
8414,-13,-5.204524171150471,18.217051927536481,-13.2463818,-0.1044661,24.4558506,1.1577187
8415,-13,-5.197067531150471,18.217051927536481,-13.2493887,-0.1645165,24.8115883,1.0011040
8416,-13,-5.189610891150471,18.217051927536481,-13.2524319,-0.2385201,25.0976639,0.8313357
8417,-13,-5.182154251150471,18.217051927536481,-13.2555008,-0.3201196,25.3089409,0.6622413
8418,-13,-5.174697611150471,18.217051927536481,-13.2585859,-0.4076158,25.4449043,0.5258653
8419,-13,-5.167240971150471,18.217051927536481,-13.2616758,-0.5027667,25.4992256,0.4779732
8420,-13,-5.159784331150471,18.217051927536481,-13.2647562,-0.6075322,25.4738693,0.5520896
8421,-13,-5.152327691150471,18.217051927536481,-13.2678156,-0.7291942,25.3641491,0.7065609
8422,-13,-5.144871051150471,18.217051927536481,-13.2708387,-0.8633110,25.1556358,0.8868099
8423,-13,-5.137414411150471,18.217051927536481,-13.2738066,-0.9914221,24.8483810,1.0618500
8424,-13,-5.129957771150471,18.217051927536481,-13.2767038,-1.1006017,24.4660854,1.2148789
8425,-13,-5.122501131150471,18.217051927536481,-13.2795181,-1.1869465,24.0248642,1.3353024
8426,-13,-5.115044491150471,18.217051927536481,-13.2822371,-1.2457329,23.5455341,1.4165152
8427,-13,-5.107587851150471,18.217051927536481,-13.2848558,-1.2773931,23.0571079,1.4550496
8428,-13,-5.100131211150471,18.217051927536481,-13.2873716,-1.2874520,22.5755386,1.4514788
8429,-13,-5.092674571150471,18.217051927536481,-13.2897835,-1.2752594,22.1113110,1.4108309
8430,-13,-5.085217931150471,18.217051927536481,-13.2920914,-1.2427679,21.6839676,1.3408211
8431,-13,-5.077761291150471,18.217051927536481,-13.2943020,-1.1902169,21.2993660,1.2511103
8432,-13,-5.070304651150471,18.217051927536481,-13.2964191,-1.1196146,20.9691544,1.1534159
8433,-13,-5.062848011150471,18.217051927536481,-13.2984505,-1.0370922,20.7019367,1.0598840
8434,-13,-5.055391371150471,18.217051927536481,-13.3004065,-0.9533456,20.4947987,0.9832748
8435,-13,-5.047934731150471,18.217051927536481,-13.3022966,-0.8750252,20.3413448,0.9363093
8436,-13,-5.040478091150471,18.217051927536481,-13.3041306,-0.8125705,20.2332649,0.9288895
8437,-13,-5.033021451150471,18.217051927536481,-13.3059149,-0.7717385,20.1517715,0.9664590
8438,-13,-5.025564811150471,18.217051927536481,-13.3076553,-0.7530428,20.0850258,1.0482881
8439,-13,-5.018108171150471,18.217051927536481,-13.3093548,-0.7571630,20.0195179,1.1696254
8440,-13,-5.010651531150471,18.217051927536481,-13.3110161,-0.7863842,19.9464645,1.3249797
8441,-13,-5.003194891150471,18.217051927536481,-13.3126392,-0.8409123,19.8539677,1.5092837
8442,-13,-4.995738251150471,18.217051927536481,-13.3142204,-0.9190049,19.7333660,1.7185749
8443,-13,-4.988281611150471,18.217051927536481,-13.3157578,-1.0172437,19.5771046,1.9495738
8444,-13,-4.980824971150471,18.217051927536481,-13.3172464,-1.1349659,19.3835087,2.1990581
8445,-13,-4.973368331150471,18.217051927536481,-13.3186808,-1.2738125,19.1474800,2.4635766
8446,-13,-4.965911691150471,18.217051927536481,-13.3200541,-1.4362845,18.8641090,2.7386708
8447,-13,-4.958455051150471,18.217051927536481,-13.3213568,-1.6161783,18.5291100,3.0186207
8448,-13,-4.950998411150471,18.217051927536481,-13.3225794,-1.8095295,18.1445885,3.2962022
8449,-13,-4.943541771150471,18.217051927536481,-13.3237095,-2.0106516,17.7163315,3.5624542
8450,-13,-4.936085131150471,18.217051927536481,-13.3247366,-2.2105002,17.2461891,3.8062449
8451,-13,-4.928628491150471,18.217051927536481,-13.3256464,-2.4024787,16.7510490,4.0145936
8452,-13,-4.921171851150471,18.217051927536481,-13.3264303,-2.5843804,16.2396183,4.1745648
8453,-13,-4.913715211150471,18.217051927536481,-13.3270760,-2.7543588,15.7278471,4.2765336
8454,-13,-4.906258571150471,18.217051927536481,-13.3275738,-2.9108202,15.2353249,4.3169074
8455,-13,-4.898801931150471,18.217051927536481,-13.3279142,-3.0530822,14.7822676,4.2983131
8456,-13,-4.891345291150471,18.217051927536481,-13.3280869,-3.1741068,14.3920259,4.2277937
8457,-13,-4.883888651150471,18.217051927536481,-13.3280830,-3.2661994,14.0919800,4.1141796
8458,-13,-4.876432011150471,18.217051927536481,-13.3278942,-3.3197603,13.9033813,3.9661860
8459,-13,-4.868975371150471,18.217051927536481,-13.3275156,-3.3324051,13.8384352,3.7910111
8460,-13,-4.861518731150471,18.217051927536481,-13.3269463,-3.3061373,13.8995790,3.5933931
8461,-13,-4.854062091150471,18.217051927536481,-13.3261852,-3.2510042,14.0821104,3.3759968
8462,-13,-4.846605451150471,18.217051927536481,-13.3252363,-3.1675029,14.3743448,3.1413100
8463,-13,-4.839148811150471,18.217051927536481,-13.3241024,-3.0604122,14.7630529,2.8939860
8464,-13,-4.831692171150471,18.217051927536481,-13.3227892,-2.9276989,15.2248974,2.6415424
8465,-13,-4.824235531150471,18.217051927536481,-13.3213024,-2.7726636,15.7390461,2.3928101
8466,-13,-4.816778891150471,18.217051927536481,-13.3196507,-2.5966260,16.2736473,2.1559274
8467,-13,-4.809322251150471,18.217051927536481,-13.3178453,-2.4056635,16.8067436,1.9374499
8468,-13,-4.801865611150471,18.217051927536481,-13.3158989,-2.1995616,17.3176174,1.7433498
8469,-13,-4.794408971150471,18.217051927536481,-13.3138237,-1.9854302,17.7824249,1.5794972
8470,-13,-4.786952331150471,18.217051927536481,-13.3116360,-1.7699556,18.1890831,1.4516891
8471,-13,-4.779495691150471,18.217051927536481,-13.3093510,-1.5639623,18.5306416,1.3631222
8472,-13,-4.772039051150471,18.217051927536481,-13.3069849,-1.3673064,18.8066845,1.3132092
