OID_,DEM_Large_S3_Regm8c,X,Y,DEM_Large_S3_Band_1,MeanCurv_Band_1,Slope_Band_1,SlopeStd_Band_1
4198,-13,-4.876432011150471,20.111038487536476,-13.2593832,-0.2883606,12.0773706,0.4811485
4199,-13,-4.868975371150471,20.111038487536476,-13.2578259,-0.1309107,12.0187712,0.5564733
4200,-13,-4.861518731150471,20.111038487536476,-13.2562828,0.0193080,11.8758459,0.6980975
4201,-13,-4.854062091150471,20.111038487536476,-13.2547655,0.1642360,11.6486959,0.8641440
4202,-13,-4.846605451150471,20.111038487536476,-13.2532854,0.2969723,11.3473434,1.0306183
4203,-13,-4.839148811150471,20.111038487536476,-13.2518501,0.4198425,10.9831142,1.1856656
4204,-13,-4.831692171150471,20.111038487536476,-13.2504692,0.5317506,10.5610971,1.3234332
4205,-13,-4.824235531150471,20.111038487536476,-13.2491493,0.6276253,10.0862341,1.4425244
4206,-13,-4.816778891150471,20.111038487536476,-13.2478962,0.7107306,9.5819263,1.5433449
4207,-13,-4.809322251150471,20.111038487536476,-13.2467136,0.7848206,9.0481119,1.6276109
4208,-13,-4.801865611150471,20.111038487536476,-13.2456055,0.8473893,8.4855003,1.6982886
4209,-13,-4.794408971150471,20.111038487536476,-13.2445765,0.9028211,7.9137759,1.7575524
4210,-13,-4.786952331150472,20.111038487536476,-13.2436266,0.9551635,7.3219395,1.8055372
4211,-13,-5.435680011150471,20.103581847536478,-13.2382793,-0.2614706,14.0880346,0.3846015
4212,-13,-5.428223371150471,20.103581847536478,-13.2401056,-0.2045501,14.0900679,0.3869970
4213,-13,-5.420766731150471,20.103581847536478,-13.2419367,-0.1505972,14.1322517,0.4240393
4214,-13,-5.413310091150471,20.103581847536478,-13.2437801,-0.0928300,14.2152452,0.4731434
4215,-13,-5.405853451150471,20.103581847536478,-13.2456408,-0.0402887,14.3502445,0.5165944
4216,-13,-5.398396811150471,20.103581847536478,-13.2475281,-0.0107206,14.5294094,0.5420071
4217,-13,-5.390940171150471,20.103581847536478,-13.2494431,-0.0150802,14.7204571,0.5417057
4218,-13,-5.383483531150471,20.103581847536478,-13.2513866,-0.0388889,14.8979120,0.5119941
4219,-13,-5.376026891150471,20.103581847536478,-13.2533560,-0.0757226,15.0570860,0.4553694
4220,-13,-5.368570251150471,20.103581847536478,-13.2553473,-0.1316247,15.1937370,0.3881755
4221,-13,-5.361113611150471,20.103581847536478,-13.2573557,-0.2121929,15.2802362,0.3577822
4222,-13,-5.353656971150471,20.103581847536478,-13.2593718,-0.3141023,15.3009815,0.4276519
4223,-13,-5.346200331150471,20.103581847536478,-13.2613840,-0.4327895,15.2428532,0.5928861
4224,-13,-5.338743691150471,20.103581847536478,-13.2633820,-0.5666062,15.0926847,0.8097080
4225,-13,-5.331287051150471,20.103581847536478,-13.2653494,-0.7129178,14.8411484,1.0487880
4226,-13,-5.323830411150471,20.103581847536478,-13.2672710,-0.8599096,14.4739218,1.2913002
4227,-13,-5.316373771150471,20.103581847536478,-13.2691307,-0.9866610,14.0002737,1.5233843
4228,-13,-5.308917131150471,20.103581847536478,-13.2709150,-1.0869759,13.4497700,1.7349144
4229,-13,-5.301460491150471,20.103581847536478,-13.2726145,-1.1698492,12.8404617,1.9176664
4230,-13,-5.294003851150471,20.103581847536478,-13.2742214,-1.2384857,12.1783638,2.0654223
4231,-13,-5.286547211150471,20.103581847536478,-13.2757292,-1.2912159,11.4763231,2.1742256
4232,-13,-5.279090571150471,20.103581847536478,-13.2771330,-1.3297287,10.7483196,2.2434204
4233,-13,-5.271633931150471,20.103581847536478,-13.2784309,-1.3540856,10.0027170,2.2754967
4234,-13,-5.264177291150471,20.103581847536478,-13.2796202,-1.3624203,9.2522335,2.2734842
4235,-13,-5.256720651150471,20.103581847536478,-13.2807016,-1.3524008,8.5120630,2.2414658
4236,-13,-5.249264011150471,20.103581847536478,-13.2816772,-1.3252970,7.7980828,2.1844432
4237,-13,-5.241807371150471,20.103581847536478,-13.2825518,-1.2899300,7.1281438,2.1079381
4238,-13,-5.234350731150471,20.103581847536478,-13.2833309,-1.2572261,6.5033340,2.0171609
4239,-13,-5.226894091150471,20.103581847536478,-13.2840195,-1.2321224,5.9178376,1.9174519
4240,-13,-5.219437451150471,20.103581847536478,-13.2846203,-1.2074016,5.3704438,1.8149027
4241,-13,-5.211980811150471,20.103581847536478,-13.2851391,-1.1840461,4.8684840,1.7155355
4242,-13,-5.204524171150471,20.103581847536478,-13.2855778,-1.1525993,4.4127769,1.6242063
4243,-13,-5.197067531150471,20.103581847536478,-13.2859411,-1.1110998,4.0162601,1.5435970
4244,-13,-5.189610891150471,20.103581847536478,-13.2862349,-1.0617373,3.6927173,1.4750633
4245,-13,-5.182154251150471,20.103581847536478,-13.2864666,-1.0153016,3.4346566,1.4191831
4246,-13,-5.174697611150471,20.103581847536478,-13.2866411,-0.9715987,3.2377350,1.3762515
4247,-13,-5.167240971150471,20.103581847536478,-13.2867661,-0.9365394,3.0919809,1.3449814
4248,-13,-5.159784331150471,20.103581847536478,-13.2868443,-0.9089432,2.9877615,1.3221645
4249,-13,-5.152327691150471,20.103581847536478,-13.2868814,-0.8849352,2.9165940,1.3028286
4250,-13,-5.144871051150471,20.103581847536478,-13.2868786,-0.8596474,2.8736644,1.2817357
4251,-13,-5.137414411150471,20.103581847536478,-13.2868404,-0.8377329,2.8528934,1.2548923
4252,-13,-5.129957771150471,20.103581847536478,-13.2867699,-0.8221292,2.8477364,1.2198993
4253,-13,-5.122501131150471,20.103581847536478,-13.2866697,-0.8216397,2.8562999,1.1762427
4254,-13,-5.115044491150471,20.103581847536478,-13.2865400,-0.8323522,2.8799813,1.1252763
4255,-13,-5.107587851150472,20.103581847536478,-13.2863798,-0.8501095,2.9261703,1.0703838
4256,-13,-5.100131211150471,20.103581847536478,-13.2861853,-0.8695297,2.9975030,1.0165820
4257,-13,-5.092674571150472,20.103581847536478,-13.2859564,-0.8864456,3.1016903,0.9692137
4258,-13,-5.085217931150471,20.103581847536478,-13.2856874,-0.8974279,3.2406461,0.9327655
4259,-13,-5.077761291150471,20.103581847536478,-13.2853785,-0.9012495,3.4141104,0.9097509
4260,-13,-5.070304651150471,20.103581847536478,-13.2850266,-0.9020680,3.6202633,0.9008311
4261,-13,-5.062848011150471,20.103581847536478,-13.2846298,-0.8981677,3.8587148,0.9050263
4262,-13,-5.055391371150471,20.103581847536478,-13.2841864,-0.8873537,4.1287537,0.9205914
4263,-13,-5.047934731150471,20.103581847536478,-13.2836962,-0.8650094,4.4197249,0.9454210
4264,-13,-5.040478091150471,20.103581847536478,-13.2831564,-0.8360341,4.7213964,0.9766005
4265,-13,-5.033021451150471,20.103581847536478,-13.2825708,-0.8058241,5.0253634,1.0116888
4266,-13,-5.025564811150471,20.103581847536478,-13.2819405,-0.7821754,5.3327613,1.0487146
4267,-13,-5.018108171150471,20.103581847536478,-13.2812653,-0.7665115,5.6480703,1.0868291
4268,-13,-5.010651531150471,20.103581847536478,-13.2805443,-0.7585588,5.9702921,1.1263238
4269,-13,-5.003194891150471,20.103581847536478,-13.2797804,-0.7575622,6.2987618,1.1676238
4270,-13,-4.995738251150471,20.103581847536478,-13.2789707,-0.7649209,6.6388955,1.2111986
4271,-13,-4.988281611150471,20.103581847536478,-13.2781153,-0.7800896,6.9900327,1.2561358
4272,-13,-4.980824971150471,20.103581847536478,-13.2772131,-0.8052315,7.3513913,1.2997047
4273,-13,-4.973368331150471,20.103581847536478,-13.2762623,-0.8402898,7.7323093,1.3388563
4274,-13,-4.965911691150471,20.103581847536478,-13.2752619,-0.8839984,8.1361647,1.3698249
4275,-13,-4.958455051150471,20.103581847536478,-13.2742062,-0.9292699,8.5675821,1.3883040
4276,-13,-4.950998411150471,20.103581847536478,-13.2730932,-0.9628506,9.0236750,1.3902419
4277,-13,-4.943541771150471,20.103581847536478,-13.2719193,-0.9783856,9.4872761,1.3710731
4278,-13,-4.936085131150471,20.103581847536478,-13.2706842,-0.9760226,9.9479856,1.3264822
4279,-13,-4.928628491150471,20.103581847536478,-13.2693892,-0.9548373,10.3958635,1.2540798
4280,-13,-4.921171851150471,20.103581847536478,-13.2680359,-0.9112455,10.8179808,1.1532099
4281,-13,-4.913715211150471,20.103581847536478,-13.2666283,-0.8466892,11.2027636,1.0256602
4282,-13,-4.906258571150471,20.103581847536478,-13.2651720,-0.7582785,11.5368443,0.8774116
4283,-13,-4.898801931150471,20.103581847536478,-13.2636747,-0.6507218,11.8050613,0.7186704
4284,-13,-4.891345291150471,20.103581847536478,-13.2621460,-0.5261149,12.0001945,0.5688254
4285,-13,-4.883888651150471,20.103581847536478,-13.2605944,-0.3815045,12.1168585,0.4661089
4286,-13,-4.876432011150471,20.103581847536478,-13.2590342,-0.2256105,12.1324244,0.4629710
4287,-13,-4.868975371150471,20.103581847536478,-13.2574778,-0.0717084,12.0524292,0.5648369
4288,-13,-4.861518731150471,20.103581847536478,-13.2559366,0.0760218,11.8896551,0.7231013
4289,-13,-4.854062091150471,20.103581847536478,-13.2544231,0.2176144,11.6402054,0.8967314
4290,-13,-4.846605451150471,20.103581847536478,-13.2529478,0.3452029,11.3179312,1.0648646
4291,-13,-4.839148811150471,20.103581847536478,-13.2515202,0.4613030,10.9373007,1.2175480
4292,-13,-4.831692171150471,20.103581847536478,-13.2501459,0.5673950,10.5012980,1.3501073
4293,-13,-4.824235531150471,20.103581847536478,-13.2488327,0.6557581,10.0174456,1.4621844
4294,-13,-4.816778891150471,20.103581847536478,-13.2475872,0.7324705,9.5081520,1.5552394
4295,-13,-4.809322251150471,20.103581847536478,-13.2464104,0.8003542,8.9720221,1.6321483
4296,-13,-4.801865611150471,20.103581847536478,-13.2453079,0.8583235,8.4105682,1.6969608
4297,-13,-4.794408971150471,20.103581847536478,-13.2442818,0.9105527,7.8427143,1.7527326
4298,-13,-4.786952331150472,20.103581847536478,-13.2433338,0.9611186,7.2547092,1.8001671
4299,-13,-5.435680011150471,20.096125207536478,-13.2378502,-0.2614113,14.2074385,0.3892783
4300,-13,-5.428223371150471,20.096125207536478,-13.2396870,-0.2119250,14.2203951,0.3974381
4301,-13,-5.420766731150471,20.096125207536478,-13.2415304,-0.1682270,14.2728930,0.4358391
4302,-13,-5.413310091150471,20.096125207536478,-13.2433872,-0.1237067,14.3623781,0.4821603
4303,-13,-5.405853451150471,20.096125207536478,-13.2452621,-0.0862854,14.4958935,0.5201986
4304,-13,-5.398396811150471,20.096125207536478,-13.2471619,-0.0694751,14.6695671,0.5391136
4305,-13,-5.390940171150471,20.096125207536478,-13.2490902,-0.0863229,14.8492594,0.5326204
4306,-13,-5.383483531150471,20.096125207536478,-13.2510452,-0.1212376,15.0100079,0.4985449
4307,-13,-5.376026891150471,20.096125207536478,-13.2530222,-0.1669393,15.1487465,0.4413237
4308,-13,-5.368570251150471,20.096125207536478,-13.2550192,-0.2278755,15.2607861,0.3801672
4309,-13,-5.361113611150471,20.096125207536478,-13.2570286,-0.3116763,15.3235941,0.3638405
4310,-13,-5.353656971150471,20.096125207536478,-13.2590427,-0.4114171,15.3196259,0.4453381
4311,-13,-5.346200331150471,20.096125207536478,-13.2610502,-0.5255650,15.2396393,0.6116446
4312,-13,-5.338743691150471,20.096125207536478,-13.2630386,-0.6507644,15.0708647,0.8230814
4313,-13,-5.331287051150471,20.096125207536478,-13.2649946,-0.7850726,14.8039675,1.0537663
4314,-13,-5.323830411150471,20.096125207536478,-13.2669029,-0.9165626,14.4331112,1.2864434
4315,-13,-5.316373771150471,20.096125207536478,-13.2687483,-1.0281711,13.9604807,1.5082756
4316,-13,-5.308917131150471,20.096125207536478,-13.2705173,-1.1127009,13.4184122,1.7099183
4317,-13,-5.301460491150471,20.096125207536478,-13.2722025,-1.1807598,12.8245354,1.8838284
4318,-13,-5.294003851150471,20.096125207536478,-13.2737970,-1.2374699,12.1807175,2.0243130
4319,-13,-5.286547211150471,20.096125207536478,-13.2752934,-1.2788330,11.5003414,2.1276987
4320,-13,-5.279090571150471,20.096125207536478,-13.2766886,-1.3072505,10.7982388,2.1931815
4321,-13,-5.271633931150471,20.096125207536478,-13.2779789,-1.3244882,10.0806551,2.2229311
4322,-13,-5.264177291150471,20.096125207536478,-13.2791634,-1.3287774,9.3598289,2.2195504
4323,-13,-5.256720651150471,20.096125207536478,-13.2802429,-1.3173404,8.6497564,2.1865482
4324,-13,-5.249264011150471,20.096125207536478,-13.2812185,-1.2917517,7.9634995,2.1286416
4325,-13,-5.241807371150471,20.096125207536478,-13.2820940,-1.2596464,7.3189793,2.0512092
4326,-13,-5.234350731150471,20.096125207536478,-13.2828751,-1.2302423,6.7189150,1.9594768
4327,-13,-5.226894091150471,20.096125207536478,-13.2835665,-1.2079837,6.1599150,1.8590983
4328,-13,-5.219437451150471,20.096125207536478,-13.2841721,-1.1883184,5.6397090,1.7567049
4329,-13,-5.211980811150471,20.096125207536478,-13.2846937,-1.1693181,5.1655154,1.6589252
4330,-13,-5.204524171150471,20.096125207536478,-13.2851372,-1.1427472,4.7402349,1.5712576
4331,-13,-5.197067531150471,20.096125207536478,-13.2855043,-1.1056652,4.3752193,1.4970745
4332,-13,-5.189610891150471,20.096125207536478,-13.2858028,-1.0597845,4.0777464,1.4382755
4333,-13,-5.182154251150471,20.096125207536478,-13.2860384,-1.0143915,3.8457811,1.3951669
4334,-13,-5.174697611150471,20.096125207536478,-13.2862177,-0.9722206,3.6693275,1.3664750
4335,-13,-5.167240971150471,20.096125207536478,-13.2863464,-0.9362407,3.5407960,1.3489975
4336,-13,-5.159784331150471,20.096125207536478,-13.2864294,-0.9067389,3.4468074,1.3378876
4337,-13,-5.152327691150471,20.096125207536478,-13.2864714,-0.8813084,3.3812847,1.3274256
4338,-13,-5.144871051150471,20.096125207536478,-13.2864742,-0.8541125,3.3370190,1.3124077
4339,-13,-5.137414411150471,20.096125207536478,-13.2864428,-0.8276005,3.3112609,1.2891455
4340,-13,-5.129957771150471,20.096125207536478,-13.2863789,-0.8078828,3.2970722,1.2557380
4341,-13,-5.122501131150471,20.096125207536478,-13.2862854,-0.8005792,3.2922468,1.2121588
4342,-13,-5.115044491150471,20.096125207536478,-13.2861633,-0.8069131,3.2962394,1.1599319
4343,-13,-5.107587851150472,20.096125207536478,-13.2860117,-0.8205366,3.3184998,1.1020628
4344,-13,-5.100131211150471,20.096125207536478,-13.2858267,-0.8368075,3.3610084,1.0428437
4345,-13,-5.092674571150472,20.096125207536478,-13.2856073,-0.8510846,3.4290271,0.9873469
4346,-13,-5.085217931150471,20.096125207536478,-13.2853498,-0.8621291,3.5296302,0.9406817
4347,-13,-5.077761291150471,20.096125207536478,-13.2850523,-0.8665232,3.6612985,0.9070308
4348,-13,-5.070304651150471,20.096125207536478,-13.2847109,-0.8691401,3.8265519,0.8889825
4349,-13,-5.062848011150471,20.096125207536478,-13.2843256,-0.8687444,4.0288124,0.8871515
4350,-13,-5.055391371150471,20.096125207536478,-13.2838936,-0.8614370,4.2644396,0.9007327
4351,-13,-5.047934731150471,20.096125207536478,-13.2834129,-0.8464868,4.5293636,0.9276333
4352,-13,-5.040478091150471,20.096125207536478,-13.2828827,-0.8226820,4.8157692,0.9643919
4353,-13,-5.033021451150471,20.096125207536478,-13.2823048,-0.7956665,5.1126680,1.0075643
4354,-13,-5.025564811150471,20.096125207536478,-13.2816792,-0.7749440,5.4171195,1.0539832
4355,-13,-5.018108171150471,20.096125207536478,-13.2810068,-0.7604657,5.7387733,1.1016345
4356,-13,-5.010651531150471,20.096125207536478,-13.2802868,-0.7517492,6.0691996,1.1496055
4357,-13,-5.003194891150471,20.096125207536478,-13.2795200,-0.7489898,6.4098830,1.1973901
4358,-13,-4.995738251150471,20.096125207536478,-13.2787066,-0.7548193,6.7654238,1.2449776
4359,-13,-4.988281611150471,20.096125207536478,-13.2778435,-0.7636126,7.1342092,1.2913283
4360,-13,-4.980824971150471,20.096125207536478,-13.2769318,-0.7811754,7.5133934,1.3338178
4361,-13,-4.973368331150471,20.096125207536478,-13.2759705,-0.8062871,7.9078202,1.3695309
4362,-13,-4.965911691150471,20.096125207536478,-13.2749567,-0.8400869,8.3230696,1.3948845
4363,-13,-4.958455051150471,20.096125207536478,-13.2738876,-0.8726715,8.7592573,1.4059219
4364,-13,-4.950998411150471,20.096125207536478,-13.2727613,-0.8980153,9.2141581,1.3990036
4365,-13,-4.943541771150471,20.096125207536478,-13.2715750,-0.9082902,9.6732740,1.3700473
4366,-13,-4.936085131150471,20.096125207536478,-13.2703285,-0.9003145,10.1280365,1.3153104
4367,-13,-4.928628491150471,20.096125207536478,-13.2690229,-0.8741122,10.5626287,1.2328441
4368,-13,-4.921171851150471,20.096125207536478,-13.2676611,-0.8301020,10.9675026,1.1224520
4369,-13,-4.913715211150471,20.096125207536478,-13.2662468,-0.7656228,11.3339376,0.9863042
4370,-13,-4.906258571150471,20.096125207536478,-13.2647858,-0.6768189,11.6451588,0.8311092
4371,-13,-4.898801931150471,20.096125207536478,-13.2632866,-0.5732982,11.8859425,0.6688976
4372,-13,-4.891345291150471,20.096125207536478,-13.2617579,-0.4547715,12.0568180,0.5233999
4373,-13,-4.883888651150471,20.096125207536478,-13.2602100,-0.3160684,12.1497612,0.4409145
4374,-13,-4.876432011150471,20.096125207536478,-13.2586536,-0.1666161,12.1394682,0.4715415
4375,-13,-4.868975371150471,20.096125207536478,-13.2571039,-0.0194419,12.0372925,0.5983024
4376,-13,-4.861518731150471,20.096125207536478,-13.2555714,0.1214471,11.8510132,0.7670578
4377,-13,-4.854062091150471,20.096125207536478,-13.2540684,0.2551298,11.5801840,0.9425617
4378,-13,-4.846605451150471,20.096125207536478,-13.2526045,0.3736306,11.2400799,1.1077007
4379,-13,-4.839148811150471,20.096125207536478,-13.2511883,0.4815526,10.8444557,1.2541996
4380,-13,-4.831692171150471,20.096125207536478,-13.2498274,0.5772706,10.3975801,1.3783672
4381,-13,-4.824235531150471,20.096125207536478,-13.2485275,0.6568295,9.9089165,1.4807506
4382,-13,-4.816778891150471,20.096125207536478,-13.2472935,0.7241806,9.3980961,1.5637252
4383,-13,-4.809322251150471,20.096125207536478,-13.2461271,0.7854820,8.8657513,1.6312722
4384,-13,-4.801865611150471,20.096125207536478,-13.2450333,0.8358148,8.3106689,1.6884518
4385,-13,-4.794408971150471,20.096125207536478,-13.2440138,0.8817883,7.7519622,1.7391940
4386,-13,-4.786952331150472,20.096125207536478,-13.2430687,0.9291698,7.1789904,1.7848947
4387,-13,-5.435680011150471,20.088668567536477,-13.2373886,-0.2587532,14.3270226,0.3849998
4388,-13,-5.428223371150471,20.088668567536477,-13.2392349,-0.2164830,14.3531218,0.3973513
4389,-13,-5.420766731150471,20.088668567536477,-13.2410898,-0.1829805,14.4158316,0.4372728
4390,-13,-5.413310091150471,20.088668567536477,-13.2429590,-0.1498558,14.5117092,0.4820328
4391,-13,-5.405853451150471,20.088668567536477,-13.2448463,-0.1263560,14.6477261,0.5162544
4392,-13,-5.398396811150471,20.088668567536477,-13.2467594,-0.1243447,14.8157482,0.5302786
4393,-13,-5.390940171150471,20.088668567536477,-13.2486992,-0.1534302,14.9843807,0.5191358
4394,-13,-5.383483531150471,20.088668567536477,-13.2506638,-0.1996506,15.1305704,0.4821958
4395,-13,-5.376026891150471,20.088668567536477,-13.2526484,-0.2539304,15.2485247,0.4259930
4396,-13,-5.368570251150471,20.088668567536477,-13.2546492,-0.3200854,15.3381901,0.3727120
4397,-13,-5.361113611150471,20.088668567536477,-13.2566595,-0.4061965,15.3781548,0.3712104
4398,-13,-5.353656971150471,20.088668567536477,-13.2586708,-0.5049534,15.3496065,0.4632736
4399,-13,-5.346200331150471,20.088668567536477,-13.2606726,-0.6134190,15.2491188,0.6301134
4400,-13,-5.338743691150471,20.088668567536477,-13.2626514,-0.7299649,15.0624437,0.8361334
4401,-13,-5.331287051150471,20.088668567536477,-13.2645950,-0.8523685,14.7829695,1.0585878
4402,-13,-5.323830411150471,20.088668567536477,-13.2664890,-0.9682187,14.4071474,1.2817999
4403,-13,-5.316373771150471,20.088668567536477,-13.2683191,-1.0652658,13.9373808,1.4939423
4404,-13,-5.308917131150471,20.088668567536477,-13.2700739,-1.1351029,13.4027357,1.6863607
4405,-13,-5.301460491150471,20.088668567536477,-13.2717457,-1.1890367,12.8226528,1.8521434
4406,-13,-5.294003851150471,20.088668567536477,-13.2733269,-1.2335856,12.1980038,1.9860859
4407,-13,-5.286547211150471,20.088668567536477,-13.2748127,-1.2640753,11.5362625,2.0846257
4408,-13,-5.279090571150471,20.088668567536477,-13.2761984,-1.2824408,10.8570795,2.1467228
4409,-13,-5.271633931150471,20.088668567536477,-13.2774820,-1.2919421,10.1645565,2.1741297
4410,-13,-5.264177291150471,20.088668567536477,-13.2786617,-1.2924998,9.4688911,2.1689451
4411,-13,-5.256720651150471,20.088668567536477,-13.2797384,-1.2782723,8.7843380,2.1340480
4412,-13,-5.249264011150471,20.088668567536477,-13.2807131,-1.2534952,8.1237907,2.0738151
4413,-13,-5.241807371150471,20.088668567536477,-13.2815886,-1.2236768,7.5041013,1.9935728
4414,-13,-5.234350731150471,20.088668567536477,-13.2823715,-1.1975518,6.9279413,1.8986875
4415,-13,-5.226894091150471,20.088668567536477,-13.2830648,-1.1786001,6.3940430,1.7952898
4416,-13,-5.219437451150471,20.088668567536477,-13.2836723,-1.1629794,5.9022655,1.6907647
4417,-13,-5.211980811150471,20.088668567536477,-13.2841969,-1.1470791,5.4571466,1.5925595
4418,-13,-5.204524171150471,20.088668567536477,-13.2846432,-1.1243623,5.0648370,1.5069038
4419,-13,-5.197067531150471,20.088668567536477,-13.2850132,-1.0911826,4.7293954,1.4376367
4420,-13,-5.189610891150471,20.088668567536477,-13.2853146,-1.0487392,4.4623275,1.3866103
4421,-13,-5.182154251150471,20.088668567536477,-13.2855530,-1.0036389,4.2558975,1.3534045
4422,-13,-5.174697611150471,20.088668567536477,-13.2857351,-0.9622484,4.1021233,1.3353190
4423,-13,-5.167240971150471,20.088668567536477,-13.2858677,-0.9251028,3.9881926,1.3277105
4424,-13,-5.159784331150471,20.088668567536477,-13.2859554,-0.8951592,3.9052215,1.3246942
4425,-13,-5.152327691150471,20.088668567536477,-13.2860012,-0.8678233,3.8435349,1.3203059
4426,-13,-5.144871051150471,20.088668567536477,-13.2860098,-0.8397018,3.7992489,1.3096242
4427,-13,-5.137414411150471,20.088668567536477,-13.2859831,-0.8108079,3.7658052,1.2892866
4428,-13,-5.129957771150471,20.088668567536477,-13.2859259,-0.7869936,3.7415709,1.2576634
4429,-13,-5.122501131150471,20.088668567536477,-13.2858400,-0.7743557,3.7232239,1.2148504
4430,-13,-5.115044491150471,20.088668567536477,-13.2857265,-0.7763157,3.7112761,1.1622951
4431,-13,-5.107587851150472,20.088668567536477,-13.2855835,-0.7863015,3.7085404,1.1026691
4432,-13,-5.100131211150471,20.088668567536477,-13.2854090,-0.7999204,3.7217853,1.0397699
4433,-13,-5.092674571150472,20.088668567536477,-13.2852011,-0.8115590,3.7569480,0.9784605
4434,-13,-5.085217931150471,20.088668567536477,-13.2849550,-0.8229135,3.8179417,0.9243320
4435,-13,-5.077761291150471,20.088668567536477,-13.2846699,-0.8291012,3.9086399,0.8829116
4436,-13,-5.070304651150471,20.088668567536477,-13.2843428,-0.8347312,4.0350075,0.8585133
4437,-13,-5.062848011150471,20.088668567536477,-13.2839708,-0.8368716,4.1968236,0.8534300
4438,-13,-5.055391371150471,20.088668567536477,-13.2835522,-0.8374580,4.3980961,0.8679630
4439,-13,-5.047934731150471,20.088668567536477,-13.2830839,-0.8291629,4.6372023,0.9000251
4440,-13,-5.040478091150471,20.088668567536477,-13.2825661,-0.8122424,4.9050956,0.9453576
4441,-13,-5.033021451150471,20.088668567536477,-13.2819977,-0.7915872,5.1917439,0.9992821
4442,-13,-5.025564811150471,20.088668567536477,-13.2813787,-0.7769334,5.4970245,1.0572863
4443,-13,-5.018108171150471,20.088668567536477,-13.2807112,-0.7646161,5.8225183,1.1159577
4444,-13,-5.010651531150471,20.088668567536477,-13.2799931,-0.7563238,6.1644869,1.1731249
4445,-13,-5.003194891150471,20.088668567536477,-13.2792253,-0.7534840,6.5202751,1.2273796
4446,-13,-4.995738251150471,20.088668567536477,-13.2784061,-0.7555754,6.8961673,1.2782609
4447,-13,-4.988281611150471,20.088668567536477,-13.2775364,-0.7599149,7.2835832,1.3246267
4448,-13,-4.980824971150471,20.088668567536477,-13.2766142,-0.7674718,7.6828971,1.3640016
4449,-13,-4.973368331150471,20.088668567536477,-13.2756395,-0.7811611,8.0940142,1.3938445
4450,-13,-4.965911691150471,20.088668567536477,-13.2746105,-0.8014607,8.5175447,1.4109646
4451,-13,-4.958455051150471,20.088668567536477,-13.2735271,-0.8244819,8.9575424,1.4119521
4452,-13,-4.950998411150471,20.088668567536477,-13.2723856,-0.8387029,9.4104013,1.3938533
4453,-13,-4.943541771150471,20.088668567536477,-13.2711849,-0.8391717,9.8634119,1.3532939
4454,-13,-4.936085131150471,20.088668567536477,-13.2699261,-0.8234758,10.3048506,1.2872456
4455,-13,-4.928628491150471,20.088668567536477,-13.2686100,-0.7934512,10.7219162,1.1943942
4456,-13,-4.921171851150471,20.088668567536477,-13.2672396,-0.7462053,11.1051712,1.0752186
4457,-13,-4.913715211150471,20.088668567536477,-13.2658205,-0.6797084,11.4458370,0.9325336
4458,-13,-4.906258571150471,20.088668567536477,-13.2643576,-0.5931036,11.7274122,0.7741767
4459,-13,-4.898801931150471,20.088668567536477,-13.2628593,-0.4942939,11.9380198,0.6149070
4460,-13,-4.891345291150471,20.088668567536477,-13.2613354,-0.3827016,12.0787821,0.4846849
4461,-13,-4.883888651150471,20.088668567536477,-13.2597942,-0.2514625,12.1433468,0.4364398
4462,-13,-4.876432011150471,20.088668567536477,-13.2582474,-0.1116323,12.1058979,0.5040712
4463,-13,-4.868975371150471,20.088668567536477,-13.2567101,0.0265502,11.9784298,0.6493000
4464,-13,-4.861518731150471,20.088668567536477,-13.2551918,0.1561863,11.7682447,0.8222385
4465,-13,-4.854062091150471,20.088668567536477,-13.2537041,0.2791670,11.4773245,0.9947720
4466,-13,-4.846605451150471,20.088668567536477,-13.2522573,0.3859825,11.1221218,1.1531484
4467,-13,-4.839148811150471,20.088668567536477,-13.2508593,0.4809965,10.7125483,1.2904788
4468,-13,-4.831692171150471,20.088668567536477,-13.2495155,0.5639052,10.2596321,1.4038143
4469,-13,-4.824235531150471,20.088668567536477,-13.2482328,0.6314823,9.7686901,1.4944710
4470,-13,-4.816778891150471,20.088668567536477,-13.2470150,0.6879244,9.2617273,1.5656874
4471,-13,-4.809322251150471,20.088668567536477,-13.2458630,0.7379487,8.7379465,1.6224350
4472,-13,-4.801865611150471,20.088668567536477,-13.2447815,0.7802456,8.1949358,1.6707215
4473,-13,-4.794408971150471,20.088668567536477,-13.2437706,0.8195453,7.6539469,1.7153720
4474,-13,-4.786952331150472,20.088668567536477,-13.2428322,0.8631138,7.0990138,1.7585253
4475,-13,-5.435680011150471,20.081211927536476,-13.2368937,-0.2509283,14.4435720,0.3718042
4476,-13,-5.428223371150471,20.081211927536476,-13.2387476,-0.2143087,14.4798222,0.3869515
4477,-13,-5.420766731150471,20.081211927536476,-13.2406111,-0.1882744,14.5537376,0.4286242
4478,-13,-5.413310091150471,20.081211927536476,-13.2424908,-0.1674583,14.6589813,0.4729263
4479,-13,-5.405853451150471,20.081211927536476,-13.2443895,-0.1560153,14.7964973,0.5048013
4480,-13,-5.398396811150471,20.081211927536476,-13.2463131,-0.1660407,14.9613934,0.5154871
4481,-13,-5.390940171150471,20.081211927536476,-13.2482624,-0.2082398,15.1228428,0.5012007
4482,-13,-5.383483531150471,20.081211927536476,-13.2502346,-0.2644273,15.2534189,0.4628268
