OID_,DEM_Large_S3_Clip5,X,Y,DEM_Large_S3_Band_1,MeanCurv_Band_1,Slope_Band_1,SlopeStd_Band_1
1489,-13,-4.921171851150472,17.456474647536478,-13.0626011,-0.6030365,2.8208349,0.8251527
1490,-13,-4.913715211150472,17.456474647536478,-13.0628977,-0.6084011,2.5370495,0.7632164
1491,-13,-4.906258571150472,17.456474647536478,-13.0631485,-0.6071054,2.3079619,0.7192565
1492,-13,-4.898801931150473,17.456474647536478,-13.0633554,-0.6045280,2.1474760,0.7097564
1493,-13,-4.891345291150473,17.456474647536478,-13.0635233,-0.6080146,2.0582342,0.7430454
1494,-13,-4.883888651150473,17.456474647536478,-13.0636539,-0.6200163,2.0361295,0.8156219
1495,-13,-4.876432011150473,17.456474647536478,-13.0637493,-0.6468920,2.0757189,0.9156355
1496,-13,-4.868975371150473,17.456474647536478,-13.0638103,-0.6893640,2.1650097,1.0308268
1497,-13,-4.861518731150473,17.456474647536478,-13.0638371,-0.7478958,2.3006070,1.1522374
1498,-13,-4.854062091150473,17.456474647536478,-13.0638237,-0.8168323,2.4779224,1.2739456
1499,-13,-4.846605451150473,17.456474647536478,-13.0637684,-0.8907554,2.6992371,1.3916267
1500,-13,-4.839148811150473,17.456474647536478,-13.0636644,-0.9644935,2.9642382,1.5010754
1501,-13,-4.831692171150473,17.456474647536478,-13.0635080,-1.0384874,3.2761495,1.5973026
1502,-13,-4.824235531150473,17.456474647536478,-13.0632925,-1.1065923,3.6356521,1.6741294
1503,-13,-4.816778891150473,17.456474647536478,-13.0630121,-1.1585461,4.0421906,1.7243515
1504,-13,-4.809322251150473,17.456474647536478,-13.0626621,-1.1887916,4.4842725,1.7406753
1505,-13,-4.801865611150473,17.456474647536478,-13.0622396,-1.1910878,4.9505696,1.7179466
1506,-13,-4.794408971150473,17.456474647536478,-13.0617428,-1.1651074,5.4236646,1.6544937
1507,-13,-4.786952331150473,17.456474647536478,-13.0611734,-1.1047221,5.8848467,1.5518067
1508,-13,-4.779495691150473,17.456474647536478,-13.0605354,-1.0111313,6.3117118,1.4141979
1509,-13,-4.772039051150473,17.456474647536478,-13.0598364,-0.8818443,6.6808958,1.2499062
1510,-13,-4.764582411150473,17.456474647536478,-13.0590868,-0.7288478,6.9722838,1.0714544
1511,-13,-4.757125771150473,17.456474647536478,-13.0582991,-0.5584130,7.1749535,0.8970853
1512,-13,-4.749669131150473,17.456474647536478,-13.0574875,-0.3776776,7.2876348,0.7528265
1513,-13,-4.742212491150473,17.456474647536478,-13.0566664,-0.1840751,7.3036833,0.6675469
1514,-13,-4.734755851150473,17.456474647536478,-13.0558519,0.0112092,7.2219095,0.6514003
1515,-13,-4.727299211150473,17.456474647536478,-13.0550594,0.2098252,7.0541315,0.6775138
1516,-13,-4.719842571150473,17.456474647536478,-13.0543041,0.4080139,6.8052526,0.7030858
1517,-13,-4.712385931150473,17.456474647536478,-13.0536041,0.6055673,6.4889660,0.7004368
1518,-13,-4.704929291150473,17.456474647536478,-13.0529737,0.7946521,6.1371565,0.6735249
1519,-13,-4.697472651150473,17.456474647536478,-13.0524302,0.9730819,5.7836957,0.6716408
1520,-13,-4.690016011150473,17.456474647536478,-13.0519876,1.1293133,5.4932814,0.7765527
1521,-13,-4.682559371150473,17.456474647536478,-13.0516605,1.2628165,5.3470020,1.0223690
1522,-13,-4.675102731150472,17.456474647536478,-13.0514593,1.3711110,5.4119449,1.3711237
1523,-13,-5.249264011150472,17.449018007536477,-13.0119009,0.3870836,14.6240549,0.6611443
1524,-13,-5.241807371150472,17.449018007536477,-13.0138025,0.3273491,14.6024475,0.6533678
1525,-13,-5.234350731150472,17.449018007536477,-13.0157042,0.2559557,14.5333443,0.6868961
1526,-13,-5.226894091150472,17.449018007536477,-13.0175962,0.1783775,14.3955040,0.7625305
1527,-13,-5.219437451150472,17.449018007536477,-13.0194693,0.0987810,14.1930590,0.8685926
1528,-13,-5.211980811150472,17.449018007536477,-13.0213118,0.0275986,13.9175520,0.9880099
1529,-13,-5.204524171150472,17.449018007536477,-13.0231133,-0.0276063,13.5773430,1.1046284
1530,-13,-5.197067531150472,17.449018007536477,-13.0248671,-0.0643412,13.2000523,1.2045829
1531,-13,-5.189610891150472,17.449018007536477,-13.0265684,-0.0911424,12.7860003,1.2784536
1532,-13,-5.182154251150472,17.449018007536477,-13.0282125,-0.1049424,12.3445377,1.3205196
1533,-13,-5.174697611150472,17.449018007536477,-13.0297966,-0.1004597,11.8890562,1.3277882
1534,-13,-5.167240971150472,17.449018007536477,-13.0313196,-0.0786610,11.4373207,1.3015788
1535,-13,-5.159784331150472,17.449018007536477,-13.0327845,-0.0426439,11.0051517,1.2468352
1536,-13,-5.152327691150472,17.449018007536477,-13.0341940,0.0064384,10.5999155,1.1688718
1537,-13,-5.144871051150472,17.449018007536477,-13.0355520,0.0671066,10.2376022,1.0741459
1538,-13,-5.137414411150472,17.449018007536477,-13.0368662,0.1289961,9.9293032,0.9710099
1539,-13,-5.129957771150472,17.449018007536477,-13.0381432,0.1814475,9.6690311,0.8684540
1540,-13,-5.122501131150472,17.449018007536477,-13.0393887,0.2203720,9.4468699,0.7753990
1541,-13,-5.115044491150472,17.449018007536477,-13.0406065,0.2498800,9.2514420,0.6991252
1542,-13,-5.107587851150472,17.449018007536477,-13.0418005,0.2718917,9.0805998,0.6454895
1543,-13,-5.100131211150472,17.449018007536477,-13.0429726,0.2829839,8.9325829,0.6165116
1544,-13,-5.092674571150472,17.449018007536477,-13.0441246,0.2808047,8.7913933,0.6102090
1545,-13,-5.085217931150472,17.449018007536477,-13.0452576,0.2694654,8.6521549,0.6218501
1546,-13,-5.077761291150472,17.449018007536477,-13.0463705,0.2484664,8.5122967,0.6455420
1547,-13,-5.070304651150472,17.449018007536477,-13.0474625,0.2147241,8.3606730,0.6760232
1548,-13,-5.062848011150472,17.449018007536477,-13.0485306,0.1747619,8.1881676,0.7086145
1549,-13,-5.055391371150472,17.449018007536477,-13.0495729,0.1370488,7.9953446,0.7398256
1550,-13,-5.047934731150472,17.449018007536477,-13.0505848,0.1047157,7.7884746,0.7673576
1551,-13,-5.040478091150472,17.449018007536477,-13.0515661,0.0777425,7.5748057,0.7899356
1552,-13,-5.033021451150472,17.449018007536477,-13.0525169,0.0514814,7.3611374,0.8071087
1553,-13,-5.025564811150472,17.449018007536477,-13.0534363,0.0208225,7.1447802,0.8203390
1554,-13,-5.018108171150472,17.449018007536477,-13.0543251,-0.0157014,6.9204392,0.8320204
1555,-13,-5.010651531150472,17.449018007536477,-13.0551815,-0.0579052,6.6885915,0.8447596
1556,-13,-5.003194891150472,17.449018007536477,-13.0560064,-0.1045879,6.4450850,0.8610983
1557,-13,-4.995738251150472,17.449018007536477,-13.0567970,-0.1599324,6.1908560,0.8816164
1558,-13,-4.988281611150472,17.449018007536477,-13.0575542,-0.2198237,5.9164214,0.9055560
1559,-13,-4.980824971150472,17.449018007536477,-13.0582733,-0.2828305,5.6231112,0.9310971
1560,-13,-4.973368331150472,17.449018007536477,-13.0589542,-0.3487014,5.3164792,0.9548552
1561,-13,-4.965911691150472,17.449018007536477,-13.0595932,-0.4191574,4.9871321,0.9735133
1562,-13,-4.958455051150472,17.449018007536477,-13.0601883,-0.4883283,4.6390524,0.9833055
1563,-13,-4.950998411150472,17.449018007536477,-13.0607357,-0.5498464,4.2742696,0.9798260
1564,-13,-4.943541771150472,17.449018007536477,-13.0612326,-0.6007277,3.9029212,0.9602543
1565,-13,-4.936085131150472,17.449018007536477,-13.0616779,-0.6421348,3.5408576,0.9236403
1566,-13,-4.928628491150472,17.449018007536477,-13.0620708,-0.6742753,3.1908929,0.8724684
1567,-13,-4.921171851150472,17.449018007536477,-13.0624113,-0.6946562,2.8694441,0.8148441
1568,-13,-4.913715211150472,17.449018007536477,-13.0627003,-0.7005536,2.5947850,0.7639999
1569,-13,-4.906258571150472,17.449018007536477,-13.0629396,-0.6970812,2.3851984,0.7367111
1570,-13,-4.898801931150473,17.449018007536477,-13.0631332,-0.6886335,2.2567105,0.7471932
1571,-13,-4.891345291150473,17.449018007536477,-13.0632839,-0.6842678,2.2095799,0.7992541
1572,-13,-4.883888651150473,17.449018007536477,-13.0633965,-0.6876591,2.2371280,0.8858843
1573,-13,-4.876432011150473,17.449018007536477,-13.0634718,-0.7027177,2.3285353,0.9942779
1574,-13,-4.868975371150473,17.449018007536477,-13.0635118,-0.7330977,2.4711556,1.1122557
1575,-13,-4.861518731150473,17.449018007536477,-13.0635147,-0.7785285,2.6549878,1.2309924
1576,-13,-4.854062091150473,17.449018007536477,-13.0634785,-0.8362862,2.8754356,1.3448318
1577,-13,-4.846605451150473,17.449018007536477,-13.0633993,-0.8972946,3.1334543,1.4499480
1578,-13,-4.839148811150473,17.449018007536477,-13.0632725,-0.9600601,3.4251857,1.5429586
1579,-13,-4.831692171150473,17.449018007536477,-13.0630941,-1.0228467,3.7518158,1.6200885
1580,-13,-4.824235531150473,17.449018007536477,-13.0628576,-1.0822138,4.1138234,1.6767058
1581,-13,-4.816778891150473,17.449018007536477,-13.0625582,-1.1257495,4.5092793,1.7074208
1582,-13,-4.809322251150473,17.449018007536477,-13.0621910,-1.1503729,4.9266429,1.7066621
1583,-13,-4.801865611150473,17.449018007536477,-13.0617542,-1.1500973,5.3592811,1.6703095
1584,-13,-4.794408971150473,17.449018007536477,-13.0612459,-1.1231391,5.7907286,1.5967808
1585,-13,-4.786952331150473,17.449018007536477,-13.0606689,-1.0648118,6.2043452,1.4873830
1586,-13,-4.779495691150473,17.449018007536477,-13.0600262,-0.9781802,6.5832114,1.3464375
1587,-13,-4.772039051150473,17.449018007536477,-13.0593252,-0.8590047,6.9071279,1.1821747
1588,-13,-4.764582411150473,17.449018007536477,-13.0585756,-0.7182447,7.1573896,1.0071168
1589,-13,-4.757125771150473,17.449018007536477,-13.0577908,-0.5638178,7.3248925,0.8399391
1590,-13,-4.749669131150473,17.449018007536477,-13.0569811,-0.3999499,7.4124398,0.7079415
1591,-13,-4.742212491150473,17.449018007536477,-13.0561619,-0.2250644,7.4093971,0.6409006
1592,-13,-4.734755851150473,17.449018007536477,-13.0553474,-0.0481894,7.3174162,0.6464369
1593,-13,-4.727299211150473,17.449018007536477,-13.0545530,0.1327589,7.1487889,0.6931223
1594,-13,-4.719842571150473,17.449018007536477,-13.0537910,0.3147126,6.9038830,0.7357151
1595,-13,-4.712385931150473,17.449018007536477,-13.0530796,0.4977073,6.5950103,0.7434085
1596,-13,-4.704929291150473,17.449018007536477,-13.0524321,0.6741751,6.2466159,0.7113225
1597,-13,-4.697472651150473,17.449018007536477,-13.0518637,0.8439204,5.8896394,0.6729459
1598,-13,-4.690016011150473,17.449018007536477,-13.0513897,0.9944953,5.5788350,0.7087132
1599,-13,-4.682559371150473,17.449018007536477,-13.0510235,1.1269062,5.3830223,0.8889810
1600,-13,-4.675102731150472,17.449018007536477,-13.0507746,1.2367678,5.3746166,1.1975343
1601,-13,-5.256720651150472,17.441561367536480,-13.0095644,0.3521127,14.8364220,0.7428547
1602,-13,-5.249264011150472,17.441561367536480,-13.0114965,0.3038881,14.8226118,0.7173789
1603,-13,-5.241807371150472,17.441561367536480,-13.0134315,0.2478123,14.7729816,0.7183251
1604,-13,-5.234350731150472,17.441561367536480,-13.0153627,0.1809308,14.6766310,0.7554587
1605,-13,-5.226894091150472,17.441561367536480,-13.0172806,0.1102789,14.5151806,0.8283049
1606,-13,-5.219437451150472,17.441561367536480,-13.0191746,0.0392118,14.2901640,0.9271227
1607,-13,-5.211980811150472,17.441561367536480,-13.0210361,-0.0223517,13.9982948,1.0374544
1608,-13,-5.204524171150472,17.441561367536480,-13.0228548,-0.0672464,13.6458006,1.1451213
1609,-13,-5.197067531150472,17.441561367536480,-13.0246239,-0.0943937,13.2604942,1.2374625
1610,-13,-5.189610891150472,17.441561367536480,-13.0263405,-0.1127377,12.8428469,1.3055993
1611,-13,-5.182154251150472,17.441561367536480,-13.0279980,-0.1196765,12.3986349,1.3441818
1612,-13,-5.174697611150472,17.441561367536480,-13.0295963,-0.1102213,11.9437723,1.3503911
1613,-13,-5.167240971150472,17.441561367536480,-13.0311337,-0.0862338,11.4901428,1.3252726
1614,-13,-5.159784331150472,17.441561367536480,-13.0326109,-0.0496249,11.0532856,1.2734796
1615,-13,-5.152327691150472,17.441561367536480,-13.0340328,0.0010555,10.6423388,1.1998774
1616,-13,-5.144871051150472,17.441561367536480,-13.0354023,0.0619395,10.2721043,1.1101795
1617,-13,-5.137414411150472,17.441561367536480,-13.0367270,0.1233671,9.9534636,1.0121555
1618,-13,-5.129957771150472,17.441561367536480,-13.0380116,0.1739480,9.6786442,0.9142348
1619,-13,-5.122501131150472,17.441561367536480,-13.0392637,0.2127169,9.4385309,0.8247695
1620,-13,-5.115044491150472,17.441561367536480,-13.0404844,0.2435153,9.2239799,0.7507134
1621,-13,-5.107587851150472,17.441561367536480,-13.0416784,0.2675433,9.0333328,0.6975527
1622,-13,-5.100131211150472,17.441561367536480,-13.0428486,0.2797025,8.8636684,0.6671357
1623,-13,-5.092674571150472,17.441561367536480,-13.0439968,0.2814663,8.6997566,0.6577045
1624,-13,-5.085217931150472,17.441561367536480,-13.0451221,0.2762293,8.5394869,0.6648327
1625,-13,-5.077761291150472,17.441561367536480,-13.0462255,0.2617937,8.3832989,0.6830603
1626,-13,-5.070304651150472,17.441561367536480,-13.0473070,0.2365145,8.2170343,0.7075167
1627,-13,-5.062848011150472,17.441561367536480,-13.0483627,0.2045078,8.0374699,0.7336844
1628,-13,-5.055391371150472,17.441561367536480,-13.0493927,0.1740268,7.8421369,0.7582170
1629,-13,-5.047934731150472,17.441561367536480,-13.0503931,0.1474624,7.6378813,0.7789493
1630,-13,-5.040478091150472,17.441561367536480,-13.0513639,0.1255353,7.4336801,0.7947038
1631,-13,-5.033021451150472,17.441561367536480,-13.0523052,0.1011875,7.2317386,0.8051474
1632,-13,-5.025564811150472,17.441561367536480,-13.0532179,0.0705056,7.0330386,0.8118960
1633,-13,-5.018108171150472,17.441561367536480,-13.0541019,0.0310670,6.8291669,0.8174501
1634,-13,-5.010651531150472,17.441561367536480,-13.0549555,-0.0162027,6.6189308,0.8246065
1635,-13,-5.003194891150472,17.441561367536480,-13.0557804,-0.0706021,6.3996987,0.8360294
1636,-13,-4.995738251150472,17.441561367536480,-13.0565729,-0.1363109,6.1678300,0.8525064
1637,-13,-4.988281611150472,17.441561367536480,-13.0573330,-0.2094676,5.9157171,0.8733624
1638,-13,-4.980824971150472,17.441561367536480,-13.0580568,-0.2879333,5.6409950,0.8967019
1639,-13,-4.973368331150472,17.441561367536480,-13.0587425,-0.3705006,5.3474231,0.9190899
1640,-13,-4.965911691150472,17.441561367536480,-13.0593863,-0.4562296,5.0284944,0.9370623
1641,-13,-4.958455051150472,17.441561367536480,-13.0599852,-0.5399826,4.6861162,0.9468186
1642,-13,-4.950998411150472,17.441561367536480,-13.0605345,-0.6151543,4.3241491,0.9441741
1643,-13,-4.943541771150472,17.441561367536480,-13.0610313,-0.6763092,3.9542770,0.9267523
1644,-13,-4.936085131150472,17.441561367536480,-13.0614738,-0.7243511,3.5948336,0.8944283
1645,-13,-4.928628491150472,17.441561367536480,-13.0618620,-0.7611746,3.2540383,0.8508736
1646,-13,-4.921171851150472,17.441561367536480,-13.0621948,-0.7840384,2.9458911,0.8054636
1647,-13,-4.913715211150472,17.441561367536480,-13.0624733,-0.7906922,2.6948466,0.7721640
1648,-13,-4.906258571150472,17.441561367536480,-13.0626993,-0.7842870,2.5188491,0.7663130
1649,-13,-4.898801931150473,17.441561367536480,-13.0628767,-0.7704389,2.4310443,0.7977909
1650,-13,-4.891345291150473,17.441561367536480,-13.0630093,-0.7582020,2.4300172,0.8657929
1651,-13,-4.883888651150473,17.441561367536480,-13.0630999,-0.7524747,2.5049710,0.9612715
1652,-13,-4.876432011150473,17.441561367536480,-13.0631523,-0.7549658,2.6409149,1.0719643
1653,-13,-4.868975371150473,17.441561367536480,-13.0631676,-0.7727525,2.8247082,1.1869391
1654,-13,-4.861518731150473,17.441561367536480,-13.0631447,-0.8050739,3.0446146,1.2982608
1655,-13,-4.854062091150473,17.441561367536480,-13.0630827,-0.8484731,3.2971826,1.4008455
1656,-13,-4.846605451150473,17.441561367536480,-13.0629778,-0.8953599,3.5784125,1.4914042
1657,-13,-4.839148811150473,17.441561367536480,-13.0628252,-0.9452199,3.8895233,1.5672325
1658,-13,-4.831692171150473,17.441561367536480,-13.0626221,-0.9939073,4.2257004,1.6255207
1659,-13,-4.824235531150473,17.441561367536480,-13.0623627,-1.0411758,4.5865321,1.6628811
1660,-13,-4.816778891150473,17.441561367536480,-13.0620432,-1.0761293,4.9663811,1.6753639
1661,-13,-4.809322251150473,17.441561367536480,-13.0616589,-1.0944660,5.3595262,1.6588818
1662,-13,-4.801865611150473,17.441561367536480,-13.0612087,-1.0907238,5.7564034,1.6104324
1663,-13,-4.794408971150473,17.441561367536480,-13.0606909,-1.0655206,6.1439133,1.5288891
1664,-13,-4.786952331150473,17.441561367536480,-13.0601082,-1.0143706,6.5089664,1.4157019
1665,-13,-4.779495691150473,17.441561367536480,-13.0594635,-0.9363910,6.8393416,1.2753171
1666,-13,-4.772039051150473,17.441561367536480,-13.0587645,-0.8302123,7.1167703,1.1158834
1667,-13,-4.764582411150473,17.441561367536480,-13.0580196,-0.7062386,7.3250003,0.9498821
1668,-13,-4.757125771150473,17.441561367536480,-13.0572405,-0.5706688,7.4587049,0.7962344
1669,-13,-4.749669131150473,17.441561367536480,-13.0564394,-0.4253172,7.5181165,0.6820382
1670,-13,-4.742212491150473,17.441561367536480,-13.0556278,-0.2717573,7.4978414,0.6348654
1671,-13,-4.734755851150473,17.441561367536480,-13.0548191,-0.1154522,7.3990984,0.6580604
1672,-13,-4.727299211150473,17.441561367536480,-13.0540276,0.0456448,7.2316098,0.7191822
1673,-13,-4.719842571150473,17.441561367536480,-13.0532656,0.2089393,6.9944673,0.7753125
1674,-13,-4.712385931150473,17.441561367536480,-13.0525475,0.3749259,6.7009645,0.7959120
1675,-13,-4.704929291150473,17.441561367536480,-13.0518875,0.5379936,6.3683820,0.7708979
1676,-13,-4.697472651150473,17.441561367536480,-13.0513000,0.6979816,6.0232334,0.7198221
1677,-13,-4.690016011150473,17.441561367536480,-13.0507984,0.8430088,5.7087026,0.7056881
1678,-13,-4.682559371150473,17.441561367536480,-13.0503960,0.9731875,5.4865799,0.8136982
1679,-13,-4.675102731150472,17.441561367536480,-13.0501032,1.0846888,5.4226842,1.0646495
1680,-13,-5.264177291150472,17.434104727536479,-13.0071869,0.3245586,15.0999851,0.8077252
1681,-13,-5.256720651150472,17.434104727536479,-13.0091534,0.2792088,15.0851803,0.7813607
1682,-13,-5.249264011150472,17.434104727536479,-13.0111256,0.2315715,15.0420523,0.7674559
1683,-13,-5.241807371150472,17.434104727536479,-13.0130949,0.1766719,14.9677830,0.7784998
1684,-13,-5.234350731150472,17.434104727536479,-13.0150576,0.1135948,14.8451586,0.8209774
1685,-13,-5.226894091150472,17.434104727536479,-13.0170021,0.0464157,14.6589336,0.8932938
1686,-13,-5.219437451150472,17.434104727536479,-13.0189199,-0.0170593,14.4134674,0.9870664
1687,-13,-5.211980811150472,17.434104727536479,-13.0208025,-0.0713028,14.1037474,1.0899874
1688,-13,-5.204524171150472,17.434104727536479,-13.0226393,-0.1056617,13.7398119,1.1897526
1689,-13,-5.197067531150472,17.434104727536479,-13.0244265,-0.1255305,13.3464699,1.2750553
1690,-13,-5.189610891150472,17.434104727536479,-13.0261583,-0.1363594,12.9234915,1.3377399
1691,-13,-5.182154251150472,17.434104727536479,-13.0278320,-0.1378610,12.4770851,1.3729604
1692,-13,-5.174697611150472,17.434104727536479,-13.0294456,-0.1257823,12.0233278,1.3781466
1693,-13,-5.167240971150472,17.434104727536479,-13.0309982,-0.1012468,11.5664005,1.3541865
1694,-13,-5.159784331150472,17.434104727536479,-13.0324907,-0.0642758,11.1254454,1.3054233
1695,-13,-5.152327691150472,17.434104727536479,-13.0339260,-0.0146095,10.7089252,1.2362324
1696,-13,-5.144871051150472,17.434104727536479,-13.0353079,0.0433860,10.3299580,1.1516619
1697,-13,-5.137414411150472,17.434104727536479,-13.0366430,0.1036193,9.9995384,1.0588435
1698,-13,-5.129957771150472,17.434104727536479,-13.0379372,0.1511311,9.7111902,0.9656098
1699,-13,-5.122501131150472,17.434104727536479,-13.0391941,0.1887822,9.4515476,0.8796520
1700,-13,-5.115044491150472,17.434104727536479,-13.0404196,0.2182399,9.2166891,0.8075772
1701,-13,-5.107587851150472,17.434104727536479,-13.0416145,0.2418988,9.0056067,0.7545015
1702,-13,-5.100131211150472,17.434104727536479,-13.0427828,0.2546657,8.8107481,0.7221143
1703,-13,-5.092674571150472,17.434104727536479,-13.0439253,0.2596635,8.6247215,0.7089673
1704,-13,-5.085217931150472,17.434104727536479,-13.0450430,0.2571728,8.4416552,0.7110918
1705,-13,-5.077761291150472,17.434104727536479,-13.0461359,0.2476311,8.2638407,0.7237450
1706,-13,-5.070304651150472,17.434104727536479,-13.0472050,0.2305686,8.0810289,0.7425693
1707,-13,-5.062848011150472,17.434104727536479,-13.0482483,0.2055498,7.8901286,0.7632895
1708,-13,-5.055391371150472,17.434104727536479,-13.0492630,0.1808327,7.6885705,0.7826628
1709,-13,-5.047934731150472,17.434104727536479,-13.0502501,0.1600153,7.4825478,0.7985902
1710,-13,-5.040478091150472,17.434104727536479,-13.0512085,0.1421341,7.2824030,0.8097838
1711,-13,-5.033021451150472,17.434104727536479,-13.0521374,0.1186841,7.0881219,0.8157022
1712,-13,-5.025564811150472,17.434104727536479,-13.0530396,0.0874477,6.8998742,0.8177958
1713,-13,-5.018108171150472,17.434104727536479,-13.0539141,0.0464774,6.7101474,0.8182803
1714,-13,-5.010651531150472,17.434104727536479,-13.0547609,-0.0047226,6.5170274,0.8197473
1715,-13,-5.003194891150472,17.434104727536479,-13.0555792,-0.0642559,6.3159261,0.8246853
1716,-13,-4.995738251150472,17.434104727536479,-13.0563679,-0.1370177,6.1043367,0.8340369
1717,-13,-4.988281611150472,17.434104727536479,-13.0571251,-0.2189155,5.8717647,0.8475647
1718,-13,-4.980824971150472,17.434104727536479,-13.0578470,-0.3082991,5.6160789,0.8637981
1719,-13,-4.973368331150472,17.434104727536479,-13.0585308,-0.4010645,5.3384438,0.8799290
1720,-13,-4.965911691150472,17.434104727536479,-13.0591736,-0.4972381,5.0330505,0.8930219
1721,-13,-4.958455051150472,17.434104727536479,-13.0597696,-0.5899915,4.7036424,0.8997825
1722,-13,-4.950998411150472,17.434104727536479,-13.0603151,-0.6736895,4.3548923,0.8966663
1723,-13,-4.943541771150472,17.434104727536479,-13.0608072,-0.7409462,3.9995277,0.8819855
1724,-13,-4.936085131150472,17.434104727536479,-13.0612431,-0.7933888,3.6574166,0.8564391
1725,-13,-4.928628491150472,17.434104727536479,-13.0616226,-0.8326569,3.3405182,0.8245959
1726,-13,-4.921171851150472,17.434104727536479,-13.0619440,-0.8572242,3.0642474,0.7963514
1727,-13,-4.913715211150472,17.434104727536479,-13.0622091,-0.8626384,2.8512406,0.7847558
1728,-13,-4.906258571150472,17.434104727536479,-13.0624189,-0.8530206,2.7206042,0.8017425
1729,-13,-4.898801931150473,17.434104727536479,-13.0625782,-0.8342349,2.6783779,0.8522245
1730,-13,-4.891345291150473,17.434104727536479,-13.0626898,-0.8143521,2.7207918,0.9320490
1731,-13,-4.883888651150473,17.434104727536479,-13.0627584,-0.7977813,2.8345275,1.0317047
1732,-13,-4.876432011150473,17.434104727536479,-13.0627861,-0.7906333,3.0043154,1.1402524
1733,-13,-4.868975371150473,17.434104727536479,-13.0627747,-0.7958294,3.2159407,1.2483628
1734,-13,-4.861518731150473,17.434104727536479,-13.0627251,-0.8150526,3.4609814,1.3492589
1735,-13,-4.854062091150473,17.434104727536479,-13.0626354,-0.8463207,3.7321129,1.4386696
1736,-13,-4.846605451150473,17.434104727536479,-13.0625029,-0.8817984,4.0301728,1.5139966
1737,-13,-4.839148811150473,17.434104727536479,-13.0623226,-0.9192941,4.3501191,1.5731168
1738,-13,-4.831692171150473,17.434104727536479,-13.0620937,-0.9561405,4.6887617,1.6139640
1739,-13,-4.824235531150473,17.434104727536479,-13.0618105,-0.9921181,5.0431557,1.6341270
1740,-13,-4.816778891150473,17.434104727536479,-13.0614700,-1.0183040,5.4080548,1.6307573
1741,-13,-4.809322251150473,17.434104727536479,-13.0610685,-1.0328465,5.7763181,1.6010162
1742,-13,-4.801865611150473,17.434104727536479,-13.0606050,-1.0280912,6.1392527,1.5429254
1743,-13,-4.794408971150473,17.434104727536479,-13.0600786,-1.0063249,6.4856763,1.4560224
1744,-13,-4.786952331150473,17.434104727536479,-13.0594921,-0.9623039,6.8071351,1.3422227
1745,-13,-4.779495691150473,17.434104727536479,-13.0588484,-0.8953542,7.0918045,1.2062479
1746,-13,-4.772039051150473,17.434104727536479,-13.0581541,-0.8038166,7.3226290,1.0562820
1747,-13,-4.764582411150473,17.434104727536479,-13.0574169,-0.6977864,7.4905181,0.9047921
1748,-13,-4.757125771150473,17.434104727536479,-13.0566483,-0.5810388,7.5906649,0.7705136
1749,-13,-4.749669131150473,17.434104727536479,-13.0558586,-0.4570803,7.6235442,0.6786476
1750,-13,-4.742212491150473,17.434104727536479,-13.0550585,-0.3250989,7.5867047,0.6515403
1751,-13,-4.734755851150473,17.434104727536479,-13.0542612,-0.1910481,7.4821377,0.6878630
1752,-13,-4.727299211150473,17.434104727536479,-13.0534773,-0.0519694,7.3164887,0.7576830
1753,-13,-4.719842571150473,17.434104727536479,-13.0527191,0.0904778,7.0925622,0.8237150
1754,-13,-4.712385931150473,17.434104727536479,-13.0520000,0.2382159,6.8194032,0.8579601
1755,-13,-4.704929291150473,17.434104727536479,-13.0513325,0.3851688,6.5107031,0.8477998
1756,-13,-4.697472651150473,17.434104727536479,-13.0507298,0.5336261,6.1878490,0.8029223
1757,-13,-4.690016011150473,17.434104727536479,-13.0502043,0.6720129,5.8862438,0.7664577
1758,-13,-4.682559371150473,17.434104727536479,-13.0497694,0.7998205,5.6554050,0.8130898
1759,-13,-4.675102731150472,17.434104727536479,-13.0494356,0.9125527,5.5552325,0.9929668
1760,-13,-5.264177291150472,17.426648087536478,-13.0067587,0.2715845,15.3831139,0.8249314
1761,-13,-5.256720651150472,17.426648087536478,-13.0087700,0.2234199,15.3449125,0.8103528
1762,-13,-5.249264011150472,17.426648087536478,-13.0107813,0.1761108,15.2771683,0.8092015
1763,-13,-5.241807371150472,17.426648087536478,-13.0127878,0.1225847,15.1806927,0.8314011
1764,-13,-5.234350731150472,17.426648087536478,-13.0147820,0.0596166,15.0362663,0.8807161
1765,-13,-5.226894091150472,17.426648087536478,-13.0167561,-0.0049859,14.8263636,0.9546066
1766,-13,-5.219437451150472,17.426648087536478,-13.0186996,-0.0624459,14.5607500,1.0455884
1767,-13,-5.211980811150472,17.426648087536478,-13.0206051,-0.1105005,14.2363834,1.1430720
1768,-13,-5.204524171150472,17.426648087536478,-13.0224638,-0.1393856,13.8598652,1.2364846
1769,-13,-5.197067531150472,17.426648087536478,-13.0242701,-0.1528435,13.4582415,1.3158178
1770,-13,-5.189610891150472,17.426648087536478,-13.0260210,-0.1581959,13.0312958,1.3737515
1771,-13,-5.182154251150472,17.426648087536478,-13.0277128,-0.1570380,12.5827551,1.4060704
1772,-13,-5.174697611150472,17.426648087536478,-13.0293436,-0.1446377,12.1276312,1.4105145
1773,-13,-5.167240971150472,17.426648087536478,-13.0309134,-0.1216499,11.6690130,1.3879017
1774,-13,-5.159784331150472,17.426648087536478,-13.0324221,-0.0868917,11.2232761,1.3422660
