OID_,ClipsFinal_DEM_Large_S3_RegL2,X,Y,DEM_Large_S3_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
13,-13,-3.228514571150471,19.052195607536479,-13.0123243,-0.0017355,0.0000000,-3.1515861,-0.8629608,4.0000000,-2.8305571,1.0036952,4.8377151,1.1046356,9.4648428
14,-13,-3.221057931150471,19.052195607536479,-13.0125494,-0.0012397,0.0000000,-2.6695364,-0.7786841,4.0000000,-2.5056598,1.0024128,3.8916509,0.9482917,7.8616400
15,-13,-3.213601291150471,19.052195607536479,-13.0126772,-0.0008264,0.0000000,-2.2374203,-0.6899382,4.0000000,-2.0430939,1.0015383,3.0881262,0.6632175,6.4270234
16,-12,-3.437300491150471,19.044738967536482,-12.9789190,0.0039669,44.6280975,-1.0651174,-0.0320117,4.0000000,0.7457132,1.0797989,22.2139187,-0.8097365,2.9042521
17,-12,-3.429843851150471,19.044738967536482,-12.9803915,-0.0045455,18.1818180,-0.7246351,-0.0134614,4.0000000,0.5588369,1.0822364,22.5313435,-0.5857597,1.9966708
18,-12,-3.422387211150471,19.044738967536482,-12.9818516,-0.0030579,22.3140488,-0.4610645,0.0175614,4.0000000,0.3982107,1.0841047,22.7703075,-0.3630879,1.2887352
19,-12,-3.414930571150471,19.044738967536482,-12.9832983,-0.0015702,27.2727280,-0.2632532,0.0620290,4.0000000,0.2673266,1.0854400,22.9400482,-0.1432686,0.7668909
20,-12,-3.407473931150471,19.044738967536482,-12.9847326,-0.0000826,32.2314034,-0.1217855,0.1204333,4.0000000,0.1665827,1.0862875,23.0464897,0.0742840,0.4264635
21,-12,-3.400017291150471,19.044738967536482,-12.9861584,0.0014876,38.0165291,-0.0311017,0.1908498,4.0000000,0.0898788,1.0866661,23.0940800,0.2918209,0.2741268
22,-12,-3.392560651150471,19.044738967536482,-12.9875793,0.0029752,42.9752083,0.0070838,0.2714326,4.0000000,0.0317147,1.0866134,23.0880585,0.5111506,0.3359060
23,-12,-3.385104011150471,19.044738967536482,-12.9890041,0.0042975,47.9338837,-0.0233677,0.3515887,4.0000000,-0.0278302,1.0861390,23.0294685,0.7310075,0.6406352
24,-12,-3.377647371150471,19.044738967536482,-12.9904394,-0.0042975,19.8347111,-0.1491926,0.4172702,4.0000000,-0.1158487,1.0852123,22.9159641,0.9503892,1.1952636
25,-12,-3.370190731150471,19.044738967536482,-12.9918928,-0.0028926,23.9669418,-0.3909943,0.4550664,4.0000000,-0.2514104,1.0837866,22.7369232,1.1615431,1.9623886
26,-12,-3.362734091150471,19.044738967536482,-12.9933672,-0.0014050,28.9256191,-0.7561982,0.4606887,4.0000000,-0.4383478,1.0817747,22.4801903,1.3597254,2.9136009
27,-12,-3.355277451150471,19.044738967536482,-12.9948587,0.0001653,34.7107430,-1.2319769,0.4378515,4.0000000,-0.6669534,1.0791423,22.1364212,1.5426563,4.0295882
28,-12,-3.347820811150471,19.044738967536482,-12.9963655,0.0015702,39.6694221,-1.7977171,0.3940005,4.0000000,-0.9218452,1.0758727,21.7003860,1.7098463,5.3018737
29,-12,-3.340364171150471,19.044738967536482,-12.9978771,0.0029752,44.6280975,-2.4390211,0.3270299,4.0000000,-1.2013860,1.0719925,21.1689892,1.8554459,6.7090621
30,-12,-3.332907531150471,19.044738967536482,-12.9993877,0.0044628,51.2396698,-3.1273222,0.2377718,4.0000000,-1.4982642,1.0675578,20.5382404,1.9738078,8.2138929
31,-13,-3.310537611150471,19.044738967536482,-13.0037832,-0.0013223,21.4876041,-5.1211905,-0.1876541,4.0000000,-2.4572544,1.0513146,18.0017757,2.0819461,12.9651737
32,-13,-3.303080971150471,19.044738967536482,-13.0051517,0.0000000,26.4462814,-5.5947080,-0.3681499,4.0000000,-2.7607675,1.0452024,16.9277248,2.0244675,14.4336605
33,-13,-3.295624331150471,19.044738967536482,-13.0064402,0.0012397,32.2314034,-5.8904347,-0.5395834,4.0000000,-3.0177824,1.0389918,15.7505684,1.9386157,15.6084490
34,-13,-3.288167691150471,19.044738967536482,-13.0076332,0.0023967,38.0165291,-5.9985576,-0.6900494,4.0000000,-3.2180455,1.0329074,14.4936581,1.8379468,16.3685074
35,-13,-3.280711051150471,19.044738967536482,-13.0087166,0.0034711,44.6280975,-5.9321060,-0.8090678,4.0000000,-3.3542371,1.0271482,13.1828251,1.7361014,16.6277561
36,-13,-3.273254411150471,19.044738967536482,-13.0096827,0.0044628,51.2396698,-5.7089086,-0.8951476,4.0000000,-3.4263914,1.0218810,11.8454256,1.6360961,16.3777637
37,-13,-3.265797771150471,19.044738967536482,-13.0105257,-0.0044628,0.0000000,-5.3653913,-0.9546747,4.0000000,-3.4455330,1.0172136,10.5135336,1.5361837,15.7371807
38,-13,-3.258341131150471,19.044738967536482,-13.0112448,-0.0035537,0.0000000,-4.9336853,-0.9906543,4.0000000,-3.4167449,1.0131842,9.2001486,1.4354361,14.7931795
39,-13,-3.250884491150471,19.044738967536482,-13.0118380,-0.0028099,0.0000000,-4.4418502,-1.0024147,4.0000000,-3.3361506,1.0098087,7.9325619,1.3313212,13.5984411
40,-13,-3.243427851150471,19.044738967536482,-13.0123072,-0.0022314,0.0000000,-3.9340045,-0.9852055,4.0000000,-3.1912258,1.0070820,6.7301898,1.2208147,12.2048283
41,-13,-3.235971211150471,19.044738967536482,-13.0126572,-0.0017355,0.0000000,-3.4268608,-0.9376797,4.0000000,-2.9575925,1.0049617,5.6188192,1.0822330,10.6472912
42,-13,-3.228514571150471,19.044738967536482,-13.0128946,-0.0012397,0.0000000,-2.9454615,-0.8570482,4.0000000,-2.5982790,1.0033846,4.6252761,0.8841828,8.9846191
43,-13,-3.221057931150471,19.044738967536482,-13.0130301,-0.0008264,0.0000000,-2.5005617,-0.7607046,4.0000000,-2.0995095,1.0022705,3.7746117,0.5781003,7.3975282
44,-13,-3.213601291150471,19.044738967536482,-13.0130749,-0.0004959,0.0000000,-2.0995419,-0.6614540,5.0000000,-1.4483608,1.0015262,3.0826459,0.1254528,5.9898019
45,-13,-3.206144651150471,19.044738967536482,-13.0130396,-0.0002479,0.0000000,-1.7487175,-0.5694245,4.0000000,-0.6675237,1.0010662,2.5693030,-0.4713252,4.8141918
46,-13,-3.198688011150471,19.044738967536482,-13.0129356,-0.0000826,0.0000000,-1.4504737,-0.4909712,4.0000000,0.0902017,1.0008206,2.2526600,-1.0721442,3.8753605
47,-13,-3.191231371150471,19.044738967536482,-13.0127697,0.0000000,0.0000000,-1.2054574,-0.4325737,5.0000000,0.5738239,1.0007373,2.1429713,-1.4389713,3.1658075
48,-13,-3.183774731150470,19.044738967536482,-13.0125475,0.0000000,0.0000000,-1.0088931,-0.3849241,4.0000000,0.6897909,1.0007823,2.2228172,-1.4596391,2.6158285
49,-13,-3.176318091150470,19.044738967536482,-13.0122709,0.0000000,0.0000000,-0.8541175,-0.3386075,4.0000000,0.5861405,1.0009217,2.4320490,-1.2633556,2.1724176
50,-12,-3.452213771150471,19.037282327536481,-12.9784498,0.0033058,40.4958687,-1.9748654,-0.3769365,4.0000000,0.9905714,1.0751604,21.5895462,-1.7444444,5.6982245
51,-12,-3.444757131150471,19.037282327536481,-12.9800243,-0.0051240,16.5289249,-1.4433899,-0.4094933,4.0000000,0.7513859,1.0784605,22.0315914,-1.5703726,4.4732957
52,-12,-3.437300491150471,19.037282327536481,-12.9815807,-0.0036364,20.6611576,-0.9870524,-0.4210978,4.0000000,0.5357490,1.0812064,22.3930302,-1.3779447,3.3614531
53,-12,-3.429843851150471,19.037282327536481,-12.9831152,-0.0020661,25.6198349,-0.6162705,-0.4160578,4.0000000,0.3451481,1.0834138,22.6790867,-1.1772636,2.4003627
54,-12,-3.422387211150471,19.037282327536481,-12.9846258,-0.0004959,30.5785122,-0.3301174,-0.3968524,4.0000000,0.1799950,1.0850832,22.8916168,-0.9736999,1.6001219
55,-12,-3.414930571150471,19.037282327536481,-12.9861097,0.0010744,36.3636360,-0.1276073,-0.3622699,4.0000000,0.0439029,1.0862405,23.0366631,-0.7684428,0.9622273
56,-12,-3.407473931150471,19.037282327536481,-12.9875698,0.0025620,41.3223152,-0.0033410,-0.3129137,4.0000000,-0.0628429,1.0869048,23.1204357,-0.5629846,0.4895049
57,-12,-3.400017291150471,19.037282327536481,-12.9890079,0.0040496,47.1074371,0.0482399,-0.2518384,4.0000000,-0.1485686,1.0870866,23.1446514,-0.3551084,0.1983006
58,-12,-3.392560651150471,19.037282327536481,-12.9904299,-0.0045455,19.0082645,0.0246712,-0.1805047,4.0000000,-0.2178319,1.0868162,23.1130638,-0.1431775,0.1208431
59,-12,-3.385104011150471,19.037282327536481,-12.9918413,-0.0032231,23.1404953,-0.0780492,-0.1062078,4.0000000,-0.2872418,1.0860946,23.0248146,0.0748261,0.3000455
60,-12,-3.377647371150471,19.037282327536481,-12.9932508,-0.0018182,28.0991745,-0.2653911,-0.0446550,4.0000000,-0.3834732,1.0848993,22.8762989,0.2941633,0.7658392
61,-12,-3.370190731150471,19.037282327536481,-12.9946632,-0.0003306,33.0578499,-0.5387874,-0.0066719,4.0000000,-0.5229538,1.0831610,22.6570435,0.5096099,1.4986340
62,-12,-3.362734091150471,19.037282327536481,-12.9960823,0.0010744,38.0165291,-0.9014433,0.0038423,4.0000000,-0.7099749,1.0808069,22.3556213,0.7176595,2.4791086
63,-12,-3.355277451150471,19.037282327536481,-12.9975052,0.0025620,43.8016510,-1.3437074,-0.0101218,4.0000000,-0.9346659,1.0778205,21.9631653,0.9144223,3.6671202
64,-12,-3.347820811150471,19.037282327536481,-12.9989290,0.0038843,48.7603302,-1.8566418,-0.0443232,4.0000000,-1.1863868,1.0742012,21.4745655,1.0977405,5.0371637
65,-13,-3.340364171150471,19.037282327536481,-13.0003462,-0.0047934,13.2231407,-2.4288387,-0.0958726,4.0000000,-1.4593706,1.0699927,20.8879414,1.2676255,6.5628505
66,-13,-3.332907531150471,19.037282327536481,-13.0017490,-0.0033884,16.5289249,-3.0338068,-0.1669307,4.0000000,-1.7497106,1.0652462,20.2010765,1.4158492,8.1916409
67,-13,-3.325450891150471,19.037282327536481,-13.0031290,-0.0020661,20.6611576,-3.6501572,-0.2596623,4.0000000,-2.0565946,1.0600061,19.4099579,1.5372701,9.9001122
68,-13,-3.317994251150471,19.037282327536481,-13.0044727,-0.0007438,25.6198349,-4.2279067,-0.3754390,4.0000000,-2.3713150,1.0543790,18.5129681,1.6204370,11.6079931
69,-13,-3.310537611150471,19.037282327536481,-13.0057669,0.0004959,30.5785122,-4.7218466,-0.5116664,4.0000000,-2.6834962,1.0484533,17.5079193,1.6601635,13.2474022
70,-13,-3.303080971150471,19.037282327536481,-13.0069952,0.0016529,35.5371895,-5.0937037,-0.6570891,4.0000000,-2.9724221,1.0423439,16.3987370,1.6582440,14.7123270
71,-13,-3.295624331150471,19.037282327536481,-13.0081415,0.0027273,41.3223152,-5.3117204,-0.7924261,4.0000000,-3.2093780,1.0362425,15.1974955,1.6245258,15.8125353
72,-13,-3.288167691150471,19.037282327536481,-13.0091906,0.0037190,47.1074371,-5.3733468,-0.9075603,4.0000000,-3.3842475,1.0303649,13.9317904,1.5691270,16.4559650
73,-13,-3.280711051150471,19.037282327536481,-13.0101337,-0.0052893,0.0000000,-5.2978382,-0.9916290,4.0000000,-3.4869800,1.0248781,12.6237068,1.5037221,16.5765343
74,-13,-3.273254411150471,19.037282327536481,-13.0109606,-0.0043802,0.0000000,-5.0931129,-1.0446020,4.0000000,-3.5174739,1.0199151,11.3039217,1.4282697,16.1869354
75,-13,-3.265797771150471,19.037282327536481,-13.0116701,-0.0034711,0.0000000,-4.7896395,-1.0710359,4.0000000,-3.4848962,1.0155722,9.9997759,1.3428247,15.4059973
76,-13,-3.258341131150471,19.037282327536481,-13.0122604,-0.0027273,0.0000000,-4.4008050,-1.0786476,4.0000000,-3.3955595,1.0118706,8.7292681,1.2382642,14.3452559
77,-13,-3.250884491150471,19.037282327536481,-13.0127316,-0.0021488,0.0000000,-3.9674938,-1.0646865,4.0000000,-3.2413781,1.0088137,7.5171194,1.1120049,13.0747042
78,-13,-3.243427851150471,19.037282327536481,-13.0130873,-0.0016529,0.0000000,-3.5140567,-1.0236906,4.0000000,-2.9976251,1.0063818,6.3848753,0.9502438,11.6065331
79,-13,-3.235971211150471,19.037282327536481,-13.0133314,-0.0012397,0.0000000,-3.0684955,-0.9554310,4.0000000,-2.6396530,1.0045174,5.3590989,0.7287909,10.0191002
80,-13,-3.228514571150471,19.037282327536481,-13.0134706,-0.0008264,0.0000000,-2.6449471,-0.8589848,4.0000000,-2.1319342,1.0031551,4.4685955,0.4139645,8.3693352
81,-13,-3.221057931150471,19.037282327536481,-13.0135155,-0.0004959,0.0000000,-2.2516866,-0.7501588,5.0000000,-1.4897304,1.0022112,3.7329197,-0.0105873,6.8214788
82,-13,-3.213601291150471,19.037282327536481,-13.0134783,-0.0002479,0.0000000,-1.8992845,-0.6405701,4.0000000,-0.7585794,1.0015949,3.1637084,-0.5225608,5.4741111
83,-13,-3.206144651150471,19.037282327536481,-13.0133696,-0.0000826,0.0000000,-1.5850940,-0.5413069,4.0000000,-0.0521896,1.0012242,2.7713485,-1.0304241,4.3601265
84,-13,-3.198688011150471,19.037282327536481,-13.0131989,0.0000000,0.0000000,-1.3117073,-0.4596680,5.0000000,0.4544559,1.0010349,2.5531585,-1.3737919,3.4790525
85,-13,-3.191231371150471,19.037282327536481,-13.0129738,0.0000000,0.0000000,-1.0838381,-0.3996543,5.0000000,0.6698905,1.0009856,2.5016947,-1.4691992,2.8140271
86,-13,-3.183774731150470,19.037282327536481,-13.0126982,0.0000000,0.0000000,-0.9006296,-0.3514379,4.0000000,0.6553989,1.0010498,2.5938878,-1.3582747,2.3018157
87,-13,-3.176318091150470,19.037282327536481,-13.0123749,0.0000000,0.0000000,-0.7579759,-0.3075439,4.0000000,0.5428888,1.0011984,2.7816763,-1.1579765,1.9007651
88,-13,-3.168861451150471,19.037282327536481,-13.0120077,-0.0007438,0.0000000,-0.6518928,-0.2675498,4.0000000,0.4271523,1.0014087,3.0269182,-0.9622519,1.5969387
89,-13,-3.161404811150471,19.037282327536481,-13.0115995,-0.0016529,0.0000000,-0.5796262,-0.2314948,4.0000000,0.3438646,1.0016726,3.3029850,-0.8068542,1.3809980
90,-13,-3.153948171150471,19.037282327536481,-13.0111504,-0.0025620,0.0000000,-0.5313524,-0.1971914,3.0000000,0.2921376,1.0019777,3.5945101,-0.6865203,1.2263484
91,-12,-3.467127051150471,19.029825687536480,-12.9775419,0.0022314,35.5371895,-3.0025084,-0.5148407,4.0000000,1.2895719,1.0686920,20.6830711,-2.3192532,8.6562843
92,-12,-3.459670411150471,19.029825687536480,-12.9792385,0.0038017,42.1487617,-2.3418407,-0.6136935,4.0000000,1.0227119,1.0725785,21.2330589,-2.2500987,7.5296636
93,-12,-3.452213771150471,19.029825687536480,-12.9809227,-0.0045455,17.3553715,-1.7187234,-0.6910931,4.0000000,0.7665848,1.0759790,21.6964607,-2.1487710,6.4532824
94,-12,-3.444757131150471,19.029825687536480,-12.9825850,-0.0028926,22.3140488,-1.1559198,-0.7454656,4.0000000,0.5275481,1.0788589,22.0821991,-2.0184793,5.4314661
95,-12,-3.437300491150471,19.029825687536480,-12.9842176,-0.0013223,27.2727280,-0.6709203,-0.7769468,4.0000000,0.3107713,1.0812149,22.3916016,-1.8646649,4.4719710
96,-12,-3.429843851150471,19.029825687536480,-12.9858160,0.0003306,33.0578499,-0.2735803,-0.7899770,4.0000000,0.1170499,1.0830634,22.6308136,-1.6970038,3.6090090
97,-12,-3.422387211150471,19.029825687536480,-12.9873781,0.0019835,38.8429756,0.0294207,-0.7843226,4.0000000,-0.0502395,1.0844030,22.8031406,-1.5184058,2.8469825
98,-12,-3.414930571150471,19.029825687536480,-12.9889021,0.0036364,45.4545441,0.2369012,-0.7629554,4.0000000,-0.1909155,1.0852551,22.9116955,-1.3349954,2.2101927
99,-12,-3.407473931150471,19.029825687536480,-12.9903898,-0.0049587,17.3553715,0.3479163,-0.7258514,4.0000000,-0.3036329,1.0856334,22.9609127,-1.1480700,1.7078139
100,-12,-3.400017291150471,19.029825687536480,-12.9918423,-0.0034711,21.4876041,0.3687553,-0.6765236,4.0000000,-0.3964265,1.0855607,22.9537907,-0.9566208,1.3662062
101,-12,-3.392560651150471,19.029825687536480,-12.9932661,-0.0020661,26.4462814,0.2980961,-0.6168674,4.0000000,-0.4743465,1.0850421,22.8892765,-0.7593883,1.2199796
102,-12,-3.385104011150471,19.029825687536480,-12.9946661,-0.0006612,31.4049587,0.1403450,-0.5536494,4.0000000,-0.5528360,1.0840578,22.7682705,-0.5544629,1.3186233
103,-12,-3.377647371150471,19.029825687536480,-12.9960499,0.0008264,37.1900826,-0.0954321,-0.4978444,4.0000000,-0.6526200,1.0825917,22.5828285,-0.3430688,1.7041360
104,-12,-3.370190731150471,19.029825687536480,-12.9974232,0.0022314,42.1487617,-0.3925483,-0.4628834,4.0000000,-0.7926396,1.0805709,22.3245735,-0.1331273,2.3838034
105,-12,-3.362734091150471,19.029825687536480,-12.9987869,0.0035537,47.1074371,-0.7502174,-0.4502423,4.0000000,-0.9747692,1.0779508,21.9802914,0.0742845,3.3340378
106,-13,-3.355277451150471,19.029825687536480,-13.0001421,-0.0050413,13.2231407,-1.1611918,-0.4589485,4.0000000,-1.1909479,1.0747083,21.5444660,0.2730509,4.5104074
107,-13,-3.347820811150471,19.029825687536480,-13.0014830,-0.0038017,16.5289249,-1.6264144,-0.4837877,4.0000000,-1.4320910,1.0708610,21.0133095,0.4645155,5.8784542
108,-13,-3.340364171150471,19.029825687536480,-13.0028057,-0.0025620,20.6611576,-2.1350191,-0.5237722,4.0000000,-1.6925340,1.0664684,20.3823280,0.6449896,7.3983855
109,-13,-3.332907531150471,19.029825687536480,-13.0041027,-0.0013223,24.7933884,-2.6630564,-0.5796506,4.0000000,-1.9686708,1.0615745,19.6526146,0.8093696,9.0141010
110,-13,-3.325450891150471,19.029825687536480,-13.0053635,-0.0000826,29.7520657,-3.1898334,-0.6534551,4.0000000,-2.2581730,1.0562620,18.8203335,0.9512628,10.6963835
111,-13,-3.317994251150471,19.029825687536480,-13.0065804,0.0010744,34.7107430,-3.6710591,-0.7434767,4.0000000,-2.5507390,1.0506263,17.8863087,1.0637857,12.3427725
112,-13,-3.310537611150471,19.029825687536480,-13.0077400,0.0021488,39.6694221,-4.0663314,-0.8491131,4.0000000,-2.8373756,1.0447702,16.8526096,1.1391494,13.8817091
113,-13,-3.303080971150471,19.029825687536480,-13.0088291,0.0031405,44.6280975,-4.3430033,-0.9604025,4.0000000,-3.0953579,1.0388383,15.7232828,1.1745527,15.1814365
114,-13,-3.295624331150471,19.029825687536480,-13.0098324,0.0040496,50.4132233,-4.4921169,-1.0600692,4.0000000,-3.2970316,1.0330085,14.5174665,1.1768932,16.0782223
115,-13,-3.288167691150471,19.029825687536480,-13.0107393,-0.0050413,0.0000000,-4.5243311,-1.1382235,4.0000000,-3.4311099,1.0274681,13.2602873,1.1546630,16.5056438
116,-13,-3.280711051150471,19.029825687536480,-13.0115404,-0.0041322,0.0000000,-4.4500217,-1.1883397,4.0000000,-3.4882052,1.0223577,11.9745064,1.1115258,16.4265690
117,-13,-3.273254411150471,19.029825687536480,-13.0122299,-0.0033884,0.0000000,-4.2877908,-1.2067009,4.0000000,-3.4639361,1.0177933,10.6891775,1.0505341,15.8622808
118,-13,-3.265797771150471,19.029825687536480,-13.0128050,-0.0026446,0.0000000,-4.0361524,-1.2010225,4.0000000,-3.3670661,1.0138527,9.4327793,0.9650212,14.9208145
119,-13,-3.258341131150471,19.029825687536480,-13.0132685,-0.0020661,0.0000000,-3.7132943,-1.1778671,4.0000000,-3.2022150,1.0105402,8.2254295,0.8464809,13.7320766
120,-13,-3.250884491150471,19.029825687536480,-13.0136185,-0.0015702,0.0000000,-3.3514395,-1.1374478,4.0000000,-2.9599760,1.0078455,7.0887985,0.6850804,12.3806038
121,-13,-3.243427851150471,19.029825687536480,-13.0138617,-0.0011570,0.0000000,-2.9722629,-1.0725920,4.0000000,-2.6080251,1.0057291,6.0478644,0.4628411,10.8600817
122,-13,-3.235971211150471,19.029825687536480,-13.0139999,-0.0008264,0.0000000,-2.6051857,-0.9839634,4.0000000,-2.1280851,1.0041323,5.1295838,0.1601583,9.2669621
123,-13,-3.228514571150471,19.029825687536480,-13.0140429,-0.0004959,0.0000000,-2.2542157,-0.8715056,5.0000000,-1.5091437,1.0029923,4.3572679,-0.2338673,7.6474576
124,-13,-3.221057931150471,19.029825687536480,-13.0139999,-0.0002479,0.0000000,-1.9286718,-0.7508274,4.0000000,-0.8188100,1.0022179,3.7473495,-0.6828446,6.1657567
125,-13,-3.213601291150471,19.029825687536480,-13.0138836,-0.0000826,0.0000000,-1.6377715,-0.6320858,4.0000000,-0.1557858,1.0017217,3.3028634,-1.1083859,4.9021659
126,-13,-3.206144651150471,19.029825687536480,-13.0137024,0.0000000,0.0000000,-1.3734677,-0.5255885,4.0000000,0.3508633,1.0014318,3.0173841,-1.4020404,3.8682106
127,-13,-3.198688011150471,19.029825687536480,-13.0134668,0.0000000,0.0000000,-1.1422611,-0.4388253,5.0000000,0.6166307,1.0012921,2.8726079,-1.4942813,3.0655212
128,-13,-3.191231371150471,19.029825687536480,-13.0131836,0.0000000,0.0000000,-0.9401295,-0.3774522,4.0000000,0.6611287,1.0012696,2.8552258,-1.4160331,2.4584365
129,-13,-3.183774731150470,19.029825687536480,-13.0128574,0.0000000,0.0000000,-0.7755383,-0.3291678,4.0000000,0.5847031,1.0013433,2.9483039,-1.2430387,1.9918265
130,-13,-3.176318091150470,19.029825687536480,-13.0124893,0.0000000,0.0000000,-0.6463133,-0.2876959,4.0000000,0.4748206,1.0014924,3.1130114,-1.0502125,1.6307205
131,-13,-3.168861451150471,19.029825687536480,-13.0120821,-0.0008264,0.0000000,-0.5485483,-0.2518621,4.0000000,0.3803505,1.0016975,3.3254154,-0.8840746,1.3578153
132,-13,-3.161404811150471,19.029825687536480,-13.0116377,-0.0017355,0.0000000,-0.4844335,-0.2226717,4.0000000,0.3176919,1.0019490,3.5679355,-0.7630354,1.1744144
133,-13,-3.153948171150471,19.029825687536480,-13.0111570,-0.0026446,0.0000000,-0.4443394,-0.1945089,4.0000000,0.2837476,1.0022424,3.8286963,-0.6727654,1.0476780
134,-13,-3.146491531150471,19.029825687536480,-13.0106401,-0.0035537,0.0000000,-0.4255919,-0.1663985,4.0000000,0.2703590,1.0025686,4.1008735,-0.6031560,0.9703525
135,-12,-3.482040331150471,19.022369047536479,-12.9761314,0.0009091,29.7520657,-3.8207555,-0.4989957,5.0000000,1.4799957,1.0616462,19.6369667,-2.4779873,10.4499578
136,-12,-3.474583691150471,19.022369047536479,-12.9779434,0.0025620,36.3636360,-3.2353065,-0.6215140,4.0000000,1.2608477,1.0658216,20.2646332,-2.5038755,9.6587200
137,-12,-3.467127051150471,19.022369047536479,-12.9797564,0.0042149,43.8016510,-2.5838628,-0.7513289,4.0000000,1.0154020,1.0696332,20.8174953,-2.5180597,8.8739824
138,-12,-3.459670411150471,19.022369047536479,-12.9815588,-0.0040496,18.1818180,-1.9035418,-0.8737653,4.0000000,0.7582882,1.0729758,21.2836456,-2.5058188,8.1195593
139,-12,-3.452213771150471,19.022369047536479,-12.9833393,-0.0023140,23.1404953,-1.2529004,-0.9751757,4.0000000,0.5092151,1.0758033,21.6711578,-2.4595666,7.4084311
140,-12,-3.444757131150471,19.022369047536479,-12.9850874,-0.0005785,28.9256191,-0.6564553,-1.0540584,4.0000000,0.2734907,1.0781180,21.9831276,-2.3816075,6.7278385
141,-12,-3.437300491150471,19.022369047536479,-12.9867954,0.0010744,34.7107430,-0.1395840,-1.1072202,4.0000000,0.0581232,1.0799464,22.2243862,-2.2725635,6.0525217
142,-12,-3.429843851150471,19.022369047536479,-12.9884577,0.0028099,41.3223152,0.2846388,-1.1388711,4.0000000,-0.1351202,1.0813006,22.4021149,-2.1426218,5.4134760
143,-12,-3.422387211150471,19.022369047536479,-12.9900713,-0.0055372,14.8760328,0.6064634,-1.1504327,4.0000000,-0.3039449,1.0821936,22.5177898,-1.9969203,4.8230934
144,-12,-3.414930571150471,19.022369047536479,-12.9916353,-0.0038843,19.0082645,0.8198768,-1.1440219,4.0000000,-0.4467417,1.0826255,22.5746670,-1.8413019,4.3058262
145,-12,-3.407473931150471,19.022369047536479,-12.9931498,-0.0024793,23.9669418,0.9188569,-1.1195728,4.0000000,-0.5617033,1.0826261,22.5772152,-1.6774423,3.8736405
146,-12,-3.400017291150471,19.022369047536479,-12.9946184,-0.0009917,28.9256191,0.9196938,-1.0837060,4.0000000,-0.6601826,1.0822213,22.5266991,-1.5072293,3.5712337
147,-12,-3.392560651150471,19.022369047536479,-12.9960451,0.0004959,34.7107430,0.8154904,-1.0358052,4.0000000,-0.7449183,1.0813943,22.4223309,-1.3266921,3.4223895
148,-12,-3.385104011150471,19.022369047536479,-12.9974346,0.0019835,40.4958687,0.6193488,-0.9841677,4.0000000,-0.8310258,1.0801312,22.2603340,-1.1373096,3.4975088
