OID_,Clips_DEM_Small_S5_60_Reg2,X,Y,DEM_Small_S5_60_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1,583,26.199394423452585,-8.422922461974862,583.3381348,-0.0044628,47.1074371,-0.0057826,-0.0247824,4.0000000,-0.0223969,1.2010463,33.6287804,-0.0271680,0.0291628
2,583,26.131285723452585,-8.491031161974862,583.2747803,-0.0014050,47.9338837,-0.0049702,-0.0243695,4.0000000,-0.0198825,1.2016611,33.6738129,-0.0288564,0.0255088
3,583,26.199394423452585,-8.491031161974862,583.3015747,0.0016529,48.7603302,-0.0050021,-0.0279338,4.0000000,-0.0230062,1.2037988,33.8316460,-0.0328615,0.0273630
4,583,26.267503123452585,-8.491031161974862,583.3291016,-0.0060331,46.2809906,-0.0048805,-0.0290797,4.0000000,-0.0235390,1.2062652,34.0050087,-0.0346204,0.0275706
5,583,26.335611823452584,-8.491031161974862,583.3572998,-0.0042149,47.9338837,-0.0047486,-0.0289180,4.0000000,-0.0235744,1.2089261,34.1940689,-0.0342616,0.0271925
6,583,26.131285723452585,-8.559139861974861,583.2377930,-0.0046281,47.1074371,-0.0040278,-0.0288937,4.0000000,-0.0207012,1.2043821,33.8670120,-0.0370861,0.0234796
7,583,26.199394423452585,-8.559139861974861,583.2647705,-0.0017355,47.1074371,-0.0040621,-0.0318216,4.0000000,-0.0237641,1.2064390,34.0188141,-0.0398791,0.0252860
8,583,26.267503123452585,-8.559139861974861,583.2924194,0.0004959,47.9338837,-0.0039262,-0.0325479,4.0000000,-0.0247549,1.2087470,34.1764755,-0.0403408,0.0253145
9,583,26.335611823452584,-8.559139861974861,583.3207397,0.0023140,47.9338837,-0.0037198,-0.0320185,4.0000000,-0.0256832,1.2112472,34.3542137,-0.0383538,0.0244987
10,583,26.403720523452584,-8.559139861974861,583.3497314,-0.0066942,47.1074371,-0.0035943,-0.0306017,4.0000000,-0.0250423,1.2140114,34.5475197,-0.0361610,0.0234905
11,584,27.970220623452583,-8.559139861974861,584.1378174,-0.0032231,47.9338837,-0.0029968,-0.0131144,4.0000000,0.0340538,1.2481328,36.7583504,-0.0602826,0.0146290
12,583,26.063177023452585,-8.627248561974863,583.1740112,-0.0009917,47.9338837,-0.0030387,-0.0301181,4.0000000,-0.0178794,1.2049916,33.9171791,-0.0423568,0.0195935
13,583,26.131285723452585,-8.627248561974863,583.2005005,0.0023140,48.7603302,-0.0029942,-0.0340384,4.0000000,-0.0222048,1.2066075,34.0282021,-0.0458721,0.0215974
14,583,26.199394423452585,-8.627248561974863,583.2276611,-0.0048760,47.1074371,-0.0029059,-0.0364905,4.0000000,-0.0252077,1.2086722,34.1723518,-0.0477732,0.0228593
15,583,26.267503123452585,-8.627248561974863,583.2554932,-0.0028099,47.9338837,-0.0027802,-0.0364496,4.0000000,-0.0260819,1.2108375,34.3291130,-0.0468174,0.0225657
