OID_,Clips_DEM_Small_S5_60_Reg9,X,Y,DEM_Small_S5_60_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1,573,5.766784423452584,0.158773738025138,573.1873169,-0.0019835,49.5867767,-0.0196429,-0.0084068,4.0000000,0.1020771,1.1294930,27.6976128,-0.1188907,0.0640856
2,573,5.834893123452584,0.158773738025138,573.2227783,0.0025620,50.4132233,-0.0209621,-0.0111839,4.0000000,0.1050322,1.1352030,28.2467098,-0.1274000,0.0696998
3,573,5.903001823452584,0.158773738025138,573.2591553,-0.0037190,49.5867767,-0.0223865,-0.0131573,4.0000000,0.1087555,1.1413745,28.8121967,-0.1350701,0.0760181
4,573,5.971110523452585,0.158773738025138,573.2963257,-0.0008264,50.4132233,-0.0235506,-0.0142184,4.0000000,0.1123342,1.1477655,29.3920040,-0.1407711,0.0818012
5,573,6.039219223452585,0.158773738025138,573.3344116,0.0010744,50.4132233,-0.0250290,-0.0150391,4.0000000,0.1167161,1.1545342,29.9885139,-0.1467942,0.0890539
6,573,6.107327923452585,0.158773738025138,573.3734131,0.0019835,50.4132233,-0.0259927,-0.0143898,4.0000000,0.1211327,1.1618515,30.6009998,-0.1499123,0.0949620
7,573,6.175436623452585,0.158773738025138,573.4134521,0.0023967,50.4132233,-0.0267370,-0.0133021,4.0000000,0.1250184,1.1692768,31.2114582,-0.1516226,0.1004511
8,573,6.243545323452585,0.158773738025138,573.4544067,0.0015702,50.4132233,-0.0275851,-0.0111703,4.0000000,0.1294207,1.1767677,31.8153229,-0.1517612,0.1068575
9,573,6.311654023452585,0.158773738025138,573.4963379,0.0000826,50.4132233,-0.0281431,-0.0077297,4.0000000,0.1342357,1.1846890,32.4262390,-0.1496950,0.1129856
10,573,6.379762723452584,0.158773738025138,573.5393066,-0.0026446,49.5867767,-0.0279809,-0.0022523,4.0000000,0.1383352,1.1925271,33.0153084,-0.1428399,0.1173274
11,573,6.447871423452584,0.158773738025138,573.5831909,0.0040496,51.2396698,-0.0275972,0.0038520,4.0000000,0.1425048,1.2001506,33.5718117,-0.1348008,0.1216826
12,573,6.515980123452584,0.158773738025138,573.6279907,-0.0001653,50.4132233,-0.0268026,0.0115772,4.0000000,0.1469645,1.2076615,34.1103363,-0.1238100,0.1260373
13,573,5.698675723452585,0.090665038025138,573.1587524,-0.0037190,48.7603302,-0.0160836,-0.0130664,4.0000000,0.0897064,1.1248453,27.2489719,-0.1158393,0.0515011
14,573,5.766784423452584,0.090665038025138,573.1937256,0.0011570,50.4132233,-0.0168272,-0.0155360,4.0000000,0.0918059,1.1300429,27.7516899,-0.1228778,0.0549090
15,573,5.834893123452584,0.090665038025138,573.2294312,-0.0045455,48.7603302,-0.0177370,-0.0188825,4.0000000,0.0938950,1.1355673,28.2773514,-0.1316599,0.0591195
16,573,5.903001823452584,0.090665038025138,573.2659302,-0.0010744,50.4132233,-0.0189724,-0.0216333,4.0000000,0.0971244,1.1415735,28.8333435,-0.1403910,0.0646786
17,573,5.971110523452585,0.090665038025138,573.3033447,0.0015702,50.4132233,-0.0199659,-0.0232786,4.0000000,0.1001584,1.1479508,29.4076519,-0.1467156,0.0696210
18,573,6.039219223452585,0.090665038025138,573.3416138,0.0032231,50.4132233,-0.0212094,-0.0245145,4.0000000,0.1041987,1.1546139,29.9891987,-0.1532277,0.0756520
19,573,6.107327923452585,0.090665038025138,573.3807983,0.0039669,50.4132233,-0.0219389,-0.0242080,4.0000000,0.1079421,1.1617130,30.5948219,-0.1563581,0.0800747
20,573,6.175436623452585,0.090665038025138,573.4209595,0.0041322,50.4132233,-0.0228062,-0.0238709,4.0000000,0.1118527,1.1689600,31.1886215,-0.1595944,0.0852292
21,573,6.243545323452585,0.090665038025138,573.4620361,0.0031405,50.4132233,-0.0235599,-0.0231002,4.0000000,0.1152979,1.1764549,31.7880707,-0.1614982,0.0902709
22,573,6.311654023452585,0.090665038025138,573.5041504,0.0014876,50.4132233,-0.0240480,-0.0206191,4.0000000,0.1189083,1.1843781,32.4038010,-0.1601464,0.0947161
23,573,6.379762723452584,0.090665038025138,573.5472412,-0.0014876,50.4132233,-0.0238035,-0.0152522,4.0000000,0.1225545,1.1921246,32.9864807,-0.1530590,0.0968042
24,573,6.447871423452584,0.090665038025138,573.5913086,0.0048760,50.4132233,-0.0236977,-0.0097023,4.0000000,0.1268260,1.1997519,33.5446091,-0.1462306,0.1001229
25,573,6.515980123452584,0.090665038025138,573.6362915,0.0004132,50.4132233,-0.0231838,-0.0030163,4.0000000,0.1308378,1.2073381,34.0826111,-0.1368705,0.1027689
26,573,6.584088823452585,0.090665038025138,573.6821899,0.0050413,50.4132233,-0.0221466,0.0050402,4.0000000,0.1345039,1.2144201,34.5763474,-0.1244235,0.1044454
27,573,5.630567023452585,0.022556338025138,573.1298218,-0.0048760,48.7603302,-0.0128762,-0.0148401,4.0000000,0.0779324,1.1208180,26.8388672,-0.1076126,0.0407458
28,573,5.698675723452585,0.022556338025138,573.1643066,0.0004132,49.5867767,-0.0135597,-0.0188750,4.0000000,0.0788754,1.1256269,27.3211002,-0.1166255,0.0438794
29,573,5.766784423452584,0.022556338025138,573.1994629,-0.0049587,48.7603302,-0.0140778,-0.0219817,4.0000000,0.0803323,1.1306473,27.8101902,-0.1242956,0.0465992
30,573,5.834893123452584,0.022556338025138,573.2353516,-0.0009091,49.5867767,-0.0148906,-0.0255450,4.0000000,0.0825126,1.1359895,28.3148117,-0.1336025,0.0505308
31,573,5.903001823452584,0.022556338025138,573.2720337,0.0023140,50.4132233,-0.0159495,-0.0289527,4.0000000,0.0855065,1.1417691,28.8589478,-0.1434119,0.0555467
32,573,5.971110523452585,0.022556338025138,573.3095093,-0.0052066,48.7603302,-0.0168489,-0.0306460,4.0000000,0.0887249,1.1481110,29.4217072,-0.1500170,0.0599844
33,573,6.039219223452585,0.022556338025138,573.3479614,-0.0037190,48.7603302,-0.0177555,-0.0326540,4.0000000,0.0914495,1.1547209,29.9950066,-0.1567575,0.0647359
34,573,6.107327923452585,0.022556338025138,573.3872681,-0.0031405,48.7603302,-0.0183537,-0.0327141,4.0000000,0.0946380,1.1616104,30.5871983,-0.1600662,0.0682525
35,573,6.175436623452585,0.022556338025138,573.4275513,-0.0031405,48.7603302,-0.0192829,-0.0326781,4.0000000,0.0986111,1.1687123,31.1709290,-0.1639674,0.0731259
36,573,6.243545323452585,0.022556338025138,573.4687500,-0.0042975,48.7603302,-0.0200793,-0.0330502,4.0000000,0.1015720,1.1762235,31.7618408,-0.1676724,0.0778642
37,573,6.311654023452585,0.022556338025138,573.5109863,0.0038843,50.4132233,-0.0204996,-0.0316076,4.0000000,0.1042951,1.1840937,32.3816376,-0.1675103,0.0812424
38,573,6.379762723452584,0.022556338025138,573.5541992,0.0008264,49.5867767,-0.0202746,-0.0268368,4.0000000,0.1073886,1.1917350,32.9618988,-0.1610622,0.0819245
39,573,6.447871423452584,0.022556338025138,573.5983276,-0.0029752,48.7603302,-0.0202059,-0.0218558,4.0000000,0.1110881,1.1993726,33.5161133,-0.1547997,0.0836746
40,573,6.515980123452584,0.022556338025138,573.6434326,0.0023967,50.4132233,-0.0196618,-0.0158081,4.0000000,0.1141330,1.2069995,34.0624008,-0.1457491,0.0841056
41,573,6.584088823452585,0.022556338025138,573.6894531,-0.0031405,48.7603302,-0.0188932,-0.0079756,4.0000000,0.1178061,1.2141228,34.5582771,-0.1337573,0.0844958
42,573,6.652197523452585,0.022556338025138,573.7362671,0.0006612,49.5867767,-0.0178998,0.0009234,4.0000000,0.1216817,1.2208670,35.0159225,-0.1198350,0.0852247
43,573,5.562458323452585,-0.045552361974862,573.1005249,0.0042149,49.5867767,-0.0104112,-0.0152709,4.0000000,0.0672699,1.1175884,26.5192604,-0.0978117,0.0327207
44,573,5.630567023452585,-0.045552361974862,573.1345215,0.0000826,49.5867767,-0.0109776,-0.0191085,4.0000000,0.0688380,1.1217792,26.9360790,-0.1070549,0.0352816
45,573,5.698675723452585,-0.045552361974862,573.1691895,-0.0047934,48.7603302,-0.0116142,-0.0236057,4.0000000,0.0701356,1.1264144,27.3982162,-0.1173470,0.0384063
46,573,5.766784423452584,-0.045552361974862,573.2045288,-0.0003306,49.5867767,-0.0120185,-0.0258607,4.0000000,0.0720392,1.1312609,27.8742447,-0.1237606,0.0406411
47,573,5.834893123452584,-0.045552361974862,573.2406006,0.0034711,49.5867767,-0.0127327,-0.0294933,4.0000000,0.0741654,1.1364255,28.3563099,-0.1331520,0.0442662
48,573,5.903001823452584,-0.045552361974862,573.2774048,-0.0034711,48.7603302,-0.0135155,-0.0340465,4.0000000,0.0755964,1.1420888,28.8777847,-0.1436894,0.0486292
49,573,5.971110523452585,-0.045552361974862,573.3150635,-0.0011570,49.5867767,-0.0141872,-0.0369365,4.0000000,0.0777482,1.1482650,29.4395561,-0.1516212,0.0525091
50,573,6.039219223452585,-0.045552361974862,573.3535767,0.0001653,49.5867767,-0.0148170,-0.0383170,4.0000000,0.0804722,1.1547387,29.9990902,-0.1571061,0.0559889
