OID_,Clips_DEM_Small_S5_60_Reg14,X,Y,DEM_Small_S5_60_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1,569,0.726740623452589,-10.057531261974871,569.1911621,0.0007438,48.7603302,0.0022594,-0.0486153,4.0000000,-0.0394089,1.2053739,33.9416122,-0.0578218,0.0097032
2,569,0.794849323452590,-10.057531261974871,569.2338257,-0.0021488,48.7603302,0.0024019,-0.0517123,4.0000000,-0.0355570,1.2082458,34.1468468,-0.0678675,0.0107075
3,569,0.862958023452589,-10.057531261974871,569.2768555,-0.0052066,47.9338837,0.0023512,-0.0536424,4.0000000,-0.0307890,1.2111608,34.3496780,-0.0764958,0.0115953
4,569,0.931066723452589,-10.057531261974871,569.3203125,0.0012397,48.7603302,0.0021792,-0.0549673,4.0000000,-0.0259609,1.2144295,34.5749550,-0.0839736,0.0125677
5,569,0.999175423452589,-10.057531261974871,569.3642578,-0.0027273,48.7603302,0.0019205,-0.0560266,4.0000000,-0.0211433,1.2176684,34.7895775,-0.0909099,0.0137180
6,569,1.067284123452589,-10.057531261974871,569.4086304,-0.0071074,47.9338837,0.0015339,-0.0554090,4.0000000,-0.0163688,1.2207663,35.0111732,-0.0944492,0.0142392
7,569,1.135392823452589,-10.057531261974871,569.4534302,-0.0018182,47.9338837,0.0011129,-0.0546704,4.0000000,-0.0116654,1.2240474,35.2271805,-0.0976754,0.0148749
8,569,1.203501523452589,-10.057531261974871,569.4987793,-0.0069421,47.9338837,0.0006310,-0.0521012,4.0000000,-0.0071308,1.2273202,35.4373474,-0.0970716,0.0146464
9,569,1.271610223452589,-10.057531261974871,569.5445557,-0.0023967,48.7603302,0.0001685,-0.0503197,4.0000000,-0.0027233,1.2303817,35.6420975,-0.0979161,0.0149930
10,568,0.249979723452590,-10.125639961974871,568.8834229,-0.0012397,48.7603302,-0.0006646,-0.0346217,4.0000000,-0.0777470,1.1903718,32.8597069,0.0085035,0.0173228
11,568,0.318088423452590,-10.125639961974871,568.9244385,-0.0023140,48.7603302,-0.0001117,-0.0362262,4.0000000,-0.0739203,1.1915218,32.9395752,0.0014680,0.0156544
12,568,0.386197123452589,-10.125639961974871,568.9655762,-0.0036364,48.7603302,0.0006305,-0.0397770,4.0000000,-0.0705405,1.1927834,33.0283089,-0.0090135,0.0144644
13,569,0.454305823452590,-10.125639961974871,569.0067749,-0.0049587,47.9338837,0.0013896,-0.0440381,4.0000000,-0.0671825,1.1944168,33.1598663,-0.0208937,0.0137932
14,569,0.522414523452590,-10.125639961974871,569.0482178,-0.0065289,47.1074371,0.0019102,-0.0468434,4.0000000,-0.0631343,1.1965821,33.3116722,-0.0305526,0.0131147
15,569,0.590523223452589,-10.125639961974871,569.0899048,-0.0084298,47.1074371,0.0023542,-0.0495935,4.0000000,-0.0593080,1.1988591,33.4737015,-0.0398789,0.0127731
16,569,0.658631923452589,-10.125639961974871,569.1318359,-0.0004959,48.7603302,0.0028606,-0.0536298,4.0000000,-0.0552543,1.2012389,33.6512718,-0.0520053,0.0131331
17,569,0.726740623452589,-10.125639961974871,569.1740723,-0.0028099,48.7603302,0.0032052,-0.0570093,4.0000000,-0.0511730,1.2041531,33.8563461,-0.0628457,0.0137568
18,569,0.794849323452590,-10.125639961974871,569.2167358,-0.0056198,47.9338837,0.0033881,-0.0597095,4.0000000,-0.0466158,1.2072235,34.0744820,-0.0728033,0.0144777
19,569,0.862958023452589,-10.125639961974871,569.2597656,-0.0086777,47.1074371,0.0034154,-0.0615885,4.0000000,-0.0422661,1.2104603,34.3032722,-0.0809110,0.0152347
20,569,0.931066723452589,-10.125639961974871,569.3032837,-0.0023140,48.7603302,0.0032552,-0.0626400,4.0000000,-0.0368020,1.2141018,34.5531616,-0.0884781,0.0158844
21,569,0.999175423452589,-10.125639961974871,569.3472900,-0.0062810,47.9338837,0.0028904,-0.0621283,4.0000000,-0.0309995,1.2176468,34.7965317,-0.0932571,0.0160327
22,569,1.067284123452589,-10.125639961974871,569.3917847,-0.0007438,48.7603302,0.0024229,-0.0609404,4.0000000,-0.0250636,1.2212932,35.0368958,-0.0968171,0.0160832
23,569,1.135392823452589,-10.125639961974871,569.4368286,-0.0055372,47.9338837,0.0019331,-0.0597301,4.0000000,-0.0194743,1.2248394,35.2758751,-0.0999860,0.0163442
24,569,1.203501523452589,-10.125639961974871,569.4822998,-0.0009091,48.7603302,0.0013333,-0.0559679,4.0000000,-0.0139455,1.2282591,35.5112190,-0.0979903,0.0153115
