OID_,Clips_DEM_Small_S5_60_Reg11,X,Y,DEM_Small_S5_60_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
21,566,-6.424672876547412,-11.692140061974866,566.0880127,-0.0095041,43.8016510,-0.0124040,-0.1403782,4.0000000,-0.0366932,1.0850272,22.8199387,-0.2440632,0.1314932
22,565,-7.991172976547412,-11.760248761974866,565.5276489,-0.0046281,47.9338837,-0.0321030,-0.0308229,4.0000000,-0.0399424,1.0486183,17.4934673,-0.0217034,0.0823281
23,565,-7.923064276547412,-11.760248761974866,565.5482788,-0.0052893,47.1074371,-0.0321655,-0.0303039,4.0000000,-0.0607624,1.0525646,18.1680527,0.0001547,0.0839279
24,565,-7.854955576547412,-11.760248761974866,565.5695190,-0.0065289,47.1074371,-0.0318444,-0.0291166,4.0000000,-0.0805438,1.0566549,18.8329220,0.0223106,0.0844700
25,565,-7.786846876547412,-11.760248761974866,565.5913696,0.0015702,50.4132233,-0.0307135,-0.0281666,4.0000000,-0.0995348,1.0607247,19.4625149,0.0432015,0.0830458
26,565,-7.718738176547411,-11.760248761974866,565.6137085,-0.0007438,50.4132233,-0.0288371,-0.0264037,4.0000000,-0.1150870,1.0646225,20.0599537,0.0622796,0.0793442
27,565,-7.650629476547412,-11.760248761974866,565.6364746,-0.0035537,48.7603302,-0.0263286,-0.0254631,4.0000000,-0.1276386,1.0684205,20.6049881,0.0767125,0.0740254
28,565,-7.582520776547412,-11.760248761974866,565.6596680,-0.0066942,47.9338837,-0.0234891,-0.0254085,4.0000000,-0.1368657,1.0719348,21.1006241,0.0860486,0.0678340
29,565,-7.514412076547412,-11.760248761974866,565.6831055,-0.0000826,49.5867767,-0.0200451,-0.0261878,4.0000000,-0.1414530,1.0752547,21.5640926,0.0890774,0.0600030
30,565,-7.446303376547411,-11.760248761974866,565.7068481,-0.0038843,48.7603302,-0.0164377,-0.0264851,4.0000000,-0.1416701,1.0782900,21.9612255,0.0886999,0.0511522
31,565,-7.378194676547412,-11.760248761974866,565.7307129,0.0020661,49.5867767,-0.0127915,-0.0300008,4.0000000,-0.1398384,1.0807098,22.2836494,0.0798367,0.0430372
32,565,-7.310085976547412,-11.760248761974866,565.7546387,-0.0019008,49.5867767,-0.0090645,-0.0345839,4.0000000,-0.1340646,1.0829496,22.5732594,0.0648967,0.0349359
33,565,-7.241977276547412,-11.760248761974866,565.7787476,-0.0061983,47.1074371,-0.0057984,-0.0404344,4.0000000,-0.1266492,1.0847696,22.8086643,0.0457804,0.0286113
34,565,-7.173868576547412,-11.760248761974866,565.8027954,-0.0006612,47.9338837,-0.0032820,-0.0462463,4.0000000,-0.1169200,1.0861440,22.9804802,0.0244274,0.0243412
35,565,-7.105759876547411,-11.760248761974866,565.8269653,-0.0050413,47.1074371,-0.0006805,-0.0564569,4.0000000,-0.1073907,1.0871446,23.0948296,-0.0055232,0.0226317
36,565,-7.037651176547412,-11.760248761974866,565.8510742,0.0003306,47.9338837,0.0008331,-0.0657631,4.0000000,-0.0967991,1.0877918,23.1862602,-0.0347271,0.0240406
37,565,-6.969542476547412,-11.760248761974866,565.8753052,-0.0042975,47.9338837,0.0019095,-0.0770242,4.0000000,-0.0864135,1.0882094,23.2279797,-0.0676350,0.0288538
38,565,-6.901433776547412,-11.760248761974866,565.8995972,-0.0090083,44.6280975,0.0018766,-0.0875830,4.0000000,-0.0768207,1.0881910,23.2262363,-0.0983452,0.0371772
39,565,-6.833325076547411,-11.760248761974866,565.9239502,-0.0038017,46.2809906,0.0016633,-0.0995799,4.0000000,-0.0685977,1.0880282,23.2174988,-0.1305622,0.0484415
40,565,-6.765216376547412,-11.760248761974866,565.9484863,-0.0088430,44.6280975,0.0003255,-0.1096306,4.0000000,-0.0613864,1.0878507,23.1754704,-0.1578748,0.0619618
41,565,-6.697107676547412,-11.760248761974866,565.9732666,-0.0041322,45.4545441,-0.0013692,-0.1200354,4.0000000,-0.0559561,1.0874927,23.1349640,-0.1841147,0.0779078
42,565,-6.628998976547412,-11.760248761974866,565.9982300,-0.0094215,44.6280975,-0.0033218,-0.1299353,4.0000000,-0.0525364,1.0870683,23.0796528,-0.2073342,0.0950360
43,566,-6.560890276547412,-11.760248761974866,566.0235596,-0.0050413,45.4545441,-0.0051508,-0.1385199,4.0000000,-0.0518993,1.0868024,23.0443172,-0.2251406,0.1112562
44,566,-6.492781576547412,-11.760248761974866,566.0491943,-0.0109091,43.8016510,-0.0076095,-0.1448249,4.0000000,-0.0531725,1.0867134,23.0313606,-0.2364773,0.1269587
45,566,-6.424672876547412,-11.760248761974866,566.0753174,-0.0071901,45.4545441,-0.0099251,-0.1488746,4.0000000,-0.0562268,1.0867234,23.0306454,-0.2415224,0.1396150
46,566,-6.356564176547412,-11.760248761974866,566.1018066,-0.0039669,45.4545441,-0.0121306,-0.1515565,4.0000000,-0.0603763,1.0869414,23.0641804,-0.2427368,0.1503718
47,566,-6.288455476547412,-11.760248761974866,566.1287842,-0.0109091,43.8016510,-0.0143219,-0.1514634,4.0000000,-0.0659043,1.0875124,23.1274128,-0.2370226,0.1573343
48,566,-6.220346776547412,-11.760248761974866,566.1562500,-0.0084298,44.6280975,-0.0160069,-0.1485898,4.0000000,-0.0729682,1.0881716,23.2133160,-0.2242114,0.1590914
49,565,-8.195499076547412,-11.828357461974866,565.4647827,-0.0011570,48.7603302,-0.0246813,-0.0228391,4.0000000,0.0092344,1.0358109,15.0993395,-0.0549125,0.0589840
50,565,-8.127390376547412,-11.828357461974866,565.4826660,0.0007438,50.4132233,-0.0256971,-0.0269183,4.0000000,-0.0101255,1.0390248,15.7290869,-0.0437111,0.0630929
51,565,-8.059281676547412,-11.828357461974866,565.5012207,0.0019008,51.2396698,-0.0265458,-0.0298612,4.0000000,-0.0308895,1.0424614,16.3873978,-0.0288330,0.0669011
52,565,-7.991172976547412,-11.828357461974866,565.5204468,0.0024793,51.2396698,-0.0268858,-0.0322546,4.0000000,-0.0515284,1.0461079,17.0600548,-0.0129809,0.0696405
53,565,-7.923064276547412,-11.828357461974866,565.5402832,0.0024793,50.4132233,-0.0265947,-0.0330508,4.0000000,-0.0719137,1.0497720,17.6932945,0.0058120,0.0705054
54,565,-7.854955576547412,-11.828357461974866,565.5607300,0.0019008,50.4132233,-0.0260221,-0.0345909,4.0000000,-0.0914033,1.0535359,18.3347569,0.0222215,0.0710679
55,565,-7.786846876547412,-11.828357461974866,565.5817261,0.0007438,50.4132233,-0.0247344,-0.0355546,4.0000000,-0.1087743,1.0573509,18.9389534,0.0376650,0.0696750
56,565,-7.718738176547411,-11.828357461974866,565.6032715,-0.0009091,48.7603302,-0.0231543,-0.0356282,4.0000000,-0.1237217,1.0610625,19.5216427,0.0524653,0.0671653
57,565,-7.650629476547412,-11.828357461974866,565.6252441,-0.0029752,48.7603302,-0.0207064,-0.0367714,4.0000000,-0.1343997,1.0646095,20.0581970,0.0608568,0.0626707
58,565,-7.582520776547412,-11.828357461974866,565.6475830,-0.0053719,47.9338837,-0.0180383,-0.0387408,4.0000000,-0.1424636,1.0680523,20.5512981,0.0649820,0.0577743
59,565,-7.514412076547412,-11.828357461974866,565.6702881,0.0018182,50.4132233,-0.0147524,-0.0419649,4.0000000,-0.1469354,1.0712829,21.0196018,0.0630056,0.0516651
60,565,-7.446303376547411,-11.828357461974866,565.6932373,-0.0013223,49.5867767,-0.0113784,-0.0434955,4.0000000,-0.1462603,1.0742941,21.4325829,0.0592693,0.0441560
61,565,-7.378194676547412,-11.828357461974866,565.7164917,-0.0047934,48.7603302,-0.0080703,-0.0476666,4.0000000,-0.1440961,1.0768974,21.7813606,0.0487629,0.0379477
62,565,-7.310085976547412,-11.828357461974866,565.7398682,-0.0082645,45.4545441,-0.0044582,-0.0540427,4.0000000,-0.1389492,1.0792432,22.0902691,0.0308637,0.0320756
63,565,-7.241977276547412,-11.828357461974866,565.7634888,-0.0021488,48.7603302,-0.0012528,-0.0617726,4.0000000,-0.1328250,1.0812967,22.3594666,0.0092797,0.0283547
64,565,-7.173868576547412,-11.828357461974866,565.7872314,-0.0061983,46.2809906,0.0009925,-0.0678092,4.0000000,-0.1232013,1.0828602,22.5710735,-0.0124172,0.0261428
65,565,-7.105759876547411,-11.828357461974866,565.8110962,-0.0003306,47.9338837,0.0032297,-0.0775463,4.0000000,-0.1141793,1.0841318,22.7206497,-0.0409133,0.0271178
66,565,-7.037651176547412,-11.828357461974866,565.8351440,-0.0048760,46.2809906,0.0046014,-0.0874460,4.0000000,-0.1055902,1.0851842,22.8537540,-0.0693017,0.0313982
67,565,-6.969542476547412,-11.828357461974866,565.8593750,-0.0095041,44.6280975,0.0054802,-0.0981496,4.0000000,-0.0963516,1.0859426,22.9540882,-0.0999476,0.0385551
68,565,-6.901433776547412,-11.828357461974866,565.8837891,-0.0043802,46.2809906,0.0052134,-0.1074905,4.0000000,-0.0877373,1.0864900,23.0070400,-0.1272436,0.0483474
69,565,-6.833325076547411,-11.828357461974866,565.9085083,-0.0094215,44.6280975,0.0047712,-0.1179019,4.0000000,-0.0808097,1.0867933,23.0527725,-0.1549941,0.0607666
70,565,-6.765216376547412,-11.828357461974866,565.9334106,-0.0047934,45.4545441,0.0032293,-0.1265515,4.0000000,-0.0745983,1.0869915,23.0781288,-0.1785047,0.0749916
71,565,-6.697107676547412,-11.828357461974866,565.9586792,-0.0104959,44.6280975,0.0015386,-0.1353715,4.0000000,-0.0703850,1.0872358,23.0994473,-0.2003580,0.0907271
72,565,-6.628998976547412,-11.828357461974866,565.9843140,-0.0062810,45.4545441,-0.0006867,-0.1428013,4.0000000,-0.0680728,1.0874319,23.1240540,-0.2175299,0.1069293
73,566,-6.560890276547412,-11.828357461974866,566.0103149,-0.0024793,46.2809906,-0.0030438,-0.1479699,4.0000000,-0.0675085,1.0877640,23.1634426,-0.2284313,0.1209662
74,566,-6.492781576547412,-11.828357461974866,566.0368042,-0.0090909,45.4545441,-0.0053417,-0.1521955,4.0000000,-0.0694564,1.0881900,23.2130108,-0.2349346,0.1340712
75,566,-6.424672876547412,-11.828357461974866,566.0637207,-0.0061157,45.4545441,-0.0075853,-0.1541757,4.0000000,-0.0726384,1.0887946,23.2916508,-0.2357130,0.1440715
76,566,-6.356564176547412,-11.828357461974866,566.0911255,-0.0037190,46.2809906,-0.0096372,-0.1543953,4.0000000,-0.0775607,1.0896329,23.3897991,-0.2312298,0.1512380
77,566,-6.288455476547412,-11.828357461974866,566.1190796,-0.0114876,43.8016510,-0.0120972,-0.1511080,4.0000000,-0.0824112,1.0906483,23.5161209,-0.2198049,0.1543611
78,566,-6.220346776547412,-11.828357461974866,566.1475220,-0.0098347,45.4545441,-0.0135908,-0.1464170,4.0000000,-0.0889931,1.0917830,23.6549339,-0.2038410,0.1530848
79,565,-8.195499076547412,-11.896466161974868,565.4591064,-0.0054545,47.1074371,-0.0211153,-0.0212326,4.0000000,-0.0007949,1.0344994,14.8187151,-0.0416703,0.0502838
80,565,-8.127390376547412,-11.896466161974868,565.4764404,-0.0030579,47.9338837,-0.0215969,-0.0260737,4.0000000,-0.0196254,1.0373570,15.4076252,-0.0325221,0.0530996
81,565,-8.059281676547412,-11.896466161974868,565.4943237,-0.0014050,50.4132233,-0.0220424,-0.0296244,4.0000000,-0.0395813,1.0404872,16.0177822,-0.0196675,0.0558804
82,565,-7.991172976547412,-11.896466161974868,565.5128784,-0.0001653,50.4132233,-0.0220134,-0.0337092,4.0000000,-0.0597136,1.0438415,16.6452179,-0.0077047,0.0580158
83,565,-7.923064276547412,-11.896466161974868,565.5320435,0.0004132,50.4132233,-0.0215384,-0.0360235,4.0000000,-0.0794062,1.0472186,17.2497482,0.0073593,0.0587484
84,565,-7.854955576547412,-11.896466161974868,565.5517578,0.0004959,50.4132233,-0.0206432,-0.0398473,4.0000000,-0.0975326,1.0506873,17.8542042,0.0178380,0.0592015
85,565,-7.786846876547412,-11.896466161974868,565.5720215,0.0000000,49.5867767,-0.0192653,-0.0417273,4.0000000,-0.1122034,1.0541904,18.4419994,0.0287489,0.0578027
86,565,-7.718738176547411,-11.896466161974868,565.5927734,-0.0009917,48.7603302,-0.0175684,-0.0439028,4.0000000,-0.1258028,1.0577348,19.0016289,0.0379973,0.0557676
87,565,-7.650629476547412,-11.896466161974868,565.6140137,-0.0023967,48.7603302,-0.0151714,-0.0472445,4.0000000,-0.1361354,1.0611006,19.5252151,0.0416463,0.0524767
88,565,-7.582520776547412,-11.896466161974868,565.6356201,-0.0041322,47.9338837,-0.0126061,-0.0509924,4.0000000,-0.1441677,1.0644386,20.0296631,0.0421830,0.0489855
89,565,-7.514412076547412,-11.896466161974868,565.6576538,-0.0063636,47.9338837,-0.0096120,-0.0553091,4.0000000,-0.1484239,1.0676345,20.4919968,0.0378056,0.0446313
90,565,-7.446303376547411,-11.896466161974868,565.6799927,-0.0090083,46.2809906,-0.0062596,-0.0597088,4.0000000,-0.1488247,1.0705662,20.9190903,0.0294071,0.0392832
91,565,-7.378194676547412,-11.896466161974868,565.7026367,-0.0019008,49.5867767,-0.0029106,-0.0663497,4.0000000,-0.1479122,1.0732840,21.2933483,0.0152128,0.0354585
92,565,-7.310085976547412,-11.896466161974868,565.7255859,-0.0049587,46.2809906,0.0002804,-0.0724885,4.0000000,-0.1425735,1.0757115,21.6286449,-0.0024035,0.0316744
93,565,-7.241977276547412,-11.896466161974868,565.7487793,-0.0085124,46.2809906,0.0032951,-0.0806490,4.0000000,-0.1367248,1.0779935,21.9217415,-0.0245732,0.0302032
94,565,-7.173868576547412,-11.896466161974868,565.7722778,-0.0022314,48.7603302,0.0054746,-0.0879993,4.0000000,-0.1287490,1.0798826,22.1748791,-0.0472497,0.0305446
95,565,-7.105759876547411,-11.896466161974868,565.7960205,-0.0061983,46.2809906,0.0074095,-0.0972174,4.0000000,-0.1203250,1.0813664,22.3771954,-0.0741099,0.0337063
96,565,-7.037651176547412,-11.896466161974868,565.8200073,-0.0006612,48.7603302,0.0083804,-0.1056299,4.0000000,-0.1119522,1.0827737,22.5416813,-0.0993075,0.0392756
97,565,-6.969542476547412,-11.896466161974868,565.8443604,-0.0052893,46.2809906,0.0091146,-0.1157265,4.0000000,-0.1044426,1.0839022,22.6929092,-0.1270104,0.0481003
98,565,-6.901433776547412,-11.896466161974868,565.8689575,-0.0103306,44.6280975,0.0086693,-0.1241769,4.0000000,-0.0964225,1.0849190,22.8193054,-0.1519314,0.0589010
99,565,-6.833325076547411,-11.896466161974868,565.8939819,-0.0057025,45.4545441,0.0077016,-0.1325150,4.0000000,-0.0900375,1.0858418,22.9276257,-0.1749926,0.0717727
100,565,-6.765216376547412,-11.896466161974868,565.9193726,-0.0114050,44.6280975,0.0059114,-0.1395717,4.0000000,-0.0847748,1.0865495,23.0181465,-0.1943686,0.0858704
101,565,-6.697107676547412,-11.896466161974868,565.9451904,-0.0076033,45.4545441,0.0041885,-0.1464276,4.0000000,-0.0816109,1.0873513,23.1130543,-0.2112444,0.1002354
102,565,-6.628998976547412,-11.896466161974868,565.9714355,-0.0040496,46.2809906,0.0017683,-0.1508700,4.0000000,-0.0799151,1.0882181,23.2226067,-0.2218249,0.1136194
103,565,-6.560890276547412,-11.896466161974868,565.9982300,-0.0108264,44.6280975,-0.0008025,-0.1542354,4.0000000,-0.0805939,1.0891387,23.3259583,-0.2278768,0.1263348
104,566,-6.492781576547412,-11.896466161974868,566.0255127,-0.0081818,44.6280975,-0.0031936,-0.1557270,4.0000000,-0.0824262,1.0900619,23.4459095,-0.2290278,0.1360237
105,566,-6.424672876547412,-11.896466161974868,566.0532837,-0.0060331,45.4545441,-0.0055386,-0.1556419,4.0000000,-0.0856792,1.0913029,23.5927658,-0.2256045,0.1435187
106,566,-6.356564176547412,-11.896466161974868,566.0816650,-0.0043802,46.2809906,-0.0078795,-0.1533536,4.0000000,-0.0899551,1.0926824,23.7529430,-0.2167521,0.1478591
107,566,-6.288455476547412,-11.896466161974868,566.1105347,-0.0030579,46.2809906,-0.0099512,-0.1488253,4.0000000,-0.0955148,1.0940837,23.9323235,-0.2021358,0.1483910
108,566,-6.220346776547412,-11.896466161974868,566.1399536,-0.0122314,45.4545441,-0.0118276,-0.1413394,4.0000000,-0.0996217,1.0956514,24.1132030,-0.1830570,0.1440218
109,566,-6.152238076547412,-11.896466161974868,566.1698608,-0.0119008,45.4545441,-0.0130354,-0.1335017,4.0000000,-0.1039273,1.0971650,24.2895699,-0.1630760,0.1377272
110,565,-8.195499076547412,-11.964574861974867,565.4529419,0.0008264,50.4132233,-0.0174989,-0.0214664,4.0000000,-0.0107815,1.0333500,14.5691710,-0.0321512,0.0419208
111,565,-8.127390376547412,-11.964574861974867,565.4697876,-0.0063636,46.2809906,-0.0176897,-0.0263661,4.0000000,-0.0282929,1.0359616,15.1245193,-0.0244394,0.0439595
112,565,-8.059281676547412,-11.964574861974867,565.4871216,-0.0042149,47.9338837,-0.0176423,-0.0307487,4.0000000,-0.0461893,1.0388045,15.6950283,-0.0153081,0.0456553
113,565,-7.991172976547412,-11.964574861974867,565.5051270,-0.0024793,49.5867767,-0.0174015,-0.0349855,4.0000000,-0.0639211,1.0418334,16.2765846,-0.0060499,0.0471630
114,565,-7.923064276547412,-11.964574861974867,565.5236206,-0.0014050,49.5867767,-0.0166604,-0.0394026,4.0000000,-0.0823015,1.0449482,16.8463497,0.0034963,0.0478515
115,565,-7.854955576547412,-11.964574861974867,565.5427246,-0.0007438,48.7603302,-0.0156760,-0.0442751,4.0000000,-0.0988575,1.0481964,17.4188919,0.0103074,0.0484380
116,565,-7.786846876547412,-11.964574861974867,565.5623169,-0.0007438,48.7603302,-0.0143545,-0.0481681,4.0000000,-0.1139030,1.0514330,17.9855099,0.0175667,0.0480539
117,565,-7.718738176547411,-11.964574861974867,565.5823975,-0.0011570,48.7603302,-0.0123859,-0.0519184,4.0000000,-0.1261123,1.0547271,18.5201511,0.0222755,0.0461268
118,565,-7.650629476547412,-11.964574861974867,565.6029663,-0.0019835,47.9338837,-0.0101289,-0.0574179,4.0000000,-0.1369541,1.0578942,19.0331535,0.0221183,0.0446091
119,565,-7.582520776547412,-11.964574861974867,565.6239014,-0.0031405,47.9338837,-0.0073562,-0.0626998,4.0000000,-0.1437733,1.0610963,19.5310879,0.0183737,0.0418286
120,565,-7.514412076547412,-11.964574861974867,565.6453247,-0.0047934,47.9338837,-0.0043456,-0.0689669,4.0000000,-0.1482908,1.0642017,19.9919262,0.0103570,0.0392557
121,565,-7.446303376547411,-11.964574861974867,565.6671143,-0.0070248,47.9338837,-0.0012082,-0.0752271,4.0000000,-0.1496757,1.0671408,20.4264259,-0.0007784,0.0365133
122,565,-7.378194676547412,-11.964574861974867,565.6893311,-0.0094215,46.2809906,0.0021345,-0.0827397,4.0000000,-0.1483214,1.0699483,20.8224564,-0.0171580,0.0344047
123,565,-7.310085976547412,-11.964574861974867,565.7118530,-0.0021488,49.5867767,0.0050958,-0.0902238,4.0000000,-0.1452636,1.0724323,21.1806431,-0.0351841,0.0335687
124,565,-7.241977276547412,-11.964574861974867,565.7347412,-0.0053719,46.2809906,0.0077874,-0.0981083,4.0000000,-0.1395568,1.0748365,21.5099220,-0.0566597,0.0340627
125,565,-7.173868576547412,-11.964574861974867,565.7580566,-0.0088430,46.2809906,0.0097755,-0.1056173,4.0000000,-0.1327100,1.0770926,21.7997665,-0.0785247,0.0363781
126,565,-7.105759876547411,-11.964574861974867,565.7817383,-0.0027273,47.1074371,0.0114612,-0.1144370,4.0000000,-0.1255317,1.0789702,22.0524712,-0.1033423,0.0413876
127,565,-7.037651176547412,-11.964574861974867,565.8057861,-0.0071074,45.4545441,0.0121798,-0.1221653,4.0000000,-0.1172629,1.0806724,22.2833309,-0.1270676,0.0481859
128,565,-6.969542476547412,-11.964574861974867,565.8302612,-0.0018182,47.1074371,0.0125663,-0.1307046,4.0000000,-0.1105704,1.0822488,22.4748955,-0.1508389,0.0575651
129,565,-6.901433776547412,-11.964574861974867,565.8551636,-0.0071074,45.4545441,0.0119086,-0.1378555,4.0000000,-0.1038085,1.0837551,22.6673889,-0.1719025,0.0685361
130,565,-6.833325076547411,-11.964574861974867,565.8805542,-0.0028099,46.2809906,0.0106758,-0.1447060,4.0000000,-0.0986471,1.0852183,22.8518181,-0.1907649,0.0813290
131,565,-6.765216376547412,-11.964574861974867,565.9064331,-0.0090083,45.4545441,0.0086850,-0.1499663,4.0000000,-0.0944635,1.0864781,23.0061607,-0.2054690,0.0943804
132,565,-6.697107676547412,-11.964574861974867,565.9328003,-0.0056198,45.4545441,0.0066417,-0.1552288,4.0000000,-0.0916858,1.0878638,23.1796703,-0.2187717,0.1081393
133,565,-6.628998976547412,-11.964574861974867,565.9597778,-0.0127273,44.6280975,0.0040073,-0.1573454,4.0000000,-0.0909379,1.0893883,23.3602524,-0.2237530,0.1192312
134,565,-6.560890276547412,-11.964574861974867,565.9873047,-0.0101653,43.8016510,0.0010357,-0.1579026,4.0000000,-0.0920212,1.0908542,23.5406723,-0.2237840,0.1292176
135,566,-6.492781576547412,-11.964574861974867,566.0153809,-0.0081818,44.6280975,-0.0014202,-0.1578730,4.0000000,-0.0936593,1.0923793,23.7244740,-0.2220867,0.1370145
136,566,-6.424672876547412,-11.964574861974867,566.0440063,-0.0068595,46.2809906,-0.0037672,-0.1554035,4.0000000,-0.0965174,1.0942094,23.9430943,-0.2142897,0.1410419
137,566,-6.356564176547412,-11.964574861974867,566.0733032,-0.0059504,46.2809906,-0.0061932,-0.1510051,4.0000000,-0.0997423,1.0960718,24.1593075,-0.2022679,0.1424800
138,566,-6.288455476547412,-11.964574861974867,566.1030884,-0.0054545,46.2809906,-0.0084737,-0.1430154,4.0000000,-0.1027700,1.0978971,24.3801880,-0.1832607,0.1383342
139,566,-6.220346776547412,-11.964574861974867,566.1334229,-0.0055372,47.9338837,-0.0100601,-0.1350610,4.0000000,-0.1057031,1.0997789,24.5926628,-0.1644190,0.1327431
140,566,-6.152238076547412,-11.964574861974867,566.1642456,-0.0060331,47.9338837,-0.0114520,-0.1251744,4.0000000,-0.1078955,1.1015135,24.7918491,-0.1424533,0.1243927
141,565,-8.195499076547412,-12.032683561974867,565.4464111,-0.0027273,47.9338837,-0.0140365,-0.0230118,4.0000000,-0.0201602,1.0322773,14.3577433,-0.0258634,0.0342606
142,565,-8.127390376547412,-12.032683561974867,565.4627686,0.0004959,50.4132233,-0.0140347,-0.0278177,4.0000000,-0.0354062,1.0347543,14.8747644,-0.0202291,0.0357874
143,565,-8.059281676547412,-12.032683561974867,565.4796753,-0.0068595,45.4545441,-0.0136204,-0.0330444,4.0000000,-0.0508114,1.0373920,15.4064445,-0.0152774,0.0367992
144,565,-7.991172976547412,-12.032683561974867,565.4971313,-0.0047107,48.7603302,-0.0131264,-0.0382742,4.0000000,-0.0672427,1.0401213,15.9586306,-0.0093057,0.0380042
145,565,-7.923064276547412,-12.032683561974867,565.5150757,-0.0031405,48.7603302,-0.0124181,-0.0425096,4.0000000,-0.0829277,1.0429509,16.4854927,-0.0020915,0.0386387
146,565,-7.854955576547412,-12.032683561974867,565.5335693,-0.0020661,48.7603302,-0.0111543,-0.0487626,4.0000000,-0.0983705,1.0459542,17.0305710,0.0008453,0.0391572
147,565,-7.786846876547412,-12.032683561974867,565.5525513,-0.0015702,48.7603302,-0.0097053,-0.0540274,4.0000000,-0.1126164,1.0490025,17.5693092,0.0045615,0.0391688
148,565,-7.718738176547411,-12.032683561974867,565.5720825,-0.0014876,48.7603302,-0.0076333,-0.0596907,4.0000000,-0.1238382,1.0520352,18.0815907,0.0044569,0.0381468
