OID_,Clips_DEM_Small_S5_60_Reg7,X,Y,DEM_Small_S5_60_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1,575,13.667393623452586,-14.825140261974861,575.9776611,-0.0046281,48.7603302,-0.0079848,-0.0189847,4.0000000,-0.1080779,1.1903609,32.8569641,0.0701084,0.0418466
2,576,13.735502323452586,-14.825140261974861,576.0067749,-0.0042149,48.7603302,-0.0073988,-0.0217804,4.0000000,-0.1072744,1.1963536,33.3031273,0.0637136,0.0418868
3,576,13.803611023452588,-14.825140261974861,576.0363770,-0.0039669,48.7603302,-0.0066682,-0.0238365,4.0000000,-0.1047124,1.2025731,33.7444534,0.0570394,0.0407852
4,576,13.871719723452587,-14.825140261974861,576.0664673,-0.0042149,48.7603302,-0.0059662,-0.0246840,4.0000000,-0.1005468,1.2087538,34.1910286,0.0511787,0.0388956
5,576,13.939828423452587,-14.825140261974861,576.0971069,-0.0049587,48.7603302,-0.0051872,-0.0259292,4.0000000,-0.0957337,1.2148938,34.6122627,0.0438753,0.0366345
6,575,13.463067523452587,-14.893248961974860,575.8616333,0.0017355,49.5867767,-0.0087549,-0.0164144,4.0000000,-0.1113475,1.1700976,31.2722645,0.0785187,0.0402858
7,575,13.531176223452587,-14.893248961974860,575.8888550,-0.0058678,48.7603302,-0.0083415,-0.0208846,4.0000000,-0.1143552,1.1753289,31.7021523,0.0725861,0.0419154
8,575,13.599284923452586,-14.893248961974860,575.9164429,-0.0037190,48.7603302,-0.0076613,-0.0250848,4.0000000,-0.1155633,1.1810066,32.1462097,0.0653936,0.0426186
9,575,13.667393623452586,-14.893248961974860,575.9445190,-0.0019835,49.5867767,-0.0070673,-0.0276089,4.0000000,-0.1151991,1.1869059,32.5918961,0.0599812,0.0427947
10,575,13.735502323452586,-14.893248961974860,575.9730225,-0.0010744,49.5867767,-0.0063861,-0.0313175,4.0000000,-0.1156036,1.1929423,33.0442505,0.0529686,0.0435788
11,576,13.803611023452588,-14.893248961974860,576.0020142,-0.0002479,49.5867767,-0.0056321,-0.0336026,4.0000000,-0.1134419,1.1992000,33.5050507,0.0462368,0.0429634
12,576,13.871719723452587,-14.893248961974860,576.0316162,0.0000000,49.5867767,-0.0048208,-0.0353726,4.0000000,-0.1100044,1.2055851,33.9651794,0.0392592,0.0415429
13,576,13.939828423452587,-14.893248961974860,576.0617676,-0.0001653,49.5867767,-0.0040594,-0.0362827,4.0000000,-0.1051996,1.2118564,34.4031372,0.0326343,0.0393459
14,576,14.007937123452587,-14.893248961974860,576.0924683,-0.0009917,49.5867767,-0.0033686,-0.0372159,4.0000000,-0.1004802,1.2182651,34.8391876,0.0260485,0.0373451
15,576,14.076045823452587,-14.893248961974860,576.1238403,-0.0023140,49.5867767,-0.0029207,-0.0365627,4.0000000,-0.0950647,1.2245426,35.2587585,0.0219394,0.0349669
16,576,14.144154523452587,-14.893248961974860,576.1558228,-0.0042149,48.7603302,-0.0025272,-0.0346975,4.0000000,-0.0883090,1.2305263,35.6571579,0.0189140,0.0315766
17,576,14.212263223452586,-14.893248961974860,576.1883545,-0.0065289,48.7603302,-0.0022766,-0.0322669,4.0000000,-0.0814684,1.2363716,36.0276833,0.0169346,0.0283539
18,576,14.280371923452588,-14.893248961974860,576.2214966,0.0006612,49.5867767,-0.0019957,-0.0297538,4.0000000,-0.0743699,1.2418964,36.3812675,0.0148623,0.0248905
19,575,13.463067523452587,-14.961357661974860,575.8303833,0.0023967,49.5867767,-0.0078957,-0.0228877,4.0000000,-0.1145559,1.1663032,30.9687710,0.0687806,0.0395165
20,575,13.531176223452587,-14.961357661974860,575.8569946,-0.0046281,48.7603302,-0.0073922,-0.0281372,4.0000000,-0.1185996,1.1715665,31.3934536,0.0623251,0.0416916
21,575,13.599284923452586,-14.961357661974860,575.8840332,-0.0019008,49.5867767,-0.0067605,-0.0329448,4.0000000,-0.1214662,1.1771127,31.8407822,0.0555766,0.0435710
22,575,13.667393623452586,-14.961357661974860,575.9114380,0.0004132,49.5867767,-0.0061410,-0.0362483,4.0000000,-0.1224069,1.1829593,32.2937775,0.0499102,0.0446764
23,575,13.735502323452586,-14.961357661974860,575.9393921,-0.0080992,48.7603302,-0.0052719,-0.0402149,4.0000000,-0.1226634,1.1890259,32.7558708,0.0422337,0.0454181
24,575,13.803611023452588,-14.961357661974860,575.9678345,-0.0067769,48.7603302,-0.0044468,-0.0428994,4.0000000,-0.1210384,1.1953135,33.2271423,0.0352396,0.0452756
25,575,13.871719723452587,-14.961357661974860,575.9968262,-0.0060331,48.7603302,-0.0035154,-0.0454813,4.0000000,-0.1183433,1.2018948,33.6922340,0.0273807,0.0444447
26,576,13.939828423452587,-14.961357661974860,576.0264893,-0.0057025,48.7603302,-0.0027383,-0.0470106,4.0000000,-0.1147684,1.2082791,34.1525078,0.0207472,0.0431618
27,576,14.007937123452587,-14.961357661974860,576.0567017,-0.0060331,48.7603302,-0.0021588,-0.0471676,4.0000000,-0.1099156,1.2147173,34.6055374,0.0155804,0.0411594
28,576,14.076045823452587,-14.961357661974860,576.0876465,-0.0068595,48.7603302,-0.0017159,-0.0462657,4.0000000,-0.1041740,1.2212173,35.0364914,0.0116426,0.0384565
29,576,14.144154523452587,-14.961357661974860,576.1191406,-0.0083471,48.7603302,-0.0013581,-0.0446926,4.0000000,-0.0978988,1.2274270,35.4541054,0.0085136,0.0352983
