OID_,Clips_DEM_Small_S5_60_Reg6,X,Y,DEM_Small_S5_60_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1,573,8.695458523452587,-16.391640361974865,573.2133179,-0.0007438,48.7603302,-0.0059347,-0.0280753,4.0000000,-0.0560439,1.1843683,32.3982353,-0.0001067,0.0320455
2,573,8.763567223452586,-16.391640361974865,573.2409058,0.0014876,48.7603302,-0.0064095,-0.0312024,4.0000000,-0.0585816,1.1889328,32.7461014,-0.0038232,0.0362260
3,573,8.831675923452586,-16.391640361974865,573.2692871,-0.0068595,47.9338837,-0.0068978,-0.0333181,4.0000000,-0.0594645,1.1939137,33.1172180,-0.0071717,0.0400838
4,573,8.899784623452586,-16.391640361974865,573.2985229,-0.0061157,47.1074371,-0.0071372,-0.0349721,4.0000000,-0.0585192,1.1993243,33.5102234,-0.0114250,0.0426815
5,573,8.967893323452586,-16.391640361974865,573.3286743,-0.0061983,47.9338837,-0.0072910,-0.0351285,4.0000000,-0.0558005,1.2048492,33.9087715,-0.0144566,0.0439696
6,573,9.036002023452586,-16.391640361974865,573.3596802,-0.0073554,45.4545441,-0.0075609,-0.0361452,4.0000000,-0.0535189,1.2104951,34.3030472,-0.0187714,0.0463196
7,573,9.104110723452585,-16.391640361974865,573.3916016,0.0008264,49.5867767,-0.0077384,-0.0355041,4.0000000,-0.0496899,1.2165160,34.7175369,-0.0213183,0.0472239
8,573,9.172219423452585,-16.391640361974865,573.4244995,-0.0019008,45.4545441,-0.0076917,-0.0341708,4.0000000,-0.0445869,1.2224799,35.1217499,-0.0237546,0.0465858
9,573,9.240328123452587,-16.391640361974865,573.4582520,-0.0054545,45.4545441,-0.0077054,-0.0322932,4.0000000,-0.0390207,1.2283843,35.5119934,-0.0255657,0.0458679
10,573,8.491132423452587,-16.459749061974865,573.1014404,0.0016529,48.7603302,-0.0035122,-0.0244801,4.0000000,-0.0508147,1.1740813,31.6035786,0.0018544,0.0197613
11,573,8.559241123452587,-16.459749061974865,573.1267700,-0.0040496,47.9338837,-0.0039839,-0.0273990,4.0000000,-0.0547806,1.1775485,31.8743782,-0.0000173,0.0233260
12,573,8.627349823452587,-16.459749061974865,573.1528320,-0.0003306,47.9338837,-0.0044030,-0.0302473,4.0000000,-0.0585490,1.1814641,32.1814537,-0.0019457,0.0269362
13,573,8.695458523452587,-16.459749061974865,573.1795654,-0.0073554,47.1074371,-0.0047166,-0.0321739,4.0000000,-0.0602058,1.1856270,32.4974747,-0.0041421,0.0297216
14,573,8.763567223452586,-16.459749061974865,573.2070312,-0.0050413,47.1074371,-0.0051516,-0.0351355,4.0000000,-0.0625666,1.1901853,32.8395500,-0.0077044,0.0338222
15,573,8.831675923452586,-16.459749061974865,573.2352905,-0.0033058,47.9338837,-0.0055880,-0.0380666,4.0000000,-0.0645721,1.1951495,33.2068253,-0.0115611,0.0381942
16,573,8.899784623452586,-16.459749061974865,573.2644043,-0.0023967,49.5867767,-0.0058627,-0.0393841,4.0000000,-0.0641465,1.2005481,33.6008530,-0.0146218,0.0408925
17,573,8.967893323452586,-16.459749061974865,573.2944336,-0.0024793,48.7603302,-0.0060434,-0.0400395,4.0000000,-0.0623864,1.2061490,33.9986000,-0.0176926,0.0427000
18,573,9.036002023452586,-16.459749061974865,573.3253174,-0.0034711,48.7603302,-0.0063565,-0.0405546,4.0000000,-0.0598995,1.2118644,34.3979073,-0.0212098,0.0449356
19,573,9.104110723452585,-16.459749061974865,573.3571167,-0.0052066,45.4545441,-0.0064283,-0.0408180,4.0000000,-0.0564643,1.2179558,34.8172760,-0.0251718,0.0459110
20,573,9.172219423452585,-16.459749061974865,573.3898926,-0.0078512,45.4545441,-0.0064305,-0.0395275,4.0000000,-0.0514932,1.2239926,35.2227097,-0.0275618,0.0453110
21,573,9.240328123452587,-16.459749061974865,573.4235229,-0.0013223,45.4545441,-0.0064008,-0.0383930,4.0000000,-0.0468723,1.2300644,35.6198120,-0.0299137,0.0447070
22,573,9.308436823452586,-16.459749061974865,573.4581299,-0.0055372,45.4545441,-0.0063638,-0.0358191,5.0000000,-0.0404828,1.2362467,36.0208130,-0.0311555,0.0429751
23,573,9.376545523452586,-16.459749061974865,573.4935913,-0.0007438,45.4545441,-0.0060324,-0.0311409,4.0000000,-0.0329665,1.2420752,36.3930054,-0.0293153,0.0386594
24,572,8.286806323452586,-16.527857761974865,572.9951782,-0.0017355,47.9338837,-0.0013807,-0.0214189,4.0000000,-0.0410689,1.1667150,31.0084572,-0.0017688,0.0096452
25,573,8.354915023452586,-16.527857761974865,573.0188599,-0.0056198,47.9338837,-0.0016343,-0.0242346,4.0000000,-0.0458176,1.1691102,31.2010288,-0.0026515,0.0119299
26,573,8.423023723452587,-16.527857761974865,573.0430298,0.0000000,48.7603302,-0.0019067,-0.0270076,4.0000000,-0.0503646,1.1718951,31.4257793,-0.0036507,0.0144746
27,573,8.491132423452587,-16.527857761974865,573.0677490,-0.0048760,47.1074371,-0.0022597,-0.0300568,4.0000000,-0.0547993,1.1748611,31.6617870,-0.0053142,0.0176564
