OID_,Clips_DEM_Small_S5_60_Reg15,X,Y,DEM_Small_S5_60_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1,568,-16.709086576547410,0.294991138025141,568.3721313,0.0020661,48.7603302,-0.0048542,-0.0190711,4.0000000,0.0202260,1.1451739,29.1682167,-0.0583682,0.0180293
2,568,-16.640977876547410,0.294991138025141,568.3622437,0.0017355,48.7603302,-0.0045932,-0.0214173,4.0000000,0.0142220,1.1479021,29.4207668,-0.0570566,0.0178933
3,568,-16.572869176547410,0.294991138025141,568.3525391,0.0013223,48.7603302,-0.0042390,-0.0234811,4.0000000,0.0088229,1.1505767,29.6599674,-0.0557851,0.0174439
4,568,-16.504760476547411,0.294991138025141,568.3429565,0.0009091,48.7603302,-0.0039518,-0.0254099,4.0000000,0.0038708,1.1532805,29.8891850,-0.0546907,0.0172537
5,568,-16.436651776547411,0.294991138025141,568.3335571,0.0003306,47.9338837,-0.0036246,-0.0269441,4.0000000,-0.0022276,1.1558257,30.1048012,-0.0516606,0.0169309
6,568,-16.368543076547411,0.294991138025141,568.3243408,-0.0008264,47.9338837,-0.0033976,-0.0262772,4.0000000,-0.0048074,1.1582410,30.3121185,-0.0477470,0.0161756
7,568,-16.300434376547408,0.294991138025141,568.3153687,-0.0019835,47.9338837,-0.0031068,-0.0257346,4.0000000,-0.0075345,1.1605771,30.5129395,-0.0439347,0.0152208
8,568,-16.232325676547411,0.294991138025141,568.3066406,-0.0031405,47.9338837,-0.0028469,-0.0250286,4.0000000,-0.0111341,1.1628319,30.6991119,-0.0389231,0.0143572
9,568,-16.164216976547408,0.294991138025141,568.2980957,-0.0046281,47.9338837,-0.0026410,-0.0244158,4.0000000,-0.0141324,1.1649560,30.8750744,-0.0346991,0.0136749
10,568,-16.096108276547408,0.294991138025141,568.2898560,-0.0062810,47.1074371,-0.0025240,-0.0221548,4.0000000,-0.0137179,1.1670640,31.0436649,-0.0305917,0.0126765
11,568,-16.027999576547408,0.294991138025141,568.2817993,0.0018182,48.7603302,-0.0024786,-0.0207558,4.0000000,-0.0147748,1.1691766,31.2180405,-0.0267368,0.0122801
12,568,-15.959890876547409,0.294991138025141,568.2739868,-0.0003306,48.7603302,-0.0024178,-0.0196272,4.0000000,-0.0161121,1.1712043,31.3850765,-0.0231423,0.0119143
13,568,-16.777195276547410,0.226882438025141,568.3458252,-0.0017355,47.9338837,-0.0048837,-0.0228077,4.0000000,0.0276570,1.1420622,28.8924809,-0.0732724,0.0184272
14,568,-16.709086576547410,0.226882438025141,568.3354492,-0.0017355,47.9338837,-0.0045831,-0.0268265,4.0000000,0.0204950,1.1449357,29.1488018,-0.0741480,0.0186855
15,568,-16.640977876547410,0.226882438025141,568.3251953,-0.0017355,47.9338837,-0.0041755,-0.0311936,4.0000000,0.0128748,1.1476142,29.3924656,-0.0752621,0.0189691
16,568,-16.572869176547410,0.226882438025141,568.3150635,-0.0017355,48.7603302,-0.0037785,-0.0332483,4.0000000,0.0075681,1.1502953,29.6274090,-0.0740647,0.0186649
17,568,-16.504760476547411,0.226882438025141,568.3050537,-0.0017355,48.7603302,-0.0034776,-0.0351854,4.0000000,0.0028095,1.1529481,29.8570404,-0.0731803,0.0187058
18,568,-16.436651776547411,0.226882438025141,568.2952271,-0.0019835,48.7603302,-0.0031419,-0.0368509,4.0000000,-0.0023851,1.1554404,30.0705528,-0.0713166,0.0186142
19,568,-16.368543076547411,0.226882438025141,568.2856445,-0.0028099,47.9338837,-0.0028914,-0.0372021,4.0000000,-0.0055222,1.1578712,30.2843590,-0.0688820,0.0182043
20,568,-16.300434376547408,0.226882438025141,568.2763062,-0.0036364,47.9338837,-0.0026039,-0.0371508,4.0000000,-0.0089959,1.1603352,30.4923782,-0.0653057,0.0175184
21,568,-16.232325676547411,0.226882438025141,568.2671509,-0.0044628,47.9338837,-0.0023254,-0.0369131,4.0000000,-0.0125230,1.1626954,30.6861820,-0.0613032,0.0167796
22,568,-16.164216976547408,0.226882438025141,568.2583008,-0.0055372,47.9338837,-0.0021698,-0.0352368,4.0000000,-0.0141051,1.1648831,30.8629799,-0.0563685,0.0157310
23,568,-16.096108276547408,0.226882438025141,568.2496948,-0.0068595,47.1074371,-0.0020937,-0.0329551,4.0000000,-0.0136683,1.1670148,31.0411892,-0.0522419,0.0146103
24,568,-16.027999576547408,0.226882438025141,568.2413330,0.0015702,48.7603302,-0.0019691,-0.0324759,4.0000000,-0.0157348,1.1690856,31.2162209,-0.0492171,0.0142020
25,568,-15.959890876547409,0.226882438025141,568.2332153,-0.0002479,48.7603302,-0.0018766,-0.0311045,4.0000000,-0.0165389,1.1711625,31.3794613,-0.0456702,0.0134766
26,568,-15.891782176547409,0.226882438025141,568.2253418,-0.0022314,48.7603302,-0.0018649,-0.0293118,4.0000000,-0.0161939,1.1732647,31.5365639,-0.0424297,0.0128347
27,568,-15.823673476547409,0.226882438025141,568.2177124,-0.0046281,47.9338837,-0.0018476,-0.0274569,4.0000000,-0.0153239,1.1753005,31.7103882,-0.0395899,0.0121567
28,568,-15.755564776547409,0.226882438025141,568.2103271,0.0026446,49.5867767,-0.0018199,-0.0271076,4.0000000,-0.0174891,1.1773618,31.8724041,-0.0367261,0.0121538
29,568,-15.687456076547409,0.226882438025141,568.2031860,-0.0001653,48.7603302,-0.0019566,-0.0252200,4.0000000,-0.0168814,1.1794963,32.0306358,-0.0335587,0.0121039
30,568,-15.619347376547410,0.226882438025141,568.1962891,-0.0029752,48.7603302,-0.0021195,-0.0236137,4.0000000,-0.0156759,1.1816744,32.1985741,-0.0315514,0.0122560
31,568,-15.551238676547410,0.226882438025141,568.1895752,-0.0060331,47.9338837,-0.0023363,-0.0226922,4.0000000,-0.0158324,1.1839652,32.3781204,-0.0295520,0.0129401
32,568,-15.483129976547410,0.226882438025141,568.1831055,0.0004132,49.5867767,-0.0024774,-0.0215501,4.0000000,-0.0163007,1.1862938,32.5580215,-0.0267996,0.0133015
33,568,-15.415021276547410,0.226882438025141,568.1768799,-0.0031405,48.7603302,-0.0026760,-0.0197577,4.0000000,-0.0153250,1.1887170,32.7390823,-0.0241903,0.0136628
34,568,-15.346912576547410,0.226882438025141,568.1708984,0.0029752,49.5867767,-0.0028851,-0.0183568,4.0000000,-0.0140270,1.1913207,32.9289093,-0.0226867,0.0142014
35,568,-15.278803876547411,0.226882438025141,568.1651001,-0.0012397,49.5867767,-0.0031526,-0.0168950,4.0000000,-0.0138072,1.1940169,33.1254539,-0.0199828,0.0150614
36,568,-15.210695176547409,0.226882438025141,568.1594849,-0.0055372,48.7603302,-0.0034055,-0.0159060,4.0000000,-0.0135746,1.1967936,33.3402824,-0.0182373,0.0160178
