OID_,ClipsFinal_DEM_Large_S3_RegS2,X,Y,DEM_Large_S15_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1,-12,-2.378457611150471,21.796239127536481,-12.7546825,-0.0003306,19.8347111,-0.1546545,-0.0651658,4.0000000,0.2107432,1.0223808,12.0124454,-0.3410748,0.3532030
2,-12,-2.371000971150471,21.796239127536481,-12.7530985,-0.0021488,10.7438021,-0.1454665,-0.0482485,4.0000000,0.2100088,1.0230497,12.1873407,-0.3065059,0.3265754
3,-12,-2.363544331150471,21.796239127536481,-12.7514925,-0.0039669,1.6528926,-0.1351562,-0.0301417,4.0000000,0.2090798,1.0236685,12.3467188,-0.2693631,0.2994833
4,-12,-2.356087691150471,21.796239127536481,-12.7498674,0.0049587,49.5867767,-0.1246977,-0.0120532,4.0000000,0.2084166,1.0242420,12.4928541,-0.2325230,0.2746842
5,-12,-2.348631051150471,21.796239127536481,-12.7482252,0.0035537,40.4958687,-0.1151404,0.0053157,4.0000000,0.2075104,1.0247670,12.6245031,-0.1968790,0.2544294
6,-12,-2.385914251150471,21.788782487536480,-12.7564478,0.0017355,29.7520657,-0.1591109,-0.0857766,4.0000000,0.1947244,1.0214036,11.7512379,-0.3662776,0.3741207
7,-12,-2.378457611150471,21.788782487536480,-12.7548990,-0.0000826,20.6611576,-0.1512049,-0.0719044,4.0000000,0.1923833,1.0221101,11.9403095,-0.3361921,0.3491593
8,-12,-2.371000971150471,21.788782487536480,-12.7533264,-0.0019008,11.5702477,-0.1414115,-0.0554224,4.0000000,0.1906590,1.0227815,12.1173849,-0.3015037,0.3203934
9,-12,-2.363544331150471,21.788782487536480,-12.7517328,-0.0037190,2.4793389,-0.1313129,-0.0389313,4.0000000,0.1880916,1.0233996,12.2777891,-0.2659541,0.2930721
10,-12,-2.356087691150471,21.788782487536480,-12.7501202,-0.0048760,0.0000000,-0.1211891,-0.0203491,4.0000000,0.1876756,1.0239755,12.4263906,-0.2283737,0.2675321
11,-12,-2.348631051150471,21.788782487536480,-12.7484894,0.0038017,42.1487617,-0.1115708,-0.0027037,4.0000000,0.1860472,1.0245104,12.5594597,-0.1914545,0.2458569
12,-12,-2.341174411150471,21.788782487536480,-12.7468424,0.0020661,33.0578499,-0.1011214,0.0161388,4.0000000,0.1841337,1.0249833,12.6777382,-0.1518560,0.2250466
13,-12,-2.930248971150471,21.781325847536483,-12.7904367,-0.0044628,0.0000000,-0.0648977,-0.2509850,4.0000000,-0.6085934,1.0081097,7.2715545,0.1066234,0.4003422
14,-12,-2.922792331150471,21.781325847536483,-12.7909737,-0.0038843,0.0000000,-0.0714307,-0.2623705,4.0000000,-0.6368906,1.0076300,7.0545149,0.1121497,0.4373298
15,-12,-2.915335691150471,21.781325847536483,-12.7914867,-0.0032231,0.0000000,-0.0780087,-0.2721159,4.0000000,-0.6620535,1.0071473,6.8291364,0.1178217,0.4715359
16,-12,-2.393370891150471,21.781325847536483,-12.7581787,0.0036364,39.6694221,-0.1607684,-0.1043106,4.0000000,0.1793458,1.0204046,11.4774332,-0.3879670,0.3907565
17,-12,-2.385914251150471,21.781325847536483,-12.7566671,0.0019835,30.5785122,-0.1530487,-0.0934769,4.0000000,0.1747801,1.0211310,11.6780624,-0.3617340,0.3664016
18,-12,-2.378457611150471,21.781325847536483,-12.7551308,0.0001653,21.4876041,-0.1449750,-0.0807437,4.0000000,0.1707781,1.0218385,11.8679142,-0.3322654,0.3408710
