OID_,ClipsFinal_DEM_Large_S3_RegF1,X,Y,DEM_Large_S15_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1,-12,-6.397586571150471,21.505430167536478,-12.7777643,0.0033058,42.9752083,-0.2272361,0.0793585,4.0000000,0.5075040,1.1063063,25.3288708,-0.3487869,0.7717415
2,-12,-6.390129931150471,21.505430167536478,-12.7803307,-0.0040496,23.1404953,-0.2151079,0.0535778,4.0000000,0.4550906,1.1070102,25.4062328,-0.3479349,0.7001768
3,-12,-6.382673291150471,21.505430167536478,-12.7828856,-0.0014050,29.7520657,-0.2010993,0.0289390,4.0000000,0.4022744,1.1075525,25.4643669,-0.3443964,0.6325769
4,-12,-6.375216651150472,21.505430167536478,-12.7854271,0.0011570,37.1900826,-0.1844781,0.0082366,4.0000000,0.3531390,1.1079426,25.5066338,-0.3366658,0.5675731
5,-12,-6.367760011150471,21.505430167536478,-12.7879534,0.0036364,44.6280975,-0.1676524,-0.0122704,5.0000000,0.3051054,1.1082186,25.5368671,-0.3296463,0.5083471
6,-12,-6.360303371150472,21.505430167536478,-12.7904644,-0.0038843,23.1404953,-0.1500110,-0.0308769,4.0000000,0.2585202,1.1083798,25.5540943,-0.3202741,0.4528890
7,-12,-6.352846731150472,21.505430167536478,-12.7929573,-0.0014876,28.9256191,-0.1333286,-0.0484503,4.0000000,0.2149000,1.1084354,25.5598049,-0.3118006,0.4053944
8,-12,-6.419956491150471,21.497973527536480,-12.7723637,-0.0022314,26.4462814,-0.2483886,0.1402165,4.0000000,0.6289427,1.1057580,25.2683907,-0.3485097,0.9590919
9,-12,-6.412499851150471,21.497973527536480,-12.7749796,0.0004132,33.8842964,-0.2388943,0.1119047,4.0000000,0.5750276,1.1068347,25.3864861,-0.3512183,0.8701400
10,-12,-6.405043211150471,21.497973527536480,-12.7775917,0.0030579,42.1487617,-0.2277950,0.0845954,4.0000000,0.5209764,1.1077311,25.4839249,-0.3517857,0.7875677
11,-12,-6.397586571150471,21.497973527536480,-12.7801952,-0.0042975,22.3140488,-0.2159973,0.0577781,4.0000000,0.4668123,1.1084653,25.5636997,-0.3512562,0.7130622
12,-12,-6.390129931150471,21.497973527536480,-12.7827883,-0.0016529,28.9256191,-0.2024995,0.0320799,4.0000000,0.4125241,1.1090373,25.6248817,-0.3483642,0.6439147
13,-12,-6.382673291150471,21.497973527536480,-12.7853689,0.0009917,36.3636360,-0.1879386,0.0078036,4.0000000,0.3588807,1.1094362,25.6686287,-0.3432735,0.5815043
14,-12,-6.375216651150472,21.497973527536480,-12.7879343,0.0035537,44.6280975,-0.1706904,-0.0121792,4.0000000,0.3093045,1.1096911,25.6951008,-0.3336630,0.5204992
15,-12,-6.367760011150471,21.497973527536480,-12.7904825,-0.0038843,23.1404953,-0.1538347,-0.0316130,5.0000000,0.2612919,1.1098311,25.7104759,-0.3245178,0.4668717
16,-12,-6.360303371150472,21.497973527536480,-12.7930126,-0.0013223,29.7520657,-0.1363109,-0.0504500,4.0000000,0.2142481,1.1098555,25.7132645,-0.3151481,0.4169516
17,-12,-6.352846731150472,21.497973527536480,-12.7955236,0.0010744,36.3636360,-0.1189538,-0.0682062,4.0000000,0.1694921,1.1097635,25.7028847,-0.3059045,0.3725367
18,-12,-6.345390091150472,21.497973527536480,-12.7980146,0.0034711,43.8016510,-0.1008481,-0.0816451,4.0000000,0.1293481,1.1095839,25.6834373,-0.2926383,0.3276826
19,-12,-6.337933451150472,21.497973527536480,-12.8004847,-0.0041322,22.3140488,-0.0832830,-0.0951146,4.0000000,0.0912067,1.1093258,25.6561737,-0.2814359,0.2875178
20,-12,-6.330476811150472,21.497973527536480,-12.8029337,-0.0017355,28.0991745,-0.0660748,-0.1055034,4.0000000,0.0567386,1.1090165,25.6220322,-0.2677454,0.2481321
21,-12,-6.434869771150471,21.490516887536479,-12.7694244,0.0047934,48.7603302,-0.2554576,0.1800032,4.0000000,0.7017353,1.1057278,25.2646885,-0.3417289,1.0897990
22,-12,-6.427413131150471,21.490516887536479,-12.7720776,-0.0025620,25.6198349,-0.2486515,0.1493953,4.0000000,0.6471148,1.1070681,25.4121132,-0.3483242,0.9896984
23,-12,-6.419956491150471,21.490516887536479,-12.7747297,0.0000826,33.0578499,-0.2392968,0.1200136,4.0000000,0.5912242,1.1082077,25.5362072,-0.3511971,0.8946977
24,-12,-6.412499851150471,21.490516887536479,-12.7773781,0.0027273,41.3223152,-0.2293613,0.0905638,4.0000000,0.5351166,1.1091655,25.6394997,-0.3539890,0.8084244
25,-12,-6.405043211150471,21.490516887536479,-12.7800188,-0.0045455,21.4876041,-0.2168607,0.0640832,4.0000000,0.4806991,1.1099416,25.7227077,-0.3525326,0.7292169
26,-12,-6.397586571150471,21.490516887536479,-12.7826500,-0.0019008,28.0991745,-0.2039683,0.0371020,4.0000000,0.4249408,1.1105539,25.7887611,-0.3507369,0.6577360
27,-12,-6.390129931150471,21.490516887536479,-12.7852697,0.0007438,35.5371895,-0.1900321,0.0109074,4.0000000,0.3698321,1.1109816,25.8341618,-0.3480174,0.5936589
28,-12,-6.382673291150471,21.490516887536479,-12.7878733,0.0033884,43.8016510,-0.1753273,-0.0143366,4.0000000,0.3153529,1.1112348,25.8605423,-0.3440261,0.5373373
29,-12,-6.375216651150472,21.490516887536479,-12.7904606,-0.0039669,23.1404953,-0.1577757,-0.0337150,4.0000000,0.2660607,1.1113431,25.8725815,-0.3334906,0.4814781
30,-12,-6.367760011150471,21.490516887536479,-12.7930288,-0.0013223,29.7520657,-0.1405783,-0.0536778,5.0000000,0.2164789,1.1113355,25.8721352,-0.3238344,0.4328999
31,-12,-6.360303371150472,21.490516887536479,-12.7955780,0.0012397,37.1900826,-0.1226632,-0.0708323,4.0000000,0.1694176,1.1112117,25.8576279,-0.3110822,0.3869298
32,-12,-6.352846731150472,21.490516887536479,-12.7981052,0.0036364,44.6280975,-0.1053314,-0.0872150,4.0000000,0.1250826,1.1109610,25.8303909,-0.2995126,0.3469526
33,-12,-6.345390091150472,21.490516887536479,-12.8006105,-0.0038843,23.1404953,-0.0879227,-0.1010238,4.0000000,0.0848556,1.1106319,25.7961674,-0.2869032,0.3085651
34,-12,-6.337933451150472,21.490516887536479,-12.8030939,-0.0014876,28.9256191,-0.0707939,-0.1139941,4.0000000,0.0465292,1.1102244,25.7524796,-0.2745174,0.2732846
35,-12,-6.330476811150472,21.490516887536479,-12.8055534,0.0009091,35.5371895,-0.0542183,-0.1231879,4.0000000,0.0132545,1.1097659,25.7021599,-0.2596303,0.2374089
36,-12,-6.323020171150472,21.490516887536479,-12.8079920,0.0032231,42.9752083,-0.0384728,-0.1320649,4.0000000,-0.0193693,1.1092649,25.6485119,-0.2447606,0.2052927
37,-12,-6.315563531150472,21.490516887536479,-12.8104076,-0.0043802,21.4876041,-0.0245609,-0.1396987,4.0000000,-0.0479102,1.1087111,25.5896168,-0.2314872,0.1778996
38,-12,-6.434869771150471,21.483060247536478,-12.7717524,-0.0029752,24.7933884,-0.2474205,0.1577059,4.0000000,0.6629124,1.1083279,25.5491982,-0.3475007,1.0146408
