OID_,ClipsFinal_DEM_Large_S3_RegM,X,Y,DEM_Large_S15_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
17,-12,-3.496953611150472,21.468146967536480,-12.8263140,0.0013223,36.3636360,-0.0146836,0.1127550,4.0000000,-0.0525946,1.0564682,18.8251114,0.2781045,0.0903198
18,-12,-3.571520011150472,21.460690327536479,-12.8349724,-0.0000826,29.7520657,-0.0533194,-0.1067745,4.0000000,-0.2852619,1.0515364,18.0181808,0.0717129,0.1960868
19,-12,-3.564063371150472,21.460690327536479,-12.8343983,-0.0005785,28.0991745,-0.0531069,-0.0920481,4.0000000,-0.2764580,1.0522485,18.1369629,0.0923618,0.1808258
20,-12,-3.556606731150472,21.460690327536479,-12.8338127,-0.0010744,26.4462814,-0.0522456,-0.0765720,4.0000000,-0.2650146,1.0529491,18.2529640,0.1118706,0.1651744
21,-12,-3.549150091150472,21.460690327536479,-12.8332148,-0.0015702,23.9669418,-0.0507545,-0.0608265,4.0000000,-0.2509353,1.0536146,18.3620148,0.1292823,0.1498534
22,-12,-3.541693451150472,21.460690327536479,-12.8326063,-0.0022314,21.4876041,-0.0482807,-0.0430591,4.0000000,-0.2323093,1.0542361,18.4656658,0.1461910,0.1332454
23,-12,-3.534236811150472,21.460690327536479,-12.8319883,-0.0028926,19.0082645,-0.0447124,-0.0258763,4.0000000,-0.2126306,1.0548269,18.5603561,0.1608780,0.1171055
24,-12,-3.526780171150472,21.460690327536479,-12.8313599,-0.0034711,17.3553715,-0.0407008,-0.0075069,4.0000000,-0.1902792,1.0553652,18.6472301,0.1752653,0.1024953
25,-12,-3.519323531150472,21.460690327536479,-12.8307238,-0.0041322,14.8760328,-0.0360326,0.0100871,4.0000000,-0.1675036,1.0558430,18.7250099,0.1876779,0.0895781
26,-12,-3.511866891150472,21.460690327536479,-12.8300800,-0.0048760,12.3966942,-0.0302695,0.0307284,4.0000000,-0.1380879,1.0562729,18.7938461,0.1995448,0.0776793
27,-12,-3.504410251150472,21.460690327536479,-12.8294296,0.0043802,47.9338837,-0.0245725,0.0502456,4.0000000,-0.1101286,1.0566435,18.8521481,0.2106198,0.0698506
28,-12,-3.496953611150472,21.460690327536479,-12.8287754,0.0037190,45.4545441,-0.0183656,0.0701212,4.0000000,-0.0810169,1.0569547,18.9014225,0.2212593,0.0649470
29,-12,-3.571520011150472,21.453233687536478,-12.8373289,0.0019835,38.8429756,-0.0539346,-0.1405772,4.0000000,-0.3053399,1.0512362,17.9659996,0.0241855,0.2401961
30,-12,-3.564063371150472,21.453233687536478,-12.8367701,0.0014876,37.1900826,-0.0532702,-0.1266520,4.0000000,-0.2975484,1.0520090,18.0966015,0.0442443,0.2204584
31,-12,-3.556606731150472,21.453233687536478,-12.8361998,0.0009917,35.5371895,-0.0517919,-0.1126063,4.0000000,-0.2884628,1.0527594,18.2228050,0.0632503,0.2001666
32,-12,-3.549150091150472,21.453233687536478,-12.8356161,0.0004959,33.0578499,-0.0499547,-0.0970157,4.0000000,-0.2745409,1.0534903,18.3418636,0.0805095,0.1788724
33,-12,-3.541693451150472,21.453233687536478,-12.8350210,-0.0000826,30.5785122,-0.0469577,-0.0814410,4.0000000,-0.2571523,1.0541779,18.4546890,0.0942703,0.1567631
34,-12,-3.534236811150472,21.453233687536478,-12.8344145,-0.0006612,28.0991745,-0.0435082,-0.0648455,4.0000000,-0.2383055,1.0548238,18.5608158,0.1086145,0.1350180
35,-12,-3.526780171150472,21.453233687536478,-12.8337984,-0.0011570,26.4462814,-0.0400831,-0.0474951,4.0000000,-0.2175220,1.0554292,18.6574898,0.1225318,0.1154734
36,-12,-3.519323531150472,21.453233687536478,-12.8331718,-0.0017355,23.9669418,-0.0358972,-0.0307328,4.0000000,-0.1956118,1.0559785,18.7457771,0.1341461,0.0971520
37,-12,-3.511866891150472,21.453233687536478,-12.8325367,-0.0023967,21.4876041,-0.0309095,-0.0111382,4.0000000,-0.1675039,1.0564719,18.8256454,0.1452275,0.0789701
38,-12,-3.504410251150472,21.453233687536478,-12.8318949,-0.0030579,19.0082645,-0.0258697,0.0088177,4.0000000,-0.1386675,1.0569019,18.8943863,0.1563029,0.0645739
39,-12,-3.496953611150472,21.453233687536478,-12.8312473,-0.0036364,17.3553715,-0.0203253,0.0277668,4.0000000,-0.1093317,1.0572704,18.9522800,0.1648653,0.0528358
40,-12,-3.489496971150472,21.453233687536478,-12.8305950,-0.0043802,14.8760328,-0.0148536,0.0459976,4.0000000,-0.0802698,1.0575830,19.0011921,0.1722649,0.0447793
41,-12,-3.578976651150472,21.445777047536478,-12.8402081,-0.0048760,10.7438021,-0.0548926,-0.1863635,4.0000000,-0.3301493,1.0499206,17.7442455,-0.0425776,0.3156104
42,-12,-3.571520011150472,21.445777047536478,-12.8396797,0.0044628,47.9338837,-0.0543406,-0.1729392,4.0000000,-0.3238111,1.0507778,17.8897781,-0.0220673,0.2916351
43,-12,-3.564063371150472,21.445777047536478,-12.8391380,0.0038843,46.2809906,-0.0526405,-0.1607440,4.0000000,-0.3171065,1.0516156,18.0300617,-0.0043815,0.2682163
44,-12,-3.556606731150472,21.445777047536478,-12.8385830,0.0033058,44.6280975,-0.0502639,-0.1490481,4.0000000,-0.3105293,1.0524261,18.1658134,0.0124331,0.2450847
45,-12,-3.549150091150472,21.445777047536478,-12.8380156,0.0027273,42.1487617,-0.0477462,-0.1344565,4.0000000,-0.2980752,1.0532086,18.2966175,0.0291623,0.2183565
46,-12,-3.541693451150472,21.445777047536478,-12.8374348,0.0021488,39.6694221,-0.0450114,-0.1185499,4.0000000,-0.2811547,1.0539573,18.4181309,0.0440549,0.1910502
47,-12,-3.534236811150472,21.445777047536478,-12.8368425,0.0015702,37.1900826,-0.0414035,-0.1038285,4.0000000,-0.2649335,1.0546592,18.5332184,0.0572766,0.1651751
48,-12,-3.526780171150472,21.445777047536478,-12.8362389,0.0010744,35.5371895,-0.0380445,-0.0870815,4.0000000,-0.2445498,1.0553181,18.6409454,0.0703867,0.1398344
49,-12,-3.519323531150472,21.445777047536478,-12.8356237,0.0004959,33.0578499,-0.0343198,-0.0702644,4.0000000,-0.2225227,1.0559355,18.7396736,0.0819938,0.1161278
50,-12,-3.511866891150472,21.445777047536478,-12.8350000,-0.0001653,30.5785122,-0.0298759,-0.0517096,4.0000000,-0.1956055,1.0565003,18.8286190,0.0921864,0.0922219
51,-12,-3.504410251150472,21.445777047536478,-12.8343668,-0.0007438,28.0991745,-0.0251926,-0.0343709,4.0000000,-0.1688412,1.0569915,18.9073639,0.1000993,0.0716623
52,-12,-3.496953611150472,21.445777047536478,-12.8337269,-0.0012397,26.4462814,-0.0203732,-0.0152457,4.0000000,-0.1380047,1.0574065,18.9745674,0.1075134,0.0533998
53,-12,-3.489496971150472,21.445777047536478,-12.8330812,-0.0019008,23.9669418,-0.0156406,0.0022954,4.0000000,-0.1086787,1.0577662,19.0304298,0.1132694,0.0392450
54,-12,-3.482040331150472,21.445777047536478,-12.8324308,-0.0025620,21.4876041,-0.0108131,0.0203728,4.0000000,-0.0773611,1.0580606,19.0765820,0.1181068,0.0282187
55,-12,-3.586433291150472,21.438320407536480,-12.8430252,-0.0019008,21.4876041,-0.0570072,-0.2251973,4.0000000,-0.3417354,1.0483687,17.4753513,-0.1086592,0.3954928
56,-12,-3.578976651150472,21.438320407536480,-12.8425303,-0.0023967,19.8347111,-0.0553951,-0.2170094,4.0000000,-0.3452049,1.0492834,17.6336517,-0.0888140,0.3763894
57,-12,-3.571520011150472,21.438320407536480,-12.8420210,-0.0029752,18.1818180,-0.0531412,-0.2063559,4.0000000,-0.3423248,1.0501847,17.7901077,-0.0703869,0.3506215
58,-12,-3.564063371150472,21.438320407536480,-12.8414984,-0.0034711,16.5289249,-0.0503284,-0.1954036,4.0000000,-0.3370104,1.0510740,17.9400368,-0.0537967,0.3234893
59,-12,-3.556606731150472,21.438320407536480,-12.8409615,-0.0039669,14.8760328,-0.0474133,-0.1840739,4.0000000,-0.3307320,1.0519450,18.0857315,-0.0374159,0.2962375
60,-12,-3.549150091150472,21.438320407536480,-12.8404102,-0.0046281,12.3966942,-0.0441364,-0.1718415,4.0000000,-0.3204805,1.0527831,18.2251434,-0.0232025,0.2671862
61,-12,-3.541693451150472,21.438320407536480,-12.8398457,0.0047107,48.7603302,-0.0413988,-0.1569162,4.0000000,-0.3051884,1.0535853,18.3583412,-0.0086439,0.2360462
62,-12,-3.534236811150472,21.438320407536480,-12.8392677,0.0040496,46.2809906,-0.0378742,-0.1429707,4.0000000,-0.2902986,1.0543442,18.4821720,0.0043572,0.2063062
63,-12,-3.526780171150472,21.438320407536480,-12.8386774,0.0034711,44.6280975,-0.0341907,-0.1279286,4.0000000,-0.2712789,1.0550587,18.5980835,0.0154217,0.1761684
64,-12,-3.519323531150472,21.438320407536480,-12.8380756,0.0028099,42.1487617,-0.0303591,-0.1123644,4.0000000,-0.2504196,1.0557228,18.7054672,0.0256907,0.1470318
65,-12,-3.511866891150472,21.438320407536480,-12.8374634,0.0021488,39.6694221,-0.0264248,-0.0946169,4.0000000,-0.2243827,1.0563343,18.8040028,0.0351489,0.1175198
66,-12,-3.504410251150472,21.438320407536480,-12.8368406,0.0015702,37.1900826,-0.0220694,-0.0772441,4.0000000,-0.1972034,1.0568893,18.8911896,0.0427152,0.0903098
67,-12,-3.496953611150472,21.438320407536480,-12.8362093,0.0010744,35.5371895,-0.0178325,-0.0596385,4.0000000,-0.1672693,1.0573690,18.9670238,0.0479923,0.0662021
68,-12,-3.489496971150472,21.438320407536480,-12.8355713,0.0004132,33.0578499,-0.0139250,-0.0418547,4.0000000,-0.1374506,1.0577750,19.0323429,0.0537412,0.0460771
69,-12,-3.482040331150472,21.438320407536480,-12.8349276,-0.0002479,30.5785122,-0.0102929,-0.0246005,4.0000000,-0.1073958,1.0581189,19.0854950,0.0581948,0.0301218
70,-12,-3.474583691150472,21.438320407536480,-12.8342791,-0.0009091,28.0991745,-0.0068094,-0.0070326,4.0000000,-0.0755244,1.0583899,19.1279392,0.0614592,0.0176927
71,-12,-3.586433291150472,21.430863767536479,-12.8453140,0.0001653,30.5785122,-0.0579742,-0.2540749,4.0000000,-0.3539761,1.0475647,17.3360443,-0.1541737,0.4627979
72,-12,-3.578976651150472,21.430863767536479,-12.8448400,-0.0002479,28.9256191,-0.0547963,-0.2473575,4.0000000,-0.3594121,1.0485263,17.5034199,-0.1353029,0.4418492
73,-12,-3.571520011150472,21.430863767536479,-12.8443508,-0.0007438,27.2727280,-0.0516117,-0.2386165,4.0000000,-0.3589109,1.0494754,17.6662273,-0.1183221,0.4158143
74,-12,-3.564063371150472,21.430863767536479,-12.8438473,-0.0011570,25.6198349,-0.0482566,-0.2286534,4.0000000,-0.3554180,1.0504005,17.8253365,-0.1018889,0.3868322
75,-12,-3.556606731150472,21.430863767536479,-12.8433294,-0.0015702,23.9669418,-0.0438473,-0.2194453,4.0000000,-0.3515671,1.0513047,17.9791412,-0.0873236,0.3574849
76,-12,-3.549150091150472,21.430863767536479,-12.8427963,-0.0021488,21.4876041,-0.0398959,-0.2075628,4.0000000,-0.3418674,1.0521870,18.1266708,-0.0732582,0.3237723
77,-12,-3.541693451150472,21.430863767536479,-12.8422489,-0.0027273,19.8347111,-0.0358596,-0.1947463,4.0000000,-0.3289383,1.0530404,18.2681866,-0.0605543,0.2888255
78,-12,-3.534236811150472,21.430863767536479,-12.8416872,-0.0033058,18.1818180,-0.0323495,-0.1813757,4.0000000,-0.3145748,1.0538580,18.4023132,-0.0481767,0.2553740
79,-12,-3.526780171150472,21.430863767536479,-12.8411121,-0.0038017,16.5289249,-0.0283017,-0.1669213,4.0000000,-0.2958871,1.0546325,18.5283051,-0.0379555,0.2199137
80,-12,-3.519323531150472,21.430863767536479,-12.8405237,-0.0045455,14.0495872,-0.0240132,-0.1532475,4.0000000,-0.2770479,1.0553505,18.6451931,-0.0294471,0.1868626
81,-12,-3.511866891150472,21.430863767536479,-12.8399239,0.0047107,48.7603302,-0.0202822,-0.1376005,4.0000000,-0.2534260,1.0560108,18.7525043,-0.0217750,0.1538016
82,-12,-3.504410251150472,21.430863767536479,-12.8393126,0.0040496,46.2809906,-0.0164749,-0.1208365,4.0000000,-0.2264486,1.0566157,18.8487015,-0.0152245,0.1213090
83,-12,-3.496953611150472,21.430863767536479,-12.8386917,0.0034711,44.6280975,-0.0132502,-0.1029685,4.0000000,-0.1959150,1.0571553,18.9333725,-0.0100219,0.0917102
84,-12,-3.489496971150472,21.430863767536479,-12.8380613,0.0028099,42.1487617,-0.0096798,-0.0871366,4.0000000,-0.1674251,1.0576155,19.0067825,-0.0068482,0.0663881
85,-12,-3.482040331150472,21.430863767536479,-12.8374252,0.0021488,39.6694221,-0.0068920,-0.0698877,4.0000000,-0.1365420,1.0579981,19.0674038,-0.0032334,0.0445483
86,-12,-3.474583691150472,21.430863767536479,-12.8367825,0.0014876,37.1900826,-0.0044316,-0.0538396,4.0000000,-0.1057782,1.0583147,19.1171951,-0.0019010,0.0273554
87,-12,-3.593889931150472,21.423407127536478,-12.8480225,0.0024793,42.1487617,-0.0633618,-0.2882022,4.0000000,-0.3565050,1.0456593,16.9969082,-0.2198993,0.5579972
88,-12,-3.586433291150472,21.423407127536478,-12.8475847,0.0019835,39.6694221,-0.0587684,-0.2831646,4.0000000,-0.3648771,1.0466481,17.1734276,-0.2014521,0.5369930
89,-12,-3.578976651150472,21.423407127536478,-12.8471327,0.0015702,38.0165291,-0.0533199,-0.2777074,4.0000000,-0.3719859,1.0476390,17.3488789,-0.1834289,0.5127723
90,-12,-3.571520011150472,21.423407127536478,-12.8466654,0.0011570,36.3636360,-0.0489217,-0.2701861,4.0000000,-0.3735977,1.0486244,17.5210724,-0.1667745,0.4852028
91,-12,-3.564063371150472,21.423407127536478,-12.8461828,0.0008264,34.7107430,-0.0437712,-0.2622939,4.0000000,-0.3737255,1.0495985,17.6884880,-0.1508623,0.4549668
92,-12,-3.556606731150472,21.423407127536478,-12.8456841,0.0004959,33.0578499,-0.0384745,-0.2532036,4.0000000,-0.3704785,1.0505527,17.8507271,-0.1359286,0.4213627
93,-12,-3.549150091150472,21.423407127536478,-12.8451700,0.0000000,30.5785122,-0.0341075,-0.2429609,4.0000000,-0.3632533,1.0514770,18.0077515,-0.1226685,0.3873393
94,-12,-3.541693451150472,21.423407127536478,-12.8446407,-0.0004959,28.9256191,-0.0295241,-0.2313799,4.0000000,-0.3516630,1.0523700,18.1564789,-0.1110969,0.3499608
95,-12,-3.534236811150472,21.423407127536478,-12.8440962,-0.0009917,27.2727280,-0.0249623,-0.2197189,4.0000000,-0.3383714,1.0532246,18.2987499,-0.1010663,0.3132616
96,-12,-3.526780171150472,21.423407127536478,-12.8435373,-0.0014050,25.6198349,-0.0203806,-0.2067158,4.0000000,-0.3211604,1.0540377,18.4327297,-0.0922712,0.2744218
97,-12,-3.519323531150472,21.423407127536478,-12.8429642,-0.0020661,23.1404953,-0.0154136,-0.1942800,4.0000000,-0.3035269,1.0548077,18.5567818,-0.0850331,0.2370390
98,-12,-3.511866891150472,21.423407127536478,-12.8423777,-0.0027273,20.6611576,-0.0118324,-0.1796444,4.0000000,-0.2809838,1.0555174,18.6713314,-0.0783050,0.2000440
99,-12,-3.504410251150472,21.423407127536478,-12.8417788,-0.0033058,19.0082645,-0.0087618,-0.1634403,4.0000000,-0.2548580,1.0561607,18.7758560,-0.0720226,0.1634572
100,-12,-3.496953611150472,21.423407127536478,-12.8411684,-0.0038017,17.3553715,-0.0058631,-0.1467795,4.0000000,-0.2260743,1.0567461,18.8691864,-0.0674847,0.1289635
101,-12,-3.489496971150472,21.423407127536478,-12.8405485,-0.0045455,14.8760328,-0.0030204,-0.1308806,4.0000000,-0.1975446,1.0572621,18.9500656,-0.0642166,0.0983817
102,-12,-3.482040331150472,21.423407127536478,-12.8399191,0.0047107,48.7603302,-0.0009026,-0.1140787,4.0000000,-0.1658915,1.0576949,19.0188942,-0.0622659,0.0709981
103,-12,-3.474583691150472,21.423407127536478,-12.8392830,0.0039669,46.2809906,0.0007376,-0.0984455,4.0000000,-0.1351179,1.0580536,19.0751724,-0.0617732,0.0489678
104,-12,-3.467127051150472,21.423407127536478,-12.8386412,0.0033884,44.6280975,0.0014693,-0.0818700,4.0000000,-0.1015909,1.0583372,19.1196003,-0.0621490,0.0309911
105,-12,-3.593889931150472,21.415950487536477,-12.8502493,-0.0049587,8.2644625,-0.0651072,-0.3127076,4.0000000,-0.3642874,1.0446076,16.8066769,-0.2611278,0.6284546
106,-12,-3.586433291150472,21.415950487536477,-12.8498354,0.0044628,48.7603302,-0.0590268,-0.3094074,4.0000000,-0.3745600,1.0456283,16.9912777,-0.2442547,0.6084754
107,-12,-3.578976651150472,21.415950487536477,-12.8494062,0.0039669,47.1074371,-0.0512414,-0.3061202,4.0000000,-0.3841866,1.0466502,17.1736298,-0.2280538,0.5843304
108,-12,-3.571520011150472,21.415950487536477,-12.8489609,0.0034711,45.4545441,-0.0460076,-0.2998368,4.0000000,-0.3877871,1.0476693,17.3537674,-0.2118865,0.5570161
109,-12,-3.564063371150472,21.415950487536477,-12.8485003,0.0030579,43.8016510,-0.0392750,-0.2938569,4.0000000,-0.3902161,1.0486745,17.5297127,-0.1974976,0.5268723
110,-12,-3.556606731150472,21.415950487536477,-12.8480234,0.0026446,42.1487617,-0.0324710,-0.2862516,4.0000000,-0.3882653,1.0496672,17.7002125,-0.1842380,0.4916040
111,-12,-3.549150091150472,21.415950487536477,-12.8475294,0.0020661,39.6694221,-0.0269294,-0.2772156,4.0000000,-0.3830853,1.0506331,17.8647556,-0.1713460,0.4554198
112,-12,-3.541693451150472,21.415950487536477,-12.8470192,0.0015702,38.0165291,-0.0212020,-0.2666102,4.0000000,-0.3732392,1.0515634,18.0222797,-0.1599813,0.4145960
113,-12,-3.534236811150472,21.415950487536477,-12.8464928,0.0010744,36.3636360,-0.0156108,-0.2563848,4.0000000,-0.3618440,1.0524590,18.1716537,-0.1509255,0.3755429
114,-12,-3.526780171150472,21.415950487536477,-12.8459501,0.0006612,34.7107430,-0.0105909,-0.2445919,4.0000000,-0.3462892,1.0533084,18.3125343,-0.1428945,0.3343603
115,-12,-3.519323531150472,21.415950487536477,-12.8453932,0.0000826,32.2314034,-0.0053249,-0.2329496,4.0000000,-0.3294037,1.0541126,18.4441128,-0.1364956,0.2937863
116,-12,-3.511866891150472,21.415950487536477,-12.8448210,-0.0004959,29.7520657,-0.0019697,-0.2188910,4.0000000,-0.3072360,1.0548662,18.5670834,-0.1305460,0.2532679
117,-12,-3.504410251150472,21.415950487536477,-12.8442345,-0.0009917,28.0991745,0.0012841,-0.2046007,4.0000000,-0.2826033,1.0555562,18.6781425,-0.1265982,0.2140075
118,-12,-3.496953611150472,21.415950487536477,-12.8436365,-0.0014050,26.4462814,0.0039576,-0.1891217,4.0000000,-0.2558828,1.0561858,18.7793312,-0.1223607,0.1757023
119,-12,-3.489496971150472,21.415950487536477,-12.8430262,-0.0020661,23.9669418,0.0065743,-0.1744559,4.0000000,-0.2285751,1.0567460,18.8694668,-0.1203367,0.1411656
120,-12,-3.482040331150472,21.415950487536477,-12.8424063,-0.0027273,21.4876041,0.0075880,-0.1574364,4.0000000,-0.1954281,1.0572281,18.9449883,-0.1194448,0.1086653
121,-12,-3.474583691150472,21.415950487536477,-12.8417768,-0.0033884,19.0082645,0.0086329,-0.1422106,4.0000000,-0.1645301,1.0576305,19.0084248,-0.1198912,0.0817403
122,-12,-3.467127051150472,21.415950487536477,-12.8411407,-0.0038843,17.3553715,0.0082564,-0.1257774,4.0000000,-0.1315830,1.0579513,19.0595798,-0.1199718,0.0592643
123,-12,-3.459670411150472,21.415950487536477,-12.8404980,-0.0046281,14.8760328,0.0074176,-0.1105742,4.0000000,-0.0983094,1.0581905,19.0968990,-0.1228389,0.0421566
124,-12,-3.601346571150472,21.408493847536480,-12.8528271,-0.0020661,19.0082645,-0.0749848,-0.3371602,4.0000000,-0.3556752,1.0424364,16.4061470,-0.3186452,0.7174469
125,-12,-3.593889931150472,21.408493847536480,-12.8524523,-0.0024793,17.3553715,-0.0667506,-0.3362013,4.0000000,-0.3711780,1.0434811,16.5996227,-0.3012247,0.7000737
126,-12,-3.586433291150472,21.408493847536480,-12.8520622,-0.0029752,15.7024794,-0.0591152,-0.3341612,4.0000000,-0.3837362,1.0445274,16.7925510,-0.2845861,0.6803733
127,-12,-3.578976651150472,21.408493847536480,-12.8516569,-0.0033884,14.8760328,-0.0497556,-0.3314932,4.0000000,-0.3942182,1.0455725,16.9819088,-0.2687682,0.6542545
128,-12,-3.571520011150472,21.408493847536480,-12.8512363,-0.0038017,14.0495872,-0.0417544,-0.3276021,4.0000000,-0.4006042,1.0466195,17.1674614,-0.2546001,0.6269554
129,-12,-3.564063371150472,21.408493847536480,-12.8507977,-0.0042975,12.3966942,-0.0332625,-0.3237606,4.0000000,-0.4058914,1.0476497,17.3497944,-0.2416298,0.5983900
130,-12,-3.556606731150472,21.408493847536480,-12.8503428,-0.0047934,10.7438021,-0.0247835,-0.3183180,4.0000000,-0.4058973,1.0486631,17.5275688,-0.2307386,0.5641779
131,-12,-3.549150091150472,21.408493847536480,-12.8498697,0.0045455,48.7603302,-0.0183593,-0.3103350,4.0000000,-0.4013592,1.0496584,17.6986465,-0.2193107,0.5267820
132,-12,-3.541693451150472,21.408493847536480,-12.8493795,0.0039669,47.1074371,-0.0106363,-0.3025131,4.0000000,-0.3945337,1.0506238,17.8634834,-0.2104926,0.4865924
133,-12,-3.534236811150472,21.408493847536480,-12.8488722,0.0033884,45.4545441,-0.0041304,-0.2928355,4.0000000,-0.3841555,1.0515580,18.0205307,-0.2015155,0.4439022
134,-12,-3.526780171150472,21.408493847536480,-12.8483477,0.0028926,43.8016510,0.0019328,-0.2826754,4.0000000,-0.3709782,1.0524437,18.1692410,-0.1943726,0.4011185
135,-12,-3.519323531150472,21.408493847536480,-12.8478069,0.0023140,41.3223152,0.0074770,-0.2713660,4.0000000,-0.3546975,1.0532800,18.3079224,-0.1880345,0.3568345
136,-12,-3.511866891150472,21.408493847536480,-12.8472500,0.0017355,38.8429756,0.0110773,-0.2587416,4.0000000,-0.3341437,1.0540732,18.4382420,-0.1833395,0.3144468
137,-12,-3.504410251150472,21.408493847536480,-12.8466778,0.0012397,37.1900826,0.0144761,-0.2452795,4.0000000,-0.3094524,1.0548044,18.5574780,-0.1811065,0.2713507
138,-12,-3.496953611150472,21.408493847536480,-12.8460922,0.0008264,35.5371895,0.0170492,-0.2316943,4.0000000,-0.2845005,1.0554730,18.6650734,-0.1788880,0.2316020
139,-12,-3.489496971150472,21.408493847536480,-12.8454933,0.0001653,33.0578499,0.0197626,-0.2189195,4.0000000,-0.2590235,1.0560758,18.7621250,-0.1788155,0.1948395
140,-12,-3.482040331150472,21.408493847536480,-12.8448820,-0.0004132,30.5785122,0.0199698,-0.2027570,4.0000000,-0.2254827,1.0565957,18.8459702,-0.1800313,0.1583692
141,-12,-3.474583691150472,21.408493847536480,-12.8442612,-0.0009917,28.0991745,0.0198247,-0.1876617,4.0000000,-0.1949880,1.0570372,18.9164734,-0.1803354,0.1276964
142,-12,-3.467127051150472,21.408493847536480,-12.8436308,-0.0014050,26.4462814,0.0184658,-0.1716475,4.0000000,-0.1616695,1.0574042,18.9729366,-0.1816256,0.1006825
143,-12,-3.459670411150472,21.408493847536480,-12.8429928,-0.0020661,23.9669418,0.0166443,-0.1570165,4.0000000,-0.1294371,1.0576842,19.0181541,-0.1845960,0.0797352
144,-12,-3.608803211150472,21.401037207536479,-12.8553133,0.0002479,29.7520657,-0.0871678,-0.3569314,4.0000000,-0.3376532,1.0401869,15.9785137,-0.3762095,0.7990730
145,-12,-3.601346571150472,21.401037207536479,-12.8549776,-0.0000826,28.0991745,-0.0767272,-0.3588393,4.0000000,-0.3584538,1.0412298,16.1799984,-0.3592249,0.7867515
146,-12,-3.593889931150472,21.401037207536479,-12.8546286,-0.0004132,26.4462814,-0.0663718,-0.3596433,4.0000000,-0.3762287,1.0422890,16.3803444,-0.3430580,0.7707015
147,-12,-3.586433291150472,21.401037207536479,-12.8542643,-0.0008264,24.7933884,-0.0561384,-0.3596193,4.0000000,-0.3905185,1.0433625,16.5777512,-0.3287200,0.7517033
