OID_,ClipsFinal_DEM_Large_S3_RegO,X,Y,DEM_Large_S15_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
31,-13,-4.414120331150471,20.573350167536478,-13.1443653,-0.0009091,41.3223152,-0.5839386,-0.2403137,4.0000000,-0.5685924,1.3273189,41.1314583,0.0879650,5.1021724
32,-13,-4.406663691150471,20.573350167536478,-13.1452646,0.0000000,42.1487617,-0.5426290,-0.2620249,4.0000000,-0.6367177,1.3310012,41.3130951,0.1126680,5.2390652
33,-13,-4.399207051150471,20.573350167536478,-13.1460638,0.0008264,42.9752083,-0.5025175,-0.2803091,4.0000000,-0.6978603,1.3344589,41.4820023,0.1372422,5.3707781
34,-13,-4.391750411150471,20.573350167536478,-13.1467581,0.0014876,43.8016510,-0.4628392,-0.2967613,4.0000000,-0.7535528,1.3377208,41.6395798,0.1600303,5.4994421
35,-13,-4.384293771150471,20.573350167536478,-13.1473417,0.0020661,44.6280975,-0.4250059,-0.3093841,4.0000000,-0.8008652,1.3407992,41.7873497,0.1820970,5.5986028
36,-13,-4.376837131150471,20.573350167536478,-13.1478090,0.0025620,45.4545441,-0.3915177,-0.3193018,4.0000000,-0.8415345,1.3437030,41.9259605,0.2029308,5.6903853
37,-13,-4.369380491150471,20.573350167536478,-13.1481581,0.0028926,45.4545441,-0.3613692,-0.3262406,4.0000000,-0.8751420,1.3464620,42.0569611,0.2226608,5.7571545
38,-13,-4.361923851150471,20.573350167536478,-13.1483841,0.0032231,45.4545441,-0.3347138,-0.3310290,4.0000000,-0.9017531,1.3490989,42.1808167,0.2396951,5.8019648
39,-13,-4.354467211150471,20.573350167536478,-13.1484842,0.0033884,45.4545441,-0.3128447,-0.3324195,5.0000000,-0.9198961,1.3516042,42.2973022,0.2550571,5.8089848
40,-13,-4.347010571150471,20.573350167536478,-13.1484585,0.0033884,45.4545441,-0.2956336,-0.3313196,4.0000000,-0.9311742,1.3539635,42.4067955,0.2685350,5.7895112
41,-13,-4.339553931150471,20.573350167536478,-13.1483040,0.0030579,45.4545441,-0.2835955,-0.3285504,4.0000000,-0.9367453,1.3561908,42.5109253,0.2796445,5.7595568
42,-13,-4.332097291150471,20.573350167536478,-13.1480198,0.0027273,45.4545441,-0.2752624,-0.3232978,4.0000000,-0.9342166,1.3582970,42.6077156,0.2876210,5.6878805
43,-13,-4.324640651150471,20.573350167536478,-13.1476059,0.0023140,45.4545441,-0.2714230,-0.3161463,4.0000000,-0.9253651,1.3602766,42.6976624,0.2930724,5.5943933
44,-13,-4.317184011150471,20.573350167536478,-13.1470642,0.0016529,44.6280975,-0.2726693,-0.3064085,4.0000000,-0.9098036,1.3621142,42.7813454,0.2969867,5.4760828
45,-13,-4.309727371150471,20.573350167536478,-13.1463938,0.0009917,43.8016510,-0.2771813,-0.2960666,4.0000000,-0.8893740,1.3637909,42.8583298,0.2972407,5.3513722
46,-13,-4.302270731150471,20.573350167536478,-13.1455965,0.0001653,42.9752083,-0.2848343,-0.2830757,4.0000000,-0.8611624,1.3653034,42.9266663,0.2950110,5.1881971
47,-13,-4.294814091150471,20.573350167536478,-13.1446743,-0.0007438,42.1487617,-0.2968139,-0.2695032,4.0000000,-0.8296206,1.3666333,42.9859200,0.2906142,5.0385132
48,-13,-4.287357451150471,20.573350167536478,-13.1436310,-0.0017355,41.3223152,-0.3118582,-0.2537430,4.0000000,-0.7918718,1.3677397,43.0356903,0.2843858,4.8706713
49,-13,-4.279900811150471,20.573350167536478,-13.1424675,-0.0029752,39.6694221,-0.3301004,-0.2370291,4.0000000,-0.7504715,1.3685997,43.0751495,0.2764134,4.7125020
50,-13,-4.272444171150471,20.573350167536478,-13.1411886,-0.0042975,38.0165291,-0.3506402,-0.2174305,4.0000000,-0.7028990,1.3692245,43.1029472,0.2680380,4.5378885
51,-13,-4.264987531150471,20.573350167536478,-13.1397972,0.0042975,47.9338837,-0.3735154,-0.1973103,4.0000000,-0.6522424,1.3695945,43.1187782,0.2576218,4.3847661
52,-13,-4.257530891150471,20.573350167536478,-13.1382980,0.0028099,46.2809906,-0.3973978,-0.1752716,4.0000000,-0.5975161,1.3696474,43.1213722,0.2469730,4.2358222
53,-13,-4.250074251150471,20.573350167536478,-13.1366959,0.0013223,44.6280975,-0.4229051,-0.1519322,4.0000000,-0.5395967,1.3693801,43.1097031,0.2357323,4.1095371
54,-13,-4.242617611150471,20.573350167536478,-13.1349955,-0.0004132,42.1487617,-0.4482814,-0.1268624,4.0000000,-0.4779928,1.3687963,43.0833549,0.2242680,3.9969704
55,-13,-4.235160971150471,20.573350167536478,-13.1332026,-0.0020661,39.6694221,-0.4731589,-0.1012426,4.0000000,-0.4146892,1.3678485,43.0404549,0.2122040,3.9121711
56,-13,-4.227704331150471,20.573350167536478,-13.1313229,-0.0038843,37.1900826,-0.4989181,-0.0739773,4.0000000,-0.3494066,1.3665144,42.9803429,0.2014521,3.8639879
57,-13,-4.220247691150471,20.573350167536478,-13.1293631,0.0042149,47.9338837,-0.5225041,-0.0461110,4.0000000,-0.2830907,1.3648075,42.9023705,0.1908686,3.8408611
58,-13,-4.436490251150471,20.565893527536478,-13.1474056,0.0018182,45.4545441,-0.5312497,-0.3027273,4.0000000,-0.3510689,1.3175807,40.6438446,-0.2543857,4.5024614
59,-13,-4.429033611150471,20.565893527536478,-13.1486273,0.0029752,47.1074371,-0.4780440,-0.3353956,4.0000000,-0.4346864,1.3217870,40.8562012,-0.2361048,4.6553574
60,-13,-4.421576971150471,20.565893527536478,-13.1497669,0.0042149,48.7603302,-0.4230355,-0.3655308,4.0000000,-0.5148912,1.3257142,41.0527992,-0.2161705,4.8283768
61,-13,-4.414120331150471,20.565893527536478,-13.1508179,-0.0047107,35.5371895,-0.3684536,-0.3919385,4.0000000,-0.5885557,1.3293955,41.2348709,-0.1953213,5.0057206
62,-13,-4.406663691150471,20.565893527536478,-13.1517715,-0.0038017,37.1900826,-0.3162785,-0.4149033,4.0000000,-0.6573988,1.3328527,41.4039040,-0.1724078,5.1944470
63,-13,-4.399207051150471,20.565893527536478,-13.1526232,-0.0029752,38.8429756,-0.2652648,-0.4347678,4.0000000,-0.7190824,1.3360991,41.5614281,-0.1504532,5.3696709
64,-13,-4.391750411150471,20.565893527536478,-13.1533642,-0.0022314,40.4958687,-0.2187233,-0.4510840,4.0000000,-0.7746788,1.3391544,41.7090454,-0.1274892,5.5404897
65,-13,-4.384293771150471,20.565893527536478,-13.1539917,-0.0015702,41.3223152,-0.1752272,-0.4639720,4.0000000,-0.8224160,1.3420554,41.8478165,-0.1055281,5.6803775
66,-13,-4.376837131150471,20.565893527536478,-13.1545000,-0.0010744,42.1487617,-0.1358566,-0.4745603,4.0000000,-0.8639313,1.3448091,41.9785767,-0.0851893,5.8069978
67,-13,-4.369380491150471,20.565893527536478,-13.1548853,-0.0007438,42.9752083,-0.1012318,-0.4823490,4.0000000,-0.8979474,1.3474401,42.1030846,-0.0667506,5.9056606
68,-13,-4.361923851150471,20.565893527536478,-13.1551447,-0.0004132,43.8016510,-0.0734973,-0.4861833,4.0000000,-0.9245111,1.3499802,42.2214737,-0.0478555,5.9690080
69,-13,-4.354467211150471,20.565893527536478,-13.1552753,-0.0002479,44.6280975,-0.0496050,-0.4879202,5.0000000,-0.9432999,1.3524098,42.3347816,-0.0325405,5.9929385
70,-13,-4.347010571150471,20.565893527536478,-13.1552744,-0.0002479,45.4545441,-0.0319799,-0.4868263,4.0000000,-0.9554412,1.3547269,42.4434624,-0.0182114,5.9865079
71,-13,-4.339553931150471,20.565893527536478,-13.1551418,-0.0005785,44.6280975,-0.0202148,-0.4840524,4.0000000,-0.9623998,1.3569678,42.5465279,-0.0057049,5.9670749
72,-13,-4.332097291150471,20.565893527536478,-13.1548758,-0.0009091,43.8016510,-0.0145393,-0.4776811,4.0000000,-0.9602993,1.3591218,42.6447105,0.0049372,5.8890076
73,-13,-4.324640651150471,20.565893527536478,-13.1544771,-0.0013223,42.9752083,-0.0133640,-0.4695030,4.0000000,-0.9515444,1.3611625,42.7379761,0.0125385,5.7782269
74,-13,-4.317184011150471,20.565893527536478,-13.1539450,-0.0019008,42.1487617,-0.0176390,-0.4596760,4.0000000,-0.9376138,1.3630857,42.8263435,0.0182618,5.6527896
75,-13,-4.309727371150471,20.565893527536478,-13.1532812,-0.0024793,41.3223152,-0.0268740,-0.4480214,4.0000000,-0.9179732,1.3648925,42.9079933,0.0219304,5.5053220
76,-13,-4.302270731150471,20.565893527536478,-13.1524868,-0.0032231,40.4958687,-0.0406760,-0.4336895,4.0000000,-0.8909487,1.3665688,42.9831924,0.0235697,5.3172283
77,-13,-4.294814091150471,20.565893527536478,-13.1515646,-0.0041322,38.8429756,-0.0596155,-0.4181194,4.0000000,-0.8604101,1.3680775,43.0511971,0.0241713,5.1354175
78,-13,-4.287357451150471,20.565893527536478,-13.1505156,-0.0051240,37.1900826,-0.0823663,-0.4007827,4.0000000,-0.8243805,1.3694086,43.1112328,0.0228152,4.9382248
79,-13,-4.279900811150471,20.565893527536478,-13.1493425,0.0036364,48.7603302,-0.1085001,-0.3814797,4.0000000,-0.7831151,1.3705355,43.1610184,0.0201558,4.7270727
80,-13,-4.272444171150471,20.565893527536478,-13.1480503,0.0023140,47.1074371,-0.1369459,-0.3604222,4.0000000,-0.7368305,1.3714330,43.2015076,0.0159860,4.5057302
81,-13,-4.264987531150471,20.565893527536478,-13.1466417,0.0009917,45.4545441,-0.1692324,-0.3376548,4.0000000,-0.6871003,1.3720977,43.2310181,0.0117907,4.2996416
82,-13,-4.257530891150471,20.565893527536478,-13.1451216,-0.0004959,42.9752083,-0.2018309,-0.3136957,4.0000000,-0.6331329,1.3724846,43.2479477,0.0057415,4.0922551
83,-13,-4.250074251150471,20.565893527536478,-13.1434937,-0.0019835,40.4958687,-0.2365210,-0.2879773,4.0000000,-0.5756823,1.3725564,43.2513161,-0.0002723,3.9017169
84,-13,-4.242617611150471,20.565893527536478,-13.1417646,-0.0037190,38.0165291,-0.2720286,-0.2604396,4.0000000,-0.5154828,1.3723186,43.2406197,-0.0053963,3.7295456
85,-13,-4.235160971150471,20.565893527536478,-13.1399384,0.0045455,48.7603302,-0.3079621,-0.2316008,4.0000000,-0.4527835,1.3717396,43.2141914,-0.0104182,3.5850105
86,-13,-4.227704331150471,20.565893527536478,-13.1380215,0.0026446,46.2809906,-0.3431854,-0.2014730,4.0000000,-0.3876432,1.3707732,43.1717148,-0.0153029,3.4671595
87,-13,-4.220247691150471,20.565893527536478,-13.1360197,0.0006612,43.8016510,-0.3783537,-0.1694427,4.0000000,-0.3211440,1.3694366,43.1118126,-0.0177415,3.3864021
88,-13,-4.212791051150471,20.565893527536478,-13.1339397,-0.0014050,41.3223152,-0.4106215,-0.1363634,4.0000000,-0.2533973,1.3677299,43.0342331,-0.0193295,3.3329628
89,-13,-4.205334411150471,20.565893527536478,-13.1317873,-0.0035537,38.0165291,-0.4396070,-0.1022527,4.0000000,-0.1843615,1.3656107,42.9390602,-0.0201439,3.3084154
90,-13,-4.197877771150471,20.565893527536478,-13.1295710,0.0042975,48.7603302,-0.4668693,-0.0673300,4.0000000,-0.1156291,1.3630925,42.8249474,-0.0190309,3.3286462
91,-13,-4.190421131150471,20.565893527536478,-13.1272964,0.0021488,45.4545441,-0.4898827,-0.0315121,4.0000000,-0.0469916,1.3601985,42.6920509,-0.0160327,3.3766506
92,-13,-4.182964491150471,20.565893527536478,-13.1249695,-0.0001653,42.1487617,-0.5086778,0.0043114,4.0000000,0.0206344,1.3568958,42.5399818,-0.0120115,3.4531655
93,-13,-4.175507851150471,20.565893527536478,-13.1225986,-0.0023140,38.8429756,-0.5234513,0.0408194,4.0000000,0.0863866,1.3532087,42.3694649,-0.0047478,3.5568719
94,-13,-4.168051211150471,20.565893527536478,-13.1201897,-0.0047934,35.5371895,-0.5355673,0.0771637,4.0000000,0.1494929,1.3491926,42.1813698,0.0048346,3.6921735
95,-13,-4.451403531150471,20.558436887536477,-13.1508951,-0.0045455,35.5371895,-0.4804351,-0.3699134,4.0000000,-0.1908229,1.3099828,40.2559586,-0.5490040,4.1521249
96,-13,-4.443946891150471,20.558436887536477,-13.1523228,-0.0032231,37.1900826,-0.4128564,-0.4119667,4.0000000,-0.2834803,1.3144966,40.4878044,-0.5404531,4.3039584
97,-13,-4.436490251150471,20.558436887536477,-13.1536837,-0.0019835,38.8429756,-0.3434862,-0.4510303,4.0000000,-0.3730424,1.3187053,40.7017822,-0.5290182,4.4945173
98,-13,-4.429033611150471,20.558436887536477,-13.1549683,-0.0007438,40.4958687,-0.2729843,-0.4867084,4.0000000,-0.4577201,1.3226113,40.8986969,-0.5156968,4.7076478
99,-13,-4.421576971150471,20.558436887536477,-13.1561680,0.0005785,42.9752083,-0.2032319,-0.5184159,4.0000000,-0.5377164,1.3262622,41.0800934,-0.4991155,4.9361205
100,-13,-4.414120331150471,20.558436887536477,-13.1572752,0.0017355,44.6280975,-0.1359554,-0.5467483,4.0000000,-0.6114998,1.3296726,41.2479095,-0.4819969,5.1764407
101,-13,-4.406663691150471,20.558436887536477,-13.1582823,0.0026446,46.2809906,-0.0713923,-0.5715783,4.0000000,-0.6807279,1.3328617,41.4049301,-0.4624287,5.4229455
102,-13,-4.399207051150471,20.558436887536477,-13.1591835,0.0034711,47.9338837,-0.0101189,-0.5923509,4.0000000,-0.7426177,1.3358655,41.5508881,-0.4420841,5.6462107
103,-13,-4.391750411150471,20.558436887536477,-13.1599712,0.0042149,49.5867767,0.0456971,-0.6100025,4.0000000,-0.7988297,1.3387145,41.6880226,-0.4211753,5.8671174
104,-13,-4.384293771150471,20.558436887536477,-13.1606426,-0.0051240,35.5371895,0.0960964,-0.6236039,4.0000000,-0.8469143,1.3414288,41.8177681,-0.4002935,6.0493340
105,-13,-4.376837131150471,20.558436887536477,-13.1611900,-0.0046281,36.3636360,0.1397119,-0.6338444,4.0000000,-0.8881962,1.3440238,41.9411736,-0.3794926,6.2073393
106,-13,-4.369380491150471,20.558436887536477,-13.1616116,-0.0042975,36.3636360,0.1782332,-0.6416988,4.0000000,-0.9223277,1.3465177,42.0589828,-0.3610700,6.3339634
107,-13,-4.361923851150471,20.558436887536477,-13.1619043,-0.0040496,36.3636360,0.2104062,-0.6467264,4.0000000,-0.9504955,1.3489214,42.1729813,-0.3429574,6.4324279
108,-13,-4.354467211150471,20.558436887536477,-13.1620636,-0.0038017,36.3636360,0.2351567,-0.6480798,4.0000000,-0.9697489,1.3512683,42.2829704,-0.3264107,6.4727883
109,-13,-4.347010571150471,20.558436887536477,-13.1620884,-0.0037190,36.3636360,0.2538355,-0.6471544,5.0000000,-0.9822431,1.3535690,42.3892174,-0.3120656,6.4761820
110,-13,-4.339553931150471,20.558436887536477,-13.1619787,-0.0039669,36.3636360,0.2656515,-0.6441500,4.0000000,-0.9894165,1.3558064,42.4920464,-0.2988836,6.4580622
111,-13,-4.332097291150471,20.558436887536477,-13.1617317,-0.0042149,36.3636360,0.2686520,-0.6369835,4.0000000,-0.9881349,1.3579706,42.5926285,-0.2858321,6.3782096
112,-13,-4.324640651150471,20.558436887536477,-13.1613474,-0.0045455,36.3636360,0.2654408,-0.6275018,4.0000000,-0.9804484,1.3600669,42.6891365,-0.2745554,6.2601709
113,-13,-4.317184011150471,20.558436887536477,-13.1608276,-0.0050413,35.5371895,0.2566421,-0.6167144,4.0000000,-0.9683826,1.3621027,42.7815666,-0.2650461,6.1298780
114,-13,-4.309727371150471,20.558436887536477,-13.1601715,-0.0056198,34.7107430,0.2415435,-0.6032550,4.0000000,-0.9494528,1.3640467,42.8692589,-0.2570572,5.9568276
115,-13,-4.302270731150471,20.558436887536477,-13.1593819,0.0036364,49.5867767,0.2204891,-0.5868748,4.0000000,-0.9231448,1.3658736,42.9523315,-0.2506047,5.7360129
116,-13,-4.294814091150471,20.558436887536477,-13.1584587,0.0027273,47.9338837,0.1950245,-0.5696415,4.0000000,-0.8936619,1.3675796,43.0291672,-0.2456211,5.5181661
117,-13,-4.287357451150471,20.558436887536477,-13.1574068,0.0017355,46.2809906,0.1647354,-0.5505651,4.0000000,-0.8592207,1.3691509,43.0996132,-0.2419095,5.2848115
118,-13,-4.279900811150471,20.558436887536477,-13.1562271,0.0005785,44.6280975,0.1299797,-0.5287886,4.0000000,-0.8183110,1.3705548,43.1620102,-0.2392662,5.0185065
119,-13,-4.272444171150471,20.558436887536477,-13.1549234,-0.0007438,42.9752083,0.0916488,-0.5051690,4.0000000,-0.7731584,1.3717488,43.2153320,-0.2371797,4.7459354
120,-13,-4.264987531150471,20.558436887536477,-13.1535006,-0.0021488,40.4958687,0.0498811,-0.4800301,4.0000000,-0.7246866,1.3727205,43.2584648,-0.2353737,4.4825859
121,-13,-4.257530891150471,20.558436887536477,-13.1519613,-0.0037190,38.8429756,0.0068210,-0.4532499,4.0000000,-0.6715233,1.3734490,43.2906036,-0.2349765,4.2119746
122,-13,-4.250074251150471,20.558436887536477,-13.1503105,-0.0052893,37.1900826,-0.0377848,-0.4249202,4.0000000,-0.6146482,1.3738873,43.3100929,-0.2351923,3.9504657
123,-13,-4.242617611150471,20.558436887536477,-13.1485548,0.0029752,47.1074371,-0.0838808,-0.3945678,4.0000000,-0.5549866,1.3740224,43.3159866,-0.2341490,3.7058625
124,-13,-4.235160971150471,20.558436887536477,-13.1466980,0.0011570,44.6280975,-0.1311379,-0.3627464,4.0000000,-0.4930620,1.3738431,43.3080673,-0.2324307,3.4923871
125,-13,-4.227704331150471,20.558436887536477,-13.1447468,-0.0007438,42.1487617,-0.1764208,-0.3298507,4.0000000,-0.4286245,1.3733151,43.2840080,-0.2310769,3.2970839
126,-13,-4.220247691150471,20.558436887536477,-13.1427069,-0.0027273,39.6694221,-0.2220766,-0.2949113,4.0000000,-0.3626800,1.3724071,43.2444420,-0.2271426,3.1403112
127,-13,-4.212791051150471,20.558436887536477,-13.1405859,-0.0047934,36.3636360,-0.2652206,-0.2585986,4.0000000,-0.2946548,1.3711302,43.1868858,-0.2225423,3.0118837
128,-13,-4.205334411150471,20.558436887536477,-13.1383886,0.0030579,47.1074371,-0.3053816,-0.2214723,4.0000000,-0.2256881,1.3694541,43.1114693,-0.2172565,2.9207482
129,-13,-4.197877771150471,20.558436887536477,-13.1361237,0.0008264,43.8016510,-0.3428125,-0.1833222,4.0000000,-0.1566966,1.3673369,43.0165901,-0.2099479,2.8724847
130,-13,-4.190421131150471,20.558436887536477,-13.1337976,-0.0014050,41.3223152,-0.3764492,-0.1436347,4.0000000,-0.0879982,1.3648273,42.9033241,-0.1992712,2.8611102
131,-13,-4.182964491150471,20.558436887536477,-13.1314163,-0.0037190,38.0165291,-0.4054632,-0.1039304,4.0000000,-0.0198353,1.3619250,42.7711601,-0.1880255,2.8865302
132,-13,-4.175507851150471,20.558436887536477,-13.1289883,0.0040496,47.9338837,-0.4304769,-0.0645176,4.0000000,0.0459190,1.3586259,42.6199188,-0.1749541,2.9512730
133,-13,-4.168051211150471,20.558436887536477,-13.1265202,0.0015702,44.6280975,-0.4517357,-0.0245759,4.0000000,0.1101637,1.3549649,42.4506989,-0.1593155,3.0514526
134,-13,-4.160594571150471,20.558436887536477,-13.1240177,-0.0009091,40.4958687,-0.4663784,0.0155623,4.0000000,0.1735423,1.3509551,42.2634277,-0.1424178,3.1651261
135,-13,-4.466316811150471,20.550980247536479,-13.1538725,-0.0016529,39.6694221,-0.4769301,-0.4183974,4.0000000,-0.0204277,1.3006234,39.7658005,-0.8163671,3.9578724
136,-13,-4.458860171150471,20.550980247536479,-13.1554775,-0.0000826,42.1487617,-0.3948244,-0.4697262,4.0000000,-0.1195774,1.3054785,40.0218620,-0.8198750,4.0832424
137,-13,-4.451403531150471,20.550980247536479,-13.1570320,0.0014876,44.6280975,-0.3103435,-0.5183216,4.0000000,-0.2154878,1.3099957,40.2569580,-0.8211553,4.2660704
138,-13,-4.443946891150471,20.550980247536479,-13.1585264,0.0028926,46.2809906,-0.2237261,-0.5627441,4.0000000,-0.3082329,1.3141948,40.4723511,-0.8172553,4.4849548
139,-13,-4.436490251150471,20.550980247536479,-13.1599512,0.0042149,47.9338837,-0.1359754,-0.6041386,4.0000000,-0.3983902,1.3180751,40.6699409,-0.8098870,4.7453103
140,-13,-4.429033611150471,20.550980247536479,-13.1612959,-0.0045455,37.1900826,-0.0494988,-0.6416681,4.0000000,-0.4833216,1.3216579,40.8506699,-0.8000146,5.0303197
141,-13,-4.421576971150471,20.550980247536479,-13.1625538,-0.0032231,38.8429756,0.0351011,-0.6751854,4.0000000,-0.5634529,1.3249897,41.0171852,-0.7869179,5.3280883
142,-13,-4.414120331150471,20.550980247536479,-13.1637163,-0.0019835,40.4958687,0.1154096,-0.7040479,4.0000000,-0.6375495,1.3280988,41.1711998,-0.7705463,5.6234107
143,-13,-4.406663691150471,20.550980247536479,-13.1647749,-0.0009091,42.1487617,0.1935350,-0.7312183,4.0000000,-0.7078792,1.3310194,41.3146553,-0.7545574,5.9405661
144,-13,-4.399207051150471,20.550980247536479,-13.1657248,0.0000826,42.9752083,0.2643996,-0.7527684,4.0000000,-0.7692881,1.3337715,41.4482117,-0.7362487,6.2152410
145,-13,-4.391750411150471,20.550980247536479,-13.1665583,0.0009091,43.8016510,0.3308888,-0.7720500,4.0000000,-0.8256537,1.3363729,41.5746803,-0.7184462,6.4865565
146,-13,-4.384293771150471,20.550980247536479,-13.1672707,0.0016529,44.6280975,0.3887811,-0.7868181,4.0000000,-0.8736181,1.3388586,41.6950226,-0.7000182,6.7154031
147,-13,-4.376837131150471,20.550980247536479,-13.1678581,0.0022314,45.4545441,0.4407303,-0.7987490,4.0000000,-0.9156887,1.3412678,41.8101311,-0.6818094,6.9163957
