OID_,ClipsFinal_DEM_Large_S3_RegG1,X,Y,DEM_Large_S15_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1,-12,-7.217816971150471,20.282541207536479,-12.8493099,0.0042975,46.2809906,-0.3260966,-0.0567211,4.0000000,0.5038270,1.0670179,20.4172935,-0.6172692,0.8476219
2,-12,-7.210360331150472,20.282541207536479,-12.8515358,-0.0034711,18.1818180,-0.3276845,-0.0676516,4.0000000,0.4997586,1.0678612,20.5371761,-0.6350617,0.8570734
3,-12,-7.202903691150471,20.282541207536479,-12.8537569,-0.0012397,24.7933884,-0.3274731,-0.0771045,4.0000000,0.4946416,1.0686821,20.6551552,-0.6488506,0.8623639
4,-12,-7.225273611150472,20.275084567536481,-12.8486986,0.0037190,43.8016510,-0.3174519,-0.0657628,4.0000000,0.4719419,1.0675007,20.4867821,-0.6034676,0.8294431
5,-12,-7.217816971150471,20.275084567536481,-12.8509655,-0.0041322,16.5289249,-0.3194890,-0.0807969,4.0000000,0.4678971,1.0683824,20.6116085,-0.6294908,0.8429287
6,-12,-7.210360331150472,20.275084567536481,-12.8532276,-0.0018182,23.1404953,-0.3202262,-0.0939184,4.0000000,0.4633869,1.0692127,20.7308483,-0.6512237,0.8539495
7,-12,-7.202903691150471,20.275084567536481,-12.8554840,0.0004959,30.5785122,-0.3189159,-0.1039998,4.0000000,0.4585372,1.0700296,20.8457813,-0.6665369,0.8591330
8,-12,-7.195447051150472,20.275084567536481,-12.8577347,0.0027273,38.8429756,-0.3169603,-0.1155096,4.0000000,0.4516597,1.0708315,20.9595528,-0.6826791,0.8647240
9,-12,-7.187990411150471,20.275084567536481,-12.8599777,0.0049587,47.9338837,-0.3128283,-0.1261398,4.0000000,0.4428274,1.0716008,21.0656433,-0.6951071,0.8650541
10,-12,-7.180533771150472,20.275084567536481,-12.8622122,-0.0028926,21.4876041,-0.3080939,-0.1357753,4.0000000,0.4333968,1.0723487,21.1687374,-0.7049473,0.8639165
11,-12,-7.232730251150471,20.267627927536481,-12.8480120,0.0030579,41.3223152,-0.3103085,-0.0744486,4.0000000,0.4363282,1.0678660,20.5387955,-0.5852255,0.8158353
12,-12,-7.225273611150472,20.267627927536481,-12.8503160,-0.0047107,14.8760328,-0.3113934,-0.0901680,4.0000000,0.4326579,1.0687857,20.6700554,-0.6129938,0.8288007
13,-12,-7.217816971150471,20.267627927536481,-12.8526182,-0.0024793,21.4876041,-0.3126367,-0.1058589,4.0000000,0.4293040,1.0696585,20.7938995,-0.6410218,0.8442897
14,-12,-7.210360331150472,20.267627927536481,-12.8549166,-0.0000826,28.9256191,-0.3117789,-0.1202560,4.0000000,0.4245544,1.0704842,20.9107609,-0.6650665,0.8554326
15,-12,-7.202903691150471,20.267627927536481,-12.8572092,0.0022314,37.1900826,-0.3098876,-0.1320792,4.0000000,0.4195234,1.0713012,21.0241299,-0.6836818,0.8633276
16,-12,-7.195447051150472,20.267627927536481,-12.8594961,0.0045455,46.2809906,-0.3061892,-0.1450677,4.0000000,0.4121907,1.0720955,21.1336155,-0.7023261,0.8690852
17,-12,-7.187990411150471,20.267627927536481,-12.8617754,-0.0032231,20.6611576,-0.3011056,-0.1561319,4.0000000,0.4041556,1.0728410,21.2369690,-0.7164194,0.8704888
18,-12,-7.180533771150472,20.267627927536481,-12.8640451,-0.0009917,27.2727280,-0.2951936,-0.1659639,4.0000000,0.3954322,1.0735563,21.3350945,-0.7273601,0.8692883
19,-12,-7.173077131150471,20.267627927536481,-12.8663054,0.0012397,34.7107430,-0.2880245,-0.1758604,4.0000000,0.3849514,1.0742588,21.4319859,-0.7366723,0.8659251
20,-12,-7.165620491150472,20.267627927536481,-12.8685541,0.0034711,42.9752083,-0.2785652,-0.1848731,4.0000000,0.3724275,1.0749307,21.5222340,-0.7421737,0.8562518
21,-12,-7.158163851150471,20.267627927536481,-12.8707905,-0.0042975,17.3553715,-0.2677217,-0.1913293,4.0000000,0.3596705,1.0755914,21.6105747,-0.7423291,0.8397986
22,-12,-7.150707211150472,20.267627927536481,-12.8730145,-0.0020661,23.1404953,-0.2556161,-0.1971826,4.0000000,0.3454370,1.0762159,21.6958809,-0.7398021,0.8195453
