OID_,ClipsFinal_DEM_Large_S3_RegN,X,Y,DEM_Large_S15_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
577,-12,-2.870595851150471,22.989301527536480,-12.8037062,-0.0017355,8.2644625,0.7279624,-0.9138391,4.0000000,-1.0498133,1.0219982,11.9107771,-0.7778649,2.0812752
578,-12,-2.863139211150471,22.989301527536480,-12.8047495,-0.0007438,12.3966942,0.7728561,-0.9378796,4.0000000,-1.0767905,1.0210854,11.6651983,-0.7989689,2.1698761
579,-12,-2.855682571150471,22.989301527536480,-12.8057528,0.0002479,17.3553715,0.8136491,-0.9597090,4.0000000,-1.1005999,1.0201553,11.4093914,-0.8188180,2.2528276
580,-12,-2.848225931150471,22.989301527536480,-12.8067169,0.0011570,22.3140488,0.8504167,-0.9797325,4.0000000,-1.1230189,1.0192255,11.1463308,-0.8364459,2.3325660
581,-12,-2.840769291150471,22.989301527536480,-12.8076391,0.0020661,28.0991745,0.8832206,-0.9972705,4.0000000,-1.1413406,1.0182897,10.8753347,-0.8532003,2.4018800
582,-12,-3.362734091150470,22.981844887536479,-12.7230368,-0.0019835,9.9173555,-0.2961541,-0.1187867,4.0000000,0.3113186,1.0226424,12.0829992,-0.5488919,0.6999900
583,-12,-3.355277451150470,22.981844887536479,-12.7241573,-0.0009091,14.0495872,-0.2791314,-0.1351414,4.0000000,0.2874803,1.0234129,12.2814293,-0.5577631,0.6814260
584,-12,-3.347820811150471,22.981844887536479,-12.7252913,0.0001653,19.0082645,-0.2616557,-0.1509234,4.0000000,0.2624251,1.0241530,12.4716520,-0.5642717,0.6633754
585,-12,-3.340364171150471,22.981844887536479,-12.7264376,0.0012397,24.7933884,-0.2424676,-0.1675659,4.0000000,0.2361052,1.0248705,12.6523457,-0.5712370,0.6447874
586,-12,-3.332907531150471,22.981844887536479,-12.7275953,0.0023140,31.4049587,-0.2218989,-0.1829269,4.0000000,0.2089099,1.0255543,12.8218451,-0.5747638,0.6235430
587,-12,-3.325450891150471,22.981844887536479,-12.7287626,0.0034711,38.8429756,-0.1992965,-0.2000483,4.0000000,0.1783075,1.0262029,12.9804039,-0.5784041,0.6027693
588,-12,-3.317994251150471,22.981844887536479,-12.7299385,0.0047107,47.1074371,-0.1808453,-0.2143361,4.0000000,0.1510403,1.0268141,13.1259985,-0.5797125,0.5884930
589,-12,-3.310537611150471,22.981844887536479,-12.7311220,-0.0040496,4.9586778,-0.1615401,-0.2271464,4.0000000,0.1238672,1.0273917,13.2641068,-0.5781600,0.5712824
590,-12,-3.303080971150471,22.981844887536479,-12.7323122,-0.0028099,8.2644625,-0.1415095,-0.2410532,4.0000000,0.0948436,1.0279293,13.3923225,-0.5769499,0.5561709
591,-12,-3.295624331150471,22.981844887536479,-12.7335072,-0.0016529,12.3966942,-0.1202307,-0.2565167,4.0000000,0.0632940,1.0284204,13.5063734,-0.5763273,0.5434479
592,-12,-3.288167691150471,22.981844887536479,-12.7347069,-0.0005785,17.3553715,-0.1018401,-0.2679803,4.0000000,0.0347289,1.0288789,13.6109982,-0.5706896,0.5300508
593,-12,-3.280711051150471,22.981844887536479,-12.7359104,0.0004959,23.1404953,-0.0866249,-0.2766597,4.0000000,0.0095265,1.0292888,13.7063885,-0.5628458,0.5181835
594,-12,-3.273254411150471,22.981844887536479,-12.7371159,0.0016529,29.7520657,-0.0691451,-0.2875931,4.0000000,-0.0192126,1.0296695,13.7931719,-0.5559736,0.5076538
595,-12,-3.265797771150471,22.981844887536479,-12.7383242,0.0028099,36.3636360,-0.0535588,-0.2971016,4.0000000,-0.0473319,1.0300094,13.8694887,-0.5468714,0.4988263
596,-12,-3.258341131150471,22.981844887536479,-12.7395325,0.0040496,43.8016510,-0.0403597,-0.3040607,4.0000000,-0.0730144,1.0303018,13.9348030,-0.5351070,0.4893676
597,-12,-3.250884491150471,22.981844887536479,-12.7407427,-0.0046281,4.9586778,-0.0300778,-0.3091513,4.0000000,-0.0973533,1.0305618,13.9933748,-0.5209492,0.4818788
598,-12,-3.243427851150471,22.981844887536479,-12.7419529,-0.0033058,8.2644625,-0.0209231,-0.3144750,4.0000000,-0.1219815,1.0307734,14.0411310,-0.5069684,0.4778231
599,-12,-3.235971211150471,22.981844887536479,-12.7431631,-0.0020661,12.3966942,-0.0133416,-0.3186530,4.0000000,-0.1452766,1.0309612,14.0819998,-0.4920294,0.4743375
600,-12,-3.228514571150471,22.981844887536479,-12.7443743,-0.0008264,17.3553715,-0.0071500,-0.3212047,4.0000000,-0.1676048,1.0311100,14.1150293,-0.4748046,0.4695482
601,-12,-3.221057931150471,22.981844887536479,-12.7455835,0.0003306,23.1404953,-0.0025408,-0.3235579,4.0000000,-0.1890718,1.0312195,14.1396084,-0.4580440,0.4677495
602,-12,-3.213601291150471,22.981844887536479,-12.7467937,0.0014050,28.9256191,-0.0015352,-0.3238735,4.0000000,-0.2075583,1.0313147,14.1594982,-0.4401887,0.4681448
603,-12,-3.206144651150471,22.981844887536479,-12.7480040,0.0025620,35.5371895,-0.0006826,-0.3241594,4.0000000,-0.2274023,1.0313752,14.1725168,-0.4209166,0.4688922
604,-12,-3.198688011150471,22.981844887536479,-12.7492132,0.0038017,42.9752083,-0.0028199,-0.3231233,4.0000000,-0.2444218,1.0314052,14.1795263,-0.4018249,0.4723910
605,-12,-3.191231371150471,22.981844887536479,-12.7504234,-0.0048760,4.9586778,-0.0078413,-0.3211963,4.0000000,-0.2599504,1.0314152,14.1817884,-0.3824422,0.4797519
606,-12,-3.183774731150470,22.981844887536479,-12.7516336,-0.0034711,8.2644625,-0.0132649,-0.3188311,4.0000000,-0.2746606,1.0314114,14.1799536,-0.3630016,0.4867136
607,-12,-3.176318091150470,22.981844887536479,-12.7528458,-0.0021488,12.3966942,-0.0180776,-0.3176467,4.0000000,-0.2898504,1.0313882,14.1752558,-0.3454431,0.4956189
608,-12,-3.168861451150470,22.981844887536479,-12.7540588,-0.0009091,17.3553715,-0.0249422,-0.3141609,4.0000000,-0.3031341,1.0313463,14.1660442,-0.3251877,0.5025954
609,-12,-3.161404811150470,22.981844887536479,-12.7552738,0.0001653,22.3140488,-0.0329397,-0.3109272,4.0000000,-0.3161994,1.0312964,14.1544743,-0.3056551,0.5128568
610,-12,-3.153948171150470,22.981844887536479,-12.7564917,0.0012397,28.0991745,-0.0435594,-0.3059181,4.0000000,-0.3255416,1.0312384,14.1408596,-0.2862945,0.5239783
611,-12,-3.146491531150470,22.981844887536479,-12.7577124,0.0023967,34.7107430,-0.0519326,-0.3027624,4.0000000,-0.3363286,1.0311779,14.1279783,-0.2691964,0.5352547
612,-12,-3.139034891150470,22.981844887536479,-12.7589369,0.0036364,42.1487617,-0.0616064,-0.2991467,4.0000000,-0.3468777,1.0311058,14.1128683,-0.2514158,0.5482721
613,-12,-3.131578251150470,22.981844887536479,-12.7601652,-0.0049587,4.9586778,-0.0711408,-0.2974336,4.0000000,-0.3576428,1.0310324,14.0953445,-0.2372244,0.5660263
614,-12,-3.124121611150471,22.981844887536479,-12.7613993,-0.0035537,8.2644625,-0.0821843,-0.2938882,4.0000000,-0.3661191,1.0309632,14.0792484,-0.2216574,0.5822461
615,-12,-3.116664971150471,22.981844887536479,-12.7626390,-0.0022314,12.3966942,-0.0916269,-0.2919830,4.0000000,-0.3752468,1.0308894,14.0644541,-0.2087192,0.5992194
616,-12,-3.109208331150471,22.981844887536479,-12.7638845,-0.0009917,17.3553715,-0.0999412,-0.2915033,4.0000000,-0.3844220,1.0308270,14.0497055,-0.1985846,0.6173291
617,-12,-3.101751691150471,22.981844887536479,-12.7651367,0.0001653,23.1404953,-0.1075066,-0.2926040,4.0000000,-0.3962024,1.0307655,14.0359993,-0.1890057,0.6380451
618,-12,-3.094295051150471,22.981844887536479,-12.7663956,0.0013223,29.7520657,-0.1155991,-0.2925951,4.0000000,-0.4054567,1.0307055,14.0227270,-0.1797337,0.6568723
619,-12,-3.086838411150471,22.981844887536479,-12.7676630,0.0024793,36.3636360,-0.1232080,-0.2937719,4.0000000,-0.4145880,1.0306584,14.0119267,-0.1729557,0.6777043
620,-12,-3.079381771150471,22.981844887536479,-12.7689381,0.0038017,43.8016510,-0.1281978,-0.2974550,4.0000000,-0.4271681,1.0306138,14.0019331,-0.1677418,0.6995177
621,-12,-3.071925131150471,22.981844887536479,-12.7702208,-0.0047934,4.9586778,-0.1297546,-0.3028134,4.0000000,-0.4394639,1.0305715,13.9917355,-0.1661628,0.7181833
622,-12,-3.064468491150471,22.981844887536479,-12.7715130,-0.0033884,8.2644625,-0.1327841,-0.3077089,4.0000000,-0.4513062,1.0305212,13.9824076,-0.1641116,0.7391503
623,-12,-3.057011851150471,22.981844887536479,-12.7728119,-0.0020661,12.3966942,-0.1346053,-0.3142526,4.0000000,-0.4637251,1.0304847,13.9730406,-0.1647800,0.7622568
624,-12,-3.049555211150471,22.981844887536479,-12.7741203,-0.0008264,17.3553715,-0.1320036,-0.3237979,5.0000000,-0.4788233,1.0304564,13.9659567,-0.1687724,0.7846553
625,-12,-3.042098571150471,22.981844887536479,-12.7754364,0.0003306,23.1404953,-0.1264019,-0.3354714,4.0000000,-0.4946703,1.0304036,13.9563313,-0.1762725,0.8074821
626,-12,-3.034641931150471,22.981844887536479,-12.7767591,0.0014876,29.7520657,-0.1194159,-0.3483273,4.0000000,-0.5111508,1.0303532,13.9440422,-0.1855038,0.8321003
627,-12,-3.027185291150471,22.981844887536479,-12.7780895,0.0027273,37.1900826,-0.1104156,-0.3623693,4.0000000,-0.5279965,1.0302939,13.9305201,-0.1967422,0.8575037
628,-12,-3.019728651150471,22.981844887536479,-12.7794256,0.0040496,45.4545441,-0.0956028,-0.3801373,4.0000000,-0.5479244,1.0302147,13.9142714,-0.2123502,0.8843622
629,-12,-3.012272011150471,22.981844887536479,-12.7807665,-0.0045455,4.9586778,-0.0829294,-0.3972290,4.0000000,-0.5677310,1.0301205,13.8916340,-0.2267270,0.9163718
630,-12,-3.004815371150471,22.981844887536479,-12.7821121,-0.0030579,9.0909090,-0.0632883,-0.4171428,4.0000000,-0.5892358,1.0300057,13.8663912,-0.2450497,0.9458486
631,-12,-2.997358731150471,22.981844887536479,-12.7834606,-0.0016529,14.0495872,-0.0413010,-0.4394258,4.0000000,-0.6126103,1.0298529,13.8332415,-0.2662413,0.9828465
632,-12,-2.989902091150471,22.981844887536479,-12.7848091,-0.0003306,19.8347111,-0.0114406,-0.4657172,4.0000000,-0.6389548,1.0296729,13.7921448,-0.2924796,1.0231916
633,-12,-2.982445451150471,22.981844887536479,-12.7861586,0.0009091,26.4462814,0.0168592,-0.4904410,4.0000000,-0.6640759,1.0294603,13.7427216,-0.3168062,1.0660560
634,-12,-2.974988811150471,22.981844887536479,-12.7875051,0.0021488,33.8842964,0.0503826,-0.5171199,4.0000000,-0.6901938,1.0291932,13.6823177,-0.3440459,1.1113819
635,-12,-2.967532171150471,22.981844887536479,-12.7888470,0.0034711,42.1487617,0.0845093,-0.5441159,4.0000000,-0.7161950,1.0288882,13.6131477,-0.3720368,1.1629188
636,-12,-2.960075531150471,22.981844887536479,-12.7901831,-0.0051240,2.4793389,0.1285060,-0.5746939,4.0000000,-0.7452186,1.0285403,13.5325651,-0.4041691,1.2169220
637,-12,-2.952618891150470,22.981844887536479,-12.7915106,-0.0036364,5.7851238,0.1746481,-0.6060802,4.0000000,-0.7751479,1.0281336,13.4386330,-0.4370125,1.2783939
638,-12,-2.945162251150471,22.981844887536479,-12.7928267,-0.0022314,9.9173555,0.2222168,-0.6373560,4.0000000,-0.8054732,1.0276753,13.3297110,-0.4692387,1.3442894
639,-12,-2.937705611150471,22.981844887536479,-12.7941294,-0.0009091,14.8760328,0.2690992,-0.6673535,4.0000000,-0.8349831,1.0271617,13.2085018,-0.4997238,1.4122274
640,-12,-2.930248971150471,22.981844887536479,-12.7954159,0.0003306,20.6611576,0.3221146,-0.6998371,4.0000000,-0.8661268,1.0265890,13.0736380,-0.5335474,1.4892522
641,-12,-2.922792331150471,22.981844887536479,-12.7966843,0.0014876,27.2727280,0.3767967,-0.7324977,4.0000000,-0.8969475,1.0259756,12.9230824,-0.5680478,1.5721709
642,-12,-2.915335691150471,22.981844887536479,-12.7979317,0.0026446,34.7107430,0.4343195,-0.7648240,4.0000000,-0.9285484,1.0253080,12.7584486,-0.6010997,1.6552913
643,-12,-2.907879051150471,22.981844887536479,-12.7991552,0.0037190,42.1487617,0.4909820,-0.7966125,4.0000000,-0.9597906,1.0245795,12.5795727,-0.6334344,1.7448491
644,-12,-2.900422411150471,22.981844887536479,-12.8003521,-0.0051240,0.8264463,0.5493386,-0.8287914,4.0000000,-0.9926311,1.0238140,12.3842115,-0.6649517,1.8415855
645,-12,-2.892965771150471,22.981844887536479,-12.8015213,-0.0038843,2.4793389,0.6019790,-0.8571630,5.0000000,-1.0216354,1.0230050,12.1752844,-0.6926906,1.9300818
646,-12,-2.885509131150471,22.981844887536479,-12.8026581,-0.0027273,4.9586778,0.6578983,-0.8861815,5.0000000,-1.0501415,1.0221559,11.9538002,-0.7222216,2.0223207
647,-12,-2.878052491150471,22.981844887536479,-12.8037624,-0.0016529,8.2644625,0.7118021,-0.9146128,5.0000000,-1.0797349,1.0212855,11.7198229,-0.7494906,2.1208608
648,-12,-2.870595851150471,22.981844887536479,-12.8048315,-0.0006612,12.3966942,0.7638003,-0.9408482,5.0000000,-1.1073334,1.0203882,11.4722023,-0.7743629,2.2114663
649,-12,-2.863139211150471,22.981844887536479,-12.8058634,0.0003306,17.3553715,0.8091089,-0.9641404,4.0000000,-1.1321627,1.0194639,11.2146053,-0.7961180,2.2969377
650,-12,-2.855682571150471,22.981844887536479,-12.8068552,0.0013223,23.1404953,0.8528042,-0.9866004,4.0000000,-1.1561273,1.0185335,10.9468985,-0.8170733,2.3825836
651,-12,-2.848225931150471,22.981844887536479,-12.8078070,0.0022314,28.9256191,0.8891094,-1.0053818,4.0000000,-1.1754252,1.0176048,10.6711559,-0.8353384,2.4555917
652,-12,-3.370190731150470,22.974388247536481,-12.7230368,-0.0020661,9.0909090,-0.3096883,-0.1275018,4.0000000,0.2796892,1.0217807,11.8551397,-0.5346928,0.7366526
653,-12,-3.362734091150470,22.974388247536481,-12.7241669,-0.0009091,14.0495872,-0.2929645,-0.1455383,5.0000000,0.2559573,1.0225461,12.0556812,-0.5470338,0.7222261
654,-12,-3.355277451150470,22.974388247536481,-12.7253113,0.0001653,19.0082645,-0.2750857,-0.1627973,5.0000000,0.2324893,1.0232769,12.2480707,-0.5580840,0.7069111
655,-12,-3.347820811150471,22.974388247536481,-12.7264681,0.0012397,24.7933884,-0.2560157,-0.1799345,5.0000000,0.2065570,1.0239861,12.4308300,-0.5664262,0.6913275
656,-12,-3.340364171150471,22.974388247536481,-12.7276363,0.0023140,31.4049587,-0.2349022,-0.1983984,5.0000000,0.1787887,1.0246716,12.6024246,-0.5755855,0.6758984
657,-12,-3.332907531150471,22.974388247536481,-12.7288160,0.0034711,38.8429756,-0.2129496,-0.2158223,5.0000000,0.1501682,1.0253178,12.7630348,-0.5818129,0.6596721
658,-12,-3.325450891150471,22.974388247536481,-12.7300043,-0.0052893,2.4793389,-0.1903434,-0.2336524,5.0000000,0.1209770,1.0259230,12.9115772,-0.5882818,0.6453884
659,-12,-3.317994251150471,22.974388247536481,-12.7312002,-0.0039669,4.9586778,-0.1716905,-0.2476972,4.0000000,0.0949825,1.0264852,13.0481997,-0.5903769,0.6345560
660,-12,-3.310537611150471,22.974388247536481,-12.7324018,-0.0027273,8.2644625,-0.1505813,-0.2628179,4.0000000,0.0662250,1.0270184,13.1767855,-0.5918608,0.6225082
661,-12,-3.303080971150471,22.974388247536481,-12.7336102,-0.0015702,12.3966942,-0.1287354,-0.2776524,4.0000000,0.0371702,1.0275165,13.2951059,-0.5924749,0.6101790
662,-12,-3.295624331150471,22.974388247536481,-12.7348223,-0.0004132,17.3553715,-0.1062988,-0.2924156,4.0000000,0.0066304,1.0279630,13.3988819,-0.5914615,0.5983811
663,-12,-3.288167691150471,22.974388247536481,-12.7360373,0.0006612,23.1404953,-0.0884638,-0.3041583,4.0000000,-0.0201627,1.0283715,13.4944677,-0.5881539,0.5907476
664,-12,-3.280711051150471,22.974388247536481,-12.7372551,0.0017355,29.7520657,-0.0719765,-0.3154048,4.0000000,-0.0470385,1.0287362,13.5795135,-0.5837712,0.5860507
665,-12,-3.273254411150471,22.974388247536481,-12.7384739,0.0029752,37.1900826,-0.0547314,-0.3266283,4.0000000,-0.0741577,1.0290719,13.6564302,-0.5790988,0.5807821
666,-12,-3.265797771150471,22.974388247536481,-12.7396946,0.0042149,44.6280975,-0.0390660,-0.3364260,4.0000000,-0.1009779,1.0293623,13.7223902,-0.5718741,0.5760767
667,-12,-3.258341131150471,22.974388247536481,-12.7409143,-0.0044628,4.9586778,-0.0254978,-0.3441100,4.0000000,-0.1268562,1.0296061,13.7775917,-0.5613637,0.5706300
668,-12,-3.250884491150471,22.974388247536481,-12.7421341,-0.0031405,8.2644625,-0.0145290,-0.3499579,4.0000000,-0.1503602,1.0298232,13.8269844,-0.5495556,0.5658530
669,-12,-3.243427851150471,22.974388247536481,-12.7433529,-0.0019008,12.3966942,-0.0049946,-0.3541612,4.0000000,-0.1735064,1.0299981,13.8663607,-0.5348160,0.5595462
670,-12,-3.235971211150471,22.974388247536481,-12.7445698,-0.0007438,17.3553715,0.0026097,-0.3576878,4.0000000,-0.1956474,1.0301448,13.8991280,-0.5197283,0.5555657
671,-12,-3.228514571150471,22.974388247536481,-12.7457867,0.0004132,23.1404953,0.0083884,-0.3605304,4.0000000,-0.2171259,1.0302582,13.9252806,-0.5039350,0.5536109
672,-12,-3.221057931150471,22.974388247536481,-12.7470016,0.0015702,29.7520657,0.0126896,-0.3629285,4.0000000,-0.2382191,1.0303389,13.9420748,-0.4876379,0.5535913
673,-12,-3.213601291150471,22.974388247536481,-12.7482147,0.0027273,36.3636360,0.0124624,-0.3628399,4.0000000,-0.2554086,1.0303953,13.9544716,-0.4702713,0.5555940
674,-12,-3.206144651150471,22.974388247536481,-12.7494268,0.0039669,43.8016510,0.0128086,-0.3627050,4.0000000,-0.2745234,1.0304226,13.9615850,-0.4508865,0.5563086
675,-12,-3.198688011150471,22.974388247536481,-12.7506380,-0.0047107,4.9586778,0.0103258,-0.3614798,4.0000000,-0.2912006,1.0304211,13.9603796,-0.4317589,0.5596604
676,-12,-3.191231371150471,22.974388247536481,-12.7518473,-0.0033884,8.2644625,0.0047886,-0.3581872,4.0000000,-0.3057668,1.0304056,13.9567003,-0.4106077,0.5632012
677,-12,-3.183774731150470,22.974388247536481,-12.7530575,-0.0020661,12.3966942,-0.0021083,-0.3544534,4.0000000,-0.3195098,1.0303766,13.9502468,-0.3893969,0.5684022
678,-12,-3.176318091150470,22.974388247536481,-12.7542667,-0.0008264,17.3553715,-0.0075852,-0.3521478,4.0000000,-0.3336343,1.0303291,13.9397516,-0.3706613,0.5748752
679,-12,-3.168861451150470,22.974388247536481,-12.7554770,0.0003306,23.1404953,-0.0155575,-0.3491795,4.0000000,-0.3465659,1.0302687,13.9251614,-0.3517930,0.5848131
680,-12,-3.161404811150470,22.974388247536481,-12.7566881,0.0014050,28.9256191,-0.0251953,-0.3446282,4.0000000,-0.3570995,1.0301952,13.9083385,-0.3321570,0.5935120
681,-12,-3.153948171150470,22.974388247536481,-12.7579002,0.0025620,35.5371895,-0.0380676,-0.3386762,4.0000000,-0.3668461,1.0301141,13.8910999,-0.3105063,0.6053901
682,-12,-3.146491531150470,22.974388247536481,-12.7591152,0.0038017,42.9752083,-0.0468537,-0.3359701,4.0000000,-0.3793705,1.0300362,13.8739319,-0.2925697,0.6181051
683,-12,-3.139034891150470,22.974388247536481,-12.7603340,-0.0048760,4.9586778,-0.0575843,-0.3316668,4.0000000,-0.3901437,1.0299524,13.8527021,-0.2731900,0.6303570
684,-12,-3.131578251150470,22.974388247536481,-12.7615557,-0.0034711,8.2644625,-0.0694624,-0.3271568,4.0000000,-0.3998869,1.0298576,13.8318605,-0.2544267,0.6446279
685,-12,-3.124121611150471,22.974388247536481,-12.7627811,-0.0021488,12.3966942,-0.0829328,-0.3226953,4.0000000,-0.4077764,1.0297720,13.8135653,-0.2376143,0.6626248
686,-12,-3.116664971150471,22.974388247536481,-12.7640123,-0.0009091,17.3553715,-0.0929302,-0.3205267,4.0000000,-0.4186720,1.0296921,13.7942801,-0.2223814,0.6796461
687,-12,-3.109208331150471,22.974388247536481,-12.7652493,0.0002479,23.1404953,-0.1034914,-0.3177150,4.0000000,-0.4270362,1.0296134,13.7769957,-0.2083938,0.6959552
688,-12,-3.101751691150471,22.974388247536481,-12.7664928,0.0014050,29.7520657,-0.1116877,-0.3178961,4.0000000,-0.4386916,1.0295415,13.7607002,-0.1971005,0.7156434
689,-12,-3.094295051150471,22.974388247536481,-12.7677431,0.0025620,37.1900826,-0.1210481,-0.3180929,4.0000000,-0.4499564,1.0294713,13.7437286,-0.1862294,0.7379354
690,-12,-3.086838411150471,22.974388247536481,-12.7690001,0.0038017,44.6280975,-0.1299047,-0.3180918,4.0000000,-0.4595467,1.0294083,13.7300835,-0.1766368,0.7584326
691,-12,-3.079381771150471,22.974388247536481,-12.7702656,-0.0047934,4.1322312,-0.1371203,-0.3201365,4.0000000,-0.4722217,1.0293531,13.7180481,-0.1680513,0.7812946
692,-12,-3.071925131150471,22.974388247536481,-12.7715387,-0.0033884,7.4380164,-0.1391140,-0.3255073,4.0000000,-0.4853347,1.0292957,13.7047062,-0.1656798,0.8020233
693,-12,-3.064468491150471,22.974388247536481,-12.7728195,-0.0020661,11.5702477,-0.1429117,-0.3306336,5.0000000,-0.4986986,1.0292408,13.6916676,-0.1625685,0.8263800
694,-12,-3.057011851150471,22.974388247536481,-12.7741089,-0.0008264,16.5289249,-0.1456998,-0.3359940,4.0000000,-0.5119008,1.0291947,13.6814747,-0.1600873,0.8494458
695,-12,-3.049555211150471,22.974388247536481,-12.7754068,0.0003306,22.3140488,-0.1431271,-0.3453007,4.0000000,-0.5286133,1.0291463,13.6710587,-0.1619881,0.8730660
696,-12,-3.042098571150471,22.974388247536481,-12.7767124,0.0014876,28.9256191,-0.1392965,-0.3560282,4.0000000,-0.5462251,1.0290847,13.6565514,-0.1658313,0.8991482
697,-12,-3.034641931150471,22.974388247536481,-12.7780256,0.0026446,36.3636360,-0.1318153,-0.3689046,4.0000000,-0.5637122,1.0290260,13.6424055,-0.1740970,0.9250897
698,-12,-3.027185291150471,22.974388247536481,-12.7793465,0.0039669,44.6280975,-0.1227394,-0.3824991,4.0000000,-0.5813645,1.0289534,13.6271315,-0.1836337,0.9513809
699,-12,-3.019728651150471,22.974388247536481,-12.7806721,-0.0046281,4.1322312,-0.1069715,-0.4002845,4.0000000,-0.6031929,1.0288663,13.6067982,-0.1973761,0.9794297
700,-12,-3.012272011150471,22.974388247536481,-12.7820044,-0.0032231,7.4380164,-0.0945296,-0.4162449,4.0000000,-0.6233605,1.0287594,13.5810804,-0.2091293,1.0107591
701,-12,-3.004815371150471,22.974388247536481,-12.7833395,-0.0018182,12.3966942,-0.0726586,-0.4369062,4.0000000,-0.6464894,1.0286270,13.5522299,-0.2273231,1.0415574
702,-12,-2.997358731150471,22.974388247536481,-12.7846785,-0.0004959,18.1818180,-0.0493328,-0.4589999,4.0000000,-0.6710960,1.0284680,13.5163870,-0.2469037,1.0787172
703,-12,-2.989902091150471,22.974388247536481,-12.7860184,0.0007438,24.7933884,-0.0190741,-0.4842141,4.0000000,-0.6974090,1.0282769,13.4693871,-0.2710193,1.1179335
704,-12,-2.982445451150471,22.974388247536481,-12.7873583,0.0019835,32.2314034,0.0104096,-0.5085530,4.0000000,-0.7228649,1.0280430,13.4161730,-0.2942412,1.1603235
705,-12,-2.974988811150471,22.974388247536481,-12.7886953,0.0032231,40.4958687,0.0457843,-0.5355614,4.0000000,-0.7498721,1.0277607,13.3505745,-0.3212507,1.2072046
706,-12,-2.967532171150471,22.974388247536481,-12.7900286,-0.0053719,1.6528926,0.0823991,-0.5629095,4.0000000,-0.7760652,1.0274462,13.2763233,-0.3497537,1.2590475
707,-12,-2.960075531150471,22.974388247536481,-12.7913551,-0.0039669,4.1322312,0.1287141,-0.5938409,4.0000000,-0.8055412,1.0270890,13.1913738,-0.3821405,1.3145558
708,-12,-2.952618891150470,22.974388247536481,-12.7926741,-0.0024793,8.2644625,0.1769759,-0.6251410,4.0000000,-0.8353512,1.0266685,13.0904264,-0.4149307,1.3756683
709,-12,-2.945162251150471,22.974388247536481,-12.7939806,-0.0011570,13.2231407,0.2270816,-0.6567810,4.0000000,-0.8662844,1.0261917,12.9762526,-0.4472777,1.4428787
710,-12,-2.937705611150471,22.974388247536481,-12.7952747,0.0000826,19.0082645,0.2776885,-0.6881101,4.0000000,-0.8963777,1.0256659,12.8480282,-0.4798424,1.5151496
711,-12,-2.930248971150471,22.974388247536481,-12.7965517,0.0013223,25.6198349,0.3327377,-0.7205273,4.0000000,-0.9276136,1.0250866,12.7041302,-0.5134410,1.5924505
712,-12,-2.922792331150471,22.974388247536481,-12.7978106,0.0024793,33.0578499,0.3874526,-0.7521816,4.0000000,-0.9571703,1.0244575,12.5472050,-0.5471929,1.6737058
713,-12,-2.915335691150471,22.974388247536481,-12.7990484,0.0036364,41.3223152,0.4506076,-0.7867963,4.0000000,-0.9899185,1.0237756,12.3755989,-0.5836741,1.7649205
714,-12,-2.907879051150471,22.974388247536481,-12.8002625,-0.0052066,0.8264463,0.5106299,-0.8194953,4.0000000,-1.0215788,1.0230384,12.1842928,-0.6174119,1.8586003
715,-12,-2.900422411150471,22.974388247536481,-12.8014488,-0.0039669,2.4793389,0.5694062,-0.8502474,4.0000000,-1.0513095,1.0222603,11.9799032,-0.6491854,1.9487842
716,-12,-2.892965771150471,22.974388247536481,-12.8026075,-0.0027273,4.9586778,0.6255783,-0.8797349,4.0000000,-1.0804319,1.0214409,11.7625237,-0.6790377,2.0422425
717,-12,-2.885509131150471,22.974388247536481,-12.8037338,-0.0016529,8.2644625,0.6847955,-0.9094066,4.0000000,-1.1090082,1.0205920,11.5301991,-0.7098051,2.1368873
718,-12,-2.878052491150471,22.974388247536481,-12.8048277,-0.0005785,12.3966942,0.7386069,-0.9366003,4.0000000,-1.1370014,1.0197186,11.2853355,-0.7361993,2.2299168
719,-12,-2.870595851150471,22.974388247536481,-12.8058844,0.0004132,17.3553715,0.7926072,-0.9627947,5.0000000,-1.1621149,1.0188107,11.0275822,-0.7634746,2.3192549
720,-12,-2.863139211150471,22.974388247536481,-12.8069038,0.0014050,23.1404953,0.8401563,-0.9864931,5.0000000,-1.1860899,1.0178910,10.7578125,-0.7868963,2.4063301
721,-12,-2.855682571150471,22.974388247536481,-12.8078833,0.0023967,29.7520657,0.8850334,-1.0083849,5.0000000,-1.2082293,1.0169671,10.4801655,-0.8085406,2.4874952
722,-12,-2.848225931150471,22.974388247536481,-12.8088217,0.0033058,36.3636360,0.9234627,-1.0272985,4.0000000,-1.2260902,1.0160431,10.1933470,-0.8285068,2.5593486
723,-12,-3.385104011150470,22.966931607536480,-12.7218533,-0.0033058,4.9586778,-0.3386983,-0.1161234,4.0000000,0.2650891,1.0201501,11.4089622,-0.4973359,0.7847285
724,-12,-3.377647371150470,22.966931607536480,-12.7229748,-0.0021488,8.2644625,-0.3234666,-0.1347577,4.0000000,0.2437584,1.0209188,11.6215143,-0.5132738,0.7728461
