OID_,ClipsFinal_DEM_Large_S3_RegJ,X,Y,DEM_Large_S15_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
21,-12,-7.732325131150471,21.923002007536478,-12.6284389,0.0034711,36.3636360,-0.0240863,-0.3504732,4.0000000,-0.6178656,1.0151204,9.9043922,-0.0830808,0.5850384
22,-12,-7.724868491150471,21.923002007536478,-12.6290283,0.0040496,41.3223152,-0.0250919,-0.3695801,4.0000000,-0.6689266,1.0145762,9.7260637,-0.0702337,0.6458877
23,-12,-7.717411851150471,21.923002007536478,-12.6295729,0.0045455,45.4545441,-0.0272844,-0.3840012,4.0000000,-0.7140042,1.0140426,9.5488129,-0.0539982,0.6965513
24,-12,-7.709955211150471,21.923002007536478,-12.6300716,-0.0050413,0.0000000,-0.0289543,-0.3949362,4.0000000,-0.7520154,1.0135322,9.3739042,-0.0378570,0.7356970
25,-12,-7.702498571150471,21.923002007536478,-12.6305227,-0.0047107,0.0000000,-0.0325762,-0.4030269,4.0000000,-0.7868873,1.0130451,9.2052631,-0.0191665,0.7700353
26,-12,-7.695041931150471,21.923002007536478,-12.6309261,-0.0043802,0.0000000,-0.0356724,-0.4061604,4.0000000,-0.8120936,1.0125874,9.0447912,-0.0002273,0.7863069
27,-12,-7.687585291150471,21.923002007536478,-12.6312799,-0.0040496,0.0000000,-0.0391194,-0.4062220,4.0000000,-0.8297315,1.0121686,8.8937693,0.0172875,0.7925915
28,-12,-7.821804811150471,21.915545367536478,-12.6202688,-0.0047107,0.8264463,0.0147874,0.1741965,4.0000000,0.2942543,1.0180004,10.8017149,0.0541387,0.1018829
29,-12,-7.814348171150471,21.915545367536478,-12.6211071,-0.0039669,1.6528926,0.0051969,0.1095481,4.0000000,0.1919607,1.0182704,10.8790760,0.0271356,0.0418743
30,-12,-7.806891531150471,21.915545367536478,-12.6219530,-0.0031405,3.3057852,-0.0017220,0.0466076,4.0000000,0.0940206,1.0184164,10.9228001,-0.0008053,0.0134079
31,-12,-7.799434891150471,21.915545367536478,-12.6227999,-0.0023140,5.7851238,-0.0063905,-0.0139510,4.0000000,-0.0001540,1.0184376,10.9283400,-0.0277480,0.0145596
32,-12,-7.791978251150471,21.915545367536478,-12.6236420,-0.0014876,8.2644625,-0.0086971,-0.0679422,4.0000000,-0.0858626,1.0183512,10.9024754,-0.0500218,0.0387667
33,-12,-7.784521611150471,21.915545367536478,-12.6244726,-0.0006612,11.5702477,-0.0098193,-0.1177665,4.0000000,-0.1655166,1.0181698,10.8484306,-0.0700164,0.0816275
34,-12,-7.777064971150471,21.915545367536478,-12.6252880,0.0001653,15.7024794,-0.0092607,-0.1671898,4.0000000,-0.2453897,1.0179007,10.7688246,-0.0889899,0.1419729
35,-12,-7.769608331150471,21.915545367536478,-12.6260824,0.0009917,19.8347111,-0.0082839,-0.2115262,4.0000000,-0.3200780,1.0175499,10.6625490,-0.1029743,0.2131542
36,-12,-7.762151691150471,21.915545367536478,-12.6268511,0.0018182,24.7933884,-0.0059014,-0.2526774,4.0000000,-0.3911810,1.0171328,10.5372486,-0.1141737,0.2911964
37,-12,-7.754695051150471,21.915545367536478,-12.6275892,0.0025620,29.7520657,-0.0036199,-0.2884898,4.0000000,-0.4583236,1.0166627,10.3931122,-0.1186560,0.3704749
38,-12,-7.747238411150471,21.915545367536478,-12.6282940,0.0033058,35.5371895,-0.0006873,-0.3208944,4.0000000,-0.5206766,1.0161563,10.2350893,-0.1211122,0.4495841
39,-12,-7.739781771150471,21.915545367536478,-12.6289616,0.0039669,40.4958687,0.0003922,-0.3472171,4.0000000,-0.5784428,1.0156268,10.0675783,-0.1159913,0.5230702
40,-12,-7.732325131150471,21.915545367536478,-12.6295891,0.0045455,45.4545441,0.0015500,-0.3719778,4.0000000,-0.6346478,1.0150840,9.8927917,-0.1093078,0.5969903
41,-12,-7.724868491150471,21.915545367536478,-12.6301737,-0.0049587,0.0000000,0.0018041,-0.3899576,4.0000000,-0.6819901,1.0145382,9.7135010,-0.0979252,0.6547627
42,-12,-7.717411851150471,21.915545367536478,-12.6307135,-0.0045455,0.0000000,0.0009562,-0.4041868,4.0000000,-0.7248385,1.0140083,9.5365686,-0.0835350,0.7043276
43,-12,-7.709955211150471,21.915545367536478,-12.6312075,-0.0041322,0.0000000,-0.0017615,-0.4127625,4.0000000,-0.7594601,1.0135000,9.3629942,-0.0660649,0.7391914
44,-12,-7.702498571150471,21.915545367536478,-12.6316538,-0.0038017,0.0000000,-0.0034097,-0.4218318,4.0000000,-0.7939047,1.0130166,9.1964865,-0.0497588,0.7740847
45,-12,-7.695041931150471,21.915545367536478,-12.6320515,-0.0034711,0.0000000,-0.0072663,-0.4237917,4.0000000,-0.8170953,1.0125682,9.0363007,-0.0304880,0.7882001
46,-12,-7.687585291150471,21.915545367536478,-12.6324005,-0.0031405,0.0000000,-0.0112263,-0.4233842,4.0000000,-0.8335774,1.0121546,8.8876343,-0.0131911,0.7939042
47,-12,-7.680128651150471,21.915545367536478,-12.6327000,-0.0028926,0.0000000,-0.0166767,-0.4179679,4.0000000,-0.8398929,1.0117805,8.7526398,0.0039572,0.7847862
48,-12,-7.672672011150471,21.915545367536478,-12.6329508,-0.0026446,0.0000000,-0.0215032,-0.4115876,4.0000000,-0.8411097,1.0114549,8.6312933,0.0179344,0.7712684
49,-12,-7.829261451150471,21.908088727536477,-12.6205940,-0.0043802,0.8264463,0.0124043,0.2042859,4.0000000,0.3523504,1.0178289,10.7503557,0.0562214,0.1572390
50,-12,-7.821804811150471,21.908088727536477,-12.6214247,-0.0036364,2.4793389,0.0052167,0.1384333,4.0000000,0.2454163,1.0181781,10.8527575,0.0314504,0.0735208
51,-12,-7.814348171150471,21.908088727536477,-12.6222677,-0.0028099,4.1322312,0.0005299,0.0754698,4.0000000,0.1462895,1.0184032,10.9196558,0.0046500,0.0242261
52,-12,-7.806891531150471,21.908088727536477,-12.6231174,-0.0019835,6.6115704,-0.0018932,0.0137184,4.0000000,0.0510721,1.0185131,10.9515190,-0.0236354,0.0049688
53,-12,-7.799434891150471,21.908088727536477,-12.6239662,-0.0011570,9.9173555,-0.0021300,-0.0445080,4.0000000,-0.0384278,1.0185068,10.9475489,-0.0505883,0.0130727
54,-12,-7.791978251150471,21.908088727536477,-12.6248093,-0.0003306,13.2231407,-0.0009057,-0.0971204,4.0000000,-0.1207866,1.0183954,10.9143276,-0.0734543,0.0429117
55,-12,-7.784521611150471,21.908088727536477,-12.6256409,0.0004959,17.3553715,0.0021194,-0.1474508,4.0000000,-0.1998685,1.0181861,10.8539886,-0.0950332,0.0901571
56,-12,-7.777064971150471,21.908088727536477,-12.6264553,0.0013223,22.3140488,0.0059032,-0.1952716,4.0000000,-0.2768069,1.0178927,10.7656050,-0.1137363,0.1535655
57,-12,-7.769608331150471,21.908088727536477,-12.6272488,0.0021488,27.2727280,0.0103803,-0.2382506,4.0000000,-0.3485262,1.0175180,10.6532612,-0.1279749,0.2251578
58,-12,-7.762151691150471,21.908088727536477,-12.6280146,0.0029752,33.0578499,0.0147603,-0.2778162,4.0000000,-0.4161008,1.0170823,10.5221968,-0.1395315,0.3045015
59,-12,-7.754695051150471,21.908088727536477,-12.6287508,0.0037190,38.8429756,0.0198196,-0.3136974,4.0000000,-0.4814528,1.0166030,10.3741131,-0.1459420,0.3856694
60,-12,-7.747238411150471,21.908088727536477,-12.6294518,0.0043802,44.6280975,0.0229878,-0.3435426,4.0000000,-0.5405726,1.0160848,10.2123222,-0.1465125,0.4636073
61,-12,-7.739781771150471,21.908088727536477,-12.6301155,-0.0050413,0.0000000,0.0257766,-0.3692164,4.0000000,-0.5956409,1.0155501,10.0431843,-0.1427920,0.5363660
62,-12,-7.732325131150471,21.908088727536477,-12.6307392,-0.0045455,0.0000000,0.0271099,-0.3918977,4.0000000,-0.6478659,1.0150043,9.8663225,-0.1359296,0.6074142
63,-12,-7.724868491150471,21.908088727536477,-12.6313190,-0.0040496,0.0000000,0.0287732,-0.4096793,4.0000000,-0.6934090,1.0144606,9.6884565,-0.1259496,0.6644725
64,-12,-7.717411851150471,21.908088727536477,-12.6318541,-0.0036364,0.0000000,0.0283031,-0.4225232,4.0000000,-0.7330792,1.0139359,9.5112448,-0.1119673,0.7105113
65,-12,-7.709955211150471,21.908088727536477,-12.6323433,-0.0032231,0.0000000,0.0271846,-0.4320731,4.0000000,-0.7678013,1.0134296,9.3395500,-0.0963449,0.7469043
66,-12,-7.702498571150471,21.908088727536477,-12.6327839,-0.0028926,0.0000000,0.0255149,-0.4397448,4.0000000,-0.7993165,1.0129521,9.1727934,-0.0801730,0.7780077
67,-12,-7.695041931150471,21.908088727536477,-12.6331768,-0.0025620,0.0000000,0.0219267,-0.4412493,4.0000000,-0.8201355,1.0125099,9.0159168,-0.0623632,0.7901194
68,-12,-7.687585291150471,21.908088727536477,-12.6335201,-0.0022314,0.0000000,0.0161235,-0.4386953,4.0000000,-0.8337973,1.0121043,8.8700953,-0.0435933,0.7916512
69,-12,-7.680128651150471,21.908088727536477,-12.6338139,-0.0019835,0.0000000,0.0108535,-0.4337540,4.0000000,-0.8398467,1.0117472,8.7399836,-0.0276614,0.7832684
70,-12,-7.672672011150471,21.908088727536477,-12.6340599,-0.0017355,0.0000000,0.0034935,-0.4254426,4.0000000,-0.8394808,1.0114368,8.6231804,-0.0114045,0.7673354
71,-12,-7.665215371150471,21.908088727536477,-12.6342573,-0.0015702,0.0000000,-0.0045641,-0.4135251,4.0000000,-0.8302997,1.0111697,8.5239611,0.0032495,0.7408203
72,-12,-7.836718091150471,21.900632087536476,-12.6209307,-0.0040496,1.6528926,0.0044174,0.2353847,4.0000000,0.4138540,1.0175411,10.6643248,0.0569155,0.2345403
73,-12,-7.829261451150471,21.900632087536476,-12.6217489,-0.0032231,3.3057852,-0.0004688,0.1675806,4.0000000,0.3014793,1.0179737,10.7929735,0.0336820,0.1251576
74,-12,-7.821804811150471,21.900632087536476,-12.6225843,-0.0023967,5.7851238,-0.0027323,0.1038726,4.0000000,0.1992892,1.0182849,10.8846350,0.0084560,0.0538612
75,-12,-7.814348171150471,21.900632087536476,-12.6234312,-0.0015702,8.2644625,-0.0027768,0.0416273,4.0000000,0.1025889,1.0184783,10.9406404,-0.0193343,0.0138442
76,-12,-7.806891531150471,21.900632087536476,-12.6242828,-0.0007438,11.5702477,-0.0006154,-0.0179971,4.0000000,0.0104408,1.0185552,10.9630318,-0.0464349,0.0026400
77,-12,-7.799434891150471,21.900632087536476,-12.6251345,0.0000826,15.7024794,0.0033657,-0.0748472,4.0000000,-0.0754499,1.0185155,10.9506760,-0.0742445,0.0168881
78,-12,-7.791978251150471,21.900632087536476,-12.6259775,0.0009091,19.8347111,0.0086247,-0.1270338,4.0000000,-0.1556295,1.0183752,10.9087963,-0.0984380,0.0514744
79,-12,-7.784521611150471,21.900632087536476,-12.6268091,0.0017355,24.7933884,0.0154378,-0.1766991,4.0000000,-0.2331283,1.0181415,10.8400517,-0.1202700,0.1026271
80,-12,-7.777064971150471,21.900632087536476,-12.6276217,0.0025620,30.5785122,0.0224283,-0.2231729,4.0000000,-0.3067752,1.0178208,10.7443008,-0.1395706,0.1685948
81,-12,-7.769608331150471,21.900632087536476,-12.6284132,0.0033884,36.3636360,0.0301246,-0.2648132,4.0000000,-0.3748675,1.0174265,10.6261663,-0.1547590,0.2404623
82,-12,-7.762151691150471,21.900632087536476,-12.6291761,0.0041322,42.1487617,0.0374315,-0.3041969,4.0000000,-0.4414454,1.0169799,10.4911871,-0.1669484,0.3220387
83,-12,-7.754695051150471,21.900632087536476,-12.6299095,0.0047934,47.9338837,0.0443298,-0.3382788,4.0000000,-0.5018513,1.0164914,10.3386412,-0.1747063,0.4019440
84,-12,-7.747238411150471,21.900632087536476,-12.6306067,-0.0046281,0.0000000,0.0494425,-0.3669952,4.0000000,-0.5585629,1.0159659,10.1747751,-0.1754275,0.4783340
85,-12,-7.739781771150471,21.900632087536476,-12.6312666,-0.0041322,0.0000000,0.0544301,-0.3920365,4.0000000,-0.6101680,1.0154276,10.0032701,-0.1739049,0.5492245
86,-12,-7.732325131150471,21.900632087536476,-12.6318855,-0.0036364,0.0000000,0.0574721,-0.4142944,4.0000000,-0.6601232,1.0148811,9.8270330,-0.1684656,0.6194246
87,-12,-7.724868491150471,21.900632087536476,-12.6324615,-0.0030579,0.8264463,0.0587080,-0.4304461,4.0000000,-0.7033823,1.0143424,9.6479301,-0.1575100,0.6746889
88,-12,-7.717411851150471,21.900632087536476,-12.6329918,-0.0025620,1.6528926,0.0586445,-0.4423698,4.0000000,-0.7406607,1.0138208,9.4725924,-0.1440790,0.7185838
89,-12,-7.709955211150471,21.900632087536476,-12.6334763,-0.0020661,2.4793389,0.0572003,-0.4509890,4.0000000,-0.7737741,1.0133201,9.3012390,-0.1282039,0.7536549
90,-12,-7.702498571150471,21.900632087536476,-12.6339121,-0.0016529,3.3057852,0.0542459,-0.4572340,4.0000000,-0.8035737,1.0128517,9.1374722,-0.1108944,0.7831579
91,-12,-7.695041931150471,21.900632087536476,-12.6343002,-0.0012397,4.1322312,0.0500051,-0.4577999,4.0000000,-0.8220657,1.0124173,8.9831295,-0.0935340,0.7931934
92,-12,-7.687585291150471,21.900632087536476,-12.6346378,-0.0008264,4.9586778,0.0447958,-0.4550118,4.0000000,-0.8339177,1.0120269,8.8429241,-0.0761060,0.7922484
93,-12,-7.680128651150471,21.900632087536476,-12.6349277,-0.0004959,5.7851238,0.0390946,-0.4488848,4.0000000,-0.8372760,1.0116869,8.7158451,-0.0604937,0.7795846
94,-12,-7.672672011150471,21.900632087536476,-12.6351681,-0.0001653,6.6115704,0.0316878,-0.4405612,4.0000000,-0.8361951,1.0113872,8.6055651,-0.0449273,0.7627422
95,-12,-7.665215371150471,21.900632087536476,-12.6353607,0.0000826,7.4380164,0.0244144,-0.4300681,4.0000000,-0.8284180,1.0111318,8.5108633,-0.0317183,0.7383414
96,-12,-7.657758731150471,21.900632087536476,-12.6355057,0.0003306,8.2644625,0.0161121,-0.4159737,4.0000000,-0.8119898,1.0109239,8.4307261,-0.0199575,0.7043425
97,-12,-7.650302091150471,21.900632087536476,-12.6356049,0.0005785,9.0909090,0.0074878,-0.3994660,4.0000000,-0.7888366,1.0107570,8.3653154,-0.0100953,0.6646058
98,-12,-7.836718091150471,21.893175447536478,-12.6220808,-0.0028926,4.1322312,-0.0111635,0.1979672,4.0000000,0.3610539,1.0176610,10.6995764,0.0348806,0.1970535
99,-12,-7.829261451150471,21.893175447536478,-12.6229048,-0.0020661,6.6115704,-0.0116628,0.1316017,4.0000000,0.2532141,1.0180469,10.8154049,0.0099893,0.1019942
100,-12,-7.821804811150471,21.893175447536478,-12.6237440,-0.0012397,9.9173555,-0.0093498,0.0697929,4.0000000,0.1549933,1.0183227,10.8958101,-0.0154075,0.0420142
101,-12,-7.814348171150471,21.893175447536478,-12.6245947,-0.0004132,13.2231407,-0.0047735,0.0080159,4.0000000,0.0602464,1.0184840,10.9417801,-0.0442146,0.0106207
102,-12,-7.806891531150471,21.893175447536478,-12.6254482,0.0004132,17.3553715,0.0021561,-0.0513929,4.0000000,-0.0303645,1.0185283,10.9544058,-0.0724212,0.0065634
103,-12,-7.799434891150471,21.893175447536478,-12.6262999,0.0012397,22.3140488,0.0103487,-0.1059190,4.0000000,-0.1126939,1.0184553,10.9319220,-0.0991442,0.0261450
104,-12,-7.791978251150471,21.893175447536478,-12.6271429,0.0020661,27.2727280,0.0196965,-0.1572223,4.0000000,-0.1900264,1.0182855,10.8834181,-0.1244181,0.0648036
105,-12,-7.784521611150471,21.893175447536478,-12.6279736,0.0028926,33.0578499,0.0298296,-0.2057675,4.0000000,-0.2650926,1.0180311,10.8068409,-0.1464425,0.1197825
106,-12,-7.777064971150471,21.893175447536478,-12.6287851,0.0037190,39.6694221,0.0401225,-0.2511352,4.0000000,-0.3358344,1.0176886,10.7047501,-0.1664360,0.1878437
107,-12,-7.769608331150471,21.893175447536478,-12.6295729,0.0044628,45.4545441,0.0498707,-0.2900124,4.0000000,-0.3992330,1.0172838,10.5828724,-0.1807918,0.2582783
108,-12,-7.762151691150471,21.893175447536478,-12.6303339,-0.0048760,0.0000000,0.0594071,-0.3278189,4.0000000,-0.4621362,1.0168310,10.4436960,-0.1935017,0.3389835
109,-12,-7.754695051150471,21.893175447536478,-12.6310635,-0.0042975,0.0000000,0.0679527,-0.3610215,4.0000000,-0.5198955,1.0163296,10.2889223,-0.2021474,0.4193751
110,-12,-7.747238411150471,21.893175447536478,-12.6317577,-0.0036364,0.8264463,0.0749619,-0.3890928,4.0000000,-0.5742095,1.0157990,10.1225834,-0.2039762,0.4949807
111,-12,-7.739781771150471,21.893175447536478,-12.6324129,-0.0030579,1.6528926,0.0808382,-0.4127667,4.0000000,-0.6226122,1.0152620,9.9507103,-0.2029212,0.5636921
112,-12,-7.732325131150471,21.893175447536478,-12.6330280,-0.0024793,2.4793389,0.0854204,-0.4341256,4.0000000,-0.6701117,1.0147202,9.7733431,-0.1981395,0.6310557
113,-12,-7.724868491150471,21.893175447536478,-12.6335993,-0.0018182,4.1322312,0.0881479,-0.4505495,4.0000000,-0.7123499,1.0141852,9.5960417,-0.1887490,0.6868407
114,-12,-7.717411851150471,21.893175447536478,-12.6341257,-0.0012397,5.7851238,0.0896019,-0.4622836,4.0000000,-0.7472011,1.0136666,9.4208241,-0.1773661,0.7286712
115,-12,-7.709955211150471,21.893175447536478,-12.6346045,-0.0006612,7.4380164,0.0890180,-0.4702241,4.0000000,-0.7776073,1.0131748,9.2508163,-0.1628409,0.7605647
116,-12,-7.702498571150471,21.893175447536478,-12.6350365,-0.0001653,9.0909090,0.0856957,-0.4750646,4.0000000,-0.8040712,1.0127158,9.0892305,-0.1460580,0.7861149
117,-12,-7.695041931150471,21.893175447536478,-12.6354189,0.0002479,10.7438021,0.0815428,-0.4754011,4.0000000,-0.8211603,1.0122919,8.9381390,-0.1296419,0.7951381
118,-12,-7.687585291150471,21.893175447536478,-12.6357527,0.0006612,12.3966942,0.0751760,-0.4716529,4.0000000,-0.8318528,1.0119151,8.8007908,-0.1114530,0.7924355
119,-12,-7.680128651150471,21.893175447536478,-12.6360378,0.0009917,14.0495872,0.0671934,-0.4640653,4.0000000,-0.8343771,1.0115840,8.6791391,-0.0937535,0.7780945
120,-12,-7.672672011150471,21.893175447536478,-12.6362743,0.0013223,15.7024794,0.0591599,-0.4557265,4.0000000,-0.8335994,1.0112977,8.5724936,-0.0778536,0.7615485
121,-12,-7.665215371150471,21.893175447536478,-12.6364622,0.0014876,16.5289249,0.0516692,-0.4454618,4.0000000,-0.8259573,1.0110610,8.4815140,-0.0649664,0.7372100
122,-12,-7.657758731150471,21.893175447536478,-12.6366034,0.0016529,17.3553715,0.0410006,-0.4296633,4.0000000,-0.8083563,1.0108662,8.4073248,-0.0509703,0.7002794
123,-12,-7.650302091150471,21.893175447536478,-12.6366978,0.0018182,18.1818180,0.0313204,-0.4119355,4.0000000,-0.7836033,1.0107120,8.3495045,-0.0402677,0.6567186
124,-12,-7.642845451150471,21.893175447536478,-12.6367474,0.0018182,18.1818180,0.0218238,-0.3934557,4.0000000,-0.7556638,1.0106030,8.3065186,-0.0312476,0.6130571
125,-12,-7.844174731150471,21.885718807536477,-12.6224241,-0.0024793,4.9586778,-0.0276318,0.2291400,4.0000000,0.4240130,1.0172436,10.5756321,0.0342670,0.2907706
126,-12,-7.836718091150471,21.885718807536477,-12.6232309,-0.0017355,7.4380164,-0.0252752,0.1615248,4.0000000,0.3105249,1.0177072,10.7152767,0.0125246,0.1699025
127,-12,-7.829261451150471,21.885718807536477,-12.6240587,-0.0009091,10.7438021,-0.0206711,0.0977885,4.0000000,0.2068610,1.0180578,10.8170891,-0.0112840,0.0871836
128,-12,-7.821804811150471,21.885718807536477,-12.6249027,-0.0000826,14.8760328,-0.0141365,0.0366758,4.0000000,0.1115559,1.0182972,10.8875322,-0.0382042,0.0366287
129,-12,-7.814348171150471,21.885718807536477,-12.6257544,0.0007438,19.0082645,-0.0050865,-0.0227521,4.0000000,0.0202630,1.0184213,10.9236984,-0.0657672,0.0130220
130,-12,-7.806891531150471,21.885718807536477,-12.6266098,0.0015702,23.9669418,0.0058799,-0.0810159,4.0000000,-0.0678695,1.0184323,10.9261971,-0.0941622,0.0154368
131,-12,-7.799434891150471,21.885718807536477,-12.6274614,0.0023967,29.7520657,0.0175354,-0.1336988,4.0000000,-0.1472118,1.0183309,10.8959732,-0.1201858,0.0394890
132,-12,-7.791978251150471,21.885718807536477,-12.6283035,0.0032231,35.5371895,0.0305377,-0.1846053,4.0000000,-0.2220014,1.0181410,10.8391924,-0.1472092,0.0819770
133,-12,-7.784521611150471,21.885718807536477,-12.6291323,0.0040496,42.1487617,0.0432879,-0.2311130,4.0000000,-0.2922964,1.0178663,10.7577171,-0.1699296,0.1386480
134,-12,-7.777064971150471,21.885718807536477,-12.6299419,0.0047934,48.7603302,0.0567790,-0.2756197,4.0000000,-0.3600871,1.0175049,10.6494951,-0.1911522,0.2075798
135,-12,-7.769608331150471,21.885718807536477,-12.6307268,-0.0045455,0.0000000,0.0688270,-0.3133938,4.0000000,-0.4203519,1.0170901,10.5235634,-0.2064357,0.2781306
136,-12,-7.762151691150471,21.885718807536477,-12.6314850,-0.0038843,0.8264463,0.0811562,-0.3505595,4.0000000,-0.4811978,1.0166273,10.3809080,-0.2199213,0.3583484
137,-12,-7.754695051150471,21.885718807536477,-12.6322107,-0.0032231,1.6528926,0.0918512,-0.3831145,4.0000000,-0.5370517,1.0161173,10.2234821,-0.2291772,0.4383118
138,-12,-7.747238411150471,21.885718807536477,-12.6329002,-0.0024793,3.3057852,0.1023253,-0.4117444,4.0000000,-0.5891058,1.0155896,10.0553198,-0.2343830,0.5135548
139,-12,-7.739781771150471,21.885718807536477,-12.6335526,-0.0018182,4.9586778,0.1100362,-0.4347670,4.0000000,-0.6350088,1.0150532,9.8824053,-0.2345254,0.5803189
140,-12,-7.732325131150471,21.885718807536477,-12.6341629,-0.0011570,6.6115704,0.1169471,-0.4554827,4.0000000,-0.6790942,1.0145122,9.7043085,-0.2318711,0.6439995
141,-12,-7.724868491150471,21.885718807536477,-12.6347303,-0.0004959,9.0909090,0.1202425,-0.4710066,4.0000000,-0.7182958,1.0139811,9.5269413,-0.2237175,0.6977707
142,-12,-7.717411851150471,21.885718807536477,-12.6352520,0.0000826,11.5702477,0.1218903,-0.4822963,4.0000000,-0.7515374,1.0134680,9.3520136,-0.2130551,0.7393073
143,-12,-7.709955211150471,21.885718807536477,-12.6357269,0.0006612,14.0495872,0.1202933,-0.4890554,4.0000000,-0.7800676,1.0129850,9.1850510,-0.1980431,0.7697510
144,-12,-7.702498571150471,21.885718807536477,-12.6361542,0.0011570,16.5289249,0.1175519,-0.4934342,4.0000000,-0.8046649,1.0125383,9.0267944,-0.1822034,0.7928848
145,-12,-7.695041931150471,21.885718807536477,-12.6365328,0.0015702,19.0082645,0.1121267,-0.4920944,4.0000000,-0.8195884,1.0121311,8.8797731,-0.1646005,0.7976857
146,-12,-7.687585291150471,21.885718807536477,-12.6368618,0.0019835,21.4876041,0.1063400,-0.4883513,4.0000000,-0.8286257,1.0117707,8.7473097,-0.1480769,0.7932855
147,-12,-7.680128651150471,21.885718807536477,-12.6371431,0.0022314,23.1404953,0.0983775,-0.4809946,4.0000000,-0.8307620,1.0114530,8.6303453,-0.1312271,0.7788606
148,-12,-7.672672011150471,21.885718807536477,-12.6373749,0.0024793,24.7933884,0.0906101,-0.4731225,4.0000000,-0.8301447,1.0111805,8.5283747,-0.1161003,0.7625312
