OID_,ClipsFinal_DEM_Large_S3_RegG2,X,Y,DEM_Large_S15_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
13,-12,-6.785331851150471,20.289997847536480,-12.9577446,0.0025620,39.6694221,-0.0411922,-0.2874521,4.0000000,-0.5413294,1.0588899,19.1965237,-0.0335748,0.5635747
14,-12,-6.777875211150471,20.289997847536480,-12.9591579,0.0038843,45.4545441,-0.0440464,-0.2988225,4.0000000,-0.5564772,1.0575737,18.9917545,-0.0411678,0.6026655
15,-12,-6.830071691150471,20.282541207536479,-12.9507322,-0.0043802,15.7024794,-0.0269409,-0.2090121,4.0000000,-0.4380581,1.0662403,20.3039207,0.0200340,0.3293950
16,-12,-6.822615051150471,20.282541207536479,-12.9523411,-0.0028926,19.8347111,-0.0269935,-0.2225806,4.0000000,-0.4539853,1.0650365,20.1276779,0.0088242,0.3600514
17,-12,-6.815158411150471,20.282541207536479,-12.9539213,-0.0013223,24.7933884,-0.0272724,-0.2370886,4.0000000,-0.4709747,1.0638132,19.9463940,-0.0032025,0.3952435
18,-12,-6.807701771150471,20.282541207536479,-12.9554710,0.0002479,30.5785122,-0.0279586,-0.2525305,4.0000000,-0.4893765,1.0625466,19.7584686,-0.0156845,0.4357905
19,-12,-6.800245131150471,20.282541207536479,-12.9569864,0.0018182,36.3636360,-0.0290098,-0.2650588,4.0000000,-0.5044255,1.0612702,19.5645599,-0.0256921,0.4707679
20,-12,-6.792788491150471,20.282541207536479,-12.9584665,0.0032231,42.1487617,-0.0303639,-0.2770282,4.0000000,-0.5184574,1.0599966,19.3682079,-0.0355990,0.5059574
21,-12,-6.785331851150471,20.282541207536479,-12.9599104,0.0047107,48.7603302,-0.0334138,-0.2870121,4.0000000,-0.5318223,1.0587094,19.1711979,-0.0422019,0.5406482
22,-12,-6.777875211150471,20.282541207536479,-12.9613142,-0.0040496,14.8760328,-0.0365064,-0.2977148,4.0000000,-0.5458953,1.0574350,18.9706573,-0.0495344,0.5782681
23,-12,-6.770418571150471,20.282541207536479,-12.9626780,-0.0027273,19.0082645,-0.0398552,-0.3062509,4.0000000,-0.5580930,1.0561812,18.7707748,-0.0544089,0.6104006
24,-12,-6.837528331150471,20.275084567536478,-12.9513378,-0.0037190,17.3553715,-0.0162268,-0.2052215,4.0000000,-0.4223019,1.0669962,20.4124985,0.0118590,0.2924124
25,-12,-6.830071691150471,20.275084567536478,-12.9529619,-0.0021488,22.3140488,-0.0156683,-0.2180741,4.0000000,-0.4372709,1.0658432,20.2465038,0.0011226,0.3195235
26,-12,-6.822615051150471,20.275084567536478,-12.9545593,-0.0005785,27.2727280,-0.0162341,-0.2298745,4.0000000,-0.4521037,1.0646744,20.0738525,-0.0076452,0.3483726
27,-12,-6.815158411150471,20.275084567536478,-12.9561291,0.0009917,33.0578499,-0.0163648,-0.2431332,4.0000000,-0.4670230,1.0634733,19.8958321,-0.0192434,0.3808061
28,-12,-6.807701771150471,20.275084567536478,-12.9576664,0.0025620,39.6694221,-0.0172773,-0.2568453,4.0000000,-0.4834336,1.0622424,19.7121429,-0.0302570,0.4180379
29,-12,-6.800245131150471,20.275084567536478,-12.9591722,0.0040496,45.4545441,-0.0183492,-0.2689384,4.0000000,-0.4976250,1.0610065,19.5237103,-0.0402517,0.4523684
30,-12,-6.792788491150471,20.275084567536478,-12.9606428,-0.0046281,14.0495872,-0.0209536,-0.2790933,4.0000000,-0.5104572,1.0597621,19.3342819,-0.0477294,0.4860156
31,-12,-6.785331851150471,20.275084567536478,-12.9620762,-0.0032231,18.1818180,-0.0238859,-0.2884226,4.0000000,-0.5227300,1.0585243,19.1408501,-0.0541152,0.5186521
32,-12,-6.777875211150471,20.275084567536478,-12.9634724,-0.0019008,22.3140488,-0.0274104,-0.2977884,4.0000000,-0.5350093,1.0572971,18.9480839,-0.0605674,0.5534357
33,-12,-6.770418571150471,20.275084567536478,-12.9648285,-0.0004959,27.2727280,-0.0320576,-0.3045550,4.0000000,-0.5448033,1.0560839,18.7549591,-0.0643067,0.5832853
34,-12,-6.762961931150471,20.275084567536478,-12.9661427,0.0009091,32.2314034,-0.0375459,-0.3106016,4.0000000,-0.5553446,1.0548912,18.5631218,-0.0658585,0.6133475
35,-12,-6.837528331150471,20.267627927536477,-12.9535770,-0.0015702,23.9669418,-0.0061620,-0.2134806,4.0000000,-0.4203036,1.0665309,20.3455276,-0.0066576,0.2832446
36,-12,-6.830071691150471,20.267627927536477,-12.9551897,0.0000826,29.7520657,-0.0052150,-0.2254987,4.0000000,-0.4340383,1.0654153,20.1823978,-0.0169591,0.3082684
37,-12,-6.822615051150471,20.267627927536477,-12.9567757,0.0016529,35.5371895,-0.0051168,-0.2371294,4.0000000,-0.4477340,1.0642761,20.0152302,-0.0265247,0.3357250
38,-12,-6.815158411150471,20.267627927536477,-12.9583340,0.0032231,42.1487617,-0.0052495,-0.2496918,4.0000000,-0.4624839,1.0631032,19.8423233,-0.0368998,0.3673506
39,-12,-6.807701771150471,20.267627927536477,-12.9598618,0.0047107,48.7603302,-0.0060971,-0.2618806,4.0000000,-0.4771791,1.0619230,19.6637306,-0.0465821,0.4010253
40,-12,-6.800245131150471,20.267627927536477,-12.9613571,-0.0038843,16.5289249,-0.0078650,-0.2720260,4.0000000,-0.4887974,1.0607312,19.4813442,-0.0552547,0.4320430
41,-12,-6.792788491150471,20.267627927536477,-12.9628181,-0.0024793,20.6611576,-0.0101953,-0.2823786,4.0000000,-0.5015600,1.0595291,19.2980289,-0.0631972,0.4659770
42,-12,-6.785331851150471,20.267627927536477,-12.9642439,-0.0009917,25.6198349,-0.0129963,-0.2904430,4.0000000,-0.5111054,1.0583328,19.1107349,-0.0697806,0.4946108
43,-12,-6.777875211150471,20.267627927536477,-12.9656315,0.0004132,30.5785122,-0.0173589,-0.2984451,4.0000000,-0.5221177,1.0571451,18.9245186,-0.0747726,0.5276080
44,-12,-6.770418571150471,20.267627927536477,-12.9669800,0.0018182,36.3636360,-0.0230186,-0.3042545,4.0000000,-0.5313792,1.0559777,18.7393513,-0.0771298,0.5573059
45,-12,-6.762961931150471,20.267627927536477,-12.9682884,0.0031405,41.3223152,-0.0291445,-0.3098305,4.0000000,-0.5410812,1.0548332,18.5539608,-0.0785798,0.5875883
46,-12,-6.755505291150471,20.267627927536477,-12.9695539,0.0042975,46.2809906,-0.0365831,-0.3099379,4.0000000,-0.5445482,1.0537230,18.3724461,-0.0753276,0.6035151
47,-12,-6.837528331150471,20.260171287536480,-12.9558115,0.0006612,32.2314034,0.0054526,-0.2242183,4.0000000,-0.4194275,1.0660285,20.2735634,-0.0290092,0.2765033
48,-12,-6.830071691150471,20.260171287536480,-12.9574127,0.0023140,38.8429756,0.0064465,-0.2345334,4.0000000,-0.4310819,1.0649472,20.1148357,-0.0379849,0.2982652
49,-12,-6.822615051150471,20.260171287536480,-12.9589891,0.0038017,44.6280975,0.0078809,-0.2466667,4.0000000,-0.4440162,1.0638466,19.9521446,-0.0493172,0.3244813
50,-12,-6.815158411150471,20.260171287536480,-12.9605360,-0.0047107,14.0495872,0.0077894,-0.2575319,4.0000000,-0.4563915,1.0627193,19.7831821,-0.0586723,0.3523755
51,-12,-6.807701771150471,20.260171287536480,-12.9620543,-0.0033058,18.1818180,0.0071788,-0.2686567,4.0000000,-0.4692183,1.0615807,19.6115837,-0.0680952,0.3832679
52,-12,-6.800245131150471,20.260171287536480,-12.9635410,-0.0018182,23.1404953,0.0053160,-0.2779124,4.0000000,-0.4797127,1.0604237,19.4361897,-0.0761121,0.4126441
53,-12,-6.792788491150471,20.260171287536480,-12.9649935,-0.0003306,28.0991745,0.0025597,-0.2871580,4.0000000,-0.4913077,1.0592706,19.2566376,-0.0830083,0.4449598
54,-12,-6.785331851150471,20.260171287536480,-12.9664106,0.0011570,33.8842964,-0.0014982,-0.2929799,4.0000000,-0.4987321,1.0581173,19.0781612,-0.0872277,0.4704336
55,-12,-6.777875211150471,20.260171287536480,-12.9677906,0.0025620,39.6694221,-0.0059937,-0.3005139,4.0000000,-0.5089123,1.0569842,18.8996410,-0.0921155,0.5026268
56,-12,-6.770418571150471,20.260171287536480,-12.9691334,0.0038843,45.4545441,-0.0119042,-0.3060722,4.0000000,-0.5176616,1.0558709,18.7208099,-0.0944828,0.5324293
57,-12,-6.762961931150471,20.260171287536480,-12.9704351,-0.0048760,12.3966942,-0.0196791,-0.3092148,4.0000000,-0.5241086,1.0547721,18.5438938,-0.0943210,0.5592266
58,-12,-6.755505291150471,20.260171287536480,-12.9716969,-0.0037190,15.7024794,-0.0268164,-0.3097075,4.0000000,-0.5276440,1.0537139,18.3724613,-0.0917709,0.5759299
59,-12,-6.748048651150471,20.260171287536480,-12.9729156,-0.0025620,19.8347111,-0.0352387,-0.3096683,4.0000000,-0.5318878,1.0527025,18.2057762,-0.0874489,0.5942647
60,-12,-6.837528331150471,20.252714647536479,-12.9580402,0.0029752,41.3223152,0.0183809,-0.2362363,4.0000000,-0.4172712,1.0654873,20.1938896,-0.0552015,0.2702238
61,-12,-6.830071691150471,20.252714647536479,-12.9596310,0.0045455,47.9338837,0.0197037,-0.2455098,4.0000000,-0.4271906,1.0644420,20.0400505,-0.0638289,0.2894918
62,-12,-6.822615051150471,20.252714647536479,-12.9611969,-0.0040496,16.5289249,0.0208265,-0.2559102,4.0000000,-0.4382661,1.0633755,19.8826962,-0.0735542,0.3130288
63,-12,-6.815158411150471,20.252714647536479,-12.9627352,-0.0025620,20.6611576,0.0212670,-0.2663447,4.0000000,-0.4498403,1.0622923,19.7197628,-0.0828491,0.3393040
64,-12,-6.807701771150471,20.252714647536479,-12.9642439,-0.0010744,25.6198349,0.0208805,-0.2761878,4.0000000,-0.4607335,1.0611988,19.5531864,-0.0916421,0.3667538
65,-12,-6.800245131150471,20.252714647536479,-12.9657211,0.0004959,31.4049587,0.0188700,-0.2839131,4.0000000,-0.4693001,1.0600911,19.3841457,-0.0985260,0.3926174
66,-12,-6.792788491150471,20.252714647536479,-12.9671659,0.0019835,37.1900826,0.0158535,-0.2918865,4.0000000,-0.4781453,1.0589868,19.2136841,-0.1056277,0.4221257
67,-12,-6.785331851150471,20.252714647536479,-12.9685764,0.0033884,42.9752083,0.0117308,-0.2978821,4.0000000,-0.4857346,1.0578901,19.0423031,-0.1100297,0.4487449
68,-12,-6.777875211150471,20.252714647536479,-12.9699497,0.0047107,48.7603302,0.0056718,-0.3033737,4.0000000,-0.4943338,1.0568129,18.8710861,-0.1124135,0.4790062
69,-12,-6.770418571150471,20.252714647536479,-12.9712868,-0.0040496,14.8760328,-0.0008829,-0.3075616,4.0000000,-0.5015762,1.0557457,18.7016029,-0.1135470,0.5064232
70,-12,-6.762961931150471,20.252714647536479,-12.9725838,-0.0028099,19.0082645,-0.0080158,-0.3110839,4.0000000,-0.5084033,1.0546993,18.5332680,-0.1137646,0.5331551
71,-12,-6.755505291150471,20.252714647536479,-12.9738407,-0.0015702,23.1404953,-0.0156591,-0.3110949,4.0000000,-0.5112253,1.0536993,18.3692493,-0.1109646,0.5498186
72,-12,-6.748048651150471,20.252714647536479,-12.9750566,-0.0003306,28.0991745,-0.0248503,-0.3097098,4.0000000,-0.5134431,1.0527399,18.2105865,-0.1059767,0.5659668
73,-12,-6.740592011150471,20.252714647536479,-12.9762316,0.0009917,33.0578499,-0.0341940,-0.3084493,4.0000000,-0.5170312,1.0518192,18.0573292,-0.0998674,0.5830683
74,-12,-6.733135371150471,20.252714647536479,-12.9773636,0.0022314,38.0165291,-0.0449606,-0.3049087,4.0000000,-0.5189079,1.0509404,17.9106617,-0.0909094,0.5966683
75,-12,-6.837528331150471,20.245258007536478,-12.9602613,-0.0049587,14.0495872,0.0321587,-0.2493101,4.0000000,-0.4138240,1.0648875,20.1055202,-0.0847962,0.2654232
76,-12,-6.830071691150471,20.245258007536478,-12.9618425,-0.0033884,18.1818180,0.0336459,-0.2570997,4.0000000,-0.4215779,1.0638881,19.9579544,-0.0926215,0.2812679
77,-12,-6.822615051150471,20.245258007536478,-12.9633980,-0.0019008,23.1404953,0.0345617,-0.2663834,4.0000000,-0.4318358,1.0628730,19.8066120,-0.1009310,0.3034090
78,-12,-6.815158411150471,20.245258007536478,-12.9649277,-0.0003306,28.0991745,0.0344153,-0.2748426,4.0000000,-0.4415059,1.0618324,19.6496105,-0.1081793,0.3265195
79,-12,-6.807701771150471,20.245258007536478,-12.9664278,0.0011570,33.8842964,0.0332742,-0.2823158,4.0000000,-0.4491372,1.0607821,19.4904346,-0.1154944,0.3495350
80,-12,-6.800245131150471,20.245258007536478,-12.9678984,0.0027273,40.4958687,0.0316433,-0.2899951,4.0000000,-0.4577542,1.0597321,19.3288307,-0.1222360,0.3748863
81,-12,-6.792788491150471,20.245258007536478,-12.9693356,0.0041322,46.2809906,0.0287833,-0.2971227,4.0000000,-0.4645176,1.0586845,19.1662331,-0.1297279,0.4017559
82,-12,-6.785331851150471,20.245258007536478,-12.9707394,-0.0045455,14.0495872,0.0240041,-0.3017635,4.0000000,-0.4705517,1.0576494,19.0039539,-0.1329753,0.4262239
83,-12,-6.777875211150471,20.245258007536478,-12.9721079,-0.0032231,18.1818180,0.0188090,-0.3078730,4.0000000,-0.4794215,1.0566220,18.8421402,-0.1363244,0.4566443
84,-12,-6.770418571150471,20.245258007536478,-12.9734392,-0.0019008,22.3140488,0.0119851,-0.3111545,4.0000000,-0.4854217,1.0556090,18.6796017,-0.1368873,0.4821512
85,-12,-6.762961931150471,20.245258007536478,-12.9747324,-0.0005785,27.2727280,0.0041225,-0.3134971,4.0000000,-0.4914958,1.0546213,18.5199585,-0.1354983,0.5073402
86,-12,-6.755505291150471,20.245258007536478,-12.9759865,0.0007438,32.2314034,-0.0048189,-0.3125953,4.0000000,-0.4929145,1.0536717,18.3642330,-0.1322761,0.5244946
87,-12,-6.748048651150471,20.245258007536478,-12.9772005,0.0019835,37.1900826,-0.0140903,-0.3117775,4.0000000,-0.4964061,1.0527552,18.2141380,-0.1271489,0.5430276
88,-12,-6.740592011150471,20.245258007536478,-12.9783726,0.0032231,42.1487617,-0.0251678,-0.3080384,4.0000000,-0.4972760,1.0518848,18.0698624,-0.1188007,0.5568449
89,-12,-6.733135371150471,20.245258007536478,-12.9795036,0.0043802,47.1074371,-0.0354598,-0.3055365,4.0000000,-0.5003362,1.0510689,17.9324913,-0.1107369,0.5728487
90,-12,-6.725678731150471,20.245258007536478,-12.9805927,-0.0045455,12.3966942,-0.0477592,-0.2981059,4.0000000,-0.4986566,1.0503061,17.8021965,-0.0975553,0.5789005
91,-12,-6.718222091150471,20.245258007536478,-12.9816399,-0.0035537,15.7024794,-0.0585657,-0.2893357,4.0000000,-0.4944037,1.0495993,17.6822433,-0.0842678,0.5778892
92,-12,-6.837528331150471,20.237801367536477,-12.9624729,-0.0028099,20.6611576,0.0444469,-0.2603480,4.0000000,-0.4068886,1.0642461,20.0113850,-0.1138074,0.2600029
93,-12,-6.830071691150471,20.237801367536477,-12.9640446,-0.0011570,25.6198349,0.0460065,-0.2670324,4.0000000,-0.4135605,1.0632994,19.8703709,-0.1205042,0.2733946
94,-12,-6.822615051150471,20.237801367536477,-12.9655924,0.0004132,31.4049587,0.0472012,-0.2758371,4.0000000,-0.4236566,1.0623369,19.7263165,-0.1280175,0.2944124
95,-12,-6.815158411150471,20.237801367536477,-12.9671135,0.0019835,37.1900826,0.0476071,-0.2836814,4.0000000,-0.4316552,1.0613484,19.5759964,-0.1357077,0.3149206
96,-12,-6.807701771150471,20.237801367536477,-12.9686060,0.0033884,42.9752083,0.0470713,-0.2909412,4.0000000,-0.4384215,1.0603483,19.4241199,-0.1434610,0.3363537
97,-12,-6.800245131150471,20.237801367536477,-12.9700689,-0.0051240,12.3966942,0.0447626,-0.2958372,4.0000000,-0.4427005,1.0593537,19.2706146,-0.1489738,0.3552689
98,-12,-6.792788491150471,20.237801367536477,-12.9715004,-0.0038017,16.5289249,0.0425037,-0.3033348,4.0000000,-0.4501317,1.0583622,19.1165466,-0.1565379,0.3823754
99,-12,-6.785331851150471,20.237801367536477,-12.9728994,-0.0023967,20.6611576,0.0382432,-0.3087911,4.0000000,-0.4571953,1.0573809,18.9622726,-0.1603870,0.4086177
100,-12,-6.777875211150471,20.237801367536477,-12.9742632,-0.0009917,25.6198349,0.0324682,-0.3135704,4.0000000,-0.4642615,1.0564080,18.8075314,-0.1628794,0.4366654
101,-12,-6.770418571150471,20.237801367536477,-12.9755907,0.0004132,30.5785122,0.0253598,-0.3157383,4.0000000,-0.4684165,1.0554503,18.6540737,-0.1630600,0.4595478
102,-12,-6.762961931150471,20.237801367536477,-12.9768810,0.0018182,36.3636360,0.0177309,-0.3178342,4.0000000,-0.4736517,1.0545206,18.5036106,-0.1620167,0.4836078
103,-12,-6.755505291150471,20.237801367536477,-12.9781322,0.0030579,41.3223152,0.0077059,-0.3163768,4.0000000,-0.4755118,1.0536227,18.3578796,-0.1572419,0.5020780
104,-12,-6.748048651150471,20.237801367536477,-12.9793444,0.0042149,46.2809906,-0.0026635,-0.3143870,4.0000000,-0.4781042,1.0527637,18.2162514,-0.1506698,0.5198609
105,-12,-6.740592011150471,20.237801367536477,-12.9805164,-0.0046281,13.2231407,-0.0137586,-0.3106115,4.0000000,-0.4784915,1.0519565,18.0814800,-0.1427315,0.5337586
106,-12,-6.733135371150471,20.237801367536477,-12.9816484,-0.0034711,16.5289249,-0.0258777,-0.3065114,4.0000000,-0.4797973,1.0511960,17.9531403,-0.1332255,0.5494897
107,-12,-6.725678731150471,20.237801367536477,-12.9827385,-0.0023967,19.8347111,-0.0383982,-0.2996873,4.0000000,-0.4786545,1.0504810,17.8335037,-0.1207200,0.5581866
108,-12,-6.718222091150471,20.237801367536477,-12.9837875,-0.0014050,23.9669418,-0.0497435,-0.2912486,4.0000000,-0.4761217,1.0498211,17.7214260,-0.1063755,0.5598224
109,-12,-6.710765451150471,20.237801367536477,-12.9847946,-0.0003306,28.0991745,-0.0615665,-0.2805111,4.0000000,-0.4716724,1.0492246,17.6183739,-0.0893498,0.5569589
110,-12,-6.837528331150471,20.230344727536480,-12.9646730,-0.0005785,28.0991745,0.0579790,-0.2738900,4.0000000,-0.4007498,1.0635798,19.9125843,-0.1470302,0.2593502
111,-12,-6.830071691150471,20.230344727536480,-12.9662371,0.0010744,33.8842964,0.0596684,-0.2796894,4.0000000,-0.4065643,1.0626780,19.7774048,-0.1528144,0.2707045
112,-12,-6.822615051150471,20.230344727536480,-12.9677763,0.0026446,40.4958687,0.0612559,-0.2872351,4.0000000,-0.4144352,1.0617585,19.6389351,-0.1600351,0.2878372
113,-12,-6.815158411150471,20.230344727536480,-12.9692907,0.0041322,46.2809906,0.0613422,-0.2931269,4.0000000,-0.4198854,1.0608202,19.4964714,-0.1663683,0.3039722
114,-12,-6.807701771150471,20.230344727536480,-12.9707766,-0.0045455,14.0495872,0.0608423,-0.2997055,4.0000000,-0.4258630,1.0598785,19.3517265,-0.1735480,0.3238969
115,-12,-6.800245131150471,20.230344727536480,-12.9722338,-0.0031405,18.1818180,0.0585361,-0.3041513,4.0000000,-0.4291099,1.0589474,19.2072411,-0.1791927,0.3418201
116,-12,-6.792788491150471,20.230344727536480,-12.9736605,-0.0017355,23.1404953,0.0556256,-0.3104435,4.0000000,-0.4365534,1.0580115,19.0616360,-0.1843336,0.3676150
117,-12,-6.785331851150471,20.230344727536480,-12.9750538,-0.0002479,28.0991745,0.0513345,-0.3150382,4.0000000,-0.4417043,1.0570847,18.9153442,-0.1883720,0.3914601
118,-12,-6.777875211150471,20.230344727536480,-12.9764147,0.0012397,33.8842964,0.0459065,-0.3193796,4.0000000,-0.4474993,1.0561640,18.7680130,-0.1912600,0.4174974
119,-12,-6.770418571150471,20.230344727536480,-12.9777393,0.0026446,39.6694221,0.0387754,-0.3210782,4.0000000,-0.4506628,1.0552590,18.6241474,-0.1914937,0.4391505
120,-12,-6.762961931150471,20.230344727536480,-12.9790268,0.0039669,45.4545441,0.0300672,-0.3222399,4.0000000,-0.4548407,1.0543952,18.4836864,-0.1896392,0.4631462
121,-12,-6.755505291150471,20.230344727536480,-12.9802780,-0.0048760,12.3966942,0.0198559,-0.3209338,4.0000000,-0.4571856,1.0535572,18.3458290,-0.1846820,0.4828118
122,-12,-6.748048651150471,20.230344727536480,-12.9814892,-0.0037190,15.7024794,0.0086481,-0.3178222,4.0000000,-0.4579485,1.0527548,18.2129173,-0.1776960,0.4991196
123,-12,-6.740592011150471,20.230344727536480,-12.9826622,-0.0025620,19.8347111,-0.0019374,-0.3146504,4.0000000,-0.4589193,1.0519948,18.0881748,-0.1703815,0.5138587
124,-12,-6.733135371150471,20.230344727536480,-12.9837942,-0.0014050,23.9669418,-0.0137758,-0.3107044,4.0000000,-0.4606503,1.0512800,17.9689541,-0.1607585,0.5295648
125,-12,-6.725678731150471,20.230344727536480,-12.9848871,-0.0002479,28.0991745,-0.0251386,-0.3047217,4.0000000,-0.4604136,1.0506190,17.8565063,-0.1490297,0.5380295
126,-12,-6.718222091150471,20.230344727536480,-12.9859381,0.0008264,33.0578499,-0.0375061,-0.2957663,4.0000000,-0.4579188,1.0500139,17.7531853,-0.1336138,0.5406102
127,-12,-6.710765451150471,20.230344727536480,-12.9869499,0.0019008,37.1900826,-0.0497239,-0.2856663,4.0000000,-0.4537725,1.0494654,17.6595230,-0.1175601,0.5403432
128,-12,-6.837528331150471,20.222888087536479,-12.9668608,0.0016529,36.3636360,0.0713917,-0.2881580,4.0000000,-0.3947857,1.0628642,19.8051472,-0.1815303,0.2626240
129,-12,-6.830071691150471,20.222888087536479,-12.9684172,0.0033058,42.9752083,0.0731569,-0.2928743,4.0000000,-0.3991484,1.0620066,19.6765900,-0.1866002,0.2712260
130,-12,-6.822615051150471,20.222888087536479,-12.9699497,0.0047934,49.5867767,0.0749448,-0.2991450,4.0000000,-0.4048716,1.0611385,19.5452061,-0.1934185,0.2846952
131,-12,-6.815158411150471,20.222888087536479,-12.9714575,-0.0038017,16.5289249,0.0759192,-0.3050869,4.0000000,-0.4089734,1.0602571,19.4102592,-0.2012003,0.2992107
132,-12,-6.807701771150471,20.222888087536479,-12.9729376,-0.0023967,20.6611576,0.0751554,-0.3099245,4.0000000,-0.4124582,1.0593789,19.2746887,-0.2073907,0.3149078
133,-12,-6.800245131150471,20.222888087536479,-12.9743900,-0.0009091,25.6198349,0.0729888,-0.3136818,4.0000000,-0.4148273,1.0585047,19.1388054,-0.2125363,0.3307630
134,-12,-6.792788491150471,20.222888087536479,-12.9758120,0.0005785,31.4049587,0.0695970,-0.3186381,4.0000000,-0.4206357,1.0576305,19.0011292,-0.2166405,0.3540085
135,-12,-6.785331851150471,20.222888087536479,-12.9772034,0.0020661,37.1900826,0.0647053,-0.3225155,4.0000000,-0.4253172,1.0567592,18.8630791,-0.2197138,0.3775225
136,-12,-6.777875211150471,20.222888087536479,-12.9785604,0.0034711,42.9752083,0.0581732,-0.3254780,4.0000000,-0.4298238,1.0558915,18.7261105,-0.2211322,0.4022296
137,-12,-6.770418571150471,20.222888087536479,-12.9798832,0.0047934,48.7603302,0.0504351,-0.3264433,4.0000000,-0.4325923,1.0550581,18.5915661,-0.2202943,0.4233147
138,-12,-6.762961931150471,20.222888087536479,-12.9811707,-0.0039669,14.8760328,0.0410343,-0.3264900,4.0000000,-0.4349973,1.0542541,18.4589424,-0.2179827,0.4454762
139,-12,-6.755505291150471,20.222888087536479,-12.9824209,-0.0028099,19.0082645,0.0308064,-0.3245028,4.0000000,-0.4358748,1.0534661,18.3309498,-0.2131308,0.4630265
140,-12,-6.748048651150471,20.222888087536479,-12.9836330,-0.0016529,23.1404953,0.0193766,-0.3215184,4.0000000,-0.4372514,1.0527197,18.2096596,-0.2057855,0.4805750
141,-12,-6.740592011150471,20.222888087536479,-12.9848070,-0.0004132,28.0991745,0.0077164,-0.3182132,4.0000000,-0.4397521,1.0520236,18.0927753,-0.1966742,0.4979314
142,-12,-6.733135371150471,20.222888087536479,-12.9859419,0.0008264,33.0578499,-0.0052103,-0.3134791,4.0000000,-0.4422000,1.0513650,17.9818382,-0.1847582,0.5141810
143,-12,-6.725678731150471,20.222888087536479,-12.9870377,0.0019835,37.1900826,-0.0173198,-0.3065901,4.0000000,-0.4405115,1.0507482,17.8776741,-0.1726688,0.5217087
144,-12,-6.718222091150471,20.222888087536479,-12.9880934,0.0030579,42.1487617,-0.0303239,-0.2978410,4.0000000,-0.4376058,1.0501866,17.7828426,-0.1580762,0.5264902
145,-12,-6.710765451150471,20.222888087536479,-12.9891090,0.0040496,46.2809906,-0.0425817,-0.2881658,4.0000000,-0.4335035,1.0496789,17.6965027,-0.1428281,0.5275581
146,-12,-6.830071691150471,20.215431447536478,-12.9705830,-0.0046281,14.0495872,0.0851792,-0.3048557,4.0000000,-0.3895813,1.0612849,19.5666142,-0.2201300,0.2729149
147,-12,-6.822615051150471,20.215431447536478,-12.9721098,-0.0032231,18.1818180,0.0869272,-0.3096616,4.0000000,-0.3923081,1.0604749,19.4432526,-0.2270150,0.2822610
