OID_,ClipsFinal_DEM_Large_S3_RegE,X,Y,DEM_Large_S15_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
41,-13,-6.740592011150471,19.454854167536478,-13.0831451,-0.0022314,28.9256191,-0.9887627,-0.4739185,4.0000000,0.6107526,1.0832595,22.6112232,-1.5585897,3.5548193
42,-13,-6.733135371150471,19.454854167536478,-13.0861416,0.0009091,38.0165291,-1.0478739,-0.4922641,4.0000000,0.6086378,1.0786496,22.0158005,-1.5931659,3.7483811
43,-13,-6.725678731150471,19.454854167536478,-13.0890408,0.0038843,47.1074371,-1.1101762,-0.5067216,4.0000000,0.6037162,1.0739839,21.3911057,-1.6171594,3.9320080
44,-13,-6.718222091150471,19.454854167536478,-13.0918407,-0.0033884,22.3140488,-1.1738232,-0.5181299,4.0000000,0.5948254,1.0693009,20.7395000,-1.6310853,4.1031413
45,-13,-6.710765451150471,19.454854167536478,-13.0945377,-0.0006612,31.4049587,-1.2376300,-0.5254171,4.0000000,0.5826996,1.0646172,20.0635262,-1.6335338,4.2529049
46,-13,-6.703308811150471,19.454854167536478,-13.0971298,0.0018182,40.4958687,-1.3030312,-0.5289240,4.0000000,0.5691498,1.0599906,19.3655777,-1.6269978,4.3854394
47,-13,-6.695852171150471,19.454854167536478,-13.0996161,0.0041322,49.5867767,-1.3657666,-0.5258653,4.0000000,0.5547086,1.0554402,18.6491718,-1.6064392,4.4777579
48,-13,-6.688395531150471,19.454854167536478,-13.1019945,-0.0031405,17.3553715,-1.4276785,-0.5194544,4.0000000,0.5398333,1.0510176,17.9209728,-1.5787423,4.5499969
49,-13,-6.680938891150471,19.454854167536478,-13.1042662,-0.0007438,26.4462814,-1.4864197,-0.5098722,4.0000000,0.5243298,1.0467533,17.1837521,-1.5440742,4.5986452
50,-13,-6.800245131150471,19.447397527536477,-13.0566196,0.0014050,41.3223152,-0.6370240,-0.2310890,4.0000000,0.4928299,1.1159772,26.3574066,-0.9550080,2.1213765
51,-13,-6.792788491150471,19.447397527536477,-13.0602617,-0.0047934,24.7933884,-0.6695575,-0.2755381,4.0000000,0.5135505,1.1130221,26.0479050,-1.0646268,2.2827141
52,-13,-6.785331851150471,19.447397527536477,-13.0638466,-0.0014876,33.8842964,-0.7053524,-0.3203295,4.0000000,0.5315865,1.1097549,25.7006149,-1.1722454,2.4697926
53,-13,-6.777875211150471,19.447397527536477,-13.0673666,0.0021488,42.9752083,-0.7437447,-0.3625194,4.0000000,0.5479262,1.1061474,25.3096619,-1.2729650,2.6713946
54,-13,-6.770418571150471,19.447397527536477,-13.0708151,-0.0043802,25.6198349,-0.7850384,-0.4015502,4.0000000,0.5612329,1.1022385,24.8749847,-1.3643333,2.8835504
55,-13,-6.762961931150471,19.447397527536477,-13.0741863,-0.0012397,34.7107430,-0.8271118,-0.4358673,4.0000000,0.5709472,1.0980927,24.4054394,-1.4426818,3.0913703
56,-13,-6.755505291150471,19.447397527536477,-13.0774746,0.0023140,43.8016510,-0.8749765,-0.4684247,4.0000000,0.5773730,1.0937324,23.8953381,-1.5142223,3.3156595
57,-13,-6.748048651150471,19.447397527536477,-13.0806751,-0.0045455,22.3140488,-0.9253481,-0.4952553,4.0000000,0.5806963,1.0891788,23.3481064,-1.5712069,3.5281670
58,-13,-6.740592011150471,19.447397527536477,-13.0837822,-0.0015702,31.4049587,-0.9793557,-0.5168191,4.0000000,0.5809418,1.0844952,22.7677402,-1.6145800,3.7296398
59,-13,-6.733135371150471,19.447397527536477,-13.0867929,0.0015702,40.4958687,-1.0371562,-0.5357217,4.0000000,0.5766944,1.0797217,22.1562119,-1.6481377,3.9293544
60,-13,-6.725678731150471,19.447397527536477,-13.0897026,0.0045455,49.5867767,-1.0990924,-0.5498612,4.0000000,0.5695902,1.0748924,21.5141487,-1.6693126,4.1158633
61,-13,-6.718222091150471,19.447397527536477,-13.0925093,-0.0027273,24.7933884,-1.1644738,-0.5590286,4.0000000,0.5599961,1.0700599,20.8460026,-1.6780533,4.2842479
62,-13,-6.710765451150471,19.447397527536477,-13.0952101,0.0000000,33.8842964,-1.2326460,-0.5640872,4.0000000,0.5474311,1.0652347,20.1542187,-1.6756054,4.4357953
63,-13,-6.703308811150471,19.447397527536477,-13.0978022,0.0024793,42.9752083,-1.2999755,-0.5652931,4.0000000,0.5324742,1.0604707,19.4393749,-1.6630604,4.5617151
64,-13,-6.695852171150471,19.447397527536477,-13.1002855,-0.0051240,10.7438021,-1.3662308,-0.5592327,4.0000000,0.5166115,1.0558147,18.7087708,-1.6350769,4.6457586
65,-13,-6.688395531150471,19.447397527536477,-13.1026583,-0.0024793,19.8347111,-1.4320847,-0.5491121,4.0000000,0.5004922,1.0512971,17.9676151,-1.5987164,4.7065115
66,-13,-6.680938891150471,19.447397527536477,-13.1049213,-0.0001653,28.9256191,-1.4946064,-0.5368980,4.0000000,0.4824150,1.0469441,17.2170315,-1.5562109,4.7479200
67,-13,-6.673482251150471,19.447397527536477,-13.1070747,0.0017355,38.0165291,-1.5539199,-0.5205416,4.0000000,0.4640920,1.0427660,16.4583187,-1.5051752,4.7625170
68,-13,-6.807701771150471,19.439940887536476,-13.0533276,-0.0019008,33.0578499,-0.6010035,-0.2139923,4.0000000,0.4404467,1.1212139,26.8941727,-0.8684313,2.0244908
69,-13,-6.800245131150471,19.439940887536476,-13.0570621,0.0017355,42.1487617,-0.6331378,-0.2649649,4.0000000,0.4632171,1.1185346,26.6191444,-0.9931470,2.1963100
70,-13,-6.792788491150471,19.439940887536476,-13.0607443,-0.0043802,26.4462814,-0.6640945,-0.3113460,4.0000000,0.4844229,1.1154587,26.3025932,-1.1071148,2.3729780
71,-13,-6.785331851150471,19.439940887536476,-13.0643644,-0.0009917,35.5371895,-0.6969262,-0.3586198,4.0000000,0.5018671,1.1120448,25.9470234,-1.2191067,2.5749161
72,-13,-6.777875211150471,19.439940887536476,-13.0679188,0.0026446,44.6280975,-0.7329981,-0.4039315,4.0000000,0.5170799,1.1083059,25.5433064,-1.3249428,2.7965508
73,-13,-6.770418571150471,19.439940887536476,-13.0713987,-0.0038843,27.2727280,-0.7721702,-0.4436359,4.0000000,0.5306330,1.1042272,25.0976048,-1.4179047,3.0208592
74,-13,-6.762961931150471,19.439940887536476,-13.0747976,-0.0006612,36.3636360,-0.8115106,-0.4796245,4.0000000,0.5393047,1.0999175,24.6145744,-1.4985536,3.2419012
75,-13,-6.755505291150471,19.439940887536476,-13.0781116,0.0029752,45.4545441,-0.8577319,-0.5130625,4.0000000,0.5452846,1.0953903,24.0897827,-1.5714097,3.4791284
76,-13,-6.748048651150471,19.439940887536476,-13.0813341,-0.0038843,24.7933884,-0.9079611,-0.5406072,4.0000000,0.5483723,1.0906596,23.5280628,-1.6295867,3.7057464
77,-13,-6.740592011150471,19.439940887536476,-13.0844603,-0.0008264,33.8842964,-0.9595067,-0.5634409,4.0000000,0.5467193,1.0858055,22.9321537,-1.6736010,3.9159057
78,-13,-6.733135371150471,19.439940887536476,-13.0874863,0.0023140,42.9752083,-1.0177534,-0.5817563,4.0000000,0.5422230,1.0808680,22.3038292,-1.7057356,4.1214142
79,-13,-6.725678731150471,19.439940887536476,-13.0904083,-0.0047107,19.0082645,-1.0794119,-0.5945677,4.0000000,0.5339776,1.0758671,21.6453304,-1.7231131,4.3057547
80,-13,-6.718222091150471,19.439940887536476,-13.0932226,-0.0019835,28.0991745,-1.1444263,-0.6032513,4.0000000,0.5221282,1.0708709,20.9608974,-1.7286308,4.4739037
81,-13,-6.710765451150471,19.439940887536476,-13.0959282,0.0007438,37.1900826,-1.2144769,-0.6067489,4.0000000,0.5079984,1.0659171,20.2525368,-1.7214962,4.6231093
82,-13,-6.703308811150471,19.439940887536476,-13.0985222,0.0032231,46.2809906,-1.2844763,-0.6041610,4.0000000,0.4926201,1.0610189,19.5228176,-1.7009420,4.7349119
83,-13,-6.695852171150471,19.439940887536476,-13.1010027,-0.0042975,13.2231407,-1.3511447,-0.5962425,4.0000000,0.4742851,1.0562567,18.7797184,-1.6667701,4.8071885
84,-13,-6.688395531150471,19.439940887536476,-13.1033716,-0.0017355,22.3140488,-1.4179564,-0.5835310,4.0000000,0.4550583,1.0516483,18.0250912,-1.6221204,4.8527312
85,-13,-6.680938891150471,19.439940887536476,-13.1056271,0.0004959,31.4049587,-1.4856986,-0.5676232,4.0000000,0.4353715,1.0472018,17.2619972,-1.5706179,4.8834252
86,-13,-6.673482251150471,19.439940887536476,-13.1077700,0.0023967,40.4958687,-1.5478678,-0.5468360,4.0000000,0.4153873,1.0429528,16.4931355,-1.5090594,4.8780875
87,-13,-6.666025611150471,19.439940887536476,-13.1098013,0.0043802,49.5867767,-1.6030215,-0.5204749,4.0000000,0.3970813,1.0389187,15.7233362,-1.4380311,4.8342009
88,-13,-6.807701771150471,19.432484247536479,-13.0537577,-0.0014876,34.7107430,-0.5942529,-0.2458034,4.0000000,0.4081415,1.1239558,27.1673985,-0.8997483,2.0834246
89,-13,-6.800245131150471,19.432484247536479,-13.0575333,0.0021488,43.8016510,-0.6232567,-0.2989850,4.0000000,0.4302828,1.1211600,26.8873405,-1.0282527,2.2684350
90,-13,-6.792788491150471,19.432484247536479,-13.0612545,-0.0038843,28.0991745,-0.6495783,-0.3499973,4.0000000,0.4488557,1.1179738,26.5638161,-1.1488502,2.4617107
91,-13,-6.785331851150471,19.432484247536479,-13.0649128,-0.0004132,37.1900826,-0.6798233,-0.3996481,4.0000000,0.4663977,1.1144320,26.1969872,-1.2656939,2.6827340
92,-13,-6.777875211150471,19.432484247536479,-13.0685024,0.0032231,46.2809906,-0.7132853,-0.4467200,4.0000000,0.4816665,1.1105300,25.7830811,-1.3751066,2.9223831
93,-13,-6.770418571150471,19.432484247536479,-13.0720148,-0.0033058,28.9256191,-0.7485298,-0.4885586,4.0000000,0.4942424,1.1062968,25.3261795,-1.4713595,3.1615736
94,-13,-6.762961931150471,19.432484247536479,-13.0754442,0.0000000,38.0165291,-0.7870566,-0.5264289,4.0000000,0.5033272,1.1018250,24.8287430,-1.5561850,3.4046271
95,-13,-6.755505291150471,19.432484247536479,-13.0787849,0.0035537,47.1074371,-0.8301709,-0.5607932,4.0000000,0.5087209,1.0971065,24.2908916,-1.6303073,3.6529653
96,-13,-6.748048651150471,19.432484247536479,-13.0820303,-0.0033058,26.4462814,-0.8769152,-0.5890190,4.0000000,0.5105979,1.0922031,23.7133560,-1.6886359,3.8860962
97,-13,-6.740592011150471,19.432484247536479,-13.0851765,-0.0001653,35.5371895,-0.9252819,-0.6125360,4.0000000,0.5073333,1.0871788,23.1027794,-1.7324053,4.1020069
98,-13,-6.733135371150471,19.432484247536479,-13.0882187,0.0029752,44.6280975,-0.9825699,-0.6309738,4.0000000,0.5021129,1.0820705,22.4589348,-1.7640605,4.3138223
99,-13,-6.725678731150471,19.432484247536479,-13.0911541,-0.0041322,21.4876041,-1.0423788,-0.6445055,4.0000000,0.4917988,1.0769074,21.7839317,-1.7808098,4.5031214
100,-13,-6.718222091150471,19.432484247536479,-13.0939779,-0.0013223,30.5785122,-1.1075357,-0.6510995,4.0000000,0.4795583,1.0717493,21.0830498,-1.7817574,4.6628356
101,-13,-6.710765451150471,19.432484247536479,-13.0966892,0.0014050,39.6694221,-1.1779983,-0.6531343,4.0000000,0.4643079,1.0666581,20.3595600,-1.7705766,4.8054867
102,-13,-6.703308811150471,19.432484247536479,-13.0992861,0.0038843,48.7603302,-1.2505767,-0.6470327,4.0000000,0.4482508,1.0616354,19.6156158,-1.7423162,4.9017582
103,-13,-6.695852171150471,19.432484247536479,-13.1017666,-0.0035537,16.5289249,-1.3224678,-0.6362793,4.0000000,0.4295615,1.0567636,18.8594837,-1.7021202,4.9668903
104,-13,-6.688395531150471,19.432484247536479,-13.1041317,-0.0010744,25.6198349,-1.3934718,-0.6210575,4.0000000,0.4079934,1.0520582,18.0941792,-1.6501083,5.0036664
105,-13,-6.680938891150471,19.432484247536479,-13.1063805,0.0011570,34.7107430,-1.4664847,-0.6014883,4.0000000,0.3866008,1.0475314,17.3188152,-1.5895773,5.0212560
106,-13,-6.673482251150471,19.432484247536479,-13.1085148,0.0031405,43.8016510,-1.5314821,-0.5753605,4.0000000,0.3649154,1.0432212,16.5420609,-1.5156364,4.9886832
107,-13,-6.666025611150471,19.432484247536479,-13.1105347,-0.0048760,5.7851238,-1.5907750,-0.5445412,4.0000000,0.3446012,1.0391431,15.7672453,-1.4336838,4.9259272
108,-13,-6.815158411150471,19.425027607536478,-13.0503416,-0.0047107,27.2727280,-0.5584579,-0.2205019,4.0000000,0.3488106,1.1292127,27.6827946,-0.7898145,1.9681401
109,-13,-6.807701771150471,19.425027607536478,-13.0542097,-0.0009917,36.3636360,-0.5827200,-0.2784479,4.0000000,0.3716706,1.1267697,27.4452457,-0.9285665,2.1437027
110,-13,-6.800245131150471,19.425027607536478,-13.0580292,0.0026446,45.4545441,-0.6069219,-0.3358712,4.0000000,0.3919827,1.1238605,27.1587238,-1.0637251,2.3452299
111,-13,-6.792788491150471,19.425027607536478,-13.0617905,-0.0033884,29.7520657,-0.6297333,-0.3894680,4.0000000,0.4106731,1.1205693,26.8278675,-1.1896089,2.5564492
112,-13,-6.785331851150471,19.425027607536478,-13.0654888,0.0001653,38.8429756,-0.6570523,-0.4407089,4.0000000,0.4288059,1.1168931,26.4509449,-1.3102237,2.7949796
113,-13,-6.777875211150471,19.425027607536478,-13.0691147,0.0038843,47.9338837,-0.6866035,-0.4903545,4.0000000,0.4433387,1.1128159,26.0281658,-1.4240477,3.0544324
114,-13,-6.770418571150471,19.425027607536478,-13.0726604,-0.0026446,30.5785122,-0.7152368,-0.5355244,4.0000000,0.4535538,1.1084397,25.5592537,-1.5246025,3.3093617
115,-13,-6.762961931150471,19.425027607536478,-13.0761213,0.0007438,39.6694221,-0.7508746,-0.5757073,4.0000000,0.4624008,1.1037941,25.0485878,-1.6138154,3.5737469
116,-13,-6.755505291150471,19.425027607536478,-13.0794897,0.0042149,48.7603302,-0.7892693,-0.6108204,4.0000000,0.4670520,1.0988878,24.4965191,-1.6886927,3.8295550
117,-13,-6.748048651150471,19.425027607536478,-13.0827599,-0.0026446,28.9256191,-0.8314263,-0.6404498,4.0000000,0.4675574,1.0938109,23.9039421,-1.7484571,4.0719247
118,-13,-6.740592011150471,19.425027607536478,-13.0859280,0.0005785,38.0165291,-0.8802116,-0.6636130,4.0000000,0.4653182,1.0886123,23.2782307,-1.7925441,4.2978234
119,-13,-6.733135371150471,19.425027607536478,-13.0889883,0.0037190,47.1074371,-0.9365565,-0.6820422,4.0000000,0.4598508,1.0833259,22.6192093,-1.8239352,4.5155363
120,-13,-6.725678731150471,19.425027607536478,-13.0919380,-0.0034711,23.9669418,-0.9983383,-0.6949757,4.0000000,0.4502729,1.0780050,21.9291210,-1.8402244,4.7118840
121,-13,-6.718222091150471,19.425027607536478,-13.0947733,-0.0005785,33.0578499,-1.0648468,-0.6997723,4.0000000,0.4380806,1.0726948,21.2125092,-1.8376251,4.8659172
122,-13,-6.710765451150471,19.425027607536478,-13.0974922,0.0021488,42.1487617,-1.1365019,-0.7001914,4.0000000,0.4224969,1.0674566,20.4755516,-1.8228797,5.0014863
123,-13,-6.703308811150471,19.425027607536478,-13.1000929,-0.0053719,11.5702477,-1.2093865,-0.6912326,4.0000000,0.4049221,1.0623184,19.7179642,-1.7873873,5.0775666
124,-13,-6.695852171150471,19.425027607536478,-13.1025743,-0.0028099,19.8347111,-1.2854031,-0.6785190,4.0000000,0.3846541,1.0573404,18.9511032,-1.7416921,5.1361437
125,-13,-6.688395531150471,19.425027607536478,-13.1049376,-0.0004132,28.9256191,-1.3603814,-0.6599417,4.0000000,0.3618426,1.0525440,18.1746082,-1.6817261,5.1563230
126,-13,-6.680938891150471,19.425027607536478,-13.1071815,0.0018182,38.0165291,-1.4356440,-0.6371759,4.0000000,0.3383355,1.0479376,17.3884220,-1.6126872,5.1536517
127,-13,-6.673482251150471,19.425027607536478,-13.1093082,0.0038843,47.1074371,-1.5027218,-0.6062278,4.0000000,0.3157417,1.0435694,16.6062088,-1.5281972,5.0913382
128,-13,-6.666025611150471,19.425027607536478,-13.1113186,-0.0041322,8.2644625,-1.5656306,-0.5714282,4.0000000,0.2932616,1.0394539,15.8264380,-1.4361180,5.0081887
129,-13,-6.658568971150471,19.425027607536478,-13.1132154,-0.0022314,14.0495872,-1.6214910,-0.5329662,4.0000000,0.2710788,1.0356047,15.0569458,-1.3370111,4.9033504
130,-13,-6.815158411150471,19.417570967536477,-13.0507698,-0.0042149,28.9256191,-0.5464583,-0.2491035,4.0000000,0.3117154,1.1321712,27.9686050,-0.8099223,2.0119736
131,-13,-6.807701771150471,19.417570967536477,-13.0546827,-0.0004959,38.0165291,-0.5678806,-0.3121431,4.0000000,0.3331351,1.1296495,27.7259903,-0.9574212,2.2114904
132,-13,-6.800245131150471,19.417570967536477,-13.0585451,0.0032231,47.1074371,-0.5873989,-0.3718306,4.0000000,0.3531341,1.1266453,27.4336128,-1.0967953,2.4271038
133,-13,-6.792788491150471,19.417570967536477,-13.0623493,-0.0028099,31.4049587,-0.6069391,-0.4280189,4.0000000,0.3719481,1.1232355,27.0952854,-1.2279860,2.6587892
134,-13,-6.785331851150471,19.417570967536477,-13.0660877,0.0008264,40.4958687,-0.6267354,-0.4833026,4.0000000,0.3874058,1.1194040,26.7103596,-1.3540109,2.9138503
135,-13,-6.777875211150471,19.417570967536477,-13.0697508,0.0046281,49.5867767,-0.6492545,-0.5356764,4.0000000,0.4004087,1.1151826,26.2758255,-1.4717615,3.1879852
136,-13,-6.770418571150471,19.417570967536477,-13.0733328,-0.0019008,33.0578499,-0.6745512,-0.5821117,4.0000000,0.4110509,1.1106538,25.7955666,-1.5752742,3.4606328
137,-13,-6.762961931150471,19.417570967536477,-13.0768261,0.0015702,42.1487617,-0.7056026,-0.6252345,4.0000000,0.4190515,1.1058154,25.2736855,-1.6695206,3.7476912
138,-13,-6.755505291150471,19.417570967536477,-13.0802240,-0.0049587,22.3140488,-0.7401427,-0.6627201,4.0000000,0.4231546,1.1007352,24.7056732,-1.7485948,4.0239234
139,-13,-6.748048651150471,19.417570967536477,-13.0835209,-0.0018182,31.4049587,-0.7803813,-0.6924670,4.0000000,0.4246083,1.0954728,24.0992184,-1.8095424,4.2758737
140,-13,-6.740592011150471,19.417570967536477,-13.0867109,0.0014876,40.4958687,-0.8285277,-0.7153209,4.0000000,0.4234388,1.0900959,23.4592304,-1.8540806,4.5085669
141,-13,-6.733135371150471,19.417570967536477,-13.0897913,0.0046281,49.5867767,-0.8806803,-0.7350063,4.0000000,0.4163054,1.0846357,22.7850628,-1.8863180,4.7322741
142,-13,-6.725678731150471,19.417570967536477,-13.0927563,-0.0025620,27.2727280,-0.9418381,-0.7473354,4.0000000,0.4067629,1.0791568,22.0804482,-1.9014337,4.9285107
143,-13,-6.718222091150471,19.417570967536477,-13.0956049,0.0003306,36.3636360,-1.0071473,-0.7508169,4.0000000,0.3942445,1.0736994,21.3488045,-1.8958784,5.0718355
144,-13,-6.710765451150471,19.417570967536477,-13.0983324,0.0030579,45.4545441,-1.0801260,-0.7492388,4.0000000,0.3786897,1.0683191,20.5993252,-1.8771673,5.1966696
145,-13,-6.703308811150471,19.417570967536477,-13.1009398,-0.0044628,14.8760328,-1.1508726,-0.7401404,4.0000000,0.3582004,1.0630673,19.8304577,-1.8384812,5.2621541
146,-13,-6.695852171150471,19.417570967536477,-13.1034241,-0.0019008,23.9669418,-1.2306359,-0.7244577,4.0000000,0.3377576,1.0579849,19.0504761,-1.7866731,5.3041134
147,-13,-6.688395531150471,19.417570967536477,-13.1057873,0.0004959,33.0578499,-1.3100271,-0.7021464,4.0000000,0.3144867,1.0530970,18.2648335,-1.7187796,5.3033729
148,-13,-6.680938891150471,19.417570967536477,-13.1080284,0.0027273,42.1487617,-1.3876276,-0.6755440,4.0000000,0.2894813,1.0484083,17.4716854,-1.6405693,5.2744069
