OID_,ClipsFinal_DEM_Large_S3_RegC,X,Y,DEM_Large_S15_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
25,-13,-4.936085131150472,18.492947607536482,-13.2828150,-0.0024793,19.8347111,0.4197606,-0.7165986,4.0000000,-1.0207310,1.0513712,17.9940529,-0.4124662,1.5988042
26,-13,-4.928628491150472,18.492947607536482,-13.2821827,-0.0031405,17.3553715,0.3853588,-0.6836319,4.0000000,-0.9604184,1.0523336,18.1558762,-0.4068454,1.4496622
27,-13,-4.921171851150472,18.492947607536482,-13.2814884,-0.0038843,14.8760328,0.3513466,-0.6514236,4.0000000,-0.8994787,1.0532606,18.3087082,-0.4033685,1.3137324
28,-13,-5.070304651150472,18.485490967536482,-13.2834396,-0.0020661,14.8760328,0.2577431,-1.0401409,4.0000000,-0.4792876,1.0334796,14.6262608,-1.6009942,4.1804075
29,-13,-5.062848011150472,18.485490967536482,-13.2842035,-0.0014050,18.1818180,0.3398191,-1.0503111,4.0000000,-0.5965430,1.0340884,14.7554989,-1.5040791,4.1292591
30,-13,-5.055391371150472,18.485490967536482,-13.2848930,-0.0007438,21.4876041,0.4162161,-1.0579562,4.0000000,-0.7114775,1.0347362,14.8920422,-1.4044349,4.0700612
31,-13,-5.047934731150472,18.485490967536482,-13.2855062,-0.0001653,24.7933884,0.4880450,-1.0638208,4.0000000,-0.8227914,1.0354338,15.0362434,-1.3048503,4.0061374
32,-13,-5.040478091150472,18.485490967536482,-13.2860422,0.0003306,28.0991745,0.5499546,-1.0655345,4.0000000,-0.9242105,1.0361733,15.1873550,-1.2068585,3.9247646
33,-13,-5.033021451150472,18.485490967536482,-13.2864981,0.0007438,30.5785122,0.6010631,-1.0626447,4.0000000,-1.0152977,1.0369525,15.3464956,-1.1099917,3.8228395
34,-13,-5.025564811150472,18.485490967536482,-13.2868738,0.0010744,32.2314034,0.6461620,-1.0579953,4.0000000,-1.0963056,1.0377789,15.5135231,-1.0196851,3.7159638
35,-13,-5.018108171150472,18.485490967536482,-13.2871675,0.0013223,33.8842964,0.6799232,-1.0498056,4.0000000,-1.1653836,1.0386537,15.6868477,-0.9342277,3.5987771
36,-13,-5.010651531150472,18.485490967536482,-13.2873802,0.0014876,34.7107430,0.7046144,-1.0384734,4.0000000,-1.2191789,1.0395788,15.8667946,-0.8577678,3.4687505
37,-13,-5.003194891150472,18.485490967536482,-13.2875109,0.0016529,35.5371895,0.7187055,-1.0239573,4.0000000,-1.2596008,1.0405447,16.0538216,-0.7883137,3.3302872
38,-13,-4.995738251150472,18.485490967536482,-13.2875605,0.0017355,36.3636360,0.7262594,-1.0069091,5.0000000,-1.2841680,1.0415484,16.2452106,-0.7296503,3.1794686
39,-13,-4.988281611150472,18.485490967536482,-13.2875280,0.0016529,36.3636360,0.7253472,-0.9872820,4.0000000,-1.2956866,1.0425830,16.4393806,-0.6788773,3.0221579
40,-13,-4.980824971150472,18.485490967536482,-13.2874165,0.0015702,36.3636360,0.7156265,-0.9640555,4.0000000,-1.2919552,1.0436382,16.6359005,-0.6361558,2.8502882
41,-13,-4.973368331150472,18.485490967536482,-13.2872257,0.0014050,35.5371895,0.6995112,-0.9396363,4.0000000,-1.2787694,1.0447135,16.8325634,-0.6005033,2.6832078
42,-13,-4.965911691150472,18.485490967536482,-13.2869568,0.0011570,34.7107430,0.6749322,-0.9116997,4.0000000,-1.2518682,1.0458038,17.0282383,-0.5715311,2.5051572
43,-13,-4.958455051150472,18.485490967536482,-13.2866125,0.0009091,33.8842964,0.6461161,-0.8825777,4.0000000,-1.2173520,1.0468991,17.2238064,-0.5478032,2.3303838
44,-13,-4.950998411150472,18.485490967536482,-13.2861948,0.0005785,32.2314034,0.6116418,-0.8508320,4.0000000,-1.1726588,1.0479912,17.4160881,-0.5290051,2.1507044
45,-13,-4.943541771150472,18.485490967536482,-13.2857056,0.0001653,30.5785122,0.5761285,-0.8192303,4.0000000,-1.1242392,1.0490751,17.6041718,-0.5142214,1.9812261
46,-13,-4.936085131150472,18.485490967536482,-13.2851477,-0.0003306,28.9256191,0.5375290,-0.7860706,4.0000000,-1.0695786,1.0501417,17.7860794,-0.5025626,1.8133452
47,-13,-4.928628491150472,18.485490967536482,-13.2845230,-0.0009091,26.4462814,0.4984836,-0.7524699,4.0000000,-1.0101700,1.0511726,17.9611874,-0.4947698,1.6508813
48,-13,-4.921171851150472,18.485490967536482,-13.2838345,-0.0015702,23.9669418,0.4595632,-0.7190387,4.0000000,-0.9482790,1.0521625,18.1274891,-0.4897985,1.4980992
49,-13,-4.913715211150472,18.485490967536482,-13.2830858,-0.0023140,20.6611576,0.4193605,-0.6850179,4.0000000,-0.8850222,1.0531139,18.2849102,-0.4850136,1.3540988
50,-13,-4.906258571150472,18.485490967536482,-13.2822781,-0.0031405,17.3553715,0.3813938,-0.6524634,4.0000000,-0.8212386,1.0540149,18.4319000,-0.4836882,1.2240725
51,-13,-4.898801931150472,18.485490967536482,-13.2814140,-0.0040496,14.0495872,0.3432988,-0.6197441,4.0000000,-0.7568965,1.0548480,18.5675220,-0.4825918,1.1031160
52,-13,-5.085217931150472,18.478034327536481,-13.2833395,-0.0020661,14.0495872,0.2151625,-1.0782425,4.0000000,-0.2541068,1.0317973,14.2621984,-1.9023782,4.5388589
53,-13,-5.077761291150472,18.478034327536481,-13.2842999,-0.0013223,17.3553715,0.3086413,-1.0963085,4.0000000,-0.3610195,1.0321873,14.3472767,-1.8315974,4.5323367
54,-13,-5.070304651150472,18.478034327536481,-13.2851877,-0.0004959,21.4876041,0.3982534,-1.1102281,4.0000000,-0.4728608,1.0326295,14.4432316,-1.7475953,4.5014043
55,-13,-5.062848011150472,18.478034327536481,-13.2860022,0.0002479,25.6198349,0.4852362,-1.1223921,4.0000000,-0.5889202,1.0331142,14.5475607,-1.6558640,4.4645367
56,-13,-5.055391371150472,18.478034327536481,-13.2867403,0.0009917,29.7520657,0.5701254,-1.1326176,4.0000000,-0.7067050,1.0336429,14.6611557,-1.5585301,4.4174614
57,-13,-5.047934731150472,18.478034327536481,-13.2874002,0.0016529,33.8842964,0.6458290,-1.1394207,4.0000000,-0.8206898,1.0342240,14.7835722,-1.4581516,4.3590999
58,-13,-5.040478091150472,18.478034327536481,-13.2879801,0.0021488,37.1900826,0.7081313,-1.1410797,4.0000000,-0.9255749,1.0348520,14.9155598,-1.3565845,4.2790613
59,-13,-5.033021451150472,18.478034327536481,-13.2884769,0.0025620,39.6694221,0.7637691,-1.1401364,4.0000000,-1.0223386,1.0355421,15.0601320,-1.2579342,4.1872468
60,-13,-5.025564811150472,18.478034327536481,-13.2888918,0.0028926,41.3223152,0.8080002,-1.1357683,4.0000000,-1.1083627,1.0363017,15.2147064,-1.1631738,4.0848579
61,-13,-5.018108171150472,18.478034327536481,-13.2892227,0.0031405,42.9752083,0.8458079,-1.1289160,4.0000000,-1.1838191,1.0371186,15.3802614,-1.0740130,3.9699700
62,-13,-5.010651531150472,18.478034327536481,-13.2894697,0.0033058,43.8016510,0.8702064,-1.1170708,4.0000000,-1.2414403,1.0379875,15.5544729,-0.9927012,3.8306086
63,-13,-5.003194891150472,18.478034327536481,-13.2896328,0.0034711,44.6280975,0.8891769,-1.1047305,4.0000000,-1.2880596,1.0389081,15.7371044,-0.9214013,3.6964908
64,-13,-4.995738251150472,18.478034327536481,-13.2897110,0.0035537,45.4545441,0.8940991,-1.0868231,5.0000000,-1.3162838,1.0398802,15.9263258,-0.8573624,3.5345016
65,-13,-4.988281611150472,18.478034327536481,-13.2897062,0.0034711,45.4545441,0.8917644,-1.0676270,4.0000000,-1.3324958,1.0408990,16.1217461,-0.8027582,3.3748045
66,-13,-4.980824971150472,18.478034327536481,-13.2896185,0.0033884,45.4545441,0.8763674,-1.0431653,4.0000000,-1.3321600,1.0419527,16.3216534,-0.7541708,3.1915040
67,-13,-4.973368331150472,18.478034327536481,-13.2894487,0.0032231,44.6280975,0.8561729,-1.0179119,4.0000000,-1.3223418,1.0430354,16.5249634,-0.7134820,3.0127180
68,-13,-4.965911691150472,18.478034327536481,-13.2892008,0.0029752,43.8016510,0.8238984,-0.9877467,4.0000000,-1.2969886,1.0441477,16.7295265,-0.6785048,2.8159318
69,-13,-4.958455051150472,18.478034327536481,-13.2888737,0.0027273,42.9752083,0.7896925,-0.9573003,4.0000000,-1.2643073,1.0452774,16.9342575,-0.6502934,2.6251669
70,-13,-4.950998411150472,18.478034327536481,-13.2884712,0.0023967,41.3223152,0.7490481,-0.9239984,4.0000000,-1.2204980,1.0464125,17.1372623,-0.6274987,2.4277158
71,-13,-4.943541771150472,18.478034327536481,-13.2879953,0.0019835,39.6694221,0.7081127,-0.8914739,4.0000000,-1.1740252,1.0475411,17.3371983,-0.6089227,2.2451081
72,-13,-4.936085131150472,18.478034327536481,-13.2874489,0.0015702,38.0165291,0.6636937,-0.8569699,4.0000000,-1.1198971,1.0486598,17.5321884,-0.5940426,2.0603154
73,-13,-4.928628491150472,18.478034327536481,-13.2868328,0.0010744,35.5371895,0.6179855,-0.8217775,4.0000000,-1.0612127,1.0497587,17.7208595,-0.5823423,1.8813236
74,-13,-4.921171851150472,18.478034327536481,-13.2861519,0.0004959,33.0578499,0.5721296,-0.7863560,4.0000000,-0.9989588,1.0508168,17.9005566,-0.5737532,1.7100184
75,-13,-4.913715211150472,18.478034327536481,-13.2854080,-0.0001653,29.7520657,0.5263515,-0.7514314,4.0000000,-0.9368613,1.0518322,18.0724888,-0.5660015,1.5530649
76,-13,-4.906258571150472,18.478034327536481,-13.2846041,-0.0009091,26.4462814,0.4816365,-0.7168854,4.0000000,-0.8730401,1.0528086,18.2345047,-0.5607308,1.4062638
77,-13,-4.898801931150472,18.478034327536481,-13.2837429,-0.0018182,22.3140488,0.4388484,-0.6833467,4.0000000,-0.8087732,1.0537345,18.3857059,-0.5579203,1.2719396
78,-13,-4.891345291150472,18.478034327536481,-13.2828264,-0.0027273,19.0082645,0.3976481,-0.6511670,4.0000000,-0.7459142,1.0545919,18.5254192,-0.5564199,1.1530454
79,-13,-4.883888651150472,18.478034327536481,-13.2818584,-0.0036364,15.7024794,0.3580473,-0.6199846,4.0000000,-0.6822457,1.0553815,18.6537800,-0.5577236,1.0456560
80,-13,-5.100131211150472,18.470577687536480,-13.2826853,-0.0027273,11.5702477,0.1356749,-1.0885968,4.0000000,-0.0868539,1.0308058,14.0410910,-2.0903399,4.7554569
81,-13,-5.092674571150472,18.470577687536480,-13.2838383,-0.0015702,15.7024794,0.2431194,-1.1157974,4.0000000,-0.1679862,1.0309713,14.0786524,-2.0636086,4.7941418
82,-13,-5.085217931150472,18.470577687536480,-13.2849236,-0.0005785,19.8347111,0.3505021,-1.1408637,4.0000000,-0.2613072,1.0311700,14.1236410,-2.0204203,4.8238969
83,-13,-5.077761291150472,18.470577687536480,-13.2859383,0.0002479,23.9669418,0.4505467,-1.1615624,4.0000000,-0.3616281,1.0314124,14.1765614,-1.9614968,4.8361416
84,-13,-5.070304651150472,18.470577687536480,-13.2868805,0.0011570,28.9256191,0.5486698,-1.1792271,4.0000000,-0.4701013,1.0317081,14.2423983,-1.8883529,4.8304253
85,-13,-5.062848011150472,18.470577687536480,-13.2877464,0.0019835,33.8842964,0.6425142,-1.1944251,4.0000000,-0.5838518,1.0320513,14.3175030,-1.8049985,4.8155122
86,-13,-5.055391371150472,18.470577687536480,-13.2885332,0.0028926,38.8429756,0.7327231,-1.2064350,4.0000000,-0.7017494,1.0324501,14.4045897,-1.7111205,4.7812519
87,-13,-5.047934731150472,18.470577687536480,-13.2892399,0.0036364,42.9752083,0.8102387,-1.2138165,4.0000000,-0.8163858,1.0329064,14.5036068,-1.6112473,4.7293453
88,-13,-5.040478091150472,18.470577687536480,-13.2898636,0.0042149,46.2809906,0.8790256,-1.2177813,4.0000000,-0.9262206,1.0334228,14.6157064,-1.5093420,4.6619806
89,-13,-5.033021451150472,18.470577687536480,-13.2904034,-0.0052893,3.3057852,0.9386807,-1.2182111,4.0000000,-1.0271027,1.0340211,14.7418547,-1.4093194,4.5767388
90,-13,-5.025564811150472,18.470577687536480,-13.2908583,-0.0048760,4.1322312,0.9857460,-1.2149118,4.0000000,-1.1177117,1.0346907,14.8819304,-1.3121120,4.4785428
91,-13,-5.018108171150472,18.470577687536480,-13.2912273,-0.0045455,4.9586778,1.0261060,-1.2088730,4.0000000,-1.1975770,1.0354228,15.0340080,-1.2201691,4.3640814
92,-13,-5.010651531150472,18.470577687536480,-13.2915087,-0.0042975,5.7851238,1.0517551,-1.1981754,4.0000000,-1.2611048,1.0362210,15.1986446,-1.1352462,4.2291560
93,-13,-5.003194891150472,18.470577687536480,-13.2917042,-0.0040496,6.6115704,1.0685074,-1.1853111,4.0000000,-1.3129194,1.0370827,15.3731928,-1.0577027,4.0890832
94,-13,-4.995738251150472,18.470577687536480,-13.2918129,-0.0038843,7.4380164,1.0705580,-1.1671991,4.0000000,-1.3473340,1.0380111,15.5592346,-0.9870643,3.9231689
95,-13,-4.988281611150472,18.470577687536480,-13.2918358,-0.0038843,8.2644625,1.0619477,-1.1461414,5.0000000,-1.3677886,1.0390005,15.7548580,-0.9244944,3.7489607
96,-13,-4.980824971150472,18.470577687536480,-13.2917738,-0.0038843,9.0909090,1.0438503,-1.1215938,4.0000000,-1.3719563,1.0400486,15.9584827,-0.8712312,3.5583704
97,-13,-4.973368331150472,18.470577687536480,-13.2916279,-0.0040496,9.0909090,1.0165716,-1.0944366,4.0000000,-1.3638519,1.0411446,16.1667728,-0.8250213,3.3627682
98,-13,-4.965911691150472,18.470577687536480,-13.2914000,-0.0043802,8.2644625,0.9803392,-1.0638479,4.0000000,-1.3416295,1.0422709,16.3807640,-0.7860664,3.1546514
99,-13,-4.958455051150472,18.470577687536480,-13.2910919,-0.0047107,7.4380164,0.9399060,-1.0320526,4.0000000,-1.3109585,1.0434228,16.5957279,-0.7531468,2.9485424
100,-13,-4.950998411150472,18.470577687536480,-13.2907066,-0.0051240,6.6115704,0.8954002,-0.9984935,4.0000000,-1.2699547,1.0445944,16.8100319,-0.7270324,2.7391753
101,-13,-4.943541771150472,18.470577687536480,-13.2902451,-0.0056198,5.7851238,0.8482527,-0.9643848,4.0000000,-1.2241037,1.0457677,17.0223484,-0.7046659,2.5378973
102,-13,-4.936085131150472,18.470577687536480,-13.2897110,0.0038843,47.1074371,0.7976893,-0.9287156,4.0000000,-1.1709239,1.0469401,17.2313385,-0.6865072,2.3374348
103,-13,-4.928628491150472,18.470577687536480,-13.2891064,0.0033058,44.6280975,0.7457493,-0.8923262,4.0000000,-1.1134031,1.0481054,17.4355278,-0.6712493,2.1427946
104,-13,-4.921171851150472,18.470577687536480,-13.2884340,0.0026446,42.1487617,0.6927304,-0.8552524,4.0000000,-1.0519114,1.0492393,17.6317902,-0.6585934,1.9545428
105,-13,-4.913715211150472,18.470577687536480,-13.2876968,0.0019835,38.8429756,0.6422583,-0.8198422,4.0000000,-0.9912127,1.0503337,17.8186550,-0.6484715,1.7847779
106,-13,-4.906258571150472,18.470577687536480,-13.2868977,0.0012397,35.5371895,0.5919178,-0.7841711,4.0000000,-0.9276536,1.0513821,17.9965057,-0.6406886,1.6224520
107,-13,-4.898801931150472,18.470577687536480,-13.2860394,0.0003306,31.4049587,0.5435344,-0.7495157,4.0000000,-0.8637097,1.0523815,18.1642895,-0.6353216,1.4736050
108,-13,-4.891345291150472,18.470577687536480,-13.2851248,-0.0005785,28.0991745,0.4977105,-0.7165461,4.0000000,-0.8000942,1.0533239,18.3194695,-0.6329980,1.3407538
109,-13,-4.883888651150472,18.470577687536480,-13.2841568,-0.0014876,23.9669418,0.4536358,-0.6847951,4.0000000,-0.7363900,1.0542027,18.4625397,-0.6332002,1.2214531
110,-13,-4.876432011150472,18.470577687536480,-13.2831364,-0.0024793,19.8347111,0.4085818,-0.6522209,4.0000000,-0.6714298,1.0550069,18.5933514,-0.6330121,1.1086491
111,-13,-4.868975371150472,18.470577687536480,-13.2820683,-0.0034711,16.5289249,0.3665444,-0.6221352,4.0000000,-0.6084853,1.0557240,18.7080193,-0.6357849,1.0138723
112,-13,-5.107587851150472,18.463121047536482,-13.2828169,-0.0026446,12.3966942,0.1468791,-1.1092266,5.0000000,-0.0686374,1.0305210,13.9770203,-2.1498158,4.9152060
113,-13,-5.100131211150472,18.463121047536482,-13.2840939,-0.0012397,16.5289249,0.2617729,-1.1427017,4.0000000,-0.1252585,1.0304873,13.9700727,-2.1601450,4.9936514
114,-13,-5.092674571150472,18.463121047536482,-13.2853041,-0.0000826,21.4876041,0.3723829,-1.1712620,4.0000000,-0.1933791,1.0304860,13.9709854,-2.1491449,5.0469561
115,-13,-5.085217931150472,18.463121047536482,-13.2864466,0.0009917,26.4462814,0.4863850,-1.1993302,4.0000000,-0.2760102,1.0305259,13.9783573,-2.1226504,5.1004729
116,-13,-5.077761291150472,18.463121047536482,-13.2875166,0.0019008,31.4049587,0.5971685,-1.2241225,4.0000000,-0.3695701,1.0306017,13.9964819,-2.0786750,5.1389360
117,-13,-5.070304651150472,18.463121047536482,-13.2885113,0.0028926,37.1900826,0.7059609,-1.2461044,4.0000000,-0.4733296,1.0307331,14.0270042,-2.0188792,5.1624660
118,-13,-5.062848011150472,18.463121047536482,-13.2894287,0.0038017,42.9752083,0.8057370,-1.2632818,4.0000000,-0.5821356,1.0309198,14.0687618,-1.9444280,5.1619444
119,-13,-5.055391371150472,18.463121047536482,-13.2902651,-0.0052893,3.3057852,0.9034277,-1.2783880,4.0000000,-0.6979246,1.0311766,14.1257076,-1.8588513,5.1505651
120,-13,-5.047934731150472,18.463121047536482,-13.2910194,-0.0045455,4.9586778,0.9879715,-1.2890469,4.0000000,-0.8122314,1.0315030,14.1977520,-1.7658625,5.1231079
121,-13,-5.040478091150472,18.463121047536482,-13.2916880,-0.0039669,6.6115704,1.0627227,-1.2952534,4.0000000,-0.9242362,1.0319021,14.2855740,-1.6662706,5.0702486
122,-13,-5.033021451150472,18.463121047536482,-13.2922707,-0.0034711,8.2644625,1.1235776,-1.2959996,4.0000000,-1.0274993,1.0323851,14.3900490,-1.5645000,4.9865794
123,-13,-5.025564811150472,18.463121047536482,-13.2927666,-0.0030579,9.9173555,1.1753249,-1.2942889,4.0000000,-1.1241502,1.0329368,14.5110655,-1.4644276,4.8955193
124,-13,-5.018108171150472,18.463121047536482,-13.2931728,-0.0027273,11.5702477,1.2153629,-1.2881570,4.0000000,-1.2091869,1.0335726,14.6474924,-1.3671271,4.7786250
125,-13,-5.010651531150472,18.463121047536482,-13.2934914,-0.0024793,13.2231407,1.2379822,-1.2772717,4.0000000,-1.2784042,1.0343003,14.8001852,-1.2761393,4.6438355
126,-13,-5.003194891150472,18.463121047536482,-13.2937193,-0.0022314,14.8760328,1.2503994,-1.2631928,4.0000000,-1.3350396,1.0351094,14.9694748,-1.1913458,4.4942660
127,-13,-4.995738251150472,18.463121047536482,-13.2938595,-0.0019835,16.5289249,1.2495360,-1.2449369,4.0000000,-1.3750933,1.0359979,15.1527328,-1.1147804,4.3249898
128,-13,-4.988281611150472,18.463121047536482,-13.2939110,-0.0019008,17.3553715,1.2388991,-1.2241411,5.0000000,-1.4009227,1.0369575,15.3478518,-1.0473596,4.1481194
129,-13,-4.980824971150472,18.463121047536482,-13.2938757,-0.0018182,18.1818180,1.2157017,-1.1984248,4.0000000,-1.4084963,1.0379821,15.5534649,-0.9883534,3.9436269
130,-13,-4.973368331150472,18.463121047536482,-13.2937546,-0.0019008,18.1818180,1.1820804,-1.1700219,4.0000000,-1.4032753,1.0390658,15.7679052,-0.9367686,3.7351069
131,-13,-4.965911691150472,18.463121047536482,-13.2935495,-0.0021488,17.3553715,1.1430629,-1.1394918,4.0000000,-1.3853927,1.0402024,15.9881487,-0.8935908,3.5182023
132,-13,-4.958455051150472,18.463121047536482,-13.2932615,-0.0023967,16.5289249,1.0991640,-1.1076857,4.0000000,-1.3586761,1.0413783,16.2130013,-0.8566953,3.3033752
133,-13,-4.950998411150472,18.463121047536482,-13.2928944,-0.0027273,15.7024794,1.0443408,-1.0713389,4.0000000,-1.3190618,1.0425789,16.4393463,-0.8236160,3.0718844
134,-13,-4.943541771150472,18.463121047536482,-13.2924490,-0.0032231,14.0495872,0.9924174,-1.0365340,4.0000000,-1.2749109,1.0437942,16.6634750,-0.7981572,2.8564506
135,-13,-4.936085131150472,18.463121047536482,-13.2919292,-0.0037190,12.3966942,0.9358258,-0.9998850,4.0000000,-1.2235241,1.0450107,16.8861103,-0.7762458,2.6414678
136,-13,-4.928628491150472,18.463121047536482,-13.2913370,-0.0042975,10.7438021,0.8777265,-0.9624947,4.0000000,-1.1679635,1.0462220,17.1042023,-0.7570259,2.4323292
137,-13,-4.921171851150472,18.463121047536482,-13.2906752,-0.0049587,9.0909090,0.8180136,-0.9239982,4.0000000,-1.1070600,1.0474204,17.3155746,-0.7409365,2.2265666
138,-13,-4.913715211150472,18.463121047536482,-13.2899466,0.0042975,47.9338837,0.7619543,-0.8874134,4.0000000,-1.0463183,1.0485890,17.5203705,-0.7285085,2.0401399
139,-13,-4.906258571150472,18.463121047536482,-13.2891541,0.0034711,44.6280975,0.7056875,-0.8505577,4.0000000,-0.9834802,1.0497206,17.7144375,-0.7176352,1.8622907
140,-13,-4.898801931150472,18.463121047536482,-13.2883005,0.0025620,40.4958687,0.6525465,-0.8153959,4.0000000,-0.9209920,1.0508059,17.8983021,-0.7097998,1.7015146
141,-13,-4.891345291150472,18.463121047536482,-13.2873888,0.0016529,37.1900826,0.6021190,-0.7817274,4.0000000,-0.8581222,1.0518271,18.0710545,-0.7053325,1.5556540
142,-13,-4.883888651150472,18.463121047536482,-13.2864208,0.0007438,33.0578499,0.5524685,-0.7484404,4.0000000,-0.7939509,1.0527856,18.2309341,-0.7029300,1.4201263
143,-13,-4.876432011150472,18.463121047536482,-13.2854004,-0.0002479,28.9256191,0.5043731,-0.7161711,4.0000000,-0.7293649,1.0536809,18.3779469,-0.7029773,1.2976034
144,-13,-4.868975371150472,18.463121047536482,-13.2843285,-0.0013223,24.7933884,0.4588490,-0.6859679,4.0000000,-0.6661290,1.0544995,18.5115852,-0.7058067,1.1922979
145,-13,-4.861518731150472,18.463121047536482,-13.2832088,-0.0023140,20.6611576,0.4173660,-0.6593419,4.0000000,-0.6060583,1.0552400,18.6298771,-0.7126256,1.1088918
146,-13,-4.854062091150472,18.463121047536482,-13.2820435,-0.0034711,16.5289249,0.3758372,-0.6334373,4.0000000,-0.5454076,1.0558910,18.7352867,-0.7214671,1.0366863
147,-13,-4.794408971150472,18.463121047536482,-13.2713089,-0.0041322,14.8760328,0.0356979,-0.4641072,4.0000000,-0.0648948,1.0576353,19.0111847,-0.8633198,0.8905749
