OID_,ClipsFinal_DEM_Large_S3_RegR,X,Y,DEM_Large_S15_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1,-13,-4.518513291150471,20.125951767536478,-13.2510624,-0.0033058,0.0000000,-0.1940864,-0.2576648,4.0000000,0.1060804,1.0023229,3.8929224,-0.6214099,0.6580621
2,-13,-4.511056651150471,20.125951767536478,-13.2515354,-0.0023967,0.0000000,-0.2433509,-0.2637629,4.0000000,0.2037122,1.0022403,3.8208492,-0.7312379,0.7696157
3,-13,-4.503600011150471,20.125951767536478,-13.2519865,-0.0014876,0.0000000,-0.3007698,-0.2676397,4.0000000,0.2988085,1.0021677,3.7558477,-0.8340879,0.8931113
4,-13,-4.496143371150471,20.125951767536478,-13.2524128,-0.0005785,0.0000000,-0.3658718,-0.2673281,4.0000000,0.3838715,1.0021180,3.7121873,-0.9185277,1.0232452
5,-13,-4.488686731150471,20.125951767536478,-13.2528133,-0.0001653,0.0000000,-0.4363354,-0.2637894,4.0000000,0.4469824,1.0021026,3.6942961,-0.9745613,1.1574912
6,-13,-4.481230091150471,20.125951767536478,-13.2531862,0.0000000,0.0000000,-0.5145192,-0.2584817,5.0000000,0.4789255,1.0021284,3.7146068,-0.9958890,1.3040173
7,-13,-4.473773451150471,20.125951767536478,-13.2535305,0.0000000,0.0000000,-0.5952647,-0.2496788,5.0000000,0.4711959,1.0021998,3.7762632,-0.9705535,1.4493147
8,-13,-4.466316811150471,20.125951767536478,-13.2538433,0.0000000,0.0000000,-0.6797094,-0.2373796,4.0000000,0.4256808,1.0023327,3.8869791,-0.9004400,1.5965655
9,-13,-4.525969931150471,20.118495127536480,-13.2504358,-0.0044628,0.0000000,-0.1130873,-0.2735947,4.0000000,0.0060326,1.0022188,3.8068326,-0.5532221,0.5288944
10,-13,-4.518513291150471,20.118495127536480,-13.2509022,-0.0035537,0.0000000,-0.1497620,-0.2848078,4.0000000,0.0928847,1.0021216,3.7206829,-0.6625003,0.6274474
