OID_,ClipsFinal_DEM_Large_S3_RegH,X,Y,DEM_Large_S15_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
14,-12,-7.605562251150470,21.199707927536480,-12.7082434,0.0033058,41.3223152,0.0094612,0.1540029,4.0000000,0.0964594,1.0311956,14.1333704,0.2115464,0.0835306
15,-12,-7.657758731150470,21.192251287536482,-12.7080622,0.0032231,40.4958687,-0.0142724,0.1172756,4.0000000,0.1910441,1.0296575,13.7887163,0.0435070,0.0962775
16,-12,-7.650302091150470,21.192251287536482,-12.7083321,0.0034711,41.3223152,-0.0103314,0.1187348,4.0000000,0.1786135,1.0299991,13.8666277,0.0588560,0.0886963
17,-12,-7.642845451150470,21.192251287536482,-12.7086105,0.0037190,42.9752083,-0.0066468,0.1206644,4.0000000,0.1667844,1.0303226,13.9400272,0.0745443,0.0821874
18,-12,-7.635388811150470,21.192251287536482,-12.7088966,0.0039669,44.6280975,-0.0035038,0.1226108,4.0000000,0.1548572,1.0306251,14.0075922,0.0903644,0.0769025
19,-12,-7.627932171150470,21.192251287536482,-12.7091894,0.0042975,46.2809906,-0.0011157,0.1227753,4.0000000,0.1394995,1.0309119,14.0705976,0.1060511,0.0712588
20,-12,-7.620475531150470,21.192251287536482,-12.7094889,0.0046281,47.9338837,0.0003674,0.1222555,4.0000000,0.1237046,1.0311723,14.1283178,0.1208064,0.0668834
21,-12,-7.613018891150470,21.192251287536482,-12.7097931,0.0049587,49.5867767,0.0013854,0.1213023,4.0000000,0.1070594,1.0314058,14.1804600,0.1355452,0.0630569
22,-12,-7.605562251150470,21.192251287536482,-12.7101021,-0.0047934,3.3057852,0.0017020,0.1196693,4.0000000,0.0898305,1.0316178,14.2270727,0.1495081,0.0600869
23,-12,-7.598105611150470,21.192251287536482,-12.7104149,-0.0044628,4.1322312,0.0008842,0.1171663,4.0000000,0.0705447,1.0318040,14.2679090,0.1637879,0.0587569
24,-12,-7.307296651150470,21.192251287536482,-12.7144232,-0.0004959,24.7933884,-0.0302605,0.0955411,4.0000000,-0.0901744,1.0350763,14.9630318,0.2812566,0.1060029
25,-12,-7.299840011150470,21.192251287536482,-12.7142363,-0.0006612,23.9669418,-0.0217788,0.1056583,4.0000000,-0.0621490,1.0352972,15.0084743,0.2734655,0.0959068
26,-12,-7.292383371150470,21.192251287536482,-12.7140474,-0.0008264,23.1404953,-0.0124385,0.1177318,4.0000000,-0.0297842,1.0355014,15.0505934,0.2652478,0.0869740
27,-12,-7.284926731150470,21.192251287536482,-12.7138567,-0.0009917,22.3140488,-0.0046978,0.1268797,4.0000000,-0.0020090,1.0356886,15.0894003,0.2557684,0.0798069
28,-12,-7.277470091150470,21.192251287536482,-12.7136669,-0.0011570,21.4876041,0.0031681,0.1368735,4.0000000,0.0282158,1.0358566,15.1233206,0.2455311,0.0743303
29,-12,-7.270013451150470,21.192251287536482,-12.7134800,-0.0013223,20.6611576,0.0101832,0.1464661,4.0000000,0.0561888,1.0359998,15.1539135,0.2367434,0.0712496
30,-12,-7.657758731150470,21.184794647536481,-12.7098742,0.0050413,49.5867767,-0.0266571,0.0866842,4.0000000,0.1859782,1.0298150,13.8259392,-0.0126098,0.0961219
31,-12,-7.650302091150470,21.184794647536481,-12.7101545,-0.0047107,2.4793389,-0.0220013,0.0869895,4.0000000,0.1726660,1.0301834,13.9083834,0.0013130,0.0857185
32,-12,-7.642845451150470,21.184794647536481,-12.7104425,-0.0044628,3.3057852,-0.0179091,0.0888999,4.0000000,0.1617613,1.0305356,13.9855289,0.0160386,0.0778698
33,-12,-7.635388811150470,21.184794647536481,-12.7107372,-0.0042149,4.1322312,-0.0142120,0.0894487,4.0000000,0.1490831,1.0308636,14.0602245,0.0298142,0.0697617
34,-12,-7.627932171150470,21.184794647536481,-12.7110386,-0.0038843,5.7851238,-0.0111826,0.0891592,4.0000000,0.1333171,1.0311728,14.1289864,0.0450013,0.0623810
35,-12,-7.620475531150470,21.184794647536481,-12.7113457,-0.0035537,7.4380164,-0.0085680,0.0882156,4.0000000,0.1162109,1.0314572,14.1920671,0.0602203,0.0553657
36,-12,-7.613018891150470,21.184794647536481,-12.7116566,-0.0032231,9.0909090,-0.0063016,0.0879838,4.0000000,0.0996469,1.0317160,14.2479706,0.0763207,0.0496931
37,-12,-7.605562251150470,21.184794647536481,-12.7119722,-0.0029752,10.7438021,-0.0052628,0.0863688,4.0000000,0.0822046,1.0319486,14.2989302,0.0905330,0.0457094
38,-12,-7.598105611150470,21.184794647536481,-12.7122898,-0.0026446,12.3966942,-0.0048443,0.0841250,4.0000000,0.0626259,1.0321521,14.3436604,0.1056242,0.0426421
39,-12,-7.590648971150470,21.184794647536481,-12.7126102,-0.0023140,14.0495872,-0.0055125,0.0800314,4.0000000,0.0419513,1.0323319,14.3822212,0.1181116,0.0407765
40,-12,-7.314753291150470,21.184794647536481,-12.7165899,0.0014876,34.7107430,-0.0319241,0.0567598,4.0000000,-0.1173686,1.0353070,15.0108957,0.2308882,0.0851962
41,-12,-7.307296651150470,21.184794647536481,-12.7164145,0.0013223,33.8842964,-0.0252368,0.0658006,4.0000000,-0.0921434,1.0355309,15.0561953,0.2237445,0.0747803
42,-12,-7.299840011150470,21.184794647536481,-12.7162333,0.0011570,33.0578499,-0.0185074,0.0752426,4.0000000,-0.0653729,1.0357378,15.0986195,0.2158581,0.0653816
43,-12,-7.292383371150470,21.184794647536481,-12.7160501,0.0009917,32.2314034,-0.0111060,0.0866132,4.0000000,-0.0335461,1.0359234,15.1383610,0.2067725,0.0568796
44,-12,-7.284926731150470,21.184794647536481,-12.7158642,0.0008264,31.4049587,-0.0050974,0.0955500,4.0000000,-0.0066973,1.0360997,15.1735859,0.1977973,0.0507528
45,-12,-7.277470091150470,21.184794647536481,-12.7156801,0.0006612,30.5785122,0.0007057,0.1051302,4.0000000,0.0216268,1.0362580,15.2062969,0.1886336,0.0465724
46,-12,-7.270013451150470,21.184794647536481,-12.7154970,0.0004959,29.7520657,0.0057616,0.1131306,4.0000000,0.0477101,1.0363917,15.2331333,0.1785511,0.0434281
47,-12,-7.262556811150470,21.184794647536481,-12.7153177,0.0003306,28.9256191,0.0112867,0.1239498,4.0000000,0.0805041,1.0364987,15.2550383,0.1673954,0.0431970
48,-12,-7.255100171150470,21.184794647536481,-12.7151442,0.0001653,28.0991745,0.0158385,0.1338957,4.0000000,0.1112822,1.0365754,15.2713022,0.1565092,0.0453306
49,-12,-7.247643531150470,21.184794647536481,-12.7149782,0.0000000,27.2727280,0.0192431,0.1423186,4.0000000,0.1385901,1.0366275,15.2814646,0.1460470,0.0490638
50,-12,-7.657758731150470,21.177338007536481,-12.7116890,-0.0033058,8.2644625,-0.0368821,0.0587601,4.0000000,0.1803010,1.0299069,13.8446064,-0.0627808,0.1005041
51,-12,-7.650302091150470,21.177338007536481,-12.7119799,-0.0030579,9.9173555,-0.0319153,0.0583615,4.0000000,0.1669537,1.0302927,13.9314003,-0.0502306,0.0890479
52,-12,-7.642845451150470,21.177338007536481,-12.7122784,-0.0027273,11.5702477,-0.0276344,0.0590821,4.0000000,0.1562968,1.0306549,14.0144320,-0.0381326,0.0797475
53,-12,-7.635388811150470,21.177338007536481,-12.7125826,-0.0023967,13.2231407,-0.0232854,0.0591614,4.0000000,0.1438002,1.0310050,14.0908537,-0.0254774,0.0698731
54,-12,-7.627932171150470,21.177338007536481,-12.7128925,-0.0020661,14.8760328,-0.0198596,0.0563261,4.0000000,0.1261979,1.0313345,14.1641254,-0.0135457,0.0604338
55,-12,-7.620475531150470,21.177338007536481,-12.7132082,-0.0017355,16.5289249,-0.0164479,0.0546866,4.0000000,0.1089355,1.0316362,14.2304993,0.0004377,0.0516786
56,-12,-7.613018891150470,21.177338007536481,-12.7135267,-0.0014050,18.1818180,-0.0134440,0.0535167,4.0000000,0.0923073,1.0319154,14.2918587,0.0147260,0.0440943
57,-12,-7.605562251150470,21.177338007536481,-12.7138491,-0.0011570,19.8347111,-0.0111616,0.0519127,4.0000000,0.0748608,1.0321684,14.3471508,0.0289646,0.0379336
58,-12,-7.598105611150470,21.177338007536481,-12.7141733,-0.0008264,21.4876041,-0.0095822,0.0489923,4.0000000,0.0545469,1.0323967,14.3965645,0.0434377,0.0327713
59,-12,-7.590648971150470,21.177338007536481,-12.7144985,-0.0004959,23.1404953,-0.0087673,0.0469967,4.0000000,0.0353820,1.0325967,14.4388990,0.0586114,0.0298332
60,-12,-7.583192331150470,21.177338007536481,-12.7148247,-0.0001653,24.7933884,-0.0090551,0.0427325,4.0000000,0.0134023,1.0327671,14.4767694,0.0720626,0.0285599
61,-12,-7.322209931150470,21.177338007536481,-12.7187519,0.0034711,44.6280975,-0.0304444,0.0207222,4.0000000,-0.1413382,1.0354648,15.0433283,0.1827826,0.0710489
62,-12,-7.314753291150470,21.177338007536481,-12.7185879,0.0033058,43.8016510,-0.0252301,0.0284247,4.0000000,-0.1181579,1.0356786,15.0867462,0.1750072,0.0605591
63,-12,-7.307296651150470,21.177338007536481,-12.7184181,0.0031405,42.9752083,-0.0202062,0.0365760,4.0000000,-0.0946991,1.0358826,15.1289520,0.1678512,0.0512434
64,-12,-7.299840011150470,21.177338007536481,-12.7182426,0.0029752,42.1487617,-0.0149754,0.0455547,4.0000000,-0.0683951,1.0360709,15.1676788,0.1595046,0.0424696
65,-12,-7.292383371150470,21.177338007536481,-12.7180634,0.0028099,41.3223152,-0.0094413,0.0555468,4.0000000,-0.0378920,1.0362413,15.2024002,0.1489857,0.0343682
66,-12,-7.284926731150470,21.177338007536481,-12.7178831,0.0026446,40.4958687,-0.0051387,0.0638072,4.0000000,-0.0120633,1.0363978,15.2347116,0.1396776,0.0291073
67,-12,-7.277470091150470,21.177338007536481,-12.7177029,0.0024793,39.6694221,-0.0010774,0.0727246,4.0000000,0.0149080,1.0365379,15.2624979,0.1305412,0.0255664
68,-12,-7.270013451150470,21.177338007536481,-12.7175236,0.0023140,38.8429756,0.0025049,0.0802641,4.0000000,0.0405767,1.0366570,15.2872190,0.1199516,0.0229641
69,-12,-7.262556811150470,21.177338007536481,-12.7173481,0.0021488,38.0165291,0.0061443,0.0911144,4.0000000,0.0724106,1.0367500,15.3053217,0.1098183,0.0236524
70,-12,-7.255100171150470,21.177338007536481,-12.7171764,0.0019835,37.1900826,0.0089767,0.1008869,4.0000000,0.1014140,1.0368127,15.3179979,0.1003598,0.0263819
71,-12,-7.247643531150470,21.177338007536481,-12.7170124,0.0018182,36.3636360,0.0109248,0.1093429,4.0000000,0.1277346,1.0368460,15.3259754,0.0909512,0.0307705
72,-12,-7.240186891150470,21.177338007536481,-12.7168560,0.0018182,36.3636360,0.0123288,0.1182470,4.0000000,0.1548363,1.0368603,15.3283978,0.0816577,0.0376906
73,-12,-7.232730251150470,21.177338007536481,-12.7167091,0.0018182,36.3636360,0.0131288,0.1269547,4.0000000,0.1811025,1.0368501,15.3248110,0.0728069,0.0465857
74,-12,-7.665215371150470,21.169881367536480,-12.7132082,-0.0017355,15.7024794,-0.0517997,0.0296909,4.0000000,0.1848008,1.0294909,13.7512989,-0.1254190,0.1216403
75,-12,-7.657758731150470,21.169881367536480,-12.7135038,-0.0014876,17.3553715,-0.0461669,0.0310689,4.0000000,0.1754876,1.0299139,13.8466187,-0.1133498,0.1095161
76,-12,-7.650302091150470,21.169881367536480,-12.7138062,-0.0012397,19.0082645,-0.0407312,0.0304328,4.0000000,0.1624408,1.0303155,13.9367533,-0.1015752,0.0971362
77,-12,-7.642845451150470,21.169881367536480,-12.7141142,-0.0009091,20.6611576,-0.0358540,0.0300131,4.0000000,0.1505523,1.0306946,14.0221920,-0.0905260,0.0860508
78,-12,-7.635388811150470,21.169881367536480,-12.7144289,-0.0005785,22.3140488,-0.0310186,0.0294175,4.0000000,0.1371054,1.0310596,14.1037855,-0.0782703,0.0749595
79,-12,-7.627932171150470,21.169881367536480,-12.7147493,-0.0002479,23.9669418,-0.0267515,0.0270578,4.0000000,0.1198666,1.0314047,14.1786728,-0.0657510,0.0646096
80,-12,-7.620475531150470,21.169881367536480,-12.7150726,0.0000826,25.6198349,-0.0225346,0.0242755,4.0000000,0.1015047,1.0317233,14.2495117,-0.0529537,0.0543017
81,-12,-7.613018891150470,21.169881367536480,-12.7154007,0.0004132,27.2727280,-0.0190310,0.0219405,4.0000000,0.0845168,1.0320190,14.3141937,-0.0406359,0.0457770
82,-12,-7.605562251150470,21.169881367536480,-12.7157297,0.0006612,28.9256191,-0.0158813,0.0201148,4.0000000,0.0669044,1.0322919,14.3735199,-0.0266748,0.0381935
83,-12,-7.598105611150470,21.169881367536480,-12.7160616,0.0009917,30.5785122,-0.0132129,0.0171829,4.0000000,0.0472729,1.0325367,14.4258070,-0.0129072,0.0315376
84,-12,-7.590648971150470,21.169881367536480,-12.7163935,0.0013223,32.2314034,-0.0114566,0.0140286,4.0000000,0.0275641,1.0327520,14.4736385,0.0004930,0.0270216
85,-12,-7.583192331150470,21.169881367536480,-12.7167244,0.0016529,33.8842964,-0.0102982,0.0099840,4.0000000,0.0064423,1.0329435,14.5145226,0.0135257,0.0238938
86,-12,-7.575735691150470,21.169881367536480,-12.7170544,0.0019835,35.5371895,-0.0100111,0.0062056,4.0000000,-0.0152464,1.0331129,14.5497379,0.0276576,0.0229488
87,-12,-7.337123211150471,21.169881367536480,-12.7210455,-0.0036364,9.0909090,-0.0297045,-0.0247820,4.0000000,-0.1861679,1.0353185,15.0122080,0.1366039,0.0725098
88,-12,-7.329666571150470,21.169881367536480,-12.7209044,-0.0036364,9.0909090,-0.0262572,-0.0180921,4.0000000,-0.1670483,1.0355260,15.0550518,0.1308642,0.0628866
89,-12,-7.322209931150470,21.169881367536480,-12.7207537,-0.0038017,9.0909090,-0.0219212,-0.0090318,4.0000000,-0.1418635,1.0357313,15.0977440,0.1238000,0.0513210
90,-12,-7.314753291150470,21.169881367536480,-12.7205954,-0.0040496,8.2644625,-0.0181726,-0.0015390,4.0000000,-0.1195351,1.0359293,15.1378422,0.1164572,0.0420098
91,-12,-7.307296651150470,21.169881367536480,-12.7204304,-0.0042975,7.4380164,-0.0144829,0.0059417,4.0000000,-0.0972302,1.0361136,15.1762629,0.1091137,0.0334091
92,-12,-7.299840011150470,21.169881367536480,-12.7202597,-0.0045455,6.6115704,-0.0108610,0.0133286,4.0000000,-0.0727256,1.0362862,15.2120657,0.0993828,0.0255394
93,-12,-7.292383371150470,21.169881367536480,-12.7200851,-0.0047934,5.7851238,-0.0071283,0.0240259,4.0000000,-0.0422049,1.0364492,15.2445850,0.0902567,0.0186203
94,-12,-7.284926731150470,21.169881367536480,-12.7199087,0.0049587,49.5867767,-0.0042921,0.0327425,4.0000000,-0.0159767,1.0365907,15.2726488,0.0814618,0.0143540
95,-12,-7.277470091150470,21.169881367536480,-12.7197323,0.0047107,48.7603302,-0.0019514,0.0398666,4.0000000,0.0083409,1.0367113,15.2985134,0.0713924,0.0114492
96,-12,-7.270013451150470,21.169881367536480,-12.7195568,0.0044628,47.9338837,-0.0000209,0.0474517,4.0000000,0.0328050,1.0368155,15.3186817,0.0620984,0.0102394
97,-12,-7.262556811150470,21.169881367536480,-12.7193832,0.0042149,47.1074371,0.0018736,0.0588107,4.0000000,0.0636107,1.0368943,15.3354387,0.0540107,0.0117778
98,-12,-7.255100171150470,21.169881367536480,-12.7192144,0.0039669,46.2809906,0.0032190,0.0686137,4.0000000,0.0917551,1.0369464,15.3460169,0.0454723,0.0148961
99,-12,-7.247643531150470,21.169881367536480,-12.7190514,0.0037190,45.4545441,0.0037607,0.0768738,4.0000000,0.1169960,1.0369736,15.3508453,0.0367517,0.0197213
100,-12,-7.240186891150470,21.169881367536480,-12.7188959,0.0036364,45.4545441,0.0038929,0.0860223,4.0000000,0.1438429,1.0369726,15.3509798,0.0282018,0.0269643
101,-12,-7.232730251150470,21.169881367536480,-12.7187500,0.0036364,45.4545441,0.0031432,0.0942603,4.0000000,0.1699771,1.0369434,15.3453903,0.0185435,0.0363135
102,-12,-7.225273611150470,21.169881367536480,-12.7186136,0.0036364,45.4545441,0.0018846,0.1018889,4.0000000,0.1937589,1.0368879,15.3338165,0.0100190,0.0469024
103,-12,-7.217816971150470,21.169881367536480,-12.7184896,0.0036364,45.4545441,-0.0000769,0.1106298,4.0000000,0.2197346,1.0368062,15.3168278,0.0015250,0.0609390
104,-12,-7.657758731150470,21.162424727536482,-12.7153149,0.0003306,26.4462814,-0.0540844,0.0036484,4.0000000,0.1701022,1.0298387,13.8304367,-0.1628053,0.1220068
105,-12,-7.650302091150470,21.162424727536482,-12.7156296,0.0005785,28.0991745,-0.0484460,0.0027722,4.0000000,0.1574404,1.0302534,13.9238100,-0.1518961,0.1094144
106,-12,-7.642845451150470,21.162424727536482,-12.7159491,0.0009091,29.7520657,-0.0429496,0.0019066,4.0000000,0.1448984,1.0306563,14.0127640,-0.1410852,0.0971076
107,-12,-7.635388811150470,21.162424727536482,-12.7162743,0.0012397,31.4049587,-0.0376649,0.0013213,4.0000000,0.1314324,1.0310374,14.0973444,-0.1287897,0.0852583
108,-12,-7.627932171150470,21.162424727536482,-12.7166042,0.0015702,33.0578499,-0.0326529,-0.0014871,4.0000000,0.1136230,1.0313911,14.1768103,-0.1165972,0.0739257
109,-12,-7.620475531150470,21.162424727536482,-12.7169380,0.0019008,34.7107430,-0.0276260,-0.0047181,4.0000000,0.0947503,1.0317259,14.2500277,-0.1041865,0.0626212
110,-12,-7.613018891150470,21.162424727536482,-12.7172737,0.0022314,36.3636360,-0.0233521,-0.0077232,4.0000000,0.0767598,1.0320379,14.3174839,-0.0922061,0.0531031
111,-12,-7.605562251150470,21.162424727536482,-12.7176123,0.0024793,38.0165291,-0.0193031,-0.0102283,4.0000000,0.0584530,1.0323222,14.3794994,-0.0789096,0.0441422
112,-12,-7.598105611150470,21.162424727536482,-12.7179508,0.0028099,39.6694221,-0.0158264,-0.0129542,4.0000000,0.0400519,1.0325786,14.4351101,-0.0659604,0.0365631
113,-12,-7.590648971150470,21.162424727536482,-12.7182894,0.0031405,41.3223152,-0.0130548,-0.0170269,4.0000000,0.0197006,1.0328100,14.4850044,-0.0537544,0.0308543
114,-12,-7.583192331150470,21.162424727536482,-12.7186270,0.0034711,42.9752083,-0.0107759,-0.0213223,4.0000000,-0.0007457,1.0330176,14.5288467,-0.0418988,0.0264892
115,-12,-7.575735691150470,21.162424727536482,-12.7189627,0.0038843,44.6280975,-0.0091263,-0.0264855,4.0000000,-0.0232990,1.0331954,14.5680819,-0.0296719,0.0239776
116,-12,-7.568279051150470,21.162424727536482,-12.7192945,0.0042975,46.2809906,-0.0083265,-0.0298127,4.0000000,-0.0438038,1.0333496,14.6014471,-0.0158217,0.0231744
117,-12,-7.337123211150471,21.162424727536482,-12.7230434,-0.0018182,18.1818180,-0.0190313,-0.0515324,4.0000000,-0.1846607,1.0355053,15.0512896,0.0815959,0.0582995
118,-12,-7.329666571150470,21.162424727536482,-12.7229080,-0.0018182,18.1818180,-0.0163627,-0.0455460,4.0000000,-0.1658053,1.0356997,15.0909185,0.0747133,0.0490707
119,-12,-7.322209931150470,21.162424727536482,-12.7227621,-0.0019008,18.1818180,-0.0133541,-0.0380822,4.0000000,-0.1423519,1.0358926,15.1301394,0.0661874,0.0387987
120,-12,-7.314753291150470,21.162424727536482,-12.7226086,-0.0020661,17.3553715,-0.0108318,-0.0321671,4.0000000,-0.1221661,1.0360705,15.1680460,0.0578319,0.0307345
121,-12,-7.307296651150470,21.162424727536482,-12.7224483,-0.0022314,16.5289249,-0.0084255,-0.0253925,4.0000000,-0.0999856,1.0362386,15.2019596,0.0492007,0.0230648
122,-12,-7.299840011150470,21.162424727536482,-12.7222815,-0.0023967,15.7024794,-0.0064786,-0.0168345,4.0000000,-0.0751912,1.0363989,15.2337971,0.0415221,0.0166047
123,-12,-7.292383371150470,21.162424727536482,-12.7221117,-0.0025620,14.8760328,-0.0046325,-0.0067476,4.0000000,-0.0473328,1.0365421,15.2633314,0.0338377,0.0110075
124,-12,-7.284926731150470,21.162424727536482,-12.7219391,-0.0027273,14.0495872,-0.0031679,0.0010706,4.0000000,-0.0223262,1.0366645,15.2891226,0.0244674,0.0073184
125,-12,-7.277470091150470,21.162424727536482,-12.7217655,-0.0028926,13.2231407,-0.0020931,0.0091401,4.0000000,0.0020518,1.0367692,15.3097363,0.0162283,0.0052024
126,-12,-7.270013451150470,21.162424727536482,-12.7215929,-0.0030579,12.3966942,-0.0015086,0.0174247,4.0000000,0.0268307,1.0368581,15.3270578,0.0080186,0.0049487
127,-12,-7.262556811150470,21.162424727536482,-12.7214222,-0.0032231,11.5702477,-0.0013866,0.0260867,4.0000000,0.0540065,1.0369262,15.3419886,-0.0018332,0.0066073
128,-12,-7.255100171150470,21.162424727536482,-12.7212543,-0.0033884,10.7438021,-0.0016865,0.0349874,4.0000000,0.0810647,1.0369714,15.3508759,-0.0110899,0.0101256
129,-12,-7.247643531150470,21.162424727536482,-12.7210932,-0.0035537,9.9173555,-0.0024465,0.0448198,4.0000000,0.1085276,1.0369885,15.3532782,-0.0188880,0.0159489
130,-12,-7.240186891150470,21.162424727536482,-12.7209377,-0.0036364,9.0909090,-0.0037567,0.0533140,4.0000000,0.1339832,1.0369726,15.3508453,-0.0273553,0.0233401
131,-12,-7.232730251150470,21.162424727536482,-12.7207909,-0.0036364,9.0909090,-0.0056343,0.0613843,4.0000000,0.1583481,1.0369282,15.3424282,-0.0355794,0.0325356
132,-12,-7.225273611150470,21.162424727536482,-12.7206545,-0.0036364,9.0909090,-0.0079829,0.0692660,4.0000000,0.1817184,1.0368574,15.3282766,-0.0431864,0.0433552
133,-12,-7.217816971150470,21.162424727536482,-12.7205286,-0.0036364,9.0909090,-0.0111213,0.0787030,4.0000000,0.2080693,1.0367640,15.3086233,-0.0506632,0.0578709
134,-12,-7.210360331150470,21.162424727536482,-12.7204151,-0.0036364,9.0909090,-0.0146145,0.0859684,4.0000000,0.2296783,1.0366454,15.2842922,-0.0577414,0.0721824
135,-12,-7.202903691150470,21.162424727536482,-12.7203159,-0.0037190,8.2644625,-0.0186716,0.0921600,4.0000000,0.2488698,1.0364945,15.2537727,-0.0645499,0.0873023
136,-12,-7.657758731150470,21.154968087536481,-12.7171211,0.0021488,35.5371895,-0.0607882,-0.0223303,4.0000000,0.1644944,1.0296941,13.7963219,-0.2091550,0.1379596
137,-12,-7.650302091150470,21.154968087536481,-12.7174473,0.0023967,37.1900826,-0.0549433,-0.0236824,4.0000000,0.1521296,1.0301210,13.8929243,-0.1994944,0.1252803
138,-12,-7.642845451150470,21.154968087536481,-12.7177792,0.0027273,38.8429756,-0.0489255,-0.0233842,4.0000000,0.1406678,1.0305331,13.9858112,-0.1874361,0.1119045
139,-12,-7.635388811150470,21.154968087536481,-12.7181158,0.0030579,40.4958687,-0.0433844,-0.0258236,4.0000000,0.1259493,1.0309285,14.0733643,-0.1775964,0.1000501
140,-12,-7.627932171150470,21.154968087536481,-12.7184563,0.0033884,42.1487617,-0.0370174,-0.0302223,4.0000000,0.1060997,1.0312977,14.1563959,-0.1665443,0.0868212
141,-12,-7.620475531150470,21.154968087536481,-12.7187996,0.0037190,43.8016510,-0.0315107,-0.0336981,4.0000000,0.0877306,1.0316492,14.2328043,-0.1551267,0.0754502
142,-12,-7.613018891150470,21.154968087536481,-12.7191458,0.0041322,45.4545441,-0.0263723,-0.0366881,4.0000000,0.0695434,1.0319753,14.3040428,-0.1429197,0.0648746
143,-12,-7.605562251150470,21.154968087536481,-12.7194920,0.0044628,47.1074371,-0.0216421,-0.0394326,4.0000000,0.0515605,1.0322707,14.3684511,-0.1304257,0.0552228
144,-12,-7.598105611150470,21.154968087536481,-12.7198391,0.0047934,48.7603302,-0.0176529,-0.0426086,4.0000000,0.0326649,1.0325427,14.4280319,-0.1178821,0.0474890
145,-12,-7.590648971150470,21.154968087536481,-12.7201853,-0.0048760,3.3057852,-0.0136265,-0.0466421,4.0000000,0.0113812,1.0327897,14.4804688,-0.1046655,0.0401413
146,-12,-7.583192331150470,21.154968087536481,-12.7205296,-0.0045455,4.1322312,-0.0103888,-0.0504475,4.0000000,-0.0092887,1.0330085,14.5280609,-0.0916062,0.0346601
147,-12,-7.575735691150470,21.154968087536481,-12.7208710,-0.0041322,5.7851238,-0.0078146,-0.0547105,4.0000000,-0.0302045,1.0331973,14.5676050,-0.0792165,0.0310740
148,-12,-7.568279051150470,21.154968087536481,-12.7212086,-0.0037190,7.4380164,-0.0057031,-0.0606015,4.0000000,-0.0518223,1.0333608,14.6034927,-0.0693808,0.0296186
149,-12,-7.560822411150470,21.154968087536481,-12.7215414,-0.0033884,9.0909090,-0.0041763,-0.0655691,4.0000000,-0.0725325,1.0335073,14.6338768,-0.0586058,0.0293116
150,-12,-7.344579851150471,21.154968087536481,-12.7251663,0.0000000,27.2727280,-0.0098910,-0.0861416,4.0000000,-0.2033664,1.0354178,15.0315485,0.0310832,0.0602080
