OID_,ClipsFinal_DEM_Large_S3_RegP,X,Y,DEM_Large_S15_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1,-13,-4.309727371150472,19.357917847536477,-13.1720247,-0.0033058,21.4876041,-0.9249364,-0.1967525,4.0000000,0.1558557,1.0751400,21.5526962,-0.5493608,2.6296337
2,-13,-4.302270731150472,19.357917847536477,-13.1693983,0.0041322,47.9338837,-0.8962098,-0.1942005,4.0000000,0.2303983,1.0785846,22.0123787,-0.6187991,2.5693362
3,-13,-4.294814091150472,19.357917847536477,-13.1666994,0.0014050,38.8429756,-0.8716548,-0.1879092,4.0000000,0.3071049,1.0819679,22.4517536,-0.6829232,2.5119350
4,-13,-4.287357451150472,19.357917847536477,-13.1639299,-0.0013223,29.7520657,-0.8533002,-0.1793165,4.0000000,0.3838728,1.0852646,22.8702335,-0.7425058,2.4671879
5,-13,-4.279900811150472,19.357917847536477,-13.1610909,-0.0040496,20.6611576,-0.8382995,-0.1669429,4.0000000,0.4593529,1.0884651,23.2663212,-0.7932388,2.4272687
6,-13,-4.272444171150472,19.357917847536477,-13.1581821,0.0029752,43.8016510,-0.8272254,-0.1503806,4.0000000,0.5342268,1.0915202,23.6370258,-0.8349880,2.3958745
7,-13,-4.264987531150472,19.357917847536477,-13.1552086,0.0000826,34.7107430,-0.8199720,-0.1317384,4.0000000,0.6052029,1.0944115,23.9803238,-0.8686797,2.3778594
8,-13,-4.257530891150472,19.357917847536477,-13.1521711,-0.0028099,25.6198349,-0.8161896,-0.1083256,4.0000000,0.6750470,1.0971222,24.2980042,-0.8916981,2.3731790
9,-13,-4.324640651150472,19.350461207536480,-13.1784487,0.0032231,44.6280975,-0.9509901,-0.2651632,4.0000000,-0.1066020,1.0683225,20.6062927,-0.4237244,2.8172982
10,-13,-4.317184011150472,19.350461207536480,-13.1759882,0.0007438,35.5371895,-0.9155529,-0.2690661,4.0000000,-0.0331235,1.0719830,21.1212902,-0.5050087,2.7573104
11,-13,-4.309727371150472,19.350461207536480,-13.1734505,-0.0019008,26.4462814,-0.8856035,-0.2698025,4.0000000,0.0448087,1.0756524,21.6220512,-0.5844136,2.6996689
12,-13,-4.302270731150472,19.350461207536480,-13.1708364,-0.0044628,18.1818180,-0.8586957,-0.2676027,4.0000000,0.1232660,1.0793104,22.1078606,-0.6584715,2.6397667
13,-13,-4.294814091150472,19.350461207536480,-13.1681452,0.0028099,43.8016510,-0.8360339,-0.2606128,4.0000000,0.2038415,1.0829136,22.5728931,-0.7250672,2.5769165
14,-13,-4.287357451150472,19.350461207536480,-13.1653786,0.0000826,34.7107430,-0.8196545,-0.2507539,4.0000000,0.2846230,1.0864422,23.0170383,-0.7861307,2.5236146
15,-13,-4.279900811150472,19.350461207536480,-13.1625366,-0.0026446,25.6198349,-0.8069146,-0.2372031,4.0000000,0.3638988,1.0898831,23.4393005,-0.8383049,2.4733715
16,-13,-4.272444171150472,19.350461207536480,-13.1596222,0.0043802,47.9338837,-0.7986528,-0.2206443,4.0000000,0.4420074,1.0931699,23.8348064,-0.8832960,2.4322746
17,-13,-4.264987531150472,19.350461207536480,-13.1566372,0.0014050,38.8429756,-0.7960855,-0.1998710,4.0000000,0.5184011,1.0963063,24.2032051,-0.9181431,2.4051273
18,-13,-4.257530891150472,19.350461207536480,-13.1535835,-0.0014876,29.7520657,-0.7962943,-0.1747853,4.0000000,0.5925131,1.0992662,24.5443897,-0.9420836,2.3878183
19,-13,-4.250074251150472,19.350461207536480,-13.1504660,-0.0046281,20.6611576,-0.7946916,-0.1444919,4.0000000,0.6629511,1.1019969,24.8539047,-0.9519349,2.3707440
20,-13,-4.339553931150472,19.343004567536479,-13.1845198,-0.0007438,28.0991745,-0.9813898,-0.3240893,4.0000000,-0.3683141,1.0607927,19.4937706,-0.2798644,3.0280387
21,-13,-4.332097291150472,19.343004567536479,-13.1822395,-0.0030579,19.8347111,-0.9354414,-0.3342521,4.0000000,-0.2997858,1.0645305,20.0559940,-0.3687184,2.9716370
22,-13,-4.324640651150472,19.343004567536479,-13.1798811,0.0046281,50.4132233,-0.8944975,-0.3400007,4.0000000,-0.2255744,1.0683311,20.6080494,-0.4544270,2.9091654
23,-13,-4.317184011150472,19.343004567536479,-13.1774416,0.0022314,41.3223152,-0.8600775,-0.3436062,4.0000000,-0.1478815,1.0721771,21.1483879,-0.5393310,2.8519588
24,-13,-4.309727371150472,19.343004567536479,-13.1749220,-0.0004132,32.2314034,-0.8301883,-0.3448375,4.0000000,-0.0680285,1.0760399,21.6738968,-0.6216466,2.7943599
25,-13,-4.302270731150472,19.343004567536479,-13.1723204,-0.0030579,23.1404953,-0.8043966,-0.3421704,4.0000000,0.0139519,1.0799110,22.1862545,-0.6982929,2.7309237
26,-13,-4.294814091150472,19.343004567536479,-13.1696377,0.0042149,48.7603302,-0.7838558,-0.3346456,4.0000000,0.0988789,1.0837294,22.6778870,-0.7681701,2.6623302
27,-13,-4.287357451150472,19.343004567536479,-13.1668749,0.0014876,39.6694221,-0.7702398,-0.3242363,4.0000000,0.1827247,1.0874888,23.1468334,-0.8311973,2.6024663
28,-13,-4.279900811150472,19.343004567536479,-13.1640320,-0.0012397,30.5785122,-0.7615387,-0.3098930,4.0000000,0.2662399,1.0911709,23.5954437,-0.8860258,2.5452106
29,-13,-4.272444171150472,19.343004567536479,-13.1611109,-0.0042149,21.4876041,-0.7574677,-0.2915103,4.0000000,0.3482579,1.0947058,24.0159397,-0.9312786,2.4926505
30,-13,-4.264987531150472,19.343004567536479,-13.1581154,0.0027273,42.9752083,-0.7581756,-0.2681975,4.0000000,0.4289979,1.0980899,24.4104519,-0.9653930,2.4474089
31,-13,-4.257530891150472,19.343004567536479,-13.1550474,-0.0002479,33.8842964,-0.7619038,-0.2421615,4.0000000,0.5064840,1.1013023,24.7757988,-0.9908071,2.4140792
32,-13,-4.250074251150472,19.343004567536479,-13.1519089,-0.0033058,24.7933884,-0.7643615,-0.2099619,4.0000000,0.5805548,1.1042829,25.1088886,-1.0004786,2.3781836
33,-13,-4.242617611150472,19.343004567536479,-13.1487064,0.0034711,46.2809906,-0.7706093,-0.1764798,4.0000000,0.6500920,1.1069996,25.4081230,-1.0030515,2.3673339
34,-13,-4.347010571150472,19.335547927536478,-13.1880999,0.0028926,42.9752083,-0.9622249,-0.3864362,4.0000000,-0.5567468,1.0565610,18.8346863,-0.2161255,3.1816256
35,-13,-4.339553931150472,19.335547927536478,-13.1859322,0.0006612,33.8842964,-0.9089914,-0.3992593,4.0000000,-0.4911314,1.0603535,19.4269657,-0.3073872,3.1292155
36,-13,-4.332097291150472,19.335547927536478,-13.1836824,-0.0017355,24.7933884,-0.8634231,-0.4098077,4.0000000,-0.4200934,1.0642377,20.0126801,-0.3995220,3.0832627
37,-13,-4.324640651150472,19.335547927536478,-13.1813507,-0.0040496,17.3553715,-0.8209718,-0.4159116,4.0000000,-0.3438806,1.0682034,20.5889378,-0.4879427,3.0224371
38,-13,-4.317184011150472,19.335547927536478,-13.1789341,0.0036364,46.2809906,-0.7850460,-0.4207646,4.0000000,-0.2646351,1.0722241,21.1546211,-0.5768941,2.9682107
39,-13,-4.309727371150472,19.335547927536478,-13.1764326,0.0010744,37.1900826,-0.7553288,-0.4222154,4.0000000,-0.1820723,1.0762705,21.7058773,-0.6623585,2.9108016
40,-13,-4.302270731150472,19.335547927536478,-13.1738453,-0.0015702,28.0991745,-0.7331994,-0.4190377,4.0000000,-0.0958297,1.0803518,22.2436943,-0.7422456,2.8494992
41,-13,-4.294814091150472,19.335547927536478,-13.1711712,-0.0042975,19.8347111,-0.7149012,-0.4115895,4.0000000,-0.0086860,1.0843977,22.7606812,-0.8144929,2.7773342
42,-13,-4.287357451150472,19.335547927536478,-13.1684122,0.0029752,44.6280975,-0.7044057,-0.3992046,4.0000000,0.0787825,1.0883824,23.2576122,-0.8771915,2.7052839
43,-13,-4.279900811150472,19.335547927536478,-13.1655693,0.0002479,35.5371895,-0.6997851,-0.3836961,4.0000000,0.1661226,1.0922951,23.7309685,-0.9335148,2.6379399
44,-13,-4.272444171150472,19.335547927536478,-13.1626444,-0.0026446,26.4462814,-0.7004997,-0.3633860,4.0000000,0.2520651,1.0960877,24.1779175,-0.9788372,2.5717173
45,-13,-4.264987531150472,19.335547927536478,-13.1596394,0.0042975,47.9338837,-0.7050786,-0.3395206,4.0000000,0.3357836,1.0997392,24.5992527,-1.0148247,2.5113618
46,-13,-4.257530891150472,19.335547927536478,-13.1565561,0.0012397,38.8429756,-0.7124767,-0.3111173,4.0000000,0.4168526,1.1031979,24.9886932,-1.0390872,2.4553380
47,-13,-4.250074251150472,19.335547927536478,-13.1534004,-0.0017355,29.7520657,-0.7198639,-0.2773546,4.0000000,0.4943966,1.1064386,25.3477802,-1.0491058,2.3995245
48,-13,-4.242617611150472,19.335547927536478,-13.1501741,-0.0049587,20.6611576,-0.7317321,-0.2412782,4.0000000,0.5688937,1.1094252,25.6699944,-1.0514503,2.3694537
49,-13,-4.235160971150473,19.335547927536478,-13.1468830,0.0017355,41.3223152,-0.7430955,-0.2012370,4.0000000,0.6384501,1.1121224,25.9589195,-1.0409241,2.3522172
50,-13,-4.361923851150472,19.328091287536477,-13.1935263,-0.0017355,20.6611576,-0.9844361,-0.4296708,4.0000000,-0.7984135,1.0484411,17.4847431,-0.0609280,3.3473160
51,-13,-4.354467211150472,19.328091287536477,-13.1915569,-0.0037190,14.0495872,-0.9233521,-0.4483561,4.0000000,-0.7443701,1.0520891,18.1063557,-0.1523420,3.3177319
52,-13,-4.347010571150472,19.328091287536477,-13.1895065,0.0042975,48.7603302,-0.8677001,-0.4647807,4.0000000,-0.6833333,1.0558735,18.7241497,-0.2462282,3.2900097
53,-13,-4.339553931150472,19.328091287536477,-13.1873741,0.0021488,39.6694221,-0.8148891,-0.4774643,4.0000000,-0.6150944,1.0597818,19.3396358,-0.3398342,3.2492192
54,-13,-4.332097291150472,19.328091287536477,-13.1851568,-0.0001653,30.5785122,-0.7705211,-0.4885240,4.0000000,-0.5420384,1.0638013,19.9479294,-0.4350096,3.2178185
55,-13,-4.324640651150472,19.328091287536477,-13.1828527,-0.0025620,22.3140488,-0.7289137,-0.4945032,4.0000000,-0.4627610,1.0679199,20.5491524,-0.5262454,3.1634355
56,-13,-4.317184011150472,19.328091287536477,-13.1804590,-0.0048760,15.7024794,-0.6935874,-0.5001671,4.0000000,-0.3805845,1.0721086,21.1384945,-0.6197497,3.1177344
57,-13,-4.309727371150472,19.328091287536477,-13.1779766,0.0026446,42.9752083,-0.6657801,-0.5006496,4.0000000,-0.2947821,1.0763421,21.7150478,-0.7065170,3.0600703
58,-13,-4.302270731150472,19.328091287536477,-13.1754036,0.0000000,33.8842964,-0.6464219,-0.4967380,4.0000000,-0.2057634,1.0806201,22.2797356,-0.7877126,2.9975548
59,-13,-4.294814091150472,19.328091287536477,-13.1727400,-0.0027273,24.7933884,-0.6331620,-0.4871248,4.0000000,-0.1150373,1.0848868,22.8224411,-0.8592123,2.9190116
60,-13,-4.287357451150472,19.328091287536477,-13.1699867,0.0045455,49.5867767,-0.6256188,-0.4752000,4.0000000,-0.0258410,1.0891101,23.3455505,-0.9245591,2.8432491
61,-13,-4.279900811150472,19.328091287536477,-13.1671448,0.0017355,40.4958687,-0.6258707,-0.4581794,4.0000000,0.0652071,1.0932531,23.8456059,-0.9815658,2.7646677
62,-13,-4.272444171150472,19.328091287536477,-13.1642160,-0.0011570,31.4049587,-0.6310325,-0.4356242,4.0000000,0.1552000,1.0972987,24.3197327,-1.0264484,2.6790500
63,-13,-4.264987531150472,19.328091287536477,-13.1612024,-0.0042149,22.3140488,-0.6380642,-0.4109911,4.0000000,0.2408833,1.1012137,24.7653008,-1.0628655,2.5975380
64,-13,-4.257530891150472,19.328091287536477,-13.1581068,0.0026446,42.9752083,-0.6494893,-0.3805234,4.0000000,0.3251315,1.1049280,25.1819515,-1.0861783,2.5167429
65,-13,-4.250074251150472,19.328091287536477,-13.1549339,-0.0004132,33.8842964,-0.6637596,-0.3451538,4.0000000,0.4066623,1.1084388,25.5654011,-1.0969698,2.4429648
66,-13,-4.242617611150472,19.328091287536477,-13.1516857,-0.0035537,24.7933884,-0.6813122,-0.3065201,4.0000000,0.4851010,1.1116929,25.9133530,-1.0981413,2.3890808
67,-13,-4.235160971150473,19.328091287536477,-13.1483688,0.0030579,45.4545441,-0.6975614,-0.2652596,4.0000000,0.5575503,1.1146671,26.2266064,-1.0880693,2.3485589
68,-13,-4.227704331150473,19.328091287536477,-13.1449862,-0.0002479,36.3636360,-0.7134764,-0.2191164,4.0000000,0.6266590,1.1173255,26.5015984,-1.0648918,2.3242884
69,-13,-4.369380491150472,19.320634647536480,-13.1967211,0.0014876,34.7107430,-0.9490651,-0.4810729,4.0000000,-0.9663155,1.0438772,16.6689320,0.0041697,3.4522929
70,-13,-4.361923851150472,19.320634647536480,-13.1948748,-0.0004132,26.4462814,-0.8834406,-0.5050325,4.0000000,-0.9208419,1.0474302,17.3080254,-0.0892232,3.4529483
71,-13,-4.354467211150472,19.320634647536480,-13.1929483,-0.0023967,19.0082645,-0.8223723,-0.5247371,4.0000000,-0.8657432,1.0511583,17.9500618,-0.1837310,3.4449105
72,-13,-4.347010571150472,19.320634647536480,-13.1909380,-0.0043802,13.2231407,-0.7640159,-0.5419019,4.0000000,-0.8034672,1.0550362,18.5894184,-0.2803367,3.4292753
73,-13,-4.339553931150472,19.320634647536480,-13.1888418,0.0035537,45.4545441,-0.7102107,-0.5550373,4.0000000,-0.7342439,1.0590552,19.2262802,-0.3758307,3.4004302
74,-13,-4.332097291150472,19.320634647536480,-13.1866560,0.0013223,36.3636360,-0.6640401,-0.5669636,4.0000000,-0.6601280,1.0632030,19.8585644,-0.4737992,3.3798449
75,-13,-4.324640651150472,19.320634647536480,-13.1843796,-0.0011570,27.2727280,-0.6213527,-0.5744836,4.0000000,-0.5796690,1.0674648,20.4832020,-0.5692981,3.3373182
76,-13,-4.317184011150472,19.320634647536480,-13.1820107,-0.0034711,19.8347111,-0.5878264,-0.5799516,4.0000000,-0.4946255,1.0718142,21.0983715,-0.6652778,3.2998798
77,-13,-4.309727371150472,19.320634647536480,-13.1795483,0.0040496,47.9338837,-0.5632696,-0.5791230,4.0000000,-0.4059693,1.0762383,21.7010937,-0.7522767,3.2429717
78,-13,-4.302270731150472,19.320634647536480,-13.1769905,0.0014876,38.8429756,-0.5457221,-0.5745437,4.0000000,-0.3152874,1.0807070,22.2895203,-0.8338001,3.1768148
79,-13,-4.294814091150472,19.320634647536480,-13.1743383,-0.0012397,29.7520657,-0.5347039,-0.5651276,4.0000000,-0.2236852,1.0851732,22.8594208,-0.9065700,3.0955508
80,-13,-4.287357451150472,19.320634647536480,-13.1715918,-0.0039669,21.4876041,-0.5318992,-0.5512783,4.0000000,-0.1303541,1.0896337,23.4100685,-0.9722025,3.0081601
81,-13,-4.279900811150472,19.320634647536480,-13.1687517,0.0032231,45.4545441,-0.5362681,-0.5328245,4.0000000,-0.0360034,1.0940239,23.9363613,-1.0296457,2.9143913
82,-13,-4.272444171150472,19.320634647536480,-13.1658211,0.0003306,36.3636360,-0.5445495,-0.5104954,4.0000000,0.0549348,1.0983264,24.4371796,-1.0759256,2.8151646
