OID_,ClipsFinal_DEM_Large_S3_RegI,X,Y,DEM_Large_S15_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
14,-12,-5.502789771150471,22.526989847536477,-12.7766809,0.0014050,39.6694221,-0.2057753,-0.0997611,4.0000000,-0.4753605,1.1016796,24.8134594,0.2758383,0.7163793
15,-12,-5.584812811150471,22.519533207536480,-12.7639389,-0.0010744,33.0578499,-0.1259755,-0.0607555,4.0000000,-0.0718836,1.1083800,25.5526695,-0.0496274,0.4036771
16,-12,-5.577356171150471,22.519533207536480,-12.7655458,0.0004132,37.1900826,-0.1257608,-0.0655146,4.0000000,-0.1056936,1.1083734,25.5515785,-0.0253356,0.4092248
17,-12,-5.569899531150471,22.519533207536480,-12.7671261,0.0019835,42.1487617,-0.1274816,-0.0701399,4.0000000,-0.1408551,1.1082757,25.5413475,0.0005752,0.4212283
18,-12,-5.562442891150471,22.519533207536480,-12.7686787,0.0035537,46.2809906,-0.1301727,-0.0742913,4.0000000,-0.1766191,1.1080757,25.5202599,0.0280365,0.4363328
19,-12,-5.554986251150471,22.519533207536480,-12.7702017,-0.0048760,21.4876041,-0.1337357,-0.0801801,4.0000000,-0.2150658,1.1077751,25.4881401,0.0547056,0.4565884
20,-12,-5.547529611150471,22.519533207536480,-12.7716932,-0.0033058,25.6198349,-0.1390884,-0.0857074,4.0000000,-0.2534425,1.1073779,25.4439659,0.0820277,0.4825589
21,-12,-5.540072971150471,22.519533207536480,-12.7731533,-0.0019008,29.7520657,-0.1452895,-0.0922086,4.0000000,-0.2937853,1.1068597,25.3879566,0.1093681,0.5131443
22,-12,-5.532616331150471,22.519533207536480,-12.7745781,-0.0004132,33.8842964,-0.1521054,-0.0978916,4.0000000,-0.3324973,1.1062394,25.3205318,0.1367142,0.5450172
23,-12,-5.525159691150471,22.519533207536480,-12.7759676,0.0007438,37.1900826,-0.1606023,-0.1028584,4.0000000,-0.3707754,1.1055198,25.2410011,0.1650586,0.5813150
24,-12,-5.517703051150471,22.519533207536480,-12.7773190,0.0020661,41.3223152,-0.1718645,-0.1097296,4.0000000,-0.4131028,1.1046921,25.1499367,0.1936435,0.6296410
25,-12,-5.510246411150471,22.519533207536480,-12.7786312,0.0033884,45.4545441,-0.1838326,-0.1171209,4.0000000,-0.4541870,1.1037612,25.0467834,0.2199452,0.6812203
26,-12,-5.502789771150471,22.519533207536480,-12.7799025,0.0046281,48.7603302,-0.1982374,-0.1227783,4.0000000,-0.4943934,1.1027335,24.9323769,0.2488368,0.7373727
27,-12,-5.495333131150471,22.519533207536480,-12.7811317,-0.0040496,23.9669418,-0.2137855,-0.1290838,4.0000000,-0.5343133,1.1016252,24.8077030,0.2761458,0.7980391
28,-12,-5.487876491150471,22.519533207536480,-12.7823162,-0.0028099,27.2727280,-0.2316894,-0.1373326,4.0000000,-0.5766303,1.1004274,24.6716938,0.3019651,0.8697843
29,-12,-5.592269451150471,22.512076567536479,-12.7654772,0.0004132,37.1900826,-0.1224547,-0.0794324,4.0000000,-0.0503339,1.1094685,25.6701260,-0.1085308,0.4069088
30,-12,-5.584812811150471,22.512076567536479,-12.7671232,0.0019835,42.1487617,-0.1217083,-0.0860978,4.0000000,-0.0862112,1.1095353,25.6772671,-0.0859843,0.4143962
31,-12,-5.577356171150471,22.512076567536479,-12.7687426,0.0035537,46.2809906,-0.1211764,-0.0900537,4.0000000,-0.1189023,1.1095109,25.6748371,-0.0612052,0.4203607
32,-12,-5.569899531150471,22.512076567536479,-12.7703342,-0.0047934,21.4876041,-0.1217204,-0.0958677,4.0000000,-0.1548553,1.1093990,25.6628265,-0.0368801,0.4325060
33,-12,-5.562442891150471,22.512076567536479,-12.7718973,-0.0032231,25.6198349,-0.1233369,-0.1011600,4.0000000,-0.1918735,1.1091859,25.6401520,-0.0104466,0.4482006
34,-12,-5.554986251150471,22.512076567536479,-12.7734289,-0.0016529,30.5785122,-0.1266438,-0.1072905,4.0000000,-0.2317459,1.1088730,25.6058865,0.0171650,0.4711910
35,-12,-5.547529611150471,22.512076567536479,-12.7749290,-0.0001653,34.7107430,-0.1309148,-0.1131314,4.0000000,-0.2709631,1.1084497,25.5606651,0.0447002,0.4974066
36,-12,-5.540072971150471,22.512076567536479,-12.7763939,0.0011570,38.8429756,-0.1366163,-0.1193115,4.0000000,-0.3119758,1.1079124,25.5025539,0.0733528,0.5294097
37,-12,-5.532616331150471,22.512076567536479,-12.7778225,0.0026446,42.9752083,-0.1433488,-0.1239117,4.0000000,-0.3503604,1.1072783,25.4331093,0.1025371,0.5621813
38,-12,-5.525159691150471,22.512076567536479,-12.7792139,0.0038843,46.2809906,-0.1515883,-0.1291980,4.0000000,-0.3896097,1.1065370,25.3531990,0.1312135,0.6010822
39,-12,-5.517703051150471,22.512076567536479,-12.7805662,-0.0047107,22.3140488,-0.1628715,-0.1351844,4.0000000,-0.4317955,1.1057036,25.2618542,0.1614268,0.6512123
40,-12,-5.510246411150471,22.512076567536479,-12.7818775,-0.0033058,26.4462814,-0.1754426,-0.1412507,4.0000000,-0.4727858,1.1047710,25.1579266,0.1902844,0.7053707
41,-12,-5.502789771150471,22.512076567536479,-12.7831459,-0.0020661,29.7520657,-0.1889100,-0.1472895,4.0000000,-0.5135301,1.1037358,25.0437870,0.2189513,0.7622952
42,-12,-5.495333131150471,22.512076567536479,-12.7843704,-0.0008264,33.0578499,-0.2040654,-0.1523798,4.0000000,-0.5524194,1.1026144,24.9186630,0.2476597,0.8218901
43,-12,-5.487876491150471,22.512076567536479,-12.7855492,0.0003306,36.3636360,-0.2221532,-0.1586030,4.0000000,-0.5929192,1.1014045,24.7822418,0.2757131,0.8926236
44,-12,-5.480419851150471,22.512076567536479,-12.7866802,0.0014876,39.6694221,-0.2402883,-0.1651460,4.0000000,-0.6322861,1.1001114,24.6358795,0.3019942,0.9637218
45,-12,-5.472963211150471,22.512076567536479,-12.7877617,0.0023967,42.1487617,-0.2606154,-0.1705132,4.0000000,-0.6698430,1.0987515,24.4807625,0.3288167,1.0377992
46,-12,-5.592269451150471,22.504619927536478,-12.7686605,0.0035537,46.2809906,-0.1164549,-0.1048352,4.0000000,-0.0639787,1.1105444,25.7852554,-0.1456916,0.4165322
47,-12,-5.584812811150471,22.504619927536478,-12.7703209,-0.0047934,21.4876041,-0.1149963,-0.1108769,4.0000000,-0.0990654,1.1106009,25.7914696,-0.1226885,0.4239218
48,-12,-5.577356171150471,22.504619927536478,-12.7719545,-0.0032231,25.6198349,-0.1140765,-0.1159527,4.0000000,-0.1331493,1.1105667,25.7874985,-0.0987561,0.4324093
49,-12,-5.569899531150471,22.504619927536478,-12.7735586,-0.0015702,30.5785122,-0.1144383,-0.1224526,4.0000000,-0.1704046,1.1104398,25.7748623,-0.0745006,0.4479656
50,-12,-5.562442891150471,22.504619927536478,-12.7751322,-0.0000826,34.7107430,-0.1151761,-0.1285367,4.0000000,-0.2079000,1.1102127,25.7501945,-0.0491734,0.4650094
51,-12,-5.554986251150471,22.504619927536478,-12.7766733,0.0014876,39.6694221,-0.1174529,-0.1351872,4.0000000,-0.2487003,1.1098776,25.7145061,-0.0216740,0.4890758
52,-12,-5.547529611150471,22.504619927536478,-12.7781801,0.0029752,43.8016510,-0.1202601,-0.1412101,4.0000000,-0.2880596,1.1094278,25.6669750,0.0056394,0.5143177
53,-12,-5.540072971150471,22.504619927536478,-12.7796507,0.0043802,47.9338837,-0.1254309,-0.1475480,4.0000000,-0.3294300,1.1088800,25.6077213,0.0343341,0.5484027
54,-12,-5.532616331150471,22.504619927536478,-12.7810850,-0.0040496,23.9669418,-0.1315674,-0.1520863,4.0000000,-0.3682778,1.1082315,25.5368347,0.0641053,0.5821022
55,-12,-5.525159691150471,22.504619927536478,-12.7824783,-0.0027273,28.0991745,-0.1394676,-0.1578799,4.0000000,-0.4088185,1.1074808,25.4566040,0.0930587,0.6242797
56,-12,-5.517703051150471,22.504619927536478,-12.7838316,-0.0014050,31.4049587,-0.1492893,-0.1637422,4.0000000,-0.4501256,1.1066417,25.3641605,0.1226411,0.6728958
57,-12,-5.510246411150471,22.504619927536478,-12.7851429,-0.0000826,35.5371895,-0.1611214,-0.1689453,4.0000000,-0.4908839,1.1056910,25.2604885,0.1529934,0.7262065
58,-12,-5.502789771150471,22.504619927536478,-12.7864084,0.0010744,38.8429756,-0.1741646,-0.1734087,4.0000000,-0.5299446,1.1046524,25.1449375,0.1831272,0.7809870
59,-12,-5.495333131150471,22.504619927536478,-12.7876291,0.0023140,42.1487617,-0.1895212,-0.1786203,4.0000000,-0.5698150,1.1035259,25.0201550,0.2125745,0.8443685
60,-12,-5.487876491150471,22.504619927536478,-12.7888021,0.0035537,45.4545441,-0.2080519,-0.1837270,4.0000000,-0.6103760,1.1023089,24.8851547,0.2429221,0.9167669
61,-12,-5.480419851150471,22.504619927536478,-12.7899256,0.0047934,48.7603302,-0.2272108,-0.1879581,4.0000000,-0.6484321,1.1010318,24.7411728,0.2725159,0.9877287
62,-12,-5.472963211150471,22.504619927536478,-12.7909985,-0.0042975,23.9669418,-0.2479233,-0.1910759,4.0000000,-0.6841490,1.0996943,24.5871429,0.3019971,1.0590323
63,-12,-5.465506571150471,22.504619927536478,-12.7920198,-0.0032231,26.4462814,-0.2691555,-0.1960785,4.0000000,-0.7204619,1.0982878,24.4272175,0.3283050,1.1360912
64,-12,-5.458049931150471,22.504619927536478,-12.7929869,-0.0021488,29.7520657,-0.2927966,-0.2008714,4.0000000,-0.7563377,1.0968291,24.2591534,0.3545948,1.2186589
65,-12,-5.592269451150471,22.497163287536477,-12.7718563,-0.0032231,25.6198349,-0.1100921,-0.1300142,4.0000000,-0.0770688,1.1115401,25.8915157,-0.1829595,0.4317794
66,-12,-5.584812811150471,22.497163287536477,-12.7735319,-0.0015702,30.5785122,-0.1075177,-0.1366736,4.0000000,-0.1121627,1.1115757,25.8946285,-0.1611844,0.4393807
67,-12,-5.577356171150471,22.497163287536477,-12.7751789,-0.0000826,34.7107430,-0.1055155,-0.1423104,4.0000000,-0.1467566,1.1115184,25.8896561,-0.1378641,0.4480480
68,-12,-5.569899531150471,22.497163287536477,-12.7767954,0.0015702,39.6694221,-0.1045053,-0.1501127,4.0000000,-0.1857626,1.1113724,25.8743267,-0.1144628,0.4650248
69,-12,-5.562442891150471,22.497163287536477,-12.7783804,0.0030579,43.8016510,-0.1038527,-0.1568880,4.0000000,-0.2246491,1.1111211,25.8472538,-0.0891269,0.4824745
70,-12,-5.554986251150471,22.497163287536477,-12.7799311,0.0047107,48.7603302,-0.1056617,-0.1635509,4.0000000,-0.2651449,1.1107628,25.8090553,-0.0619569,0.5085549
71,-12,-5.547529611150471,22.497163287536477,-12.7814465,-0.0037190,24.7933884,-0.1078609,-0.1703119,4.0000000,-0.3055806,1.1103040,25.7602596,-0.0350432,0.5369412
72,-12,-5.540072971150471,22.497163287536477,-12.7829237,-0.0023140,28.9256191,-0.1125485,-0.1768569,4.0000000,-0.3469742,1.1097394,25.6992455,-0.0067397,0.5734963
73,-12,-5.532616331150471,22.497163287536477,-12.7843618,-0.0008264,33.0578499,-0.1180432,-0.1804225,4.0000000,-0.3845811,1.1090724,25.6285820,0.0237360,0.6056483
74,-12,-5.525159691150471,22.497163287536477,-12.7857590,0.0004132,37.1900826,-0.1254432,-0.1860637,4.0000000,-0.4264782,1.1083175,25.5464611,0.0543508,0.6494712
75,-12,-5.517703051150471,22.497163287536477,-12.7871141,0.0016529,40.4958687,-0.1345215,-0.1917654,4.0000000,-0.4673000,1.1074618,25.4528675,0.0837691,0.6985170
76,-12,-5.510246411150471,22.497163287536477,-12.7884245,0.0030579,44.6280975,-0.1464637,-0.1962826,4.0000000,-0.5083316,1.1064978,25.3485355,0.1157664,0.7534607
77,-12,-5.502789771150471,22.497163287536477,-12.7896891,0.0042975,47.9338837,-0.1592495,-0.1999106,4.0000000,-0.5469056,1.1054609,25.2349834,0.1470844,0.8078416
78,-12,-5.495333131150471,22.497163287536477,-12.7909060,-0.0043802,23.9669418,-0.1744172,-0.2044716,4.0000000,-0.5866405,1.1043458,25.1118336,0.1776974,0.8716954
79,-12,-5.487876491150471,22.497163287536477,-12.7920732,-0.0031405,27.2727280,-0.1918951,-0.2080189,4.0000000,-0.6252127,1.1031559,24.9785385,0.2091749,0.9388983
80,-12,-5.480419851150471,22.497163287536477,-12.7931910,-0.0019008,30.5785122,-0.2108911,-0.2118338,4.0000000,-0.6630175,1.1018952,24.8364315,0.2393499,1.0104107
81,-12,-5.472963211150471,22.497163287536477,-12.7942562,-0.0009917,33.0578499,-0.2309106,-0.2147117,4.0000000,-0.6986820,1.1005595,24.6875668,0.2692586,1.0809864
82,-12,-5.465506571150471,22.497163287536477,-12.7952671,0.0000000,35.5371895,-0.2527714,-0.2176210,4.0000000,-0.7337480,1.0991734,24.5294113,0.2985059,1.1558404
83,-12,-5.458049931150471,22.497163287536477,-12.7962236,0.0010744,38.8429756,-0.2765553,-0.2203699,4.0000000,-0.7677661,1.0977459,24.3638287,0.3270262,1.2344611
84,-12,-5.450593291150471,22.497163287536477,-12.7971239,0.0019835,41.3223152,-0.3014191,-0.2233859,4.0000000,-0.8006908,1.0962690,24.1930008,0.3539191,1.3156015
85,-12,-5.592269451150471,22.489706647536480,-12.7750616,-0.0000826,34.7107430,-0.1004951,-0.1560240,4.0000000,-0.0901544,1.1124331,25.9859886,-0.2218935,0.4454618
86,-12,-5.584812811150471,22.489706647536480,-12.7767525,0.0015702,39.6694221,-0.0972221,-0.1635164,4.0000000,-0.1252917,1.1124467,25.9884510,-0.2017411,0.4554059
87,-12,-5.577356171150471,22.489706647536480,-12.7784138,0.0030579,43.8016510,-0.0943012,-0.1702364,4.0000000,-0.1616360,1.1123776,25.9806442,-0.1788369,0.4664340
88,-12,-5.569899531150471,22.489706647536480,-12.7800436,-0.0052066,20.6611576,-0.0932309,-0.1777195,4.0000000,-0.2012362,1.1122115,25.9622536,-0.1542028,0.4864226
89,-12,-5.562442891150471,22.489706647536480,-12.7816401,-0.0036364,24.7933884,-0.0922707,-0.1852235,4.0000000,-0.2412192,1.1119255,25.9329872,-0.1292279,0.5081009
90,-12,-5.554986251150471,22.489706647536480,-12.7832003,-0.0019835,29.7520657,-0.0924083,-0.1925807,4.0000000,-0.2813046,1.1115401,25.8923588,-0.1038568,0.5339915
91,-12,-5.547529611150471,22.489706647536480,-12.7847242,-0.0004959,33.8842964,-0.0939543,-0.1988685,4.0000000,-0.3219217,1.1110647,25.8417015,-0.0758154,0.5628973
92,-12,-5.540072971150471,22.489706647536480,-12.7862082,0.0008264,38.0165291,-0.0973561,-0.2054457,4.0000000,-0.3629695,1.1104863,25.7795315,-0.0479219,0.5990138
93,-12,-5.532616331150471,22.489706647536480,-12.7876520,0.0023140,42.1487617,-0.1010778,-0.2110185,4.0000000,-0.4023456,1.1098125,25.7074318,-0.0196914,0.6337874
94,-12,-5.525159691150471,22.489706647536480,-12.7890530,0.0036364,46.2809906,-0.1086198,-0.2154350,4.0000000,-0.4433872,1.1090493,25.6248608,0.0125172,0.6779877
95,-12,-5.517703051150471,22.489706647536480,-12.7904100,-0.0050413,22.3140488,-0.1172068,-0.2209144,4.0000000,-0.4841997,1.1081805,25.5322151,0.0423709,0.7282286
96,-12,-5.510246411150471,22.489706647536480,-12.7917204,-0.0035537,26.4462814,-0.1276861,-0.2254591,4.0000000,-0.5250623,1.1072245,25.4280815,0.0741441,0.7816534
97,-12,-5.502789771150471,22.489706647536480,-12.7929840,-0.0023140,29.7520657,-0.1401466,-0.2283108,4.0000000,-0.5627567,1.1061981,25.3152313,0.1061351,0.8350393
98,-12,-5.495333131150471,22.489706647536480,-12.7941980,-0.0010744,33.0578499,-0.1554167,-0.2314531,4.0000000,-0.6013685,1.1050903,25.1931229,0.1384624,0.8974258
99,-12,-5.487876491150471,22.489706647536480,-12.7953625,0.0000826,36.3636360,-0.1708007,-0.2356533,4.0000000,-0.6400464,1.1039062,25.0623398,0.1687398,0.9627050
100,-12,-5.480419851150471,22.489706647536480,-12.7964735,0.0012397,39.6694221,-0.1900828,-0.2379704,4.0000000,-0.6772734,1.1026534,24.9235001,0.2013326,1.0327734
101,-12,-5.472963211150471,22.489706647536480,-12.7975311,0.0021488,42.1487617,-0.2098906,-0.2400159,4.0000000,-0.7125189,1.1013494,24.7761574,0.2324871,1.1019394
102,-12,-5.465506571150471,22.489706647536480,-12.7985334,0.0031405,44.6280975,-0.2319442,-0.2412747,4.0000000,-0.7462659,1.0999969,24.6217690,0.2637165,1.1737509
103,-12,-5.458049931150471,22.489706647536480,-12.7994804,0.0042149,47.9338837,-0.2553141,-0.2424114,4.0000000,-0.7783349,1.0985926,24.4619827,0.2935121,1.2473888
104,-12,-5.450593291150471,22.489706647536480,-12.8003683,-0.0048760,22.3140488,-0.2816792,-0.2432579,4.0000000,-0.8102673,1.0971572,24.2971935,0.3237515,1.3276150
105,-12,-5.592269451150471,22.482250007536479,-12.7782745,0.0030579,43.8016510,-0.0885501,-0.1834569,4.0000000,-0.1038947,1.1132107,26.0686874,-0.2630191,0.4622433
106,-12,-5.584812811150471,22.482250007536479,-12.7799816,0.0047934,48.7603302,-0.0842520,-0.1923004,4.0000000,-0.1403634,1.1132104,26.0682182,-0.2442374,0.4755489
107,-12,-5.577356171150471,22.482250007536479,-12.7816572,-0.0036364,24.7933884,-0.0802242,-0.1998148,4.0000000,-0.1771846,1.1131189,26.0589294,-0.2224449,0.4884382
108,-12,-5.569899531150471,22.482250007536479,-12.7833004,-0.0019008,29.7520657,-0.0776411,-0.2079467,4.0000000,-0.2166777,1.1129221,26.0386181,-0.1992158,0.5091178
109,-12,-5.562442891150471,22.482250007536479,-12.7849083,-0.0004132,33.8842964,-0.0761025,-0.2153952,4.0000000,-0.2570103,1.1126192,26.0067005,-0.1737801,0.5329239
110,-12,-5.554986251150471,22.482250007536479,-12.7864790,0.0012397,38.8429756,-0.0753231,-0.2233151,4.0000000,-0.2978137,1.1122215,25.9647865,-0.1488165,0.5615668
111,-12,-5.547529611150471,22.482250007536479,-12.7880116,0.0027273,42.9752083,-0.0769033,-0.2297860,4.0000000,-0.3387310,1.1117283,25.9121475,-0.1208409,0.5947779
112,-12,-5.540072971150471,22.482250007536479,-12.7895041,0.0041322,47.1074371,-0.0798126,-0.2351765,4.0000000,-0.3786642,1.1111284,25.8479843,-0.0916888,0.6294705
113,-12,-5.532616331150471,22.482250007536479,-12.7909527,-0.0042975,23.9669418,-0.0835911,-0.2401035,4.0000000,-0.4179474,1.1104380,25.7749901,-0.0622595,0.6657377
114,-12,-5.525159691150471,22.482250007536479,-12.7923584,-0.0028926,28.0991745,-0.0895679,-0.2459610,4.0000000,-0.4598950,1.1096661,25.6928730,-0.0320269,0.7125935
115,-12,-5.517703051150471,22.482250007536479,-12.7937183,-0.0016529,31.4049587,-0.0979970,-0.2503584,4.0000000,-0.5007108,1.1087977,25.5984669,-0.0000060,0.7622982
116,-12,-5.510246411150471,22.482250007536479,-12.7950296,-0.0002479,35.5371895,-0.1079377,-0.2534158,4.0000000,-0.5391608,1.1078533,25.4953175,0.0323293,0.8115205
117,-12,-5.502789771150471,22.482250007536479,-12.7962933,0.0009091,38.8429756,-0.1192105,-0.2570645,4.0000000,-0.5776588,1.1068279,25.3843975,0.0635297,0.8662829
118,-12,-5.495333131150471,22.482250007536479,-12.7975054,0.0020661,42.1487617,-0.1336470,-0.2599722,4.0000000,-0.6164650,1.1057235,25.2638836,0.0965207,0.9277828
119,-12,-5.487876491150471,22.482250007536479,-12.7986650,0.0033058,45.4545441,-0.1496222,-0.2617461,4.0000000,-0.6530828,1.1045579,25.1349030,0.1295906,0.9887223
120,-12,-5.480419851150471,22.482250007536479,-12.7997713,0.0045455,48.7603302,-0.1680183,-0.2638727,4.0000000,-0.6900250,1.1033345,24.9986267,0.1622797,1.0572828
121,-12,-5.472963211150471,22.482250007536479,-12.8008232,-0.0045455,23.9669418,-0.1877885,-0.2656401,4.0000000,-0.7256998,1.1020576,24.8551941,0.1944198,1.1273142
122,-12,-5.465506571150471,22.482250007536479,-12.8018179,-0.0035537,26.4462814,-0.2105397,-0.2644418,4.0000000,-0.7572405,1.1007309,24.7059383,0.2283569,1.1936877
123,-12,-5.458049931150471,22.482250007536479,-12.8027544,-0.0024793,28.9256191,-0.2337301,-0.2637397,4.0000000,-0.7874408,1.0993708,24.5516014,0.2599614,1.2613775
124,-12,-5.450593291150471,22.482250007536479,-12.8036327,-0.0015702,31.4049587,-0.2593712,-0.2643282,4.0000000,-0.8193334,1.0979935,24.3927670,0.2906770,1.3399591
125,-12,-5.443136651150471,22.482250007536479,-12.8044510,-0.0006612,33.8842964,-0.2855783,-0.2636409,4.0000000,-0.8474703,1.0965918,24.2298584,0.3201884,1.4133925
126,-12,-5.592269451150471,22.474793367536478,-12.7814922,-0.0037190,24.7933884,-0.0759472,-0.2090783,4.0000000,-0.1178637,1.1138754,26.1381779,-0.3002930,0.4812706
127,-12,-5.584812811150471,22.474793367536478,-12.7832155,-0.0019835,29.7520657,-0.0706939,-0.2183831,4.0000000,-0.1539742,1.1138446,26.1342220,-0.2827920,0.4962144
128,-12,-5.577356171150471,22.474793367536478,-12.7849064,-0.0004959,33.8842964,-0.0653319,-0.2278902,4.0000000,-0.1923956,1.1137199,26.1215744,-0.2633849,0.5137092
129,-12,-5.569899531150471,22.474793367536478,-12.7865629,0.0012397,38.8429756,-0.0611324,-0.2375284,4.0000000,-0.2320877,1.1134911,26.0982895,-0.2429692,0.5372724
130,-12,-5.562442891150471,22.474793367536478,-12.7881832,0.0027273,42.9752083,-0.0582443,-0.2465978,4.0000000,-0.2734939,1.1131728,26.0652714,-0.2197016,0.5656357
131,-12,-5.554986251150471,22.474793367536478,-12.7897654,0.0044628,47.9338837,-0.0565385,-0.2537726,4.0000000,-0.3132008,1.1127617,26.0204868,-0.1943444,0.5931098
132,-12,-5.547529611150471,22.474793367536478,-12.7913065,-0.0039669,24.7933884,-0.0567597,-0.2609250,4.0000000,-0.3539605,1.1122473,25.9667149,-0.1678896,0.6277978
133,-12,-5.540072971150471,22.474793367536478,-12.7928066,-0.0024793,28.9256191,-0.0580665,-0.2667592,4.0000000,-0.3939030,1.1116304,25.9022884,-0.1396154,0.6622978
134,-12,-5.532616331150471,22.474793367536478,-12.7942619,-0.0009917,33.0578499,-0.0615179,-0.2724209,4.0000000,-0.4345402,1.1109412,25.8287716,-0.1103017,0.7035728
135,-12,-5.525159691150471,22.474793367536478,-12.7956724,0.0003306,37.1900826,-0.0665734,-0.2779584,4.0000000,-0.4756712,1.1101669,25.7447586,-0.0802457,0.7498497
136,-12,-5.517703051150471,22.474793367536478,-12.7970352,0.0014876,40.4958687,-0.0742895,-0.2815975,4.0000000,-0.5155076,1.1092906,25.6511745,-0.0476875,0.7975218
137,-12,-5.510246411150471,22.474793367536478,-12.7983494,0.0029752,44.6280975,-0.0827382,-0.2847375,4.0000000,-0.5533343,1.1083448,25.5493870,-0.0161406,0.8447236
138,-12,-5.502789771150471,22.474793367536478,-12.7996120,0.0042149,47.9338837,-0.0945604,-0.2870792,4.0000000,-0.5917680,1.1073326,25.4397793,0.0176095,0.8991878
139,-12,-5.495333131150471,22.474793367536478,-12.8008232,-0.0045455,23.9669418,-0.1081284,-0.2899542,4.0000000,-0.6309295,1.1062529,25.3214931,0.0510212,0.9604284
140,-12,-5.487876491150471,22.474793367536478,-12.8019810,-0.0033058,27.2727280,-0.1240192,-0.2905503,4.0000000,-0.6662188,1.1051140,25.1953716,0.0851182,1.0182763
141,-12,-5.480419851150471,22.474793367536478,-12.8030834,-0.0020661,30.5785122,-0.1415375,-0.2917136,4.0000000,-0.7017384,1.1039200,25.0631790,0.1183112,1.0822003
142,-12,-5.472963211150471,22.474793367536478,-12.8041286,-0.0011570,33.0578499,-0.1622738,-0.2917632,4.0000000,-0.7365932,1.1026745,24.9255753,0.1530669,1.1504419
143,-12,-5.465506571150471,22.474793367536478,-12.8051167,-0.0002479,35.5371895,-0.1829346,-0.2913902,4.0000000,-0.7685849,1.1013902,24.7810879,0.1858047,1.2146478
144,-12,-5.458049931150471,22.474793367536478,-12.8060455,0.0007438,38.0165291,-0.2055783,-0.2888839,4.0000000,-0.7967083,1.1000825,24.6318550,0.2189405,1.2743797
145,-12,-5.450593291150471,22.474793367536478,-12.8069143,0.0016529,40.4958687,-0.2303817,-0.2884278,4.0000000,-0.8274089,1.0987552,24.4806118,0.2505533,1.3478124
146,-12,-5.443136651150471,22.474793367536478,-12.8077221,0.0025620,42.9752083,-0.2570763,-0.2862137,4.0000000,-0.8546507,1.0974022,24.3254566,0.2822233,1.4179351
147,-12,-5.592269451150471,22.467336727536477,-12.7847128,-0.0005785,33.8842964,-0.0607808,-0.2357863,4.0000000,-0.1317964,1.1144452,26.1972828,-0.3397762,0.5023856
