OID_,ClipsFinal_DEM_Large_S3_RegB,X,Y,DEM_Large_S5_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
34,-13,-3.877242251150472,17.963526167536482,-13.0486412,0.0033058,44.6280975,-0.1975183,-0.2163552,4.0000000,0.1324003,1.0576543,19.0117264,-0.5651107,0.6889268
35,-13,-3.869785611150472,17.963526167536482,-13.0460863,0.0008264,35.5371895,-0.2402909,-0.1669670,4.0000000,0.1471754,1.0585240,19.1489639,-0.4811094,0.7154899
36,-13,-3.996548491150472,17.956069527536481,-13.0843840,-0.0008264,19.8347111,-0.3031568,-0.3669460,4.0000000,-0.0088449,1.0302523,13.9170065,-0.7250472,1.2555683
37,-13,-3.989091851150472,17.956069527536481,-13.0825624,-0.0026446,10.7438021,-0.2482103,-0.3762099,4.0000000,-0.0096867,1.0321175,14.3283510,-0.7427332,1.1673924
38,-13,-3.981635211150472,17.956069527536481,-13.0806856,-0.0047107,3.3057852,-0.1982239,-0.3871690,4.0000000,-0.0080825,1.0340105,14.7332602,-0.7662555,1.0951610
39,-13,-3.974178571150472,17.956069527536481,-13.0787554,0.0033058,44.6280975,-0.1544392,-0.3958271,4.0000000,-0.0035733,1.0359133,15.1304264,-0.7880809,1.0286745
40,-13,-3.966721931150472,17.956069527536481,-13.0767717,0.0014876,35.5371895,-0.1182568,-0.4057032,4.0000000,0.0023396,1.0378419,15.5178518,-0.8137459,0.9832104
41,-13,-3.959265291150472,17.956069527536481,-13.0747337,-0.0003306,26.4462814,-0.0885648,-0.4139200,4.0000000,0.0085834,1.0397866,15.9001055,-0.8364234,0.9467251
42,-13,-3.951808651150472,17.956069527536481,-13.0726423,-0.0023140,17.3553715,-0.0667834,-0.4207933,4.0000000,0.0166029,1.0417395,16.2739029,-0.8581895,0.9233472
43,-13,-3.944352011150472,17.956069527536481,-13.0704975,-0.0047934,8.2644625,-0.0521790,-0.4221084,4.0000000,0.0261439,1.0437024,16.6382294,-0.8703607,0.8958914
44,-13,-3.936895371150472,17.956069527536481,-13.0682993,0.0028099,42.9752083,-0.0434393,-0.4229380,4.0000000,0.0344508,1.0456415,16.9911823,-0.8803269,0.8802330
45,-13,-3.929438731150472,17.956069527536481,-13.0660505,0.0007438,33.8842964,-0.0418757,-0.4182450,4.0000000,0.0437784,1.0475574,17.3316231,-0.8802683,0.8609104
46,-13,-3.921982091150472,17.956069527536481,-13.0637503,-0.0012397,24.7933884,-0.0459465,-0.4089293,4.0000000,0.0527682,1.0494494,17.6607018,-0.8706268,0.8385603
47,-13,-3.914525451150472,17.956069527536481,-13.0614014,-0.0037190,15.7024794,-0.0545925,-0.3952346,4.0000000,0.0608428,1.0512704,17.9688511,-0.8513121,0.8127895
48,-13,-3.907068811150472,17.956069527536481,-13.0590057,0.0035537,46.2809906,-0.0688587,-0.3788568,4.0000000,0.0691410,1.0530207,18.2612247,-0.8268546,0.7933919
49,-13,-3.899612171150472,17.956069527536481,-13.0565653,0.0012397,37.1900826,-0.0904995,-0.3546161,4.0000000,0.0802968,1.0546813,18.5354290,-0.7895290,0.7693836
50,-13,-3.892155531150472,17.956069527536481,-13.0540838,-0.0008264,28.0991745,-0.1167859,-0.3226680,4.0000000,0.0919980,1.0562211,18.7828522,-0.7373338,0.7401597
51,-13,-3.884698891150472,17.956069527536481,-13.0515642,-0.0035537,19.0082645,-0.1485103,-0.2856576,4.0000000,0.1055288,1.0576057,19.0026512,-0.6768438,0.7209397
52,-13,-3.877242251150472,17.956069527536481,-13.0490103,0.0037190,46.2809906,-0.1855053,-0.2424883,4.0000000,0.1217650,1.0588152,19.1931934,-0.6067415,0.7142749
53,-13,-3.869785611150472,17.956069527536481,-13.0464268,0.0011570,37.1900826,-0.2261140,-0.1925929,4.0000000,0.1389531,1.0598255,19.3495941,-0.5241390,0.7228070
54,-13,-4.018918411150472,17.948612887536481,-13.0898991,0.0047107,49.5867767,-0.4357311,-0.3611352,4.0000000,-0.0046512,1.0242239,12.4805565,-0.7176192,1.5065181
55,-13,-4.011461771150472,17.948612887536481,-13.0882654,0.0032231,40.4958687,-0.3798127,-0.3779443,4.0000000,-0.0224598,1.0260017,12.9211702,-0.7334287,1.4450159
56,-13,-4.004005131150472,17.948612887536481,-13.0865755,0.0014050,31.4049587,-0.3231580,-0.3933700,4.0000000,-0.0329628,1.0278478,13.3649597,-0.7537773,1.3783370
57,-13,-3.996548491150472,17.948612887536481,-13.0848284,-0.0004132,22.3140488,-0.2677538,-0.4064709,4.0000000,-0.0378856,1.0297464,13.8017378,-0.7750561,1.3067930
58,-13,-3.989091851150472,17.948612887536481,-13.0830240,-0.0022314,13.2231407,-0.2148942,-0.4182080,4.0000000,-0.0381531,1.0316826,14.2336226,-0.7982630,1.2358619
59,-13,-3.981635211150472,17.948612887536481,-13.0811625,-0.0042975,4.9586778,-0.1672666,-0.4300170,4.0000000,-0.0345048,1.0336560,14.6591358,-0.8255292,1.1764958
60,-13,-3.974178571150472,17.948612887536481,-13.0792437,0.0037190,46.2809906,-0.1274588,-0.4371986,4.0000000,-0.0268603,1.0356497,15.0759811,-0.8475369,1.1169618
61,-13,-3.966721931150472,17.948612887536481,-13.0772676,0.0018182,37.1900826,-0.0936440,-0.4467388,4.0000000,-0.0192496,1.0376663,15.4830532,-0.8742279,1.0795350
62,-13,-3.959265291150472,17.948612887536481,-13.0752344,0.0000000,28.0991745,-0.0660546,-0.4541494,4.0000000,-0.0114385,1.0397061,15.8837252,-0.8968602,1.0479949
63,-13,-3.951808651150472,17.948612887536481,-13.0731449,-0.0019008,19.0082645,-0.0462718,-0.4592433,4.0000000,-0.0026728,1.0417535,16.2776413,-0.9158138,1.0249981
64,-13,-3.944352011150472,17.948612887536481,-13.0709991,-0.0042975,9.9173555,-0.0336853,-0.4594894,4.0000000,0.0074149,1.0438185,16.6594982,-0.9263937,0.9987935
65,-13,-3.936895371150472,17.948612887536481,-13.0687971,0.0032231,44.6280975,-0.0279577,-0.4576619,4.0000000,0.0173531,1.0458720,17.0324593,-0.9326769,0.9800921
66,-13,-3.929438731150472,17.948612887536481,-13.0665407,0.0010744,35.5371895,-0.0287621,-0.4510147,4.0000000,0.0278418,1.0478982,17.3911877,-0.9298712,0.9574398
67,-13,-3.921982091150472,17.948612887536481,-13.0642309,-0.0008264,26.4462814,-0.0359767,-0.4382002,4.0000000,0.0392891,1.0498918,17.7360115,-0.9156895,0.9263267
68,-13,-3.914525451150472,17.948612887536481,-13.0618696,-0.0032231,17.3553715,-0.0480427,-0.4220043,4.0000000,0.0505504,1.0518142,18.0619602,-0.8945589,0.8957114
69,-13,-3.907068811150472,17.948612887536481,-13.0594597,0.0040496,47.9338837,-0.0657977,-0.4020540,4.0000000,0.0630642,1.0536810,18.3697643,-0.8671721,0.8677438
70,-13,-3.899612171150472,17.948612887536481,-13.0570021,0.0016529,38.8429756,-0.0873815,-0.3771310,4.0000000,0.0754541,1.0554631,18.6605759,-0.8297160,0.8363162
71,-13,-3.892155531150472,17.948612887536481,-13.0545006,-0.0004132,29.7520657,-0.1138221,-0.3431959,4.0000000,0.0894349,1.0571166,18.9251213,-0.7758266,0.7948254
72,-13,-3.884698891150472,17.948612887536481,-13.0519581,-0.0030579,20.6611576,-0.1438729,-0.3039922,4.0000000,0.1050777,1.0586134,19.1613483,-0.7130620,0.7585944
73,-13,-3.877242251150472,17.948612887536481,-13.0493803,0.0042149,47.9338837,-0.1774417,-0.2604092,4.0000000,0.1216857,1.0599449,19.3677254,-0.6425040,0.7354327
74,-13,-3.869785611150472,17.948612887536481,-13.0467701,0.0015702,38.8429756,-0.2143086,-0.2104066,4.0000000,0.1400076,1.0610886,19.5433903,-0.5608208,0.7264669
75,-13,-4.033831691150472,17.941156247536483,-13.0933352,-0.0023967,5.7851238,-0.4855497,-0.3427931,4.0000000,0.0148230,1.0202345,11.4214344,-0.7004092,1.5403352
76,-13,-4.026375051150472,17.941156247536483,-13.0918407,-0.0038017,0.8264463,-0.4413544,-0.3701225,4.0000000,-0.0157271,1.0218842,11.8723965,-0.7245178,1.5357141
77,-13,-4.018918411150472,17.941156247536483,-13.0902891,-0.0049587,0.0000000,-0.3899694,-0.3933358,4.0000000,-0.0385224,1.0236260,12.3278828,-0.7481492,1.5076671
78,-13,-4.011461771150472,17.941156247536483,-13.0886793,0.0036364,42.9752083,-0.3352742,-0.4138821,4.0000000,-0.0552115,1.0254377,12.7833443,-0.7725527,1.4667854
79,-13,-4.004005131150472,17.941156247536483,-13.0870113,0.0019008,33.8842964,-0.2799126,-0.4316006,4.0000000,-0.0642514,1.0273249,13.2412930,-0.7989498,1.4164053
80,-13,-3.996548491150472,17.941156247536483,-13.0852833,0.0000826,24.7933884,-0.2255062,-0.4481215,4.0000000,-0.0692421,1.0292755,13.6938686,-0.8270010,1.3649209
81,-13,-3.989091851150472,17.941156247536483,-13.0834951,-0.0017355,15.7024794,-0.1747422,-0.4623028,4.0000000,-0.0694253,1.0312767,14.1442537,-0.8551803,1.3131604
82,-13,-3.981635211150472,17.941156247536483,-13.0816469,-0.0038017,6.6115704,-0.1308891,-0.4730654,4.0000000,-0.0630399,1.0333275,14.5902882,-0.8830909,1.2629198
83,-13,-3.974178571150472,17.941156247536483,-13.0797377,0.0042149,48.7603302,-0.0929672,-0.4808016,4.0000000,-0.0545586,1.0354135,15.0255318,-0.9070446,1.2131225
84,-13,-3.966721931150472,17.941156247536483,-13.0777683,0.0022314,39.6694221,-0.0633276,-0.4886093,4.0000000,-0.0439011,1.0375137,15.4538774,-0.9333176,1.1817689
85,-13,-3.959265291150472,17.941156247536483,-13.0757399,0.0004132,30.5785122,-0.0419568,-0.4929641,4.0000000,-0.0312701,1.0396510,15.8743553,-0.9546580,1.1540935
86,-13,-3.951808651150472,17.941156247536483,-13.0736504,-0.0014050,21.4876041,-0.0267718,-0.4951984,4.0000000,-0.0195147,1.0418044,16.2848682,-0.9708822,1.1312528
87,-13,-3.944352011150472,17.941156247536483,-13.0715027,-0.0037190,12.3966942,-0.0180643,-0.4934988,4.0000000,-0.0073532,1.0439545,16.6866684,-0.9796445,1.1060345
88,-13,-3.936895371150472,17.941156247536483,-13.0692959,0.0037190,46.2809906,-0.0172298,-0.4874762,4.0000000,0.0060771,1.0461148,17.0763931,-0.9810295,1.0802760
89,-13,-3.929438731150472,17.941156247536483,-13.0670319,0.0014876,37.1900826,-0.0218837,-0.4768761,4.0000000,0.0195093,1.0482507,17.4523716,-0.9732615,1.0483596
90,-13,-3.921982091150472,17.941156247536483,-13.0647116,-0.0004132,28.0991745,-0.0310063,-0.4626350,4.0000000,0.0323760,1.0503455,17.8130836,-0.9576461,1.0131814
91,-13,-3.914525451150472,17.941156247536483,-13.0623379,-0.0027273,19.0082645,-0.0458152,-0.4437147,4.0000000,0.0465337,1.0523725,18.1547852,-0.9339632,0.9747969
92,-13,-3.907068811150472,17.941156247536483,-13.0599127,0.0045455,49.5867767,-0.0649456,-0.4214879,4.0000000,0.0610757,1.0543433,18.4789848,-0.9040516,0.9377615
93,-13,-3.899612171150472,17.941156247536483,-13.0574379,0.0020661,40.4958687,-0.0878187,-0.3925386,4.0000000,0.0767940,1.0562398,18.7849274,-0.8618711,0.8908041
94,-13,-3.892155531150472,17.941156247536483,-13.0549164,-0.0000826,31.4049587,-0.1128429,-0.3582049,4.0000000,0.0920238,1.0580028,19.0643349,-0.8084335,0.8398575
95,-13,-3.884698891150472,17.941156247536483,-13.0523529,-0.0026446,22.3140488,-0.1415822,-0.3181974,4.0000000,0.1094476,1.0596106,19.3154488,-0.7458424,0.7927497
96,-13,-3.877242251150472,17.941156247536483,-13.0497513,0.0046281,49.5867767,-0.1718678,-0.2729242,4.0000000,0.1280137,1.0610514,19.5386562,-0.6738622,0.7517165
97,-13,-3.869785611150472,17.941156247536483,-13.0471153,0.0019008,40.4958687,-0.2050612,-0.2206529,4.0000000,0.1494880,1.0623118,19.7288189,-0.5907938,0.7234595
98,-13,-4.033831691150472,17.933699607536482,-13.0936890,-0.0020661,7.4380164,-0.4324138,-0.3670637,4.0000000,-0.0186216,1.0196680,11.2625875,-0.7155058,1.4962245
99,-13,-4.026375051150472,17.933699607536482,-13.0922203,-0.0035537,1.6528926,-0.3879444,-0.3991089,4.0000000,-0.0500193,1.0213202,11.7204571,-0.7481984,1.5122802
100,-13,-4.018918411150472,17.933699607536482,-13.0906925,-0.0047107,0.0000000,-0.3380960,-0.4265439,4.0000000,-0.0727387,1.0230713,12.1851130,-0.7803492,1.5084831
101,-13,-4.011461771150472,17.933699607536482,-13.0891056,0.0039669,44.6280975,-0.2850427,-0.4505880,4.0000000,-0.0882383,1.0249162,12.6534815,-0.8129376,1.4904943
102,-13,-4.004005131150472,17.933699607536482,-13.0874567,0.0023140,35.5371895,-0.2314501,-0.4712639,4.0000000,-0.0973758,1.0268459,13.1261053,-0.8451518,1.4618285
103,-13,-3.996548491150472,17.933699607536482,-13.0857458,0.0004959,26.4462814,-0.1804163,-0.4889037,4.0000000,-0.0993366,1.0288374,13.5939922,-0.8784708,1.4283395
104,-13,-3.989091851150472,17.933699607536482,-13.0839729,-0.0013223,17.3553715,-0.1343996,-0.5039570,4.0000000,-0.0965210,1.0309027,14.0612431,-0.9113930,1.3962115
105,-13,-3.981635211150472,17.933699607536482,-13.0821362,-0.0033058,8.2644625,-0.0940291,-0.5152767,4.0000000,-0.0892484,1.0330271,14.5258188,-0.9413049,1.3607085
106,-13,-3.974178571150472,17.933699607536482,-13.0802364,-0.0052893,2.4793389,-0.0593830,-0.5221690,4.0000000,-0.0791281,1.0351915,14.9803972,-0.9652100,1.3178298
107,-13,-3.966721931150472,17.933699607536482,-13.0782728,0.0026446,42.1487617,-0.0342273,-0.5277336,4.0000000,-0.0665213,1.0373834,15.4276381,-0.9889459,1.2896647
108,-13,-3.959265291150472,17.933699607536482,-13.0762472,0.0008264,33.0578499,-0.0168746,-0.5301031,4.0000000,-0.0517043,1.0396132,15.8674030,-1.0085020,1.2638680
109,-13,-3.951808651150472,17.933699607536482,-13.0741577,-0.0009917,23.9669418,-0.0071514,-0.5285551,4.0000000,-0.0361569,1.0418692,16.2975368,-1.0209533,1.2369633
110,-13,-3.944352011150472,17.933699607536482,-13.0720062,-0.0032231,14.8760328,-0.0039108,-0.5240458,4.0000000,-0.0204345,1.0441148,16.7151890,-1.0276570,1.2110714
111,-13,-3.936895371150472,17.933699607536482,-13.0697947,0.0042149,47.9338837,-0.0080472,-0.5140714,4.0000000,-0.0033797,1.0463704,17.1226921,-1.0247631,1.1774210
112,-13,-3.929438731150472,17.933699607536482,-13.0675220,0.0019008,38.8429756,-0.0165234,-0.5002300,4.0000000,0.0130006,1.0486040,17.5149059,-1.0134605,1.1377155
113,-13,-3.921982091150472,17.933699607536482,-13.0651922,-0.0000826,29.7520657,-0.0299567,-0.4821517,4.0000000,0.0300724,1.0507993,17.8899670,-0.9943758,1.0931605
114,-13,-3.914525451150472,17.933699607536482,-13.0628052,-0.0023140,20.6611576,-0.0469453,-0.4612022,4.0000000,0.0467604,1.0529397,18.2488899,-0.9691648,1.0483798
115,-13,-3.907068811150472,17.933699607536482,-13.0603657,-0.0050413,11.5702477,-0.0681673,-0.4351761,4.0000000,0.0647414,1.0550072,18.5872250,-0.9350936,0.9979684
116,-13,-3.899612171150472,17.933699607536482,-13.0578737,0.0023967,42.1487617,-0.0904914,-0.4039914,4.0000000,0.0821219,1.0570005,18.9062061,-0.8901046,0.9380609
117,-13,-3.892155531150472,17.933699607536482,-13.0553341,0.0001653,33.0578499,-0.1158195,-0.3673532,4.0000000,0.1012534,1.0588635,19.1996937,-0.8359598,0.8764150
118,-13,-3.884698891150472,17.933699607536482,-13.0527496,-0.0023140,23.9669418,-0.1437065,-0.3243851,4.0000000,0.1225353,1.0605886,19.4661064,-0.7713056,0.8151160
119,-13,-3.877242251150472,17.933699607536482,-13.0501242,-0.0050413,14.8760328,-0.1724992,-0.2782466,4.0000000,0.1445754,1.0621425,19.7021389,-0.7010685,0.7656545
120,-13,-3.869785611150472,17.933699607536482,-13.0474634,0.0022314,41.3223152,-0.2012927,-0.2250783,4.0000000,0.1685070,1.0634956,19.9071846,-0.6186635,0.7223653
121,-13,-4.041288331150472,17.926242967536481,-13.0954456,0.0001653,18.1818180,-0.4070098,-0.3512683,4.0000000,-0.0161570,1.0176269,10.6703224,-0.6863796,1.3847556
122,-13,-4.033831691150472,17.926242967536481,-13.0940580,-0.0016529,9.0909090,-0.3730766,-0.3930149,4.0000000,-0.0544426,1.0191537,11.1163568,-0.7315872,1.4500130
123,-13,-4.026375051150472,17.926242967536481,-13.0926123,-0.0032231,2.4793389,-0.3291493,-0.4295570,4.0000000,-0.0856245,1.0208045,11.5790682,-0.7734896,1.4902396
124,-13,-4.018918411150472,17.926242967536481,-13.0911074,-0.0043802,0.0000000,-0.2807014,-0.4612332,4.0000000,-0.1072323,1.0225605,12.0526419,-0.8152341,1.5129516
125,-13,-4.011461771150472,17.926242967536481,-13.0895405,0.0043802,47.1074371,-0.2308927,-0.4876096,4.0000000,-0.1201925,1.0244309,12.5320730,-0.8550267,1.5187814
126,-13,-4.004005131150472,17.926242967536481,-13.0879097,0.0028099,38.0165291,-0.1802832,-0.5100927,4.0000000,-0.1278811,1.0263988,13.0176086,-0.8923044,1.5112897
127,-13,-3.996548491150472,17.926242967536481,-13.0862150,0.0009917,28.9256191,-0.1330070,-0.5292703,4.0000000,-0.1287612,1.0284323,13.5006170,-0.9297795,1.4993412
128,-13,-3.989091851150472,17.926242967536481,-13.0844555,-0.0008264,19.8347111,-0.0918736,-0.5444514,4.0000000,-0.1237135,1.0305583,13.9844255,-0.9651892,1.4843023
129,-13,-3.981635211150472,17.926242967536481,-13.0826292,-0.0027273,10.7438021,-0.0552346,-0.5556161,4.0000000,-0.1154442,1.0327531,14.4661026,-0.9957880,1.4609640
130,-13,-3.974178571150472,17.926242967536481,-13.0807371,-0.0047107,4.1322312,-0.0258837,-0.5609848,4.0000000,-0.1026738,1.0349858,14.9391394,-1.0192959,1.4254551
131,-13,-3.966721931150472,17.926242967536481,-13.0787792,0.0032231,44.6280975,-0.0055953,-0.5647907,4.0000000,-0.0877454,1.0372701,15.4046078,-1.0418360,1.4020159
132,-13,-3.959265291150472,17.926242967536481,-13.0767546,0.0013223,35.5371895,0.0062866,-0.5642625,4.0000000,-0.0699796,1.0395883,15.8626089,-1.0585455,1.3755314
133,-13,-3.951808651150472,17.926242967536481,-13.0746651,-0.0004959,26.4462814,0.0114650,-0.5598286,4.0000000,-0.0518294,1.0419322,16.3106594,-1.0678278,1.3447636
134,-13,-3.944352011150472,17.926242967536481,-13.0725107,-0.0026446,17.3553715,0.0088339,-0.5513414,4.0000000,-0.0323235,1.0442816,16.7458324,-1.0703593,1.3120245
135,-13,-3.936895371150472,17.926242967536481,-13.0702925,-0.0052066,8.2644625,0.0014498,-0.5380610,4.0000000,-0.0130422,1.0466337,17.1695366,-1.0630797,1.2680446
136,-13,-3.929438731150472,17.926242967536481,-13.0680122,0.0023967,41.3223152,-0.0113031,-0.5205411,4.0000000,0.0067518,1.0489587,17.5764523,-1.0478339,1.2184255
137,-13,-3.921982091150472,17.926242967536481,-13.0656719,0.0003306,32.2314034,-0.0283937,-0.4997597,4.0000000,0.0273071,1.0512452,17.9666634,-1.0268264,1.1671168
138,-13,-3.914525451150472,17.926242967536481,-13.0632734,-0.0018182,23.1404953,-0.0497560,-0.4743766,4.0000000,0.0492018,1.0535017,18.3412781,-0.9979551,1.1102927
139,-13,-3.907068811150472,17.926242967536481,-13.0608177,-0.0045455,14.0495872,-0.0728227,-0.4450472,4.0000000,0.0707847,1.0556642,18.6927299,-0.9608790,1.0478582
140,-13,-3.899612171150472,17.926242967536481,-13.0583105,0.0028099,43.8016510,-0.0973839,-0.4099836,4.0000000,0.0930477,1.0577406,19.0237923,-0.9130150,0.9759451
141,-13,-3.892155531150472,17.926242967536481,-13.0557518,0.0004959,34.7107430,-0.1239018,-0.3711424,4.0000000,0.1171802,1.0596993,19.3298759,-0.8594649,0.9075164
142,-13,-3.884698891150472,17.926242967536481,-13.0531483,-0.0019835,25.6198349,-0.1505016,-0.3261432,4.0000000,0.1418213,1.0615288,19.6091881,-0.7941078,0.8356443
143,-13,-3.877242251150472,17.926242967536481,-13.0505009,-0.0047107,16.5289249,-0.1765615,-0.2788998,4.0000000,0.1667856,1.0631899,19.8593216,-0.7245852,0.7760957
144,-13,-3.869785611150472,17.926242967536481,-13.0478163,0.0025620,42.1487617,-0.2003558,-0.2247972,4.0000000,0.1922375,1.0646389,20.0759373,-0.6418320,0.7186157
145,-13,-4.041288331150472,17.918786327536480,-13.0958052,0.0006612,20.6611576,-0.3410115,-0.3751137,4.0000000,-0.0536329,1.0171757,10.5350580,-0.6965945,1.3152056
146,-13,-4.033831691150472,17.918786327536480,-13.0944395,-0.0011570,11.5702477,-0.3076989,-0.4204630,4.0000000,-0.0896683,1.0186838,10.9807310,-0.7512578,1.4022901
147,-13,-4.026375051150472,17.918786327536480,-13.0930157,-0.0028099,4.1322312,-0.2659658,-0.4608179,4.0000000,-0.1188209,1.0203321,11.4486170,-0.8028149,1.4700854
