OID_,ClipsFinal_DEM_Large_S3_RegE,X,Y,DEM_Large_S5_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
29,-13,-6.718222091150471,19.462310807536479,-13.0935793,-0.0016529,28.9256191,-2.5180607,-0.3408417,4.0000000,0.7472188,1.0776194,21.8808002,-1.4289023,7.1573730
30,-13,-6.710765451150471,19.462310807536479,-13.0963392,0.0010744,38.0165291,-2.6919334,-0.3407104,4.0000000,0.6590734,1.0717430,21.0843983,-1.3404942,7.4945045
31,-13,-6.703308811150471,19.462310807536479,-13.0989780,0.0037190,47.1074371,-2.8806303,-0.3419886,4.0000000,0.5696333,1.0658959,20.2539635,-1.2536105,7.8547850
32,-13,-6.695852171150471,19.462310807536479,-13.1014967,-0.0036364,19.0082645,-3.0722108,-0.3464425,4.0000000,0.4810594,1.0601301,19.3888493,-1.1739442,8.2115221
33,-13,-6.688395531150471,19.462310807536479,-13.1038933,-0.0011570,28.0991745,-3.2627707,-0.3513731,4.0000000,0.3991749,1.0544914,18.4977112,-1.1019211,8.5495443
34,-13,-6.792788491150471,19.454854167536478,-13.0607157,-0.0042975,28.0991745,-1.7148491,-0.2753839,4.0000000,0.9478647,1.1326636,28.0121937,-1.4986326,5.7480397
35,-13,-6.785331851150471,19.454854167536478,-13.0645657,-0.0005785,37.1900826,-1.7591287,-0.3265049,4.0000000,0.9834238,1.1287771,27.6390209,-1.6364337,5.8995671
36,-13,-6.777875211150471,19.454854167536478,-13.0683336,0.0032231,46.2809906,-1.7967302,-0.3697845,4.0000000,1.0039878,1.1244028,27.2092705,-1.7435569,6.0285788
37,-13,-6.770418571150471,19.454854167536478,-13.0720100,-0.0030579,30.5785122,-1.8355752,-0.4047526,4.0000000,1.0089247,1.1195837,26.7271996,-1.8184299,6.1531491
38,-13,-6.762961931150471,19.454854167536478,-13.0755863,0.0002479,39.6694221,-1.8790040,-0.4322130,4.0000000,0.9957557,1.1143614,26.1890011,-1.8601816,6.2788210
39,-13,-6.755505291150471,19.454854167536478,-13.0790558,0.0038843,48.7603302,-1.9323689,-0.4500538,4.0000000,0.9658572,1.1088229,25.5999050,-1.8659648,6.4085789
40,-13,-6.748048651150471,19.454854167536478,-13.0824137,-0.0027273,28.9256191,-2.0012841,-0.4601666,4.0000000,0.9194579,1.1030260,24.9644928,-1.8397911,6.5582256
41,-13,-6.740592011150471,19.454854167536478,-13.0856533,0.0004132,38.0165291,-2.0940199,-0.4657493,4.0000000,0.8565957,1.0970207,24.2818890,-1.7880943,6.7562256
42,-13,-6.733135371150471,19.454854167536478,-13.0887718,0.0034711,47.1074371,-2.2088320,-0.4660456,4.0000000,0.7798164,1.0908581,23.5535583,-1.7119077,6.9874473
43,-13,-6.725678731150471,19.454854167536478,-13.0917654,-0.0034711,23.1404953,-2.3493485,-0.4624358,4.0000000,0.6915036,1.0845993,22.7825909,-1.6163752,7.2609859
44,-13,-6.718222091150471,19.454854167536478,-13.0946321,-0.0006612,32.2314034,-2.5121961,-0.4562660,4.0000000,0.5945044,1.0783061,21.9722309,-1.5070363,7.5670748
45,-13,-6.710765451150471,19.454854167536478,-13.0973701,0.0020661,41.3223152,-2.6995134,-0.4502159,4.0000000,0.4923416,1.0720304,21.1249504,-1.3927733,7.9171829
46,-13,-6.703308811150471,19.454854167536478,-13.0999794,0.0047107,50.4132233,-2.9013383,-0.4439466,4.0000000,0.3891229,1.0658265,20.2417393,-1.2770160,8.2800741
47,-13,-6.695852171150471,19.454854167536478,-13.1024590,-0.0027273,22.3140488,-3.1119730,-0.4374536,4.0000000,0.2892500,1.0597324,19.3264751,-1.1641572,8.6403265
48,-13,-6.688395531150471,19.454854167536478,-13.1048098,-0.0003306,31.4049587,-3.3220816,-0.4326011,4.0000000,0.1956669,1.0538070,18.3850498,-1.0608691,8.9834175
49,-13,-6.680938891150471,19.454854167536478,-13.1070318,0.0018182,40.4958687,-3.5260158,-0.4296713,4.0000000,0.1132249,1.0480950,17.4182739,-0.9725675,9.2988291
50,-13,-6.800245131150471,19.447397527536477,-13.0575314,0.0023140,43.8016510,-1.6876730,-0.2929790,4.0000000,0.8377288,1.1413468,28.8216858,-1.4236869,5.8725619
51,-13,-6.792788491150471,19.447397527536477,-13.0615282,-0.0035537,30.5785122,-1.7299011,-0.3608305,4.0000000,0.8809485,1.1377519,28.4911880,-1.6026095,6.0749512
52,-13,-6.785331851150471,19.447397527536477,-13.0654469,0.0001653,39.6694221,-1.7633060,-0.4223642,4.0000000,0.9114987,1.1335547,28.0979881,-1.7562271,6.2633553
53,-13,-6.777875211150471,19.447397527536477,-13.0692768,0.0040496,48.7603302,-1.7909464,-0.4755171,4.0000000,0.9268897,1.1288157,27.6443863,-1.8779240,6.4354272
54,-13,-6.770418571150471,19.447397527536477,-13.0730085,-0.0022314,33.0578499,-1.8201001,-0.5189069,4.0000000,0.9262030,1.1235908,27.1304607,-1.9640168,6.5998406
55,-13,-6.762961931150471,19.447397527536477,-13.0766335,0.0011570,42.1487617,-1.8538051,-0.5527309,4.0000000,0.9068745,1.1179205,26.5578461,-2.0123363,6.7571130
56,-13,-6.755505291150471,19.447397527536477,-13.0801420,-0.0052066,22.3140488,-1.8980016,-0.5752697,4.0000000,0.8697915,1.1119028,25.9304123,-2.0203309,6.9070058
57,-13,-6.748048651150471,19.447397527536477,-13.0835285,-0.0018182,31.4049587,-1.9594948,-0.5889732,4.0000000,0.8141414,1.1056213,25.2524357,-1.9920877,7.0715094
58,-13,-6.740592011150471,19.447397527536477,-13.0867882,0.0013223,40.4958687,-2.0471373,-0.5960768,4.0000000,0.7408894,1.0991287,24.5253067,-1.9330430,7.2778783
59,-13,-6.733135371150471,19.447397527536477,-13.0899162,0.0043802,49.5867767,-2.1574712,-0.5968041,4.0000000,0.6510875,1.0924778,23.7482491,-1.8446958,7.5075140
60,-13,-6.725678731150471,19.447397527536477,-13.0929089,-0.0025620,26.4462814,-2.2979221,-0.5901495,4.0000000,0.5501790,1.0857592,22.9276447,-1.7304779,7.7673430
61,-13,-6.718222091150471,19.447397527536477,-13.0957651,0.0002479,35.5371895,-2.4632881,-0.5803863,4.0000000,0.4390840,1.0790281,22.0676498,-1.5998565,8.0588417
62,-13,-6.710765451150471,19.447397527536477,-13.0984821,0.0029752,44.6280975,-2.6599307,-0.5682662,4.0000000,0.3230357,1.0723497,21.1675835,-1.4595680,8.3962860
63,-13,-6.703308811150471,19.447397527536477,-13.1010618,-0.0043802,16.5289249,-2.8746052,-0.5533879,4.0000000,0.2064425,1.0657767,20.2329311,-1.3132184,8.7391443
64,-13,-6.695852171150471,19.447397527536477,-13.1035023,-0.0019008,25.6198349,-3.1054766,-0.5375037,4.0000000,0.0939512,1.0593559,19.2687035,-1.1689587,9.0910769
65,-13,-6.688395531150471,19.447397527536477,-13.1058054,0.0004132,34.7107430,-3.3381386,-0.5223629,4.0000000,-0.0123258,1.0531619,18.2768288,-1.0324001,9.4258070
66,-13,-6.680938891150471,19.447397527536477,-13.1079731,0.0025620,43.8016510,-3.5676632,-0.5055283,4.0000000,-0.1043673,1.0472188,17.2626324,-0.9066893,9.7233229
67,-13,-6.673482251150471,19.447397527536477,-13.1100063,-0.0055372,3.3057852,-3.7785110,-0.4889896,4.0000000,-0.1803755,1.0415797,16.2324047,-0.7976037,9.9626303
68,-13,-6.807701771150471,19.439940887536476,-13.0541716,-0.0009917,36.3636360,-1.6395707,-0.2763793,4.0000000,0.7250518,1.1500611,29.6032028,-1.2778105,5.8721900
69,-13,-6.800245131150471,19.439940887536476,-13.0583153,0.0029752,45.4545441,-1.6914235,-0.3652050,4.0000000,0.7739093,1.1468983,29.3233700,-1.5043194,6.1653280
70,-13,-6.792788491150471,19.439940887536476,-13.0623884,-0.0028099,33.0578499,-1.7238387,-0.4446271,4.0000000,0.8125082,1.1430485,28.9780807,-1.7017623,6.4221449
71,-13,-6.785331851150471,19.439940887536476,-13.0663795,0.0009917,42.1487617,-1.7457987,-0.5167850,4.0000000,0.8384608,1.1385281,28.5645504,-1.8720309,6.6670451
72,-13,-6.777875211150471,19.439940887536476,-13.0702753,-0.0050413,26.4462814,-1.7615199,-0.5806332,4.0000000,0.8486699,1.1334027,28.0850201,-2.0099363,6.9015074
73,-13,-6.770418571150471,19.439940887536476,-13.0740662,-0.0013223,35.5371895,-1.7777531,-0.6339414,4.0000000,0.8419218,1.1277329,27.5397835,-2.1098046,7.1248746
74,-13,-6.762961931150471,19.439940887536476,-13.0777407,0.0022314,44.6280975,-1.7995025,-0.6751422,4.0000000,0.8168805,1.1215922,26.9317551,-2.1671650,7.3299274
75,-13,-6.755505291150471,19.439940887536476,-13.0812912,-0.0041322,25.6198349,-1.8291589,-0.7041166,4.0000000,0.7714016,1.1150787,26.2655067,-2.1796348,7.5090599
76,-13,-6.748048651150471,19.439940887536476,-13.0847101,-0.0007438,34.7107430,-1.8779957,-0.7228665,4.0000000,0.7060877,1.1082845,25.5433559,-2.1518209,7.6942735
77,-13,-6.740592011150471,19.439940887536476,-13.0879917,0.0023967,43.8016510,-1.9560055,-0.7319973,4.0000000,0.6230028,1.1012810,24.7688046,-2.0869975,7.9048867
78,-13,-6.733135371150471,19.439940887536476,-13.0911312,-0.0044628,21.4876041,-2.0645177,-0.7321851,4.0000000,0.5236301,1.0941229,23.9436779,-1.9880003,8.1358690
79,-13,-6.725678731150471,19.439940887536476,-13.0941248,-0.0014050,30.5785122,-2.2034509,-0.7249699,4.0000000,0.4099214,1.0869271,23.0733986,-1.8598611,8.3869257
80,-13,-6.718222091150471,19.439940887536476,-13.0969715,0.0014050,39.6694221,-2.3767250,-0.7104651,4.0000000,0.2867494,1.0797595,22.1614857,-1.7076796,8.6604958
81,-13,-6.710765451150471,19.439940887536476,-13.0996695,0.0041322,48.7603302,-2.5831475,-0.6912747,4.0000000,0.1583925,1.0726713,21.2109318,-1.5409420,8.9638500
82,-13,-6.703308811150471,19.439940887536476,-13.1022186,-0.0033058,20.6611576,-2.8106451,-0.6682097,4.0000000,0.0281607,1.0657343,20.2274551,-1.3645800,9.2682581
83,-13,-6.695852171150471,19.439940887536476,-13.1046200,-0.0009091,29.7520657,-3.0591369,-0.6432351,4.0000000,-0.0989645,1.0590200,19.2148933,-1.1875057,9.5858412
84,-13,-6.688395531150471,19.439940887536476,-13.1068764,0.0014050,38.8429756,-3.3170238,-0.6148508,4.0000000,-0.2154996,1.0525718,18.1768246,-1.0142020,9.8805761
85,-13,-6.680938891150471,19.439940887536476,-13.1089888,0.0034711,47.9338837,-3.5696716,-0.5846053,4.0000000,-0.3184933,1.0464211,17.1194763,-0.8507174,10.1333523
86,-13,-6.673482251150471,19.439940887536476,-13.1109610,-0.0046281,5.7851238,-3.8028355,-0.5533924,4.0000000,-0.4035214,1.0406313,16.0497208,-0.7032634,10.3243017
87,-13,-6.666025611150471,19.439940887536476,-13.1127958,-0.0027273,10.7438021,-4.0098433,-0.5213564,4.0000000,-0.4666029,1.0352268,14.9720268,-0.5761099,10.4485540
88,-13,-6.807701771150471,19.432484247536479,-13.0549107,-0.0003306,38.0165291,-1.6342808,-0.3321545,4.0000000,0.6652538,1.1559963,30.1189995,-1.3295628,6.0980339
89,-13,-6.800245131150471,19.432484247536479,-13.0591373,0.0037190,47.1074371,-1.6775374,-0.4334234,4.0000000,0.7099258,1.1526467,29.8294792,-1.5767726,6.4570303
90,-13,-6.792788491150471,19.432484247536479,-13.0632906,-0.0019835,35.5371895,-1.7001789,-0.5256032,4.0000000,0.7440630,1.1485243,29.4694595,-1.7952694,6.7918906
91,-13,-6.785331851150471,19.432484247536479,-13.0673561,0.0019008,44.6280975,-1.7088619,-0.6099371,4.0000000,0.7648583,1.1436623,29.0347500,-1.9847325,7.1156054
92,-13,-6.777875211150471,19.432484247536479,-13.0713215,-0.0040496,29.7520657,-1.7103647,-0.6841236,4.0000000,0.7706034,1.1381276,28.5282269,-2.1388507,7.4262424
93,-13,-6.770418571150471,19.432484247536479,-13.0751734,-0.0003306,38.8429756,-1.7079293,-0.7469056,4.0000000,0.7576450,1.1319857,27.9520664,-2.2514563,7.7116261
94,-13,-6.762961931150471,19.432484247536479,-13.0789013,0.0033884,47.9338837,-1.7128415,-0.7977846,4.0000000,0.7256793,1.1253564,27.3072586,-2.3212483,7.9854536
95,-13,-6.755505291150471,19.432484247536479,-13.0824966,-0.0029752,28.9256191,-1.7275565,-0.8345509,4.0000000,0.6729618,1.1183225,26.6001282,-2.3420637,8.2207546
96,-13,-6.748048651150471,19.432484247536479,-13.0859499,0.0004132,38.0165291,-1.7642225,-0.8583468,4.0000000,0.6003115,1.1109809,25.8334904,-2.3170049,8.4422684
97,-13,-6.740592011150471,19.432484247536479,-13.0892563,0.0036364,47.1074371,-1.8274213,-0.8712328,4.0000000,0.5071827,1.1034398,25.0117168,-2.2496483,8.6625957
98,-13,-6.733135371150471,19.432484247536479,-13.0924091,-0.0031405,25.6198349,-1.9289188,-0.8717895,4.0000000,0.3982044,1.0957743,24.1370010,-2.1417832,8.8859692
99,-13,-6.725678731150471,19.432484247536479,-13.0954056,-0.0001653,34.7107430,-2.0654578,-0.8635644,4.0000000,0.2739173,1.0880960,23.2171497,-2.0010459,9.1196928
100,-13,-6.718222091150471,19.432484247536479,-13.0982437,0.0026446,43.8016510,-2.2443578,-0.8457061,4.0000000,0.1388900,1.0804836,22.2554398,-1.8303021,9.3667164
101,-13,-6.710765451150471,19.432484247536479,-13.1009235,-0.0046281,17.3553715,-2.4584887,-0.8205489,4.0000000,-0.0023581,1.0729960,21.2549114,-1.6387397,9.6194925
102,-13,-6.703308811150471,19.432484247536479,-13.1034441,-0.0021488,25.6198349,-2.7010684,-0.7878802,4.0000000,-0.1432300,1.0657209,20.2236977,-1.4325304,9.8579788
103,-13,-6.695852171150471,19.432484247536479,-13.1058083,0.0002479,34.7107430,-2.9674413,-0.7523185,4.0000000,-0.2815901,1.0587256,19.1660805,-1.2230469,10.1089153
104,-13,-6.688395531150471,19.432484247536479,-13.1080179,0.0025620,43.8016510,-3.2463675,-0.7125301,4.0000000,-0.4100671,1.0520326,18.0865669,-1.0149930,10.3391294
105,-13,-6.680938891150471,19.432484247536479,-13.1100760,-0.0054545,4.9586778,-3.5205011,-0.6681600,4.0000000,-0.5254875,1.0457052,16.9904041,-0.8108326,10.5155153
106,-13,-6.673482251150471,19.432484247536479,-13.1119862,-0.0035537,9.0909090,-3.7798727,-0.6201391,4.0000000,-0.6203192,1.0397968,15.8866568,-0.6199591,10.6343861
107,-13,-6.666025611150471,19.432484247536479,-13.1137543,-0.0016529,14.8760328,-4.0092115,-0.5717255,4.0000000,-0.6932184,1.0343179,14.7803602,-0.4502327,10.6927042
108,-13,-6.815158411150471,19.425027607536478,-13.0513058,-0.0041322,30.5785122,-1.5648874,-0.2649480,4.0000000,0.5607344,1.1646954,30.8498650,-1.0906303,5.9089551
109,-13,-6.807701771150471,19.425027607536478,-13.0556803,0.0004132,39.6694221,-1.6168796,-0.3836491,4.0000000,0.6079527,1.1621128,30.6360321,-1.3752508,6.3147883
110,-13,-6.800245131150471,19.425027607536478,-13.0599928,0.0045455,48.7603302,-1.6484351,-0.4971199,4.0000000,0.6479675,1.1585665,30.3381729,-1.6422073,6.7428360
111,-13,-6.792788491150471,19.425027607536478,-13.0642281,-0.0010744,37.1900826,-1.6597646,-0.6012795,4.0000000,0.6777229,1.1541593,29.9617310,-1.8802819,7.1649261
112,-13,-6.785331851150471,19.425027607536478,-13.0683708,0.0028099,46.2809906,-1.6543764,-0.6977687,4.0000000,0.6939391,1.1489297,29.5067043,-2.0894768,7.5850534
113,-13,-6.777875211150471,19.425027607536478,-13.0724068,-0.0031405,32.2314034,-1.6399106,-0.7846486,4.0000000,0.6941609,1.1429625,28.9729233,-2.2634583,8.0032663
114,-13,-6.770418571150471,19.425027607536478,-13.0763235,0.0006612,41.3223152,-1.6210065,-0.8577477,4.0000000,0.6764185,1.1363409,28.3626690,-2.3919139,8.3844309
115,-13,-6.762961931150471,19.425027607536478,-13.0801077,-0.0054545,23.9669418,-1.6067133,-0.9168005,4.0000000,0.6389815,1.1291773,27.6813221,-2.4725826,8.7299089
116,-13,-6.755505291150471,19.425027607536478,-13.0837498,-0.0018182,33.0578499,-1.6050029,-0.9620003,4.0000000,0.5801108,1.1215913,26.9327621,-2.5041115,9.0415182
117,-13,-6.748048651150471,19.425027607536478,-13.0872402,0.0015702,42.1487617,-1.6257265,-0.9928937,4.0000000,0.4997442,1.1136838,26.1195869,-2.4855316,9.3201704
118,-13,-6.740592011150471,19.425027607536478,-13.0905724,-0.0051240,20.6611576,-1.6759505,-1.0093074,4.0000000,0.3990857,1.1055895,25.2493973,-2.4177005,9.5615005
119,-13,-6.733135371150471,19.425027607536478,-13.0937414,-0.0019008,29.7520657,-1.7661878,-1.0111611,4.0000000,0.2814449,1.0974133,24.3261490,-2.3037670,9.7730865
120,-13,-6.725678731150471,19.425027607536478,-13.0967436,0.0010744,38.8429756,-1.8986082,-1.0025814,4.0000000,0.1470489,1.0892494,23.3576736,-2.1522117,9.9866447
121,-13,-6.718222091150471,19.425027607536478,-13.0995760,0.0038843,47.9338837,-2.0766821,-0.9827504,4.0000000,0.0011036,1.0811906,22.3459988,-1.9666042,10.1907282
122,-13,-6.710765451150471,19.425027607536478,-13.1022387,-0.0034711,21.4876041,-2.2932553,-0.9523197,4.0000000,-0.1519021,1.0733150,21.2970562,-1.7527373,10.3672161
123,-13,-6.703308811150471,19.425027607536478,-13.1047325,-0.0009091,30.5785122,-2.5458000,-0.9107854,4.0000000,-0.3042418,1.0657188,20.2216682,-1.5173291,10.5081596
124,-13,-6.695852171150471,19.425027607536478,-13.1070604,0.0014876,39.6694221,-2.8274810,-0.8645696,4.0000000,-0.4523611,1.0584568,19.1232853,-1.2767780,10.6598425
125,-13,-6.688395531150471,19.425027607536478,-13.1092243,0.0037190,48.7603302,-3.1288757,-0.8124974,4.0000000,-0.5923547,1.0515603,18.0065594,-1.0326401,10.7987576
126,-13,-6.680938891150471,19.425027607536478,-13.1112289,-0.0043802,8.2644625,-3.4260533,-0.7542910,4.0000000,-0.7184820,1.0450969,16.8781567,-0.7900999,10.8797493
127,-13,-6.673482251150471,19.425027607536478,-13.1130800,-0.0024793,13.2231407,-3.7081399,-0.6900789,4.0000000,-0.8234946,1.0390980,15.7480898,-0.5566632,10.8987322
128,-13,-6.666025611150471,19.425027607536478,-13.1147823,-0.0005785,19.8347111,-3.9622421,-0.6226152,4.0000000,-0.9057811,1.0335724,14.6199932,-0.3394491,10.8637123
129,-13,-6.658568971150471,19.425027607536478,-13.1163416,0.0012397,28.9256191,-4.1713529,-0.5526551,4.0000000,-0.9622884,1.0285373,13.5013313,-0.1430218,10.7574415
130,-13,-6.815158411150471,19.417570967536477,-13.0520105,-0.0033058,33.0578499,-1.5458791,-0.3019768,4.0000000,0.5081160,1.1710778,31.3705292,-1.1120697,6.0539155
131,-13,-6.807701771150471,19.417570967536477,-13.0564747,0.0012397,42.1487617,-1.5878363,-0.4306924,4.0000000,0.5519486,1.1683854,31.1529179,-1.4133334,6.5148473
132,-13,-6.800245131150471,19.417570967536477,-13.0608749,-0.0045455,30.5785122,-1.6061507,-0.5571503,4.0000000,0.5868255,1.1646310,30.8459721,-1.7011261,7.0234485
133,-13,-6.792788491150471,19.417570967536477,-13.0651941,-0.0000826,39.6694221,-1.6042362,-0.6730285,4.0000000,0.6126406,1.1599226,30.4536858,-1.9586976,7.5415206
134,-13,-6.785331851150471,19.417570967536477,-13.0694170,0.0038843,48.7603302,-1.5835717,-0.7824041,4.0000000,0.6242136,1.1543158,29.9765148,-2.1890218,8.0797291
135,-13,-6.777875211150471,19.417570967536477,-13.0735264,-0.0020661,34.7107430,-1.5522474,-0.8798214,4.0000000,0.6205314,1.1478878,29.4153366,-2.3801742,8.6090698
136,-13,-6.770418571150471,19.417570967536477,-13.0775089,0.0018182,43.8016510,-1.5153328,-0.9643137,4.0000000,0.5980763,1.1407520,28.7712078,-2.5267038,9.1118822
137,-13,-6.762961931150471,19.417570967536477,-13.0813513,-0.0042975,27.2727280,-1.4809864,-1.0329192,4.0000000,0.5554395,1.1330355,28.0529118,-2.6212780,9.5578890
138,-13,-6.755505291150471,19.417570967536477,-13.0850420,-0.0006612,36.3636360,-1.4621060,-1.0867995,4.0000000,0.4915700,1.1248834,27.2609177,-2.6651690,9.9656286
139,-13,-6.748048651150471,19.417570967536477,-13.0885725,0.0027273,45.4545441,-1.4666702,-1.1238904,4.0000000,0.4059077,1.1163977,26.4019241,-2.6536884,10.3070679
140,-13,-6.740592011150471,19.417570967536477,-13.0919333,-0.0038843,24.7933884,-1.5040141,-1.1443957,4.0000000,0.2995553,1.1077329,25.4831657,-2.5883470,10.5818663
141,-13,-6.733135371150471,19.417570967536477,-13.0951204,-0.0006612,33.8842964,-1.5771087,-1.1502522,4.0000000,0.1723211,1.0990250,24.5117435,-2.4728255,10.7972584
142,-13,-6.725678731150471,19.417570967536477,-13.0981293,0.0023140,42.9752083,-1.7032280,-1.1414753,4.0000000,0.0299929,1.0903771,23.4930820,-2.3129437,10.9811211
143,-13,-6.718222091150471,19.417570967536477,-13.1009588,-0.0048760,18.1818180,-1.8764373,-1.1188819,4.0000000,-0.1245429,1.0818759,22.4318485,-2.1132209,11.1136990
144,-13,-6.710765451150471,19.417570967536477,-13.1036072,-0.0022314,26.4462814,-2.0962031,-1.0827740,4.0000000,-0.2865578,1.0736190,21.3380489,-1.8789903,11.1953917
145,-13,-6.703308811150471,19.417570967536477,-13.1060762,0.0003306,35.5371895,-2.3564608,-1.0349634,4.0000000,-0.4498175,1.0657247,20.2208805,-1.6201092,11.2356119
146,-13,-6.695852171150471,19.417570967536477,-13.1083698,0.0027273,44.6280975,-2.6557679,-0.9778605,4.0000000,-0.6074507,1.0582308,19.0863380,-1.3482703,11.2667551
147,-13,-6.688395531150471,19.417570967536477,-13.1104918,-0.0051240,8.2644625,-2.9714930,-0.9132971,4.0000000,-0.7571824,1.0511760,17.9390926,-1.0694118,11.2674551
