OID_,ClipsFinal_DEM_Large_S3_RegF2,X,Y,DEM_Large_S5_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1,-12,-5.980014731150471,21.632193047536479,-12.8622322,-0.0029752,25.6198349,-0.9038481,0.0710062,4.0000000,-0.7671666,1.1077404,25.4853725,0.9091790,2.7237365
2,-12,-5.987471371150471,21.624736407536481,-12.8624372,-0.0027273,26.4462814,-0.7678078,0.0307603,4.0000000,-0.7641658,1.1105816,25.7916775,0.8256863,2.3534164
3,-12,-5.980014731150471,21.624736407536481,-12.8648367,-0.0004132,33.0578499,-0.8549348,0.0147240,4.0000000,-0.8163586,1.1069038,25.3934002,0.8458067,2.5965240
4,-12,-5.972558091150471,21.624736407536481,-12.8671980,0.0019835,40.4958687,-0.9496803,0.0014174,4.0000000,-0.8674215,1.1030720,24.9693413,0.8702564,2.8541238
5,-12,-5.965101451150471,21.624736407536481,-12.8695192,0.0043802,49.5867767,-1.0489588,-0.0086881,4.0000000,-0.9150251,1.0990975,24.5202560,0.8976488,3.1139510
6,-12,-5.994928011150471,21.617279767536481,-12.8627377,-0.0024793,27.2727280,-0.6388099,-0.0072774,4.0000000,-0.7524006,1.1131642,26.0652390,0.7378457,2.0090442
7,-12,-5.987471371150471,21.617279767536481,-12.8651218,-0.0001653,33.8842964,-0.7164077,-0.0255866,4.0000000,-0.8074446,1.1096405,25.6902847,0.7562712,2.2424753
8,-12,-5.980014731150471,21.617279767536481,-12.8674688,0.0021488,41.3223152,-0.7972391,-0.0402302,4.0000000,-0.8585007,1.1059394,25.2870598,0.7780403,2.4761548
9,-12,-5.972558091150471,21.617279767536481,-12.8697758,0.0045455,49.5867767,-0.8855646,-0.0515136,4.0000000,-0.9078102,1.1020960,24.8598328,0.8047830,2.7210014
10,-12,-5.965101451150471,21.617279767536481,-12.8720398,-0.0031405,24.7933884,-0.9792475,-0.0599446,4.0000000,-0.9543093,1.0981210,24.4076309,0.8344201,2.9688344
11,-12,-5.957644811150471,21.617279767536481,-12.8742580,-0.0009091,31.4049587,-1.0765328,-0.0665815,4.0000000,-0.9978331,1.0940341,23.9306412,0.8646702,3.2147121
12,-12,-5.950188171150472,21.617279767536481,-12.8764277,0.0012397,38.8429756,-1.1785015,-0.0712673,4.0000000,-1.0388871,1.0898803,23.4322433,0.8963525,3.4611027
13,-12,-6.002384651150471,21.609823127536480,-12.8631239,-0.0020661,28.9256191,-0.5229886,-0.0441638,4.0000000,-0.7368479,1.1154674,26.3064270,0.6485202,1.7093886
14,-12,-5.994928011150471,21.609823127536480,-12.8654928,0.0002479,35.5371895,-0.5859323,-0.0630739,4.0000000,-0.7899455,1.1121097,25.9535503,0.6637976,1.9142802
15,-12,-5.987471371150471,21.609823127536480,-12.8678274,0.0025620,42.9752083,-0.6562808,-0.0792934,4.0000000,-0.8418571,1.1085851,25.5757351,0.6832703,2.1345150
16,-12,-5.980014731150471,21.609823127536480,-12.8701239,-0.0052066,19.8347111,-0.7332411,-0.0918190,4.0000000,-0.8916262,1.1048772,25.1704369,0.7079881,2.3625057
17,-12,-5.972558091150471,21.609823127536480,-12.8723774,-0.0028099,25.6198349,-0.8153810,-0.1016651,4.0000000,-0.9393183,1.1010391,24.7408009,0.7359882,2.5935643
18,-12,-5.965101451150471,21.609823127536480,-12.8745871,-0.0005785,32.2314034,-0.9021693,-0.1074153,4.0000000,-0.9827949,1.0970900,24.2879658,0.7679643,2.8212965
