OID_,ClipsFinal_DEM_Large_S3_RegJ,X,Y,DEM_Large_S5_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
55,-12,-7.784521611150471,21.908088727536477,-12.6272650,0.0019008,31.4049587,0.0064977,-0.4184205,4.0000000,-0.6294891,1.0278744,13.3803310,-0.2073519,0.7897470
56,-12,-7.777064971150471,21.908088727536477,-12.6283770,0.0029752,38.0165291,0.0055388,-0.4672435,4.0000000,-0.6898388,1.0266750,13.0943985,-0.2446481,0.9832043
57,-12,-7.769608331150471,21.908088727536477,-12.6294336,0.0040496,44.6280975,0.0013132,-0.5090327,4.0000000,-0.7478923,1.0254302,12.7921572,-0.2701731,1.1710979
58,-12,-7.762151691150471,21.908088727536477,-12.6304312,-0.0049587,1.6528926,-0.0067709,-0.5401345,4.0000000,-0.8030837,1.0241928,12.4824362,-0.2771852,1.3298936
59,-12,-7.754695051150471,21.908088727536477,-12.6313648,-0.0040496,3.3057852,-0.0196187,-0.5655912,4.0000000,-0.8614314,1.0229837,12.1711130,-0.2697510,1.4786246
60,-12,-7.747238411150471,21.908088727536477,-12.6322317,-0.0032231,4.9586778,-0.0347930,-0.5851599,4.0000000,-0.9215978,1.0218115,11.8610964,-0.2487219,1.6069976
61,-12,-7.739781771150471,21.908088727536477,-12.6330280,-0.0024793,6.6115704,-0.0520532,-0.5992423,4.0000000,-0.9845225,1.0206885,11.5585623,-0.2139619,1.7140436
62,-12,-7.732325131150471,21.908088727536477,-12.6337509,-0.0017355,9.0909090,-0.0717626,-0.6073985,4.0000000,-1.0460976,1.0196404,11.2672157,-0.1686992,1.7961217
63,-12,-7.724868491150471,21.908088727536477,-12.6344004,-0.0009917,11.5702477,-0.0940143,-0.6114691,4.0000000,-1.1084058,1.0186729,10.9891176,-0.1145324,1.8623401
64,-12,-7.717411851150471,21.908088727536477,-12.6349745,-0.0003306,14.0495872,-0.1166579,-0.6117172,4.0000000,-1.1678820,1.0177828,10.7282457,-0.0555523,1.9089683
65,-12,-7.709955211150471,21.908088727536477,-12.6354713,0.0002479,16.5289249,-0.1395080,-0.6062962,4.0000000,-1.2172997,1.0169781,10.4875383,0.0047072,1.9256612
66,-12,-7.702498571150471,21.908088727536477,-12.6358919,0.0008264,19.0082645,-0.1648271,-0.5966085,4.0000000,-1.2569035,1.0162642,10.2669239,0.0636866,1.9255197
67,-12,-7.695041931150471,21.908088727536477,-12.6362362,0.0013223,21.4876041,-0.1882741,-0.5831807,4.0000000,-1.2811131,1.0156336,10.0687437,0.1147517,1.9028360
68,-12,-7.687585291150471,21.908088727536477,-12.6365042,0.0017355,23.1404953,-0.2111353,-0.5643676,4.0000000,-1.2846013,1.0150834,9.8939056,0.1558662,1.8536346
69,-12,-7.680128651150471,21.908088727536477,-12.6366987,0.0020661,24.7933884,-0.2348333,-0.5392261,4.0000000,-1.2642075,1.0146151,9.7409506,0.1857553,1.7792473
70,-12,-7.672672011150471,21.908088727536477,-12.6368208,0.0023140,25.6198349,-0.2549647,-0.5073179,4.0000000,-1.2152871,1.0142192,9.6089344,0.2006513,1.6725301
71,-12,-7.665215371150471,21.908088727536477,-12.6368723,0.0023967,25.6198349,-0.2712955,-0.4705133,5.0000000,-1.1418195,1.0138816,9.4950666,0.2007930,1.5465205
72,-12,-7.836718091150471,21.900632087536476,-12.6200275,-0.0049587,4.9586778,-0.0565709,0.0557332,4.0000000,-0.0491854,1.0319256,14.3044500,0.1606518,0.1408159
73,-12,-7.829261451150471,21.900632087536476,-12.6212893,-0.0035537,8.2644625,-0.0375039,-0.0305381,4.0000000,-0.1707878,1.0319213,14.3040276,0.1097116,0.0906260
74,-12,-7.821804811150471,21.900632087536476,-12.6225557,-0.0023140,11.5702477,-0.0161724,-0.1152381,4.0000000,-0.2782205,1.0316697,14.2477951,0.0477442,0.1023397
75,-12,-7.814348171150471,21.900632087536476,-12.6238165,-0.0011570,15.7024794,0.0053942,-0.1939801,4.0000000,-0.3713194,1.0311939,14.1407042,-0.0166409,0.1679041
76,-12,-7.806891531150471,21.900632087536476,-12.6250629,-0.0000826,20.6611576,0.0274755,-0.2686771,4.0000000,-0.4519874,1.0305153,13.9874592,-0.0853669,0.2775302
77,-12,-7.799434891150471,21.900632087536476,-12.6262856,0.0009917,26.4462814,0.0476740,-0.3382658,4.0000000,-0.5246676,1.0296634,13.7960377,-0.1518640,0.4245448
78,-12,-7.791978251150471,21.900632087536476,-12.6274757,0.0020661,33.0578499,0.0642792,-0.3994548,4.0000000,-0.5888389,1.0286674,13.5660629,-0.2100707,0.5906690
79,-12,-7.784521611150471,21.900632087536476,-12.6286249,0.0032231,39.6694221,0.0777113,-0.4551483,4.0000000,-0.6490127,1.0275759,13.3111744,-0.2612840,0.7729543
80,-12,-7.777064971150471,21.900632087536476,-12.6297283,0.0043802,47.1074371,0.0867006,-0.5033993,4.0000000,-0.7057770,1.0264192,13.0337181,-0.3010216,0.9572209
81,-12,-7.769608331150471,21.900632087536476,-12.6307774,-0.0045455,3.3057852,0.0924051,-0.5464486,4.0000000,-0.7625046,1.0252223,12.7407417,-0.3303927,1.1424601
82,-12,-7.762151691150471,21.900632087536476,-12.6317682,-0.0035537,4.9586778,0.0919418,-0.5783712,4.0000000,-0.8145891,1.0240301,12.4394350,-0.3421534,1.2987541
83,-12,-7.754695051150471,21.900632087536476,-12.6326971,-0.0026446,7.4380164,0.0888752,-0.6076636,4.0000000,-0.8734421,1.0228506,12.1372728,-0.3418851,1.4552045
84,-12,-7.747238411150471,21.900632087536476,-12.6335583,-0.0018182,9.9173555,0.0795960,-0.6287119,4.0000000,-0.9326386,1.0217037,11.8354225,-0.3247851,1.5863382
85,-12,-7.739781771150471,21.900632087536476,-12.6343498,-0.0009917,12.3966942,0.0687173,-0.6454720,4.0000000,-0.9951050,1.0206157,11.5388422,-0.2958391,1.7002125
86,-12,-7.732325131150471,21.900632087536476,-12.6350689,-0.0001653,15.7024794,0.0531254,-0.6562621,4.0000000,-1.0578663,1.0195997,11.2550859,-0.2546578,1.7922665
87,-12,-7.724868491150471,21.900632087536476,-12.6357145,0.0005785,19.0082645,0.0363157,-0.6639194,4.0000000,-1.1220235,1.0186518,10.9843559,-0.2058154,1.8697141
88,-12,-7.717411851150471,21.900632087536476,-12.6362829,0.0012397,22.3140488,0.0145851,-0.6646838,4.0000000,-1.1803440,1.0177835,10.7305136,-0.1490237,1.9179863
89,-12,-7.709955211150471,21.900632087536476,-12.6367750,0.0018182,25.6198349,-0.0060818,-0.6618918,4.0000000,-1.2318122,1.0170054,10.4958515,-0.0919714,1.9431916
90,-12,-7.702498571150471,21.900632087536476,-12.6371899,0.0023140,28.0991745,-0.0304017,-0.6545798,4.0000000,-1.2734112,1.0163121,10.2836390,-0.0357484,1.9503773
91,-12,-7.695041931150471,21.900632087536476,-12.6375275,0.0027273,30.5785122,-0.0570624,-0.6413770,4.0000000,-1.2984933,1.0157063,10.0936136,0.0157393,1.9297268
92,-12,-7.687585291150471,21.900632087536476,-12.6377878,0.0030579,32.2314034,-0.0839113,-0.6223323,4.0000000,-1.3018380,1.0151844,9.9249821,0.0571734,1.8787739
93,-12,-7.680128651150471,21.900632087536476,-12.6379728,0.0033058,33.8842964,-0.1112381,-0.5978838,4.0000000,-1.2824993,1.0147392,9.7820549,0.0867316,1.8036356
94,-12,-7.672672011150471,21.900632087536476,-12.6380844,0.0034711,34.7107430,-0.1410041,-0.5635589,4.0000000,-1.2327760,1.0143688,9.6603975,0.1056582,1.6899606
95,-12,-7.665215371150471,21.900632087536476,-12.6381245,0.0034711,34.7107430,-0.1695444,-0.5226573,5.0000000,-1.1574386,1.0140665,9.5585890,0.1121239,1.5539297
96,-12,-7.657758731150471,21.900632087536476,-12.6380978,0.0034711,34.7107430,-0.1949413,-0.4761118,4.0000000,-1.0594636,1.0138156,9.4741020,0.1072400,1.4025294
97,-12,-7.650302091150471,21.900632087536476,-12.6380072,0.0033884,33.8842964,-0.2160577,-0.4238853,4.0000000,-0.9428161,1.0136064,9.4037485,0.0950454,1.2403105
98,-12,-7.836718091150471,21.893175447536478,-12.6214485,-0.0034711,8.2644625,-0.0756329,-0.0062457,4.0000000,-0.1091552,1.0314425,14.1981888,0.0966639,0.1716550
99,-12,-7.829261451150471,21.893175447536478,-12.6227016,-0.0021488,12.3966942,-0.0410151,-0.0867508,4.0000000,-0.2215399,1.0314126,14.1900368,0.0480382,0.1303249
100,-12,-7.821804811150471,21.893175447536478,-12.6239576,-0.0009917,16.5289249,-0.0047381,-0.1663911,4.0000000,-0.3204543,1.0311481,14.1310816,-0.0123278,0.1432927
101,-12,-7.814348171150471,21.893175447536478,-12.6252089,0.0000826,21.4876041,0.0304835,-0.2409754,4.0000000,-0.4063771,1.0306764,14.0242395,-0.0755736,0.2046020
102,-12,-7.806891531150471,21.893175447536478,-12.6264448,0.0011570,27.2727280,0.0641832,-0.3114163,4.0000000,-0.4823532,1.0300089,13.8748875,-0.1404794,0.3068963
103,-12,-7.799434891150471,21.893175447536478,-12.6276560,0.0022314,33.8842964,0.0957731,-0.3776976,4.0000000,-0.5500271,1.0291854,13.6863832,-0.2053681,0.4428518
104,-12,-7.791978251150471,21.893175447536478,-12.6288366,0.0033884,41.3223152,0.1235950,-0.4376441,4.0000000,-0.6105841,1.0282284,13.4635344,-0.2647040,0.5997714
105,-12,-7.784521611150471,21.893175447536478,-12.6299772,0.0046281,48.7603302,0.1467176,-0.4918558,4.0000000,-0.6665603,1.0271754,13.2154350,-0.3171513,0.7720944
106,-12,-7.777064971150471,21.893175447536478,-12.6310720,-0.0042149,4.1322312,0.1661741,-0.5407062,4.0000000,-0.7204247,1.0260611,12.9471006,-0.3609877,0.9510844
107,-12,-7.769608331150471,21.893175447536478,-12.6321154,-0.0031405,6.6115704,0.1803350,-0.5836015,4.0000000,-0.7757040,1.0249047,12.6607780,-0.3914991,1.1307231
108,-12,-7.762151691150471,21.893175447536478,-12.6331005,-0.0021488,9.0909090,0.1895363,-0.6177263,4.0000000,-0.8268545,1.0237429,12.3680544,-0.4085981,1.2879506
109,-12,-7.754695051150471,21.893175447536478,-12.6340237,-0.0012397,12.3966942,0.1944471,-0.6487554,4.0000000,-0.8848354,1.0225968,12.0715742,-0.4126753,1.4467890
110,-12,-7.747238411150471,21.893175447536478,-12.6348810,-0.0004132,15.7024794,0.1967377,-0.6748539,4.0000000,-0.9448819,1.0214841,11.7758226,-0.4048259,1.5898904
111,-12,-7.739781771150471,21.893175447536478,-12.6356688,0.0004132,19.0082645,0.1941576,-0.6945400,4.0000000,-1.0066597,1.0204241,11.4856758,-0.3824204,1.7101982
112,-12,-7.732325131150471,21.893175447536478,-12.6363850,0.0012397,23.1404953,0.1860151,-0.7082360,4.0000000,-1.0697385,1.0194286,11.2079344,-0.3467336,1.8088450
113,-12,-7.724868491150471,21.893175447536478,-12.6370258,0.0019835,27.2727280,0.1762659,-0.7190481,4.0000000,-1.1343054,1.0185008,10.9416752,-0.3037908,1.8943937
114,-12,-7.717411851150471,21.893175447536478,-12.6375914,0.0026446,31.4049587,0.1618838,-0.7234451,4.0000000,-1.1933682,1.0176561,10.6917086,-0.2535220,1.9502162
115,-12,-7.709955211150471,21.893175447536478,-12.6380796,0.0031405,34.7107430,0.1427120,-0.7225799,4.0000000,-1.2456502,1.0168983,10.4635906,-0.1995096,1.9833461
116,-12,-7.702498571150471,21.893175447536478,-12.6384888,0.0035537,37.1900826,0.1203006,-0.7174286,4.0000000,-1.2885733,1.0162269,10.2571383,-0.1462840,1.9965088
117,-12,-7.695041931150471,21.893175447536478,-12.6388206,0.0038843,39.6694221,0.0923839,-0.7049454,4.0000000,-1.3142496,1.0156434,10.0731964,-0.0956413,1.9763230
118,-12,-7.687585291150471,21.893175447536478,-12.6390743,0.0041322,41.3223152,0.0600706,-0.6849050,4.0000000,-1.3176620,1.0151476,9.9152842,-0.0521480,1.9214637
119,-12,-7.680128651150471,21.893175447536478,-12.6392508,0.0042975,42.9752083,0.0262195,-0.6596943,4.0000000,-1.2992072,1.0147382,9.7816982,-0.0201814,1.8433845
120,-12,-7.672672011150471,21.893175447536478,-12.6393528,0.0043802,43.8016510,-0.0121211,-0.6241046,4.0000000,-1.2504811,1.0144074,9.6724758,0.0022718,1.7236335
121,-12,-7.665215371150471,21.893175447536478,-12.6393824,0.0043802,43.8016510,-0.0521260,-0.5800092,5.0000000,-1.1748883,1.0141460,9.5867119,0.0148699,1.5754457
122,-12,-7.657758731150471,21.893175447536478,-12.6393433,0.0043802,43.8016510,-0.0895159,-0.5295544,4.0000000,-1.0763482,1.0139453,9.5193844,0.0172395,1.4093528
123,-12,-7.650302091150471,21.893175447536478,-12.6392403,0.0042975,42.9752083,-0.1245822,-0.4724805,4.0000000,-0.9585294,1.0137876,9.4650660,0.0135684,1.2334572
124,-12,-7.642845451150471,21.893175447536478,-12.6390781,0.0041322,41.3223152,-0.1545108,-0.4085117,4.0000000,-0.8254160,1.0136527,9.4207249,0.0083926,1.0508581
125,-12,-7.844174731150471,21.885718807536477,-12.6216240,-0.0032231,8.2644625,-0.1305506,0.0183782,4.0000000,-0.0404574,1.0306584,14.0238743,0.0772138,0.2959400
126,-12,-7.836718091150471,21.885718807536477,-12.6228552,-0.0020661,12.3966942,-0.0860855,-0.0593936,4.0000000,-0.1599886,1.0308356,14.0623493,0.0412014,0.2120908
127,-12,-7.829261451150471,21.885718807536477,-12.6240997,-0.0008264,17.3553715,-0.0408401,-0.1352830,4.0000000,-0.2646052,1.0307865,14.0503588,-0.0059608,0.1798442
128,-12,-7.821804811150471,21.885718807536477,-12.6253462,0.0002479,22.3140488,0.0064856,-0.2100699,4.0000000,-0.3560306,1.0305151,13.9888926,-0.0641091,0.1930788
129,-12,-7.814348171150471,21.885718807536477,-12.6265860,0.0013223,28.0991745,0.0521888,-0.2811612,4.0000000,-0.4360563,1.0300487,13.8839540,-0.1262662,0.2505504
130,-12,-7.806891531150471,21.885718807536477,-12.6278114,0.0023967,34.7107430,0.0966176,-0.3494671,4.0000000,-0.5080174,1.0294032,13.7366915,-0.1909169,0.3466298
131,-12,-7.799434891150471,21.885718807536477,-12.6290140,0.0035537,42.1487617,0.1389187,-0.4142830,4.0000000,-0.5723932,1.0286084,13.5527849,-0.2561727,0.4748383
132,-12,-7.791978251150471,21.885718807536477,-12.6301851,-0.0052066,2.4793389,0.1756643,-0.4718300,4.0000000,-0.6280585,1.0276848,13.3361835,-0.3156014,0.6202822
133,-12,-7.784521611150471,21.885718807536477,-12.6313171,-0.0039669,4.9586778,0.2098461,-0.5266145,4.0000000,-0.6826801,1.0266750,13.0962496,-0.3705489,0.7864558
134,-12,-7.777064971150471,21.885718807536477,-12.6324053,-0.0028099,7.4380164,0.2395109,-0.5760507,4.0000000,-0.7348323,1.0255980,12.8333244,-0.4172691,0.9601501
135,-12,-7.769608331150471,21.885718807536477,-12.6334410,-0.0017355,10.7438021,0.2637795,-0.6202195,4.0000000,-0.7888598,1.0244765,12.5541124,-0.4515791,1.1372797
136,-12,-7.762151691150471,21.885718807536477,-12.6344213,-0.0008264,14.0495872,0.2833886,-0.6572453,4.0000000,-0.8406917,1.0233440,12.2670374,-0.4737988,1.2990235
137,-12,-7.754695051150471,21.885718807536477,-12.6353397,0.0000826,18.1818180,0.3007111,-0.6921599,4.0000000,-0.8986675,1.0222299,11.9752989,-0.4856524,1.4644817
138,-12,-7.747238411150471,21.885718807536477,-12.6361942,0.0009091,22.3140488,0.3125626,-0.7202657,4.0000000,-0.9573194,1.0211444,11.6827850,-0.4832120,1.6088479
139,-12,-7.739781771150471,21.885718807536477,-12.6369781,0.0017355,26.4462814,0.3196415,-0.7433627,4.0000000,-1.0187377,1.0201027,11.3976250,-0.4679876,1.7377707
140,-12,-7.732325131150471,21.885718807536477,-12.6376915,0.0025620,31.4049587,0.3240651,-0.7626261,4.0000000,-1.0829376,1.0191256,11.1213436,-0.4423145,1.8515142
141,-12,-7.724868491150471,21.885718807536477,-12.6383305,0.0033058,36.3636360,0.3217403,-0.7763866,4.0000000,-1.1473999,1.0182145,10.8567457,-0.4053732,1.9458354
142,-12,-7.717411851150471,21.885718807536477,-12.6388922,0.0038843,40.4958687,0.3153351,-0.7839528,4.0000000,-1.2060708,1.0173846,10.6115284,-0.3618349,2.0081646
143,-12,-7.709955211150471,21.885718807536477,-12.6393766,0.0042975,43.8016510,0.3009171,-0.7855253,4.0000000,-1.2584854,1.0166461,10.3872852,-0.3125652,2.0473552
144,-12,-7.702498571150471,21.885718807536477,-12.6397829,0.0046281,46.2809906,0.2823751,-0.7827888,4.0000000,-1.3024961,1.0159999,10.1849861,-0.2630814,2.0660584
145,-12,-7.695041931150471,21.885718807536477,-12.6401091,-0.0051240,0.0000000,0.2550571,-0.7712707,4.0000000,-1.3273780,1.0154417,10.0088615,-0.2151633,2.0444472
146,-12,-7.687585291150471,21.885718807536477,-12.6403570,-0.0049587,0.0000000,0.2202455,-0.7519037,4.0000000,-1.3318647,1.0149784,9.8606110,-0.1719425,1.9886024
147,-12,-7.680128651150471,21.885718807536477,-12.6405268,-0.0047934,0.0000000,0.1778657,-0.7244661,4.0000000,-1.3134764,1.0146078,9.7386265,-0.1354558,1.9012083
