OID_,ClipsFinal_DEM_Large_S3_RegF3,X,Y,DEM_Large_S5_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
11,-13,-5.756315531150472,21.065488407536481,-13.0217009,-0.0037190,3.3057852,-0.6313942,-0.1281070,4.0000000,-0.7867634,1.0201207,11.4046345,0.5305495,1.4541026
12,-13,-5.748858891150471,21.065488407536481,-13.0221024,-0.0033884,4.1322312,-0.6500256,-0.1341475,4.0000000,-0.8644350,1.0197148,11.2918463,0.5961401,1.5010982
13,-13,-5.741402251150472,21.065488407536481,-13.0224466,-0.0030579,4.9586778,-0.6735851,-0.1367881,4.0000000,-0.9252728,1.0192710,11.1653519,0.6516967,1.5537809
14,-13,-5.733945611150471,21.065488407536481,-13.0227346,-0.0028099,5.7851238,-0.7015895,-0.1343360,4.0000000,-0.9674657,1.0188075,11.0307550,0.6987937,1.6086849
15,-13,-5.726488971150472,21.065488407536481,-13.0229645,-0.0025620,6.6115704,-0.7314172,-0.1277186,4.0000000,-0.9907919,1.0183258,10.8896761,0.7353548,1.6616054
16,-13,-5.719032331150471,21.065488407536481,-13.0231380,-0.0023140,7.4380164,-0.7539952,-0.1152972,4.0000000,-0.9897398,1.0178422,10.7467747,0.7591454,1.6920339
17,-13,-5.711575691150472,21.065488407536481,-13.0232544,-0.0021488,8.2644625,-0.7668887,-0.0962960,4.0000000,-0.9643012,1.0173757,10.6042557,0.7717091,1.6962360
18,-13,-5.704119051150471,21.065488407536481,-13.0233154,-0.0020661,8.2644625,-0.7648308,-0.0694572,4.0000000,-0.9139125,1.0169284,10.4677114,0.7749980,1.6657989
19,-13,-5.696662411150472,21.065488407536481,-13.0233240,-0.0020661,7.4380164,-0.7473634,-0.0382276,5.0000000,-0.8459181,1.0165099,10.3400602,0.7694628,1.6072084
20,-13,-5.853251851150471,21.058031767536480,-13.0128727,-0.0020661,10.7438021,-1.2277408,-0.1984641,5.0000000,0.5814065,1.0236580,12.3395996,-0.9783347,2.8388803
21,-13,-5.845795211150472,21.058031767536480,-13.0139971,-0.0009091,14.8760328,-1.1671185,-0.1925187,4.0000000,0.4758340,1.0234307,12.2832413,-0.8608713,2.6984165
22,-13,-5.778685451150471,21.058031767536480,-13.0216122,-0.0037190,4.1322312,-0.6211497,-0.1665389,4.0000000,-0.5609527,1.0220758,11.9382811,0.2278749,1.4898596
23,-13,-5.771228811150472,21.058031767536480,-13.0221853,-0.0032231,5.7851238,-0.6072974,-0.1726568,4.0000000,-0.6629614,1.0217909,11.8618612,0.3176477,1.4706097
24,-13,-5.763772171150471,21.058031767536480,-13.0227022,-0.0027273,7.4380164,-0.6045605,-0.1797281,4.0000000,-0.7594066,1.0214573,11.7715130,0.3999504,1.4771123
25,-13,-5.756315531150472,21.058031767536480,-13.0231619,-0.0022314,9.0909090,-0.6140368,-0.1854355,4.0000000,-0.8465203,1.0210758,11.6691437,0.4756493,1.5077688
26,-13,-5.748858891150471,21.058031767536480,-13.0235624,-0.0018182,10.7438021,-0.6330188,-0.1886512,4.0000000,-0.9209462,1.0206550,11.5536404,0.5436437,1.5541712
27,-13,-5.741402251150472,21.058031767536480,-13.0239029,-0.0014050,12.3966942,-0.6553819,-0.1866066,4.0000000,-0.9753861,1.0202128,11.4306679,0.6021729,1.5977457
28,-13,-5.733945611150471,21.058031767536480,-13.0241842,-0.0010744,14.0495872,-0.6820219,-0.1806675,4.0000000,-1.0117800,1.0197557,11.3013153,0.6504449,1.6430156
29,-13,-5.726488971150472,21.058031767536480,-13.0244055,-0.0007438,15.7024794,-0.7067786,-0.1696707,4.0000000,-1.0259879,1.0192907,11.1681614,0.6866465,1.6754010
30,-13,-5.719032331150471,21.058031767536480,-13.0245657,-0.0004959,16.5289249,-0.7255664,-0.1521621,4.0000000,-1.0155737,1.0188287,11.0352869,0.7112495,1.6856999
31,-13,-5.711575691150472,21.058031767536480,-13.0246687,-0.0003306,17.3553715,-0.7358473,-0.1257108,4.0000000,-0.9789397,1.0183846,10.9054766,0.7275180,1.6688652
32,-13,-5.704119051150471,21.058031767536480,-13.0247145,-0.0002479,17.3553715,-0.7336021,-0.0930689,5.0000000,-0.9205890,1.0179660,10.7816133,0.7344513,1.6254799
33,-13,-5.696662411150472,21.058031767536480,-13.0247059,-0.0002479,16.5289249,-0.7135204,-0.0544188,4.0000000,-0.8419792,1.0175796,10.6650572,0.7331415,1.5499738
34,-13,-5.883078411150471,21.050575127536479,-13.0087767,0.0037190,39.6694221,-1.2128491,-0.1862240,4.0000000,0.8518690,1.0269485,13.1533251,-1.2243170,2.8098986
35,-13,-5.875621771150472,21.050575127536479,-13.0101795,-0.0047934,4.9586778,-1.2372743,-0.2106526,4.0000000,0.7962113,1.0264777,13.0406084,-1.2175165,2.8981874
36,-13,-5.868165131150471,21.050575127536479,-13.0115252,-0.0033884,8.2644625,-1.2404622,-0.2278721,4.0000000,0.7260773,1.0260504,12.9357176,-1.1818215,2.9330451
37,-13,-5.860708491150472,21.050575127536479,-13.0128145,-0.0021488,11.5702477,-1.2188182,-0.2390334,4.0000000,0.6394790,1.0256649,12.8431797,-1.1175458,2.9057865
38,-13,-5.853251851150471,21.050575127536479,-13.0140429,-0.0009091,15.7024794,-1.1782539,-0.2446661,5.0000000,0.5388194,1.0253181,12.7585344,-1.0281515,2.8284509
39,-13,-5.845795211150472,21.050575127536479,-13.0152130,0.0002479,20.6611576,-1.1186628,-0.2456088,4.0000000,0.4287862,1.0250250,12.6879272,-0.9200039,2.7014687
40,-13,-5.838338571150471,21.050575127536479,-13.0163221,0.0013223,25.6198349,-1.0487833,-0.2430826,4.0000000,0.3110999,1.0247797,12.6273556,-0.7972651,2.5459287
41,-13,-5.830881931150472,21.050575127536479,-13.0173721,0.0023140,31.4049587,-0.9748335,-0.2388684,4.0000000,0.1905225,1.0245663,12.5740042,-0.6682591,2.3786643
42,-13,-5.823425291150471,21.050575127536479,-13.0183620,0.0033058,37.1900826,-0.8973207,-0.2327909,4.0000000,0.0700773,1.0243709,12.5287266,-0.5356591,2.2003658
43,-13,-5.815968651150472,21.050575127536479,-13.0192938,0.0042975,43.8016510,-0.8218423,-0.2281880,4.0000000,-0.0504500,1.0241987,12.4854183,-0.4059260,2.0296822
44,-13,-5.808512011150471,21.050575127536479,-13.0201683,-0.0048760,2.4793389,-0.7544724,-0.2255382,4.0000000,-0.1711000,1.0240251,12.4418545,-0.2799765,1.8807510
45,-13,-5.801055371150472,21.050575127536479,-13.0209846,-0.0041322,4.1322312,-0.6934189,-0.2244307,4.0000000,-0.2895138,1.0238287,12.3933973,-0.1593476,1.7485704
46,-13,-5.793598731150471,21.050575127536479,-13.0217428,-0.0034711,5.7851238,-0.6427437,-0.2246873,4.0000000,-0.4035314,1.0236083,12.3387117,-0.0458431,1.6416223
47,-13,-5.786142091150472,21.050575127536479,-13.0224438,-0.0028926,7.4380164,-0.6046739,-0.2267883,4.0000000,-0.5137607,1.0233592,12.2744484,0.0601842,1.5657438
48,-13,-5.778685451150471,21.050575127536479,-13.0230865,-0.0022314,9.9173555,-0.5810382,-0.2330815,4.0000000,-0.6228482,1.0230711,12.1993475,0.1566852,1.5300105
49,-13,-5.771228811150472,21.050575127536479,-13.0236712,-0.0016529,12.3966942,-0.5684851,-0.2391616,4.0000000,-0.7251180,1.0227391,12.1135321,0.2467948,1.5180593
50,-13,-5.763772171150471,21.050575127536479,-13.0241947,-0.0010744,14.8760328,-0.5679645,-0.2434011,4.0000000,-0.8185852,1.0223702,12.0168905,0.3317829,1.5281030
51,-13,-5.756315531150472,21.050575127536479,-13.0246572,-0.0004959,17.3553715,-0.5766290,-0.2474790,4.0000000,-0.9027454,1.0219711,11.9113836,0.4077873,1.5572741
52,-13,-5.748858891150471,21.050575127536479,-13.0250578,0.0000000,19.8347111,-0.5936174,-0.2476702,4.0000000,-0.9723437,1.0215473,11.7964039,0.4770033,1.5948478
53,-13,-5.741402251150472,21.050575127536479,-13.0253963,0.0004132,21.4876041,-0.6142890,-0.2428606,4.0000000,-1.0217222,1.0211070,11.6752186,0.5360010,1.6279124
54,-13,-5.733945611150471,21.050575127536479,-13.0256710,0.0007438,23.1404953,-0.6398754,-0.2327394,4.0000000,-1.0516804,1.0206538,11.5520668,0.5862016,1.6592650
55,-13,-5.726488971150472,21.050575127536479,-13.0258837,0.0010744,24.7933884,-0.6624884,-0.2175797,4.0000000,-1.0588335,1.0202024,11.4273052,0.6236741,1.6736954
56,-13,-5.719032331150471,21.050575127536479,-13.0260334,0.0013223,25.6198349,-0.6806263,-0.1938008,4.0000000,-1.0393742,1.0197700,11.3038683,0.6517726,1.6637174
57,-13,-5.711575691150472,21.050575127536479,-13.0261230,0.0014876,26.4462814,-0.6894165,-0.1627400,4.0000000,-0.9951730,1.0193588,11.1870327,0.6696929,1.6267873
58,-13,-5.704119051150471,21.050575127536479,-13.0261545,0.0015702,26.4462814,-0.6859897,-0.1247898,5.0000000,-0.9288323,1.0189773,11.0782347,0.6792527,1.5636405
59,-13,-5.696662411150472,21.050575127536479,-13.0261307,0.0015702,25.6198349,-0.6642838,-0.0782677,4.0000000,-0.8392239,1.0186335,10.9765987,0.6826885,1.4671218
60,-13,-5.883078411150471,21.043118487536479,-13.0097904,0.0047934,46.2809906,-1.1403698,-0.2126491,4.0000000,0.8065379,1.0287663,13.5819769,-1.2318362,2.7061512
61,-13,-5.875621771150472,21.043118487536479,-13.0112410,-0.0037190,8.2644625,-1.1637201,-0.2442869,4.0000000,0.7491975,1.0282797,13.4684505,-1.2377714,2.8120441
62,-13,-5.868165131150471,21.043118487536479,-13.0126362,-0.0023140,12.3966942,-1.1645378,-0.2682080,4.0000000,0.6768059,1.0278063,13.3578501,-1.2132218,2.8613877
63,-13,-5.860708491150472,21.043118487536479,-13.0139723,-0.0009917,16.5289249,-1.1422857,-0.2872281,4.0000000,0.5872117,1.0273622,13.2549877,-1.1616681,2.8550608
64,-13,-5.853251851150471,21.043118487536479,-13.0152483,0.0002479,21.4876041,-1.1008551,-0.3002628,5.0000000,0.4843119,1.0269518,13.1569633,-1.0848376,2.7964485
65,-13,-5.845795211150472,21.043118487536479,-13.0164614,0.0014050,27.2727280,-1.0422099,-0.3067151,4.0000000,0.3724135,1.0265809,13.0687294,-0.9858436,2.6861622
66,-13,-5.838338571150471,21.043118487536479,-13.0176125,0.0024793,33.0578499,-0.9730937,-0.3078522,4.0000000,0.2547772,1.0262520,12.9908762,-0.8704816,2.5407383
67,-13,-5.830881931150472,21.043118487536479,-13.0187016,0.0035537,39.6694221,-0.8986047,-0.3081950,4.0000000,0.1312752,1.0259489,12.9190340,-0.7476652,2.3823204
68,-13,-5.823425291150471,21.043118487536479,-13.0197277,0.0046281,46.2809906,-0.8215060,-0.3059880,4.0000000,0.0080714,1.0256746,12.8525028,-0.6200475,2.2119920
69,-13,-5.815968651150472,21.043118487536479,-13.0206919,-0.0043802,4.1322312,-0.7482116,-0.3034107,4.0000000,-0.1133747,1.0254191,12.7898378,-0.4934468,2.0493267
70,-13,-5.808512011150471,21.043118487536479,-13.0215950,-0.0035537,5.7851238,-0.6822400,-0.3011536,4.0000000,-0.2341049,1.0251571,12.7272806,-0.3682023,1.9037924
71,-13,-5.801055371150472,21.043118487536479,-13.0224361,-0.0028099,8.2644625,-0.6242768,-0.3007045,4.0000000,-0.3523670,1.0248851,12.6609468,-0.2490420,1.7804949
72,-13,-5.793598731150471,21.043118487536479,-13.0232162,-0.0020661,10.7438021,-0.5764658,-0.3009215,4.0000000,-0.4664137,1.0246000,12.5889463,-0.1354293,1.6810453
73,-13,-5.786142091150472,21.043118487536479,-13.0239353,-0.0014050,13.2231407,-0.5408102,-0.3025137,4.0000000,-0.5766803,1.0242904,12.5117264,-0.0283472,1.6117551
74,-13,-5.778685451150471,21.043118487536479,-13.0245924,-0.0006612,16.5289249,-0.5182395,-0.3059739,4.0000000,-0.6832558,1.0239495,12.4261503,0.0713080,1.5759525
75,-13,-5.771228811150472,21.043118487536479,-13.0251865,0.0000000,19.8347111,-0.5063085,-0.3094887,4.0000000,-0.7823740,1.0235790,12.3312559,0.1633966,1.5631182
76,-13,-5.763772171150471,21.043118487536479,-13.0257177,0.0006612,23.1404953,-0.5056854,-0.3128178,4.0000000,-0.8735368,1.0231858,12.2299223,0.2479011,1.5739760
77,-13,-5.756315531150472,21.043118487536479,-13.0261850,0.0013223,26.4462814,-0.5143645,-0.3152822,4.0000000,-0.9549755,1.0227740,12.1214533,0.3244110,1.6019217
78,-13,-5.748858891150471,21.043118487536479,-13.0265865,0.0018182,28.9256191,-0.5307822,-0.3126972,4.0000000,-1.0200660,1.0223433,12.0080738,0.3946716,1.6311702
79,-13,-5.741402251150472,21.043118487536479,-13.0269222,0.0022314,30.5785122,-0.5520312,-0.3029948,4.0000000,-1.0631273,1.0219028,11.8915415,0.4571378,1.6496471
80,-13,-5.733945611150471,21.043118487536479,-13.0271921,0.0025620,32.2314034,-0.5767868,-0.2903417,4.0000000,-1.0887017,1.0214686,11.7743063,0.5080183,1.6674941
81,-13,-5.726488971150472,21.043118487536479,-13.0273962,0.0028926,33.8842964,-0.6009820,-0.2695891,4.0000000,-1.0888362,1.0210482,11.6584644,0.5496580,1.6639334
82,-13,-5.719032331150471,21.043118487536479,-13.0275364,0.0031405,34.7107430,-0.6206099,-0.2406807,4.0000000,-1.0628662,1.0206479,11.5494547,0.5815048,1.6350013
83,-13,-5.711575691150472,21.043118487536479,-13.0276146,0.0033058,35.5371895,-0.6292542,-0.2045356,4.0000000,-1.0112280,1.0202769,11.4465132,0.6021568,1.5751159
84,-13,-5.704119051150471,21.043118487536479,-13.0276327,0.0033884,35.5371895,-0.6265436,-0.1612881,5.0000000,-0.9374595,1.0199404,11.3507643,0.6148832,1.4912004
85,-13,-5.696662411150472,21.043118487536479,-13.0275965,0.0033884,34.7107430,-0.6062269,-0.1083027,4.0000000,-0.8397217,1.0196351,11.2648115,0.6231163,1.3755038
86,-13,-5.689205771150471,21.043118487536479,-13.0275078,0.0033884,33.8842964,-0.5737277,-0.0534145,4.0000000,-0.7348072,1.0193599,11.1870928,0.6279781,1.2580708
87,-13,-5.883078411150471,21.035661847536481,-13.0108347,-0.0041322,7.4380164,-1.0439399,-0.2468950,4.0000000,0.7462665,1.0305586,13.9906940,-1.2400565,2.5678034
88,-13,-5.875621771150472,21.035661847536481,-13.0123348,-0.0026446,11.5702477,-1.0640367,-0.2862024,4.0000000,0.6873960,1.0300430,13.8736639,-1.2598008,2.6941955
89,-13,-5.868165131150471,21.035661847536481,-13.0137777,-0.0012397,16.5289249,-1.0616850,-0.3187302,4.0000000,0.6132271,1.0295137,13.7549944,-1.2506875,2.7679510
90,-13,-5.860708491150472,21.035661847536481,-13.0151606,0.0000826,21.4876041,-1.0375446,-0.3444747,4.0000000,0.5229224,1.0290059,13.6400881,-1.2118717,2.7853537
91,-13,-5.853251851150471,21.035661847536481,-13.0164824,0.0013223,27.2727280,-0.9939156,-0.3633069,5.0000000,0.4200231,1.0285155,13.5262814,-1.1466370,2.7463427
92,-13,-5.845795211150472,21.035661847536481,-13.0177393,0.0025620,33.8842964,-0.9368231,-0.3748563,4.0000000,0.3080903,1.0280550,13.4203424,-1.0578029,2.6596651
93,-13,-5.838338571150471,21.035661847536481,-13.0189323,0.0037190,40.4958687,-0.8666478,-0.3822564,4.0000000,0.1887163,1.0276296,13.3209677,-0.9532291,2.5333731
94,-13,-5.830881931150472,21.035661847536481,-13.0200586,-0.0051240,3.3057852,-0.7948961,-0.3858588,4.0000000,0.0662738,1.0272292,13.2281256,-0.8379915,2.3928425
95,-13,-5.823425291150471,21.035661847536481,-13.0211201,-0.0039669,5.7851238,-0.7191116,-0.3847918,4.0000000,-0.0558470,1.0268625,13.1401243,-0.7137366,2.2287364
96,-13,-5.815968651150472,21.035661847536481,-13.0221167,-0.0029752,8.2644625,-0.6481040,-0.3842655,4.0000000,-0.1785959,1.0265074,13.0574741,-0.5899352,2.0774696
97,-13,-5.808512011150471,21.035661847536481,-13.0230474,-0.0021488,10.7438021,-0.5836773,-0.3841134,4.0000000,-0.2995893,1.0261613,12.9742413,-0.4686375,1.9420710
98,-13,-5.801055371150472,21.035661847536481,-13.0239143,-0.0013223,14.0495872,-0.5286853,-0.3839049,4.0000000,-0.4170083,1.0258161,12.8900204,-0.3508015,1.8272233
99,-13,-5.793598731150471,21.035661847536481,-13.0247154,-0.0004959,17.3553715,-0.4840917,-0.3823093,4.0000000,-0.5268984,1.0254620,12.8036861,-0.2377202,1.7301567
100,-13,-5.786142091150472,21.035661847536481,-13.0254517,0.0002479,20.6611576,-0.4503162,-0.3834522,4.0000000,-0.6360458,1.0250945,12.7142696,-0.1308587,1.6660327
101,-13,-5.778685451150471,21.035661847536481,-13.0261230,0.0010744,24.7933884,-0.4285882,-0.3857653,4.0000000,-0.7412132,1.0247066,12.6176205,-0.0303173,1.6319507
102,-13,-5.771228811150472,21.035661847536481,-13.0267286,0.0018182,28.9256191,-0.4177085,-0.3874640,4.0000000,-0.8372135,1.0242995,12.5142956,0.0622856,1.6187129
103,-13,-5.763772171150471,21.035661847536481,-13.0272675,0.0023967,32.2314034,-0.4162089,-0.3885167,4.0000000,-0.9243639,1.0238783,12.4075718,0.1473306,1.6229459
104,-13,-5.756315531150472,21.035661847536481,-13.0277386,0.0029752,35.5371895,-0.4262382,-0.3872819,4.0000000,-1.0007929,1.0234486,12.2973747,0.2262291,1.6434158
105,-13,-5.748858891150471,21.035661847536481,-13.0281420,0.0033884,38.0165291,-0.4429683,-0.3824040,4.0000000,-1.0621954,1.0230147,12.1842241,0.2973874,1.6645166
106,-13,-5.741402251150472,21.035661847536481,-13.0284758,0.0037190,39.6694221,-0.4651715,-0.3706144,4.0000000,-1.1023959,1.0225883,12.0734062,0.3611671,1.6728271
107,-13,-5.733945611150471,21.035661847536481,-13.0287418,0.0039669,41.3223152,-0.4924935,-0.3525893,4.0000000,-1.1216141,1.0221821,11.9649410,0.4164354,1.6719338
108,-13,-5.726488971150472,21.035661847536481,-13.0289402,0.0042149,42.9752083,-0.5197620,-0.3269115,4.0000000,-1.1163330,1.0217999,11.8627377,0.4625100,1.6494112
109,-13,-5.719032331150471,21.035661847536481,-13.0290718,0.0043802,43.8016510,-0.5409336,-0.2938223,4.0000000,-1.0848781,1.0214454,11.7668428,0.4972334,1.5981425
110,-13,-5.711575691150472,21.035661847536481,-13.0291395,0.0044628,44.6280975,-0.5532892,-0.2518567,4.0000000,-1.0267643,1.0211229,11.6782303,0.5230508,1.5158025
111,-13,-5.704119051150471,21.035661847536481,-13.0291471,0.0044628,44.6280975,-0.5550775,-0.2020938,5.0000000,-0.9462669,1.0208297,11.5981197,0.5420794,1.4111309
112,-13,-5.696662411150472,21.035661847536481,-13.0290976,0.0043802,43.8016510,-0.5390909,-0.1459162,4.0000000,-0.8454279,1.0205672,11.5271301,0.5535955,1.2811129
113,-13,-5.689205771150471,21.035661847536481,-13.0289965,0.0042975,42.9752083,-0.5116534,-0.0855091,4.0000000,-0.7348548,1.0203391,11.4634132,0.5638366,1.1513613
114,-13,-5.890535051150472,21.028205207536480,-13.0103073,-0.0046281,6.6115704,-0.8993344,-0.2289250,4.0000000,0.7248304,1.0328066,14.4851246,-1.1826802,2.2256262
115,-13,-5.883078411150471,21.028205207536480,-13.0119066,-0.0030579,10.7438021,-0.9354763,-0.2852325,4.0000000,0.6773961,1.0322871,14.3720484,-1.2478610,2.4195302
116,-13,-5.875621771150472,21.028205207536480,-13.0134535,-0.0015702,15.7024794,-0.9478859,-0.3338110,4.0000000,0.6155279,1.0317243,14.2501879,-1.2831500,2.5679336
117,-13,-5.868165131150471,21.028205207536480,-13.0149441,-0.0001653,21.4876041,-0.9352646,-0.3739490,4.0000000,0.5384247,1.0311358,14.1207771,-1.2863226,2.6565700
118,-13,-5.860708491150472,21.028205207536480,-13.0163736,0.0011570,27.2727280,-0.9056650,-0.4076328,4.0000000,0.4479426,1.0305530,13.9897728,-1.2632080,2.7017522
119,-13,-5.853251851150471,21.028205207536480,-13.0177402,0.0024793,33.8842964,-0.8585938,-0.4328065,5.0000000,0.3464330,1.0299697,13.8599052,-1.2120459,2.6892636
120,-13,-5.845795211150472,21.028205207536480,-13.0190401,0.0038017,41.3223152,-0.7999114,-0.4518581,5.0000000,0.2341870,1.0294068,13.7336960,-1.1379032,2.6355443
121,-13,-5.838338571150471,21.028205207536480,-13.0202732,-0.0049587,4.1322312,-0.7312142,-0.4628246,4.0000000,0.1174745,1.0288773,13.6136065,-1.0431237,2.5326266
122,-13,-5.830881931150472,21.028205207536480,-13.0214376,-0.0037190,6.6115704,-0.6597377,-0.4694895,4.0000000,-0.0042469,1.0283767,13.4971380,-0.9347321,2.4088550
123,-13,-5.823425291150471,21.028205207536480,-13.0225344,-0.0025620,9.9173555,-0.5875565,-0.4715306,4.0000000,-0.1249019,1.0279056,13.3885412,-0.8181594,2.2659428
124,-13,-5.815968651150472,21.028205207536480,-13.0235615,-0.0015702,13.2231407,-0.5210239,-0.4722424,4.0000000,-0.2457679,1.0274529,13.2832680,-0.6987169,2.1307251
125,-13,-5.808512011150471,21.028205207536480,-13.0245209,-0.0006612,16.5289249,-0.4585566,-0.4724073,4.0000000,-0.3642496,1.0270168,13.1802216,-0.5805650,2.0023334
126,-13,-5.801055371150472,21.028205207536480,-13.0254116,0.0002479,20.6611576,-0.4071908,-0.4708993,4.0000000,-0.4778217,1.0265864,13.0773945,-0.4639767,1.8913709
127,-13,-5.793598731150471,21.028205207536480,-13.0262346,0.0010744,24.7933884,-0.3651604,-0.4693846,4.0000000,-0.5861385,1.0261606,12.9756250,-0.3526307,1.8005594
128,-13,-5.786142091150472,21.028205207536480,-13.0269890,0.0018182,28.9256191,-0.3343848,-0.4701580,4.0000000,-0.6930416,1.0257353,12.8715925,-0.2472745,1.7437861
129,-13,-5.778685451150471,21.028205207536480,-13.0276747,0.0026446,33.8842964,-0.3145617,-0.4706929,4.0000000,-0.7947848,1.0253017,12.7646303,-0.1466009,1.7095373
130,-13,-5.771228811150472,21.028205207536480,-13.0282907,0.0033058,38.0165291,-0.3060129,-0.4684840,4.0000000,-0.8862433,1.0248555,12.6545820,-0.0507247,1.6874955
131,-13,-5.763772171150471,21.028205207536480,-13.0288372,0.0038017,41.3223152,-0.3064397,-0.4665535,4.0000000,-0.9697475,1.0244131,12.5437212,0.0366405,1.6852971
132,-13,-5.756315531150472,21.028205207536480,-13.0293140,0.0042975,44.6280975,-0.3182068,-0.4634865,4.0000000,-1.0440453,1.0239749,12.4317656,0.1170723,1.7021413
133,-13,-5.748858891150471,21.028205207536480,-13.0297194,0.0046281,47.1074371,-0.3376613,-0.4544397,4.0000000,-1.0999478,1.0235466,12.3220415,0.1910683,1.7096262
134,-13,-5.741402251150472,21.028205207536480,-13.0300531,-0.0051240,0.0000000,-0.3614849,-0.4396402,4.0000000,-1.1356958,1.0231462,12.2176981,0.2564155,1.7027342
135,-13,-5.733945611150471,21.028205207536480,-13.0303164,-0.0049587,0.0000000,-0.3889832,-0.4190529,4.0000000,-1.1510369,1.0227705,12.1199665,0.3129311,1.6822137
136,-13,-5.726488971150472,21.028205207536480,-13.0305099,-0.0047934,0.0000000,-0.4180928,-0.3898710,4.0000000,-1.1414115,1.0224251,12.0297661,0.3616695,1.6367750
137,-13,-5.719032331150471,21.028205207536480,-13.0306349,-0.0047107,0.0000000,-0.4426810,-0.3521111,4.0000000,-1.1046022,1.0221206,11.9475193,0.4003800,1.5598866
138,-13,-5.711575691150472,21.028205207536480,-13.0306950,-0.0046281,0.0000000,-0.4608062,-0.3056882,5.0000000,-1.0425347,1.0218506,11.8763771,0.4311584,1.4563406
139,-13,-5.704119051150471,21.028205207536480,-13.0306921,-0.0046281,0.0000000,-0.4689124,-0.2507889,4.0000000,-0.9575639,1.0216178,11.8140669,0.4559862,1.3299654
140,-13,-5.696662411150472,21.028205207536480,-13.0306320,-0.0047107,0.0000000,-0.4625761,-0.1885461,4.0000000,-0.8525925,1.0214217,11.7597189,0.4755004,1.1859376
141,-13,-5.689205771150471,21.028205207536480,-13.0305204,-0.0047934,0.0000000,-0.4428928,-0.1232871,4.0000000,-0.7385831,1.0212458,11.7118006,0.4920089,1.0443436
142,-13,-5.681749131150472,21.028205207536480,-13.0303631,-0.0048760,0.0000000,-0.4096273,-0.0535543,4.0000000,-0.6167952,1.0210856,11.6696215,0.5096866,0.9092004
143,-13,-5.890535051150472,21.020748567536479,-13.0113544,-0.0035537,9.9173555,-0.7857479,-0.2640510,4.0000000,0.6465195,1.0344762,14.8409090,-1.1746215,2.0492859
144,-13,-5.883078411150471,21.020748567536479,-13.0129995,-0.0019835,14.8760328,-0.8109437,-0.3272673,4.0000000,0.5968960,1.0339323,14.7255259,-1.2514306,2.2558138
145,-13,-5.875621771150472,21.020748567536479,-13.0145931,-0.0004959,20.6611576,-0.8137705,-0.3846529,4.0000000,0.5328139,1.0333188,14.5957003,-1.3021196,2.4297442
146,-13,-5.868165131150471,21.020748567536479,-13.0161295,0.0009091,27.2727280,-0.7923445,-0.4324786,4.0000000,0.4550456,1.0326561,14.4525204,-1.3200028,2.5452712
147,-13,-5.860708491150472,21.020748567536479,-13.0176048,0.0023140,33.8842964,-0.7545486,-0.4739011,4.0000000,0.3648515,1.0319724,14.3059006,-1.3126538,2.6211932
