OID_,ClipsFinal_DEM_Large_S3_RegQ1,X,Y,DEM_Large_S5_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
20,-12,-6.501979531150471,22.705949207536481,-12.5288382,0.0034711,46.2809906,-0.6545411,-0.2887840,4.0000000,-0.5455344,1.1809580,32.1592941,-0.0320335,3.4266069
21,-12,-6.494522891150471,22.705949207536481,-12.5298939,0.0044628,47.9338837,-0.5655616,-0.2913569,4.0000000,-0.6026459,1.1827391,32.2972260,0.0199321,3.1647282
22,-12,-6.487066251150471,22.705949207536481,-12.5308733,-0.0046281,30.5785122,-0.4861414,-0.2911474,4.0000000,-0.6511115,1.1842506,32.4131584,0.0688166,2.9156506
23,-12,-6.479609611150471,22.705949207536481,-12.5317745,-0.0037190,32.2314034,-0.4170817,-0.2868125,4.0000000,-0.6900123,1.1854755,32.5072098,0.1163872,2.6742678
24,-12,-6.472152971150471,22.705949207536481,-12.5325966,-0.0028099,34.7107430,-0.3581943,-0.2788394,4.0000000,-0.7185657,1.1864134,32.5785942,0.1608869,2.4409742
25,-12,-6.464696331150471,22.705949207536481,-12.5333414,-0.0020661,36.3636360,-0.3104514,-0.2656594,4.0000000,-0.7347483,1.1870480,32.6274223,0.2034294,2.2111869
26,-12,-6.591459211150471,22.698492567536480,-12.5145960,0.0000000,36.3636360,-1.5957531,0.0206959,4.0000000,0.6707370,1.1474928,29.3839436,-0.6293452,5.6213570
27,-12,-6.584002571150471,22.698492567536480,-12.5164709,0.0018182,41.3223152,-1.5475293,-0.0595604,4.0000000,0.5236022,1.1516305,29.7489223,-0.6427230,5.4507761
28,-12,-6.576545931150471,22.698492567536480,-12.5183096,0.0033884,45.4545441,-1.4789343,-0.1323609,4.0000000,0.3806839,1.1555047,30.0840511,-0.6454058,5.3013630
29,-12,-6.569089291150471,22.698492567536480,-12.5201044,-0.0048760,26.4462814,-1.3930738,-0.1950045,4.0000000,0.2477639,1.1591465,30.3927364,-0.6377729,5.1576576
30,-12,-6.561632651150471,22.698492567536480,-12.5218487,-0.0032231,30.5785122,-1.2955564,-0.2480971,4.0000000,0.1237057,1.1625665,30.6799393,-0.6198998,5.0132122
31,-12,-6.554176011150471,22.698492567536480,-12.5235367,-0.0016529,34.7107430,-1.1879079,-0.2938154,4.0000000,0.0060018,1.1657748,30.9462357,-0.5936326,4.8570948
32,-12,-6.546719371150471,22.698492567536480,-12.5251617,0.0000000,38.8429756,-1.0758529,-0.3329234,4.0000000,-0.1048242,1.1687897,31.1925755,-0.5610226,4.6961117
33,-12,-6.539262731150471,22.698492567536480,-12.5267200,0.0014876,42.1487617,-0.9579585,-0.3637321,4.0000000,-0.2056040,1.1716198,31.4203415,-0.5218601,4.5008082
34,-12,-6.531806091150471,22.698492567536480,-12.5282087,0.0028926,44.6280975,-0.8412159,-0.3887495,4.0000000,-0.2987382,1.1742568,31.6310253,-0.4787609,4.2958961
35,-12,-6.524349451150471,22.698492567536480,-12.5296240,0.0042149,47.9338837,-0.7260020,-0.4094740,4.0000000,-0.3839668,1.1766857,31.8247471,-0.4349813,4.0808120
36,-12,-6.516892811150471,22.698492567536480,-12.5309629,-0.0044628,30.5785122,-0.6139926,-0.4267768,4.0000000,-0.4631756,1.1789263,32.0000038,-0.3903781,3.8619554
37,-12,-6.509436171150471,22.698492567536480,-12.5322247,-0.0032231,33.0578499,-0.5078253,-0.4402086,4.0000000,-0.5350714,1.1809701,32.1589890,-0.3453459,3.6410058
38,-12,-6.501979531150471,22.698492567536480,-12.5334053,-0.0020661,35.5371895,-0.4069877,-0.4510384,4.0000000,-0.6015228,1.1827708,32.2988052,-0.3005539,3.4212489
39,-12,-6.494522891150471,22.698492567536480,-12.5345049,-0.0009917,38.0165291,-0.3143383,-0.4584541,4.0000000,-0.6600661,1.1843324,32.4187927,-0.2568421,3.2024384
40,-12,-6.487066251150471,22.698492567536480,-12.5355215,0.0000000,39.6694221,-0.2330213,-0.4618846,4.0000000,-0.7091280,1.1856371,32.5185165,-0.2146413,2.9877930
41,-12,-6.479609611150471,22.698492567536480,-12.5364542,0.0009091,41.3223152,-0.1643405,-0.4613210,4.0000000,-0.7492318,1.1866870,32.5993919,-0.1734103,2.7808805
42,-12,-6.472152971150471,22.698492567536480,-12.5373039,0.0018182,43.8016510,-0.1072546,-0.4567294,4.0000000,-0.7790926,1.1874932,32.6603737,-0.1343663,2.5740168
43,-12,-6.464696331150471,22.698492567536480,-12.5380697,0.0025620,45.4545441,-0.0640297,-0.4460779,4.0000000,-0.7959931,1.1880299,32.7007866,-0.0961626,2.3580999
44,-12,-6.457239691150471,22.698492567536480,-12.5387535,0.0033058,47.1074371,-0.0345076,-0.4281527,4.0000000,-0.7970663,1.1882843,32.7207108,-0.0592391,2.1227858
45,-12,-6.449783051150471,22.698492567536480,-12.5393581,0.0040496,48.7603302,-0.0188867,-0.4022219,4.0000000,-0.7800606,1.1882539,32.7186737,-0.0243832,1.8678632
46,-12,-6.442326411150471,22.698492567536480,-12.5398855,0.0046281,49.5867767,-0.0162076,-0.3675706,4.0000000,-0.7431861,1.1879288,32.6952591,0.0080448,1.5957649
47,-12,-6.434869771150471,22.698492567536480,-12.5403423,-0.0048760,31.4049587,-0.0278253,-0.3238111,4.0000000,-0.6880009,1.1872960,32.6483574,0.0403788,1.3308311
48,-12,-6.427413131150471,22.698492567536480,-12.5407352,-0.0044628,32.2314034,-0.0517672,-0.2717149,4.0000000,-0.6150752,1.1863414,32.5762062,0.0716454,1.0943247
49,-12,-6.419956491150471,22.698492567536480,-12.5410709,-0.0039669,33.0578499,-0.0878137,-0.2099589,4.0000000,-0.5237656,1.1850375,32.4767799,0.1038477,0.9082024
50,-12,-6.412499851150470,22.698492567536480,-12.5413599,-0.0034711,33.8842964,-0.1334165,-0.1379248,4.0000000,-0.4135160,1.1833496,32.3492355,0.1376664,0.7972783
51,-12,-6.591459211150471,22.691035927536479,-12.5183659,0.0036364,45.4545441,-1.3766166,-0.0720669,4.0000000,0.5961879,1.1522483,29.8027496,-0.7403217,4.8595457
52,-12,-6.584002571150471,22.691035927536479,-12.5203238,-0.0044628,26.4462814,-1.3215207,-0.1585779,4.0000000,0.4533555,1.1560271,30.1296158,-0.7705113,4.7595711
53,-12,-6.576545931150471,22.691035927536479,-12.5222435,-0.0027273,31.4049587,-1.2469342,-0.2372731,4.0000000,0.3148373,1.1595385,30.4272652,-0.7893835,4.6913342
54,-12,-6.569089291150471,22.691035927536479,-12.5241175,-0.0009091,35.5371895,-1.1557497,-0.3046029,4.0000000,0.1861626,1.1627997,30.6999454,-0.7953684,4.6282492
55,-12,-6.561632651150471,22.691035927536479,-12.5259371,0.0008264,39.6694221,-1.0537152,-0.3639888,4.0000000,0.0644559,1.1658400,30.9519558,-0.7924337,4.5713720
56,-12,-6.554176011150471,22.691035927536479,-12.5276976,0.0024793,43.8016510,-0.9413968,-0.4157000,4.0000000,-0.0513942,1.1686850,31.1846561,-0.7800059,4.5026345
57,-12,-6.546719371150471,22.691035927536479,-12.5293932,0.0041322,47.9338837,-0.8242118,-0.4607478,4.0000000,-0.1605662,1.1713445,31.3987865,-0.7609295,4.4272251
58,-12,-6.539262731150471,22.691035927536479,-12.5310192,-0.0042975,29.7520657,-0.7019753,-0.4974808,4.0000000,-0.2607222,1.1738194,31.5965652,-0.7342395,4.3159070
59,-12,-6.531806091150471,22.691035927536479,-12.5325708,-0.0028926,33.0578499,-0.5802812,-0.5283133,4.0000000,-0.3535193,1.1761009,31.7777615,-0.7031072,4.1893759
60,-12,-6.524349451150471,22.691035927536479,-12.5340452,-0.0014876,36.3636360,-0.4598529,-0.5551971,4.0000000,-0.4394621,1.1781976,31.9430904,-0.6709320,4.0534248
61,-12,-6.516892811150471,22.691035927536479,-12.5354395,-0.0000826,39.6694221,-0.3427655,-0.5773919,4.0000000,-0.5189409,1.1801099,32.0920181,-0.6358430,3.9034009
62,-12,-6.509436171150471,22.691035927536479,-12.5367517,0.0012397,42.1487617,-0.2322856,-0.5965738,4.0000000,-0.5925543,1.1818218,32.2253761,-0.6005933,3.7589269
63,-12,-6.501979531150471,22.691035927536479,-12.5379791,0.0023967,44.6280975,-0.1273135,-0.6121184,4.0000000,-0.6600856,1.1833270,32.3412285,-0.5641512,3.6052184
64,-12,-6.494522891150471,22.691035927536479,-12.5391197,0.0034711,47.1074371,-0.0314476,-0.6242206,4.0000000,-0.7201192,1.1846147,32.4400558,-0.5283219,3.4509115
65,-12,-6.487066251150471,22.691035927536479,-12.5401726,-0.0055372,29.7520657,0.0517235,-0.6311682,4.0000000,-0.7694252,1.1856804,32.5221100,-0.4929113,3.2851152
66,-12,-6.479609611150471,22.691035927536479,-12.5411367,-0.0046281,31.4049587,0.1235288,-0.6351089,4.0000000,-0.8102967,1.1865305,32.5862274,-0.4599212,3.1214876
67,-12,-6.472152971150471,22.691035927536479,-12.5420122,-0.0037190,33.0578499,0.1804768,-0.6341023,4.0000000,-0.8403354,1.1871568,32.6340904,-0.4278692,2.9500754
68,-12,-6.464696331150471,22.691035927536479,-12.5427990,-0.0028926,34.7107430,0.2230531,-0.6277901,4.0000000,-0.8577696,1.1875489,32.6640205,-0.3978105,2.7608328
69,-12,-6.457239691150471,22.691035927536479,-12.5434980,-0.0021488,36.3636360,0.2485857,-0.6138582,4.0000000,-0.8590468,1.1876978,32.6756821,-0.3686696,2.5379658
70,-12,-6.449783051150471,22.691035927536479,-12.5441113,-0.0014050,38.0165291,0.2550950,-0.5909782,4.0000000,-0.8425705,1.1876036,32.6696930,-0.3393859,2.2805884
71,-12,-6.442326411150471,22.691035927536479,-12.5446434,-0.0008264,39.6694221,0.2432301,-0.5590190,4.0000000,-0.8070174,1.1872613,32.6437759,-0.3110206,1.9944613
72,-12,-6.434869771150471,22.691035927536479,-12.5450983,-0.0003306,40.4958687,0.2128697,-0.5175583,4.0000000,-0.7520723,1.1866405,32.5967522,-0.2830443,1.6946754
73,-12,-6.427413131150471,22.691035927536479,-12.5454836,0.0000826,41.3223152,0.1650763,-0.4669444,4.0000000,-0.6793250,1.1857189,32.5283241,-0.2545638,1.4069490
74,-12,-6.419956491150471,22.691035927536479,-12.5458059,0.0004959,42.1487617,0.1007958,-0.4065063,4.0000000,-0.5882092,1.1844906,32.4354515,-0.2248034,1.1520904
75,-12,-6.412499851150470,22.691035927536479,-12.5460749,0.0009091,42.9752083,0.0222601,-0.3364618,4.0000000,-0.4783737,1.1829257,32.3158836,-0.1945498,0.9587346
76,-12,-6.405043211150470,22.691035927536479,-12.5463009,0.0012397,43.8016510,-0.0689662,-0.2586253,4.0000000,-0.3566526,1.1809945,32.1677513,-0.1605979,0.8734878
77,-12,-6.397586571150470,22.691035927536479,-12.5464973,0.0015702,44.6280975,-0.1695235,-0.1731291,4.0000000,-0.2226005,1.1786844,31.9887218,-0.1236577,0.9159371
78,-12,-6.390129931150470,22.691035927536479,-12.5466747,0.0018182,45.4545441,-0.2775503,-0.0846386,4.0000000,-0.0864966,1.1759827,31.7764206,-0.0827806,1.1195743
79,-12,-6.598915851150471,22.683579287536478,-12.5201006,-0.0047934,25.6198349,-1.1906146,-0.0611055,4.0000000,0.6586154,1.1525819,29.8323746,-0.7808265,4.2167225
80,-12,-6.591459211150471,22.683579287536478,-12.5221672,-0.0026446,30.5785122,-1.1508093,-0.1616751,4.0000000,0.5150747,1.1562444,30.1489162,-0.8384249,4.1464000
81,-12,-6.584002571150471,22.683579287536478,-12.5242033,-0.0005785,35.5371895,-1.0868992,-0.2542228,4.0000000,0.3762201,1.1596198,30.4346218,-0.8846658,4.1262317
82,-12,-6.576545931150471,22.683579287536478,-12.5261993,0.0012397,40.4958687,-1.0044633,-0.3370362,4.0000000,0.2434763,1.1627200,30.6932755,-0.9175487,4.1420898
83,-12,-6.569089291150471,22.683579287536478,-12.5281467,0.0030579,44.6280975,-0.9065567,-0.4103058,4.0000000,0.1183988,1.1655732,30.9298935,-0.9390103,4.1716032
84,-12,-6.561632651150471,22.683579287536478,-12.5300388,-0.0052066,26.4462814,-0.7971746,-0.4757315,4.0000000,-0.0005293,1.1682168,31.1457272,-0.9509338,4.2079573
85,-12,-6.554176011150471,22.683579287536478,-12.5318689,-0.0034711,30.5785122,-0.6777049,-0.5343832,4.0000000,-0.1144632,1.1706642,31.3432446,-0.9543032,4.2402973
86,-12,-6.546719371150471,22.683579287536478,-12.5336313,-0.0017355,34.7107430,-0.5535804,-0.5848314,4.0000000,-0.2210128,1.1729021,31.5224934,-0.9486498,4.2567949
87,-12,-6.539262731150471,22.683579287536478,-12.5353203,-0.0000826,38.8429756,-0.4252057,-0.6286179,4.0000000,-0.3207255,1.1749505,31.6868610,-0.9365103,4.2499804
88,-12,-6.531806091150471,22.683579287536478,-12.5369320,0.0014050,42.1487617,-0.2959054,-0.6662456,4.0000000,-0.4130663,1.1768303,31.8355293,-0.9194248,4.2191243
89,-12,-6.524349451150471,22.683579287536478,-12.5384626,0.0028926,45.4545441,-0.1702433,-0.6977358,4.0000000,-0.4987575,1.1785479,31.9692593,-0.8967141,4.1691885
90,-12,-6.516892811150471,22.683579287536478,-12.5399094,0.0042975,48.7603302,-0.0477660,-0.7251137,4.0000000,-0.5786589,1.1800911,32.0899315,-0.8715686,4.1070795
91,-12,-6.509436171150471,22.683579287536478,-12.5412693,-0.0043802,31.4049587,0.0701331,-0.7500540,4.0000000,-0.6544905,1.1814456,32.1959457,-0.8456175,4.0499945
92,-12,-6.501979531150471,22.683579287536478,-12.5425406,-0.0031405,33.8842964,0.1789971,-0.7699630,4.0000000,-0.7222440,1.1826183,32.2861404,-0.8176820,3.9760296
93,-12,-6.494522891150471,22.683579287536478,-12.5437202,-0.0019835,36.3636360,0.2771614,-0.7856075,4.0000000,-0.7816556,1.1836077,32.3618546,-0.7895595,3.8916597
94,-12,-6.487066251150471,22.683579287536478,-12.5448074,-0.0009091,38.8429756,0.3653800,-0.7975783,4.0000000,-0.8323305,1.1844037,32.4232254,-0.7628260,3.7936423
95,-12,-6.479609611150471,22.683579287536478,-12.5458012,0.0000826,40.4958687,0.4401666,-0.8052981,4.0000000,-0.8734848,1.1850040,32.4699364,-0.7371114,3.6831751
96,-12,-6.472152971150471,22.683579287536478,-12.5467014,0.0009917,42.1487617,0.4993260,-0.8081143,4.0000000,-0.9037194,1.1854113,32.5009117,-0.7125092,3.5547040
97,-12,-6.464696331150471,22.683579287536478,-12.5475082,0.0018182,43.8016510,0.5406789,-0.8050700,4.0000000,-0.9207367,1.1856232,32.5173187,-0.6894032,3.3988957
98,-12,-6.457239691150471,22.683579287536478,-12.5482216,0.0025620,45.4545441,0.5616617,-0.7945431,4.0000000,-0.9214205,1.1856484,32.5195770,-0.6676657,3.2009437
99,-12,-6.449783051150471,22.683579287536478,-12.5488453,0.0033058,47.1074371,0.5621593,-0.7762519,4.0000000,-0.9061783,1.1854808,32.5073051,-0.6463255,2.9631820
100,-12,-6.442326411150471,22.683579287536478,-12.5493813,0.0038843,48.7603302,0.5371393,-0.7468993,4.0000000,-0.8709674,1.1850957,32.4782791,-0.6228313,2.6708753
101,-12,-6.434869771150471,22.683579287536478,-12.5498352,0.0043802,49.5867767,0.4896926,-0.7080676,4.0000000,-0.8157339,1.1844704,32.4320984,-0.6004013,2.3469088
102,-12,-6.427413131150471,22.683579287536478,-12.5502129,-0.0052066,30.5785122,0.4205452,-0.6600377,4.0000000,-0.7428420,1.1835933,32.3654366,-0.5772334,2.0190423
103,-12,-6.419956491150471,22.683579287536478,-12.5505228,-0.0048760,31.4049587,0.3301052,-0.6018688,4.0000000,-0.6518912,1.1824464,32.2778664,-0.5518464,1.7055428
104,-12,-6.412499851150470,22.683579287536478,-12.5507736,-0.0045455,32.2314034,0.2195871,-0.5336345,4.0000000,-0.5424394,1.1809953,32.1669884,-0.5248297,1.4377019
105,-12,-6.405043211150470,22.683579287536478,-12.5509758,-0.0042149,33.0578499,0.0936121,-0.4575268,4.0000000,-0.4198867,1.1792088,32.0286293,-0.4951670,1.2585216
106,-12,-6.397586571150470,22.683579287536478,-12.5511417,-0.0038843,33.8842964,-0.0471519,-0.3728586,4.0000000,-0.2848648,1.1770530,31.8608799,-0.4608524,1.1963923
107,-12,-6.390129931150470,22.683579287536478,-12.5512829,-0.0036364,34.7107430,-0.1967652,-0.2839371,4.0000000,-0.1465101,1.1745195,31.6614418,-0.4213642,1.2865156
108,-12,-6.382673291150470,22.683579287536478,-12.5514135,-0.0034711,35.5371895,-0.3519288,-0.1913136,4.0000000,-0.0044565,1.1715978,31.4281006,-0.3781707,1.5304878
109,-12,-6.375216651150470,22.683579287536478,-12.5515451,-0.0032231,36.3636360,-0.5073342,-0.0977348,4.0000000,0.1308914,1.1682860,31.1601543,-0.3263611,1.9220505
110,-12,-6.367760011150470,22.683579287536478,-12.5516930,-0.0030579,36.3636360,-0.6595439,-0.0043793,4.0000000,0.2601734,1.1646302,30.8597240,-0.2689320,2.4388039
111,-12,-6.606372491150471,22.676122647536481,-12.5216856,-0.0031405,28.9256191,-0.9994324,-0.0329884,4.0000000,0.7081078,1.1526648,29.8413887,-0.7740847,3.5680556
112,-12,-6.598915851150471,22.676122647536481,-12.5238485,-0.0009917,34.7107430,-0.9730637,-0.1444271,4.0000000,0.5647583,1.1562402,30.1502018,-0.8536125,3.4937816
113,-12,-6.591459211150471,22.676122647536481,-12.5259886,0.0011570,39.6694221,-0.9224547,-0.2478804,4.0000000,0.4266192,1.1594939,30.4246826,-0.9223800,3.5004106
114,-12,-6.584002571150471,22.676122647536481,-12.5280972,0.0032231,44.6280975,-0.8497943,-0.3433741,4.0000000,0.2939464,1.1624355,30.6699791,-0.9806946,3.5653400
115,-12,-6.576545931150471,22.676122647536481,-12.5301638,-0.0048760,26.4462814,-0.7588571,-0.4315809,4.0000000,0.1662575,1.1650879,30.8903923,-1.0294193,3.6755896
116,-12,-6.569089291150471,22.676122647536481,-12.5321808,-0.0029752,31.4049587,-0.6512039,-0.5122173,4.0000000,0.0438883,1.1674963,31.0871849,-1.0683229,3.8082030
117,-12,-6.561632651150471,22.676122647536481,-12.5341396,-0.0011570,35.5371895,-0.5306842,-0.5837073,4.0000000,-0.0717028,1.1696787,31.2638149,-1.0957118,3.9387429
118,-12,-6.554176011150471,22.676122647536481,-12.5360346,0.0006612,39.6694221,-0.4019639,-0.6478764,4.0000000,-0.1820528,1.1716523,31.4227467,-1.1137002,4.0699105
119,-12,-6.546719371150471,22.676122647536481,-12.5378590,0.0024793,43.8016510,-0.2675496,-0.7053887,4.0000000,-0.2868847,1.1734225,31.5645885,-1.1238928,4.1937094
120,-12,-6.539262731150471,22.676122647536481,-12.5396070,0.0042149,47.9338837,-0.1311696,-0.7561662,4.0000000,-0.3862559,1.1750295,31.6922894,-1.1260765,4.3046284
121,-12,-6.531806091150471,22.676122647536481,-12.5412750,-0.0042149,30.5785122,0.0032584,-0.7988520,4.0000000,-0.4771639,1.1764814,31.8061848,-1.1205403,4.3805943
122,-12,-6.524349451150471,22.676122647536481,-12.5428581,-0.0027273,33.8842964,0.1371519,-0.8363488,4.0000000,-0.5634434,1.1777711,31.9089909,-1.1092541,4.4348316
123,-12,-6.516892811150471,22.676122647536481,-12.5443544,-0.0013223,37.1900826,0.2673929,-0.8689372,4.0000000,-0.6433800,1.1789130,31.9982796,-1.0944943,4.4670696
124,-12,-6.509436171150471,22.676122647536481,-12.5457592,0.0000826,40.4958687,0.3931776,-0.8988716,4.0000000,-0.7198033,1.1798937,32.0742493,-1.0779397,4.5026450
125,-12,-6.501979531150471,22.676122647536481,-12.5470715,0.0014050,42.9752083,0.5085995,-0.9234476,4.0000000,-0.7868337,1.1807014,32.1373520,-1.0600616,4.5128036
126,-12,-6.494522891150471,22.676122647536481,-12.5482883,0.0025620,45.4545441,0.6139311,-0.9444751,4.0000000,-0.8471627,1.1813529,32.1890907,-1.0417874,4.5161901
127,-12,-6.487066251150471,22.676122647536481,-12.5494080,0.0036364,47.9338837,0.7059391,-0.9601767,4.0000000,-0.8978288,1.1818578,32.2275124,-1.0225246,4.4891534
128,-12,-6.479609611150471,22.676122647536481,-12.5504293,-0.0053719,29.7520657,0.7846843,-0.9718955,4.0000000,-0.9396384,1.1821939,32.2532730,-1.0041527,4.4443707
129,-12,-6.472152971150471,22.676122647536481,-12.5513525,-0.0044628,31.4049587,0.8455727,-0.9780316,4.0000000,-0.9694179,1.1823524,32.2664909,-0.9866453,4.3664217
130,-12,-6.464696331150471,22.676122647536481,-12.5521774,-0.0036364,33.0578499,0.8871531,-0.9787135,4.0000000,-0.9857118,1.1823509,32.2667542,-0.9717151,4.2553854
131,-12,-6.457239691150471,22.676122647536481,-12.5529051,-0.0028926,33.8842964,0.9051204,-0.9716210,4.0000000,-0.9853581,1.1822124,32.2562027,-0.9578841,4.0889745
132,-12,-6.449783051150471,22.676122647536481,-12.5535374,-0.0021488,35.5371895,0.8985753,-0.9564195,4.0000000,-0.9690301,1.1819283,32.2340584,-0.9438090,3.8709803
133,-12,-6.442326411150471,22.676122647536481,-12.5540781,-0.0015702,37.1900826,0.8649631,-0.9316035,4.0000000,-0.9346694,1.1814753,32.2005348,-0.9285375,3.5951250
134,-12,-6.434869771150471,22.676122647536481,-12.5545311,-0.0010744,38.8429756,0.8018641,-0.8958407,4.0000000,-0.8796759,1.1808397,32.1518517,-0.9120055,3.2630668
135,-12,-6.427413131150471,22.676122647536481,-12.5549030,-0.0006612,39.6694221,0.7110561,-0.8496225,4.0000000,-0.8062022,1.1800014,32.0875130,-0.8930429,2.9030049
136,-12,-6.419956491150471,22.676122647536481,-12.5552025,-0.0003306,40.4958687,0.5953816,-0.7937524,4.0000000,-0.7149151,1.1789222,32.0043564,-0.8725898,2.5432205
137,-12,-6.412499851150470,22.676122647536481,-12.5554361,0.0000000,41.3223152,0.4544610,-0.7270203,4.0000000,-0.6056955,1.1775830,31.9003029,-0.8483450,2.2069833
138,-12,-6.405043211150470,22.676122647536481,-12.5556164,0.0003306,42.1487617,0.2939990,-0.6517911,4.0000000,-0.4823404,1.1759399,31.7714138,-0.8212418,1.9403006
139,-12,-6.397586571150470,22.676122647536481,-12.5557537,0.0005785,42.9752083,0.1162378,-0.5687102,4.0000000,-0.3474603,1.1739484,31.6154251,-0.7899601,1.7788335
140,-12,-6.390129931150470,22.676122647536481,-12.5558605,0.0007438,43.8016510,-0.0721837,-0.4797998,4.0000000,-0.2073907,1.1716051,31.4281349,-0.7522089,1.7493640
141,-12,-6.382673291150470,22.676122647536481,-12.5559511,0.0008264,44.6280975,-0.2698389,-0.3847982,4.0000000,-0.0615134,1.1688852,31.2083893,-0.7080830,1.8663766
142,-12,-6.375216651150470,22.676122647536481,-12.5560360,0.0009917,45.4545441,-0.4664449,-0.2896309,4.0000000,0.0798496,1.1657836,30.9556293,-0.6591114,2.1370156
143,-12,-6.367760011150470,22.676122647536481,-12.5561314,0.0010744,45.4545441,-0.6593015,-0.1919729,4.0000000,0.2167937,1.1623347,30.6693420,-0.6007395,2.5371466
144,-12,-6.360303371150470,22.676122647536481,-12.5562477,0.0011570,45.4545441,-0.8399236,-0.0987607,4.0000000,0.3367831,1.1585717,30.3520756,-0.5343046,3.0384214
145,-12,-6.606372491150471,22.668666007536480,-12.5253811,0.0004959,38.0165291,-0.8004566,-0.1109579,4.0000000,0.6035829,1.1559684,30.1272564,-0.8254987,2.8612063
146,-12,-6.598915851150471,22.668666007536480,-12.5276117,0.0026446,43.8016510,-0.7617484,-0.2245792,4.0000000,0.4663230,1.1591389,30.3953152,-0.9154814,2.8643200
147,-12,-6.591459211150471,22.668666007536480,-12.5298204,0.0048760,48.7603302,-0.6985870,-0.3312979,4.0000000,0.3335532,1.1619450,30.6301346,-0.9961490,2.9507089
