OID_,ClipsFinal_DEM_Large_S3_RegM,X,Y,DEM_Large_S5_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
17,-12,-3.496953611150472,21.468146967536480,-12.8255720,0.0006612,35.5371895,-0.0228654,0.1328193,4.0000000,-0.0622343,1.0728852,21.2524433,0.3278728,0.1361939
18,-12,-3.571520011150472,21.460690327536479,-12.8361034,0.0008264,36.3636360,-0.1468304,-0.2378738,4.0000000,-0.5209584,1.0629960,19.8319836,0.0452108,0.7088472
19,-12,-3.564063371150472,21.460690327536479,-12.8354311,0.0001653,33.8842964,-0.1338863,-0.2271937,4.0000000,-0.5283884,1.0644842,20.0535774,0.0740011,0.6559917
20,-12,-3.556606731150472,21.460690327536479,-12.8347349,-0.0005785,31.4049587,-0.1209321,-0.2133309,4.0000000,-0.5258296,1.0659235,20.2645416,0.0991677,0.5944930
21,-12,-3.549150091150472,21.460690327536479,-12.8340139,-0.0013223,28.9256191,-0.1088589,-0.1951360,4.0000000,-0.5110070,1.0672867,20.4633465,0.1207351,0.5251340
22,-12,-3.541693451150472,21.460690327536479,-12.8332682,-0.0019008,27.2727280,-0.0983958,-0.1727598,4.0000000,-0.4862761,1.0685604,20.6461830,0.1407566,0.4528957
23,-12,-3.534236811150472,21.460690327536479,-12.8324986,-0.0025620,24.7933884,-0.0888871,-0.1450083,4.0000000,-0.4497592,1.0697347,20.8136292,0.1597426,0.3771074
24,-12,-3.526780171150472,21.460690327536479,-12.8317051,-0.0033058,22.3140488,-0.0796888,-0.1127782,4.0000000,-0.4025734,1.0707905,20.9620304,0.1770170,0.3025060
25,-12,-3.519323531150472,21.460690327536479,-12.8308897,-0.0041322,19.8347111,-0.0703895,-0.0743569,4.0000000,-0.3435005,1.0717121,21.0905781,0.1947868,0.2316373
26,-12,-3.511866891150472,21.460690327536479,-12.8300562,-0.0049587,16.5289249,-0.0598310,-0.0298678,4.0000000,-0.2741825,1.0724885,21.1974487,0.2144468,0.1700945
27,-12,-3.504410251150472,21.460690327536479,-12.8292074,0.0042149,47.9338837,-0.0464445,0.0196959,4.0000000,-0.1963866,1.0731100,21.2837391,0.2357784,0.1233267
28,-12,-3.496953611150472,21.460690327536479,-12.8283482,0.0033884,44.6280975,-0.0290654,0.0722925,4.0000000,-0.1128688,1.0735698,21.3461590,0.2574537,0.0959378
29,-12,-3.571520011150472,21.453233687536478,-12.8387041,0.0034711,45.4545441,-0.1503602,-0.2915352,4.0000000,-0.5586001,1.0621262,19.7004204,-0.0244704,0.8663387
30,-12,-3.564063371150472,21.453233687536478,-12.8380604,0.0028099,42.9752083,-0.1322450,-0.2837187,4.0000000,-0.5714549,1.0637183,19.9397240,0.0040175,0.8060369
31,-12,-3.556606731150472,21.453233687536478,-12.8373919,0.0020661,40.4958687,-0.1142547,-0.2733613,4.0000000,-0.5743769,1.0652674,20.1698227,0.0276543,0.7365690
32,-12,-3.549150091150472,21.453233687536478,-12.8366957,0.0013223,38.0165291,-0.0990821,-0.2569145,4.0000000,-0.5634958,1.0667574,20.3868828,0.0496668,0.6550859
33,-12,-3.541693451150472,21.453233687536478,-12.8359728,0.0007438,36.3636360,-0.0869230,-0.2346462,4.0000000,-0.5397871,1.0681577,20.5884476,0.0704948,0.5658820
34,-12,-3.534236811150472,21.453233687536478,-12.8352232,0.0000826,33.8842964,-0.0769875,-0.2082557,4.0000000,-0.5061797,1.0694585,20.7740917,0.0896683,0.4754052
35,-12,-3.526780171150472,21.453233687536478,-12.8344469,-0.0006612,31.4049587,-0.0687546,-0.1759633,4.0000000,-0.4595883,1.0706483,20.9420090,0.1076616,0.3822420
36,-12,-3.519323531150472,21.453233687536478,-12.8336477,-0.0014876,28.9256191,-0.0615998,-0.1367184,4.0000000,-0.3996038,1.0717034,21.0888042,0.1261669,0.2898475
37,-12,-3.511866891150472,21.453233687536478,-12.8328266,-0.0023140,25.6198349,-0.0540115,-0.0911054,4.0000000,-0.3279450,1.0726093,21.2141685,0.1457341,0.2047579
38,-12,-3.504410251150472,21.453233687536478,-12.8319883,-0.0030579,23.1404953,-0.0447764,-0.0419274,4.0000000,-0.2497709,1.0733593,21.3178730,0.1659162,0.1360262
39,-12,-3.496953611150472,21.453233687536478,-12.8311367,-0.0038843,20.6611576,-0.0323836,0.0120661,4.0000000,-0.1630895,1.0739534,21.3988647,0.1872217,0.0861875
40,-12,-3.489496971150472,21.453233687536478,-12.8302774,-0.0046281,18.1818180,-0.0161696,0.0682831,4.0000000,-0.0721184,1.0743822,21.4569244,0.2086846,0.0612642
41,-12,-3.578976651150472,21.445777047536478,-12.8418770,-0.0032231,19.8347111,-0.1770702,-0.3471979,4.0000000,-0.5712608,1.0593140,19.2697639,-0.1231349,1.1014059
42,-12,-3.571520011150472,21.445777047536478,-12.8412905,-0.0038017,18.1818180,-0.1526958,-0.3433628,4.0000000,-0.5947747,1.0610265,19.5338860,-0.0919510,1.0401400
43,-12,-3.564063371150472,21.445777047536478,-12.8406782,-0.0044628,16.5289249,-0.1280337,-0.3386542,4.0000000,-0.6130811,1.0627168,19.7900276,-0.0642272,0.9733769
44,-12,-3.556606731150472,21.445777047536478,-12.8400383,-0.0051240,14.8760328,-0.1062401,-0.3300542,4.0000000,-0.6203653,1.0643739,20.0365143,-0.0397431,0.8975862
45,-12,-3.549150091150472,21.445777047536478,-12.8393698,0.0041322,47.1074371,-0.0877991,-0.3157585,4.0000000,-0.6140703,1.0659742,20.2723026,-0.0174468,0.8082272
46,-12,-3.541693451150472,21.445777047536478,-12.8386717,0.0035537,45.4545441,-0.0731030,-0.2950870,4.0000000,-0.5926778,1.0674881,20.4925575,0.0025038,0.7060326
47,-12,-3.534236811150472,21.445777047536478,-12.8379440,0.0028926,42.9752083,-0.0617055,-0.2698851,4.0000000,-0.5607728,1.0689079,20.6955242,0.0210027,0.6001303
48,-12,-3.526780171150472,21.445777047536478,-12.8371887,0.0021488,40.4958687,-0.0539903,-0.2379335,4.0000000,-0.5150124,1.0702237,20.8811607,0.0391455,0.4892512
49,-12,-3.519323531150472,21.445777047536478,-12.8364058,0.0013223,38.0165291,-0.0491553,-0.1980226,4.0000000,-0.4542353,1.0714048,21.0471954,0.0581901,0.3760211
50,-12,-3.511866891150472,21.445777047536478,-12.8355999,0.0004959,34.7107430,-0.0450750,-0.1514029,4.0000000,-0.3808286,1.0724415,21.1916256,0.0780229,0.2684116
51,-12,-3.504410251150472,21.445777047536478,-12.8347740,-0.0002479,32.2314034,-0.0400884,-0.1018813,4.0000000,-0.3019820,1.0733291,21.3128967,0.0982194,0.1782984
52,-12,-3.496953611150472,21.445777047536478,-12.8339338,-0.0010744,29.7520657,-0.0332460,-0.0465480,4.0000000,-0.2134511,1.0740561,21.4122925,0.1203550,0.1068081
53,-12,-3.489496971150472,21.445777047536478,-12.8330832,-0.0018182,27.2727280,-0.0228274,0.0110985,4.0000000,-0.1197053,1.0746086,21.4868374,0.1419024,0.0609155
54,-12,-3.482040331150472,21.445777047536478,-12.8322287,-0.0026446,24.7933884,-0.0086878,0.0693130,4.0000000,-0.0237417,1.0749809,21.5383072,0.1623677,0.0442519
55,-12,-3.586433291150472,21.438320407536480,-12.8449354,-0.0003306,30.5785122,-0.2176247,-0.3909872,4.0000000,-0.5615978,1.0561200,18.7662506,-0.2203766,1.3414099
56,-12,-3.578976651150472,21.438320407536480,-12.8444080,-0.0008264,28.9256191,-0.1852298,-0.3934794,4.0000000,-0.5984354,1.0579301,19.0521984,-0.1885234,1.2886924
57,-12,-3.571520011150472,21.438320407536480,-12.8438559,-0.0013223,27.2727280,-0.1524337,-0.3943513,4.0000000,-0.6287749,1.0597311,19.3342724,-0.1599277,1.2270448
58,-12,-3.564063371150472,21.438320407536480,-12.8432770,-0.0019008,25.6198349,-0.1205994,-0.3926404,4.0000000,-0.6510054,1.0615070,19.6066723,-0.1342754,1.1550967
59,-12,-3.556606731150472,21.438320407536480,-12.8426695,-0.0024793,23.9669418,-0.0939207,-0.3866547,4.0000000,-0.6637177,1.0632553,19.8703442,-0.1095918,1.0763254
60,-12,-3.549150091150472,21.438320407536480,-12.8420305,-0.0031405,21.4876041,-0.0704471,-0.3753726,4.0000000,-0.6630142,1.0649559,20.1231232,-0.0877309,0.9811305
61,-12,-3.541693451150472,21.438320407536480,-12.8413591,-0.0037190,19.8347111,-0.0536874,-0.3562472,4.0000000,-0.6444921,1.0665816,20.3607616,-0.0680023,0.8694282
62,-12,-3.534236811150472,21.438320407536480,-12.8406563,-0.0043802,18.1818180,-0.0418195,-0.3309085,4.0000000,-0.6130499,1.0681109,20.5818768,-0.0487671,0.7477407
63,-12,-3.526780171150472,21.438320407536480,-12.8399229,0.0048760,49.5867767,-0.0355664,-0.2983794,4.0000000,-0.5676687,1.0695373,20.7847023,-0.0290900,0.6198509
64,-12,-3.519323531150472,21.438320407536480,-12.8391600,0.0040496,47.1074371,-0.0331410,-0.2591601,4.0000000,-0.5087779,1.0708445,20.9693775,-0.0095423,0.4905510
65,-12,-3.511866891150472,21.438320407536480,-12.8383713,0.0032231,43.8016510,-0.0331796,-0.2116570,4.0000000,-0.4343146,1.0720084,21.1307659,0.0110007,0.3615903
66,-12,-3.504410251150472,21.438320407536480,-12.8375607,0.0024793,41.3223152,-0.0330221,-0.1606455,4.0000000,-0.3539382,1.0730200,21.2703457,0.0326473,0.2494526
67,-12,-3.496953611150472,21.438320407536480,-12.8367329,0.0016529,38.8429756,-0.0313128,-0.1048059,4.0000000,-0.2637027,1.0738702,21.3870144,0.0540909,0.1554290
68,-12,-3.489496971150472,21.438320407536480,-12.8358927,0.0009091,36.3636360,-0.0265912,-0.0465056,4.0000000,-0.1679797,1.0745448,21.4795818,0.0749685,0.0872867
69,-12,-3.482040331150472,21.438320407536480,-12.8350468,0.0000826,33.8842964,-0.0185384,0.0118470,4.0000000,-0.0701204,1.0750451,21.5456619,0.0938144,0.0497259
70,-12,-3.474583691150472,21.438320407536480,-12.8342009,-0.0007438,31.4049587,-0.0079455,0.0662558,4.0000000,0.0209482,1.0753688,21.5890884,0.1115633,0.0425839
71,-12,-3.586433291150472,21.430863767536479,-12.8474007,0.0018182,39.6694221,-0.2349110,-0.4265859,4.0000000,-0.5767488,1.0545269,18.5080776,-0.2764230,1.5177712
72,-12,-3.578976651150472,21.430863767536479,-12.8469124,0.0013223,38.0165291,-0.1926958,-0.4349531,4.0000000,-0.6226318,1.0563964,18.8100948,-0.2472743,1.4706392
73,-12,-3.571520011150472,21.430863767536479,-12.8463984,0.0008264,36.3636360,-0.1516299,-0.4403271,4.0000000,-0.6606127,1.0582691,19.1062222,-0.2200415,1.4124300
74,-12,-3.564063371150472,21.430863767536479,-12.8458548,0.0003306,34.7107430,-0.1139824,-0.4409724,4.0000000,-0.6865847,1.0601197,19.3934212,-0.1953602,1.3389946
75,-12,-3.556606731150472,21.430863767536479,-12.8452806,-0.0001653,33.0578499,-0.0803757,-0.4383783,4.0000000,-0.7040857,1.0619382,19.6721611,-0.1726709,1.2585140
76,-12,-3.549150091150472,21.430863767536479,-12.8446732,-0.0007438,30.5785122,-0.0521378,-0.4306130,4.0000000,-0.7088941,1.0637196,19.9398689,-0.1523318,1.1645584
77,-12,-3.541693451150472,21.430863767536479,-12.8440313,-0.0012397,28.9256191,-0.0326668,-0.4128462,4.0000000,-0.6927696,1.0654397,20.1934242,-0.1329229,1.0438644
78,-12,-3.534236811150472,21.430863767536479,-12.8433552,-0.0018182,27.2727280,-0.0202665,-0.3886482,4.0000000,-0.6632463,1.0670649,20.4301395,-0.1140501,0.9131443
79,-12,-3.526780171150472,21.430863767536479,-12.8426456,-0.0024793,24.7933884,-0.0149667,-0.3570098,4.0000000,-0.6196618,1.0685935,20.6506214,-0.0943578,0.7736749
80,-12,-3.519323531150472,21.430863767536479,-12.8419046,-0.0032231,22.3140488,-0.0156704,-0.3169834,4.0000000,-0.5608795,1.0700148,20.8511257,-0.0730873,0.6270343
81,-12,-3.511866891150472,21.430863767536479,-12.8411350,-0.0040496,19.8347111,-0.0192326,-0.2691764,4.0000000,-0.4858510,1.0712979,21.0320034,-0.0525017,0.4780486
82,-12,-3.504410251150472,21.430863767536479,-12.8403416,-0.0047107,18.1818180,-0.0226495,-0.2185537,4.0000000,-0.4054869,1.0724299,21.1896191,-0.0316205,0.3452656
83,-12,-3.496953611150472,21.430863767536479,-12.8395290,0.0044628,47.9338837,-0.0261018,-0.1621120,4.0000000,-0.3138481,1.0734116,21.3243484,-0.0103758,0.2288437
84,-12,-3.489496971150472,21.430863767536479,-12.8387012,0.0037190,45.4545441,-0.0275159,-0.1028293,4.0000000,-0.2165343,1.0742177,21.4337864,0.0108758,0.1392423
85,-12,-3.482040331150472,21.430863767536479,-12.8378668,0.0028926,42.9752083,-0.0254170,-0.0439728,4.0000000,-0.1175815,1.0748405,21.5183487,0.0296359,0.0809054
86,-12,-3.474583691150472,21.430863767536479,-12.8370295,0.0020661,40.4958687,-0.0199772,0.0112006,4.0000000,-0.0237664,1.0752804,21.5774727,0.0461677,0.0538332
87,-12,-3.593889931150472,21.423407127536478,-12.8502598,-0.0049587,11.5702477,-0.2968299,-0.4452797,4.0000000,-0.5318130,1.0509455,17.9127884,-0.3587463,1.7128743
88,-12,-3.586433291150472,21.423407127536478,-12.8498344,0.0044628,48.7603302,-0.2483586,-0.4600048,4.0000000,-0.5897381,1.0528370,18.2297211,-0.3302715,1.6835779
89,-12,-3.578976651150472,21.423407127536478,-12.8493872,0.0038843,47.1074371,-0.1976015,-0.4734619,4.0000000,-0.6436930,1.0547495,18.5441895,-0.3032308,1.6451689
90,-12,-3.571520011150472,21.423407127536478,-12.8489113,0.0033884,45.4545441,-0.1477264,-0.4830165,4.0000000,-0.6879588,1.0566708,18.8535118,-0.2780741,1.5906475
91,-12,-3.564063371150472,21.423407127536478,-12.8484058,0.0028926,43.8016510,-0.1039862,-0.4865145,4.0000000,-0.7179081,1.0585752,19.1539516,-0.2551210,1.5194764
92,-12,-3.556606731150472,21.423407127536478,-12.8478670,0.0023967,42.1487617,-0.0626567,-0.4884089,4.0000000,-0.7420816,1.0604572,19.4450264,-0.2347361,1.4444296
93,-12,-3.549150091150472,21.423407127536478,-12.8472929,0.0018182,39.6694221,-0.0315581,-0.4819934,4.0000000,-0.7509239,1.0623019,19.7255974,-0.2130630,1.3497028
94,-12,-3.541693451150472,21.423407127536478,-12.8466825,0.0013223,38.0165291,-0.0109212,-0.4657281,4.0000000,-0.7387727,1.0640887,19.9940166,-0.1926835,1.2276362
95,-12,-3.534236811150472,21.423407127536478,-12.8460340,0.0007438,36.3636360,0.0017267,-0.4420072,4.0000000,-0.7107492,1.0658009,20.2459965,-0.1732651,1.0881730
96,-12,-3.526780171150472,21.423407127536478,-12.8453512,0.0000826,33.8842964,0.0068521,-0.4114774,4.0000000,-0.6690956,1.0674261,20.4824181,-0.1538592,0.9389856
97,-12,-3.519323531150472,21.423407127536478,-12.8446341,-0.0006612,31.4049587,0.0041838,-0.3713329,4.0000000,-0.6097532,1.0689495,20.7007484,-0.1329126,0.7758433
98,-12,-3.511866891150472,21.423407127536478,-12.8438864,-0.0014876,28.9256191,-0.0028323,-0.3242130,4.0000000,-0.5359170,1.0703510,20.8981056,-0.1125090,0.6122832
99,-12,-3.504410251150472,21.423407127536478,-12.8431120,-0.0020661,27.2727280,-0.0108263,-0.2734772,4.0000000,-0.4555106,1.0716026,21.0730591,-0.0914438,0.4623601
100,-12,-3.496953611150472,21.423407127536478,-12.8423166,-0.0028099,24.7933884,-0.0186496,-0.2180492,4.0000000,-0.3644503,1.0726941,21.2254066,-0.0716482,0.3269294
101,-12,-3.489496971150472,21.423407127536478,-12.8415041,-0.0035537,22.3140488,-0.0251764,-0.1594724,4.0000000,-0.2663932,1.0736138,21.3522568,-0.0525515,0.2160425
102,-12,-3.482040331150472,21.423407127536478,-12.8406820,-0.0042975,19.8347111,-0.0285815,-0.1002947,4.0000000,-0.1660278,1.0743532,21.4530334,-0.0345615,0.1352624
103,-12,-3.474583691150472,21.423407127536478,-12.8398552,0.0048760,49.5867767,-0.0281615,-0.0451601,4.0000000,-0.0699219,1.0749191,21.5291405,-0.0203983,0.0870539
104,-12,-3.467127051150472,21.423407127536478,-12.8390303,0.0040496,47.1074371,-0.0253479,0.0057574,4.0000000,0.0225237,1.0752960,21.5796680,-0.0110089,0.0680592
105,-12,-3.593889931150472,21.415950487536477,-12.8526154,-0.0023967,20.6611576,-0.3200858,-0.4673955,4.0000000,-0.5318935,1.0491624,17.6087627,-0.4028977,1.8509252
106,-12,-3.586433291150472,21.415950487536477,-12.8522339,-0.0028926,19.0082645,-0.2602696,-0.4880185,4.0000000,-0.5986530,1.0510833,17.9377403,-0.3773839,1.8274790
107,-12,-3.578976651150472,21.415950487536477,-12.8518286,-0.0033884,17.3553715,-0.2000665,-0.5062080,4.0000000,-0.6603933,1.0530291,18.2616673,-0.3520227,1.7957902
108,-12,-3.571520011150472,21.415950487536477,-12.8513947,-0.0038843,15.7024794,-0.1427469,-0.5195445,4.0000000,-0.7112501,1.0549829,18.5813694,-0.3278388,1.7485132
109,-12,-3.564063371150472,21.415950487536477,-12.8509274,-0.0043802,14.8760328,-0.0931887,-0.5269841,4.0000000,-0.7473901,1.0569243,18.8934689,-0.3065781,1.6882824
110,-12,-3.556606731150472,21.415950487536477,-12.8504257,-0.0048760,14.0495872,-0.0465957,-0.5314401,4.0000000,-0.7765880,1.0588468,19.1964283,-0.2862922,1.6181221
111,-12,-3.549150091150472,21.415950487536477,-12.8498869,0.0044628,48.7603302,-0.0120148,-0.5267470,4.0000000,-0.7879333,1.0607405,19.4886761,-0.2655607,1.5241976
112,-12,-3.541693451150472,21.415950487536477,-12.8493080,0.0039669,47.1074371,0.0108892,-0.5131403,4.0000000,-0.7804341,1.0625890,19.7698250,-0.2458466,1.4067087
113,-12,-3.534236811150472,21.415950487536477,-12.8486910,0.0033884,45.4545441,0.0244780,-0.4911883,4.0000000,-0.7554343,1.0643796,20.0364857,-0.2269424,1.2656695
114,-12,-3.526780171150472,21.415950487536477,-12.8480358,0.0027273,42.9752083,0.0285016,-0.4613340,4.0000000,-0.7154593,1.0660871,20.2874031,-0.2072086,1.1099327
115,-12,-3.519323531150472,21.415950487536477,-12.8473444,0.0019835,40.4958687,0.0247408,-0.4221660,4.0000000,-0.6563389,1.0676895,20.5203323,-0.1879931,0.9351116
116,-12,-3.511866891150472,21.415950487536477,-12.8466206,0.0011570,38.0165291,0.0156859,-0.3763939,4.0000000,-0.5837816,1.0691758,20.7330456,-0.1690062,0.7588599
117,-12,-3.504410251150472,21.415950487536477,-12.8458681,0.0005785,36.3636360,0.0050744,-0.3275039,4.0000000,-0.5041944,1.0705316,20.9245434,-0.1508134,0.5953308
118,-12,-3.496953611150472,21.415950487536477,-12.8450909,-0.0001653,33.8842964,-0.0074895,-0.2720131,4.0000000,-0.4122427,1.0717399,21.0928593,-0.1317836,0.4407535
119,-12,-3.489496971150472,21.415950487536477,-12.8442955,-0.0009091,31.4049587,-0.0186275,-0.2148978,4.0000000,-0.3147879,1.0727769,21.2364292,-0.1150076,0.3116118
120,-12,-3.482040331150472,21.415950487536477,-12.8434877,-0.0016529,28.9256191,-0.0274206,-0.1576141,4.0000000,-0.2159900,1.0736264,21.3538647,-0.0992381,0.2126989
121,-12,-3.474583691150472,21.415950487536477,-12.8426743,-0.0024793,25.6198349,-0.0320618,-0.1036729,4.0000000,-0.1194942,1.0742978,21.4452286,-0.0878516,0.1442824
122,-12,-3.467127051150472,21.415950487536477,-12.8418589,-0.0032231,23.1404953,-0.0339157,-0.0522857,4.0000000,-0.0253545,1.0747813,21.5105515,-0.0792170,0.1041443
123,-12,-3.459670411150472,21.415950487536477,-12.8410492,-0.0039669,20.6611576,-0.0333338,-0.0074913,4.0000000,0.0609941,1.0750717,21.5503254,-0.0759767,0.0891198
124,-12,-3.601346571150472,21.408493847536480,-12.8552494,0.0000826,30.5785122,-0.3983999,-0.4602173,4.0000000,-0.4558377,1.0454671,16.9569168,-0.4645969,1.9650357
125,-12,-3.593889931150472,21.408493847536480,-12.8549337,-0.0001653,29.7520657,-0.3366123,-0.4857438,4.0000000,-0.5293209,1.0473720,17.2967968,-0.4421667,1.9577270
126,-12,-3.586433291150472,21.408493847536480,-12.8545971,-0.0005785,28.0991745,-0.2670074,-0.5123726,4.0000000,-0.6048258,1.0493133,17.6327782,-0.4199193,1.9455529
127,-12,-3.578976651150472,21.408493847536480,-12.8542356,-0.0009917,26.4462814,-0.2007101,-0.5345438,4.0000000,-0.6720393,1.0512646,17.9668350,-0.3970483,1.9259354
128,-12,-3.571520011150472,21.408493847536480,-12.8538427,-0.0014050,24.7933884,-0.1343864,-0.5539804,4.0000000,-0.7310039,1.0532237,18.2953415,-0.3769568,1.8960298
129,-12,-3.564063371150472,21.408493847536480,-12.8534164,-0.0018182,23.9669418,-0.0782446,-0.5647832,4.0000000,-0.7727692,1.0551904,18.6150799,-0.3567973,1.8437902
130,-12,-3.556606731150472,21.408493847536480,-12.8529530,-0.0022314,23.1404953,-0.0253974,-0.5727301,4.0000000,-0.8081066,1.0571384,18.9273815,-0.3373536,1.7831860
131,-12,-3.549150091150472,21.408493847536480,-12.8524504,-0.0028099,21.4876041,0.0118435,-0.5700499,4.0000000,-0.8216645,1.0590622,19.2295647,-0.3184355,1.6950865
132,-12,-3.541693451150472,21.408493847536480,-12.8519058,-0.0033058,19.8347111,0.0383913,-0.5596418,4.0000000,-0.8183194,1.0609535,19.5216961,-0.3009642,1.5841008
133,-12,-3.534236811150472,21.408493847536480,-12.8513212,-0.0038843,18.1818180,0.0518886,-0.5390877,4.0000000,-0.7956039,1.0627950,19.7999763,-0.2825714,1.4439161
134,-12,-3.526780171150472,21.408493847536480,-12.8506956,-0.0045455,16.5289249,0.0563058,-0.5110235,4.0000000,-0.7579312,1.0645682,20.0648022,-0.2641158,1.2851235
135,-12,-3.519323531150472,21.408493847536480,-12.8500319,-0.0052893,14.0495872,0.0510822,-0.4732416,4.0000000,-0.6997936,1.0662440,20.3102760,-0.2466896,1.1032428
136,-12,-3.511866891150472,21.408493847536480,-12.8493328,0.0038843,47.1074371,0.0384404,-0.4284676,4.0000000,-0.6299577,1.0678097,20.5378017,-0.2269774,0.9191450
137,-12,-3.504410251150472,21.408493847536480,-12.8486032,0.0033058,45.4545441,0.0241685,-0.3796221,4.0000000,-0.5505334,1.0692507,20.7432003,-0.2087108,0.7401777
138,-12,-3.496953611150472,21.408493847536480,-12.8478479,0.0025620,42.9752083,0.0076687,-0.3258799,4.0000000,-0.4604056,1.0705497,20.9276752,-0.1913543,0.5725607
139,-12,-3.489496971150472,21.408493847536480,-12.8470716,0.0018182,40.4958687,-0.0076090,-0.2699623,4.0000000,-0.3634405,1.0716894,21.0857906,-0.1764842,0.4253170
140,-12,-3.482040331150472,21.408493847536480,-12.8462801,0.0010744,38.0165291,-0.0210779,-0.2139600,4.0000000,-0.2645431,1.0726486,21.2187328,-0.1633769,0.3076433
141,-12,-3.474583691150472,21.408493847536480,-12.8454800,0.0002479,34.7107430,-0.0303372,-0.1613464,4.0000000,-0.1680788,1.0734187,21.3257160,-0.1546140,0.2203896
142,-12,-3.467127051150472,21.408493847536480,-12.8446770,-0.0004959,32.2314034,-0.0367020,-0.1119084,4.0000000,-0.0755580,1.0740067,21.4049377,-0.1482588,0.1616385
143,-12,-3.459670411150472,21.408493847536480,-12.8438759,-0.0012397,29.7520657,-0.0399569,-0.0686981,4.0000000,0.0095968,1.0744021,21.4590149,-0.1469930,0.1278443
144,-12,-3.608803211150472,21.401037207536479,-12.8577347,0.0021488,40.4958687,-0.4816964,-0.4346199,4.0000000,-0.3581048,1.0418601,16.2923088,-0.5111350,2.0138810
145,-12,-3.601346571150472,21.401037207536479,-12.8574820,0.0019008,39.6694221,-0.4184247,-0.4678869,4.0000000,-0.4419344,1.0437130,16.6372337,-0.4938394,2.0289838
146,-12,-3.593889931150472,21.401037207536479,-12.8572130,0.0016529,38.8429756,-0.3476905,-0.4996002,4.0000000,-0.5230828,1.0456096,16.9821911,-0.4761176,2.0318382
147,-12,-3.586433291150472,21.401037207536479,-12.8569231,0.0013223,37.1900826,-0.2708985,-0.5310006,4.0000000,-0.6053044,1.0475310,17.3250122,-0.4566968,2.0310559
