OID_,ClipsFinal_DEM_Large_S3_RegG2,X,Y,DEM_Large_S5_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1,-12,-6.822615051150471,20.297454487536477,-12.9492836,0.0042975,47.1074371,-0.2025994,-0.1965155,4.0000000,-0.6092932,1.0713094,21.0250244,0.2162622,0.8015736
2,-12,-6.815158411150471,20.297454487536477,-12.9510355,-0.0040496,17.3553715,-0.2262753,-0.2249534,4.0000000,-0.6529480,1.0692868,20.7407894,0.2030412,0.9294494
3,-12,-6.807701771150471,20.297454487536477,-12.9527445,-0.0023140,22.3140488,-0.2532699,-0.2482671,4.0000000,-0.6934813,1.0671655,20.4379292,0.1969470,1.0572542
4,-12,-6.800245131150471,20.297454487536477,-12.9544077,-0.0006612,27.2727280,-0.2845777,-0.2659350,4.0000000,-0.7310238,1.0649765,20.1176872,0.1991539,1.1822227
5,-12,-6.792788491150471,20.297454487536477,-12.9560204,0.0009091,33.0578499,-0.3180183,-0.2809777,4.0000000,-0.7674857,1.0627270,19.7841167,0.2055304,1.3051232
6,-12,-6.785331851150471,20.297454487536477,-12.9575796,0.0025620,39.6694221,-0.3531374,-0.2903712,4.0000000,-0.7988687,1.0604575,19.4388695,0.2181262,1.4135298
7,-12,-6.830071691150471,20.289997847536480,-12.9497738,0.0047934,49.5867767,-0.1585445,-0.1783020,4.0000000,-0.5638718,1.0727987,21.2319717,0.2072677,0.6446059
8,-12,-6.822615051150471,20.289997847536480,-12.9515409,-0.0035537,19.0082645,-0.1736689,-0.2103909,4.0000000,-0.6053395,1.0709500,20.9750462,0.1845576,0.7549666
9,-12,-6.815158411150471,20.289997847536480,-12.9532709,-0.0019008,23.9669418,-0.1942256,-0.2387288,4.0000000,-0.6469849,1.0689833,20.6984444,0.1695274,0.8783306
10,-12,-6.807701771150471,20.289997847536480,-12.9549580,-0.0001653,29.7520657,-0.2204119,-0.2616405,4.0000000,-0.6863061,1.0669279,20.4030704,0.1630250,1.0063324
11,-12,-6.800245131150471,20.289997847536480,-12.9565992,0.0014876,35.5371895,-0.2511543,-0.2776211,4.0000000,-0.7207053,1.0648053,20.0930099,0.1654631,1.1272620
12,-12,-6.792788491150471,20.289997847536480,-12.9581900,0.0030579,42.1487617,-0.2872719,-0.2886452,4.0000000,-0.7538312,1.0626390,19.7710133,0.1765408,1.2466230
13,-12,-6.785331851150471,20.289997847536480,-12.9597273,0.0046281,48.7603302,-0.3237552,-0.2959548,4.0000000,-0.7834879,1.0604554,19.4382782,0.1915783,1.3534399
14,-12,-6.777875211150471,20.289997847536480,-12.9612093,-0.0040496,14.8760328,-0.3612786,-0.2969948,4.0000000,-0.8083469,1.0582646,19.0995522,0.2143573,1.4408214
15,-12,-6.830071691150471,20.282541207536479,-12.9520588,-0.0029752,21.4876041,-0.1283625,-0.1959668,4.0000000,-0.5617824,1.0723400,21.1689453,0.1698489,0.6002486
16,-12,-6.822615051150471,20.282541207536479,-12.9538050,-0.0013223,26.4462814,-0.1395846,-0.2280081,4.0000000,-0.6008213,1.0705444,20.9198074,0.1448051,0.7056565
17,-12,-6.815158411150471,20.282541207536479,-12.9555140,0.0003306,32.2314034,-0.1575734,-0.2543620,4.0000000,-0.6379630,1.0686564,20.6512566,0.1292391,0.8212842
18,-12,-6.807701771150471,20.282541207536479,-12.9571810,0.0020661,38.8429756,-0.1824213,-0.2758092,4.0000000,-0.6743287,1.0666838,20.3677387,0.1227104,0.9450697
19,-12,-6.800245131150471,20.282541207536479,-12.9588013,0.0036364,44.6280975,-0.2110777,-0.2922158,4.0000000,-0.7079525,1.0646451,20.0704193,0.1235209,1.0648719
20,-12,-6.792788491150471,20.282541207536479,-12.9603720,-0.0048760,13.2231407,-0.2464990,-0.3025172,4.0000000,-0.7401429,1.0625755,19.7609272,0.1351085,1.1825885
21,-12,-6.785331851150471,20.282541207536479,-12.9618902,-0.0033884,17.3553715,-0.2843296,-0.3066362,4.0000000,-0.7673095,1.0604773,19.4423618,0.1540372,1.2843192
22,-12,-6.777875211150471,20.282541207536479,-12.9633512,-0.0019835,21.4876041,-0.3226400,-0.3062380,4.0000000,-0.7910451,1.0583787,19.1168270,0.1785691,1.3703493
