OID_,ClipsFinal_DEM_Large_S3_RegD,X,Y,DEM_Large_S5_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
25,-13,-5.376026891150472,20.677743127536477,-13.1394539,0.0036364,45.4545441,-0.2705952,-0.5215797,4.0000000,-1.1641129,1.1015311,24.8053169,0.1209535,2.8223670
26,-13,-5.368570251150472,20.677743127536477,-13.1394711,0.0036364,45.4545441,-0.3355865,-0.4864504,5.0000000,-1.1046197,1.0999557,24.6271057,0.1317189,2.7401075
27,-13,-5.361113611150472,20.677743127536477,-13.1394053,0.0036364,45.4545441,-0.4028761,-0.4502273,4.0000000,-1.0422386,1.0983551,24.4432316,0.1417839,2.6752458
28,-13,-5.353656971150472,20.677743127536477,-13.1392612,0.0036364,45.4545441,-0.4722717,-0.4118315,4.0000000,-0.9760505,1.0967398,24.2553139,0.1523875,2.6230981
29,-13,-5.346200331150472,20.677743127536477,-13.1390409,0.0035537,45.4545441,-0.5404892,-0.3715288,4.0000000,-0.9073594,1.0951064,24.0644341,0.1643018,2.5792072
30,-13,-5.338743691150472,20.677743127536477,-13.1387482,0.0033884,44.6280975,-0.6082662,-0.3301599,4.0000000,-0.8389121,1.0934598,23.8692322,0.1785923,2.5526435
31,-13,-5.331287051150472,20.677743127536477,-13.1383867,0.0031405,43.8016510,-0.6722116,-0.2849613,4.0000000,-0.7664272,1.0918161,23.6720600,0.1965047,2.5240924
32,-13,-5.323830411150472,20.677743127536477,-13.1379576,0.0028926,42.9752083,-0.7236670,-0.2351537,4.0000000,-0.6880204,1.0901796,23.4750900,0.2177130,2.4728034
33,-13,-5.487876491150471,20.670286487536480,-13.1305943,-0.0047934,23.1404953,-0.4288758,-0.6015413,4.0000000,-0.6166649,1.1225990,27.0512161,-0.5864179,3.7086835
34,-13,-5.480419851150471,20.670286487536480,-13.1321859,-0.0032231,27.2727280,-0.2873195,-0.6629546,4.0000000,-0.7910139,1.1218292,26.9733219,-0.5348954,3.8611853
35,-13,-5.472963211150471,20.670286487536480,-13.1336765,-0.0017355,31.4049587,-0.1590503,-0.7154963,4.0000000,-0.9500352,1.1207814,26.8652115,-0.4809574,4.0269494
36,-13,-5.465506571150471,20.670286487536480,-13.1350584,-0.0003306,35.5371895,-0.0469584,-0.7584517,4.0000000,-1.0886357,1.1195111,26.7350922,-0.4282677,4.1787195
37,-13,-5.458049931150471,20.670286487536480,-13.1363297,0.0008264,38.8429756,0.0462380,-0.7898888,4.0000000,-1.2035633,1.1180863,26.5893288,-0.3762143,4.2814012
38,-13,-5.450593291150471,20.670286487536480,-13.1374865,0.0019835,42.1487617,0.1196521,-0.8126699,4.0000000,-1.2986604,1.1165627,26.4308434,-0.3266793,4.3514895
39,-13,-5.443136651150471,20.670286487536480,-13.1385279,0.0028926,44.6280975,0.1756436,-0.8263585,4.0000000,-1.3700149,1.1149874,26.2656422,-0.2827021,4.3632431
40,-13,-5.435680011150471,20.670286487536480,-13.1394520,0.0038017,47.1074371,0.2103345,-0.8294519,4.0000000,-1.4169902,1.1133859,26.0975246,-0.2419137,4.3075752
41,-13,-5.428223371150471,20.670286487536480,-13.1402607,-0.0055372,23.1404953,0.2239568,-0.8237313,4.0000000,-1.4426680,1.1118008,25.9302197,-0.2047946,4.2043710
42,-13,-5.420766731150471,20.670286487536480,-13.1409550,-0.0049587,24.7933884,0.2211709,-0.8097540,4.0000000,-1.4465396,1.1102554,25.7637863,-0.1729683,4.0469780
43,-13,-5.413310091150471,20.670286487536480,-13.1415377,-0.0044628,25.6198349,0.2017530,-0.7891496,4.0000000,-1.4335979,1.1087502,25.6013088,-0.1447014,3.8635201
44,-13,-5.405853451150471,20.670286487536480,-13.1420116,-0.0041322,26.4462814,0.1665519,-0.7612031,4.0000000,-1.4035207,1.1072726,25.4417267,-0.1188856,3.6510894
45,-13,-5.398396811150471,20.670286487536480,-13.1423807,-0.0038843,27.2727280,0.1215941,-0.7303689,4.0000000,-1.3633839,1.1058222,25.2832565,-0.0973537,3.4460797
46,-13,-5.390940171150472,20.670286487536480,-13.1426497,-0.0037190,27.2727280,0.0670923,-0.6951938,4.0000000,-1.3117450,1.1044049,25.1259708,-0.0786426,3.2389913
47,-13,-5.383483531150471,20.670286487536480,-13.1428213,-0.0036364,27.2727280,0.0043395,-0.6578470,4.0000000,-1.2548846,1.1029955,24.9682732,-0.0608094,3.0547619
48,-13,-5.376026891150472,20.670286487536480,-13.1429005,-0.0036364,27.2727280,-0.0658935,-0.6185543,5.0000000,-1.1944878,1.1015785,24.8105812,-0.0426207,2.8973241
49,-13,-5.368570251150472,20.670286487536480,-13.1428909,-0.0036364,27.2727280,-0.1394287,-0.5793460,4.0000000,-1.1326790,1.1001656,24.6500416,-0.0260131,2.7719769
50,-13,-5.361113611150472,20.670286487536480,-13.1427965,-0.0036364,27.2727280,-0.2153133,-0.5369747,4.0000000,-1.0661316,1.0987506,24.4875240,-0.0078177,2.6531003
51,-13,-5.353656971150472,20.670286487536480,-13.1426210,-0.0036364,27.2727280,-0.2941789,-0.4917313,4.0000000,-0.9958944,1.0973285,24.3237724,0.0124318,2.5500307
52,-13,-5.346200331150472,20.670286487536480,-13.1423674,-0.0037190,26.4462814,-0.3703449,-0.4451149,4.0000000,-0.9247255,1.0959082,24.1575241,0.0344957,2.4600589
53,-13,-5.338743691150472,20.670286487536480,-13.1420403,-0.0038843,25.6198349,-0.4432561,-0.3969807,4.0000000,-0.8537234,1.0944855,23.9907570,0.0597620,2.3835948
54,-13,-5.331287051150472,20.670286487536480,-13.1416416,-0.0041322,24.7933884,-0.5123116,-0.3437648,4.0000000,-0.7779971,1.0930791,23.8239994,0.0904675,2.3047063
55,-13,-5.323830411150472,20.670286487536480,-13.1411753,-0.0043802,23.9669418,-0.5688365,-0.2851003,4.0000000,-0.6962609,1.0917048,23.6577911,0.1260602,2.2067223
56,-13,-5.316373771150472,20.670286487536480,-13.1406460,-0.0047107,22.3140488,-0.6156856,-0.2221028,4.0000000,-0.6128165,1.0903457,23.4934731,0.1686109,2.1134956
57,-13,-5.502789771150471,20.662829847536479,-13.1304932,-0.0047934,23.1404953,-0.4334396,-0.5919909,4.0000000,-0.3623252,1.1249839,27.2890549,-0.8216566,3.4655261
58,-13,-5.495333131150471,20.662829847536479,-13.1323099,-0.0030579,27.2727280,-0.2680232,-0.6694438,4.0000000,-0.5544360,1.1244732,27.2373352,-0.7844515,3.6503015
59,-13,-5.487876491150471,20.662829847536479,-13.1340322,-0.0013223,32.2314034,-0.1095291,-0.7379628,4.0000000,-0.7351461,1.1235929,27.1490841,-0.7407795,3.8685484
60,-13,-5.480419851150471,20.662829847536479,-13.1356535,0.0001653,36.3636360,0.0386674,-0.7990667,4.0000000,-0.9021084,1.1224155,27.0308933,-0.6960251,4.1114779
61,-13,-5.472963211150471,20.662829847536479,-13.1371679,0.0016529,40.4958687,0.1695562,-0.8491357,4.0000000,-1.0514483,1.1210058,26.8875160,-0.6468231,4.3358817
62,-13,-5.465506571150471,20.662829847536479,-13.1385698,0.0030579,44.6280975,0.2814383,-0.8886309,4.0000000,-1.1802330,1.1194279,26.7254086,-0.5970287,4.5203652
63,-13,-5.458049931150471,20.662829847536479,-13.1398544,0.0042975,47.9338837,0.3743058,-0.9190111,4.0000000,-1.2870098,1.1177459,26.5519772,-0.5510123,4.6582999
64,-13,-5.450593291150471,20.662829847536479,-13.1410217,-0.0044628,25.6198349,0.4443426,-0.9395092,4.0000000,-1.3741316,1.1160041,26.3718491,-0.5048867,4.7428470
65,-13,-5.443136651150471,20.662829847536479,-13.1420679,-0.0035537,28.0991745,0.4897143,-0.9492259,4.0000000,-1.4378281,1.1142526,26.1887474,-0.4606236,4.7554908
66,-13,-5.435680011150471,20.662829847536479,-13.1429939,-0.0026446,30.5785122,0.5141481,-0.9486926,4.0000000,-1.4766103,1.1125345,26.0067616,-0.4207749,4.6850572
67,-13,-5.428223371150471,20.662829847536479,-13.1438007,-0.0019835,32.2314034,0.5187902,-0.9404802,4.0000000,-1.4961406,1.1108754,25.8292866,-0.3848198,4.5656385
68,-13,-5.420766731150471,20.662829847536479,-13.1444902,-0.0014050,33.8842964,0.5030449,-0.9230387,4.0000000,-1.4943696,1.1092907,25.6599503,-0.3517077,4.3841228
69,-13,-5.413310091150471,20.662829847536479,-13.1450644,-0.0009091,34.7107430,0.4716817,-0.8997398,4.0000000,-1.4775916,1.1077847,25.4972458,-0.3218880,4.1766086
70,-13,-5.405853451150471,20.662829847536479,-13.1455278,-0.0005785,35.5371895,0.4251599,-0.8692243,4.0000000,-1.4435897,1.1063529,25.3397484,-0.2948589,3.9317155
71,-13,-5.398396811150471,20.662829847536479,-13.1458826,-0.0002479,36.3636360,0.3679178,-0.8348321,4.0000000,-1.3992027,1.1049789,25.1881409,-0.2704615,3.6861327
72,-13,-5.390940171150472,20.662829847536479,-13.1461344,-0.0000826,36.3636360,0.2990492,-0.7955603,4.0000000,-1.3450500,1.1036546,25.0425434,-0.2460706,3.4398849
73,-13,-5.383483531150471,20.662829847536479,-13.1462870,0.0000000,36.3636360,0.2230640,-0.7536479,4.0000000,-1.2854376,1.1023718,24.8991680,-0.2218581,3.2103481
74,-13,-5.376026891150472,20.662829847536479,-13.1463442,0.0000000,36.3636360,0.1429146,-0.7107453,5.0000000,-1.2235320,1.1011207,24.7576408,-0.1979587,3.0092778
75,-13,-5.368570251150472,20.662829847536479,-13.1463108,0.0000000,36.3636360,0.0580489,-0.6655722,4.0000000,-1.1587710,1.0998987,24.6179752,-0.1723733,2.8293638
76,-13,-5.361113611150472,20.662829847536479,-13.1461897,0.0000000,36.3636360,-0.0279182,-0.6176040,4.0000000,-1.0897620,1.0986844,24.4796066,-0.1454460,2.6587691
77,-13,-5.353656971150472,20.662829847536479,-13.1459856,0.0000000,36.3636360,-0.1143936,-0.5668213,4.0000000,-1.0168943,1.0974756,24.3399410,-0.1167483,2.5006034
78,-13,-5.346200331150472,20.662829847536479,-13.1457024,-0.0001653,35.5371895,-0.1988755,-0.5135361,4.0000000,-0.9431626,1.0962884,24.2011642,-0.0839095,2.3566620
79,-13,-5.338743691150472,20.662829847536479,-13.1453428,-0.0004132,34.7107430,-0.2784485,-0.4578813,4.0000000,-0.8693914,1.0951159,24.0636730,-0.0463713,2.2239151
80,-13,-5.331287051150472,20.662829847536479,-13.1449118,-0.0007438,33.8842964,-0.3523535,-0.3975506,4.0000000,-0.7915508,1.0939763,23.9290562,-0.0035504,2.0919681
81,-13,-5.323830411150472,20.662829847536479,-13.1444130,-0.0010744,33.0578499,-0.4180710,-0.3306558,4.0000000,-0.7081130,1.0928770,23.7977505,0.0468015,1.9556222
82,-13,-5.316373771150472,20.662829847536479,-13.1438503,-0.0014876,31.4049587,-0.4714127,-0.2599108,4.0000000,-0.6233651,1.0918038,23.6689224,0.1035435,1.8275759
83,-13,-5.525159691150471,20.655373207536478,-13.1277914,0.0027273,42.1487617,-0.6425245,-0.4468901,4.0000000,0.1045657,1.1263289,27.4226475,-0.9983457,3.0211079
84,-13,-5.517703051150471,20.655373207536478,-13.1298895,0.0047107,47.9338837,-0.4745826,-0.5478582,4.0000000,-0.0984886,1.1267252,27.4611568,-0.9972277,3.1309414
85,-13,-5.510246411150471,20.655373207536478,-13.1319160,-0.0033058,26.4462814,-0.2976967,-0.6406020,4.0000000,-0.2980770,1.1266092,27.4489670,-0.9831269,3.3143046
86,-13,-5.502789771150471,20.655373207536478,-13.1338596,-0.0014876,31.4049587,-0.1189434,-0.7252304,4.0000000,-0.4917876,1.1260285,27.3916092,-0.9586731,3.5594919
87,-13,-5.495333131150471,20.655373207536478,-13.1357126,0.0003306,36.3636360,0.0555310,-0.8017163,4.0000000,-0.6756127,1.1250575,27.2950306,-0.9278198,3.8490772
88,-13,-5.487876491150471,20.655373207536478,-13.1374664,0.0020661,41.3223152,0.2196948,-0.8694596,4.0000000,-0.8488383,1.1237670,27.1648235,-0.8900810,4.1640334
89,-13,-5.480419851150471,20.655373207536478,-13.1391134,0.0035537,45.4545441,0.3697474,-0.9276102,4.0000000,-1.0066804,1.1222104,27.0066395,-0.8485399,4.4708004
90,-13,-5.472963211150471,20.655373207536478,-13.1406479,-0.0048760,23.9669418,0.5022292,-0.9760524,4.0000000,-1.1472833,1.1204457,26.8284702,-0.8048216,4.7484093
91,-13,-5.465506571150471,20.655373207536478,-13.1420660,-0.0033884,28.0991745,0.6152595,-1.0140694,4.0000000,-1.2679033,1.1185578,26.6355438,-0.7602354,4.9669747
92,-13,-5.458049931150471,20.655373207536478,-13.1433630,-0.0021488,31.4049587,0.7036899,-1.0410125,4.0000000,-1.3657749,1.1166242,26.4354134,-0.7162501,5.1125851
93,-13,-5.450593291150471,20.655373207536478,-13.1445370,-0.0009091,34.7107430,0.7705732,-1.0592691,4.0000000,-1.4437760,1.1146954,26.2330818,-0.6747622,5.1965537
94,-13,-5.443136651150471,20.655373207536478,-13.1455879,0.0000000,37.1900826,0.8099846,-1.0667783,4.0000000,-1.4998302,1.1128076,26.0336380,-0.6337264,5.2028546
95,-13,-5.435680011150471,20.655373207536478,-13.1465149,0.0009091,39.6694221,0.8265783,-1.0641271,4.0000000,-1.5318682,1.1109943,25.8408566,-0.5963858,5.1196504
96,-13,-5.428223371150471,20.655373207536478,-13.1473188,0.0015702,41.3223152,0.8186520,-1.0518986,4.0000000,-1.5436916,1.1092864,25.6582088,-0.5601056,4.9679871
97,-13,-5.420766731150471,20.655373207536478,-13.1480036,0.0022314,42.9752083,0.7926266,-1.0326815,4.0000000,-1.5385113,1.1076955,25.4850025,-0.5268516,4.7693586
98,-13,-5.413310091150471,20.655373207536478,-13.1485701,0.0027273,43.8016510,0.7483014,-1.0063961,4.0000000,-1.5176984,1.1062130,25.3226166,-0.4950936,4.5321722
99,-13,-5.405853451150471,20.655373207536478,-13.1490231,0.0030579,44.6280975,0.6869764,-0.9718768,4.0000000,-1.4789850,1.1048303,25.1709938,-0.4647688,4.2452168
100,-13,-5.398396811150471,20.655373207536478,-13.1493654,0.0033884,45.4545441,0.6128486,-0.9324009,4.0000000,-1.4305114,1.1035488,25.0287552,-0.4342904,3.9524355
101,-13,-5.390940171150472,20.655373207536478,-13.1496019,0.0035537,45.4545441,0.5307598,-0.8901774,4.0000000,-1.3764253,1.1023588,24.8951187,-0.4039294,3.6740010
102,-13,-5.383483531150471,20.655373207536478,-13.1497374,0.0036364,45.4545441,0.4417990,-0.8442849,4.0000000,-1.3152455,1.1012303,24.7684612,-0.3733243,3.4004002
103,-13,-5.376026891150472,20.655373207536478,-13.1497746,0.0036364,45.4545441,0.3482636,-0.7955722,5.0000000,-1.2496493,1.1001585,24.6473370,-0.3414952,3.1413412
104,-13,-5.368570251150472,20.655373207536478,-13.1497202,0.0036364,45.4545441,0.2519297,-0.7448837,4.0000000,-1.1824985,1.0991398,24.5301647,-0.3072690,2.9059367
105,-13,-5.361113611150472,20.655373207536478,-13.1495762,0.0036364,45.4545441,0.1559382,-0.6923078,4.0000000,-1.1129965,1.0981581,24.4169827,-0.2716191,2.6881950
106,-13,-5.353656971150472,20.655373207536478,-13.1493464,0.0036364,45.4545441,0.0583116,-0.6346152,4.0000000,-1.0379689,1.0972009,24.3068447,-0.2312615,2.4716499
107,-13,-5.346200331150472,20.655373207536478,-13.1490374,0.0034711,44.6280975,-0.0368723,-0.5735586,4.0000000,-0.9620969,1.0962770,24.1992550,-0.1850203,2.2693746
108,-13,-5.338743691150472,20.655373207536478,-13.1486502,0.0032231,43.8016510,-0.1260538,-0.5101611,4.0000000,-0.8862451,1.0953953,24.0950661,-0.1340770,2.0840662
109,-13,-5.331287051150472,20.655373207536478,-13.1481915,0.0028926,42.9752083,-0.2071201,-0.4431077,4.0000000,-0.8077943,1.0945530,23.9958820,-0.0784210,1.9062922
110,-13,-5.323830411150472,20.655373207536478,-13.1476641,0.0025620,42.1487617,-0.2804201,-0.3691103,4.0000000,-0.7237818,1.0937508,23.9019146,-0.0144389,1.7300736
111,-13,-5.316373771150472,20.655373207536478,-13.1470728,0.0020661,40.4958687,-0.3404477,-0.2918415,4.0000000,-0.6380927,1.0929894,23.8107510,0.0544096,1.5706522
112,-13,-5.540072971150471,20.647916567536477,-13.1265430,0.0014876,38.0165291,-0.6841907,-0.3536137,4.0000000,0.3582158,1.1265820,27.4473591,-1.0654432,2.6796818
113,-13,-5.532616331150471,20.647916567536477,-13.1288090,0.0036364,44.6280975,-0.5303215,-0.4686557,4.0000000,0.1584377,1.1275861,27.5459404,-1.0957490,2.7333887
114,-13,-5.525159691150471,20.647916567536477,-13.1310215,-0.0042149,23.9669418,-0.3576302,-0.5762623,4.0000000,-0.0405447,1.1280154,27.5874977,-1.1119798,2.8827310
115,-13,-5.517703051150471,20.647916567536477,-13.1331673,-0.0022314,28.9256191,-0.1735909,-0.6774797,4.0000000,-0.2384522,1.1279081,27.5762978,-1.1165073,3.1287844
116,-13,-5.510246411150471,20.647916567536477,-13.1352358,-0.0001653,34.7107430,0.0155504,-0.7696819,4.0000000,-0.4311111,1.1273016,27.5157433,-1.1082526,3.4376729
117,-13,-5.502789771150471,20.647916567536477,-13.1372175,0.0017355,40.4958687,0.2057058,-0.8547846,4.0000000,-0.6182126,1.1262562,27.4123955,-1.0913566,3.8027897
118,-13,-5.495333131150471,20.647916567536477,-13.1391020,0.0035537,45.4545441,0.3870867,-0.9295988,4.0000000,-0.7927855,1.1248493,27.2719135,-1.0664121,4.1827197
119,-13,-5.487876491150471,20.647916567536477,-13.1408825,-0.0046281,23.9669418,0.5577819,-0.9963698,4.0000000,-0.9578612,1.1231488,27.1020775,-1.0348784,4.5757608
120,-13,-5.480419851150471,20.647916567536477,-13.1425524,-0.0030579,28.0991745,0.7095726,-1.0514750,4.0000000,-1.1060086,1.1212204,26.9069500,-0.9969416,4.9256573
121,-13,-5.472963211150471,20.647916567536477,-13.1441040,-0.0014050,33.0578499,0.8445065,-1.0986353,4.0000000,-1.2386665,1.1191463,26.6950798,-0.9586041,5.2448707
122,-13,-5.465506571150471,20.647916567536477,-13.1455345,0.0000826,37.1900826,0.9507223,-1.1324741,4.0000000,-1.3492169,1.1170030,26.4732609,-0.9157311,5.4721107
123,-13,-5.458049931150471,20.647916567536477,-13.1468410,0.0012397,40.4958687,1.0335963,-1.1571199,4.0000000,-1.4399272,1.1148477,26.2488461,-0.8743126,5.6303973
124,-13,-5.450593291150471,20.647916567536477,-13.1480217,0.0023967,43.8016510,1.0893450,-1.1706233,4.0000000,-1.5076648,1.1127423,26.0263271,-0.8335817,5.6915889
125,-13,-5.443136651150471,20.647916567536477,-13.1490755,0.0033058,46.2809906,1.1212379,-1.1754842,4.0000000,-1.5558088,1.1107272,25.8114662,-0.7951596,5.6807065
126,-13,-5.435680011150471,20.647916567536477,-13.1500025,-0.0057851,21.4876041,1.1244245,-1.1687597,4.0000000,-1.5802814,1.1088430,25.6084347,-0.7572381,5.5676346
127,-13,-5.428223371150471,20.647916567536477,-13.1508045,-0.0052066,23.1404953,1.1064214,-1.1542157,4.0000000,-1.5864979,1.1071117,25.4191322,-0.7219336,5.3924761
128,-13,-5.420766731150471,20.647916567536477,-13.1514845,-0.0046281,24.7933884,1.0652751,-1.1311930,4.0000000,-1.5767387,1.1055239,25.2453728,-0.6856473,5.1623282
129,-13,-5.413310091150471,20.647916567536477,-13.1520443,-0.0042149,25.6198349,1.0064852,-1.1014472,4.0000000,-1.5525633,1.1040823,25.0861111,-0.6503312,4.8930302
130,-13,-5.405853451150471,20.647916567536477,-13.1524878,-0.0039669,26.4462814,0.9314031,-1.0638518,4.0000000,-1.5113647,1.1027834,24.9417953,-0.6163388,4.5724535
131,-13,-5.398396811150471,20.647916567536477,-13.1528187,-0.0037190,27.2727280,0.8425854,-1.0201775,4.0000000,-1.4591906,1.1016232,24.8111725,-0.5811643,4.2329731
132,-13,-5.390940171150472,20.647916567536477,-13.1530428,-0.0036364,27.2727280,0.7473654,-0.9741045,4.0000000,-1.4032462,1.1005864,24.6940174,-0.5449628,3.9115262
133,-13,-5.383483531150471,20.647916567536477,-13.1531630,-0.0036364,27.2727280,0.6459770,-0.9242758,4.0000000,-1.3405395,1.0996432,24.5864391,-0.5080121,3.5930407
134,-13,-5.376026891150472,20.647916567536477,-13.1531839,-0.0036364,27.2727280,0.5414949,-0.8719080,5.0000000,-1.2746271,1.0987749,24.4874611,-0.4691890,3.2907045
135,-13,-5.368570251150472,20.647916567536477,-13.1531115,-0.0036364,27.2727280,0.4330677,-0.8157070,4.0000000,-1.2055552,1.0979695,24.3954544,-0.4258586,2.9994717
136,-13,-5.361113611150472,20.647916567536477,-13.1529474,-0.0036364,27.2727280,0.3245810,-0.7568894,4.0000000,-1.1346802,1.0972346,24.3102016,-0.3790987,2.7266247
137,-13,-5.353656971150472,20.647916567536477,-13.1526976,-0.0036364,27.2727280,0.2170719,-0.6931430,4.0000000,-1.0587186,1.0965582,24.2305927,-0.3275675,2.4535301
138,-13,-5.346200331150472,20.647916567536477,-13.1523657,-0.0038017,26.4462814,0.1133824,-0.6266812,4.0000000,-0.9822181,1.0959243,24.1576424,-0.2711442,2.2016535
139,-13,-5.338743691150472,20.647916567536477,-13.1519566,-0.0040496,25.6198349,0.0141740,-0.5560722,4.0000000,-0.9042675,1.0953461,24.0898972,-0.2078768,1.9649827
140,-13,-5.331287051150472,20.647916567536477,-13.1514750,-0.0042975,24.7933884,-0.0764839,-0.4815603,4.0000000,-0.8248000,1.0948230,24.0273342,-0.1383207,1.7424701
141,-13,-5.323830411150472,20.647916567536477,-13.1509247,-0.0045455,23.9669418,-0.1565131,-0.4026722,4.0000000,-0.7419112,1.0943438,23.9704227,-0.0634333,1.5344853
142,-13,-5.316373771150472,20.647916567536477,-13.1503115,-0.0049587,22.3140488,-0.2242284,-0.3186410,4.0000000,-0.6568044,1.0939022,23.9181747,0.0195224,1.3452985
143,-13,-5.554986251150472,20.640459927536480,-13.1249018,-0.0001653,33.0578499,-0.7259977,-0.2344451,4.0000000,0.5848532,1.1254762,27.3395481,-1.0537434,2.4557908
144,-13,-5.547529611150471,20.640459927536480,-13.1273003,0.0020661,39.6694221,-0.5939402,-0.3573769,4.0000000,0.3964892,1.1272708,27.5148888,-1.1112430,2.3886480
145,-13,-5.540072971150471,20.640459927536480,-13.1296663,0.0044628,47.1074371,-0.4388728,-0.4766305,4.0000000,0.2053037,1.1284175,27.6268330,-1.1585648,2.4495592
146,-13,-5.532616331150471,20.640459927536480,-13.1319847,-0.0033884,25.6198349,-0.2623263,-0.5925195,4.0000000,0.0104574,1.1289374,27.6779308,-1.1954963,2.6350427
147,-13,-5.525159691150471,20.640459927536480,-13.1342440,-0.0011570,31.4049587,-0.0721002,-0.6998268,4.0000000,-0.1816235,1.1288849,27.6705914,-1.2180301,2.9134691
