OID_,ClipsFinal_DEM_Large_S3_RegC,X,Y,DEM_Large_S5_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
20,-13,-4.973368331150472,18.492947607536482,-13.2909822,-0.0046281,19.8347111,0.7155486,-1.0343174,4.0000000,-1.6025096,1.0757293,21.6506138,-0.4661251,4.3190103
21,-13,-4.965911691150472,18.492947607536482,-13.2905159,-0.0051240,18.1818180,0.7092479,-1.0142219,4.0000000,-1.5076472,1.0764999,21.7536507,-0.5207967,4.0593209
22,-13,-4.958455051150472,18.492947607536482,-13.2899399,0.0042149,47.9338837,0.6786386,-0.9830069,4.0000000,-1.3911523,1.0772301,21.8488979,-0.5748615,3.7367132
23,-13,-4.950998411150472,18.492947607536482,-13.2892599,0.0035537,46.2809906,0.6274844,-0.9396789,4.0000000,-1.2571298,1.0779077,21.9381142,-0.6222279,3.3490188
24,-13,-4.943541771150472,18.492947607536482,-13.2884827,0.0028099,43.8016510,0.5620471,-0.8855017,4.0000000,-1.1131405,1.0785289,22.0198383,-0.6578630,2.9165113
25,-13,-4.936085131150472,18.492947607536482,-13.2876158,0.0020661,41.3223152,0.4860895,-0.8215087,4.0000000,-0.9661545,1.0790826,22.0933189,-0.6768629,2.4641993
26,-13,-4.928628491150472,18.492947607536482,-13.2866688,0.0011570,38.0165291,0.4056886,-0.7502621,4.0000000,-0.8237582,1.0795729,22.1559887,-0.6767661,2.0217707
27,-13,-4.921171851150472,18.492947607536482,-13.2856493,0.0001653,34.7107430,0.3261987,-0.6730531,4.0000000,-0.6887057,1.0799969,22.2092743,-0.6574004,1.6019952
28,-13,-5.070304651150472,18.485490967536482,-13.2896070,0.0039669,45.4545441,-1.1587821,-0.8850077,4.0000000,-0.1204200,1.0568666,18.8947296,-1.6495955,6.4483809
29,-13,-5.062848011150472,18.485490967536482,-13.2905216,-0.0052066,12.3966942,-0.8941128,-0.9116028,4.0000000,-0.3365180,1.0590330,19.2373657,-1.4866877,6.1486769
30,-13,-5.055391371150472,18.485490967536482,-13.2913609,-0.0043802,14.8760328,-0.6186724,-0.9426950,4.0000000,-0.5574801,1.0610707,19.5527267,-1.3279098,5.8764067
31,-13,-5.047934731150472,18.485490967536482,-13.2921171,-0.0036364,18.1818180,-0.3424678,-0.9771464,4.0000000,-0.7773669,1.0629485,19.8384800,-1.1769258,5.6497688
32,-13,-5.040478091150472,18.485490967536482,-13.2927856,-0.0028926,21.4876041,-0.0692969,-1.0158168,4.0000000,-0.9924400,1.0646476,20.0937061,-1.0391936,5.4899664
33,-13,-5.033021451150472,18.485490967536482,-13.2933578,-0.0022314,24.7933884,0.1895367,-1.0554278,4.0000000,-1.1928227,1.0661769,20.3178577,-0.9180329,5.3918796
34,-13,-5.025564811150472,18.485490967536482,-13.2938290,-0.0017355,27.2727280,0.4304041,-1.0959296,4.0000000,-1.3748192,1.0675423,20.5159168,-0.8170400,5.3625469
35,-13,-5.018108171150472,18.485490967536482,-13.2941923,-0.0014876,28.9256191,0.6489520,-1.1345665,4.0000000,-1.5316292,1.0687441,20.6888657,-0.7375039,5.3760047
36,-13,-5.010651531150472,18.485490967536482,-13.2944422,-0.0013223,29.7520657,0.8385815,-1.1691282,4.0000000,-1.6546067,1.0698152,20.8409233,-0.6836495,5.4109702
37,-13,-5.003194891150472,18.485490967536482,-13.2945757,-0.0011570,30.5785122,0.9919525,-1.1957484,4.0000000,-1.7362516,1.0707803,20.9748192,-0.6552452,5.4244151
38,-13,-4.995738251150472,18.485490967536482,-13.2945890,-0.0012397,30.5785122,1.1110317,-1.2162805,5.0000000,-1.7802508,1.0716594,21.0966568,-0.6523102,5.4270258
39,-13,-4.988281611150472,18.485490967536482,-13.2944803,-0.0013223,30.5785122,1.1926653,-1.2276222,4.0000000,-1.7832514,1.0724802,21.2098408,-0.6719928,5.3785191
40,-13,-4.980824971150472,18.485490967536482,-13.2942495,-0.0015702,29.7520657,1.2366991,-1.2285438,4.0000000,-1.7474762,1.0732669,21.3170738,-0.7096114,5.2609677
41,-13,-4.973368331150472,18.485490967536482,-13.2938976,-0.0019008,28.9256191,1.2414768,-1.2166795,4.0000000,-1.6750358,1.0740356,21.4204788,-0.7583232,5.0509090
42,-13,-4.965911691150472,18.485490967536482,-13.2934284,-0.0023967,27.2727280,1.2105716,-1.1916624,4.0000000,-1.5717061,1.0747892,21.5217152,-0.8116189,4.7461100
43,-13,-4.958455051150472,18.485490967536482,-13.2928457,-0.0030579,24.7933884,1.1456004,-1.1529621,4.0000000,-1.4455124,1.0755240,21.6209469,-0.8604116,4.3564386
44,-13,-4.950998411150472,18.485490967536482,-13.2921562,-0.0037190,22.3140488,1.0556062,-1.1021554,4.0000000,-1.3039247,1.0762384,21.7160931,-0.9003862,3.9016693
45,-13,-4.943541771150472,18.485490967536482,-13.2913666,-0.0044628,19.0082645,0.9439627,-1.0389767,4.0000000,-1.1538551,1.0769225,21.8064117,-0.9240981,3.3984573
46,-13,-4.936085131150472,18.485490967536482,-13.2904863,-0.0052066,16.5289249,0.8215133,-0.9662483,4.0000000,-1.0035417,1.0775522,21.8883724,-0.9289549,2.8786981
47,-13,-4.928628491150472,18.485490967536482,-13.2895241,0.0038843,47.1074371,0.6956085,-0.8863615,4.0000000,-0.8593467,1.0781149,21.9635944,-0.9133763,2.3719313
48,-13,-4.921171851150472,18.485490967536482,-13.2884903,0.0028926,43.8016510,0.5706200,-0.8002097,4.0000000,-0.7239298,1.0786233,22.0313053,-0.8764896,1.8930939
49,-13,-4.913715211150472,18.485490967536482,-13.2873936,0.0019008,40.4958687,0.4537865,-0.7115604,4.0000000,-0.6011313,1.0790737,22.0875130,-0.8219895,1.4672594
50,-13,-4.906258571150472,18.485490967536482,-13.2862453,0.0007438,37.1900826,0.3503541,-0.6240830,4.0000000,-0.4947714,1.0794427,22.1354122,-0.7533945,1.1099219
51,-13,-4.898801931150472,18.485490967536482,-13.2850542,-0.0003306,33.0578499,0.2639514,-0.5408088,4.0000000,-0.4058044,1.0797466,22.1758881,-0.6758131,0.8217539
52,-13,-5.085217931150472,18.478034327536481,-13.2897444,0.0040496,43.8016510,-1.4597861,-0.9930949,4.0000000,0.2795107,1.0524331,18.1682014,-2.2657003,7.8206263
53,-13,-5.077761291150472,18.478034327536481,-13.2908850,-0.0047107,12.3966942,-1.1837367,-1.0192466,4.0000000,0.0829874,1.0545888,18.5260525,-2.1214805,7.5089450
54,-13,-5.070304651150472,18.478034327536481,-13.2919559,-0.0036364,15.7024794,-0.8775267,-1.0506866,4.0000000,-0.1335536,1.0566598,18.8628273,-1.9678197,7.1933279
55,-13,-5.062848011150472,18.478034327536481,-13.2929525,-0.0027273,19.0082645,-0.5531927,-1.0877029,4.0000000,-0.3643672,1.0586160,19.1740208,-1.8110384,6.9117651
56,-13,-5.055391371150472,18.478034327536481,-13.2938671,-0.0019008,22.3140488,-0.2206388,-1.1273438,4.0000000,-0.6019842,1.0604186,19.4543018,-1.6527034,6.6634188
57,-13,-5.047934731150472,18.478034327536481,-13.2946930,-0.0010744,26.4462814,0.1115349,-1.1695521,4.0000000,-0.8378956,1.0620494,19.7051296,-1.5012087,6.4696207
58,-13,-5.040478091150472,18.478034327536481,-13.2954226,-0.0002479,30.5785122,0.4371828,-1.2149693,4.0000000,-1.0687169,1.0635026,19.9248981,-1.3612216,6.3556390
59,-13,-5.033021451150472,18.478034327536481,-13.2960501,0.0004132,33.8842964,0.7442795,-1.2592611,4.0000000,-1.2823114,1.0647873,20.1165924,-1.2362109,6.2955160
60,-13,-5.025564811150472,18.478034327536481,-13.2965679,0.0009917,36.3636360,1.0249776,-1.3029307,4.0000000,-1.4740876,1.0659177,20.2828999,-1.1317737,6.3085065
61,-13,-5.018108171150472,18.478034327536481,-13.2969713,0.0013223,38.0165291,1.2783711,-1.3443576,4.0000000,-1.6366419,1.0669142,20.4267044,-1.0520735,6.3654141
62,-13,-5.010651531150472,18.478034327536481,-13.2972536,0.0014876,38.8429756,1.4906341,-1.3800398,4.0000000,-1.7626513,1.0677987,20.5524273,-0.9974282,6.4406419
63,-13,-5.003194891150472,18.478034327536481,-13.2974119,0.0016529,39.6694221,1.6522441,-1.4052416,4.0000000,-1.8420191,1.0685930,20.6661682,-0.9684642,6.4720979
64,-13,-4.995738251150472,18.478034327536481,-13.2974424,0.0015702,39.6694221,1.7705659,-1.4229847,5.0000000,-1.8818123,1.0693340,20.7715683,-0.9641571,6.4779735
65,-13,-4.988281611150472,18.478034327536481,-13.2973452,0.0014876,39.6694221,1.8389877,-1.4297340,4.0000000,-1.8777083,1.0700591,20.8721523,-0.9817596,6.4138355
66,-13,-4.980824971150472,18.478034327536481,-13.2971201,0.0012397,38.8429756,1.8553506,-1.4231266,4.0000000,-1.8312339,1.0707822,20.9717636,-1.0150193,6.2497716
67,-13,-4.973368331150472,18.478034327536481,-13.2967691,0.0009917,38.0165291,1.8243593,-1.4030652,4.0000000,-1.7478372,1.0715148,21.0725555,-1.0582932,5.9808311
68,-13,-4.965911691150472,18.478034327536481,-13.2962961,0.0004959,36.3636360,1.7523501,-1.3699374,4.0000000,-1.6356369,1.0722661,21.1762791,-1.1042380,5.6142411
69,-13,-4.958455051150472,18.478034327536481,-13.2957058,-0.0001653,33.8842964,1.6411585,-1.3223498,4.0000000,-1.5000514,1.0730293,21.2807655,-1.1446482,5.1477437
70,-13,-4.950998411150472,18.478034327536481,-13.2950058,-0.0008264,31.4049587,1.4994102,-1.2615478,4.0000000,-1.3503690,1.0737954,21.3842812,-1.1727266,4.6076818
71,-13,-4.943541771150472,18.478034327536481,-13.2942047,-0.0016529,28.0991745,1.3341399,-1.1883558,4.0000000,-1.1946210,1.0745478,21.4860325,-1.1820906,4.0205445
72,-13,-4.936085131150472,18.478034327536481,-13.2933111,-0.0024793,25.6198349,1.1571681,-1.1056720,4.0000000,-1.0406750,1.0752598,21.5823860,-1.1706690,3.4235008
73,-13,-4.928628491150472,18.478034327536481,-13.2923355,-0.0033884,22.3140488,0.9775943,-1.0159729,4.0000000,-0.8950577,1.0759225,21.6704998,-1.1368881,2.8474693
74,-13,-4.921171851150472,18.478034327536481,-13.2912884,-0.0043802,19.0082645,0.8045624,-0.9222779,4.0000000,-0.7619088,1.0765290,21.7517567,-1.0826471,2.3175492
75,-13,-4.913715211150472,18.478034327536481,-13.2901812,-0.0053719,15.7024794,0.6403201,-0.8252850,4.0000000,-0.6406840,1.0770742,21.8240337,-1.0098859,1.8427768
76,-13,-4.906258571150472,18.478034327536481,-13.2890224,0.0034711,46.2809906,0.4972979,-0.7316678,4.0000000,-0.5380395,1.0775613,21.8877926,-0.9252960,1.4493396
77,-13,-4.898801931150472,18.478034327536481,-13.2878218,0.0023967,42.1487617,0.3756044,-0.6424245,4.0000000,-0.4518920,1.0779928,21.9439297,-0.8329570,1.1292652
78,-13,-4.891345291150472,18.478034327536481,-13.2865887,0.0012397,38.0165291,0.2786909,-0.5609509,4.0000000,-0.3842450,1.0783751,21.9947433,-0.7376567,0.8781071
79,-13,-4.883888651150472,18.478034327536481,-13.2853298,0.0000000,33.8842964,0.2039559,-0.4876730,4.0000000,-0.3318997,1.0787382,22.0421982,-0.6434464,0.6816133
80,-13,-5.100131211150472,18.470577687536480,-13.2892017,0.0035537,39.6694221,-1.7490141,-1.0757883,4.0000000,0.5752271,1.0484260,17.4813309,-2.7268035,9.0485201
81,-13,-5.092674571150472,18.470577687536480,-13.2905636,-0.0051240,10.7438021,-1.5096453,-1.1059463,4.0000000,0.4382448,1.0503925,17.8234711,-2.6501374,8.8551378
82,-13,-5.085217931150472,18.470577687536480,-13.2918644,-0.0038843,14.0495872,-1.2153071,-1.1415823,4.0000000,0.2646138,1.0523547,18.1562881,-2.5477781,8.6119404
83,-13,-5.077761291150472,18.470577687536480,-13.2930984,-0.0026446,18.1818180,-0.8762150,-1.1816926,4.0000000,0.0609395,1.0542430,18.4711952,-2.4243248,8.3384781
84,-13,-5.070304651150472,18.470577687536480,-13.2942572,-0.0014876,22.3140488,-0.5065192,-1.2258322,4.0000000,-0.1661167,1.0560409,18.7650719,-2.2855477,8.0701437
85,-13,-5.062848011150472,18.470577687536480,-13.2953367,-0.0004959,26.4462814,-0.1130298,-1.2740927,4.0000000,-0.4110010,1.0577050,19.0314465,-2.1371844,7.8304586
86,-13,-5.055391371150472,18.470577687536480,-13.2963266,0.0004132,30.5785122,0.2836786,-1.3234304,4.0000000,-0.6637118,1.0591995,19.2688026,-1.9831491,7.6367884
87,-13,-5.047934731150472,18.470577687536480,-13.2972212,0.0013223,35.5371895,0.6744168,-1.3733118,4.0000000,-0.9130510,1.0605317,19.4755058,-1.8335725,7.5004468
88,-13,-5.040478091150472,18.470577687536480,-13.2980118,0.0021488,39.6694221,1.0504373,-1.4236230,4.0000000,-1.1560118,1.0616993,19.6543274,-1.6912342,7.4412041
89,-13,-5.033021451150472,18.470577687536480,-13.2986927,0.0028099,42.9752083,1.4059969,-1.4735794,4.0000000,-1.3827413,1.0627018,19.8058071,-1.5644174,7.4540730
90,-13,-5.025564811150472,18.470577687536480,-13.2992563,0.0033884,45.4545441,1.7261696,-1.5204474,4.0000000,-1.5843372,1.0635525,19.9340553,-1.4565575,7.5262384
91,-13,-5.018108171150472,18.470577687536480,-13.2996979,0.0038017,47.1074371,2.0029831,-1.5615852,4.0000000,-1.7506148,1.0642887,20.0424652,-1.3725555,7.6196170
92,-13,-5.010651531150472,18.470577687536480,-13.3000107,-0.0059504,11.5702477,2.2254899,-1.5950186,4.0000000,-1.8766896,1.0649477,20.1390438,-1.3133477,7.7152939
93,-13,-5.003194891150472,18.470577687536480,-13.3001919,-0.0057025,12.3966942,2.3911171,-1.6185223,4.0000000,-1.9546053,1.0655702,20.2298527,-1.2824394,7.7641129
94,-13,-4.995738251150472,18.470577687536480,-13.3002386,-0.0057025,13.2231407,2.4987633,-1.6320385,5.0000000,-1.9890833,1.0661931,20.3186111,-1.2749937,7.7621207
95,-13,-4.988281611150472,18.470577687536480,-13.3001518,-0.0057851,13.2231407,2.5418856,-1.6319854,4.0000000,-1.9755212,1.0668343,20.4093533,-1.2884498,7.6573172
96,-13,-4.980824971150472,18.470577687536480,-13.2999306,0.0039669,47.9338837,2.5245876,-1.6179022,4.0000000,-1.9177140,1.0675019,20.5056667,-1.3180903,7.4352756
97,-13,-4.973368331150472,18.470577687536480,-13.2995787,0.0037190,47.1074371,2.4492803,-1.5887902,4.0000000,-1.8219718,1.0682178,20.6074886,-1.3556087,7.0873618
98,-13,-4.965911691150472,18.470577687536480,-13.2991009,0.0032231,45.4545441,2.3249578,-1.5457953,4.0000000,-1.6994401,1.0689905,20.7159691,-1.3921505,6.6351976
99,-13,-4.958455051150472,18.470577687536480,-13.2985029,0.0025620,42.9752083,2.1541448,-1.4870000,4.0000000,-1.5536147,1.0698005,20.8291550,-1.4203851,6.0681472
100,-13,-4.950998411150472,18.470577687536480,-13.2977934,0.0019008,40.4958687,1.9500728,-1.4150567,4.0000000,-1.3974119,1.0706242,20.9449596,-1.4327016,5.4329920
101,-13,-4.943541771150472,18.470577687536480,-13.2969809,0.0010744,37.1900826,1.7190801,-1.3297132,4.0000000,-1.2362721,1.0714520,21.0595016,-1.4231544,4.7459788
102,-13,-4.936085131150472,18.470577687536480,-13.2960749,0.0002479,34.7107430,1.4801915,-1.2361940,4.0000000,-1.0806009,1.0722587,21.1715622,-1.3917872,4.0664673
103,-13,-4.928628491150472,18.470577687536480,-13.2950878,-0.0006612,31.4049587,1.2378739,-1.1346363,4.0000000,-0.9327453,1.0730270,21.2752266,-1.3365271,3.4091830
104,-13,-4.921171851150472,18.470577687536480,-13.2940302,-0.0016529,28.0991745,1.0091300,-1.0309751,4.0000000,-0.8006251,1.0737432,21.3727779,-1.2613251,2.8194318
105,-13,-4.913715211150472,18.470577687536480,-13.2929125,-0.0027273,23.9669418,0.7964779,-0.9260141,4.0000000,-0.6823402,1.0743886,21.4613571,-1.1696880,2.3005598
106,-13,-4.906258571150472,18.470577687536480,-13.2917471,-0.0038843,19.8347111,0.6135276,-0.8262115,4.0000000,-0.5846112,1.0749892,21.5422459,-1.0678117,1.8743190
107,-13,-4.898801931150472,18.470577687536480,-13.2905416,-0.0049587,16.5289249,0.4582109,-0.7319052,4.0000000,-0.5019317,1.0755522,21.6167374,-0.9618787,1.5265507
108,-13,-4.891345291150472,18.470577687536480,-13.2893057,0.0038843,47.1074371,0.3373517,-0.6480531,4.0000000,-0.4397486,1.0760758,21.6866837,-0.8563575,1.2549678
109,-13,-4.883888651150472,18.470577687536480,-13.2880449,0.0026446,42.9752083,0.2452574,-0.5736957,4.0000000,-0.3918531,1.0765867,21.7551632,-0.7555383,1.0374997
110,-13,-4.876432011150472,18.470577687536480,-13.2867661,0.0014876,38.8429756,0.1822178,-0.5118375,4.0000000,-0.3599729,1.0770940,21.8221397,-0.6637021,0.8662373
111,-13,-4.868975371150472,18.470577687536480,-13.2854719,0.0001653,33.8842964,0.1443539,-0.4627170,4.0000000,-0.3402621,1.0776138,21.8914871,-0.5851719,0.7268546
112,-13,-5.107587851150472,18.463121047536482,-13.2895374,0.0038017,40.4958687,-1.7718768,-1.1530517,5.0000000,0.6079399,1.0470203,17.2319832,-2.9140434,9.7961578
113,-13,-5.100131211150472,18.463121047536482,-13.2910595,-0.0047107,11.5702477,-1.5370946,-1.1945513,4.0000000,0.5178351,1.0486870,17.5280514,-2.9069378,9.7267752
114,-13,-5.092674571150472,18.463121047536482,-13.2925224,-0.0033058,15.7024794,-1.2394820,-1.2409110,4.0000000,0.3863188,1.0503730,17.8188248,-2.8681409,9.5966396
115,-13,-5.085217931150472,18.463121047536482,-13.2939215,-0.0019835,19.8347111,-0.8841405,-1.2929159,4.0000000,0.2149971,1.0520136,18.1000633,-2.8008289,9.4362497
116,-13,-5.077761291150472,18.463121047536482,-13.2952480,-0.0006612,24.7933884,-0.4786905,-1.3481548,4.0000000,0.0092736,1.0535685,18.3616619,-2.7055831,9.2448282
117,-13,-5.070304651150472,18.463121047536482,-13.2964954,0.0005785,29.7520657,-0.0363099,-1.4071093,4.0000000,-0.2249977,1.0550152,18.6002350,-2.5892210,9.0672293
118,-13,-5.062848011150472,18.463121047536482,-13.2976561,0.0016529,34.7107430,0.4261251,-1.4664149,4.0000000,-0.4780858,1.0563116,18.8116016,-2.4547441,8.9047480
119,-13,-5.055391371150472,18.463121047536482,-13.2987213,0.0026446,39.6694221,0.8922769,-1.5266967,4.0000000,-0.7416646,1.0574386,18.9920635,-2.3117287,8.8039064
120,-13,-5.047934731150472,18.463121047536482,-13.2996836,0.0036364,44.6280975,1.3438582,-1.5846854,4.0000000,-1.0022023,1.0584048,19.1462288,-2.1671689,8.7553825
121,-13,-5.040478091150472,18.463121047536482,-13.3005352,-0.0054545,11.5702477,1.7752726,-1.6416844,4.0000000,-1.2565581,1.0592207,19.2743530,-2.0268109,8.7857304
122,-13,-5.033021451150472,18.463121047536482,-13.3012686,-0.0047107,14.0495872,2.1710851,-1.6944326,4.0000000,-1.4927113,1.0598960,19.3781700,-1.8961539,8.8669653
123,-13,-5.025564811150472,18.463121047536482,-13.3018761,-0.0040496,16.5289249,2.5220375,-1.7421906,4.0000000,-1.7016131,1.0604490,19.4628830,-1.7827680,8.9911594
124,-13,-5.018108171150472,18.463121047536482,-13.3023529,-0.0035537,19.0082645,2.8148878,-1.7823803,4.0000000,-1.8727283,1.0609194,19.5355263,-1.6920323,9.1259098
125,-13,-5.010651531150472,18.463121047536482,-13.3026943,-0.0032231,20.6611576,3.0438325,-1.8135433,4.0000000,-1.9998040,1.0613563,19.6013050,-1.6272826,9.2399740
126,-13,-5.003194891150472,18.463121047536482,-13.3028965,-0.0029752,21.4876041,3.1954710,-1.8314122,4.0000000,-2.0724833,1.0618082,19.6670246,-1.5903410,9.2681904
127,-13,-4.995738251150472,18.463121047536482,-13.3029585,-0.0029752,22.3140488,3.2809522,-1.8386194,5.0000000,-2.0986428,1.0623008,19.7394848,-1.5785960,9.2282925
128,-13,-4.988281611150472,18.463121047536482,-13.3028803,-0.0030579,22.3140488,3.2925444,-1.8316456,4.0000000,-2.0754597,1.0628535,19.8222389,-1.5878315,9.0704947
129,-13,-4.980824971150472,18.463121047536482,-13.3026619,-0.0033058,21.4876041,3.2301097,-1.8087460,4.0000000,-2.0063720,1.0634897,19.9161339,-1.6111200,8.7706280
130,-13,-4.973368331150472,18.463121047536482,-13.3023090,-0.0035537,20.6611576,3.0951047,-1.7682714,4.0000000,-1.8974177,1.0642142,20.0215588,-1.6391253,8.3151951
131,-13,-4.965911691150472,18.463121047536482,-13.3018265,-0.0041322,18.1818180,2.9047327,-1.7130293,4.0000000,-1.7638044,1.0650198,20.1391468,-1.6622541,7.7471251
132,-13,-4.958455051150472,18.463121047536482,-13.3012209,-0.0047934,15.7024794,2.6605015,-1.6407617,4.0000000,-1.6080362,1.0658931,20.2660656,-1.6734873,7.0553493
133,-13,-4.950998411150472,18.463121047536482,-13.3005009,-0.0054545,13.2231407,2.3821416,-1.5552487,4.0000000,-1.4456424,1.0667986,20.3972893,-1.6648550,6.3009944
134,-13,-4.943541771150472,18.463121047536482,-13.2996778,0.0037190,46.2809906,2.0797803,-1.4574826,4.0000000,-1.2805519,1.0677248,20.5308247,-1.6344132,5.5112486
135,-13,-4.936085131150472,18.463121047536482,-13.2987614,0.0028926,43.8016510,1.7701312,-1.3510494,4.0000000,-1.1227629,1.0686418,20.6604729,-1.5793359,4.7354355
136,-13,-4.928628491150472,18.463121047536482,-13.2977648,0.0019835,40.4958687,1.4592893,-1.2365986,4.0000000,-0.9727383,1.0695215,20.7856083,-1.5004590,3.9934123
137,-13,-4.921171851150472,18.463121047536482,-13.2966986,0.0009917,37.1900826,1.1743183,-1.1231631,4.0000000,-0.8420076,1.0703574,20.9025249,-1.4043187,3.3477604
138,-13,-4.913715211150472,18.463121047536482,-13.2955751,-0.0000826,33.0578499,0.9146551,-1.0108861,4.0000000,-0.7275092,1.0711378,21.0103817,-1.2942629,2.7928832
139,-13,-4.906258571150472,18.463121047536482,-13.2944050,-0.0012397,28.9256191,0.6922280,-0.9048657,4.0000000,-0.6329743,1.0718631,21.1114082,-1.1767572,2.3380356
140,-13,-4.898801931150472,18.463121047536482,-13.2931986,-0.0023967,24.7933884,0.5058310,-0.8059982,4.0000000,-0.5543546,1.0725467,21.2062054,-1.0576417,1.9681102
141,-13,-4.891345291150472,18.463121047536482,-13.2919636,-0.0035537,20.6611576,0.3648130,-0.7206209,4.0000000,-0.4972526,1.0732089,21.2962933,-0.9439892,1.6820657
142,-13,-4.883888651150472,18.463121047536482,-13.2907076,-0.0047107,16.5289249,0.2598088,-0.6462315,4.0000000,-0.4541565,1.0738628,21.3848782,-0.8383066,1.4486375
143,-13,-4.876432011150472,18.463121047536482,-13.2894335,0.0041322,47.9338837,0.1918469,-0.5861984,4.0000000,-0.4276612,1.0745203,21.4753742,-0.7447356,1.2598825
144,-13,-4.868975371150472,18.463121047536482,-13.2881460,0.0028099,42.9752083,0.1586561,-0.5415521,4.0000000,-0.4154792,1.0752022,21.5676670,-0.6676250,1.0996554
145,-13,-4.861518731150472,18.463121047536482,-13.2868462,0.0015702,38.8429756,0.1536204,-0.5123715,4.0000000,-0.4156250,1.0759249,21.6642017,-0.6091181,0.9645365
146,-13,-4.854062091150472,18.463121047536482,-13.2855320,0.0002479,33.8842964,0.1637642,-0.4931768,4.0000000,-0.4190907,1.0766619,21.7642155,-0.5672630,0.8456671
147,-13,-4.794408971150472,18.463121047536482,-13.2741585,-0.0011570,28.0991745,0.0736199,-0.5394619,4.0000000,-0.1776395,1.0805314,22.2789192,-0.9012843,1.2348340
