OID_,ClipsFinal_DEM_Large_S3_RegL2,X,Y,DEM_Large_S5_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
14,-13,-3.221057931150471,19.052195607536479,-13.0116920,-0.0021488,0.0000000,-1.9774834,-0.7371199,4.0000000,-2.3236938,1.0026814,4.1345129,0.8494539,6.2172823
15,-13,-3.213601291150471,19.052195607536479,-13.0118933,-0.0016529,0.0000000,-1.7364846,-0.6971262,4.0000000,-2.1433902,1.0017781,3.3525257,0.7491378,5.4680905
16,-12,-3.437300491150471,19.044738967536482,-12.9790745,0.0042149,44.6280975,-0.6156653,0.1752190,4.0000000,0.8444645,1.0612640,19.5995445,-0.4940265,1.7992159
17,-12,-3.429843851150471,19.044738967536482,-12.9805403,-0.0043802,14.8760328,-0.3968873,0.1698195,4.0000000,0.6774395,1.0630615,19.8730583,-0.3378005,1.2220107
18,-12,-3.422387211150471,19.044738967536482,-12.9820089,-0.0028926,19.0082645,-0.2235644,0.1703688,4.0000000,0.5188420,1.0644708,20.0828419,-0.1781044,0.7653074
19,-12,-3.414930571150471,19.044738967536482,-12.9834785,-0.0014050,23.9669418,-0.1003721,0.1746895,4.0000000,0.3663496,1.0654566,20.2294731,-0.0169706,0.4399075
20,-12,-3.407473931150471,19.044738967536482,-12.9849472,0.0000826,29.7520657,-0.0274077,0.1819876,4.0000000,0.2181152,1.0660158,20.3125134,0.1458600,0.2472474
21,-12,-3.400017291150471,19.044738967536482,-12.9864149,0.0016529,35.5371895,-0.0083160,0.1906647,4.0000000,0.0741164,1.0661604,20.3341141,0.3072130,0.1958434
22,-12,-3.392560651150471,19.044738967536482,-12.9878817,0.0031405,42.1487617,-0.0433723,0.1997780,4.0000000,-0.0681961,1.0658883,20.2943192,0.4677520,0.2851955
23,-12,-3.385104011150471,19.044738967536482,-12.9893475,0.0045455,48.7603302,-0.1353584,0.2040030,4.0000000,-0.2145377,1.0651948,20.1922054,0.6225437,0.5119619
24,-12,-3.377647371150471,19.044738967536482,-12.9908113,-0.0039669,15.7024794,-0.2826892,0.2016325,4.0000000,-0.3668098,1.0640780,20.0282631,0.7700748,0.8680058
25,-12,-3.370190731150471,19.044738967536482,-12.9922724,-0.0025620,19.8347111,-0.4859165,0.1906199,4.0000000,-0.5294779,1.0625514,19.7992687,0.9107177,1.3504628
26,-12,-3.362734091150471,19.044738967536482,-12.9937277,-0.0011570,24.7933884,-0.7379984,0.1691858,4.0000000,-0.7014109,1.0606155,19.5047932,1.0397825,1.9401573
27,-12,-3.355277451150471,19.044738967536482,-12.9951754,0.0003306,30.5785122,-1.0348904,0.1354814,4.0000000,-0.8849764,1.0582715,19.1411018,1.1559393,2.6287675
28,-12,-3.347820811150471,19.044738967536482,-12.9966106,0.0017355,37.1900826,-1.3640035,0.0880556,4.0000000,-1.0783612,1.0555514,18.7079697,1.2544724,3.3926136
29,-12,-3.340364171150471,19.044738967536482,-12.9980288,0.0031405,43.8016510,-1.7114819,0.0274467,4.0000000,-1.2783407,1.0524703,18.2022953,1.3332342,4.2109127
30,-12,-3.332907531150471,19.044738967536482,-12.9994221,0.0044628,51.2396698,-2.0630097,-0.0452954,4.0000000,-1.4815364,1.0490624,17.6218319,1.3909454,5.0640497
31,-13,-3.310537611150471,19.044738967536482,-13.0033731,-0.0016529,14.0495872,-2.9793687,-0.3155500,4.0000000,-2.0652277,1.0373986,15.4483967,1.4341278,7.5734224
32,-13,-3.303080971150471,19.044738967536482,-13.0045834,-0.0004959,18.1818180,-3.1905003,-0.4130098,4.0000000,-2.2356291,1.0332603,14.5879202,1.4096094,8.2947922
33,-13,-3.295624331150471,19.044738967536482,-13.0057259,0.0005785,23.1404953,-3.3294528,-0.5098672,4.0000000,-2.3865168,1.0291362,13.6700983,1.3667824,8.8974848
34,-13,-3.288167691150471,19.044738967536482,-13.0067921,0.0015702,28.0991745,-3.3994954,-0.5983350,4.0000000,-2.5122559,1.0250875,12.6993980,1.3155860,9.3497410
35,-13,-3.280711051150471,19.044738967536482,-13.0077724,0.0025620,33.8842964,-3.3942130,-0.6747812,4.0000000,-2.6081195,1.0212240,11.6920309,1.2585572,9.6090441
36,-13,-3.273254411150471,19.044738967536482,-13.0086632,0.0034711,39.6694221,-3.3207769,-0.7371443,4.0000000,-2.6731522,1.0176239,10.6621284,1.1988636,9.6698513
37,-13,-3.265797771150471,19.044738967536482,-13.0094585,0.0043802,46.2809906,-3.1878645,-0.7872763,4.0000000,-2.7118497,1.0143293,9.6182146,1.1372970,9.5561333
38,-13,-3.258341131150471,19.044738967536482,-13.0101557,-0.0047934,0.0000000,-3.0051134,-0.8190272,4.0000000,-2.7170053,1.0113943,8.5785141,1.0789510,9.2422428
39,-13,-3.250884491150471,19.044738967536482,-13.0107536,-0.0039669,0.0000000,-2.7852094,-0.8349629,4.0000000,-2.6915648,1.0088475,7.5572701,1.0216391,8.7692661
40,-13,-3.243427851150471,19.044738967536482,-13.0112524,-0.0033058,0.0000000,-2.5447266,-0.8347635,4.0000000,-2.6338999,1.0066921,6.5666962,0.9643729,8.1688108
41,-13,-3.235971211150471,19.044738967536482,-13.0116529,-0.0027273,0.0000000,-2.2942488,-0.8201877,4.0000000,-2.5401859,1.0049196,5.6231365,0.8998104,7.4769917
42,-13,-3.228514571150471,19.044738967536482,-13.0119591,-0.0021488,0.0000000,-2.0446181,-0.7907395,4.0000000,-2.3974867,1.0035110,4.7417812,0.8160077,6.7167964
43,-13,-3.221057931150471,19.044738967536482,-13.0121737,-0.0016529,0.0000000,-1.8042350,-0.7521144,4.0000000,-2.1911097,1.0024357,3.9375317,0.6868809,5.9476542
44,-13,-3.213601291150471,19.044738967536482,-13.0123034,-0.0012397,0.0000000,-1.5825279,-0.7042583,4.0000000,-1.8794225,1.0016528,3.2297935,0.4709059,5.1924310
45,-13,-3.206144651150471,19.044738967536482,-13.0123520,-0.0008264,0.0000000,-1.3825428,-0.6520263,5.0000000,-1.4071677,1.0011187,2.6449513,0.1031151,4.4889402
46,-13,-3.198688011150471,19.044738967536482,-13.0123262,-0.0004959,0.0000000,-1.2071887,-0.5963812,4.0000000,-0.7348108,1.0007927,2.2161067,-0.4579517,3.8490570
47,-13,-3.191231371150471,19.044738967536482,-13.0122309,-0.0002479,0.0000000,-1.0531775,-0.5416798,4.0000000,0.0043059,1.0006357,1.9833564,-1.0876654,3.2864742
48,-13,-3.183774731150470,19.044738967536482,-13.0120716,-0.0000826,0.0000000,-0.9215839,-0.4846642,5.0000000,0.4822025,1.0006135,1.9598371,-1.4515308,2.7870889
49,-13,-3.176318091150470,19.044738967536482,-13.0118542,-0.0004132,0.0000000,-0.8103348,-0.4296251,4.0000000,0.5641281,1.0006958,2.1026437,-1.4233782,2.3630397
50,-12,-3.452213771150471,19.037282327536481,-12.9782581,0.0033058,39.6694221,-1.2143964,-0.0745133,4.0000000,0.9819488,1.0586364,19.1897697,-1.1309755,3.0538404
51,-12,-3.444757131150471,19.037282327536481,-12.9797783,0.0047934,47.1074371,-0.9046432,-0.0972724,4.0000000,0.8032042,1.0609468,19.5480137,-0.9977489,2.3040311
52,-12,-3.437300491150471,19.037282327536481,-12.9812965,-0.0038017,16.5289249,-0.6324340,-0.1151722,4.0000000,0.6289107,1.0628867,19.8447571,-0.8592551,1.6407313
53,-12,-3.429843851150471,19.037282327536481,-12.9828081,-0.0023140,21.4876041,-0.4007917,-0.1292334,4.0000000,0.4566621,1.0644414,20.0779266,-0.7151288,1.0742694
54,-12,-3.422387211150471,19.037282327536481,-12.9843130,-0.0007438,26.4462814,-0.2188070,-0.1365407,4.0000000,0.2937861,1.0655936,20.2482338,-0.5668675,0.6265460
55,-12,-3.414930571150471,19.037282327536481,-12.9858074,0.0007438,32.2314034,-0.0872683,-0.1383302,4.0000000,0.1373538,1.0663182,20.3562355,-0.4140141,0.3014799
56,-12,-3.407473931150471,19.037282327536481,-12.9872913,0.0022314,38.8429756,-0.0085712,-0.1361758,4.0000000,-0.0134319,1.0666336,20.4026031,-0.2589197,0.1078070
57,-12,-3.400017291150471,19.037282327536481,-12.9887638,0.0037190,44.6280975,0.0149479,-0.1319691,4.0000000,-0.1610428,1.0665292,20.3870678,-0.1028953,0.0544868
58,-12,-3.392560651150471,19.037282327536481,-12.9902248,-0.0048760,13.2231407,-0.0182023,-0.1251810,4.0000000,-0.3061864,1.0659919,20.3091450,0.0558245,0.1442018
59,-12,-3.385104011150471,19.037282327536481,-12.9916735,-0.0034711,17.3553715,-0.1063789,-0.1208386,4.0000000,-0.4522187,1.0650243,20.1682110,0.2105415,0.3780141
60,-12,-3.377647371150471,19.037282327536481,-12.9931097,-0.0019835,22.3140488,-0.2473994,-0.1226633,4.0000000,-0.6051064,1.0636458,19.9653091,0.3597798,0.7537217
61,-12,-3.370190731150471,19.037282327536481,-12.9945326,-0.0005785,27.2727280,-0.4390012,-0.1312735,4.0000000,-0.7667661,1.0618635,19.6959114,0.5042191,1.2643008
62,-12,-3.362734091150471,19.037282327536481,-12.9959412,0.0008264,33.0578499,-0.6757944,-0.1476924,4.0000000,-0.9366241,1.0596690,19.3602028,0.6412393,1.8957374
63,-12,-3.355277451150471,19.037282327536481,-12.9973307,0.0023140,39.6694221,-0.9513741,-0.1742260,4.0000000,-1.1166419,1.0570891,18.9549675,0.7681899,2.6358650
64,-12,-3.347820811150471,19.037282327536481,-12.9987001,0.0036364,46.2809906,-1.2488992,-0.2129662,4.0000000,-1.3050560,1.0541484,18.4793434,0.8791236,3.4502234
65,-13,-3.340364171150471,19.037282327536481,-13.0000429,-0.0050413,7.4380164,-1.5621840,-0.2627242,4.0000000,-1.5005726,1.0508614,17.9319458,0.9751241,4.3277316
66,-13,-3.332907531150471,19.037282327536481,-13.0013533,-0.0037190,9.9173555,-1.8739694,-0.3213935,4.0000000,-1.6957790,1.0472797,17.3112068,1.0529920,5.2269301
67,-13,-3.325450891150471,19.037282327536481,-13.0026245,-0.0024793,13.2231407,-2.1764946,-0.3888272,4.0000000,-1.8912712,1.0434707,16.6217518,1.1136168,6.1385026
68,-13,-3.317994251150471,19.037282327536481,-13.0038500,-0.0012397,17.3553715,-2.4466891,-0.4633520,4.0000000,-2.0795681,1.0394821,15.8613415,1.1528640,7.0101814
69,-13,-3.310537611150471,19.037282327536481,-13.0050201,-0.0000826,21.4876041,-2.6753786,-0.5418861,4.0000000,-2.2562449,1.0353866,15.0372410,1.1724726,7.8171463
70,-13,-3.303080971150471,19.037282327536481,-13.0061283,0.0009917,26.4462814,-2.8551533,-0.6193601,4.0000000,-2.4146647,1.0312740,14.1535769,1.1759443,8.5213785
71,-13,-3.295624331150471,19.037282327536481,-13.0071659,0.0019835,32.2314034,-2.9682145,-0.6957907,4.0000000,-2.5521171,1.0272079,13.2173309,1.1605357,9.0870934
72,-13,-3.288167691150471,19.037282327536481,-13.0081253,0.0028926,37.1900826,-3.0198748,-0.7635559,4.0000000,-2.6610219,1.0232697,12.2368803,1.1339101,9.4797468
73,-13,-3.280711051150471,19.037282327536481,-13.0089998,0.0038017,42.9752083,-3.0030885,-0.8192531,4.0000000,-2.7357337,1.0195578,11.2273226,1.0972275,9.6585493
74,-13,-3.273254411150471,19.037282327536481,-13.0097857,0.0046281,48.7603302,-2.9326775,-0.8629114,4.0000000,-2.7800171,1.0161310,10.2032442,1.0541943,9.6557789
75,-13,-3.265797771150471,19.037282327536481,-13.0104780,-0.0045455,0.0000000,-2.8131797,-0.8922463,4.0000000,-2.7904153,1.0130306,9.1734533,1.0059227,9.4630260
76,-13,-3.258341131150471,19.037282327536481,-13.0110750,-0.0038017,0.0000000,-2.6484277,-0.9061686,4.0000000,-2.7633972,1.0103029,8.1554508,0.9510599,9.0819016
77,-13,-3.250884491150471,19.037282327536481,-13.0115767,-0.0031405,0.0000000,-2.4577651,-0.9037421,4.0000000,-2.6977615,1.0079584,7.1641240,0.8902775,8.5490437
78,-13,-3.243427851150471,19.037282327536481,-13.0119829,-0.0025620,0.0000000,-2.2447133,-0.8883560,4.0000000,-2.5909660,1.0059958,6.2137604,0.8142540,7.9020119
79,-13,-3.235971211150471,19.037282327536481,-13.0122957,-0.0020661,0.0000000,-2.0280321,-0.8580009,4.0000000,-2.4322069,1.0044065,5.3192935,0.7162051,7.1703186
80,-13,-3.228514571150471,19.037282327536481,-13.0125189,-0.0015702,0.0000000,-1.8090805,-0.8166210,4.0000000,-2.2070968,1.0031646,4.4968386,0.5738547,6.3920913
81,-13,-3.221057931150471,19.037282327536481,-13.0126572,-0.0011570,0.0000000,-1.6007518,-0.7672879,4.0000000,-1.8941740,1.0022323,3.7668159,0.3595981,5.6198263
82,-13,-3.213601291150471,19.037282327536481,-13.0127144,-0.0008264,0.0000000,-1.4030101,-0.7117152,5.0000000,-1.4533805,1.0015693,3.1477215,0.0299500,4.8678708
83,-13,-3.206144651150471,19.037282327536481,-13.0126963,-0.0004959,0.0000000,-1.2259820,-0.6533016,4.0000000,-0.8733354,1.0011337,2.6680570,-0.4332677,4.1785140
84,-13,-3.198688011150471,19.037282327536481,-13.0126085,-0.0002479,0.0000000,-1.0704242,-0.5937486,4.0000000,-0.2200693,1.0008867,2.3570342,-0.9674278,3.5615346
85,-13,-3.191231371150471,19.037282327536481,-13.0124559,-0.0000826,0.0000000,-0.9323887,-0.5364325,5.0000000,0.3004857,1.0007908,2.2313368,-1.3733507,3.0222507
86,-13,-3.183774731150470,19.037282327536481,-13.0122442,0.0000000,0.0000000,-0.8158214,-0.4778419,5.0000000,0.5246397,1.0008135,2.2738631,-1.4803237,2.5499809
87,-13,-3.176318091150470,19.037282327536481,-13.0119781,-0.0004959,0.0000000,-0.7180158,-0.4212749,4.0000000,0.4997179,1.0009257,2.4394276,-1.3422678,2.1508973
88,-13,-3.168861451150471,19.037282327536481,-13.0116634,-0.0013223,0.0000000,-0.6361221,-0.3660844,4.0000000,0.3769707,1.0011076,2.6775098,-1.1091394,1.8138494
89,-13,-3.161404811150471,19.037282327536481,-13.0113020,-0.0022314,0.0000000,-0.5690668,-0.3157538,4.0000000,0.2494462,1.0013371,2.9488075,-0.8809538,1.5432038
90,-13,-3.153948171150471,19.037282327536481,-13.0109005,-0.0031405,0.0000000,-0.5136413,-0.2629825,3.0000000,0.1511069,1.0015981,3.2314363,-0.6770718,1.3108552
91,-12,-3.467127051150471,19.029825687536480,-12.9771652,0.0022314,34.7107430,-1.8082001,-0.2427693,4.0000000,1.1204983,1.0549933,18.6056728,-1.6060368,4.6256819
92,-12,-3.459670411150471,19.029825687536480,-12.9787626,0.0037190,41.3223152,-1.4490576,-0.2888220,4.0000000,0.9422278,1.0576142,19.0261326,-1.5198717,3.8709059
93,-12,-3.452213771150471,19.029825687536480,-12.9803562,-0.0047107,14.0495872,-1.1060468,-0.3300810,4.0000000,0.7616007,1.0599483,19.3916817,-1.4217628,3.1539962
94,-12,-3.444757131150471,19.029825687536480,-12.9819412,-0.0031405,18.1818180,-0.7869623,-0.3668060,4.0000000,0.5796768,1.0619375,19.6986179,-1.3132888,2.4936876
95,-12,-3.437300491150471,19.029825687536480,-12.9835138,-0.0016529,23.1404953,-0.5015680,-0.3965469,4.0000000,0.4010213,1.0635599,19.9455566,-1.1941152,1.9049318
96,-12,-3.429843851150471,19.029825687536480,-12.9850712,-0.0000826,28.9256191,-0.2583014,-0.4188032,4.0000000,0.2274355,1.0648105,20.1308556,-1.0650419,1.4035970
97,-12,-3.422387211150471,19.029825687536480,-12.9866114,0.0014876,34.7107430,-0.0652787,-0.4340653,4.0000000,0.0616850,1.0656531,20.2560081,-0.9298155,1.0083375
98,-12,-3.414930571150471,19.029825687536480,-12.9881315,0.0029752,41.3223152,0.0764422,-0.4442931,4.0000000,-0.0986062,1.0660827,20.3208008,-0.7899800,0.7277126
99,-12,-3.407473931150471,19.029825687536480,-12.9896307,0.0043802,47.9338837,0.1618849,-0.4489740,4.0000000,-0.2512046,1.0661130,20.3250828,-0.6467434,0.5699704
100,-12,-3.400017291150471,19.029825687536480,-12.9911079,-0.0042149,15.7024794,0.1897519,-0.4483755,4.0000000,-0.3988865,1.0657202,20.2680759,-0.4978645,0.5379815
101,-12,-3.392560651150471,19.029825687536480,-12.9925623,-0.0028099,19.8347111,0.1611207,-0.4467891,4.0000000,-0.5456298,1.0649054,20.1504173,-0.3479483,0.6462381
102,-12,-3.385104011150471,19.029825687536480,-12.9939938,-0.0013223,24.7933884,0.0758998,-0.4442374,4.0000000,-0.6906658,1.0636848,19.9701118,-0.1978089,0.8919566
103,-12,-3.377647371150471,19.029825687536480,-12.9954023,0.0001653,30.5785122,-0.0593676,-0.4459191,4.0000000,-0.8417835,1.0620755,19.7276535,-0.0500547,1.2800168
104,-12,-3.370190731150471,19.029825687536480,-12.9967880,0.0015702,36.3636360,-0.2400675,-0.4527693,4.0000000,-0.9991523,1.0600632,19.4201355,0.0936138,1.7990310
105,-12,-3.362734091150471,19.029825687536480,-12.9981480,0.0028926,42.1487617,-0.4600945,-0.4668311,4.0000000,-1.1641501,1.0576533,19.0445499,0.2304878,2.4396009
106,-13,-3.355277451150471,19.029825687536480,-12.9994802,0.0042975,48.7603302,-0.7156268,-0.4861792,4.0000000,-1.3344491,1.0548900,18.6013851,0.3620908,3.1791511
107,-13,-3.347820811150471,19.029825687536480,-13.0007820,-0.0044628,9.9173555,-0.9891562,-0.5164025,4.0000000,-1.5144374,1.0517914,18.0896721,0.4816325,4.0018120
108,-13,-3.340364171150471,19.029825687536480,-13.0020494,-0.0031405,13.2231407,-1.2731918,-0.5554523,4.0000000,-1.7002406,1.0483907,17.5075302,0.5893360,4.8800197
109,-13,-3.332907531150471,19.029825687536480,-13.0032768,-0.0019008,16.5289249,-1.5531375,-0.6013469,4.0000000,-1.8838059,1.0447389,16.8544407,0.6811120,5.7685695
110,-13,-3.325450891150471,19.029825687536480,-13.0044584,-0.0007438,20.6611576,-1.8190129,-0.6535968,4.0000000,-2.0648971,1.0408987,16.1361694,0.7577035,6.6464295
111,-13,-3.317994251150471,19.029825687536480,-13.0055885,0.0004132,25.6198349,-2.0535805,-0.7114747,4.0000000,-2.2373998,1.0369209,15.3526974,0.8144507,7.4738908
112,-13,-3.310537611150471,19.029825687536480,-13.0066586,0.0014876,30.5785122,-2.2505834,-0.7720367,4.0000000,-2.3978174,1.0328878,14.5077801,0.8537439,8.2244406
113,-13,-3.303080971150471,19.029825687536480,-13.0076637,0.0023967,35.5371895,-2.4040384,-0.8296626,4.0000000,-2.5368359,1.0288769,13.6096277,0.8775107,8.8487768
114,-13,-3.295624331150471,19.029825687536480,-13.0085955,0.0033058,41.3223152,-2.4992149,-0.8854206,4.0000000,-2.6539280,1.0249491,12.6656609,0.8830869,9.3278551
115,-13,-3.288167691150471,19.029825687536480,-13.0094481,0.0041322,46.2809906,-2.5426979,-0.9312273,4.0000000,-2.7379463,1.0212027,11.6857882,0.8754917,9.6161861
116,-13,-3.280711051150471,19.029825687536480,-13.0102167,-0.0050413,0.0000000,-2.5324614,-0.9662080,4.0000000,-2.7881513,1.0177062,10.6858673,0.8557354,9.7067785
117,-13,-3.273254411150471,19.029825687536480,-13.0108976,-0.0042975,0.0000000,-2.4748526,-0.9882287,4.0000000,-2.8015230,1.0145094,9.6776848,0.8250656,9.6000128
118,-13,-3.265797771150471,19.029825687536480,-13.0114870,-0.0035537,0.0000000,-2.3747997,-0.9976364,4.0000000,-2.7769189,1.0116529,8.6731958,0.7816461,9.3150921
119,-13,-3.258341131150471,19.029825687536480,-13.0119848,-0.0029752,0.0000000,-2.2421236,-0.9915200,4.0000000,-2.7085221,1.0091653,7.6909451,0.7254820,8.8554230
120,-13,-3.250884491150471,19.029825687536480,-13.0123901,-0.0023967,0.0000000,-2.0820653,-0.9729437,4.0000000,-2.5957201,1.0070546,6.7441745,0.6498326,8.2654171
121,-13,-3.243427851150471,19.029825687536480,-13.0127048,-0.0019008,0.0000000,-1.9076223,-0.9401078,4.0000000,-2.4276071,1.0053142,5.8461099,0.5473914,7.5652928
122,-13,-3.235971211150471,19.029825687536480,-13.0129309,-0.0014876,0.0000000,-1.7233021,-0.8963815,4.0000000,-2.1949201,1.0039259,5.0168977,0.4021569,6.8001022
123,-13,-3.228514571150471,19.029825687536480,-13.0130730,-0.0010744,0.0000000,-1.5414423,-0.8433691,4.0000000,-1.8804187,1.0028574,4.2727003,0.1936805,6.0140791
124,-13,-3.221057931150471,19.029825687536480,-13.0131340,-0.0007438,0.0000000,-1.3680198,-0.7839667,5.0000000,-1.4669658,1.0020714,3.6297591,-0.1009675,5.2450337
125,-13,-3.213601291150471,19.029825687536480,-13.0131207,-0.0004959,0.0000000,-1.2051783,-0.7203670,4.0000000,-0.9461303,1.0015299,3.1128566,-0.4946036,4.5145826
126,-13,-3.206144651150471,19.029825687536480,-13.0130367,-0.0002479,0.0000000,-1.0528193,-0.6569665,4.0000000,-0.3688195,1.0011908,2.7444704,-0.9451135,3.8479471
127,-13,-3.198688011150471,19.029825687536480,-13.0128889,-0.0000826,0.0000000,-0.9164553,-0.5934975,4.0000000,0.1356003,1.0010182,2.5405743,-1.3225954,3.2512310
128,-13,-3.191231371150471,19.029825687536480,-13.0126810,0.0000000,0.0000000,-0.8000919,-0.5328358,5.0000000,0.4269170,1.0009784,2.4970462,-1.4925885,2.7423587
129,-13,-3.183774731150470,19.029825687536480,-13.0124187,0.0000000,0.0000000,-0.6987016,-0.4729193,4.0000000,0.4872119,1.0010402,2.5863590,-1.4330506,2.2976646
130,-13,-3.176318091150470,19.029825687536480,-13.0121059,-0.0005785,0.0000000,-0.6158627,-0.4165446,4.0000000,0.4132771,1.0011790,2.7620478,-1.2463663,1.9315132
131,-13,-3.168861451150471,19.029825687536480,-13.0117474,-0.0014876,0.0000000,-0.5456787,-0.3623133,4.0000000,0.3007850,1.0013756,2.9908338,-1.0254117,1.6226484
132,-13,-3.161404811150471,19.029825687536480,-13.0113468,-0.0023967,0.0000000,-0.4875920,-0.3129643,4.0000000,0.1993574,1.0016114,3.2429521,-0.8252861,1.3736967
133,-13,-3.153948171150471,19.029825687536480,-13.0109091,-0.0033058,0.0000000,-0.4406157,-0.2619221,4.0000000,0.1237201,1.0018748,3.5015924,-0.6475644,1.1627963
134,-13,-3.146491531150471,19.029825687536480,-13.0104361,-0.0042149,0.0000000,-0.4038674,-0.2143410,4.0000000,0.0729098,1.0021522,3.7537296,-0.5015917,0.9989926
135,-12,-3.482040331150471,19.022369047536479,-12.9757137,0.0007438,28.0991745,-2.3009868,-0.3236845,5.0000000,1.2106290,1.0510951,17.9528522,-1.8579980,5.9180503
136,-12,-3.474583691150471,19.022369047536479,-12.9774017,0.0023140,34.7107430,-1.9508480,-0.3897862,4.0000000,1.0520536,1.0537924,18.4060707,-1.8316259,5.3020244
137,-12,-3.467127051150471,19.022369047536479,-12.9790859,0.0038843,42.1487617,-1.5891216,-0.4529649,4.0000000,0.8831681,1.0562911,18.8121624,-1.7890979,4.6791563
138,-12,-3.459670411150471,19.022369047536479,-12.9807634,-0.0045455,14.0495872,-1.2222435,-0.5133249,4.0000000,0.7045369,1.0585356,19.1694450,-1.7311865,4.0645943
139,-12,-3.452213771150471,19.022369047536479,-12.9824276,-0.0028099,19.0082645,-0.8679362,-0.5681722,4.0000000,0.5228737,1.0604773,19.4733772,-1.6592180,3.4874623
140,-12,-3.444757131150471,19.022369047536479,-12.9840755,-0.0011570,23.9669418,-0.5363416,-0.6178817,4.0000000,0.3402959,1.0620844,19.7193871,-1.5760593,2.9695413
141,-12,-3.437300491150471,19.022369047536479,-12.9857016,0.0004132,29.7520657,-0.2381081,-0.6588581,4.0000000,0.1610077,1.0633404,19.9095173,-1.4787239,2.5110366
142,-12,-3.429843851150471,19.022369047536479,-12.9873037,0.0019835,36.3636360,0.0186062,-0.6933302,4.0000000,-0.0138818,1.0642208,20.0414696,-1.3727788,2.1367347
143,-12,-3.422387211150471,19.022369047536479,-12.9888783,0.0035537,42.9752083,0.2246719,-0.7185923,4.0000000,-0.1811600,1.0646992,20.1148624,-1.2560246,1.8444641
144,-12,-3.414930571150471,19.022369047536479,-12.9904222,-0.0049587,13.2231407,0.3760740,-0.7365183,4.0000000,-0.3412049,1.0647943,20.1285954,-1.1318316,1.6490749
145,-12,-3.407473931150471,19.022369047536479,-12.9919357,-0.0035537,17.3553715,0.4705065,-0.7482283,4.0000000,-0.4943906,1.0644931,20.0850811,-1.0020659,1.5585655
146,-12,-3.400017291150471,19.022369047536479,-12.9934168,-0.0021488,22.3140488,0.5073801,-0.7551419,4.0000000,-0.6434029,1.0637871,19.9824944,-0.8668809,1.5808396
147,-12,-3.392560651150471,19.022369047536479,-12.9948645,-0.0006612,27.2727280,0.4857212,-0.7585027,4.0000000,-0.7895489,1.0627021,19.8208103,-0.7274566,1.7235510
148,-12,-3.385104011150471,19.022369047536479,-12.9962788,0.0008264,33.0578499,0.4033631,-0.7581280,4.0000000,-0.9311856,1.0612397,19.5979748,-0.5850705,1.9853010
