OID_,ClipsFinal_DEM_Large_S3_RegS1,X,Y,DEM_Large_S5_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
11,-12,-2.639440011150471,22.169071127536480,-12.7796116,0.0036364,36.3636360,-0.3828243,-0.0877553,4.0000000,-0.0353009,1.0017009,3.3414819,-0.1402098,0.8018289
12,-12,-2.631983371150471,22.169071127536480,-12.7799129,0.0043802,43.8016510,-0.3877397,-0.1169295,4.0000000,-0.1802803,1.0014739,3.1097798,-0.0535787,0.8351654
13,-12,-2.624526731150472,22.169071127536480,-12.7801723,-0.0048760,0.0000000,-0.3916490,-0.1422511,4.0000000,-0.3332980,1.0012598,2.8751867,0.0487957,0.8688806
14,-12,-2.617070091150472,22.169071127536480,-12.7803879,-0.0041322,0.0000000,-0.3940449,-0.1661598,4.0000000,-0.4955484,1.0010649,2.6406662,0.1632287,0.9028206
15,-12,-2.609613451150472,22.169071127536480,-12.7805576,-0.0035537,0.0000000,-0.3963255,-0.1854733,4.0000000,-0.6534807,1.0008931,2.4173031,0.2825342,0.9341921
16,-12,-2.602156811150472,22.169071127536480,-12.7806816,-0.0030579,0.0000000,-0.3977415,-0.2009174,4.0000000,-0.7903671,1.0007502,2.2131114,0.3885323,0.9605246
17,-12,-2.594700171150472,22.169071127536480,-12.7807579,-0.0027273,0.0000000,-0.3981604,-0.2117503,4.0000000,-0.8724988,1.0006398,2.0412171,0.4489982,0.9788669
18,-12,-2.587243531150472,22.169071127536480,-12.7807875,-0.0025620,0.0000000,-0.3971942,-0.2186960,5.0000000,-0.8599328,1.0005648,1.9163970,0.4225408,0.9885382
19,-12,-2.579786891150472,22.169071127536480,-12.7807684,-0.0026446,0.0000000,-0.3961156,-0.2229708,4.0000000,-0.7271732,1.0005258,1.8480022,0.2812316,0.9936289
20,-12,-2.572330251150472,22.169071127536480,-12.7807026,-0.0029752,0.0000000,-0.3945365,-0.2240764,4.0000000,-0.4868544,1.0005245,1.8457596,0.0387016,0.9922162
21,-12,-2.564873611150472,22.169071127536480,-12.7805901,-0.0035537,0.0000000,-0.3941979,-0.2227410,4.0000000,-0.2003707,1.0005602,1.9065528,-0.2451113,0.9890162
22,-12,-2.654353291150471,22.161614487536479,-12.7791986,0.0029752,29.7520657,-0.3692351,-0.0533244,4.0000000,0.1177778,1.0023592,3.9359994,-0.2244267,0.7567874
23,-12,-2.646896651150471,22.161614487536479,-12.7795792,0.0037190,37.1900826,-0.3757415,-0.0867794,4.0000000,-0.0105249,1.0021076,3.7197495,-0.1630340,0.7881145
24,-12,-2.639440011150471,22.161614487536479,-12.7799206,0.0044628,44.6280975,-0.3813078,-0.1178541,5.0000000,-0.1478804,1.0018563,3.4898660,-0.0878277,0.8243243
25,-12,-2.631983371150471,22.161614487536479,-12.7802191,-0.0047107,0.0000000,-0.3843180,-0.1460615,4.0000000,-0.2934109,1.0016128,3.2527044,0.0012880,0.8597769
26,-12,-2.624526731150472,22.161614487536479,-12.7804747,-0.0039669,0.0000000,-0.3878511,-0.1706664,4.0000000,-0.4439029,1.0013869,3.0150671,0.1025701,0.8976882
27,-12,-2.617070091150472,22.161614487536479,-12.7806854,-0.0032231,0.0000000,-0.3915527,-0.1931280,4.0000000,-0.5977110,1.0011810,2.7816219,0.2114549,0.9374475
28,-12,-2.609613451150472,22.161614487536479,-12.7808485,-0.0026446,0.0000000,-0.3926815,-0.2114857,4.0000000,-0.7415513,1.0010021,2.5605288,0.3185800,0.9690291
29,-12,-2.602156811150472,22.161614487536479,-12.7809639,-0.0021488,0.0000000,-0.3926426,-0.2264640,4.0000000,-0.8546429,1.0008558,2.3641651,0.4017148,0.9947821
30,-12,-2.594700171150472,22.161614487536479,-12.7810307,-0.0018182,0.0000000,-0.3939160,-0.2356064,4.0000000,-0.9059920,1.0007446,2.2036600,0.4347793,1.0138049
31,-12,-2.587243531150472,22.161614487536479,-12.7810478,-0.0016529,0.0000000,-0.3943903,-0.2425737,5.0000000,-0.8657086,1.0006713,2.0911181,0.3805612,1.0276897
32,-12,-2.579786891150472,22.161614487536479,-12.7810163,-0.0017355,0.0000000,-0.3932273,-0.2458915,4.0000000,-0.7146664,1.0006368,2.0351450,0.2228834,1.0314873
33,-12,-2.572330251150472,22.161614487536479,-12.7809362,-0.0020661,0.0000000,-0.3926145,-0.2467742,4.0000000,-0.4758725,1.0006405,2.0410213,-0.0176759,1.0317219
34,-12,-2.564873611150472,22.161614487536479,-12.7808084,-0.0026446,0.0000000,-0.3947023,-0.2439901,4.0000000,-0.2032100,1.0006828,2.1075382,-0.2847701,1.0302602
35,-12,-2.557416971150472,22.161614487536479,-12.7806330,-0.0033884,0.0000000,-0.3959357,-0.2409618,5.0000000,0.0484138,1.0007633,2.2287903,-0.5303374,1.0268035
36,-12,-2.669266571150471,22.154157847536478,-12.7786589,0.0023140,23.1404953,-0.3526585,-0.0117532,4.0000000,0.2455349,1.0030872,4.5014925,-0.2690412,0.7145736
37,-12,-2.661809931150471,22.154157847536478,-12.7791157,0.0029752,29.7520657,-0.3578467,-0.0489962,4.0000000,0.1316340,1.0028248,4.3068075,-0.2296264,0.7333451
38,-12,-2.654353291150471,22.154157847536478,-12.7795353,0.0037190,37.1900826,-0.3622006,-0.0862963,4.0000000,0.0086716,1.0025537,4.0944695,-0.1812643,0.7617697
39,-12,-2.646896651150471,22.154157847536478,-12.7799168,0.0045455,45.4545441,-0.3681024,-0.1202482,4.0000000,-0.1202867,1.0022823,3.8699019,-0.1202096,0.8013273
40,-12,-2.639440011150471,22.154157847536478,-12.7802572,-0.0046281,0.0000000,-0.3732117,-0.1503600,4.0000000,-0.2571505,1.0020111,3.6331518,-0.0435696,0.8438785
41,-12,-2.631983371150471,22.154157847536478,-12.7805529,-0.0038017,0.0000000,-0.3758718,-0.1768760,4.0000000,-0.4001888,1.0017525,3.3916049,0.0464368,0.8836133
42,-12,-2.624526731150472,22.154157847536478,-12.7808037,-0.0030579,0.0000000,-0.3781585,-0.2007716,4.0000000,-0.5451551,1.0015150,3.1511812,0.1436119,0.9239680
43,-12,-2.617070091150472,22.154157847536478,-12.7810078,-0.0023967,0.0000000,-0.3827718,-0.2220358,4.0000000,-0.6895090,1.0012994,2.9174674,0.2454375,0.9688350
44,-12,-2.609613451150472,22.154157847536478,-12.7811632,-0.0018182,0.0000000,-0.3827418,-0.2391993,4.0000000,-0.8155001,1.0011135,2.6994379,0.3371016,1.0000066
45,-12,-2.602156811150472,22.154157847536478,-12.7812691,-0.0013223,0.0000000,-0.3824938,-0.2529806,4.0000000,-0.9052047,1.0009633,2.5098791,0.3992434,1.0261852
46,-12,-2.594700171150472,22.154157847536478,-12.7813253,-0.0009917,0.0000000,-0.3818771,-0.2631277,4.0000000,-0.9301009,1.0008516,2.3582501,0.4038454,1.0454271
47,-12,-2.587243531150472,22.154157847536478,-12.7813311,-0.0008264,0.0000000,-0.3821942,-0.2696296,5.0000000,-0.8650653,1.0007808,2.2564180,0.3258061,1.0594684
48,-12,-2.579786891150472,22.154157847536478,-12.7812862,-0.0009091,0.0000000,-0.3812212,-0.2722354,4.0000000,-0.6999608,1.0007521,2.2124095,0.1554901,1.0627512
49,-12,-2.572330251150472,22.154157847536478,-12.7811909,-0.0012397,0.0000000,-0.3823371,-0.2726469,4.0000000,-0.4649756,1.0007631,2.2297225,-0.0803183,1.0655609
50,-12,-2.564873611150472,22.154157847536478,-12.7810469,-0.0018182,0.0000000,-0.3843509,-0.2718388,4.0000000,-0.2067037,1.0008144,2.3037438,-0.3369739,1.0676202
51,-12,-2.557416971150472,22.154157847536478,-12.7808533,-0.0026446,0.0000000,-0.3891363,-0.2683378,5.0000000,0.0318965,1.0009068,2.4306748,-0.5685721,1.0695578
52,-12,-2.549960331150471,22.154157847536478,-12.7806120,-0.0035537,0.0000000,-0.3960406,-0.2640934,4.0000000,0.2182573,1.0010352,2.5979161,-0.7464440,1.0744261
53,-12,-2.542503691150471,22.154157847536478,-12.7803249,-0.0044628,0.0000000,-0.4074980,-0.2576352,4.0000000,0.3497137,1.0012012,2.7992678,-0.8649840,1.0841730
54,-12,-2.535047051150471,22.154157847536478,-12.7799902,0.0046281,46.2809906,-0.4238133,-0.2528692,4.0000000,0.4279347,1.0014020,3.0242329,-0.9336732,1.1076404
55,-12,-2.527590411150471,22.154157847536478,-12.7796116,0.0037190,37.1900826,-0.4444992,-0.2461208,4.0000000,0.4644956,1.0016372,3.2686279,-0.9567370,1.1364049
56,-12,-2.520133771150471,22.154157847536478,-12.7791882,0.0028099,28.0991745,-0.4727367,-0.2393413,4.0000000,0.4690087,1.0019091,3.5296354,-0.9476913,1.1809787
57,-12,-2.512677131150471,22.154157847536478,-12.7787218,0.0019835,19.8347111,-0.5039463,-0.2310497,4.0000000,0.4465889,1.0022151,3.8008885,-0.9086884,1.2294618
58,-12,-2.505220491150471,22.154157847536478,-12.7782135,0.0012397,12.3966942,-0.5391650,-0.2239255,4.0000000,0.4029973,1.0025581,4.0847044,-0.8508483,1.2891037
59,-12,-2.497763851150471,22.154157847536478,-12.7776632,0.0006612,6.6115704,-0.5778617,-0.2160085,4.0000000,0.3456473,1.0029385,4.3780832,-0.7776642,1.3552878
60,-12,-2.490307211150471,22.154157847536478,-12.7770729,0.0002479,2.4793389,-0.6175568,-0.2082650,4.0000000,0.2774126,1.0033623,4.6823931,-0.6939425,1.4248447
61,-12,-2.482850571150471,22.154157847536478,-12.7764425,0.0000000,0.0000000,-0.6578681,-0.1987429,4.0000000,0.2041612,1.0038323,4.9989271,-0.6016469,1.4939014
62,-12,-2.475393931150471,22.154157847536478,-12.7757721,0.0000000,0.0000000,-0.6957890,-0.1876791,4.0000000,0.1274105,1.0043468,5.3224940,-0.5027687,1.5571194
63,-12,-2.467937291150471,22.154157847536478,-12.7750635,-0.0001653,0.0000000,-0.7326505,-0.1765495,4.0000000,0.0522337,1.0049036,5.6532984,-0.4053327,1.6196946
64,-12,-2.669266571150471,22.146701207536477,-12.7790213,0.0029752,29.7520657,-0.3453662,-0.0461439,4.0000000,0.1426301,1.0033234,4.6691561,-0.2349179,0.7083762
65,-12,-2.661809931150471,22.146701207536477,-12.7794809,0.0037190,37.1900826,-0.3506163,-0.0828979,4.0000000,0.0280145,1.0030346,4.4633512,-0.1938103,0.7374027
66,-12,-2.654353291150471,22.146701207536477,-12.7799025,0.0045455,45.4545441,-0.3544885,-0.1187394,4.0000000,-0.0954412,1.0027398,4.2411013,-0.1420376,0.7737533
67,-12,-2.646896651150471,22.146701207536477,-12.7802830,-0.0045455,0.0000000,-0.3583299,-0.1531937,4.0000000,-0.2250633,1.0024462,4.0070181,-0.0813241,0.8187254
68,-12,-2.639440011150471,22.146701207536477,-12.7806206,-0.0037190,0.0000000,-0.3606257,-0.1830856,4.0000000,-0.3598346,1.0021579,3.7628946,-0.0063365,0.8633132
69,-12,-2.631983371150471,22.146701207536477,-12.7809124,-0.0029752,0.0000000,-0.3617122,-0.2088982,4.0000000,-0.4977888,1.0018859,3.5166328,0.0799925,0.9056922
70,-12,-2.624526731150472,22.146701207536477,-12.7811575,-0.0023140,0.0000000,-0.3623078,-0.2325770,4.0000000,-0.6362730,1.0016364,3.2760434,0.1711190,0.9483989
71,-12,-2.617070091150472,22.146701207536477,-12.7813540,-0.0017355,0.0000000,-0.3654747,-0.2536258,4.0000000,-0.7705286,1.0014129,3.0428956,0.2632769,0.9953375
72,-12,-2.609613451150472,22.146701207536477,-12.7815008,-0.0012397,0.0000000,-0.3661270,-0.2683755,4.0000000,-0.8778881,1.0012230,2.8286676,0.3411371,1.0269496
73,-12,-2.602156811150472,22.146701207536477,-12.7815962,-0.0008264,0.0000000,-0.3665922,-0.2816958,4.0000000,-0.9456282,1.0010711,2.6459365,0.3822365,1.0566920
74,-12,-2.594700171150472,22.146701207536477,-12.7816410,-0.0004959,0.0000000,-0.3647954,-0.2918697,5.0000000,-0.9458658,1.0009600,2.5034580,0.3621263,1.0759041
75,-12,-2.587243531150472,22.146701207536477,-12.7816334,-0.0003306,0.0000000,-0.3649926,-0.2976622,4.0000000,-0.8592840,1.0008911,2.4119527,0.2639595,1.0894386
76,-12,-2.579786891150472,22.146701207536477,-12.7815752,-0.0004132,0.0000000,-0.3648164,-0.2990661,4.0000000,-0.6838918,1.0008676,2.3782964,0.0857597,1.0919464
77,-12,-2.572330251150472,22.146701207536477,-12.7814646,-0.0007438,0.0000000,-0.3668868,-0.3009627,4.0000000,-0.4540192,1.0008886,2.4061511,-0.1479062,1.1002884
78,-12,-2.564873611150472,22.146701207536477,-12.7813034,-0.0013223,0.0000000,-0.3699429,-0.3001694,4.0000000,-0.2070245,1.0009513,2.4908137,-0.3933144,1.1042488
79,-12,-2.557416971150472,22.146701207536477,-12.7810926,-0.0021488,0.0000000,-0.3771584,-0.2964375,5.0000000,0.0190650,1.0010562,2.6252441,-0.6119400,1.1096839
80,-12,-2.549960331150471,22.146701207536477,-12.7808323,-0.0030579,0.0000000,-0.3851385,-0.2922038,4.0000000,0.1959186,1.0012023,2.7993701,-0.7803261,1.1157650
81,-12,-2.542503691150471,22.146701207536477,-12.7805223,-0.0039669,0.0000000,-0.3957107,-0.2884424,4.0000000,0.3200177,1.0013868,3.0074551,-0.8969026,1.1284900
82,-12,-2.535047051150471,22.146701207536477,-12.7801657,-0.0048760,0.0000000,-0.4113609,-0.2849029,4.0000000,0.3965776,1.0016083,3.2405989,-0.9663834,1.1522729
83,-12,-2.527590411150471,22.146701207536477,-12.7797623,0.0042149,42.1487617,-0.4323993,-0.2793789,4.0000000,0.4350484,1.0018696,3.4930799,-0.9938061,1.1828132
84,-12,-2.520133771150471,22.146701207536477,-12.7793131,0.0033058,33.0578499,-0.4579377,-0.2733282,4.0000000,0.4416770,1.0021702,3.7639766,-0.9883335,1.2218517
85,-12,-2.512677131150471,22.146701207536477,-12.7788181,0.0023967,23.9669418,-0.4879898,-0.2657658,4.0000000,0.4244772,1.0025089,4.0459418,-0.9560089,1.2674448
86,-12,-2.505220491150471,22.146701207536477,-12.7782784,0.0015702,15.7024794,-0.5224731,-0.2574180,4.0000000,0.3891970,1.0028862,4.3391500,-0.9040329,1.3212799
87,-12,-2.497763851150471,22.146701207536477,-12.7776957,0.0009091,9.0909090,-0.5600570,-0.2477907,4.0000000,0.3410456,1.0033016,4.6418815,-0.8366271,1.3799133
88,-12,-2.490307211150471,22.146701207536477,-12.7770710,0.0004132,4.1322312,-0.5992574,-0.2376089,3.0000000,0.2831695,1.0037616,4.9530063,-0.7583872,1.4420810
89,-12,-2.482850571150471,22.146701207536477,-12.7764034,0.0000826,0.8264463,-0.6373631,-0.2261389,4.0000000,0.2195700,1.0042664,5.2749038,-0.6718478,1.5011452
90,-12,-2.475393931150471,22.146701207536477,-12.7756958,0.0000000,0.0000000,-0.6742020,-0.2126441,4.0000000,0.1521346,1.0048147,5.6030779,-0.5774228,1.5558401
91,-12,-2.467937291150471,22.146701207536477,-12.7749472,-0.0002479,0.0000000,-0.7084456,-0.1976329,4.0000000,0.0866128,1.0054058,5.9362254,-0.4818785,1.6048714
92,-12,-2.460480651150471,22.146701207536477,-12.7741604,-0.0007438,0.0000000,-0.7397838,-0.1825747,4.0000000,0.0245588,1.0060431,6.2757106,-0.3897081,1.6502984
93,-12,-2.676723211150471,22.139244567536480,-12.7789164,0.0029752,29.7520657,-0.3334584,-0.0413488,4.0000000,0.1517213,1.0038490,5.0244708,-0.2344190,0.6839646
94,-12,-2.669266571150471,22.139244567536480,-12.7794142,0.0037190,37.1900826,-0.3365618,-0.0792590,4.0000000,0.0424363,1.0035459,4.8233237,-0.2009543,0.7079540
95,-12,-2.661809931150471,22.139244567536480,-12.7798748,0.0045455,45.4545441,-0.3393339,-0.1165056,4.0000000,-0.0737986,1.0032333,4.6061435,-0.1592125,0.7423782
96,-12,-2.654353291150471,22.139244567536480,-12.7802954,-0.0045455,0.0000000,-0.3427383,-0.1521221,4.0000000,-0.1963895,1.0029162,4.3738070,-0.1078546,0.7873309
97,-12,-2.646896651150471,22.139244567536480,-12.7806740,-0.0037190,0.0000000,-0.3451016,-0.1853819,4.0000000,-0.3238817,1.0026004,4.1304183,-0.0468820,0.8368651
98,-12,-2.639440011150471,22.139244567536480,-12.7810078,-0.0029752,0.0000000,-0.3453480,-0.2153039,4.0000000,-0.4560695,1.0022949,3.8798482,0.0254616,0.8851596
99,-12,-2.631983371150471,22.139244567536480,-12.7812948,-0.0023140,0.0000000,-0.3454603,-0.2411510,4.0000000,-0.5886932,1.0020095,3.6298952,0.1063912,0.9323446
100,-12,-2.624526731150472,22.139244567536480,-12.7815332,-0.0017355,0.0000000,-0.3453444,-0.2636450,4.0000000,-0.7184039,1.0017494,3.3856242,0.1911139,0.9772068
101,-12,-2.617070091150472,22.139244567536480,-12.7817211,-0.0012397,0.0000000,-0.3453548,-0.2837526,4.0000000,-0.8383745,1.0015196,3.1538095,0.2708693,1.0208542
102,-12,-2.609613451150472,22.139244567536480,-12.7818584,-0.0008264,0.0000000,-0.3442789,-0.2987771,4.0000000,-0.9291651,1.0013257,2.9458485,0.3316110,1.0531803
103,-12,-2.602156811150472,22.139244567536480,-12.7819433,-0.0004959,0.0000000,-0.3456970,-0.3113907,4.0000000,-0.9767186,1.0011737,2.7710786,0.3539371,1.0862650
104,-12,-2.594700171150472,22.139244567536480,-12.7819757,-0.0002479,0.0000000,-0.3458301,-0.3193904,5.0000000,-0.9532827,1.0010661,2.6375279,0.3145019,1.1060996
105,-12,-2.587243531150472,22.139244567536480,-12.7819548,-0.0000826,0.0000000,-0.3454375,-0.3261830,4.0000000,-0.8500940,1.0010024,2.5578361,0.1977279,1.1222867
106,-12,-2.579786891150472,22.139244567536480,-12.7818813,-0.0001653,0.0000000,-0.3447063,-0.3283392,4.0000000,-0.6680460,1.0009853,2.5368948,0.0113677,1.1259223
107,-12,-2.572330251150472,22.139244567536480,-12.7817554,-0.0004959,0.0000000,-0.3464193,-0.3302518,4.0000000,-0.4418977,1.0010164,2.5749080,-0.2186058,1.1339748
108,-12,-2.564873611150472,22.139244567536480,-12.7815771,-0.0009917,0.0000000,-0.3485291,-0.3304502,4.0000000,-0.2061998,1.0010928,2.6677344,-0.4547006,1.1384190
109,-12,-2.557416971150472,22.139244567536480,-12.7813473,-0.0017355,0.0000000,-0.3546223,-0.3281928,5.0000000,0.0053269,1.0012116,2.8136849,-0.6617126,1.1445410
110,-12,-2.549960331150471,22.139244567536480,-12.7810669,-0.0026446,0.0000000,-0.3634932,-0.3246979,4.0000000,0.1714616,1.0013750,2.9956512,-0.8208573,1.1532323
111,-12,-2.542503691150471,22.139244567536480,-12.7807360,-0.0035537,0.0000000,-0.3759588,-0.3221613,4.0000000,0.2893540,1.0015806,3.2111709,-0.9336766,1.1719404
112,-12,-2.535047051150471,22.139244567536480,-12.7803564,-0.0044628,0.0000000,-0.3927393,-0.3183758,4.0000000,0.3637507,1.0018268,3.4543169,-1.0005021,1.1964506
113,-12,-2.527590411150471,22.139244567536480,-12.7799282,0.0046281,46.2809906,-0.4149453,-0.3123600,4.0000000,0.4033736,1.0021160,3.7155511,-1.0280937,1.2266946
114,-12,-2.520133771150471,22.139244567536480,-12.7794514,0.0037190,37.1900826,-0.4392775,-0.3067892,4.0000000,0.4116311,1.0024463,3.9957917,-1.0252094,1.2629923
115,-12,-2.512677131150471,22.139244567536480,-12.7789278,0.0028099,28.0991745,-0.4681111,-0.2992184,4.0000000,0.3987617,1.0028163,4.2884927,-0.9971984,1.3042275
116,-12,-2.505220491150471,22.139244567536480,-12.7783585,0.0019008,19.0082645,-0.5030747,-0.2896439,4.0000000,0.3704139,1.0032299,4.5912971,-0.9497016,1.3541270
117,-12,-2.497763851150471,22.139244567536480,-12.7777433,0.0011570,11.5702477,-0.5388712,-0.2790312,4.0000000,0.3287427,1.0036858,4.9043026,-0.8868050,1.4046822
118,-12,-2.490307211150471,22.139244567536480,-12.7770834,0.0005785,5.7851238,-0.5753731,-0.2668906,4.0000000,0.2783554,1.0041825,5.2235646,-0.8121366,1.4548671
119,-12,-2.482850571150471,22.139244567536480,-12.7763805,0.0001653,1.6528926,-0.6110888,-0.2541957,4.0000000,0.2221960,1.0047239,5.5503407,-0.7305875,1.5041223
120,-12,-2.475393931150471,22.139244567536480,-12.7756348,0.0000000,0.0000000,-0.6452491,-0.2375492,4.0000000,0.1658068,1.0053074,5.8842945,-0.6409051,1.5444870
121,-12,-2.467937291150471,22.139244567536480,-12.7748480,-0.0003306,0.0000000,-0.6764616,-0.2193904,4.0000000,0.1095130,1.0059335,6.2190561,-0.5482939,1.5789071
122,-12,-2.460480651150471,22.139244567536480,-12.7740202,-0.0009091,0.0000000,-0.7049985,-0.2011987,4.0000000,0.0564468,1.0065979,6.5569715,-0.4588442,1.6109560
123,-12,-2.453024011150471,22.139244567536480,-12.7731543,-0.0017355,0.0000000,-0.7275208,-0.1817717,4.0000000,0.0083602,1.0073049,6.8993855,-0.3719036,1.6319703
124,-12,-2.445567371150471,22.139244567536480,-12.7722492,-0.0026446,0.0000000,-0.7445005,-0.1613728,4.0000000,-0.0336484,1.0080514,7.2404146,-0.2890971,1.6436584
125,-12,-2.438110731150472,22.139244567536480,-12.7713079,-0.0035537,0.0000000,-0.7573379,-0.1426771,4.0000000,-0.0705292,1.0088340,7.5832286,-0.2148251,1.6524410
126,-12,-2.676723211150471,22.131787927536479,-12.7793350,0.0037190,37.1900826,-0.3254722,-0.0734309,4.0000000,0.0541753,1.0040894,5.1774693,-0.2010371,0.6832911
127,-12,-2.669266571150471,22.131787927536479,-12.7798347,0.0045455,45.4545441,-0.3265703,-0.1115882,4.0000000,-0.0565944,1.0037566,4.9647698,-0.1665821,0.7134112
128,-12,-2.661809931150471,22.131787927536479,-12.7802954,-0.0045455,0.0000000,-0.3273527,-0.1493392,4.0000000,-0.1730343,1.0034195,4.7369990,-0.1256442,0.7542650
129,-12,-2.654353291150471,22.131787927536479,-12.7807150,-0.0037190,0.0000000,-0.3294238,-0.1852270,4.0000000,-0.2946539,1.0030798,4.4943242,-0.0758000,0.8064582
130,-12,-2.646896651150471,22.131787927536479,-12.7810898,-0.0029752,0.0000000,-0.3293633,-0.2168152,4.0000000,-0.4183038,1.0027436,4.2424111,-0.0153266,0.8570784
131,-12,-2.639440011150471,22.131787927536479,-12.7814178,-0.0023140,0.0000000,-0.3276074,-0.2458020,4.0000000,-0.5442763,1.0024230,3.9866810,0.0526722,0.9070625
132,-12,-2.631983371150471,22.131787927536479,-12.7816982,-0.0017355,0.0000000,-0.3265782,-0.2724196,4.0000000,-0.6716312,1.0021248,3.7329018,0.1267920,0.9599792
133,-12,-2.624526731150472,22.131787927536479,-12.7819290,-0.0012397,0.0000000,-0.3259510,-0.2947075,4.0000000,-0.7932991,1.0018541,3.4863200,0.2038840,1.0089422
134,-12,-2.617070091150472,22.131787927536479,-12.7821083,-0.0008264,0.0000000,-0.3234410,-0.3136336,4.0000000,-0.8982407,1.0016183,3.2555718,0.2709735,1.0494783
135,-12,-2.609613451150472,22.131787927536479,-12.7822342,-0.0004959,0.0000000,-0.3204358,-0.3286932,4.0000000,-0.9715847,1.0014230,3.0517564,0.3141983,1.0815539
136,-12,-2.602156811150472,22.131787927536479,-12.7823076,-0.0002479,0.0000000,-0.3191597,-0.3425598,4.0000000,-0.9998488,1.0012718,2.8837998,0.3147293,1.1156349
137,-12,-2.594700171150472,22.131787927536479,-12.7823277,-0.0000826,0.0000000,-0.3179260,-0.3508288,5.0000000,-0.9557763,1.0011667,2.7618957,0.2541187,1.1354177
138,-12,-2.587243531150472,22.131787927536479,-12.7822924,0.0000000,0.0000000,-0.3167013,-0.3566675,4.0000000,-0.8350875,1.0011101,2.6922226,0.1217525,1.1488224
139,-12,-2.579786891150472,22.131787927536479,-12.7822037,-0.0000826,0.0000000,-0.3157955,-0.3598188,4.0000000,-0.6491865,1.0011024,2.6818089,-0.0704510,1.1554365
140,-12,-2.572330251150472,22.131787927536479,-12.7820616,-0.0003306,0.0000000,-0.3187015,-0.3622319,4.0000000,-0.4275575,1.0011426,2.7320814,-0.2969063,1.1677672
141,-12,-2.564873611150472,22.131787927536479,-12.7818661,-0.0007438,0.0000000,-0.3236611,-0.3621927,4.0000000,-0.2027532,1.0012324,2.8370574,-0.5216322,1.1772519
142,-12,-2.557416971150472,22.131787927536479,-12.7816172,-0.0014050,0.0000000,-0.3288168,-0.3609175,5.0000000,-0.0048870,1.0013705,2.9901698,-0.7169481,1.1837143
143,-12,-2.549960331150471,22.131787927536479,-12.7813158,-0.0023140,0.0000000,-0.3371123,-0.3583990,4.0000000,0.1497066,1.0015515,3.1834369,-0.8665045,1.1931254
144,-12,-2.542503691150471,22.131787927536479,-12.7809639,-0.0032231,0.0000000,-0.3509507,-0.3556123,4.0000000,0.2598988,1.0017790,3.4080184,-0.9711234,1.2132081
145,-12,-2.535047051150471,22.131787927536479,-12.7805605,-0.0041322,0.0000000,-0.3685428,-0.3530396,4.0000000,0.3296824,1.0020542,3.6620657,-1.0357616,1.2418135
146,-12,-2.527590411150471,22.131787927536479,-12.7801065,-0.0050413,0.0000000,-0.3900476,-0.3474990,4.0000000,0.3670429,1.0023717,3.9360638,-1.0620409,1.2703841
147,-12,-2.520133771150471,22.131787927536479,-12.7796030,0.0040496,40.4958687,-0.4138539,-0.3414230,4.0000000,0.3762248,1.0027342,4.2242990,-1.0590708,1.3027718
