OID_,ClipsFinal_DEM_Large_S3_RegO,X,Y,DEM_Large_S1_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
937,-13,-4.496143371150471,20.461500567536479,-13.2406435,-0.0102479,28.9256191,29.5074291,-6.1582546,4.0000000,-3.7281857,1.4365654,45.8623352,-8.5883236,295.3247375
938,-13,-4.488686731150471,20.461500567536479,-13.2454948,-0.0057851,34.7107430,40.1499176,-6.8150692,4.0000000,-4.4013472,1.4052079,44.5604286,-9.2287912,319.4628296
939,-13,-4.481230091150471,20.461500567536479,-13.2495956,-0.0016529,40.4958687,47.7992134,-7.1861882,4.0000000,-5.2270780,1.3646580,42.7606316,-9.1452980,329.6234131
940,-13,-4.473773451150471,20.461500567536479,-13.2529221,-0.0079339,30.5785122,42.2386780,-6.6210876,4.0000000,-5.3562756,1.3285038,41.0358353,-7.8859000,265.0640869
941,-13,-4.466316811150471,20.461500567536479,-13.2554941,-0.0043802,35.5371895,27.2665501,-5.3177962,4.0000000,-4.3886399,1.3005342,39.5474815,-6.2469530,158.0988617
942,-13,-4.458860171150471,20.461500567536479,-13.2575750,-0.0012397,41.3223152,10.2199249,-3.4405887,4.0000000,-2.4200339,1.2837739,38.7008476,-4.4611435,61.7049980
943,-13,-4.451403531150471,20.461500567536479,-13.2593117,0.0014050,46.2809906,2.7110636,-1.9341859,4.0000000,-1.1239618,1.2791783,38.4875679,-2.7444100,19.7759724
944,-13,-4.443946891150471,20.461500567536479,-13.2611036,-0.0061157,33.8842964,1.2192883,-1.1399468,4.0000000,-0.8578140,1.2780572,38.5597458,-1.4220796,6.5292382
945,-13,-4.436490251150471,20.461500567536479,-13.2627506,-0.0038843,38.0165291,0.0797072,-0.5283806,4.0000000,-0.6888224,1.2771496,38.5603714,-0.3679388,3.2263651
946,-13,-4.429033611150471,20.461500567536479,-13.2643671,-0.0019835,41.3223152,-0.1993961,0.1253086,4.0000000,0.0285967,1.2827876,38.8292999,0.2220205,1.2021872
947,-13,-4.421576971150471,20.461500567536479,-13.2661076,-0.0000826,43.8016510,-0.0684265,0.3854810,4.0000000,0.3336670,1.2906176,39.3322029,0.4372949,2.0371563
948,-13,-4.414120331150471,20.461500567536479,-13.2679100,0.0014876,46.2809906,-0.3414866,0.0365943,4.0000000,-0.1039368,1.2953178,39.7081108,0.1771255,1.9498490
949,-13,-4.406663691150471,20.461500567536479,-13.2696543,0.0028926,47.9338837,-0.1498523,-0.4749236,4.0000000,-0.5521080,1.2976373,39.8503113,-0.3977391,3.8841777
950,-13,-4.399207051150471,20.461500567536479,-13.2712860,-0.0058678,35.5371895,0.7284433,-1.0701853,4.0000000,-1.0162674,1.3000659,39.9977417,-1.1241032,9.6667919
951,-13,-4.391750411150471,20.461500567536479,-13.2728567,-0.0047934,38.0165291,3.0289214,-1.8820291,4.0000000,-1.9089433,1.3012334,40.0617065,-1.8551148,26.9927197
952,-13,-4.384293771150471,20.461500567536479,-13.2741852,-0.0039669,39.6694221,7.5662632,-2.8157628,4.0000000,-3.0516732,1.2978045,39.8528938,-2.5798526,58.5524940
953,-13,-4.376837131150471,20.461500567536479,-13.2750254,-0.0033884,40.4958687,11.2480717,-3.3582909,4.0000000,-3.5070388,1.2907079,39.4502220,-3.2095428,75.3412704
954,-13,-4.369380491150471,20.461500567536479,-13.2754517,-0.0029752,41.3223152,11.0197678,-3.3627195,4.0000000,-2.9075828,1.2829044,39.0108948,-3.8178561,62.9963875
955,-13,-4.361923851150471,20.461500567536479,-13.2754536,-0.0027273,41.3223152,8.3723965,-3.1072702,5.0000000,-2.0201821,1.2772576,38.6449699,-4.1943588,47.3619843
956,-13,-4.354467211150471,20.461500567536479,-13.2752457,-0.0025620,41.3223152,6.5009155,-2.9109862,4.0000000,-1.5160338,1.2745422,38.4188232,-4.3059382,40.2839966
957,-13,-4.347010571150471,20.461500567536479,-13.2748404,-0.0026446,41.3223152,4.7284150,-2.6282525,4.0000000,-1.1524477,1.2729927,38.2913094,-4.1040573,33.0302696
958,-13,-4.339553931150471,20.461500567536479,-13.2742510,-0.0029752,40.4958687,2.2579570,-2.2175994,4.0000000,-0.5878633,1.2708166,38.1461563,-3.8473353,25.4130154
959,-13,-4.332097291150471,20.461500567536479,-13.2735968,-0.0033058,39.6694221,-0.2693304,-1.7542446,4.0000000,0.0723536,1.2677933,37.9649467,-3.5808427,20.7044563
960,-13,-4.324640651150471,20.461500567536479,-13.2729635,-0.0036364,38.8429756,-1.3229918,-1.4994897,4.0000000,0.3898101,1.2644287,37.7397575,-3.3887894,18.9951401
961,-13,-4.317184011150471,20.461500567536479,-13.2724218,-0.0039669,38.0165291,-1.9649471,-1.3769474,4.0000000,0.5868270,1.2606875,37.4689293,-3.3407218,19.1172638
962,-13,-4.309727371150471,20.461500567536479,-13.2719231,-0.0043802,37.1900826,-2.4057536,-1.4134780,4.0000000,0.6733180,1.2561207,37.1626625,-3.5002739,21.3043213
963,-13,-4.302270731150471,20.461500567536479,-13.2715378,-0.0049587,35.5371895,-3.2016785,-1.4907215,4.0000000,0.8160748,1.2505016,36.8238411,-3.7975175,25.5371094
964,-13,-4.294814091150471,20.461500567536479,-13.2712431,-0.0054545,34.7107430,-2.0697427,-1.8781630,4.0000000,0.4579445,1.2450579,36.4724236,-4.2142706,28.9093399
965,-13,-4.287357451150471,20.461500567536479,-13.2710400,-0.0059504,33.8842964,1.8548204,-2.5824554,4.0000000,-0.4088274,1.2415636,36.2259560,-4.7560835,35.7898788
966,-13,-4.279900811150471,20.461500567536479,-13.2707806,-0.0066116,33.0578499,6.9548998,-3.3190086,4.0000000,-1.3038918,1.2406124,36.1510124,-5.3341255,49.7744331
967,-13,-4.272444171150471,20.461500567536479,-13.2703629,-0.0074380,31.4049587,8.8372803,-3.6985517,4.0000000,-1.5295649,1.2422681,36.2619057,-5.8675385,62.1171989
968,-13,-4.264987531150471,20.461500567536479,-13.2697582,0.0015702,48.7603302,12.1286039,-4.1765027,4.0000000,-1.9777237,1.2462416,36.4981842,-6.3752813,79.6886063
969,-13,-4.257530891150471,20.461500567536479,-13.2690315,0.0003306,46.2809906,17.1326771,-4.7070813,4.0000000,-2.6673243,1.2532402,36.9675751,-6.7468381,102.8937836
970,-13,-4.250074251150471,20.461500567536479,-13.2679710,-0.0010744,43.8016510,24.4573059,-5.2960267,4.0000000,-3.6619110,1.2635626,37.5907822,-6.9301424,135.3330994
971,-13,-4.242617611150471,20.461500567536479,-13.2665682,-0.0028926,40.4958687,31.1792774,-5.7599692,4.0000000,-4.6018176,1.2786157,38.4218254,-6.9181204,173.0323944
972,-13,-4.235160971150471,20.461500567536479,-13.2646151,-0.0052066,36.3636360,35.5704842,-6.0089693,4.0000000,-5.3722682,1.3015971,39.7288666,-6.6456704,214.8964539
973,-13,-4.227704331150471,20.461500567536479,-13.2620268,-0.0079339,31.4049587,32.4669266,-5.7144489,4.0000000,-5.2853451,1.3335278,41.4074478,-6.1435528,224.0439606
974,-13,-4.220247691150471,20.461500567536479,-13.2586966,-0.0009091,43.8016510,25.2036037,-5.0518661,4.0000000,-4.6082978,1.3711692,43.2036400,-5.4954343,199.2690887
975,-13,-4.212791051150471,20.461500567536479,-13.2547455,-0.0044628,38.0165291,17.6785793,-4.2639174,4.0000000,-3.7489209,1.4092498,44.8722954,-4.7789140,158.2990112
976,-13,-4.205334411150471,20.461500567536479,-13.2502251,-0.0085124,32.2314034,11.4505472,-3.4611096,4.0000000,-2.9409013,1.4450678,46.2825546,-3.9813182,114.8291016
977,-13,-4.197877771150471,20.461500567536479,-13.2452126,-0.0028926,40.4958687,6.7000313,-2.6558645,4.0000000,-2.2024844,1.4765458,47.4766617,-3.1092443,73.4630890
978,-13,-4.190421131150471,20.461500567536479,-13.2398205,0.0023967,47.9338837,3.8729722,-2.0232213,4.0000000,-1.7096788,1.5010293,48.3132324,-2.3367639,47.3752480
979,-13,-4.182964491150471,20.461500567536479,-13.2341690,-0.0025620,40.4958687,2.1386576,-1.5250473,4.0000000,-1.3131458,1.5241562,49.0616798,-1.7369488,30.3568993
980,-13,-4.175507851150471,20.461500567536479,-13.2281914,0.0023140,46.2809906,0.7514790,-0.8984444,4.0000000,-0.7971548,1.5445662,49.7458954,-0.9997340,11.6443110
981,-13,-4.168051211150471,20.461500567536479,-13.2220592,-0.0030579,38.8429756,-0.0657218,-0.0125841,4.0000000,-0.1163668,1.5505130,49.9683609,0.0911985,0.8552617
982,-13,-4.160594571150471,20.461500567536479,-13.2159576,0.0015702,46.2809906,0.2098642,0.8164152,4.0000000,0.5859995,1.5414585,49.6645088,1.0468308,11.8844137
983,-13,-4.153137931150471,20.461500567536479,-13.2100468,-0.0037190,38.8429756,1.3763342,1.5432605,4.0000000,1.2206575,1.5214852,48.9465446,1.8658636,36.3261528
984,-13,-4.145681291150471,20.461500567536479,-13.2044458,0.0012397,43.8016510,2.8684914,1.9749167,4.0000000,1.6712253,1.4916780,47.8638191,2.2786081,51.4406586
985,-13,-4.138224651150471,20.461500567536479,-13.1993427,0.0062810,51.2396698,3.7985210,2.0769382,4.0000000,1.7898619,1.4621445,46.7689400,2.3640146,46.8697205
986,-13,-4.026375051150471,20.461500567536479,-13.1502733,-0.0048760,36.3636360,-0.1612256,0.2528167,4.0000000,-0.1036573,1.3612133,42.7850609,0.6092907,1.4340713
987,-13,-4.018918411150471,20.461500567536479,-13.1476889,0.0024793,46.2809906,0.0159802,-0.2178135,4.0000000,-0.3670689,1.3657597,42.9992752,-0.0685582,0.9534360
988,-13,-4.011461771150471,20.461500567536479,-13.1451349,-0.0003306,42.1487617,0.3319713,-0.5866652,4.0000000,-0.4905998,1.3688834,43.1524162,-0.6827306,2.4933207
989,-13,-4.004005131150471,20.461500567536479,-13.1424503,-0.0030579,38.0165291,0.4672744,-0.7899466,4.0000000,-0.3968496,1.3722235,43.3256073,-1.1830435,3.7231348
990,-13,-3.996548491150471,20.461500567536479,-13.1396732,0.0042149,49.5867767,0.1618215,-0.8447622,4.0000000,-0.1129083,1.3709161,43.2574196,-1.5766162,4.8870916
991,-13,-3.989091851150471,20.461500567536479,-13.1369619,0.0014050,45.4545441,-0.1862852,-0.9485974,4.0000000,0.0586765,1.3679513,43.1203613,-1.9558712,7.7067957
992,-13,-3.981635211150471,20.461500567536479,-13.1341801,-0.0014050,41.3223152,-0.8252234,-1.0634143,4.0000000,0.2731521,1.3642048,42.9639397,-2.3999808,12.4251604
993,-13,-3.974178571150471,20.461500567536479,-13.1314363,-0.0042975,36.3636360,-2.0203094,-1.1618937,4.0000000,0.5922307,1.3564128,42.5816612,-2.9160182,19.8808899
994,-13,-3.966721931150471,20.461500567536479,-13.1288080,0.0028099,46.2809906,-1.5091372,-1.5348567,4.0000000,0.4046355,1.3459518,42.1040878,-3.4743488,23.5926666
995,-13,-3.959265291150471,20.461500567536479,-13.1262589,-0.0001653,41.3223152,0.4734837,-2.0686169,4.0000000,-0.1193192,1.3383889,41.7149200,-4.0179143,29.0927677
996,-13,-3.951808651150471,20.461500567536479,-13.1235504,-0.0031405,35.5371895,1.9787523,-2.4516392,4.0000000,-0.4640937,1.3348075,41.5134888,-4.4391847,36.8859100
997,-13,-3.944352011150471,20.461500567536479,-13.1206741,-0.0062810,29.7520657,3.6578941,-2.8378191,4.0000000,-0.8205741,1.3297429,41.2624741,-4.8550639,47.4909782
998,-13,-3.936895371150471,20.461500567536479,-13.1177206,0.0003306,42.1487617,4.6409903,-3.1214507,4.0000000,-1.0071182,1.3282188,41.1901932,-5.2357836,57.9350319
999,-13,-3.929438731150471,20.461500567536479,-13.1143799,-0.0031405,36.3636360,4.3185096,-3.2065165,4.0000000,-0.8852890,1.3289508,41.2436714,-5.5277443,61.9810715
1000,-13,-3.921982091150471,20.461500567536479,-13.1107998,-0.0066942,30.5785122,2.9411609,-3.0787165,4.0000000,-0.5776664,1.3263211,41.0881882,-5.5797668,58.3757362
1001,-13,-3.914525451150471,20.461500567536479,-13.1070051,-0.0005785,39.6694221,2.3026583,-3.0226407,4.0000000,-0.4418205,1.3252090,41.0370522,-5.6034608,57.3168297
1002,-13,-3.907068811150471,20.461500567536479,-13.1029377,-0.0045455,33.0578499,2.3400135,-3.1150875,4.0000000,-0.4404180,1.3247299,40.9759827,-5.7897573,61.1485672
1003,-13,-3.899612171150471,20.461500567536479,-13.0986805,0.0012397,40.4958687,2.2276194,-3.1505270,5.0000000,-0.4179044,1.3272307,41.1123238,-5.8831496,63.3622589
1004,-13,-3.892155531150471,20.461500567536479,-13.0941105,-0.0031405,33.8842964,1.6426169,-3.0626633,5.0000000,-0.3152482,1.3336966,41.4676399,-5.8100786,61.8801956
1005,-13,-3.884698891150471,20.461500567536479,-13.0892344,0.0022314,42.9752083,0.1066875,-2.6460099,4.0000000,-0.0214528,1.3404573,41.7707214,-5.2705669,49.9841690
1006,-13,-3.877242251150471,20.461500567536479,-13.0841007,-0.0023967,35.5371895,-1.4504523,-2.1248434,4.0000000,0.2933597,1.3431346,41.9603271,-4.5430465,38.6045036
1007,-13,-3.869785611150471,20.461500567536479,-13.0788469,0.0028099,42.9752083,-3.2236850,-1.4260298,4.0000000,0.7018635,1.3392692,41.8061638,-3.5539231,30.3282642
1008,-13,-3.862328971150471,20.461500567536479,-13.0735264,-0.0019835,34.7107430,-4.6042295,-0.7020370,4.0000000,1.0775553,1.3294630,41.2985115,-2.4816294,29.4859428
1009,-13,-3.854872331150471,20.461500567536479,-13.0682440,0.0033058,43.8016510,-5.5487485,-0.0734263,4.0000000,1.3892643,1.3108265,40.3338203,-1.5361168,34.1236115
1010,-13,-3.847415691150471,20.461500567536479,-13.0631762,-0.0013223,35.5371895,-5.8254957,0.3454480,4.0000000,1.5909992,1.2878145,39.1090164,-0.9001032,37.1811256
1011,-13,-3.839959051150471,20.461500567536479,-13.0582981,0.0038843,44.6280975,-5.2075748,0.3673031,4.0000000,1.5663686,1.2648386,37.7313843,-0.8317624,31.0912876
1012,-13,-3.832502411150471,20.461500567536479,-13.0536375,-0.0005785,35.5371895,-4.6059613,0.4940705,4.0000000,1.5007548,1.2465971,36.6814423,-0.5126138,27.4248180
1013,-13,-4.563253131150471,20.454043927536478,-13.1943369,0.0003306,38.8429756,-27.1989021,1.7302020,4.0000000,2.4174647,1.3111113,40.3270035,1.0429392,207.6071472
1014,-13,-4.555796491150471,20.454043927536478,-13.1989584,0.0046281,47.1074371,-28.6980438,1.4609200,4.0000000,1.3515482,1.3606678,42.7384720,1.5702918,228.0434265
1015,-13,-4.548339851150471,20.454043927536478,-13.2043304,-0.0009091,38.8429756,-22.9832172,0.4829524,4.0000000,0.0629000,1.4162565,45.2164459,0.9030048,188.8128204
1016,-13,-4.540883211150471,20.454043927536478,-13.2104540,-0.0061157,32.2314034,-12.0747776,-1.2188301,4.0000000,-1.0680791,1.4541881,46.7294960,-1.3695811,137.6468048
1017,-13,-4.533426571150471,20.454043927536478,-13.2167206,-0.0009091,39.6694221,-1.5896004,-2.7344294,4.0000000,-1.9859298,1.4629549,46.9798546,-3.4829288,143.6892853
1018,-13,-4.525969931150471,20.454043927536478,-13.2229815,-0.0057025,33.8842964,3.6323426,-3.4378300,4.0000000,-2.6401970,1.4592026,46.7575531,-4.2354631,174.1921997
1019,-13,-4.518513291150471,20.454043927536478,-13.2291393,-0.0003306,41.3223152,9.9358578,-4.1463828,4.0000000,-3.1525495,1.4483198,46.4030495,-5.1402164,203.4412231
1020,-13,-4.511056651150471,20.454043927536478,-13.2351208,-0.0049587,36.3636360,18.0364552,-4.9831619,4.0000000,-3.5941811,1.4272679,45.5368690,-6.3721428,232.5694122
1021,-13,-4.503600011150471,20.454043927536478,-13.2407274,-0.0097521,28.9256191,23.3582172,-5.5637698,5.0000000,-3.7193799,1.4025728,44.3712578,-7.4081593,243.2355042
1022,-13,-4.496143371150471,20.454043927536478,-13.2459707,-0.0047934,35.5371895,30.6506042,-6.1904140,5.0000000,-3.8406360,1.3822703,43.5950851,-8.5401917,256.8989563
1023,-13,-4.488686731150471,20.454043927536478,-13.2508593,-0.0103306,26.4462814,42.6215134,-7.0738573,5.0000000,-4.3729038,1.3523228,42.2142105,-9.7748108,290.8508606
1024,-13,-4.481230091150471,20.454043927536478,-13.2550001,-0.0061157,32.2314034,51.3181534,-7.6252446,4.0000000,-5.1191449,1.3142215,40.2856483,-10.1313448,312.6071777
1025,-13,-4.473773451150471,20.454043927536478,-13.2583447,-0.0024793,38.0165291,45.7974930,-7.0834279,4.0000000,-5.2481804,1.2836258,38.6459846,-8.9186754,257.1767883
1026,-13,-4.466316811150471,20.454043927536478,-13.2609625,-0.0089256,28.0991745,29.6597023,-5.7043386,4.0000000,-4.1274004,1.2625613,37.4666862,-7.2812762,154.2768707
1027,-13,-4.458860171150471,20.454043927536478,-13.2629652,-0.0057851,33.0578499,10.8751745,-3.7774353,4.0000000,-1.9352021,1.2565392,37.2801514,-5.6196685,64.6391907
1028,-13,-4.451403531150471,20.454043927536478,-13.2649021,-0.0031405,38.0165291,2.6382458,-2.5067434,4.0000000,-0.6038836,1.2646303,37.8245506,-4.4096036,32.7927322
1029,-13,-4.443946891150471,20.454043927536478,-13.2668304,-0.0006612,42.9752083,2.1418283,-2.1813941,4.0000000,-0.5736991,1.2742494,38.4578400,-3.7890890,25.0114021
1030,-13,-4.436490251150471,20.454043927536478,-13.2686243,0.0015702,47.1074371,1.7800930,-1.9324412,4.0000000,-0.5422414,1.2814895,38.8613396,-3.3226411,19.6445599
1031,-13,-4.429033611150471,20.454043927536478,-13.2703705,-0.0066116,31.4049587,0.1309710,-1.5562108,4.0000000,-0.0539765,1.2874893,39.2546959,-3.0584450,15.8037319
1032,-13,-4.421576971150471,20.454043927536478,-13.2721577,-0.0047934,35.5371895,-0.3340465,-1.5299044,4.0000000,0.0260389,1.2901496,39.5270348,-3.0858476,17.4424114
1033,-13,-4.414120331150471,20.454043927536478,-13.2739725,-0.0032231,38.8429756,1.3836300,-2.0152521,4.0000000,-0.4909576,1.2894022,39.5128784,-3.5395467,24.1922436
1034,-13,-4.406663691150471,20.454043927536478,-13.2757330,-0.0018182,42.1487617,3.4387324,-2.5582705,4.0000000,-0.9168860,1.2869385,39.3246193,-4.1996551,35.6969719
1035,-13,-4.399207051150471,20.454043927536478,-13.2773857,-0.0005785,44.6280975,6.5308099,-3.1648095,4.0000000,-1.4213815,1.2837799,39.0935707,-4.9082375,51.6946945
1036,-13,-4.391750411150471,20.454043927536478,-13.2789526,0.0005785,47.1074371,13.2427797,-4.0111918,4.0000000,-2.4140012,1.2777050,38.7588577,-5.6083827,79.2468796
1037,-13,-4.384293771150471,20.454043927536478,-13.2802420,-0.0085950,30.5785122,22.3223476,-4.9114552,4.0000000,-3.6402838,1.2680621,38.1518288,-6.1826267,118.8155289
1038,-13,-4.376837131150471,20.454043927536478,-13.2810488,-0.0080165,32.2314034,26.0635300,-5.2795935,4.0000000,-4.0190878,1.2578875,37.4287720,-6.5400991,133.3556976
1039,-13,-4.369380491150471,20.454043927536478,-13.2813253,-0.0076033,33.0578499,20.9789333,-4.9174991,5.0000000,-3.1828365,1.2493244,36.9016571,-6.6521611,108.8891983
1040,-13,-4.361923851150471,20.454043927536478,-13.2812071,-0.0073554,33.0578499,13.4935398,-4.2674198,4.0000000,-2.1029010,1.2442592,36.6097946,-6.4319382,80.8886032
1041,-13,-4.354467211150471,20.454043927536478,-13.2809515,-0.0071901,33.0578499,9.3851633,-3.7663634,4.0000000,-1.5802277,1.2428535,36.4904366,-5.9524989,64.1685181
1042,-13,-4.347010571150471,20.454043927536478,-13.2805138,-0.0071074,33.0578499,6.6425524,-3.3104138,4.0000000,-1.2617943,1.2438548,36.5496368,-5.3590336,50.9983749
1043,-13,-4.339553931150471,20.454043927536478,-13.2798986,0.0025620,49.5867767,3.1238360,-2.7454848,4.0000000,-0.6990156,1.2458496,36.6835861,-4.7919540,38.6343269
1044,-13,-4.332097291150471,20.454043927536478,-13.2792358,0.0022314,48.7603302,0.0112313,-2.1592054,4.0000000,-0.0496595,1.2474978,36.7742119,-4.2687516,29.3858223
1045,-13,-4.324640651150471,20.454043927536478,-13.2785912,0.0019008,47.9338837,-1.0923756,-1.7898947,4.0000000,0.2649054,1.2475028,36.7662506,-3.8446949,23.6583023
1046,-13,-4.317184011150471,20.454043927536478,-13.2780132,0.0015702,47.1074371,-1.6428268,-1.5463035,4.0000000,0.4619213,1.2454557,36.6617813,-3.5545285,20.4400253
1047,-13,-4.309727371150471,20.454043927536478,-13.2774725,0.0011570,46.2809906,-2.0242023,-1.4375017,4.0000000,0.5689639,1.2417372,36.4108696,-3.4439673,19.8131657
1048,-13,-4.302270731150471,20.454043927536478,-13.2769928,0.0005785,44.6280975,-2.9005077,-1.3497769,4.0000000,0.7728944,1.2359465,36.0120049,-3.4724481,21.5731487
1049,-13,-4.294814091150471,20.454043927536478,-13.2765970,0.0000826,43.8016510,-2.3465362,-1.5691482,4.0000000,0.5275548,1.2285473,35.5157471,-3.6658511,23.1207600
1050,-13,-4.287357451150471,20.454043927536478,-13.2763271,-0.0004132,42.9752083,0.6732098,-2.1549261,4.0000000,-0.2834198,1.2216355,35.0223503,-4.0264320,26.5212650
1051,-13,-4.279900811150471,20.454043927536478,-13.2760324,-0.0010744,42.1487617,4.9303722,-2.8430309,4.0000000,-1.1284838,1.2165295,34.6270103,-4.5575781,35.7069168
1052,-13,-4.272444171150471,20.454043927536478,-13.2755823,-0.0019008,40.4958687,6.8051229,-3.2423131,4.0000000,-1.3200744,1.2134373,34.4133148,-5.1645517,44.7714310
1053,-13,-4.264987531150471,20.454043927536478,-13.2749920,-0.0029752,38.8429756,10.4104071,-3.7930865,4.0000000,-1.8103130,1.2127304,34.3301659,-5.7758603,59.4497147
1054,-13,-4.257530891150471,20.454043927536478,-13.2742949,-0.0042149,36.3636360,16.5389843,-4.4802389,4.0000000,-2.6663845,1.2153833,34.4791260,-6.2940931,82.0121765
1055,-13,-4.250074251150471,20.454043927536478,-13.2732697,-0.0056198,33.8842964,24.5341454,-5.1919365,4.0000000,-3.7750361,1.2214425,34.8963432,-6.6088371,113.5706787
1056,-13,-4.242617611150471,20.454043927536478,-13.2719355,-0.0073554,30.5785122,32.0667381,-5.7715144,4.0000000,-4.8839760,1.2334696,35.6528740,-6.6590528,152.1228943
1057,-13,-4.235160971150471,20.454043927536478,-13.2700834,-0.0096694,26.4462814,37.4133301,-6.1359253,4.0000000,-5.8669319,1.2554170,37.0297966,-6.4049182,198.1446075
1058,-13,-4.227704331150471,20.454043927536478,-13.2675972,-0.0023140,40.4958687,35.4157295,-5.9516559,4.0000000,-5.9993563,1.2875363,38.9441376,-5.9039550,220.2526398
1059,-13,-4.220247691150471,20.454043927536478,-13.2644625,-0.0052893,35.5371895,28.5946236,-5.3510365,4.0000000,-5.4294648,1.3277457,41.0964661,-5.2726083,210.0915833
1060,-13,-4.212791051150471,20.454043927536478,-13.2606440,-0.0087603,30.5785122,20.7672157,-4.5667253,4.0000000,-4.5583525,1.3704089,43.1673355,-4.5750985,177.9958344
1061,-13,-4.205334411150471,20.454043927536478,-13.2562447,-0.0027273,40.4958687,13.6554804,-3.7053671,4.0000000,-3.6403785,1.4115965,44.9553261,-3.7703555,134.4698792
1062,-13,-4.197877771150471,20.454043927536478,-13.2513218,-0.0070248,33.8842964,8.0078793,-2.8332953,4.0000000,-2.8055425,1.4486048,46.4262085,-2.8610480,90.7846985
1063,-13,-4.190421131150471,20.454043927536478,-13.2460079,-0.0016529,42.1487617,4.4975362,-2.1264570,4.0000000,-2.2362649,1.4782392,47.5010262,-2.0166490,61.6294670
1064,-13,-4.182964491150471,20.454043927536478,-13.2404432,-0.0065289,35.5371895,2.4622128,-1.5962312,4.0000000,-1.7941257,1.5054452,48.4539604,-1.3983366,42.7496223
1065,-13,-4.175507851150471,20.454043927536478,-13.2345772,-0.0015702,42.1487617,0.7530198,-0.9289361,4.0000000,-1.2309730,1.5314463,49.3600807,-0.6268992,20.9857769
1066,-13,-4.168051211150471,20.454043927536478,-13.2284622,0.0031405,47.9338837,-0.2988150,-0.0296085,4.0000000,-0.5269580,1.5452769,49.8182373,0.4677411,4.9783106
1067,-13,-4.160594571150471,20.454043927536478,-13.2223778,-0.0021488,40.4958687,-0.0881072,0.8244943,4.0000000,0.2016376,1.5432757,49.7426147,1.4473510,9.9319658
1068,-13,-4.153137931150471,20.454043927536478,-13.2164774,0.0026446,47.9338837,1.1563804,1.5917526,4.0000000,0.8769826,1.5299892,49.3252678,2.3065226,32.1595230
1069,-13,-4.145681291150471,20.454043927536478,-13.2108841,-0.0023967,40.4958687,2.9161198,2.0732150,4.0000000,1.3893763,1.5067270,48.4966354,2.7570539,49.5920563
1070,-13,-4.138224651150471,20.454043927536478,-13.2057304,0.0027273,46.2809906,4.0513468,2.2006762,4.0000000,1.5689205,1.4829795,47.6357155,2.8324318,47.7700462
1071,-13,-4.130768011150471,20.454043927536478,-13.2009087,-0.0019835,39.6694221,4.2725496,2.1678960,4.0000000,1.5329190,1.4653221,47.0303078,2.8028729,40.5646553
1072,-13,-4.033831691150471,20.454043927536478,-13.1592064,0.0040496,49.5867767,-0.0627630,0.2329162,4.0000000,0.2276576,1.3572581,42.5548401,0.2381747,1.2235579
1073,-13,-4.026375051150471,20.454043927536478,-13.1567392,0.0013223,45.4545441,-0.0060034,-0.2710755,4.0000000,-0.0871029,1.3573900,42.5974464,-0.4550482,0.7406648
1074,-13,-4.018918411150471,20.454043927536478,-13.1541777,-0.0014050,41.3223152,0.5006368,-0.7962151,4.0000000,-0.4330723,1.3584623,42.6465263,-1.1593578,3.6785455
1075,-13,-4.011461771150471,20.454043927536478,-13.1516247,-0.0041322,37.1900826,0.9573839,-1.1439072,4.0000000,-0.5541648,1.3596175,42.6644821,-1.7336496,7.5238328
1076,-13,-4.004005131150471,20.454043927536478,-13.1489019,0.0031405,47.1074371,0.9206768,-1.3218521,4.0000000,-0.4128444,1.3610563,42.7460098,-2.2308598,10.3169994
1077,-13,-3.996548491150471,20.454043927536478,-13.1460915,0.0003306,42.9752083,0.2825484,-1.3568910,4.0000000,-0.1167381,1.3576218,42.5813179,-2.5970440,12.6660719
1078,-13,-3.989091851150471,20.454043927536478,-13.1433096,-0.0025620,38.0165291,-0.3331993,-1.4232655,4.0000000,0.0852546,1.3523159,42.3314285,-2.9317856,16.3298035
1079,-13,-3.981635211150471,20.454043927536478,-13.1404572,-0.0053719,33.0578499,-1.1457747,-1.4902898,4.0000000,0.2959711,1.3463732,42.0496483,-3.2765508,21.1502666
1080,-13,-3.974178571150471,20.454043927536478,-13.1376524,0.0016529,45.4545441,-2.3763764,-1.5557332,4.0000000,0.5687074,1.3375053,41.5908127,-3.6801739,27.8725033
1081,-13,-3.966721931150471,20.454043927536478,-13.1349030,-0.0013223,40.4958687,-1.5951505,-1.9174511,4.0000000,0.3508506,1.3264134,41.0316353,-4.1857529,32.2395020
1082,-13,-3.959265291150471,20.454043927536478,-13.1322021,-0.0043802,34.7107430,0.7022650,-2.3991201,4.0000000,-0.1521388,1.3172201,40.5866928,-4.6461015,37.5774460
1083,-13,-3.951808651150471,20.454043927536478,-13.1294069,0.0025620,44.6280975,2.7015631,-2.7640939,4.0000000,-0.5437005,1.3138330,40.4022102,-4.9844871,44.4100266
1084,-13,-3.944352011150471,20.454043927536478,-13.1264267,-0.0007438,38.0165291,5.0957255,-3.1649685,4.0000000,-0.9784257,1.3113037,40.2390060,-5.3515115,54.8119774
