OID_,ClipsFinal_DEM_Large_S3_RegP,X,Y,DEM_Large_S1_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
14,-13,-4.287357451150472,19.350461207536480,-13.1682959,0.0031405,42.9752083,-4.2033010,-0.1748952,4.0000000,1.0469967,1.1173236,26.4825897,-1.3967872,13.1077204
15,-13,-4.279900811150472,19.350461207536480,-13.1653452,0.0001653,34.7107430,-4.0780005,-0.2368563,4.0000000,1.2366199,1.1196107,26.6748829,-1.7103325,12.8255196
16,-13,-4.272444171150472,19.350461207536480,-13.1622734,-0.0029752,27.2727280,-4.9052052,-0.6482240,4.0000000,1.2134993,1.1240650,27.1085415,-2.5099473,16.8341064
17,-13,-4.264987531150472,19.350461207536480,-13.1590319,0.0036364,47.1074371,-5.1361647,-0.8995623,4.0000000,1.2646309,1.1306044,27.7557907,-3.0637555,19.4305878
18,-13,-4.257530891150472,19.350461207536480,-13.1555891,0.0002479,38.0165291,-5.2164717,-0.9595690,4.0000000,1.4264417,1.1379341,28.4740505,-3.3455796,20.3837833
19,-13,-4.250074251150472,19.350461207536480,-13.1519594,-0.0034711,28.9256191,-5.8005528,-1.1646520,4.0000000,1.4791031,1.1436088,28.9150906,-3.8084071,24.3635159
20,-13,-4.339553931150472,19.343004567536479,-13.1870375,0.0022314,39.6694221,-4.1925058,0.4506282,4.0000000,-0.1575935,1.0916983,23.6046867,1.0588499,12.7969742
21,-13,-4.332097291150472,19.343004567536479,-13.1852798,0.0002479,33.0578499,-6.1394548,-0.0149785,4.0000000,-0.5395700,1.0947241,23.9666386,0.5096130,17.6335487
22,-13,-4.324640651150472,19.343004567536479,-13.1833057,-0.0017355,27.2727280,-6.9561095,-0.2501551,4.0000000,-0.3863846,1.0998807,24.6145039,-0.1139256,20.7743034
23,-13,-4.317184011150472,19.343004567536479,-13.1811361,-0.0039669,22.3140488,-6.2429614,-0.1775789,4.0000000,0.1643287,1.1046389,25.1322041,-0.5194864,18.7104340
24,-13,-4.309727371150472,19.343004567536479,-13.1787796,0.0036364,43.8016510,-6.2063699,-0.2286460,4.0000000,0.4005439,1.1081520,25.4858398,-0.8578359,18.8589783
25,-13,-4.302270731150472,19.343004567536479,-13.1762915,0.0011570,36.3636360,-6.7578921,-0.4148311,5.0000000,0.4402851,1.1127433,25.9773502,-1.2699473,21.3456707
26,-13,-4.294814091150472,19.343004567536479,-13.1735954,-0.0014876,29.7520657,-6.2399960,-0.3318660,4.0000000,0.7525126,1.1202905,26.8146610,-1.4162446,19.9506474
27,-13,-4.287357451150472,19.343004567536479,-13.1706696,-0.0043802,23.1404953,-5.2230430,-0.1588276,4.0000000,1.1159178,1.1258260,27.3308048,-1.4335730,16.7721844
28,-13,-4.279900811150472,19.343004567536479,-13.1676426,0.0025620,42.1487617,-5.3315539,-0.1758291,4.0000000,1.4208268,1.1289084,27.6075382,-1.7724851,17.2946930
29,-13,-4.272444171150472,19.343004567536479,-13.1644821,-0.0006612,33.8842964,-6.7224483,-0.5293550,4.0000000,1.5272999,1.1333638,28.0406723,-2.5860100,22.6572590
30,-13,-4.264987531150472,19.343004567536479,-13.1611500,-0.0041322,26.4462814,-7.2562537,-0.7056554,4.0000000,1.6700666,1.1402072,28.6698761,-3.0813773,25.5684566
31,-13,-4.257530891150472,19.343004567536479,-13.1575928,0.0023967,43.8016510,-7.3726172,-0.7457603,4.0000000,1.8565648,1.1479793,29.4199657,-3.3480854,26.6851807
32,-13,-4.250074251150472,19.343004567536479,-13.1538334,-0.0013223,34.7107430,-7.9881787,-0.8466117,4.0000000,1.9819456,1.1549789,29.9405975,-3.6751690,29.7631855
33,-13,-4.242617611150472,19.343004567536479,-13.1498985,0.0047107,48.7603302,-7.1995215,-0.6830107,4.0000000,2.0467186,1.1648213,30.8520451,-3.4127398,27.0567150
34,-13,-4.347010571150472,19.335547927536478,-13.1916056,-0.0033058,23.9669418,-1.8623077,0.3442749,4.0000000,-0.1329572,1.0995194,24.6405220,0.8215070,5.9849663
35,-13,-4.339553931150472,19.335547927536478,-13.1898918,0.0048760,48.7603302,-2.9080677,0.0931358,4.0000000,-0.3729039,1.0999767,24.6434937,0.5591756,8.5358810
36,-13,-4.332097291150472,19.335547927536478,-13.1881046,0.0028926,42.1487617,-4.6856880,-0.3531664,4.0000000,-0.7939608,1.1029774,24.9798012,0.0876279,14.8204203
37,-13,-4.324640651150472,19.335547927536478,-13.1861076,0.0008264,35.5371895,-5.6082735,-0.5729122,4.0000000,-0.7126169,1.1082550,25.6032619,-0.4332075,19.0675144
38,-13,-4.317184011150472,19.335547927536478,-13.1838865,-0.0013223,29.7520657,-5.3733239,-0.4348212,4.0000000,-0.1911054,1.1135031,26.1627922,-0.6785369,17.6005459
39,-13,-4.309727371150472,19.335547927536478,-13.1814795,-0.0037190,23.9669418,-5.2941828,-0.3511366,4.0000000,0.1492437,1.1178528,26.5525494,-0.8515170,17.0897694
40,-13,-4.302270731150472,19.335547927536478,-13.1789150,0.0037190,44.6280975,-5.8251200,-0.4287524,4.0000000,0.2536409,1.1220874,26.9840794,-1.1111457,19.2635746
41,-13,-4.294814091150472,19.335547927536478,-13.1761799,0.0010744,37.1900826,-5.8231206,-0.3599754,4.0000000,0.5390701,1.1287398,27.6900368,-1.2590209,19.3609810
42,-13,-4.287357451150472,19.335547927536478,-13.1732149,-0.0019008,29.7520657,-5.6232681,-0.2227874,4.0000000,0.9152601,1.1349275,28.2509842,-1.3608350,18.7210636
43,-13,-4.279900811150472,19.335547927536478,-13.1701145,-0.0050413,23.1404953,-6.0237770,-0.2197840,4.0000000,1.2984644,1.1394961,28.6209450,-1.7380323,20.2945118
44,-13,-4.272444171150472,19.335547927536478,-13.1668501,0.0016529,40.4958687,-7.8027854,-0.5175977,4.0000000,1.5411216,1.1445918,29.0947189,-2.5763168,27.1746082
45,-13,-4.264987531150472,19.335547927536478,-13.1634083,-0.0019008,32.2314034,-8.4604797,-0.6232847,4.0000000,1.8074747,1.1517723,29.7514553,-3.0540440,30.3543758
46,-13,-4.257530891150472,19.335547927536478,-13.1597261,0.0044628,48.7603302,-8.5608072,-0.6237020,4.0000000,2.0297585,1.1597364,30.4438934,-3.2771626,31.3944035
47,-13,-4.250074251150472,19.335547927536478,-13.1558685,0.0006612,39.6694221,-8.7251883,-0.6637850,4.0000000,2.1360877,1.1674939,31.0114460,-3.4636576,32.7611694
48,-13,-4.242617611150472,19.335547927536478,-13.1517925,-0.0033884,30.5785122,-7.4361515,-0.4298626,4.0000000,2.2211444,1.1780369,31.9372406,-3.0808697,28.6753654
49,-13,-4.235160971150473,19.335547927536478,-13.1474695,0.0025620,43.8016510,-5.7398043,-0.0460431,4.0000000,2.2934964,1.1835295,32.3751793,-2.3855824,23.5288563
50,-13,-4.361923851150472,19.328091287536477,-13.1978960,0.0027273,42.9752083,-0.9288077,-0.2451185,4.0000000,-1.0689247,1.0995151,24.6659527,0.5786876,3.3439300
51,-13,-4.354467211150472,19.328091287536477,-13.1963406,0.0011570,38.0165291,-0.6640948,-0.1737171,4.0000000,-0.6408659,1.1021755,24.9461727,0.2934316,2.2525826
52,-13,-4.347010571150472,19.328091287536477,-13.1946430,-0.0005785,32.2314034,-0.8118119,-0.2202120,4.0000000,-0.4674795,1.1039561,25.1454525,0.0270555,2.7783241
53,-13,-4.339553931150472,19.328091287536477,-13.1929083,-0.0023967,27.2727280,-1.2830430,-0.4139616,4.0000000,-0.6676715,1.1047518,25.1675167,-0.1602518,4.9855390
54,-13,-4.332097291150472,19.328091287536477,-13.1910896,-0.0043802,22.3140488,-2.3093691,-0.8581707,4.0000000,-1.1514313,1.1080517,25.5377903,-0.5649102,11.7795477
55,-13,-4.324640651150472,19.328091287536477,-13.1890430,0.0035537,44.6280975,-2.9885743,-1.0447971,4.0000000,-1.1265631,1.1136967,26.1842728,-0.9630311,16.1448975
56,-13,-4.317184011150472,19.328091287536477,-13.1867895,0.0014050,38.0165291,-3.2299597,-0.8627455,4.0000000,-0.6674297,1.1194408,26.7990856,-1.0580612,14.6878080
57,-13,-4.309727371150472,19.328091287536477,-13.1843405,-0.0009917,31.4049587,-3.3882742,-0.6461238,4.0000000,-0.2551123,1.1248844,27.2872868,-1.0371354,13.2052851
58,-13,-4.302270731150472,19.328091287536477,-13.1817036,-0.0035537,25.6198349,-3.9932759,-0.6125619,4.0000000,-0.1140644,1.1298124,27.7297401,-1.1110594,15.0258303
59,-13,-4.294814091150472,19.328091287536477,-13.1789160,0.0038017,45.4545441,-4.4909496,-0.5302739,5.0000000,0.1286944,1.1363807,28.4034386,-1.1892422,16.3556767
60,-13,-4.287357451150472,19.328091287536477,-13.1758995,0.0008264,37.1900826,-5.1935682,-0.4534720,4.0000000,0.4707187,1.1432558,29.0524597,-1.3776627,18.5461445
61,-13,-4.279900811150472,19.328091287536477,-13.1727486,-0.0023967,29.7520657,-5.9782753,-0.4094497,4.0000000,0.9234341,1.1499089,29.5880680,-1.7423337,21.2681580
62,-13,-4.272444171150472,19.328091287536477,-13.1693687,0.0042975,47.9338837,-7.9251952,-0.6222644,4.0000000,1.2879748,1.1569144,30.1728516,-2.5325036,29.2522793
63,-13,-4.264987531150472,19.328091287536477,-13.1658316,0.0006612,38.8429756,-8.6532478,-0.6523688,4.0000000,1.6765521,1.1651164,30.8656082,-2.9812896,32.5552177
64,-13,-4.257530891150472,19.328091287536477,-13.1620245,-0.0030579,30.5785122,-8.8225985,-0.6224441,4.0000000,1.9546313,1.1729574,31.5453072,-3.1995196,33.8064423
65,-13,-4.250074251150472,19.328091287536477,-13.1580534,0.0030579,45.4545441,-8.5881824,-0.5579829,4.0000000,2.1051612,1.1805220,32.0913467,-3.2211268,33.4570045
66,-13,-4.242617611150472,19.328091287536477,-13.1538525,-0.0010744,36.3636360,-7.0039778,-0.2607054,4.0000000,2.2197807,1.1911662,32.9399872,-2.7411914,28.4768639
67,-13,-4.235160971150473,19.328091287536477,-13.1494198,0.0047934,48.7603302,-4.8819623,0.1525944,4.0000000,2.2620673,1.1961108,33.2903595,-1.9568784,22.3457336
68,-13,-4.227704331150473,19.328091287536477,-13.1449709,0.0004959,39.6694221,-3.8558927,0.3853641,4.0000000,2.2894988,1.1981163,33.4130363,-1.5187705,20.3668308
69,-13,-4.369380491150472,19.320634647536480,-13.2024355,-0.0032231,23.9669418,-0.1684799,-0.9170085,4.0000000,-1.9202151,1.0945849,24.1021137,0.0861981,6.3911438
70,-13,-4.361923851150472,19.320634647536480,-13.2009516,-0.0046281,19.8347111,0.3202963,-0.9213977,4.0000000,-1.5676836,1.0990218,24.5883713,-0.2751118,4.7634635
71,-13,-4.354467211150472,19.320634647536480,-13.1993866,0.0038843,47.1074371,0.3804011,-0.7922959,4.0000000,-1.0830011,1.1022005,24.9389114,-0.5015907,2.8978312
72,-13,-4.347010571150472,19.320634647536480,-13.1976814,0.0022314,41.3223152,0.2739941,-0.7396600,4.0000000,-0.8031235,1.1042202,25.1663933,-0.6761964,2.5335760
73,-13,-4.339553931150472,19.320634647536480,-13.1959333,0.0004132,35.5371895,0.1445535,-0.8685835,4.0000000,-0.9487820,1.1054879,25.2317410,-0.7883850,4.2049594
74,-13,-4.332097291150472,19.320634647536480,-13.1940823,-0.0015702,29.7520657,-0.1541965,-1.2811165,4.0000000,-1.4602207,1.1094754,25.6484051,-1.1020122,10.8080177
75,-13,-4.324640651150472,19.320634647536480,-13.1920242,-0.0036364,24.7933884,-0.6943312,-1.4174299,4.0000000,-1.4883225,1.1159965,26.3647308,-1.3465374,14.9140444
76,-13,-4.317184011150472,19.320634647536480,-13.1897306,0.0042149,47.1074371,-1.3179880,-1.2017055,4.0000000,-1.1061001,1.1225197,27.0720024,-1.2973108,13.3354998
77,-13,-4.309727371150472,19.320634647536480,-13.1872549,0.0018182,39.6694221,-1.8061678,-0.8899898,4.0000000,-0.6787201,1.1287508,27.6933384,-1.1012595,10.8114643
78,-13,-4.302270731150472,19.320634647536480,-13.1845818,-0.0007438,33.0578499,-2.5163884,-0.7537766,4.0000000,-0.5039454,1.1347489,28.2143097,-1.0036077,11.8644466
79,-13,-4.294814091150472,19.320634647536480,-13.1817627,-0.0035537,27.2727280,-3.3016472,-0.6664700,5.0000000,-0.3088638,1.1422751,28.9143734,-1.0240762,13.9055262
80,-13,-4.287357451150472,19.320634647536480,-13.1787291,0.0034711,44.6280975,-4.5009642,-0.6894575,4.0000000,-0.0502955,1.1505089,29.6782150,-1.3286195,18.3774872
81,-13,-4.279900811150472,19.320634647536480,-13.1755342,0.0001653,36.3636360,-5.5614228,-0.6735016,4.0000000,0.4087702,1.1592073,30.4269257,-1.7557733,22.0762863
82,-13,-4.272444171150472,19.320634647536480,-13.1721048,-0.0032231,28.9256191,-7.3672595,-0.8279730,4.0000000,0.8457509,1.1684749,31.1772900,-2.5016971,29.9749832
83,-13,-4.264987531150472,19.320634647536480,-13.1684504,0.0031405,45.4545441,-8.0514479,-0.7665606,4.0000000,1.3580098,1.1787601,31.9741192,-2.8911309,32.4986000
84,-13,-4.257530891150472,19.320634647536480,-13.1645050,-0.0006612,36.3636360,-8.3451681,-0.6841550,4.0000000,1.7236825,1.1876447,32.6766663,-3.0919926,33.8617859
85,-13,-4.250074251150472,19.320634647536480,-13.1604166,-0.0045455,28.0991745,-7.9003105,-0.5283747,4.0000000,1.9348954,1.1950836,33.2101288,-2.9916449,32.3189888
86,-13,-4.242617611150472,19.320634647536480,-13.1560984,0.0012397,42.1487617,-6.2533531,-0.1725162,4.0000000,2.0902154,1.2046174,33.9615364,-2.4352479,26.9566212
87,-13,-4.235160971150473,19.320634647536480,-13.1515799,-0.0029752,33.0578499,-3.9925396,0.2898198,4.0000000,2.1550324,1.2089583,34.2011185,-1.5753926,20.6917629
88,-13,-4.227704331150473,19.320634647536480,-13.1470251,0.0026446,44.6280975,-3.2906098,0.4306748,4.0000000,2.1451926,1.2098812,34.2186279,-1.2838432,19.1010361
89,-13,-4.376837131150472,19.313178007536479,-13.2067204,0.0006612,37.1900826,1.0120218,-1.6566669,4.0000000,-2.9384344,1.0847874,22.8540554,-0.3748993,14.5156126
90,-13,-4.369380491150472,19.313178007536479,-13.2054453,-0.0005785,33.0578499,1.3048793,-1.4504123,4.0000000,-2.3433626,1.0911915,23.6680164,-0.5574620,9.6777124
91,-13,-4.361923851150472,19.313178007536479,-13.2039938,-0.0019835,28.0991745,1.4547117,-1.3703104,4.0000000,-1.9680223,1.0962294,24.2538548,-0.7725985,7.6514182
92,-13,-4.354467211150472,19.313178007536479,-13.2024355,-0.0034711,23.9669418,1.1185774,-1.1433669,4.0000000,-1.4274505,1.1004672,24.7232361,-0.8592834,4.8399553
93,-13,-4.347010571150472,19.313178007536479,-13.2007113,-0.0051240,19.8347111,0.8090917,-0.9830847,4.0000000,-1.0510864,1.1031578,25.0402489,-0.9150830,3.4709470
94,-13,-4.339553931150472,19.313178007536479,-13.1989527,0.0030579,44.6280975,0.7621573,-1.0658786,4.0000000,-1.1443582,1.1048316,25.1578045,-0.9873990,4.6672568
95,-13,-4.332097291150472,19.313178007536479,-13.1970911,0.0011570,38.0165291,0.7567066,-1.4215271,4.0000000,-1.6348746,1.1091801,25.6205540,-1.2081797,10.4557495
96,-13,-4.324640651150472,19.313178007536479,-13.1950226,-0.0009091,32.2314034,0.2658487,-1.5175445,4.0000000,-1.7276454,1.1163290,26.3979549,-1.3074437,14.1014519
97,-13,-4.317184011150472,19.313178007536479,-13.1927156,-0.0030579,26.4462814,-0.4342917,-1.3241618,4.0000000,-1.4552845,1.1240495,27.1861935,-1.1930392,13.0074358
98,-13,-4.309727371150472,19.313178007536479,-13.1902075,-0.0055372,21.4876041,-0.9962152,-1.0208007,4.0000000,-1.0714391,1.1312343,27.9411831,-0.9701622,10.3051939
99,-13,-4.302270731150472,19.313178007536479,-13.1875277,0.0019008,40.4958687,-1.6231707,-0.8525587,4.0000000,-0.8767154,1.1378406,28.5391159,-0.8284019,10.4508610
100,-13,-4.294814091150472,19.313178007536479,-13.1847134,-0.0009091,33.8842964,-2.3134604,-0.7874439,4.0000000,-0.7234170,1.1461087,29.2622166,-0.8514708,12.2547865
101,-13,-4.287357451150472,19.313178007536479,-13.1816807,-0.0039669,27.2727280,-3.4057665,-0.9365003,4.0000000,-0.6069071,1.1559025,30.1027546,-1.2660936,17.9235191
102,-13,-4.279900811150472,19.313178007536479,-13.1784620,0.0027273,43.8016510,-4.4973149,-0.9989372,4.0000000,-0.2104629,1.1669351,31.0445328,-1.7874116,22.5535870
103,-13,-4.272444171150472,19.313178007536479,-13.1749601,-0.0007438,35.5371895,-6.1101127,-1.1160065,4.0000000,0.2581169,1.1783093,31.9949856,-2.4901297,29.9364243
104,-13,-4.264987531150472,19.313178007536479,-13.1712370,-0.0043802,28.0991745,-6.9661498,-0.9660960,4.0000000,0.8824154,1.1904943,32.9148788,-2.8146074,31.5174866
105,-13,-4.257530891150472,19.313178007536479,-13.1672087,0.0017355,42.9752083,-7.4618859,-0.7991835,4.0000000,1.3728814,1.2014191,33.6963081,-2.9712486,32.5562325
106,-13,-4.250074251150472,19.313178007536479,-13.1629810,-0.0022314,33.8842964,-6.9890680,-0.5301844,4.0000000,1.6930931,1.2098801,34.2647972,-2.7534618,30.0740490
107,-13,-4.242617611150472,19.313178007536479,-13.1585407,0.0034711,47.1074371,-5.4193544,-0.1005705,4.0000000,1.9336908,1.2181726,34.9105225,-2.1348319,24.7832355
108,-13,-4.235160971150473,19.313178007536479,-13.1539469,-0.0008264,38.0165291,-3.2684002,0.3977878,4.0000000,2.0536485,1.2213842,35.0740166,-1.2580727,19.4511509
109,-13,-4.227704331150473,19.313178007536479,-13.1493139,0.0047934,48.7603302,-2.8427248,0.5116962,4.0000000,2.0653331,1.2218341,35.0165176,-1.0419408,18.8251705
110,-13,-4.384293771150472,19.305721367536478,-13.2105999,-0.0056198,11.5702477,0.9945107,-1.9637147,4.0000000,-3.4764721,1.0712224,21.0159054,-0.4509574,20.0093002
111,-13,-4.376837131150472,19.305721367536478,-13.2095757,0.0033058,46.2809906,1.9553516,-1.9666407,4.0000000,-3.3162670,1.0789621,22.0584431,-0.6170143,18.0426273
112,-13,-4.369380491150472,19.305721367536478,-13.2083549,0.0021488,42.1487617,2.1694427,-1.7728835,4.0000000,-2.7592108,1.0859987,22.9747276,-0.7865564,13.2326365
113,-13,-4.361923851150472,19.305721367536478,-13.2069502,0.0007438,37.1900826,2.2192283,-1.6597342,4.0000000,-2.3518350,1.0918620,23.7095013,-0.9676335,10.6660290
114,-13,-4.354467211150472,19.305721367536478,-13.2054119,-0.0007438,32.2314034,1.7651529,-1.4071972,4.0000000,-1.7513639,1.0971621,24.3330460,-1.0630306,7.0014625
115,-13,-4.347010571150472,19.305721367536478,-13.2036991,-0.0023967,27.2727280,1.3623593,-1.2093725,4.0000000,-1.2806579,1.1008811,24.7552242,-1.1380872,4.7749400
116,-13,-4.339553931150472,19.305721367536478,-13.2019291,-0.0042149,22.3140488,1.4144665,-1.2726488,4.0000000,-1.2877827,1.1030374,24.9514160,-1.2575151,5.5156207
117,-13,-4.332097291150472,19.305721367536478,-13.2000599,-0.0061157,18.1818180,1.8736669,-1.6088574,4.0000000,-1.7528909,1.1074250,25.4309158,-1.4648240,10.3809633
118,-13,-4.324640651150472,19.305721367536478,-13.1979914,0.0018182,40.4958687,1.7516561,-1.7117413,4.0000000,-1.9640815,1.1146916,26.2619934,-1.4594010,13.5120363
119,-13,-4.317184011150472,19.305721367536478,-13.1956987,-0.0003306,33.8842964,1.2573082,-1.6021416,4.0000000,-1.8577615,1.1234523,27.1342258,-1.3465217,13.2037325
120,-13,-4.309727371150472,19.305721367536478,-13.1931982,-0.0028099,28.0991745,0.6568932,-1.3499864,4.0000000,-1.5604777,1.1322321,28.0227814,-1.1394951,10.5049715
121,-13,-4.302270731150472,19.305721367536478,-13.1905279,-0.0053719,22.3140488,0.2504131,-1.2254628,4.0000000,-1.3746840,1.1394719,28.7252407,-1.0762416,9.8181391
122,-13,-4.294814091150472,19.305721367536478,-13.1877279,0.0018182,41.3223152,-0.1854764,-1.1873721,4.0000000,-1.2566721,1.1476618,29.4446602,-1.1180720,10.8009462
123,-13,-4.287357451150472,19.305721367536478,-13.1847267,-0.0012397,33.8842964,-0.8137812,-1.3976462,5.0000000,-1.2785248,1.1582863,30.3725300,-1.5167677,16.9920139
124,-13,-4.279900811150472,19.305721367536478,-13.1815023,-0.0045455,27.2727280,-1.7438676,-1.5193590,4.0000000,-1.0092878,1.1718695,31.4463463,-2.0294302,22.6179180
125,-13,-4.272444171150472,19.305721367536478,-13.1779613,0.0019835,42.9752083,-3.1189656,-1.5938108,4.0000000,-0.5909940,1.1863707,32.6180344,-2.5966277,28.9740925
126,-13,-4.264987531150472,19.305721367536478,-13.1741629,-0.0016529,34.7107430,-4.4064994,-1.3549919,4.0000000,0.0905587,1.2007498,33.7124405,-2.8005426,28.7068768
127,-13,-4.257530891150472,19.305721367536478,-13.1700459,-0.0055372,27.2727280,-5.3654780,-1.0740023,4.0000000,0.7042595,1.2138354,34.6142769,-2.8522639,28.2412357
128,-13,-4.250074251150472,19.305721367536478,-13.1657219,0.0004132,40.4958687,-5.3024993,-0.6784924,4.0000000,1.1819652,1.2241091,35.2922058,-2.5389502,24.7719955
129,-13,-4.242617611150472,19.305721367536478,-13.1611757,-0.0038843,31.4049587,-4.2264333,-0.1736934,4.0000000,1.5638424,1.2321420,35.8326836,-1.9112291,19.8991222
130,-13,-4.235160971150473,19.305721367536478,-13.1564913,0.0017355,43.8016510,-2.5314903,0.3647343,4.0000000,1.7871809,1.2342300,35.9497337,-1.0577123,16.0412807
131,-13,-4.227704331150473,19.305721367536478,-13.1517916,-0.0026446,34.7107430,-2.2782712,0.4863991,4.0000000,1.8336408,1.2339545,35.8664551,-0.8608426,16.2443867
132,-13,-4.220247691150472,19.305721367536478,-13.1470346,0.0027273,44.6280975,-2.0893376,0.5710193,4.0000000,1.9041810,1.2379227,36.1255798,-0.7621425,16.9450092
133,-13,-4.399207051150472,19.298264727536477,-13.2145157,-0.0016529,22.3140488,-2.0437546,-2.0829237,4.0000000,-3.6642809,1.0522175,18.1405277,-0.5015662,28.0295715
134,-13,-4.391750411150472,19.298264727536477,-13.2139692,-0.0023140,21.4876041,0.8542402,-2.1850648,4.0000000,-3.6996551,1.0593030,19.3023911,-0.6704745,23.9718761
135,-13,-4.384293771150472,19.298264727536477,-13.2132740,-0.0031405,19.8347111,2.6068282,-2.2738190,4.0000000,-3.7032144,1.0665244,20.3849106,-0.8444235,22.3745480
136,-13,-4.376837131150472,19.298264727536477,-13.2123423,-0.0041322,17.3553715,3.6706283,-2.3234587,4.0000000,-3.5987456,1.0740924,21.4692764,-1.0481716,21.4773445
137,-13,-4.369380491150472,19.298264727536477,-13.2111969,-0.0052066,14.8760328,3.9284437,-2.1888978,4.0000000,-3.1108248,1.0815042,22.4529591,-1.2669708,17.4447479
138,-13,-4.361923851150472,19.298264727536477,-13.2098427,0.0034711,46.2809906,4.1386991,-2.1294880,4.0000000,-2.7547879,1.0880182,23.2909927,-1.5041878,15.3339386
139,-13,-4.354467211150472,19.298264727536477,-13.2083349,0.0019835,41.3223152,3.6435087,-1.9270090,4.0000000,-2.1647153,1.0937951,24.0230732,-1.6893027,11.5292978
140,-13,-4.347010571150472,19.298264727536477,-13.2066422,0.0003306,35.5371895,2.9309347,-1.7156843,4.0000000,-1.6111357,1.0980606,24.5132542,-1.8202329,8.5823021
141,-13,-4.339553931150472,19.298264727536477,-13.2048616,-0.0014876,29.7520657,2.9480710,-1.7319564,4.0000000,-1.5205641,1.1004286,24.7241268,-1.9433485,8.7142706
142,-13,-4.332097291150472,19.298264727536477,-13.2029886,-0.0033884,24.7933884,4.0351181,-2.0379472,4.0000000,-1.9408381,1.1044420,25.1459484,-2.1350565,12.7325106
143,-13,-4.324640651150472,19.298264727536477,-13.2009182,-0.0054545,19.8347111,4.4300776,-2.1543968,4.0000000,-2.2768679,1.1109889,25.9099903,-2.0319257,15.4916124
144,-13,-4.317184011150472,19.298264727536477,-13.1986713,0.0023967,42.1487617,4.1042166,-2.1018603,4.0000000,-2.3534842,1.1192185,26.7526455,-1.8502364,16.0059757
145,-13,-4.309727371150472,19.298264727536477,-13.1962214,-0.0000826,35.5371895,3.2829678,-1.8946736,4.0000000,-2.1696615,1.1289729,27.7062378,-1.6196856,13.8744364
146,-13,-4.302270731150472,19.298264727536477,-13.1935606,-0.0026446,28.9256191,2.8556120,-1.7909615,4.0000000,-2.0106823,1.1370600,28.4929733,-1.5712408,12.9865427
147,-13,-4.294814091150472,19.298264727536477,-13.1907740,-0.0054545,23.1404953,2.5687237,-1.7598224,5.0000000,-1.8794115,1.1450509,29.2147636,-1.6402333,13.2933998
