OID_,ClipsFinal_DEM_Large_S3_RegM,X,Y,DEM_Large_S1_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
30,-12,-3.564063371150472,21.453233687536478,-12.8391047,0.0038843,46.2809906,-0.2603106,-0.6848779,4.0000000,-1.1193442,1.0743306,21.4023857,-0.2504117,3.4348648
31,-12,-3.556606731150472,21.453233687536478,-12.8384027,0.0032231,44.6280975,-0.4141826,-0.4701608,4.0000000,-0.7939338,1.0779822,21.9174767,-0.1463877,2.4456618
32,-12,-3.549150091150472,21.453233687536478,-12.8376865,0.0024793,42.1487617,-0.3142708,-0.3389382,4.0000000,-0.5780715,1.0810692,22.3435268,-0.0998050,1.5619040
33,-12,-3.541693451150472,21.453233687536478,-12.8369637,0.0017355,39.6694221,-0.0272741,-0.4485637,4.0000000,-0.7697722,1.0836766,22.6931286,-0.1273551,1.3259054
34,-12,-3.534236811150472,21.453233687536478,-12.8361988,0.0009091,37.1900826,0.2292499,-0.6127125,4.0000000,-0.9947150,1.0858914,23.0025291,-0.2307100,1.6901240
35,-12,-3.526780171150472,21.453233687536478,-12.8353691,0.0000826,34.7107430,0.2603434,-0.6239150,4.0000000,-0.8992096,1.0876211,23.2161770,-0.3486205,1.6349061
36,-12,-3.519323531150472,21.453233687536478,-12.8344555,-0.0008264,32.2314034,0.1357805,-0.4456672,4.0000000,-0.4269649,1.0882561,23.3213634,-0.4643696,0.7354723
37,-12,-3.511866891150472,21.453233687536478,-12.8334837,-0.0017355,28.9256191,0.0565168,-0.3695204,4.0000000,-0.1739085,1.0874928,23.2163639,-0.5651323,0.5454267
38,-12,-3.504410251150472,21.453233687536478,-12.8325453,-0.0027273,25.6198349,0.2687855,-0.5804004,4.0000000,-0.5765581,1.0870980,23.1485233,-0.5842428,1.1442312
39,-12,-3.496953611150472,21.453233687536478,-12.8315573,-0.0037190,23.1404953,0.5320339,-0.8763996,4.0000000,-1.1516037,1.0885538,23.3014412,-0.6011956,3.0886612
40,-12,-3.489496971150472,21.453233687536478,-12.8304224,-0.0047934,19.8347111,0.3540879,-0.6660963,4.0000000,-0.8109868,1.0904968,23.5781593,-0.5212058,1.6275107
41,-12,-3.578976651150472,21.445777047536478,-12.8429747,-0.0023967,24.7933884,-0.7019272,-0.4926659,4.0000000,-1.1312697,1.0660206,20.2500610,0.1459379,3.2866626
42,-12,-3.571520011150472,21.445777047536478,-12.8424740,-0.0028926,23.9669418,-0.6102582,-0.5486603,4.0000000,-1.2281504,1.0691332,20.6789398,0.1308298,3.4423990
43,-12,-3.564063371150472,21.445777047536478,-12.8419170,-0.0033884,23.1404953,-0.5717379,-0.5180739,4.0000000,-1.1046020,1.0725695,21.1720219,0.0684543,3.1734033
44,-12,-3.556606731150472,21.445777047536478,-12.8412886,-0.0039669,21.4876041,-0.5020369,-0.4417070,4.0000000,-0.8561425,1.0759447,21.6575394,-0.0272715,2.5463855
45,-12,-3.549150091150472,21.445777047536478,-12.8406410,-0.0046281,19.8347111,-0.2418782,-0.4731758,4.0000000,-0.7571986,1.0788858,22.0500069,-0.1891530,1.9896741
46,-12,-3.541693451150472,21.445777047536478,-12.8399649,0.0046281,48.7603302,0.3129301,-0.7172393,4.0000000,-0.9896798,1.0815353,22.3975830,-0.4447987,2.1479149
47,-12,-3.534236811150472,21.445777047536478,-12.8392258,0.0038017,46.2809906,0.9343546,-0.9970273,4.0000000,-1.2398044,1.0836209,22.6932430,-0.7542503,3.1632063
48,-12,-3.526780171150472,21.445777047536478,-12.8384171,0.0029752,43.8016510,1.1890876,-1.1124476,4.0000000,-1.1276032,1.0851772,22.9213486,-1.0972919,3.6361272
49,-12,-3.519323531150472,21.445777047536478,-12.8374939,0.0020661,41.3223152,0.7437782,-0.9794898,4.0000000,-0.5595635,1.0858884,23.0146675,-1.3994162,2.9362247
50,-12,-3.511866891150472,21.445777047536478,-12.8365145,0.0011570,38.0165291,0.1797265,-0.8526739,4.0000000,-0.1132878,1.0850202,22.8564262,-1.5920601,3.0077350
51,-12,-3.504410251150472,21.445777047536478,-12.8355627,0.0001653,34.7107430,0.7184934,-1.0424337,4.0000000,-0.4369044,1.0838946,22.6869946,-1.6479632,3.5040267
52,-12,-3.496953611150472,21.445777047536478,-12.8345671,-0.0008264,32.2314034,1.8535347,-1.3821362,4.0000000,-1.1441020,1.0847237,22.8397789,-1.6201704,5.2273345
53,-12,-3.489496971150472,21.445777047536478,-12.8334465,-0.0019008,28.9256191,1.3923683,-1.2149169,4.0000000,-0.9898000,1.0872239,23.1978836,-1.4400338,4.1716747
54,-12,-3.482040331150472,21.445777047536478,-12.8322124,-0.0029752,25.6198349,-0.0709068,-0.6566340,4.0000000,-0.1519103,1.0883342,23.3566132,-1.1613575,2.3351727
55,-12,-3.586433291150472,21.438320407536480,-12.8460960,0.0004959,35.5371895,-1.0008602,-0.4854651,4.0000000,-1.1030974,1.0634279,19.9044456,0.1321674,3.9685986
56,-12,-3.578976651150472,21.438320407536480,-12.8457117,0.0000000,33.8842964,-0.6600538,-0.5342892,4.0000000,-1.1789769,1.0663942,20.3740082,0.1103985,3.4342554
57,-12,-3.571520011150472,21.438320407536480,-12.8452625,-0.0004132,33.0578499,-0.5179893,-0.5408670,4.0000000,-1.1695684,1.0690267,20.7532845,0.0878344,3.1407673
58,-12,-3.564063371150472,21.438320407536480,-12.8447609,-0.0008264,32.2314034,-0.4657524,-0.5052434,4.0000000,-1.0527149,1.0719662,21.1378250,0.0422281,2.7985382
59,-12,-3.556606731150472,21.438320407536480,-12.8441849,-0.0013223,30.5785122,-0.3298179,-0.4828669,4.0000000,-0.8818471,1.0748613,21.5392857,-0.0838866,2.2876179
60,-12,-3.549150091150472,21.438320407536480,-12.8435802,-0.0019008,28.9256191,0.0185111,-0.6006191,4.0000000,-0.9086869,1.0772369,21.8844337,-0.2925513,2.0598986
61,-12,-3.541693451150472,21.438320407536480,-12.8429556,-0.0026446,26.4462814,0.6120874,-0.8640875,4.0000000,-1.1726574,1.0794600,22.1417618,-0.5555176,2.6441147
62,-12,-3.534236811150472,21.438320407536480,-12.8422308,-0.0033884,23.9669418,1.2417359,-1.1595432,4.0000000,-1.4446006,1.0811653,22.3452301,-0.8744856,4.2863111
63,-12,-3.526780171150472,21.438320407536480,-12.8414202,-0.0041322,21.4876041,1.4583292,-1.2669243,4.0000000,-1.3255950,1.0821275,22.4585209,-1.2082534,4.9229574
64,-12,-3.519323531150472,21.438320407536480,-12.8404722,-0.0050413,18.1818180,0.8048419,-1.0265760,4.0000000,-0.6430025,1.0820987,22.4403439,-1.4101495,3.2700589
65,-12,-3.511866891150472,21.438320407536480,-12.8394575,0.0040496,47.1074371,-0.0198912,-0.7062496,4.0000000,0.0105220,1.0801334,22.1432915,-1.4230212,2.3738647
66,-12,-3.504410251150472,21.438320407536480,-12.8384542,0.0030579,43.8016510,0.2511074,-0.7645767,4.0000000,-0.1893102,1.0778164,21.7914352,-1.3398433,2.1448655
67,-12,-3.496953611150472,21.438320407536480,-12.8374376,0.0020661,41.3223152,1.1818742,-1.0931530,4.0000000,-0.9808446,1.0778334,21.7743282,-1.2054613,3.1863041
68,-12,-3.489496971150472,21.438320407536480,-12.8363380,0.0009917,38.0165291,0.9902515,-1.0069404,4.0000000,-1.0362183,1.0802509,22.1326580,-0.9776624,2.8755522
69,-12,-3.482040331150472,21.438320407536480,-12.8351269,-0.0000826,34.7107430,0.0191908,-0.5231877,4.0000000,-0.3086813,1.0820546,22.3924999,-0.7376941,1.3597418
70,-12,-3.474583691150472,21.438320407536480,-12.8339376,-0.0011570,31.4049587,-0.7180493,-0.0701344,4.0000000,0.4476394,1.0817174,22.3193531,-0.5879081,1.9658509
71,-12,-3.586433291150472,21.430863767536479,-12.8487740,0.0033058,44.6280975,-0.6394210,-0.8023463,4.0000000,-1.2347140,1.0615391,19.6158848,-0.3699785,5.1214480
72,-12,-3.578976651150472,21.430863767536479,-12.8484344,0.0028099,42.9752083,-0.2506184,-0.8211625,4.0000000,-1.3042500,1.0647217,20.0972652,-0.3380750,4.3876529
73,-12,-3.571520011150472,21.430863767536479,-12.8480234,0.0023967,42.1487617,-0.1651431,-0.7329022,4.0000000,-1.1804584,1.0673510,20.4704018,-0.2853459,3.4570076
74,-12,-3.564063371150472,21.430863767536479,-12.8475714,0.0019835,41.3223152,-0.2205514,-0.6255361,4.0000000,-1.0433239,1.0699354,20.8450413,-0.2077482,2.8299327
75,-12,-3.556606731150472,21.430863767536479,-12.8470526,0.0014876,39.6694221,-0.1585513,-0.5662138,4.0000000,-0.9325824,1.0727030,21.1874447,-0.1998453,2.2822464
76,-12,-3.549150091150472,21.430863767536479,-12.8464861,0.0009091,38.0165291,0.1252281,-0.6750430,4.0000000,-1.0864161,1.0749767,21.4882812,-0.2636698,2.3289502
77,-12,-3.541693451150472,21.430863767536479,-12.8458834,0.0001653,35.5371895,0.4859819,-0.8705834,4.0000000,-1.3893898,1.0767313,21.7351055,-0.3517772,3.1556814
78,-12,-3.534236811150472,21.430863767536479,-12.8451719,-0.0005785,33.0578499,0.6605675,-1.0665921,4.0000000,-1.6597162,1.0782506,21.9168167,-0.4734680,4.9192691
79,-12,-3.526780171150472,21.430863767536479,-12.8443289,-0.0013223,30.5785122,0.4075064,-1.0148712,4.0000000,-1.4642994,1.0794044,22.0430679,-0.5654431,4.8925161
80,-12,-3.519323531150472,21.430863767536479,-12.8433466,-0.0022314,27.2727280,-0.0806175,-0.5863420,4.0000000,-0.6660358,1.0797919,22.1095428,-0.5066482,2.1354334
81,-12,-3.511866891150472,21.430863767536479,-12.8422499,-0.0031405,24.7933884,-0.1977013,-0.0294474,4.0000000,0.1647638,1.0784538,21.8941135,-0.2236586,0.5346469
82,-12,-3.504410251150472,21.430863767536479,-12.8411875,-0.0040496,22.3140488,-0.0678352,0.1156795,4.0000000,0.1524490,1.0765191,21.5768948,0.0789101,0.2567361
83,-12,-3.496953611150472,21.430863767536479,-12.8401575,-0.0050413,19.0082645,-0.3224151,-0.1131214,4.0000000,-0.5813773,1.0764505,21.5382843,0.3551345,0.9773741
84,-12,-3.489496971150472,21.430863767536479,-12.8390808,0.0038843,47.1074371,-0.5579753,-0.1350494,4.0000000,-0.8252612,1.0787590,21.8907127,0.5551624,1.6943274
85,-12,-3.482040331150472,21.430863767536479,-12.8378973,0.0028099,43.8016510,-0.1884251,0.2102928,4.0000000,-0.2612570,1.0809101,22.2167683,0.6818427,0.6789100
86,-12,-3.474583691150472,21.430863767536479,-12.8367224,0.0017355,40.4958687,0.3626151,0.6326720,4.0000000,0.5218515,1.0809344,22.2417526,0.7434924,1.1474552
87,-12,-3.593889931150472,21.423407127536478,-12.8515530,-0.0035537,18.1818180,-0.9832740,-0.7044606,4.0000000,-0.5461277,1.0553346,18.6694279,-0.8627934,4.8529816
88,-12,-3.586433291150472,21.423407127536478,-12.8513861,-0.0039669,17.3553715,0.0247539,-1.1042928,4.0000000,-1.3555244,1.0589120,19.2639065,-0.8530610,6.2627201
89,-12,-3.578976651150472,21.423407127536478,-12.8511152,-0.0044628,16.5289249,0.4763913,-1.1536343,4.0000000,-1.4448022,1.0625265,19.8107395,-0.8624665,5.8153658
90,-12,-3.571520011150472,21.423407127536478,-12.8507643,-0.0048760,15.7024794,0.4708096,-1.0486562,4.0000000,-1.2133169,1.0657003,20.2661686,-0.8839954,4.6021323
91,-12,-3.564063371150472,21.423407127536478,-12.8503399,-0.0052066,14.8760328,0.3532751,-0.9541808,4.0000000,-1.0435330,1.0684079,20.6852531,-0.8648286,3.9127133
92,-12,-3.556606731150472,21.423407127536478,-12.8498783,0.0042975,48.7603302,0.3559797,-0.9028846,4.0000000,-0.9725353,1.0711334,21.0780487,-0.8332340,3.4292700
93,-12,-3.549150091150472,21.423407127536478,-12.8493576,0.0037190,47.1074371,0.7844056,-1.0377955,4.0000000,-1.2597347,1.0737953,21.4375992,-0.8158564,3.8565230
94,-12,-3.541693451150472,21.423407127536478,-12.8487635,0.0029752,44.6280975,1.2466367,-1.2086164,4.0000000,-1.6413364,1.0761421,21.7742500,-0.7758963,4.9705844
95,-12,-3.534236811150472,21.423407127536478,-12.8480520,0.0022314,42.1487617,1.2671602,-1.3068871,4.0000000,-1.9283382,1.0783648,22.0670071,-0.6854360,6.5645990
96,-12,-3.526780171150472,21.423407127536478,-12.8472071,0.0014876,39.6694221,0.6132068,-1.1163888,4.0000000,-1.7240127,1.0805922,22.3669987,-0.5087648,5.7765422
97,-12,-3.519323531150472,21.423407127536478,-12.8461924,0.0005785,36.3636360,-0.0881547,-0.5478922,4.0000000,-0.9030533,1.0823463,22.6206264,-0.1927310,2.0842013
98,-12,-3.511866891150472,21.423407127536478,-12.8450842,-0.0003306,33.8842964,-0.0472215,0.2003980,4.0000000,0.0658473,1.0824640,22.5886745,0.3349487,0.3292739
99,-12,-3.504410251150472,21.423407127536478,-12.8440084,-0.0012397,31.4049587,0.1601215,0.5147527,4.0000000,0.2456904,1.0813881,22.3860779,0.7838150,0.9039861
100,-12,-3.496953611150472,21.423407127536478,-12.8429785,-0.0021488,28.0991745,-0.5144002,0.3604456,4.0000000,-0.3844192,1.0812696,22.3877792,1.1053103,1.9103901
101,-12,-3.489496971150472,21.423407127536478,-12.8419275,-0.0031405,24.7933884,-1.1350002,0.2496271,4.0000000,-0.7584077,1.0833013,22.6900196,1.2576619,3.2909677
102,-12,-3.482040331150472,21.423407127536478,-12.8407850,-0.0042149,21.4876041,-0.5549120,0.4877096,4.0000000,-0.3237752,1.0857838,23.0021515,1.2991943,2.5384674
103,-12,-3.474583691150472,21.423407127536478,-12.8396149,0.0047107,49.5867767,0.5791208,0.8718644,4.0000000,0.4671911,1.0862491,23.0597267,1.2765378,2.3327861
104,-12,-3.467127051150472,21.423407127536478,-12.8384933,0.0037190,47.1074371,1.2883009,1.1389412,4.0000000,1.0579187,1.0848285,22.8745708,1.2199638,3.5891726
105,-12,-3.593889931150472,21.415950487536477,-12.8540268,-0.0010744,27.2727280,-0.2567475,-1.0795608,4.0000000,-0.5370387,1.0523567,18.2097168,-1.6220828,6.0788455
106,-12,-3.586433291150472,21.415950487536477,-12.8539515,-0.0014050,26.4462814,1.4481387,-1.5732847,4.0000000,-1.4271123,1.0554911,18.7130795,-1.7194571,8.6165209
107,-12,-3.578976651150472,21.415950487536477,-12.8537550,-0.0018182,25.6198349,2.0195858,-1.6856703,4.0000000,-1.5625161,1.0585654,19.2308388,-1.8088244,9.1456528
108,-12,-3.571520011150472,21.415950487536477,-12.8534746,-0.0021488,24.7933884,1.7329962,-1.5997623,4.0000000,-1.2703720,1.0613779,19.6669903,-1.9291525,8.3373022
109,-12,-3.564063371150472,21.415950487536477,-12.8531036,-0.0024793,23.9669418,1.3918031,-1.5337081,4.0000000,-1.0600356,1.0638125,20.0390911,-2.0073807,8.0900707
110,-12,-3.556606731150472,21.415950487536477,-12.8526936,-0.0029752,22.3140488,1.3657250,-1.5246736,4.0000000,-1.0176545,1.0661926,20.3968029,-2.0316927,8.0444317
111,-12,-3.549150091150472,21.415950487536477,-12.8522243,-0.0035537,20.6611576,2.3813057,-1.7244462,4.0000000,-1.4419947,1.0689374,20.8038940,-2.0068977,9.0677776
112,-12,-3.541693451150472,21.415950487536477,-12.8516769,-0.0042149,19.0082645,3.4152753,-1.9162494,4.0000000,-1.9124532,1.0719590,21.2161961,-1.9200455,10.4947071
113,-12,-3.534236811150472,21.415950487536477,-12.8509903,-0.0048760,17.3553715,3.7784095,-1.9750997,4.0000000,-2.2334938,1.0750171,21.6422539,-1.7167057,11.2956610
114,-12,-3.526780171150472,21.415950487536477,-12.8501568,-0.0056198,14.8760328,2.9035552,-1.7435371,4.0000000,-2.1026373,1.0783579,22.0892391,-1.3844370,9.2376337
115,-12,-3.519323531150472,21.415950487536477,-12.8491430,0.0034711,45.4545441,1.2076041,-1.1327400,4.0000000,-1.3516452,1.0814693,22.5330830,-0.9138349,3.9967146
116,-12,-3.511866891150472,21.415950487536477,-12.8480358,0.0025620,42.9752083,-0.0835355,-0.3227955,4.0000000,-0.3014201,1.0828646,22.7148933,-0.3441709,0.8040115
117,-12,-3.504410251150472,21.415950487536477,-12.8469439,0.0016529,40.4958687,-0.1967703,0.0462714,4.0000000,0.0449010,1.0829474,22.6769657,0.0476419,0.5547865
118,-12,-3.496953611150472,21.415950487536477,-12.8459158,0.0007438,37.1900826,-0.1828520,-0.0833012,4.0000000,-0.4444232,1.0836632,22.7228279,0.2778209,0.5755106
119,-12,-3.489496971150472,21.415950487536477,-12.8448782,-0.0002479,33.8842964,-0.3749101,-0.2495274,4.0000000,-0.9107186,1.0857488,23.0201187,0.4116639,1.5646461
120,-12,-3.482040331150472,21.415950487536477,-12.8437853,-0.0013223,30.5785122,-0.2987264,-0.0639869,4.0000000,-0.6101558,1.0882865,23.3437538,0.4821819,0.9099905
121,-12,-3.474583691150472,21.415950487536477,-12.8426256,-0.0023140,27.2727280,0.0910557,0.3502446,4.0000000,0.1882568,1.0891985,23.4558659,0.5122324,0.3864223
122,-12,-3.467127051150472,21.415950487536477,-12.8414869,-0.0032231,23.9669418,0.4402141,0.7420717,4.0000000,0.9747122,1.0876230,23.2229996,0.5094312,2.0426111
123,-12,-3.459670411150472,21.415950487536477,-12.8404512,-0.0041322,21.4876041,0.4794946,0.8359102,4.0000000,1.2076848,1.0852847,22.8906250,0.4641357,2.8646913
124,-12,-3.601346571150472,21.408493847536480,-12.8564100,0.0011570,36.3636360,-1.7090036,-0.5821457,3.0000000,0.4576711,1.0454102,16.9226837,-1.6219624,5.4553528
125,-12,-3.593889931150472,21.408493847536480,-12.8564348,0.0009917,36.3636360,0.2224431,-1.1962057,5.0000000,-0.5453334,1.0475255,17.2928734,-1.8470780,6.0235801
126,-12,-3.586433291150472,21.408493847536480,-12.8564167,0.0007438,35.5371895,2.0987716,-1.7036842,4.0000000,-1.4416161,1.0495687,17.6247501,-1.9657524,8.8092937
127,-12,-3.578976651150472,21.408493847536480,-12.8562698,0.0004132,34.7107430,2.8026969,-1.8689693,4.0000000,-1.6586025,1.0516206,17.9803867,-2.0793362,10.0727501
128,-12,-3.571520011150472,21.408493847536480,-12.8560305,0.0001653,33.8842964,2.3222017,-1.7658441,4.0000000,-1.3541521,1.0537157,18.3009109,-2.1775362,9.3061905
129,-12,-3.564063371150472,21.408493847536480,-12.8556900,-0.0000826,33.0578499,1.7545247,-1.6705682,4.0000000,-1.0956153,1.0555463,18.6031742,-2.2455211,9.0193501
130,-12,-3.556606731150472,21.408493847536480,-12.8553143,-0.0004959,31.4049587,1.6141976,-1.6617565,4.0000000,-1.0289743,1.0573210,18.8655949,-2.2945387,9.2171307
131,-12,-3.549150091150472,21.408493847536480,-12.8548956,-0.0009917,29.7520657,2.9890454,-1.9356967,4.0000000,-1.5774223,1.0596174,19.2045803,-2.2939713,10.9921818
132,-12,-3.541693451150472,21.408493847536480,-12.8543921,-0.0015702,28.0991745,4.1727967,-2.1544757,4.0000000,-2.1111426,1.0624844,19.6443863,-2.1978087,13.0201588
133,-12,-3.534236811150472,21.408493847536480,-12.8537359,-0.0021488,26.4462814,4.7149053,-2.2483521,4.0000000,-2.4728692,1.0658022,20.1647568,-2.0238349,14.3323956
134,-12,-3.526780171150472,21.408493847536480,-12.8529358,-0.0028926,23.9669418,3.6695130,-2.0109272,4.0000000,-2.3562858,1.0699738,20.7696514,-1.6655687,12.1495066
135,-12,-3.519323531150472,21.408493847536480,-12.8519621,-0.0037190,21.4876041,1.5337032,-1.4196029,4.0000000,-1.6810914,1.0745111,21.4428329,-1.1581144,6.9951606
136,-12,-3.511866891150472,21.408493847536480,-12.8508854,-0.0045455,19.0082645,-0.4715120,-0.6250694,4.0000000,-0.6194394,1.0777044,21.8866234,-0.6306993,3.3889186
137,-12,-3.504410251150472,21.408493847536480,-12.8498344,0.0045455,49.5867767,-0.7049726,-0.2763328,4.0000000,-0.2228395,1.0793630,22.0936298,-0.3298262,2.3174970
138,-12,-3.496953611150472,21.408493847536480,-12.8488626,0.0036364,46.2809906,-0.3127389,-0.3383767,4.0000000,-0.5543121,1.0812262,22.2924595,-0.1224414,1.5458249
139,-12,-3.489496971150472,21.408493847536480,-12.8478518,0.0026446,42.9752083,-0.0618790,-0.5474291,4.0000000,-1.0836121,1.0838047,22.6651726,-0.0112462,2.1063139
140,-12,-3.482040331150472,21.408493847536480,-12.8467941,0.0015702,39.6694221,-0.0786908,-0.4116040,4.0000000,-0.8990795,1.0867471,23.0780258,0.0758714,1.3694170
141,-12,-3.474583691150472,21.408493847536480,-12.8456392,0.0005785,36.3636360,-0.0441101,0.0322718,4.0000000,-0.1122684,1.0886463,23.3369789,0.1768121,0.1263781
142,-12,-3.467127051150472,21.408493847536480,-12.8444901,-0.0003306,33.0578499,0.1237143,0.5666088,4.0000000,0.8801650,1.0879220,23.2030525,0.2530527,1.6383157
143,-12,-3.459670411150472,21.408493847536480,-12.8434391,-0.0012397,30.5785122,0.2500623,0.7532174,4.0000000,1.2337384,1.0858042,22.9176235,0.2726964,2.8205636
144,-12,-3.608803211150472,21.401037207536479,-12.8586092,0.0030579,45.4545441,-2.3419745,0.0624188,3.0000000,1.2376212,1.0397888,15.8688059,-1.1127837,5.5261869
145,-12,-3.601346571150472,21.401037207536479,-12.8586111,0.0029752,45.4545441,-1.2039315,-0.4074753,4.0000000,0.4502052,1.0416859,16.1939678,-1.2651558,3.4857607
146,-12,-3.593889931150472,21.401037207536479,-12.8586779,0.0028099,45.4545441,0.2576883,-0.9760385,4.0000000,-0.5663196,1.0433220,16.4941139,-1.3857576,3.7485232
147,-12,-3.586433291150472,21.401037207536479,-12.8586998,0.0025620,44.6280975,1.5360167,-1.4248778,5.0000000,-1.4606383,1.0448418,16.7678432,-1.3891172,6.0468106
148,-12,-3.578976651150472,21.401037207536479,-12.8585854,0.0023140,43.8016510,1.8675965,-1.5234481,4.0000000,-1.7003297,1.0465233,17.0675087,-1.3465667,6.7829628
