OID_,ClipsFinal_DEM_Large_S3_RegF1,X,Y,DEM_Large_S1_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1,-12,-6.397586571150471,21.505430167536478,-12.7772999,0.0019835,41.3223152,0.8336690,-1.1816918,4.0000000,-0.9369987,1.1454509,29.1921654,-1.4263849,6.3846836
2,-12,-6.390129931150471,21.505430167536478,-12.7798929,0.0047107,49.5867767,0.3385385,-0.7303277,4.0000000,-0.6631683,1.1404357,28.6802349,-0.7974870,2.4334209
3,-12,-6.382673291150471,21.505430167536478,-12.7824202,-0.0025620,28.0991745,0.0030241,-0.1635012,4.0000000,-0.2776733,1.1391234,28.6059494,-0.0493292,0.2074726
4,-12,-6.375216651150472,21.505430167536478,-12.7849398,0.0001653,34.7107430,0.0031091,0.3509664,4.0000000,0.0206475,1.1377788,28.4403706,0.6812853,0.6378844
5,-12,-6.367760011150471,21.505430167536478,-12.7874508,0.0028926,42.1487617,0.3779350,0.8173573,4.0000000,0.3269803,1.1380280,28.4545403,1.3077344,2.6101649
6,-12,-6.360303371150472,21.505430167536478,-12.7900591,-0.0044628,24.7933884,0.4975986,0.8894214,4.0000000,0.3520847,1.1398448,28.7193966,1.4267581,2.9352970
7,-12,-6.352846731150472,21.505430167536478,-12.7927465,-0.0018182,31.4049587,-0.2758773,0.6257227,4.0000000,0.1094869,1.1391217,28.6225548,1.1419585,3.0691738
8,-12,-6.419956491150471,21.497973527536480,-12.7715616,-0.0039669,27.2727280,0.5344931,-0.9889109,4.0000000,-0.4114354,1.1596326,30.4473171,-1.5663863,4.1118665
9,-12,-6.412499851150471,21.497973527536480,-12.7746592,-0.0009091,33.8842964,0.9026912,-1.1917741,5.0000000,-0.6889465,1.1545188,29.9490185,-1.6946018,5.8861790
10,-12,-6.405043211150471,21.497973527536480,-12.7775879,0.0020661,41.3223152,1.0167842,-1.3172598,4.0000000,-0.8372647,1.1491712,29.5161343,-1.7972548,7.5815554
11,-12,-6.397586571150471,21.497973527536480,-12.7804079,-0.0051240,23.1404953,0.7909425,-1.2401603,4.0000000,-0.8124502,1.1435484,28.9700527,-1.6678705,7.0323119
12,-12,-6.390129931150471,21.497973527536480,-12.7830276,-0.0023140,28.9256191,0.2052446,-0.8021957,4.0000000,-0.4930540,1.1393365,28.5173187,-1.1113374,3.2777798
13,-12,-6.382673291150471,21.497973527536480,-12.7855711,0.0004132,35.5371895,-0.0689511,-0.2368841,4.0000000,-0.0793769,1.1383119,28.4735699,-0.3943913,0.5507809
14,-12,-6.375216651150472,21.497973527536480,-12.7880850,0.0031405,42.9752083,0.0770848,0.2983591,4.0000000,0.2620057,1.1376032,28.4020081,0.3347125,0.3284301
15,-12,-6.367760011150471,21.497973527536480,-12.7905846,-0.0041322,25.6198349,0.5967723,0.7920979,4.0000000,0.6218252,1.1390961,28.5524006,0.9623707,2.0478013
16,-12,-6.360303371150472,21.497973527536480,-12.7931719,-0.0014876,32.2314034,0.7452531,0.9166720,4.0000000,0.6627267,1.1426538,28.9472713,1.1706173,2.8719554
17,-12,-6.352846731150472,21.497973527536480,-12.7958450,0.0011570,39.6694221,-0.1302578,0.6511107,4.0000000,0.3219708,1.1436790,29.0387669,0.9802506,3.0153933
18,-12,-6.345390091150472,21.497973527536480,-12.7984915,0.0038843,47.9338837,-0.6559514,0.5771064,4.0000000,0.1492150,1.1422670,28.8917961,1.0049977,4.1100345
19,-12,-6.337933451150472,21.497973527536480,-12.8011045,-0.0036364,26.4462814,-0.8996414,0.5356944,4.0000000,-0.0119980,1.1408156,28.8254204,1.0833868,4.5396080
20,-12,-6.330476811150472,21.497973527536480,-12.8037100,-0.0010744,33.0578499,-1.1921725,0.4228077,4.0000000,-0.2798408,1.1383135,28.5793743,1.1254562,4.7635241
21,-12,-6.434869771150471,21.490516887536479,-12.7680941,0.0026446,42.9752083,-0.2898444,-0.7816292,4.0000000,0.1069789,1.1659852,30.9816074,-1.6702373,4.2357478
22,-12,-6.427413131150471,21.490516887536479,-12.7713661,-0.0042149,27.2727280,0.2464639,-0.9204237,4.0000000,-0.2600358,1.1622584,30.6811581,-1.5808115,4.1475396
23,-12,-6.419956491150471,21.490516887536479,-12.7746010,-0.0010744,33.8842964,0.5317749,-0.9920517,4.0000000,-0.4795999,1.1594625,30.4519043,-1.5045036,4.2936807
24,-12,-6.412499851150471,21.490516887536479,-12.7777071,0.0019835,41.3223152,0.6248416,-1.1236615,5.0000000,-0.6188524,1.1538829,29.9347763,-1.6284705,5.7934809
25,-12,-6.405043211150471,21.490516887536479,-12.7806673,-0.0050413,23.1404953,0.4973628,-1.1732872,4.0000000,-0.6199976,1.1493633,29.5522366,-1.7265767,6.8280177
26,-12,-6.397586571150471,21.490516887536479,-12.7835131,-0.0021488,29.7520657,0.1654926,-1.1093379,4.0000000,-0.5262309,1.1449822,29.1216125,-1.6924448,6.8664336
27,-12,-6.390129931150471,21.490516887536479,-12.7861843,0.0006612,36.3636360,-0.2801766,-0.7687069,4.0000000,-0.2373478,1.1413184,28.7579632,-1.3000661,4.3168964
28,-12,-6.382673291150471,21.490516887536479,-12.7887659,0.0033884,43.8016510,-0.4200487,-0.2605132,4.0000000,0.1665627,1.1405765,28.7424297,-0.6875890,1.7099775
29,-12,-6.375216651150472,21.490516887536479,-12.7912884,-0.0038017,26.4462814,-0.1199886,0.2383118,4.0000000,0.5106807,1.1407855,28.7707462,-0.0340571,0.9240375
30,-12,-6.367760011150471,21.490516887536479,-12.7937803,-0.0010744,33.0578499,0.4272639,0.6741123,4.0000000,0.8034944,1.1434700,29.0173187,0.5447302,1.8674183
31,-12,-6.360303371150472,21.490516887536479,-12.7963963,0.0015702,40.4958687,0.5406018,0.7553518,4.0000000,0.7210996,1.1478928,29.4872189,0.7896042,2.1184137
32,-12,-6.352846731150472,21.490516887536479,-12.7990751,0.0042149,48.7603302,-0.1561786,0.4310285,4.0000000,0.2075324,1.1494482,29.6492062,0.6545247,1.6909670
33,-12,-6.345390091150472,21.490516887536479,-12.8017321,-0.0031405,27.2727280,-0.5401195,0.2372354,4.0000000,-0.1591146,1.1479053,29.4721127,0.6335853,2.1172237
34,-12,-6.337933451150472,21.490516887536479,-12.8043461,-0.0005785,33.8842964,-0.6978486,0.1247458,4.0000000,-0.4412736,1.1456527,29.2844715,0.6907651,2.4278090
35,-12,-6.330476811150472,21.490516887536479,-12.8069344,0.0019835,41.3223152,-0.8848061,-0.0032687,4.0000000,-0.7565716,1.1417117,28.9275780,0.7500342,3.0893908
36,-12,-6.323020171150472,21.490516887536479,-12.8094387,0.0044628,49.5867767,-0.8013227,0.0914140,4.0000000,-0.7794109,1.1357230,28.3450184,0.9622389,2.6736612
37,-12,-6.315563531150472,21.490516887536479,-12.8118706,-0.0030579,27.2727280,-0.8255036,0.2348349,4.0000000,-0.6942269,1.1322842,28.0573559,1.1638966,2.8176115
38,-12,-6.434869771150471,21.483060247536478,-12.7710533,-0.0045455,27.2727280,0.3417854,-1.0406996,4.0000000,-0.2409491,1.1665221,31.0269775,-1.8404502,5.1364951
39,-12,-6.427413131150471,21.483060247536478,-12.7743425,-0.0014050,33.8842964,0.6939172,-1.1075600,4.0000000,-0.4916636,1.1617326,30.6207504,-1.7234565,5.1656566
40,-12,-6.419956491150471,21.483060247536478,-12.7776060,0.0018182,41.3223152,0.7692157,-1.0936114,4.0000000,-0.5596188,1.1584954,30.3533421,-1.6276039,4.8268499
41,-12,-6.412499851150471,21.483060247536478,-12.7807207,-0.0050413,23.1404953,0.8606319,-1.2000266,5.0000000,-0.6356974,1.1528996,29.8383751,-1.7643559,6.0076256
42,-12,-6.405043211150471,21.483060247536478,-12.7837143,-0.0019835,29.7520657,0.7056217,-1.2124093,5.0000000,-0.5462206,1.1492132,29.5212288,-1.8785979,6.4659920
43,-12,-6.397586571150471,21.483060247536478,-12.7866154,0.0009091,37.1900826,0.4097938,-1.2020315,4.0000000,-0.4373515,1.1456813,29.1977901,-1.9667115,7.0592561
44,-12,-6.390129931150471,21.483060247536478,-12.7893391,0.0037190,44.6280975,0.0299279,-0.9902057,4.0000000,-0.2275558,1.1424845,28.9052296,-1.7528555,5.3806481
45,-12,-6.382673291150471,21.483060247536478,-12.7919493,-0.0034711,27.2727280,-0.2648426,-0.6248311,4.0000000,0.0807081,1.1424911,28.9675884,-1.3303703,2.8643103
46,-12,-6.375216651150472,21.483060247536478,-12.7945442,-0.0006612,33.8842964,-0.2609544,-0.2343724,4.0000000,0.3175519,1.1439486,29.0950966,-0.7862968,1.0748876
47,-12,-6.367760011150471,21.483060247536478,-12.7970819,0.0020661,41.3223152,-0.1780126,0.1022780,4.0000000,0.4836082,1.1471542,29.3798771,-0.2790521,0.7861488
48,-12,-6.360303371150472,21.483060247536478,-12.7997046,0.0047107,49.5867767,-0.0952332,0.1313531,4.0000000,0.3143108,1.1512518,29.7933865,-0.0516047,0.5134290
49,-12,-6.352846731150472,21.483060247536478,-12.8023996,-0.0026446,28.9256191,0.0565945,-0.2428234,4.0000000,-0.2895426,1.1519206,29.8837204,-0.1961043,0.2491455
50,-12,-6.345390091150472,21.483060247536478,-12.8050632,0.0000000,35.5371895,0.1766310,-0.4902715,4.0000000,-0.7141036,1.1485875,29.5439663,-0.2664394,1.3175789
51,-12,-6.337933451150472,21.483060247536478,-12.8076334,0.0025620,42.9752083,0.1378401,-0.5741429,4.0000000,-0.9992512,1.1444423,29.1795883,-0.1490346,2.3214068
52,-12,-6.330476811150472,21.483060247536478,-12.8101873,-0.0049587,23.1404953,-0.0392069,-0.6196764,4.0000000,-1.2634091,1.1390517,28.6889572,0.0240564,3.5330436
53,-12,-6.323020171150472,21.483060247536478,-12.8126068,-0.0025620,28.9256191,-0.4733253,-0.4484436,4.0000000,-1.2557923,1.1322491,27.9863110,0.3589051,3.5653622
54,-12,-6.315563531150472,21.483060247536478,-12.8149691,-0.0000826,35.5371895,-1.0305755,-0.1558167,4.0000000,-1.0795852,1.1283206,27.5861683,0.7679517,3.8080957
55,-12,-6.308106891150472,21.483060247536478,-12.8173904,0.0023967,42.9752083,-1.1365869,-0.2459337,4.0000000,-1.3043196,1.1249286,27.2951260,0.8124523,4.5367732
56,-12,-6.434869771150471,21.475603607536478,-12.7739277,-0.0017355,33.8842964,0.9386998,-1.2734454,4.0000000,-0.4931167,1.1657784,30.9607124,-2.0537741,6.6215425
57,-12,-6.427413131150471,21.475603607536478,-12.7772598,0.0014876,41.3223152,1.0246644,-1.2515732,4.0000000,-0.6014276,1.1607312,30.4679565,-1.9017189,6.1819515
58,-12,-6.419956491150471,21.475603607536478,-12.7805519,-0.0052066,23.1404953,0.7442027,-1.1089280,4.0000000,-0.4905208,1.1571416,30.1916142,-1.7273352,4.9401083
59,-12,-6.412499851150471,21.475603607536478,-12.7836895,-0.0019835,29.7520657,0.6849712,-1.1631591,4.0000000,-0.4946010,1.1517421,29.7225742,-1.8317174,5.7961349
60,-12,-6.405043211150471,21.475603607536478,-12.7867069,0.0010744,37.1900826,0.4160189,-1.1300727,5.0000000,-0.3611074,1.1487241,29.4609585,-1.8990382,5.9950294
61,-12,-6.397586571150471,21.475603607536478,-12.7896547,0.0039669,45.4545441,0.2989336,-1.1795179,4.0000000,-0.3623477,1.1457896,29.2363052,-1.9966880,6.9976010
62,-12,-6.390129931150471,21.475603607536478,-12.7924538,-0.0031405,28.0991745,0.2601463,-1.0828468,4.0000000,-0.2974807,1.1431075,28.9699955,-1.8682128,5.7665081
63,-12,-6.382673291150471,21.475603607536478,-12.7951393,-0.0003306,34.7107430,0.1781647,-0.8952904,4.0000000,-0.1423078,1.1431657,28.9671173,-1.6482730,3.7869759
64,-12,-6.375216651150472,21.475603607536478,-12.7977924,0.0024793,42.1487617,-0.0179324,-0.6264395,4.0000000,-0.0086949,1.1440935,29.0575790,-1.2441839,2.1245401
65,-12,-6.367760011150471,21.475603607536478,-12.8003998,-0.0047934,24.7933884,-0.3435064,-0.4276112,4.0000000,0.0447795,1.1457051,29.2295952,-0.9000018,2.1137614
66,-12,-6.360303371150472,21.475603607536478,-12.8030443,-0.0021488,30.5785122,-0.3748566,-0.4376197,4.0000000,-0.1604607,1.1480085,29.4853916,-0.7147787,2.4386930
67,-12,-6.352846731150472,21.475603607536478,-12.8057280,0.0004959,37.1900826,0.4756982,-0.7974027,4.0000000,-0.7508349,1.1476738,29.4708500,-0.8439705,2.7844088
68,-12,-6.345390091150472,21.475603607536478,-12.8083611,0.0031405,44.6280975,0.9277950,-0.9928678,4.0000000,-1.1170990,1.1435163,29.0526524,-0.8686365,3.9295082
