OID_,ClipsFinal_DEM_Large_S3_RegH,X,Y,DEM_Large_S1_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
17,-12,-7.642845451150470,21.192251287536482,-12.7093773,0.0033058,46.2809906,0.4473754,-1.2738189,4.0000000,-0.8304021,1.0456551,17.0034122,-1.7172356,6.4667239
18,-12,-7.635388811150470,21.192251287536482,-12.7096825,0.0036364,47.9338837,0.4617422,-1.2322385,4.0000000,-0.8504097,1.0478762,17.4053192,-1.6140673,6.0166750
19,-12,-7.627932171150470,21.192251287536482,-12.7099371,0.0039669,49.5867767,0.6501005,-1.1880885,4.0000000,-0.9164698,1.0499855,17.7806721,-1.4597073,5.1492963
20,-12,-7.620475531150470,21.192251287536482,-12.7101059,-0.0057025,6.6115704,0.7920206,-1.1244950,4.0000000,-1.0165991,1.0515934,18.0587635,-1.2323910,4.2076521
21,-12,-7.613018891150470,21.192251287536482,-12.7101984,-0.0053719,8.2644625,0.5401374,-0.9172626,4.0000000,-0.8483251,1.0529239,18.2929325,-0.9862001,2.7908456
22,-12,-7.605562251150470,21.192251287536482,-12.7102327,-0.0050413,9.9173555,0.0447214,-0.5148169,5.0000000,-0.3085913,1.0542414,18.5052586,-0.7210425,1.1487918
23,-12,-7.598105611150470,21.192251287536482,-12.7102242,-0.0047107,11.5702477,-0.1116530,-0.1683025,3.0000000,0.0735634,1.0554279,18.7027283,-0.4101684,0.3974644
24,-12,-7.307296651150470,21.192251287536482,-12.7139225,-0.0009091,27.2727280,-0.0893104,0.1944006,4.0000000,0.1753818,1.0538536,18.4136105,0.2134195,0.4055415
25,-12,-7.299840011150470,21.192251287536482,-12.7137613,-0.0009917,27.2727280,-0.0658289,0.2093048,4.0000000,0.1799066,1.0545019,18.4909687,0.2387030,0.3767635
26,-12,-7.292383371150470,21.192251287536482,-12.7136288,-0.0011570,27.2727280,-0.1856221,-0.0098349,4.0000000,-0.2486406,1.0551516,18.6025982,0.2289708,0.4626744
27,-12,-7.284926731150470,21.192251287536482,-12.7134895,-0.0014050,26.4462814,-0.3150441,-0.2877963,4.0000000,-0.7709740,1.0562789,18.7889252,0.1953814,1.2775429
28,-12,-7.277470091150470,21.192251287536482,-12.7133131,-0.0016529,25.6198349,-0.2887192,-0.4228377,4.0000000,-0.9753244,1.0579808,19.0571175,0.1296490,1.7594846
29,-12,-7.270013451150470,21.192251287536482,-12.7130527,-0.0019008,24.7933884,-0.1062584,-0.4367674,4.0000000,-0.9115905,1.0597447,19.3405952,0.0380557,1.3597095
30,-12,-7.657758731150470,21.184794647536481,-12.7105856,-0.0051240,5.7851238,0.3171128,-1.0430726,4.0000000,-0.2569519,1.0392418,15.7735205,-1.8291931,4.0525975
31,-12,-7.650302091150470,21.184794647536481,-12.7111130,-0.0047107,7.4380164,0.8298625,-1.3427935,4.0000000,-0.5927650,1.0409060,16.1056023,-2.0928221,6.1558924
32,-12,-7.642845451150470,21.184794647536481,-12.7115822,-0.0042975,9.0909090,1.0900737,-1.4961609,4.0000000,-0.7756268,1.0425867,16.4392090,-2.2166951,7.6015067
33,-12,-7.635388811150470,21.184794647536481,-12.7119579,-0.0038843,10.7438021,1.1971800,-1.5387731,4.0000000,-0.8679971,1.0445309,16.8242207,-2.2095492,8.0250854
34,-12,-7.627932171150470,21.184794647536481,-12.7122784,-0.0034711,12.3966942,1.4599425,-1.5697265,4.0000000,-1.0202650,1.0465939,17.2148113,-2.1191881,7.9794626
35,-12,-7.620475531150470,21.184794647536481,-12.7124958,-0.0030579,14.8760328,1.5849122,-1.5365319,4.0000000,-1.1264553,1.0484468,17.5484428,-1.9466085,7.3281374
36,-12,-7.613018891150470,21.184794647536481,-12.7126255,-0.0026446,17.3553715,1.1364909,-1.3406978,4.0000000,-0.9181333,1.0502245,17.8597431,-1.7632623,5.7412009
37,-12,-7.605562251150470,21.184794647536481,-12.7127008,-0.0023140,19.0082645,0.2190188,-0.9655581,4.0000000,-0.3755053,1.0519874,18.1618233,-1.5556108,3.7678096
38,-12,-7.598105611150470,21.184794647536481,-12.7127342,-0.0019835,20.6611576,-0.2066699,-0.6944795,4.0000000,-0.0471122,1.0536025,18.4424114,-1.3418469,2.6703377
39,-12,-7.590648971150470,21.184794647536481,-12.7127972,-0.0016529,22.3140488,-0.4318743,-0.3829845,4.0000000,0.2962240,1.0549498,18.6777515,-1.0621932,1.6696894
40,-12,-7.314753291150470,21.184794647536481,-12.7165432,0.0009917,36.3636360,-0.1398539,-0.2621316,4.0000000,-0.4297282,1.0525389,18.2040253,-0.0945351,0.7044508
41,-12,-7.307296651150470,21.184794647536481,-12.7163906,0.0009091,36.3636360,-0.1461235,-0.0101403,4.0000000,0.0990529,1.0537661,18.4158611,-0.1193335,0.3607348
42,-12,-7.299840011150470,21.184794647536481,-12.7162514,0.0009091,36.3636360,-0.1392705,0.0298185,4.0000000,0.1956712,1.0548266,18.5824223,-0.1360341,0.3525040
43,-12,-7.292383371150470,21.184794647536481,-12.7161407,0.0008264,36.3636360,-0.0788993,-0.1659217,4.0000000,-0.1452202,1.0558714,18.7308311,-0.1866231,0.3316184
44,-12,-7.284926731150470,21.184794647536481,-12.7160215,0.0006612,35.5371895,0.0651125,-0.4715109,4.0000000,-0.6822423,1.0568993,18.9161892,-0.2607795,1.0071504
45,-12,-7.277470091150470,21.184794647536481,-12.7158785,0.0004959,34.7107430,0.2364018,-0.6607241,4.0000000,-0.9778537,1.0580293,19.1247272,-0.3435946,1.7264702
46,-12,-7.270013451150470,21.184794647536481,-12.7156572,0.0003306,33.8842964,0.3947755,-0.7363577,4.0000000,-1.0522203,1.0593028,19.3354187,-0.4204952,1.8874092
47,-12,-7.262556811150470,21.184794647536481,-12.7153683,0.0001653,33.0578499,0.4435689,-0.7021901,4.0000000,-0.9112113,1.0603790,19.4897537,-0.4931690,1.4714240
48,-12,-7.255100171150470,21.184794647536481,-12.7149954,0.0000000,32.2314034,0.1937425,-0.4443604,4.0000000,-0.3954481,1.0608395,19.5731201,-0.4932728,0.5009321
49,-12,-7.247643531150470,21.184794647536481,-12.7145853,-0.0002479,31.4049587,-0.0765538,-0.1245133,4.0000000,0.1773154,1.0603877,19.4767876,-0.4263421,0.2517001
50,-12,-7.657758731150470,21.177338007536481,-12.7125807,-0.0025620,13.2231407,0.1470115,-0.8287913,4.0000000,-0.1180893,1.0365587,15.2266245,-1.5394932,2.6431766
51,-12,-7.650302091150470,21.177338007536481,-12.7131672,-0.0021488,15.7024794,0.6396481,-1.1682053,4.0000000,-0.4536700,1.0374882,15.3985777,-1.8827406,4.5664358
52,-12,-7.642845451150470,21.177338007536481,-12.7136879,-0.0017355,18.1818180,0.9192041,-1.3766905,4.0000000,-0.6590251,1.0385373,15.5946379,-2.0943558,6.3432503
53,-12,-7.635388811150470,21.177338007536481,-12.7141256,-0.0014050,19.8347111,1.2225963,-1.5169892,4.0000000,-0.8486628,1.0399922,15.9099216,-2.1853156,7.5518055
54,-12,-7.627932171150470,21.177338007536481,-12.7145109,-0.0010744,21.4876041,1.7187027,-1.6409177,4.0000000,-1.1062405,1.0417510,16.2613392,-2.1755948,8.3195581
55,-12,-7.620475531150470,21.177338007536481,-12.7147932,-0.0007438,23.9669418,1.9521903,-1.6675516,4.0000000,-1.2201613,1.0435354,16.5788555,-2.1149418,8.2796202
56,-12,-7.613018891150470,21.177338007536481,-12.7149773,-0.0004132,26.4462814,1.4269272,-1.5011616,4.0000000,-0.9383358,1.0453777,16.9044914,-2.0639873,7.0177732
57,-12,-7.605562251150470,21.177338007536481,-12.7151041,-0.0001653,28.0991745,0.3419223,-1.1952214,4.0000000,-0.3868140,1.0472089,17.2413731,-2.0036290,5.6394448
58,-12,-7.598105611150470,21.177338007536481,-12.7151756,0.0000826,29.7520657,-0.2298695,-1.0082849,4.0000000,-0.0859920,1.0489647,17.5778122,-1.9305779,5.0696902
59,-12,-7.590648971150470,21.177338007536481,-12.7152729,0.0003306,31.4049587,-0.5618528,-0.8082647,4.0000000,0.1589626,1.0506828,17.9067879,-1.7754921,4.1976480
60,-12,-7.583192331150470,21.177338007536481,-12.7153425,0.0004959,32.2314034,-0.6649936,-0.5970807,4.0000000,0.3661356,1.0522730,18.1772366,-1.5602970,3.1092637
61,-12,-7.322209931150470,21.177338007536481,-12.7190962,0.0038017,45.4545441,-0.0744153,-0.6424220,4.0000000,-1.1133397,1.0510043,17.9585419,-0.1715043,2.3532355
62,-12,-7.314753291150470,21.177338007536481,-12.7189980,0.0037190,45.4545441,0.0213406,-0.4274036,4.0000000,-0.5561759,1.0522419,18.1883278,-0.2986312,0.8748986
63,-12,-7.307296651150470,21.177338007536481,-12.7188721,0.0035537,45.4545441,-0.0967600,-0.2273876,4.0000000,0.0072119,1.0531857,18.3468914,-0.4619871,0.4671915
64,-12,-7.299840011150470,21.177338007536481,-12.7187595,0.0034711,45.4545441,-0.1890412,-0.2250815,4.0000000,0.1894877,1.0538903,18.4597473,-0.6396508,0.6716328
65,-12,-7.292383371150470,21.177338007536481,-12.7186794,0.0033058,45.4545441,-0.0077912,-0.4392999,4.0000000,-0.0609335,1.0546248,18.5597610,-0.8176663,0.8917370
66,-12,-7.284926731150470,21.177338007536481,-12.7185860,0.0030579,44.6280975,0.5278953,-0.7932305,4.0000000,-0.6006277,1.0554252,18.6744614,-0.9858332,1.7414006
67,-12,-7.277470091150470,21.177338007536481,-12.7184477,0.0028099,43.8016510,1.0139059,-1.0416070,4.0000000,-0.9716610,1.0561607,18.8128872,-1.1115532,2.8562210
68,-12,-7.270013451150470,21.177338007536481,-12.7182436,0.0025620,42.9752083,1.2713468,-1.1492018,4.0000000,-1.1363156,1.0569049,18.9521198,-1.1620879,3.4365137
69,-12,-7.262556811150470,21.177338007536481,-12.7179661,0.0023140,42.1487617,1.1739769,-1.0977746,4.0000000,-1.0554569,1.0577604,19.0752487,-1.1400925,3.0920897
70,-12,-7.255100171150470,21.177338007536481,-12.7176056,0.0020661,41.3223152,0.5914918,-0.8205323,4.0000000,-0.5784120,1.0584749,19.1865177,-1.0626526,1.7955791
71,-12,-7.247643531150470,21.177338007536481,-12.7171755,0.0018182,40.4958687,-0.1466248,-0.3982057,4.0000000,0.1136643,1.0585279,19.1883869,-0.9100757,1.0553006
72,-12,-7.240186891150470,21.177338007536481,-12.7167835,0.0014876,39.6694221,-0.2578769,-0.1968615,4.0000000,0.3018192,1.0582287,19.1184883,-0.6955423,0.7902761
73,-12,-7.232730251150470,21.177338007536481,-12.7164383,0.0010744,38.0165291,-0.0219966,-0.2505001,4.0000000,-0.0774112,1.0583835,19.1070881,-0.4235889,0.3468308
74,-12,-7.665215371150470,21.169881367536480,-12.7138700,-0.0011570,19.8347111,-0.6814381,-0.1855668,4.0000000,0.5690643,1.0341070,14.7386818,-0.9401978,1.6757126
75,-12,-7.657758731150470,21.169881367536480,-12.7144699,-0.0007438,22.3140488,-0.0145620,-0.6239414,4.0000000,0.0106536,1.0343726,14.7816124,-1.2585362,1.6969752
76,-12,-7.650302091150470,21.169881367536480,-12.7150803,-0.0003306,24.7933884,0.3889962,-0.9386587,4.0000000,-0.3055764,1.0349127,14.9082346,-1.5717409,2.9695246
77,-12,-7.642845451150470,21.169881367536480,-12.7156420,0.0000826,27.2727280,0.6380470,-1.1682168,4.0000000,-0.5451618,1.0357678,15.0694771,-1.7912717,4.5865879
78,-12,-7.635388811150470,21.169881367536480,-12.7161312,0.0004132,28.9256191,1.0265996,-1.3689531,4.0000000,-0.8205679,1.0371088,15.3403673,-1.9173384,6.0540867
79,-12,-7.627932171150470,21.169881367536480,-12.7165737,0.0007438,30.5785122,1.6861348,-1.5707549,4.0000000,-1.1800932,1.0385393,15.6235600,-1.9614166,7.3549094
80,-12,-7.620475531150470,21.169881367536480,-12.7169199,0.0010744,33.0578499,1.9353068,-1.6168710,4.0000000,-1.2800480,1.0396888,15.8283176,-1.9536941,7.5100770
81,-12,-7.613018891150470,21.169881367536480,-12.7171545,0.0014050,35.5371895,1.3171743,-1.4371927,4.0000000,-0.9154176,1.0408957,16.0651836,-1.9589678,6.3367290
82,-12,-7.605562251150470,21.169881367536480,-12.7173319,0.0016529,37.1900826,0.2227483,-1.1483184,4.0000000,-0.3456452,1.0423565,16.3425961,-1.9509915,5.3518643
83,-12,-7.598105611150470,21.169881367536480,-12.7174540,0.0019008,38.8429756,-0.3228926,-1.0029843,4.0000000,-0.0787570,1.0440998,16.6713467,-1.9272115,5.1825237
84,-12,-7.590648971150470,21.169881367536480,-12.7175951,0.0021488,40.4958687,-0.5174153,-0.8893663,4.0000000,0.0665084,1.0459958,17.0413971,-1.8452411,4.6752982
85,-12,-7.583192331150470,21.169881367536480,-12.7177181,0.0023140,41.3223152,-0.3607135,-0.8000447,4.0000000,0.1035136,1.0478612,17.4030190,-1.7036029,3.6463320
86,-12,-7.575735691150470,21.169881367536480,-12.7178535,0.0024793,42.1487617,-0.8164130,-0.5172042,4.0000000,0.5216569,1.0492318,17.6387539,-1.5560653,3.0407765
87,-12,-7.337123211150471,21.169881367536480,-12.7213602,-0.0033058,18.1818180,-0.4701541,-0.1930158,4.0000000,0.2125586,1.0472505,17.2852516,-0.5985901,1.2777197
88,-12,-7.329666571150470,21.169881367536480,-12.7214909,-0.0033884,18.1818180,0.2372846,-0.7425845,4.0000000,-0.7996836,1.0487429,17.5820179,-0.6854854,2.1220918
89,-12,-7.322209931150470,21.169881367536480,-12.7214994,-0.0034711,18.1818180,0.7507578,-0.9931950,5.0000000,-1.2302725,1.0499265,17.8002472,-0.7561175,3.0989771
90,-12,-7.314753291150470,21.169881367536480,-12.7214231,-0.0035537,18.1818180,0.5011446,-0.7766331,4.0000000,-0.6600308,1.0508940,17.9414768,-0.8932356,1.6849046
91,-12,-7.307296651150470,21.169881367536480,-12.7213163,-0.0037190,17.3553715,0.0439836,-0.5647631,4.0000000,-0.0810475,1.0513661,18.0083828,-1.0484787,1.3245888
92,-12,-7.299840011150470,21.169881367536480,-12.7212067,-0.0038017,16.5289249,-0.2074522,-0.5391744,4.0000000,0.1531126,1.0513072,17.9979153,-1.2314614,1.7544363
93,-12,-7.292383371150470,21.169881367536480,-12.7211313,-0.0039669,15.7024794,0.0267906,-0.7121466,4.0000000,-0.0284360,1.0511401,17.9779491,-1.3958573,2.1861954
94,-12,-7.284926731150470,21.169881367536480,-12.7210531,-0.0042149,14.8760328,0.8259980,-1.0444907,4.0000000,-0.5479154,1.0513779,17.9945526,-1.5410661,3.0759714
95,-12,-7.277470091150470,21.169881367536480,-12.7209339,-0.0044628,14.0495872,1.5312935,-1.2991855,4.0000000,-0.9483273,1.0519588,18.0706596,-1.6500436,4.3127127
96,-12,-7.270013451150470,21.169881367536480,-12.7207346,-0.0047107,13.2231407,1.9132832,-1.4250135,4.0000000,-1.1576968,1.0526359,18.1882000,-1.6923302,5.1087265
97,-12,-7.262556811150470,21.169881367536480,-12.7204695,-0.0049587,12.3966942,1.7671094,-1.3766204,4.0000000,-1.1224524,1.0534889,18.3546600,-1.6307883,4.8318305
98,-12,-7.255100171150470,21.169881367536480,-12.7201157,-0.0052066,11.5702477,0.9318713,-1.0993488,4.0000000,-0.6874474,1.0545723,18.5476437,-1.5112503,3.4567862
99,-12,-7.247643531150470,21.169881367536480,-12.7196960,0.0045455,49.5867767,-0.2657921,-0.6488618,4.0000000,0.0493260,1.0553800,18.6652317,-1.3470496,2.5198476
100,-12,-7.240186891150470,21.169881367536480,-12.7193089,0.0041322,48.7603302,-0.6007438,-0.4260367,4.0000000,0.3187042,1.0557216,18.7245979,-1.1707776,2.2348046
101,-12,-7.232730251150470,21.169881367536480,-12.7189703,0.0036364,47.1074371,-0.2455209,-0.4725753,4.0000000,0.0046469,1.0564154,18.8673954,-0.9497975,1.6089247
102,-12,-7.225273611150470,21.169881367536480,-12.7186279,0.0032231,45.4545441,0.1623842,-0.6219258,4.0000000,-0.5463203,1.0579696,19.1145611,-0.6975312,1.5131909
103,-12,-7.217816971150470,21.169881367536480,-12.7182646,0.0028099,43.8016510,0.1339567,-0.5169276,4.0000000,-0.6203102,1.0600183,19.4274693,-0.4135450,1.0491943
104,-12,-7.657758731150470,21.162424727536482,-12.7163229,0.0010744,31.4049587,-0.2318460,-0.3374422,4.0000000,0.2365351,1.0326612,14.4167166,-0.9114195,0.9903378
105,-12,-7.650302091150470,21.162424727536482,-12.7169514,0.0014876,33.8842964,0.0454651,-0.6284652,4.0000000,-0.0954155,1.0333943,14.5923090,-1.1615149,1.6006805
106,-12,-7.642845451150470,21.162424727536482,-12.7175646,0.0019008,36.3636360,0.2819054,-0.9010122,4.0000000,-0.4455888,1.0343020,14.7994452,-1.3564357,2.9496486
107,-12,-7.635388811150470,21.162424727536482,-12.7181129,0.0022314,38.0165291,0.7000313,-1.1444492,4.0000000,-0.8228434,1.0354910,15.0428295,-1.4660552,4.3033485
108,-12,-7.627932171150470,21.162424727536482,-12.7186203,0.0026446,39.6694221,1.3210398,-1.3775216,4.0000000,-1.2375699,1.0364714,15.2204075,-1.5174733,5.6555872
109,-12,-7.620475531150470,21.162424727536482,-12.7189999,0.0030579,42.1487617,1.4784814,-1.4047211,4.0000000,-1.2899530,1.0370141,15.3210278,-1.5194894,5.6628070
110,-12,-7.613018891150470,21.162424727536482,-12.7192640,0.0034711,44.6280975,0.8214709,-1.1842824,4.0000000,-0.8393880,1.0378163,15.4913502,-1.5291768,4.4694009
111,-12,-7.605562251150470,21.162424727536482,-12.7194757,0.0038017,46.2809906,-0.1150625,-0.8826256,4.0000000,-0.2610580,1.0391752,15.7628660,-1.5041933,3.7124069
112,-12,-7.598105611150470,21.162424727536482,-12.7196436,0.0041322,47.9338837,-0.5144370,-0.7519186,4.0000000,-0.0380452,1.0410219,16.1172199,-1.4657919,3.6685889
113,-12,-7.590648971150470,21.162424727536482,-12.7198372,0.0044628,49.5867767,-0.5027553,-0.7109733,4.0000000,0.0003795,1.0430039,16.4904156,-1.4223260,3.3884881
114,-12,-7.583192331150470,21.162424727536482,-12.7200079,-0.0052893,5.7851238,-0.0582280,-0.7524977,4.0000000,-0.1526369,1.0447183,16.8170853,-1.3523585,2.6566429
115,-12,-7.575735691150470,21.162424727536482,-12.7201777,-0.0050413,7.4380164,-0.2195108,-0.5630183,4.0000000,0.1450517,1.0457597,17.0188007,-1.2710881,1.8786229
116,-12,-7.568279051150470,21.162424727536482,-12.7203302,-0.0047107,9.0909090,-0.9117727,-0.2094394,4.0000000,0.7490065,1.0458941,17.0287399,-1.1678853,2.3146491
117,-12,-7.337123211150471,21.162424727536482,-12.7236700,-0.0009091,27.2727280,-0.3188223,-0.2443848,4.0000000,0.2102732,1.0454187,16.9298954,-0.6990428,1.0019164
118,-12,-7.329666571150470,21.162424727536482,-12.7238245,-0.0009091,27.2727280,0.6241155,-0.8867010,4.0000000,-0.8893335,1.0465205,17.1492977,-0.8840687,2.2839742
119,-12,-7.322209931150470,21.162424727536482,-12.7238703,-0.0009091,27.2727280,1.2922521,-1.1840688,5.0000000,-1.3588165,1.0473561,17.2986183,-1.0093211,3.7456741
120,-12,-7.314753291150470,21.162424727536482,-12.7238178,-0.0009091,27.2727280,0.8313386,-0.9446242,4.0000000,-0.7713137,1.0480388,17.4227924,-1.1179346,2.2360961
121,-12,-7.307296651150470,21.162424727536482,-12.7237148,-0.0009917,26.4462814,0.2075464,-0.6993345,4.0000000,-0.1736366,1.0483437,17.4744110,-1.2250324,1.7019384
122,-12,-7.299840011150470,21.162424727536482,-12.7235966,-0.0010744,25.6198349,-0.1662282,-0.6036776,4.0000000,0.1247683,1.0481954,17.4323807,-1.3321235,1.9702113
123,-12,-7.292383371150470,21.162424727536482,-12.7234974,-0.0012397,24.7933884,-0.0002348,-0.7156693,4.0000000,0.0000295,1.0477633,17.3508148,-1.4313682,2.2492800
124,-12,-7.284926731150470,21.162424727536482,-12.7234192,-0.0014876,23.9669418,0.7464920,-1.0010118,4.0000000,-0.4962542,1.0475190,17.3065567,-1.5057695,2.8144739
125,-12,-7.277470091150470,21.162424727536482,-12.7233076,-0.0017355,23.1404953,1.4078033,-1.2371048,4.0000000,-0.9081818,1.0477070,17.3309784,-1.5660278,3.8160059
126,-12,-7.270013451150470,21.162424727536482,-12.7231197,-0.0019835,22.3140488,1.7402923,-1.3549460,4.0000000,-1.1148305,1.0482007,17.4152279,-1.5950615,4.5330534
127,-12,-7.262556811150470,21.162424727536482,-12.7228680,-0.0022314,21.4876041,1.6316065,-1.3308384,4.0000000,-1.1038092,1.0490091,17.5531654,-1.5578675,4.5046654
128,-12,-7.255100171150470,21.162424727536482,-12.7225351,-0.0024793,20.6611576,0.8470907,-1.0785912,4.0000000,-0.7165589,1.0501679,17.7664852,-1.4406235,3.4272356
129,-12,-7.247643531150470,21.162424727536482,-12.7221489,-0.0027273,19.8347111,-0.4124418,-0.6223696,4.0000000,0.0349171,1.0512398,17.9435349,-1.2796562,2.7087555
130,-12,-7.240186891150470,21.162424727536482,-12.7217751,-0.0031405,18.1818180,-0.8486997,-0.4103463,4.0000000,0.3438708,1.0519959,18.0607510,-1.1645634,2.7578187
131,-12,-7.232730251150470,21.162424727536482,-12.7214632,-0.0036364,16.5289249,-0.5411528,-0.4970895,4.0000000,0.0721550,1.0529802,18.2208729,-1.0663339,2.4079151
132,-12,-7.225273611150470,21.162424727536482,-12.7211599,-0.0040496,15.7024794,0.0372749,-0.7322506,4.0000000,-0.5422781,1.0545266,18.5023766,-0.9222231,2.4946523
133,-12,-7.217816971150470,21.162424727536482,-12.7208567,-0.0044628,14.8760328,0.2050660,-0.7551732,4.0000000,-0.7786422,1.0567323,18.8886986,-0.7317042,2.3532932
134,-12,-7.210360331150470,21.162424727536482,-12.7204561,-0.0047934,14.0495872,0.1563672,-0.6044292,4.0000000,-0.6739280,1.0590090,19.2634010,-0.5349305,1.4769387
135,-12,-7.202903691150470,21.162424727536482,-12.7200193,-0.0050413,13.2231407,-0.0879737,-0.1650216,4.0000000,0.0053569,1.0604646,19.4983749,-0.3354002,0.3449201
136,-12,-7.657758731150470,21.154968087536481,-12.7180986,0.0029752,40.4958687,-0.1441430,0.1143160,4.0000000,0.5075957,1.0312203,14.0662708,-0.2789637,0.3977381
137,-12,-7.650302091150470,21.154968087536481,-12.7187510,0.0034711,42.9752083,-0.1713064,-0.2126400,4.0000000,0.1575621,1.0322591,14.2867422,-0.5828421,0.5719367
138,-12,-7.642845451150470,21.154968087536481,-12.7193995,0.0039669,45.4545441,0.0013598,-0.6131486,4.0000000,-0.3607103,1.0331525,14.4718933,-0.8655869,1.6643552
139,-12,-7.635388811150470,21.154968087536481,-12.7199993,0.0043802,47.1074371,0.4629345,-0.9582344,4.0000000,-0.8766266,1.0338115,14.6370745,-1.0398421,3.1155391
140,-12,-7.627932171150470,21.154968087536481,-12.7205448,-0.0051240,4.9586778,1.0092492,-1.2221537,4.0000000,-1.3080890,1.0340409,14.6897326,-1.1362183,4.5580854
141,-12,-7.620475531150470,21.154968087536481,-12.7209625,-0.0046281,6.6115704,1.0654116,-1.2089701,4.0000000,-1.2536238,1.0341845,14.7000990,-1.1643162,4.2685151
142,-12,-7.613018891150470,21.154968087536481,-12.7212582,-0.0041322,8.2644625,0.4161408,-0.9530884,4.0000000,-0.6943846,1.0350351,14.8745451,-1.2117922,3.1384804
143,-12,-7.605562251150470,21.154968087536481,-12.7215204,-0.0037190,9.9173555,-0.3283146,-0.6845113,4.0000000,-0.1387971,1.0366544,15.2271633,-1.2302256,2.8009903
144,-12,-7.598105611150470,21.154968087536481,-12.7217522,-0.0033058,11.5702477,-0.5469322,-0.6204280,4.0000000,-0.0019739,1.0387490,15.6591263,-1.2388821,2.9336529
145,-12,-7.590648971150470,21.154968087536481,-12.7220001,-0.0028926,13.2231407,-0.3926842,-0.6452171,4.0000000,-0.0656001,1.0407881,16.0779037,-1.2248342,2.7400818
146,-12,-7.583192331150470,21.154968087536481,-12.7222233,-0.0025620,14.8760328,0.1380128,-0.7525487,4.0000000,-0.3507219,1.0424336,16.3937569,-1.1543756,2.2357986
147,-12,-7.575735691150470,21.154968087536481,-12.7224197,-0.0023140,16.5289249,0.1163509,-0.6079503,4.0000000,-0.1760874,1.0433658,16.5791035,-1.0398133,1.3752561
148,-12,-7.568279051150470,21.154968087536481,-12.7225666,-0.0020661,18.1818180,-0.4305654,-0.2164250,4.0000000,0.4724453,1.0435264,16.6389542,-0.9052953,1.1880620
