OID_,ClipsFinal_DEM_Large_S3_RegQ2,X,Y,DEM_Large_S1_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
55,-12,-5.965101451150472,22.638839447536480,-12.6373425,0.0021488,42.9752083,-1.2113818,0.0507618,4.0000000,-0.9907711,1.0965863,24.1640759,1.0922948,3.5078592
56,-12,-5.957644811150472,22.638839447536480,-12.6387014,0.0035537,47.1074371,-0.9478828,0.1939311,4.0000000,-0.7946711,1.0923750,23.6332302,1.1825334,2.7574518
57,-12,-5.950188171150472,22.638839447536480,-12.6400957,-0.0050413,19.8347111,-0.6618467,0.3622431,4.0000000,-0.4381269,1.0894670,23.3153687,1.1626130,2.3515198
58,-12,-5.942731531150472,22.638839447536480,-12.6414785,-0.0036364,23.9669418,-0.4535632,0.2136732,4.0000000,-0.4044962,1.0868798,22.9777107,0.8318426,1.4109986
59,-12,-6.062037771150472,22.631382807536479,-12.6186571,0.0041322,46.2809906,1.4780110,1.3938446,4.0000000,1.2010763,1.0971373,24.2452030,1.5866129,6.7757921
60,-12,-6.054581131150472,22.631382807536479,-12.6205225,-0.0041322,22.3140488,-0.1128155,1.0416456,4.0000000,0.8197856,1.0981082,24.3459740,1.2635057,6.4326415
61,-12,-6.047124491150472,22.631382807536479,-12.6223803,-0.0023967,27.2727280,-1.6751529,0.7047269,4.0000000,0.5330735,1.0989698,24.5007210,0.8763803,7.6774621
62,-12,-6.039667851150472,22.631382807536479,-12.6242361,-0.0006612,32.2314034,-2.8012607,0.4711006,4.0000000,0.3257808,1.0988976,24.4497185,0.6164204,9.3881407
63,-12,-6.032211211150472,22.631382807536479,-12.6259584,0.0010744,37.1900826,-2.3033268,0.6132674,4.0000000,0.5675384,1.0991859,24.4623661,0.6589962,8.8909674
64,-12,-6.024754571150472,22.631382807536479,-12.6276407,0.0028099,42.1487617,-1.4960667,0.7657435,4.0000000,0.7826039,1.1018308,24.8274059,0.7488832,7.9145265
65,-12,-6.017297931150472,22.631382807536479,-12.6293249,0.0045455,47.1074371,-1.3515470,0.7647315,4.0000000,0.6884022,1.1039312,25.0864964,0.8410608,7.4600873
66,-12,-6.009841291150472,22.631382807536479,-12.6309195,-0.0038017,23.9669418,-0.6192414,0.8970677,4.0000000,0.7294903,1.1056675,25.2798481,1.0646452,6.5358191
67,-12,-6.002384651150472,22.631382807536479,-12.6325274,-0.0021488,28.9256191,0.2880883,1.0756913,4.0000000,0.8624697,1.1088326,25.6362324,1.2889130,5.9222789
68,-12,-5.994928011150472,22.631382807536479,-12.6341963,-0.0005785,33.8842964,-0.3743047,0.8467202,4.0000000,0.4016308,1.1110625,25.9137573,1.2918097,5.0965462
69,-12,-5.987471371150472,22.631382807536479,-12.6358519,0.0009091,38.8429756,-1.2223226,0.5408446,4.0000000,-0.2233319,1.1105155,25.8688583,1.3050212,5.0376778
70,-12,-5.980014731150472,22.631382807536479,-12.6374273,0.0023140,42.9752083,-1.3653145,0.3875085,4.0000000,-0.5756422,1.1084089,25.6435642,1.3506593,4.6419253
71,-12,-5.972558091150472,22.631382807536479,-12.6389532,0.0038017,47.9338837,-1.9279240,0.1214107,4.0000000,-1.1129893,1.1057882,25.3932095,1.3558106,5.7893806
72,-12,-5.965101451150472,22.631382807536479,-12.6404333,-0.0047934,21.4876041,-2.0474083,0.0529720,4.0000000,-1.3473766,1.1007985,24.7760010,1.4533205,6.0651112
73,-12,-5.957644811150472,22.631382807536479,-12.6417313,-0.0033884,25.6198349,-1.5626984,0.2641375,4.0000000,-1.0028263,1.0956458,24.1648045,1.5311013,4.6384072
74,-12,-5.950188171150472,22.631382807536479,-12.6430473,-0.0020661,28.9256191,-0.9184409,0.5317490,4.0000000,-0.4422776,1.0923028,23.7857094,1.5057756,3.7611978
75,-12,-5.942731531150472,22.631382807536479,-12.6443729,-0.0007438,33.0578499,-0.6664181,0.4455090,4.0000000,-0.3318148,1.0894603,23.4325085,1.2228327,2.6963255
76,-12,-5.935274891150472,22.631382807536479,-12.6457243,0.0004959,36.3636360,-0.4251339,0.2443731,4.0000000,-0.3064693,1.0876654,23.2171154,0.7952154,1.4132832
77,-12,-6.069494411150473,22.623926167536478,-12.6196890,0.0053719,50.4132233,2.3257060,1.6430880,4.0000000,1.4344512,1.1021372,24.8669128,1.8517247,8.8299189
78,-12,-6.062037771150472,22.623926167536478,-12.6215563,-0.0028926,25.6198349,1.6035794,1.4732611,4.0000000,1.2593883,1.1050777,25.2687263,1.6871339,7.9392476
79,-12,-6.054581131150472,22.623926167536478,-12.6234312,-0.0011570,30.5785122,0.1693907,1.1334240,4.0000000,0.8996134,1.1061624,25.3442230,1.3672347,6.9536519
80,-12,-6.047124491150472,22.623926167536478,-12.6253061,0.0006612,36.3636360,-1.2180805,0.7743112,4.0000000,0.5648746,1.1077029,25.5398331,0.9837477,7.1325049
81,-12,-6.039667851150472,22.623926167536478,-12.6271954,0.0023967,41.3223152,-2.1559646,0.5073119,4.0000000,0.3046612,1.1079501,25.5120411,0.7099627,7.9423990
82,-12,-6.032211211150472,22.623926167536478,-12.6289701,0.0042149,46.2809906,-1.7580920,0.5577523,4.0000000,0.4600832,1.1077994,25.4638004,0.6554214,7.1171327
83,-12,-6.024754571150472,22.623926167536478,-12.6307049,-0.0040496,23.1404953,-1.2318126,0.6119493,4.0000000,0.6287242,1.1099139,25.7642212,0.5951744,6.0604563
84,-12,-6.017297931150472,22.623926167536478,-12.6324539,-0.0023140,28.0991745,-1.2763177,0.4887046,4.0000000,0.4817967,1.1115476,25.9483700,0.4956124,5.3781571
85,-12,-6.009841291150472,22.623926167536478,-12.6341124,-0.0006612,33.0578499,-0.7462949,0.5239902,4.0000000,0.4645270,1.1129870,26.0632725,0.5834535,3.9570355
86,-12,-6.002384651150472,22.623926167536478,-12.6357718,0.0009091,38.0165291,-0.0799327,0.6183840,4.0000000,0.5117460,1.1153419,26.3451538,0.7250220,2.5587559
87,-12,-5.994928011150472,22.623926167536478,-12.6374531,0.0023967,42.9752083,-0.4168945,0.3407204,4.0000000,-0.0296888,1.1162760,26.5034809,0.7111297,1.8673366
88,-12,-5.987471371150472,22.623926167536478,-12.6391163,0.0039669,47.9338837,-0.8205906,-0.0134012,4.0000000,-0.7116731,1.1147606,26.3336983,0.6848707,2.5941994
89,-12,-5.980014731150472,22.623926167536478,-12.6406956,-0.0045455,23.1404953,-0.9078906,-0.1896752,4.0000000,-1.0970758,1.1116420,25.9727039,0.7177254,3.2861567
90,-12,-5.972558091150472,22.623926167536478,-12.6421938,-0.0030579,27.2727280,-1.1719917,-0.4630207,4.0000000,-1.6173402,1.1077733,25.5755730,0.6912988,5.6066880
91,-12,-5.965101451150472,22.623926167536478,-12.6436272,-0.0017355,30.5785122,-1.3240520,-0.4871742,4.0000000,-1.7328651,1.1015891,24.8408222,0.7585167,6.1037397
92,-12,-5.957644811150472,22.623926167536478,-12.6448517,-0.0004132,34.7107430,-1.3234913,-0.2033013,4.0000000,-1.2305564,1.0955279,24.1259327,0.8239539,4.3279748
93,-12,-5.950188171150472,22.623926167536478,-12.6460838,0.0008264,38.0165291,-1.3131857,0.1718463,4.0000000,-0.5338033,1.0916049,23.6830463,0.8774958,3.8033769
94,-12,-5.942731531150472,22.623926167536478,-12.6473417,0.0021488,42.1487617,-1.2619106,0.1723640,4.0000000,-0.4138106,1.0882306,23.2481804,0.7585387,3.6266460
95,-12,-5.935274891150472,22.623926167536478,-12.6486273,0.0033884,45.4545441,-1.0231782,0.0586246,4.0000000,-0.4034933,1.0856187,22.9162006,0.5207424,2.8455575
96,-12,-5.927818251150472,22.623926167536478,-12.6499634,0.0047107,49.5867767,-0.5343065,-0.2268333,4.0000000,-0.5927110,1.0831040,22.6081562,0.1390444,1.8346972
97,-12,-6.069494411150473,22.616469527536477,-12.6227188,-0.0016529,28.9256191,1.2703571,1.1373267,4.0000000,1.1421939,1.1085700,25.6577187,1.1324595,4.0805740
98,-12,-6.062037771150472,22.616469527536477,-12.6245871,0.0000826,34.7107430,0.8932995,0.9797599,4.0000000,0.9595698,1.1116312,26.0220585,0.9999501,3.1898932
99,-12,-6.054581131150472,22.616469527536477,-12.6264830,0.0018182,39.6694221,0.1687113,0.6464281,4.0000000,0.6028836,1.1131109,26.1607914,0.6899727,2.0480521
100,-12,-6.047124491150472,22.616469527536477,-12.6283932,0.0037190,45.4545441,-0.4686341,0.2603042,4.0000000,0.2032158,1.1150441,26.3945580,0.3173926,1.8616859
101,-12,-6.039667851150472,22.616469527536477,-12.6303282,-0.0045455,22.3140488,-0.7537146,-0.0185080,4.0000000,-0.0656587,1.1151285,26.3559341,0.0286427,2.3418214
102,-12,-6.032211211150472,22.616469527536477,-12.6321402,-0.0027273,27.2727280,-0.5430982,-0.0132747,4.0000000,0.0891215,1.1144620,26.2719288,-0.1156708,1.6800437
103,-12,-6.024754571150472,22.616469527536477,-12.6339178,-0.0009917,32.2314034,-0.4222651,-0.0568993,4.0000000,0.2186009,1.1163757,26.5592537,-0.3323995,1.3236884
104,-12,-6.017297931150472,22.616469527536477,-12.6357155,0.0006612,37.1900826,-0.3574879,-0.2783949,4.0000000,0.0114128,1.1176269,26.6818962,-0.5682027,1.5060289
105,-12,-6.009841291150472,22.616469527536477,-12.6374140,0.0023140,42.1487617,-0.0984146,-0.3258103,4.0000000,-0.0828867,1.1182097,26.7406406,-0.5687339,0.8767780
106,-12,-6.002384651150472,22.616469527536477,-12.6391115,0.0039669,47.1074371,0.0527142,-0.3037258,4.0000000,-0.1072840,1.1193541,26.8926353,-0.5001675,0.3403769
107,-12,-5.994928011150472,22.616469527536477,-12.6408005,-0.0044628,23.1404953,0.3919665,-0.6285301,4.0000000,-0.6718327,1.1189619,26.8519592,-0.5852274,1.3290797
108,-12,-5.987471371150472,22.616469527536477,-12.6424599,-0.0028926,27.2727280,0.8659201,-0.9865963,4.0000000,-1.3019015,1.1159943,26.5263214,-0.6712913,3.8917284
109,-12,-5.980014731150472,22.616469527536477,-12.6440001,-0.0014050,32.2314034,1.0281124,-1.1583831,4.0000000,-1.6399689,1.1111815,26.0030613,-0.6767974,5.9202514
110,-12,-5.972558091150472,22.616469527536477,-12.6454458,0.0000000,36.3636360,1.2730665,-1.3700169,4.0000000,-2.0558634,1.1056889,25.4021187,-0.6841704,8.7539301
111,-12,-5.965101451150472,22.616469527536477,-12.6467981,0.0012397,39.6694221,0.8178548,-1.2976019,4.0000000,-2.0064328,1.0985924,24.5413361,-0.5887712,8.5856647
112,-12,-5.957644811150472,22.616469527536477,-12.6479397,0.0025620,43.8016510,-0.3367222,-0.8871140,4.0000000,-1.3580979,1.0923821,23.7761326,-0.4161301,5.9189315
113,-12,-5.950188171150472,22.616469527536477,-12.6490793,0.0038017,47.1074371,-1.5063810,-0.3667413,4.0000000,-0.5915172,1.0884954,23.3162689,-0.1419653,5.0794544
114,-12,-5.942731531150472,22.616469527536477,-12.6502428,-0.0048760,19.0082645,-1.7416868,-0.1960785,4.0000000,-0.4438396,1.0850441,22.8543530,0.0516826,5.0921507
115,-12,-5.935274891150472,22.616469527536477,-12.6514559,-0.0036364,23.1404953,-1.5510551,-0.1345612,4.0000000,-0.3896430,1.0820585,22.4461994,0.1205206,4.3831577
116,-12,-5.927818251150472,22.616469527536477,-12.6527119,-0.0023967,26.4462814,-0.8945233,-0.2708708,4.0000000,-0.4960599,1.0793630,22.0903549,-0.0456817,2.8797107
117,-12,-6.069494411150473,22.609012887536480,-12.6258507,0.0012397,38.0165291,0.2612451,0.6273630,4.0000000,0.8725674,1.1110922,25.8718700,0.3821586,1.8355860
118,-12,-6.062037771150472,22.609012887536480,-12.6277313,0.0030579,43.8016510,0.1447746,0.4813175,4.0000000,0.6922355,1.1141491,26.2458439,0.2703995,1.1424620
119,-12,-6.054581131150472,22.609012887536480,-12.6296492,0.0047934,48.7603302,0.0003023,0.1713538,4.0000000,0.3417958,1.1154580,26.3355370,0.0009119,0.2254907
120,-12,-6.047124491150472,22.609012887536480,-12.6315765,-0.0033058,25.6198349,-0.0335402,-0.1926834,4.0000000,-0.0718185,1.1165860,26.4652710,-0.3135484,0.3072748
121,-12,-6.039667851150472,22.609012887536480,-12.6335402,-0.0015702,30.5785122,0.0581404,-0.4551134,4.0000000,-0.3205462,1.1151813,26.2976971,-0.5896806,1.0357730
122,-12,-6.032211211150472,22.609012887536480,-12.6353636,0.0002479,36.3636360,0.0437023,-0.4242190,4.0000000,-0.1323067,1.1135322,26.0977020,-0.7161313,0.8262372
123,-12,-6.024754571150472,22.609012887536480,-12.6371813,0.0019835,41.3223152,0.0299706,-0.4655609,4.0000000,-0.0511849,1.1150908,26.3057594,-0.8799369,1.0152326
124,-12,-6.017297931150472,22.609012887536480,-12.6390276,0.0037190,46.2809906,0.3663204,-0.7330033,4.0000000,-0.3631057,1.1154797,26.3246365,-1.1029007,1.8742902
125,-12,-6.009841291150472,22.609012887536480,-12.6407661,-0.0045455,23.1404953,0.6357408,-0.8464572,4.0000000,-0.5628121,1.1147202,26.2156982,-1.1301023,2.1952302
126,-12,-6.002384651150472,22.609012887536480,-12.6424799,-0.0028926,27.2727280,0.5787855,-0.8506793,4.0000000,-0.6501323,1.1141944,26.1956272,-1.0512263,2.5052583
127,-12,-5.994928011150472,22.609012887536480,-12.6441679,-0.0013223,32.2314034,1.1946295,-1.1610578,4.0000000,-1.1891091,1.1120834,25.9883881,-1.1330067,4.7369261
128,-12,-5.987471371150472,22.609012887536480,-12.6457882,0.0001653,36.3636360,1.9944172,-1.5029705,4.0000000,-1.7854818,1.1079965,25.5391121,-1.2204590,8.2947493
129,-12,-5.980014731150472,22.609012887536480,-12.6472883,0.0015702,41.3223152,2.1945765,-1.6492345,4.0000000,-2.0808997,1.1025568,24.8982525,-1.2175692,10.5785370
130,-12,-5.972558091150472,22.609012887536480,-12.6486588,0.0029752,45.4545441,2.5292835,-1.7868612,4.0000000,-2.3379426,1.0967920,24.2441196,-1.2357796,12.3899393
131,-12,-5.965101451150472,22.609012887536480,-12.6499271,0.0042149,48.7603302,1.8025007,-1.6108549,4.0000000,-2.0877433,1.0904282,23.4652424,-1.1339664,10.4400930
132,-12,-5.957644811150472,22.609012887536480,-12.6509972,-0.0044628,20.6611576,0.2654395,-1.1373161,4.0000000,-1.3473083,1.0855824,22.8650513,-0.9273238,6.7089520
133,-12,-5.950188171150472,22.609012887536480,-12.6520624,-0.0032231,24.7933884,-1.2483436,-0.5714934,4.0000000,-0.5744251,1.0829471,22.5673943,-0.5685617,5.2431798
134,-12,-5.942731531150472,22.609012887536480,-12.6531496,-0.0019835,28.0991745,-1.6747094,-0.3136756,4.0000000,-0.3863417,1.0803745,22.2214527,-0.2410094,5.1192350
135,-12,-5.935274891150472,22.609012887536480,-12.6542740,-0.0008264,32.2314034,-1.6801219,-0.1330779,4.0000000,-0.2433573,1.0778949,21.9114685,-0.0227984,4.6439509
136,-12,-5.927818251150472,22.609012887536480,-12.6554518,0.0003306,35.5371895,-1.1505883,-0.1315095,4.0000000,-0.2404416,1.0759931,21.6790428,-0.0225773,3.1908615
137,-12,-6.076951051150473,22.601556247536479,-12.6272326,0.0024793,42.1487617,-0.3683146,0.2206956,4.0000000,0.6812612,1.1082566,25.5160847,-0.2398699,1.5475597
138,-12,-6.069494411150473,22.601556247536479,-12.6289759,0.0042975,47.1074371,-0.3879588,0.3135538,4.0000000,0.7692826,1.1106292,25.7842770,-0.1421750,1.9828184
139,-12,-6.062037771150472,22.601556247536479,-12.6308527,-0.0038843,23.9669418,-0.3138512,0.2175029,4.0000000,0.5963849,1.1134255,26.1325836,-0.1613792,1.3815093
140,-12,-6.054581131150472,22.601556247536479,-12.6327734,-0.0021488,28.9256191,-0.1164115,-0.0457126,4.0000000,0.2236492,1.1143852,26.1773357,-0.3150743,0.3606719
141,-12,-6.047124491150472,22.601556247536479,-12.6347122,-0.0002479,34.7107430,0.0741434,-0.3174577,4.0000000,-0.1795678,1.1149369,26.2531528,-0.4553477,0.3433076
142,-12,-6.039667851150472,22.601556247536479,-12.6366510,0.0014876,39.6694221,0.1587047,-0.4831151,4.0000000,-0.3799779,1.1132940,26.0541553,-0.5862523,0.8971624
143,-12,-6.032211211150472,22.601556247536479,-12.6384621,0.0033058,45.4545441,0.0672246,-0.3721873,4.0000000,-0.1506720,1.1119776,25.8480644,-0.5937026,0.5457175
144,-12,-6.024754571150472,22.601556247536479,-12.6403027,-0.0048760,22.3140488,0.0492508,-0.3730527,4.0000000,-0.0946220,1.1134790,26.0500278,-0.6514834,0.5809190
145,-12,-6.017297931150472,22.601556247536479,-12.6421671,-0.0031405,27.2727280,0.3162008,-0.6382486,4.0000000,-0.4896102,1.1128638,25.9695263,-0.7868870,1.4315494
146,-12,-6.009841291150472,22.601556247536479,-12.6439114,-0.0014050,32.2314034,0.5897574,-0.7865523,4.0000000,-0.8118862,1.1106168,25.7235527,-0.7612183,2.0326853
147,-12,-6.002384651150472,22.601556247536479,-12.6456184,0.0001653,36.3636360,0.5621659,-0.7866835,4.0000000,-0.9829186,1.1085685,25.5420437,-0.5904484,2.2738404
148,-12,-5.994928011150472,22.601556247536479,-12.6472673,0.0016529,41.3223152,0.8831709,-1.0687338,4.0000000,-1.5263361,1.1051143,25.1505623,-0.6111315,4.8385983
149,-12,-5.987471371150472,22.601556247536479,-12.6488504,0.0031405,45.4545441,1.2750930,-1.3514092,4.0000000,-2.0351722,1.1001284,24.5493622,-0.6676463,8.0961285
