OID_,ClipsFinal_DEM_Large_S3_RegK,X,Y,DEM_Large_S1_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
40,-13,-3.511866891150471,18.597340567536481,-13.0007477,-0.0045455,0.0000000,-1.8103173,0.1766716,4.0000000,0.5801786,1.0105841,8.2851324,-0.2268354,3.9123452
41,-13,-3.504410251150471,18.597340567536481,-13.0006371,-0.0047107,0.0000000,-1.7172680,-0.2000420,4.0000000,-0.1073078,1.0092204,7.7422609,-0.2927762,3.7273250
42,-13,-3.496953611150471,18.597340567536481,-13.0005388,-0.0048760,0.0000000,-1.6708319,-0.5762518,4.0000000,-0.6936180,1.0081133,7.2648869,-0.4588857,4.8275423
43,-13,-3.489496971150471,18.597340567536481,-13.0003443,-0.0051240,0.0000000,-1.8730359,-0.7103570,4.0000000,-0.5906736,1.0072911,6.8986940,-0.8300403,5.9295282
44,-12,-3.482040331150471,18.597340567536481,-13.0000505,-0.0055372,0.0000000,-2.1655805,-0.4040835,4.0000000,0.2938001,1.0065244,6.5368123,-1.1019671,5.1010518
45,-12,-3.623716491150471,18.589883927536480,-13.0002480,-0.0052066,6.6115704,-0.3164274,-0.3703130,4.0000000,-0.8483769,1.0526040,18.2926273,0.1077508,1.5490696
46,-13,-3.616259851150471,18.589883927536480,-13.0009308,-0.0047107,7.4380164,-0.2191105,-0.9394172,4.0000000,-1.8410572,1.0498754,17.8351059,-0.0377772,5.2594342
47,-13,-3.608803211150471,18.589883927536480,-13.0015211,-0.0042149,8.2644625,-0.2024869,-1.3193967,4.0000000,-2.4870746,1.0459718,17.1286812,-0.1517188,9.5363493
48,-13,-3.601346571150471,18.589883927536480,-13.0019436,-0.0038017,9.0909090,-0.8475190,-1.2333561,4.0000000,-2.2324429,1.0416247,16.2978230,-0.2342694,9.6635714
49,-13,-3.593889931150471,18.589883927536480,-13.0022240,-0.0034711,9.0909090,-1.6875454,-0.9359905,4.0000000,-1.6498805,1.0377179,15.5384436,-0.2221004,8.2243528
50,-13,-3.586433291150471,18.589883927536480,-13.0024614,-0.0032231,8.2644625,-2.3003583,-0.5147417,4.0000000,-0.8478831,1.0340714,14.7731409,-0.1816003,6.5299683
51,-13,-3.578976651150471,18.589883927536480,-13.0026150,-0.0031405,7.4380164,-2.3634629,-0.2531933,4.0000000,-0.4387876,1.0307809,14.0503883,-0.0675989,5.6404405
52,-13,-3.571520011150471,18.589883927536480,-13.0028191,-0.0030579,6.6115704,-2.1039186,-0.2686259,4.0000000,-0.6528353,1.0279791,13.4169149,0.1155835,5.0490584
53,-13,-3.564063371150471,18.589883927536480,-13.0030041,-0.0030579,5.7851238,-1.7729958,-0.8116134,4.0000000,-1.7548800,1.0252959,12.7711639,0.1316531,7.0062418
54,-13,-3.556606731150471,18.589883927536480,-13.0031052,-0.0030579,4.9586778,-1.8031970,-1.1677973,5.0000000,-2.3262620,1.0227764,12.1281948,-0.0093326,10.1911526
55,-13,-3.549150091150471,18.589883927536480,-13.0030365,-0.0031405,4.1322312,-2.0863433,-1.0606042,4.0000000,-1.8359904,1.0206856,11.5797911,-0.2852180,9.5658092
56,-13,-3.541693451150471,18.589883927536480,-13.0028324,-0.0032231,3.3057852,-2.2612488,-0.6340353,4.0000000,-0.7642218,1.0188131,11.0461226,-0.5038488,6.6206040
57,-13,-3.534236811150471,18.589883927536480,-13.0025673,-0.0033058,2.4793389,-2.3674181,-0.1603243,4.0000000,0.3165205,1.0168167,10.4519558,-0.6371692,5.1618624
58,-13,-3.526780171150471,18.589883927536480,-13.0022707,-0.0033884,1.6528926,-2.4056172,0.2107658,4.0000000,1.0757359,1.0146998,9.7777090,-0.6542042,5.3129897
59,-13,-3.519323531150471,18.589883927536480,-13.0020247,-0.0034711,0.8264463,-2.2833629,0.3030185,4.0000000,1.1995639,1.0126008,9.0420675,-0.5935269,5.2162380
60,-13,-3.511866891150471,18.589883927536480,-13.0018339,-0.0036364,0.0000000,-2.1566491,0.1021759,4.0000000,0.8391932,1.0107924,8.3742609,-0.6348413,4.5528603
61,-13,-3.504410251150471,18.589883927536480,-13.0016565,-0.0038017,0.0000000,-1.8387372,-0.3042116,4.0000000,0.1318480,1.0093147,7.7778716,-0.7402712,4.1900158
62,-13,-3.496953611150471,18.589883927536480,-13.0014811,-0.0039669,0.0000000,-1.4091218,-0.7193906,4.0000000,-0.4799648,1.0081797,7.2866430,-0.9588165,5.0381017
63,-13,-3.489496971150471,18.589883927536480,-13.0012236,-0.0042149,0.0000000,-1.2578622,-0.8849741,4.0000000,-0.4305644,1.0074621,6.9832587,-1.3393838,5.7947493
64,-13,-3.482040331150471,18.589883927536480,-13.0008583,-0.0046281,0.0000000,-1.5344635,-0.5995152,4.0000000,0.3052433,1.0068961,6.7447882,-1.5042738,4.6027951
65,-13,-3.474583691150471,18.589883927536480,-13.0004330,-0.0051240,0.0000000,-1.8741657,-0.1844065,4.0000000,1.0303564,1.0061167,6.3558531,-1.3991693,3.9702506
66,-12,-3.467127051150471,18.589883927536480,-13.0000010,-0.0057025,0.0000000,-1.8996285,-0.0429781,4.0000000,1.2121047,1.0051154,5.7595577,-1.2980608,3.8824286
67,-13,-3.631173131150471,18.582427287536479,-13.0019140,-0.0033884,14.0495872,-0.5903528,-0.3114321,4.0000000,-0.3605144,1.0525254,18.2746391,-0.2623498,1.9385554
68,-13,-3.623716491150471,18.582427287536479,-13.0026007,-0.0028099,15.7024794,-0.1495512,-0.8464400,4.0000000,-1.2162644,1.0502309,17.8766079,-0.4766156,4.0192013
69,-13,-3.616259851150471,18.582427287536479,-13.0032291,-0.0023967,16.5289249,0.7905317,-1.4351413,4.0000000,-2.1744661,1.0469003,17.2843857,-0.6958167,8.5084295
70,-13,-3.608803211150471,18.582427287536479,-13.0037413,-0.0019835,17.3553715,1.3443682,-1.7742563,4.0000000,-2.6880069,1.0428717,16.5284958,-0.8605058,12.4065666
71,-13,-3.601346571150471,18.582427287536479,-13.0040770,-0.0016529,18.1818180,0.6482831,-1.6479663,4.0000000,-2.2915990,1.0388584,15.7563286,-1.0043336,11.5509567
72,-13,-3.593889931150471,18.582427287536479,-13.0042706,-0.0014050,18.1818180,-0.4509320,-1.3187875,4.0000000,-1.6080607,1.0353985,15.0658178,-1.0295142,9.1719151
73,-13,-3.586433291150471,18.582427287536479,-13.0044146,-0.0012397,17.3553715,-1.5940782,-0.8504128,4.0000000,-0.6778638,1.0322599,14.3868170,-1.0229620,6.8684802
74,-13,-3.578976651150471,18.582427287536479,-13.0044680,-0.0012397,16.5289249,-2.0288100,-0.5515586,4.0000000,-0.1791975,1.0294034,13.7532749,-0.9239198,5.8733335
75,-13,-3.571520011150471,18.582427287536479,-13.0045872,-0.0013223,14.8760328,-1.6615863,-0.6032004,4.0000000,-0.4371725,1.0269001,13.2012653,-0.7692282,5.2962675
76,-13,-3.564063371150471,18.582427287536479,-13.0046873,-0.0014050,13.2231407,-0.4900900,-1.1729919,4.0000000,-1.5945938,1.0245610,12.6233044,-0.7513900,7.2614322
77,-13,-3.556606731150471,18.582427287536479,-13.0047054,-0.0014876,11.5702477,0.0623598,-1.5426686,5.0000000,-2.1858902,1.0224378,12.0570116,-0.8994471,10.4711161
78,-13,-3.549150091150471,18.582427287536479,-13.0045586,-0.0016529,9.9173555,-0.3325394,-1.4568652,4.0000000,-1.7560729,1.0206856,11.6036329,-1.1576574,10.0255060
79,-13,-3.541693451150471,18.582427287536479,-13.0042753,-0.0018182,8.2644625,-1.1638901,-1.0166535,4.0000000,-0.7037643,1.0190519,11.1571779,-1.3295426,6.9239960
80,-13,-3.534236811150471,18.582427287536479,-13.0039082,-0.0019835,6.6115704,-2.0405903,-0.4748400,4.0000000,0.4201356,1.0171896,10.6059990,-1.3698156,5.2771807
81,-13,-3.526780171150471,18.582427287536479,-13.0035219,-0.0021488,4.9586778,-2.6297681,-0.0508247,4.0000000,1.2125629,1.0150336,9.9033766,-1.3142123,5.5893693
82,-13,-3.519323531150471,18.582427287536479,-13.0031843,-0.0023140,3.3057852,-2.6807289,0.0974483,4.0000000,1.4013721,1.0127691,9.0959320,-1.2064754,5.6944771
83,-13,-3.511866891150471,18.582427287536479,-13.0028992,-0.0025620,1.6528926,-2.4330447,-0.0368431,4.0000000,1.1043899,1.0107522,8.3417616,-1.1780760,5.0801282
84,-13,-3.504410251150471,18.582427287536479,-13.0026426,-0.0028099,0.8264463,-1.8760540,-0.4072213,4.0000000,0.4001182,1.0091068,7.6528692,-1.2145609,4.5521836
85,-13,-3.496953611150471,18.582427287536479,-13.0023880,-0.0030579,0.0000000,-1.2174863,-0.8117666,4.0000000,-0.2239656,1.0079337,7.1321802,-1.3995675,5.2005224
86,-13,-3.489496971150471,18.582427287536479,-13.0020475,-0.0033058,0.0000000,-0.9024486,-0.9496110,4.0000000,-0.2187521,1.0072880,6.8626919,-1.6804699,5.5290747
87,-13,-3.482040331150471,18.582427287536479,-13.0016108,-0.0037190,0.0000000,-1.0926515,-0.6744202,4.0000000,0.3288150,1.0068860,6.6913724,-1.6776555,4.0779300
88,-13,-3.474583691150471,18.582427287536479,-13.0011139,-0.0042149,0.0000000,-1.3876859,-0.2836867,4.0000000,0.8859084,1.0063359,6.4292655,-1.4532819,3.1595037
89,-13,-3.467127051150471,18.582427287536479,-13.0006123,-0.0048760,0.0000000,-1.4506192,-0.1007778,4.0000000,1.0932021,1.0055265,5.9707131,-1.2947577,3.0013967
90,-12,-3.459670411150471,18.582427287536479,-13.0001221,-0.0055372,0.0000000,-1.5519758,-0.2535441,5.0000000,0.9624458,1.0048460,5.5496502,-1.4695339,3.4131830
91,-13,-3.646086411150471,18.574970647536482,-13.0030336,-0.0021488,19.8347111,-0.0724617,-0.6893845,4.0000000,-0.3672973,1.0530032,18.3825188,-1.0114716,2.4156713
92,-13,-3.638629771150471,18.574970647536482,-13.0036135,-0.0016529,21.4876041,-0.8240446,-0.6832699,4.0000000,-0.2988303,1.0513645,18.0902252,-1.0677096,4.1828594
93,-13,-3.631173131150471,18.574970647536482,-13.0042353,-0.0011570,23.1404953,-0.8054562,-0.9344898,4.0000000,-0.7097628,1.0491116,17.6960926,-1.1592169,6.1076274
94,-13,-3.623716491150471,18.574970647536482,-13.0048532,-0.0006612,24.7933884,0.4155467,-1.4159186,4.0000000,-1.5027329,1.0460234,17.1485367,-1.3291042,8.6959047
95,-13,-3.616259851150471,18.574970647536482,-13.0054131,-0.0003306,25.6198349,2.3782189,-1.9718407,4.0000000,-2.3770833,1.0423208,16.4519119,-1.5665982,13.1109390
96,-13,-3.608803211150471,18.574970647536482,-13.0058470,0.0000000,26.4462814,3.5003669,-2.2619894,4.0000000,-2.7570026,1.0384098,15.6545506,-1.7669759,16.0934982
97,-13,-3.601346571150471,18.574970647536482,-13.0061026,0.0002479,27.2727280,2.6367009,-2.0917306,4.0000000,-2.2603738,1.0348600,14.9150600,-1.9230872,14.1593513
98,-13,-3.593889931150471,18.574970647536482,-13.0062075,0.0004132,27.2727280,1.0838599,-1.7244962,4.0000000,-1.5216385,1.0318328,14.2813253,-1.9273541,10.9431190
99,-13,-3.586433291150471,18.574970647536482,-13.0062685,0.0005785,26.4462814,-0.7909663,-1.2180119,5.0000000,-0.5397330,1.0290583,13.6738253,-1.8962909,8.2261410
100,-13,-3.578976651150471,18.574970647536482,-13.0062447,0.0005785,25.6198349,-1.7988514,-0.8841744,3.0000000,0.0053658,1.0265576,13.0819283,-1.7737145,7.2915630
101,-13,-3.571520011150471,18.574970647536482,-13.0062857,0.0004959,23.9669418,-1.3493575,-0.9495955,4.0000000,-0.2895395,1.0243479,12.5345259,-1.6096514,6.8145776
102,-13,-3.564063371150471,18.574970647536482,-13.0063248,0.0004132,22.3140488,0.7104712,-1.5360459,5.0000000,-1.4603252,1.0222958,11.9885092,-1.6117666,8.7386885
103,-13,-3.556606731150471,18.574970647536482,-13.0062704,0.0002479,19.8347111,1.9117676,-1.9158973,4.0000000,-2.0490394,1.0205268,11.5016375,-1.7827550,11.8284655
104,-13,-3.549150091150471,18.574970647536482,-13.0060501,0.0000000,17.3553715,1.5522730,-1.8405874,4.0000000,-1.6749717,1.0192064,11.1578465,-2.0062029,11.2302628
105,-13,-3.541693451150471,18.574970647536482,-13.0056849,-0.0002479,14.8760328,0.1282495,-1.3768438,4.0000000,-0.6817335,1.0180416,10.8348131,-2.0719540,7.7281337
106,-13,-3.534236811150471,18.574970647536482,-13.0052328,-0.0004959,12.3966942,-1.4605678,-0.7640523,4.0000000,0.4190374,1.0165842,10.3944454,-1.9471421,5.4903636
107,-13,-3.526780171150471,18.574970647536482,-13.0047588,-0.0007438,9.9173555,-2.4508250,-0.2611152,4.0000000,1.2104537,1.0146674,9.7719097,-1.7326841,5.4402719
108,-13,-3.519323531150471,18.574970647536482,-13.0043240,-0.0009917,7.4380164,-2.6613712,-0.0270734,4.0000000,1.4788826,1.0125296,9.0128574,-1.5330292,5.5942307
109,-13,-3.511866891150471,18.574970647536482,-13.0039463,-0.0013223,4.9586778,-2.4134061,-0.0793618,4.0000000,1.2669134,1.0105838,8.2778835,-1.4256370,5.0510840
110,-13,-3.504410251150471,18.574970647536482,-13.0035982,-0.0016529,3.3057852,-1.8754380,-0.3599322,4.0000000,0.6529672,1.0090117,7.6099973,-1.3728317,4.3964944
111,-13,-3.496953611150471,18.574970647536482,-13.0032549,-0.0019835,1.6528926,-1.3158598,-0.6987515,4.0000000,0.0636203,1.0079978,7.1478858,-1.4611233,4.6960354
112,-13,-3.489496971150471,18.574970647536482,-13.0028362,-0.0023140,0.8264463,-1.0254438,-0.7874346,4.0000000,0.0189926,1.0075109,6.9708481,-1.5938617,4.6290488
113,-13,-3.482040331150471,18.574970647536482,-13.0023375,-0.0028099,0.0000000,-1.0276488,-0.5143495,4.0000000,0.4130894,1.0072098,6.8677034,-1.4417883,3.1764600
114,-13,-3.474583691150471,18.574970647536482,-13.0017853,-0.0033058,0.0000000,-1.0449899,-0.1282603,4.0000000,0.8538409,1.0068306,6.6746550,-1.1103616,2.2083766
115,-13,-3.467127051150471,18.574970647536482,-13.0012121,-0.0039669,0.0000000,-1.0308367,0.0638780,4.0000000,1.0601225,1.0061682,6.3212252,-0.9323665,2.1326406
116,-13,-3.459670411150471,18.574970647536482,-13.0006609,-0.0047107,0.0000000,-1.3597908,-0.0974713,5.0000000,0.9825864,1.0055357,5.9580412,-1.1775291,2.8134608
117,-12,-3.452213771150471,18.574970647536482,-13.0000925,-0.0054545,0.0000000,-1.6494962,-0.1483553,4.0000000,1.0895431,1.0055776,6.0140705,-1.3862537,3.4545372
118,-12,-3.444757131150471,18.574970647536482,-12.9994287,0.0038017,38.0165291,-2.0401034,-0.2406021,4.0000000,1.1724838,1.0055306,5.9678016,-1.6536880,4.3916574
119,-13,-3.668456331150471,18.567514007536481,-13.0034142,-0.0015702,21.4876041,0.5298012,-0.9684181,4.0000000,-0.3302027,1.0513108,18.0466194,-1.6066337,3.0046163
120,-13,-3.660999691150471,18.567514007536481,-13.0041895,-0.0010744,23.9669418,1.8570745,-1.3905475,4.0000000,-1.1315032,1.0511556,18.0089569,-1.6495918,4.7624669
121,-13,-3.653543051150471,18.567514007536481,-13.0048237,-0.0005785,26.4462814,2.0705645,-1.5065391,4.0000000,-1.3653105,1.0497029,17.7432289,-1.6477678,5.9257793
122,-13,-3.646086411150471,18.567514007536481,-13.0053988,-0.0000826,28.9256191,0.4410098,-1.2360893,4.0000000,-0.8443392,1.0481499,17.4788799,-1.6278396,6.1147857
123,-13,-3.638629771150471,18.567514007536481,-13.0059404,0.0003306,30.5785122,-0.7735029,-1.1581861,4.0000000,-0.6775389,1.0460628,17.0938454,-1.6388333,8.0558558
124,-13,-3.631173131150471,18.567514007536481,-13.0064850,0.0007438,32.2314034,-0.8819811,-1.3231361,4.0000000,-0.9688267,1.0433795,16.6164093,-1.6774455,10.2239666
125,-13,-3.623716491150471,18.567514007536481,-13.0070229,0.0011570,33.8842964,0.6578053,-1.7459468,4.0000000,-1.6611995,1.0401042,15.9921064,-1.8306940,12.7055712
126,-13,-3.616259851150471,18.567514007536481,-13.0074959,0.0014876,34.7107430,3.2277486,-2.2648580,4.0000000,-2.4422612,1.0364691,15.2543430,-2.0874550,16.3962479
127,-13,-3.608803211150471,18.567514007536481,-13.0078497,0.0018182,35.5371895,4.6785140,-2.5139973,4.0000000,-2.6979375,1.0329014,14.4910774,-2.3300571,18.2885227
128,-13,-3.601346571150471,18.567514007536481,-13.0080242,0.0020661,36.3636360,3.8398159,-2.3319087,4.0000000,-2.1695411,1.0299538,13.8493214,-2.4942760,15.7548876
129,-13,-3.593889931150471,18.567514007536481,-13.0080605,0.0022314,36.3636360,2.1518512,-1.9676249,5.0000000,-1.4360656,1.0276470,13.3199120,-2.4991841,12.2304564
130,-13,-3.586433291150471,18.567514007536481,-13.0080233,0.0023967,35.5371895,-0.1357016,-1.4504957,4.0000000,-0.4503974,1.0255293,12.8242254,-2.4505939,9.2951164
131,-13,-3.578976651150471,18.567514007536481,-13.0079212,0.0023967,34.7107430,-1.5426059,-1.0987743,4.0000000,0.1260870,1.0234307,12.2925377,-2.3236356,8.4161253
132,-13,-3.571520011150471,18.567514007536481,-13.0078897,0.0023140,33.0578499,-1.0459106,-1.1657525,4.0000000,-0.1752066,1.0213672,11.7374573,-2.1562984,7.9837542
133,-13,-3.564063371150471,18.567514007536481,-13.0078506,0.0022314,31.4049587,1.4448322,-1.7365038,4.0000000,-1.3136519,1.0194218,11.1846704,-2.1593559,9.7867470
134,-13,-3.556606731150471,18.567514007536481,-13.0077171,0.0020661,28.9256191,2.9634469,-2.0980186,4.0000000,-1.9016387,1.0179096,10.7378769,-2.2943985,12.4784498
135,-13,-3.549150091150471,18.567514007536481,-13.0074310,0.0017355,25.6198349,2.7248657,-2.0264041,4.0000000,-1.6121566,1.0170286,10.4827032,-2.4406517,11.6241436
136,-13,-3.541693451150471,18.567514007536481,-13.0069981,0.0014050,22.3140488,1.0860264,-1.5441602,4.0000000,-0.7242396,1.0163735,10.3065205,-2.3640809,7.6884561
137,-13,-3.534236811150471,18.567514007536481,-13.0064697,0.0010744,19.0082645,-0.7663140,-0.8925263,4.0000000,0.2938720,1.0154299,10.0256195,-2.0789247,4.8821998
138,-13,-3.526780171150471,18.567514007536481,-13.0059156,0.0007438,15.7024794,-1.8760091,-0.3660155,4.0000000,1.0391897,1.0139773,9.5382853,-1.7712207,4.4745932
139,-13,-3.519323531150471,18.567514007536481,-13.0054035,0.0004132,12.3966942,-2.2007120,-0.0940440,4.0000000,1.3720392,1.0122232,8.8995562,-1.5601271,4.6443524
140,-13,-3.511866891150471,18.567514007536481,-13.0049410,0.0000000,9.0909090,-2.0581620,-0.0837799,4.0000000,1.2807524,1.0105157,8.2482433,-1.4483122,4.3113389
141,-13,-3.504410251150471,18.567514007536481,-13.0045214,-0.0004132,6.6115704,-1.6291950,-0.3105979,4.0000000,0.7815322,1.0090615,7.6405854,-1.4027281,3.7519636
142,-13,-3.496953611150471,18.567514007536481,-13.0041103,-0.0008264,4.1322312,-1.1644770,-0.5994886,4.0000000,0.2508748,1.0082048,7.2565746,-1.4498520,3.8560467
143,-13,-3.489496971150471,18.567514007536481,-13.0036182,-0.0012397,2.4793389,-0.9040917,-0.6560231,4.0000000,0.1643617,1.0079052,7.1492047,-1.4764080,3.6071877
144,-13,-3.482040331150471,18.567514007536481,-13.0030537,-0.0018182,0.8264463,-0.8195170,-0.4059568,4.0000000,0.4256141,1.0076884,7.1051846,-1.2375277,2.3489470
145,-13,-3.474583691150471,18.567514007536481,-13.0024557,-0.0023967,0.0000000,-0.7417480,-0.0611510,4.0000000,0.7584419,1.0074192,6.9894671,-0.8807439,1.5409101
146,-13,-3.467127051150471,18.567514007536481,-13.0018291,-0.0030579,0.0000000,-0.7006224,0.1236507,4.0000000,0.9421067,1.0069469,6.7195344,-0.6948054,1.5091553
147,-13,-3.459670411150471,18.567514007536481,-13.0012197,-0.0038843,0.0000000,-1.1164423,-0.0633643,5.0000000,0.8521239,1.0064330,6.4319873,-0.9788526,2.3036032
