OID_,ClipsFinal_DEM_Large_S3_RegJ,X,Y,DEM_Large_S1_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
34,-12,-7.777064971150471,21.915545367536478,-12.6284113,0.0029752,37.1900826,-0.1604028,-0.7478346,4.0000000,-1.0679747,1.0270398,13.1076088,-0.4276944,2.9009821
35,-12,-7.769608331150471,21.915545367536478,-12.6294241,0.0040496,43.8016510,-0.3147423,-0.6084940,4.0000000,-0.9069679,1.0254341,12.7384148,-0.3100201,2.3730581
36,-12,-7.762151691150471,21.915545367536478,-12.6303759,-0.0049587,3.3057852,-0.5643077,-0.5972850,4.0000000,-0.9435706,1.0240484,12.3945274,-0.2509996,2.8524909
37,-12,-7.754695051150471,21.915545367536478,-12.6312227,-0.0040496,4.9586778,-0.9092093,-0.5903301,4.0000000,-1.0409615,1.0225141,11.9933958,-0.1396988,3.5613577
38,-12,-7.747238411150471,21.915545367536478,-12.6319580,-0.0033058,6.6115704,-1.0157651,-0.3796040,4.0000000,-0.9153758,1.0213537,11.7046175,0.1561677,2.8746276
39,-12,-7.739781771150471,21.915545367536478,-12.6325998,-0.0026446,8.2644625,-0.7014040,0.0156870,4.0000000,-0.4770590,1.0207531,11.5291977,0.5084330,1.5221142
40,-12,-7.732325131150471,21.915545367536478,-12.6331930,-0.0019008,10.7438021,-0.3113547,0.3240888,4.0000000,-0.0908249,1.0206739,11.5212746,0.7390025,1.1080422
41,-12,-7.724868491150471,21.915545367536478,-12.6337976,-0.0012397,13.2231407,-0.3209377,0.3569847,4.0000000,-0.1041932,1.0207421,11.5602150,0.8181626,1.2213248
42,-12,-7.717411851150471,21.915545367536478,-12.6343908,-0.0005785,15.7024794,-0.7923573,0.1367245,4.0000000,-0.5023937,1.0205359,11.5208435,0.7758426,1.7855760
43,-12,-7.709955211150471,21.915545367536478,-12.6349401,0.0000826,18.1818180,-1.2139083,-0.0731417,4.0000000,-0.9256650,1.0200946,11.4094858,0.7793815,2.6648238
44,-12,-7.702498571150471,21.915545367536478,-12.6354151,0.0006612,20.6611576,-1.4710995,-0.1942048,4.0000000,-1.2316629,1.0195135,11.2268887,0.8432533,3.3770440
45,-12,-7.695041931150471,21.915545367536478,-12.6357965,0.0011570,22.3140488,-1.5722375,-0.1858918,4.0000000,-1.3246586,1.0188894,11.0491180,0.9528751,3.5739787
46,-12,-7.687585291150471,21.915545367536478,-12.6360855,0.0015702,23.9669418,-1.7199732,-0.1558809,4.0000000,-1.4031768,1.0184258,10.9438448,1.0914149,3.8396111
47,-12,-7.680128651150471,21.915545367536478,-12.6362877,0.0019008,24.7933884,-1.9215974,-0.1452403,4.0000000,-1.5138272,1.0181655,10.8877668,1.2233467,4.2573314
48,-12,-7.672672011150471,21.915545367536478,-12.6364040,0.0020661,24.7933884,-2.1782768,-0.1711146,4.0000000,-1.6563443,1.0179400,10.8319530,1.3141150,4.8496275
49,-12,-7.829261451150471,21.908088727536477,-12.6203117,-0.0047107,8.2644625,-1.0247546,-0.3333307,4.0000000,-1.2294745,1.0427850,16.4632797,0.5628131,3.0745535
50,-12,-7.821804811150471,21.908088727536477,-12.6218052,-0.0031405,12.3966942,-0.6533849,-0.3205900,3.0000000,-1.1458011,1.0408652,16.1135960,0.5046210,2.1221881
51,-12,-7.814348171150471,21.908088727536477,-12.6232948,-0.0017355,16.5289249,-0.2610239,-0.4595620,3.0000000,-1.1289802,1.0392656,15.8302250,0.2098561,1.7112327
52,-12,-7.806891531150471,21.908088727536477,-12.6247730,-0.0004132,21.4876041,-0.1397341,-0.6754139,4.0000000,-1.1679665,1.0369521,15.3329000,-0.1828613,2.5483272
53,-12,-7.799434891150471,21.908088727536477,-12.6261654,0.0009091,27.2727280,-0.2943130,-0.7010632,4.0000000,-1.0805756,1.0339736,14.6487188,-0.3215507,2.9990938
54,-12,-7.791978251150471,21.908088727536477,-12.6274595,0.0021488,33.0578499,-0.4514270,-0.6021255,4.0000000,-0.8515207,1.0315136,14.1442432,-0.3527303,2.7051110
55,-12,-7.784521611150471,21.908088727536477,-12.6286745,0.0033058,39.6694221,-0.7178241,-0.5847841,4.0000000,-0.7763572,1.0294297,13.6847010,-0.3932110,3.1762109
56,-12,-7.777064971150471,21.908088727536477,-12.6297865,0.0044628,46.2809906,-0.9738258,-0.4451113,4.0000000,-0.6525241,1.0273284,13.1436529,-0.2376985,3.0696893
57,-12,-7.769608331150471,21.908088727536477,-12.6307907,-0.0044628,4.9586778,-1.1883154,-0.2452765,4.0000000,-0.4669658,1.0258323,12.8030033,-0.0235872,2.9070015
58,-12,-7.762151691150471,21.908088727536477,-12.6317415,-0.0034711,7.4380164,-1.6599669,-0.1814401,4.0000000,-0.4776582,1.0247407,12.5414143,0.1147781,3.8134286
59,-12,-7.754695051150471,21.908088727536477,-12.6325951,-0.0025620,9.9173555,-2.3294904,-0.1715358,4.0000000,-0.6581172,1.0235887,12.2384052,0.3150457,5.2541866
60,-12,-7.747238411150471,21.908088727536477,-12.6333380,-0.0018182,12.3966942,-2.3993201,-0.0019796,4.0000000,-0.6913645,1.0228739,12.0502214,0.6874054,5.2472749
61,-12,-7.739781771150471,21.908088727536477,-12.6340084,-0.0010744,14.8760328,-1.5766077,0.3615212,4.0000000,-0.3759452,1.0225108,11.9279299,1.0989876,3.9619789
62,-12,-7.732325131150471,21.908088727536477,-12.6346130,-0.0002479,18.1818180,-0.7011916,0.6466729,4.0000000,-0.0483246,1.0224388,11.9362316,1.3416703,3.2721839
63,-12,-7.724868491150471,21.908088727536477,-12.6352234,0.0004959,21.4876041,-0.5613907,0.6641453,4.0000000,-0.0611349,1.0224447,11.9698429,1.3894255,3.0620184
64,-12,-7.717411851150471,21.908088727536477,-12.6358175,0.0011570,24.7933884,-1.2268502,0.3924277,4.0000000,-0.5050699,1.0220970,11.8838425,1.2899253,3.2829688
65,-12,-7.709955211150471,21.908088727536477,-12.6363697,0.0017355,27.2727280,-1.7512581,0.1287671,4.0000000,-0.9562584,1.0214742,11.7156372,1.2137926,3.8590877
66,-12,-7.702498571150471,21.908088727536477,-12.6368513,0.0022314,29.7520657,-1.9256828,-0.0362131,4.0000000,-1.2430470,1.0206940,11.5017366,1.1706207,4.1928906
67,-12,-7.695041931150471,21.908088727536477,-12.6372337,0.0026446,31.4049587,-1.7712811,-0.0759600,4.0000000,-1.2875432,1.0200353,11.3423967,1.1356232,3.8765492
68,-12,-7.687585291150471,21.908088727536477,-12.6375284,0.0029752,33.0578499,-1.7322094,-0.1280044,4.0000000,-1.3705082,1.0197800,11.2735596,1.1144994,3.8454366
69,-12,-7.680128651150471,21.908088727536477,-12.6377516,0.0032231,33.8842964,-1.8545411,-0.2266851,4.0000000,-1.5768920,1.0197206,11.2473249,1.1235218,4.2847452
70,-12,-7.672672011150471,21.908088727536477,-12.6378660,0.0033058,33.8842964,-2.0743201,-0.3463227,4.0000000,-1.8269696,1.0195022,11.2048073,1.1343243,5.0877542
71,-12,-7.665215371150471,21.908088727536477,-12.6378889,0.0033884,33.8842964,-2.1661339,-0.3854946,5.0000000,-1.8302979,1.0190108,11.0769348,1.0593086,5.4053559
72,-12,-7.836718091150471,21.900632087536476,-12.6204462,-0.0045455,8.2644625,-0.9263454,-0.2490722,4.0000000,-0.9131361,1.0402925,15.9684963,0.4149917,2.5236232
73,-12,-7.829261451150471,21.900632087536476,-12.6218843,-0.0030579,12.3966942,-0.6614054,-0.2347173,4.0000000,-0.9408090,1.0392984,15.7891159,0.4713742,1.8631755
74,-12,-7.821804811150471,21.900632087536476,-12.6233187,-0.0015702,17.3553715,-0.4460970,-0.1875594,4.0000000,-0.8305970,1.0386621,15.6469164,0.4554783,1.2467209
75,-12,-7.814348171150471,21.900632087536476,-12.6247835,-0.0002479,22.3140488,-0.1725329,-0.3458212,4.0000000,-0.8753878,1.0382615,15.6032639,0.1837454,1.0234933
76,-12,-7.806891531150471,21.900632087536476,-12.6262407,0.0009917,28.0991745,-0.0428598,-0.6026304,4.0000000,-0.9879721,1.0365096,15.2349148,-0.2172887,1.8548275
77,-12,-7.799434891150471,21.900632087536476,-12.6276026,0.0023140,34.7107430,-0.1153269,-0.6247180,4.0000000,-0.8863849,1.0339017,14.6820621,-0.3630511,2.0981195
78,-12,-7.791978251150471,21.900632087536476,-12.6288776,0.0035537,41.3223152,-0.2663307,-0.5227169,4.0000000,-0.6353440,1.0320348,14.3246870,-0.4100899,1.8626885
79,-12,-7.784521611150471,21.900632087536476,-12.6300898,-0.0052066,4.1322312,-0.6281918,-0.5471227,4.0000000,-0.5835769,1.0305842,14.0207367,-0.5106684,2.7760036
80,-12,-7.777064971150471,21.900632087536476,-12.6312075,-0.0040496,6.6115704,-1.0128282,-0.4133039,4.0000000,-0.4813604,1.0289733,13.6258888,-0.3452475,3.0444889
81,-12,-7.769608331150471,21.900632087536476,-12.6322117,-0.0029752,9.0909090,-1.2346563,-0.2154834,4.0000000,-0.3229377,1.0280656,13.4522886,-0.1080291,2.9735210
82,-12,-7.762151691150471,21.900632087536476,-12.6331711,-0.0019835,12.3966942,-1.6312222,-0.1603894,4.0000000,-0.3537318,1.0277077,13.3991327,0.0329530,3.7659955
83,-12,-7.754695051150471,21.900632087536476,-12.6340494,-0.0010744,15.7024794,-2.2037287,-0.1985742,4.0000000,-0.5979478,1.0271908,13.2444315,0.2007993,5.1046958
84,-12,-7.747238411150471,21.900632087536476,-12.6348295,-0.0002479,19.0082645,-2.2942798,-0.0915429,4.0000000,-0.7027858,1.0268277,13.1468792,0.5197001,5.1545777
85,-12,-7.739781771150471,21.900632087536476,-12.6355238,0.0004959,22.3140488,-1.6134861,0.2146069,4.0000000,-0.4715080,1.0263803,13.0507545,0.9007217,3.7549541
86,-12,-7.732325131150471,21.900632087536476,-12.6361303,0.0013223,26.4462814,-0.8535643,0.5000940,4.0000000,-0.1858122,1.0260868,13.0175066,1.1860002,2.9275138
87,-12,-7.724868491150471,21.900632087536476,-12.6367407,0.0020661,30.5785122,-0.6777741,0.5745323,4.0000000,-0.1905883,1.0259001,12.9735222,1.3396529,2.8693149
88,-12,-7.717411851150471,21.900632087536476,-12.6373281,0.0026446,33.8842964,-1.3326620,0.3712150,4.0000000,-0.6352051,1.0252713,12.7976055,1.3776352,3.4770625
89,-12,-7.709955211150471,21.900632087536476,-12.6378708,0.0031405,36.3636360,-1.8936832,0.1711409,4.0000000,-1.0406464,1.0243289,12.5332975,1.3829283,4.2597303
90,-12,-7.702498571150471,21.900632087536476,-12.6383410,0.0035537,38.8429756,-2.0867448,0.0734470,4.0000000,-1.2333410,1.0232313,12.2157860,1.3802350,4.5821943
91,-12,-7.695041931150471,21.900632087536476,-12.6387129,0.0038843,40.4958687,-1.9250561,0.0490928,4.0000000,-1.2325963,1.0223448,11.9824009,1.3307819,4.2066746
92,-12,-7.687585291150471,21.900632087536476,-12.6390142,0.0041322,42.1487617,-1.9552382,-0.0232643,4.0000000,-1.3393859,1.0218412,11.8518133,1.2928572,4.2741113
93,-12,-7.680128651150471,21.900632087536476,-12.6392517,0.0042975,42.9752083,-2.2593277,-0.1731166,4.0000000,-1.6559309,1.0214655,11.7513418,1.3096976,5.1003919
94,-12,-7.672672011150471,21.900632087536476,-12.6393671,0.0042975,42.9752083,-2.6914759,-0.3384043,5.0000000,-2.0121334,1.0210726,11.6406012,1.3353248,6.4551587
95,-12,-7.665215371150471,21.900632087536476,-12.6393661,0.0042975,42.9752083,-2.8469563,-0.3854901,4.0000000,-2.0229270,1.0206089,11.5040655,1.2519470,6.9363060
96,-12,-7.657758731150471,21.900632087536476,-12.6392202,0.0042149,42.1487617,-2.8379505,-0.3105815,4.0000000,-1.7233104,1.0200398,11.3393602,1.1021473,6.6374931
97,-12,-7.650302091150471,21.900632087536476,-12.6389751,0.0040496,40.4958687,-2.4429498,-0.1394984,4.0000000,-1.2136160,1.0195074,11.1830120,0.9346191,5.3860073
98,-12,-7.836718091150471,21.893175447536478,-12.6219654,-0.0028926,12.3966942,-0.5278680,-0.2310102,4.0000000,-0.7157031,1.0385165,15.6911316,0.2536828,1.5189997
99,-12,-7.829261451150471,21.893175447536478,-12.6233788,-0.0014876,17.3553715,-0.4490795,-0.2458044,4.0000000,-0.7738447,1.0380279,15.5412540,0.2822358,1.3700830
100,-12,-7.821804811150471,21.893175447536478,-12.6247997,-0.0000826,23.1404953,-0.3823941,-0.2323288,4.0000000,-0.7215987,1.0376934,15.4774132,0.2569412,1.1776785
101,-12,-7.814348171150471,21.893175447536478,-12.6262569,0.0011570,28.9256191,0.0270606,-0.4795317,4.0000000,-0.8936772,1.0373698,15.4848442,-0.0653862,1.0743797
102,-12,-7.806891531150471,21.893175447536478,-12.6276999,0.0023967,35.5371895,0.5427946,-0.8028716,4.0000000,-1.0806699,1.0355394,15.0969915,-0.5250734,1.7942857
103,-12,-7.799434891150471,21.893175447536478,-12.6290455,0.0037190,42.9752083,0.6617877,-0.8539687,4.0000000,-0.9709432,1.0332271,14.5891542,-0.7369943,1.8502097
104,-12,-7.791978251150471,21.893175447536478,-12.6303186,-0.0049587,4.9586778,0.5330415,-0.7803157,4.0000000,-0.6849393,1.0320882,14.3646297,-0.8756921,1.5363631
105,-12,-7.784521611150471,21.893175447536478,-12.6315536,-0.0037190,7.4380164,0.4452727,-0.8868971,4.0000000,-0.6481659,1.0312680,14.1996241,-1.1256285,2.4980402
106,-12,-7.777064971150471,21.893175447536478,-12.6327019,-0.0025620,10.7438021,0.1967722,-0.8493462,4.0000000,-0.5866885,1.0300409,13.9212866,-1.1120039,2.7508180
107,-12,-7.769608331150471,21.893175447536478,-12.6337376,-0.0014876,14.0495872,0.0151455,-0.7392293,4.0000000,-0.4838056,1.0295362,13.8470640,-0.9946530,2.3776860
108,-12,-7.762151691150471,21.893175447536478,-12.6347437,-0.0004959,18.1818180,-0.0549175,-0.7489208,4.0000000,-0.5486624,1.0294815,13.8463106,-0.9491792,2.6105154
109,-12,-7.754695051150471,21.893175447536478,-12.6356668,0.0004132,22.3140488,-0.0757113,-0.8545155,4.0000000,-0.8004648,1.0289506,13.7176571,-0.9085662,3.4399776
110,-12,-7.747238411150471,21.893175447536478,-12.6364880,0.0012397,26.4462814,-0.0945597,-0.8334469,4.0000000,-0.9202055,1.0284737,13.6420088,-0.7466882,3.3487172
111,-12,-7.739781771150471,21.893175447536478,-12.6372080,0.0019835,30.5785122,-0.1200683,-0.5923318,4.0000000,-0.7165387,1.0280645,13.5510864,-0.4681248,1.8599871
112,-12,-7.732325131150471,21.893175447536478,-12.6378145,0.0028099,35.5371895,-0.1150564,-0.3094026,4.0000000,-0.4444506,1.0280143,13.5455875,-0.1743547,0.6972303
113,-12,-7.724868491150471,21.893175447536478,-12.6384258,0.0034711,39.6694221,-0.1351962,-0.1599856,4.0000000,-0.4123025,1.0280349,13.5604677,0.0923313,0.4279566
114,-12,-7.717411851150471,21.893175447536478,-12.6389952,0.0039669,42.9752083,-0.3783730,-0.2401282,4.0000000,-0.7930105,1.0274789,13.4082470,0.3127539,1.1368431
115,-12,-7.709955211150471,21.893175447536478,-12.6395187,0.0043802,45.4545441,-0.7219784,-0.3016211,4.0000000,-1.1054749,1.0265322,13.1673498,0.5022327,2.0710120
116,-12,-7.702498571150471,21.893175447536478,-12.6399679,0.0047107,47.9338837,-0.9910439,-0.2683310,4.0000000,-1.2072239,1.0254711,12.8990993,0.6705620,2.5743036
117,-12,-7.695041931150471,21.893175447536478,-12.6403236,-0.0050413,0.0000000,-1.1291332,-0.2043773,4.0000000,-1.2095908,1.0247818,12.7195091,0.8008362,2.7267697
118,-12,-7.687585291150471,21.893175447536478,-12.6406145,-0.0048760,0.0000000,-1.3751411,-0.2289801,4.0000000,-1.3629957,1.0243909,12.6013689,0.9050355,3.3226311
119,-12,-7.680128651150471,21.893175447536478,-12.6408358,-0.0047934,0.0000000,-1.8387396,-0.3755950,4.0000000,-1.7632579,1.0239398,12.4940929,1.0120678,4.7837930
120,-12,-7.672672011150471,21.893175447536478,-12.6409473,-0.0047934,0.0000000,-2.3699684,-0.5611282,5.0000000,-2.1964903,1.0235070,12.3872194,1.0742339,6.7895164
121,-12,-7.665215371150471,21.893175447536478,-12.6409311,-0.0047934,0.0000000,-2.5962989,-0.6021067,4.0000000,-2.2221799,1.0231537,12.2860193,1.0179665,7.4932394
122,-12,-7.657758731150471,21.893175447536478,-12.6407576,-0.0048760,0.0000000,-2.5328043,-0.4795612,4.0000000,-1.8171005,1.0227343,12.1809483,0.8579780,6.6889396
123,-12,-7.650302091150471,21.893175447536478,-12.6404772,-0.0050413,0.0000000,-2.1168993,-0.2776885,4.0000000,-1.2113124,1.0222477,12.0499496,0.6559353,5.0182357
124,-12,-7.642845451150471,21.893175447536478,-12.6400995,-0.0052893,0.0000000,-1.9711061,-0.2827869,4.0000000,-0.9738098,1.0217427,11.9181461,0.4082361,4.6886163
125,-12,-7.844174731150471,21.885718807536477,-12.6221685,-0.0028926,11.5702477,-0.4562571,-0.3676120,4.0000000,-0.6094409,1.0369688,15.3987503,-0.1257831,1.7132028
126,-12,-7.836718091150471,21.885718807536477,-12.6235371,-0.0014876,16.5289249,-0.4217723,-0.4226861,4.0000000,-0.7895621,1.0370182,15.3966475,-0.0558102,1.8579595
127,-12,-7.829261451150471,21.885718807536477,-12.6249304,-0.0001653,22.3140488,-0.4695160,-0.4248829,4.0000000,-0.8601723,1.0362009,15.1947803,0.0104067,1.9781559
128,-12,-7.821804811150471,21.885718807536477,-12.6262989,0.0011570,28.9256191,-0.5393701,-0.3990977,4.0000000,-0.8505114,1.0355937,15.1035738,0.0523160,2.0353544
129,-12,-7.814348171150471,21.885718807536477,-12.6277113,0.0023967,35.5371895,0.0681320,-0.6474216,5.0000000,-1.0436937,1.0352529,15.0630808,-0.2511497,1.8574164
130,-12,-7.806891531150471,21.885718807536477,-12.6291285,0.0037190,42.9752083,0.8500232,-0.9562693,5.0000000,-1.1760794,1.0334790,14.6419249,-0.7364592,2.3023355
131,-12,-7.799434891150471,21.885718807536477,-12.6304464,-0.0048760,4.9586778,0.9245518,-0.9667080,4.0000000,-0.9644352,1.0315681,14.1834202,-0.9689808,2.1414518
132,-12,-7.791978251150471,21.885718807536477,-12.6317291,-0.0034711,8.2644625,0.7354434,-0.9025927,4.0000000,-0.6424578,1.0309473,14.0546045,-1.1627276,1.9580896
133,-12,-7.784521611150471,21.885718807536477,-12.6329899,-0.0022314,11.5702477,0.9593320,-1.0935540,4.0000000,-0.6428801,1.0303564,13.9496861,-1.5442278,3.1017318
134,-12,-7.777064971150471,21.885718807536477,-12.6341696,-0.0010744,15.7024794,0.9706296,-1.1611565,4.0000000,-0.6469857,1.0292072,13.6579695,-1.6753273,3.7237689
135,-12,-7.769608331150471,21.885718807536477,-12.6352367,-0.0000826,19.8347111,0.9122519,-1.1305890,4.0000000,-0.6266088,1.0286407,13.5305462,-1.6345692,3.5420728
136,-12,-7.762151691150471,21.885718807536477,-12.6362734,0.0009091,24.7933884,1.0410347,-1.1694794,4.0000000,-0.7276694,1.0282665,13.4570465,-1.6112895,3.6645451
137,-12,-7.754695051150471,21.885718807536477,-12.6372185,0.0018182,29.7520657,1.3505762,-1.3037206,4.0000000,-0.9620290,1.0273297,13.2243118,-1.6454121,4.4617987
138,-12,-7.747238411150471,21.885718807536477,-12.6380625,0.0026446,34.7107430,1.4665757,-1.3454299,4.0000000,-1.0695858,1.0266488,13.0767756,-1.6212740,4.7040291
139,-12,-7.739781771150471,21.885718807536477,-12.6388226,0.0033884,39.6694221,1.1358238,-1.1728991,4.0000000,-0.8865227,1.0262276,12.9535503,-1.4592756,3.5095344
140,-12,-7.732325131150471,21.885718807536477,-12.6394711,0.0041322,44.6280975,0.7145716,-0.9257119,4.0000000,-0.6188622,1.0263165,12.9836016,-1.2325617,2.1542995
141,-12,-7.724868491150471,21.885718807536477,-12.6400967,-0.0052893,0.0000000,0.5512109,-0.7797606,4.0000000,-0.5659685,1.0265851,13.0756931,-0.9935527,1.4400833
142,-12,-7.717411851150471,21.885718807536477,-12.6406765,-0.0047934,0.8264463,0.6800951,-0.8437209,4.0000000,-0.8967331,1.0263566,13.0314322,-0.7907088,1.6634036
143,-12,-7.709955211150471,21.885718807536477,-12.6411886,-0.0043802,1.6528926,0.6276134,-0.8679908,4.0000000,-1.1344773,1.0258919,12.9366865,-0.6015043,2.0040300
144,-12,-7.702498571150471,21.885718807536477,-12.6416225,-0.0040496,2.4793389,0.4258355,-0.7956271,4.0000000,-1.1656066,1.0254576,12.8370438,-0.4256476,1.9276381
145,-12,-7.695041931150471,21.885718807536477,-12.6419811,-0.0038843,2.4793389,0.2368322,-0.7270904,4.0000000,-1.1987772,1.0253253,12.8154669,-0.2554035,1.8939085
146,-12,-7.687585291150471,21.885718807536477,-12.6422920,-0.0037190,2.4793389,0.1276587,-0.7733811,4.0000000,-1.4164146,1.0252405,12.8072348,-0.1303476,2.4774961
147,-12,-7.680128651150471,21.885718807536477,-12.6425104,-0.0036364,2.4793389,0.0401777,-0.9519960,4.0000000,-1.8730305,1.0249194,12.7475576,-0.0309615,4.1153250
148,-12,-7.672672011150471,21.885718807536477,-12.6426210,-0.0036364,2.4793389,-0.0556694,-1.1699361,5.0000000,-2.3561590,1.0245873,12.6712093,0.0162868,6.4750834
