OID_,ClipsFinal_DEM_Large_S3_RegC,X,Y,DEM_Large_S1_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
27,-13,-4.921171851150472,18.492947607536482,-13.2872143,0.0017355,41.3223152,-0.5362709,-0.2414970,4.0000000,-0.1659403,1.1324602,28.0646820,-0.3170537,2.1299336
28,-13,-5.070304651150472,18.485490967536482,-13.2899895,0.0052066,47.9338837,-2.9643319,1.4377487,4.0000000,1.7750455,1.0857195,23.0047798,1.1004518,20.3104496
29,-13,-5.062848011150472,18.485490967536482,-13.2909918,-0.0038843,21.4876041,-3.1244276,1.3054737,4.0000000,1.3127110,1.0936806,23.9970398,1.2982363,18.8477249
30,-13,-5.055391371150472,18.485490967536482,-13.2920675,-0.0028926,24.7933884,-4.3503556,0.9636368,4.0000000,0.4328871,1.0996109,24.6908588,1.4943864,17.7045784
31,-13,-5.047934731150472,18.485490967536482,-13.2930250,-0.0019008,28.9256191,-4.8972692,0.7080108,4.0000000,-0.2624569,1.1037813,25.1717796,1.6784785,16.8505249
32,-13,-5.040478091150472,18.485490967536482,-13.2939415,-0.0009917,32.2314034,-3.6421943,0.7402116,4.0000000,-0.2706244,1.1075759,25.5861168,1.7510477,13.4805183
33,-13,-5.033021451150472,18.485490967536482,-13.2947569,-0.0001653,34.7107430,-3.3404782,0.5734637,4.0000000,-0.5632703,1.1109729,25.9624195,1.7101976,11.4949312
34,-13,-5.025564811150472,18.485490967536482,-13.2955503,0.0006612,37.1900826,-2.6178353,0.4578364,4.0000000,-0.6705100,1.1132979,26.2138157,1.5861827,8.7865095
35,-13,-5.018108171150472,18.485490967536482,-13.2962036,0.0013223,38.8429756,-2.5014248,0.1618537,4.0000000,-1.0357320,1.1146617,26.3802490,1.3594395,7.7728105
36,-13,-5.010651531150472,18.485490967536482,-13.2968264,0.0018182,40.4958687,-2.4002151,-0.2213491,4.0000000,-1.5001881,1.1158257,26.4918690,1.0574899,8.3115139
37,-13,-5.003194891150472,18.485490967536482,-13.2972956,0.0021488,42.1487617,-2.0753648,-0.6368543,4.0000000,-2.0350356,1.1164087,26.5240841,0.7613269,10.4368219
38,-13,-4.995738251150472,18.485490967536482,-13.2975712,0.0023140,42.9752083,-1.0678962,-0.7363295,4.0000000,-1.9198393,1.1170343,26.5889435,0.4471802,8.1127424
39,-13,-4.988281611150472,18.485490967536482,-13.2977095,0.0023140,42.9752083,-0.3511791,-0.8430066,5.0000000,-1.8411046,1.1175960,26.6493931,0.1550913,6.8856378
40,-13,-4.980824971150472,18.485490967536482,-13.2977028,0.0023140,42.9752083,0.1887058,-1.0466276,4.0000000,-1.9976045,1.1179769,26.6968975,-0.0956507,7.8668351
41,-13,-4.973368331150472,18.485490967536482,-13.2975264,0.0019835,42.9752083,0.7021503,-1.3549242,4.0000000,-2.4017670,1.1185101,26.7353401,-0.3080814,11.6056499
42,-13,-4.965911691150472,18.485490967536482,-13.2971859,0.0014050,41.3223152,1.1025268,-1.5134101,4.0000000,-2.5165493,1.1194751,26.8011837,-0.5102708,13.4228859
43,-13,-4.958455051150472,18.485490967536482,-13.2965851,0.0006612,39.6694221,1.4294472,-1.5922142,4.0000000,-2.4651093,1.1204565,26.9034557,-0.7193192,13.8201580
44,-13,-4.950998411150472,18.485490967536482,-13.2958279,-0.0002479,37.1900826,1.6431911,-1.5083448,4.0000000,-2.1161757,1.1218350,27.0493450,-0.9005139,10.8301735
45,-13,-4.943541771150472,18.485490967536482,-13.2948656,-0.0011570,34.7107430,2.2104332,-1.6996986,4.0000000,-2.2931621,1.1241106,27.2898121,-1.1062351,13.2702160
46,-13,-4.936085131150472,18.485490967536482,-13.2937794,-0.0023967,31.4049587,2.5822346,-1.7887266,4.0000000,-2.2115755,1.1282551,27.6857185,-1.3658777,13.9504290
47,-13,-4.928628491150472,18.485490967536482,-13.2924032,-0.0036364,27.2727280,2.2058282,-1.6173681,4.0000000,-1.6394068,1.1322517,28.1293926,-1.5953294,10.3402376
48,-13,-4.921171851150472,18.485490967536482,-13.2908773,-0.0050413,23.1404953,0.6879756,-1.0554947,4.0000000,-0.4847640,1.1332204,28.2194958,-1.6262255,4.2412539
49,-13,-4.913715211150472,18.485490967536482,-13.2892742,0.0035537,47.1074371,-0.3659543,-0.6558553,4.0000000,0.2307680,1.1313412,28.0200233,-1.5424786,3.1984711
50,-13,-4.906258571150472,18.485490967536482,-13.2876844,0.0022314,42.9752083,-0.7333373,-0.4721982,4.0000000,0.5040115,1.1277119,27.6392899,-1.4484079,3.2095108
51,-13,-4.898801931150472,18.485490967536482,-13.2861223,0.0007438,38.8429756,-0.6920965,-0.3299816,4.0000000,0.5648597,1.1242586,27.2979202,-1.2248229,2.5485036
52,-13,-5.085217931150472,18.478034327536481,-13.2908964,-0.0041322,18.1818180,-7.3100076,0.0555294,4.0000000,1.5096217,1.0779791,21.9872074,-1.3985629,19.9238777
53,-13,-5.077761291150472,18.478034327536481,-13.2920094,-0.0028926,22.3140488,-5.9000950,0.3792488,4.0000000,1.6888394,1.0864712,23.1200199,-0.9303419,17.8386745
54,-13,-5.070304651150472,18.478034327536481,-13.2931042,-0.0018182,26.4462814,-4.4130836,0.5101916,4.0000000,1.5925132,1.0951724,24.1847916,-0.5721300,14.9083338
55,-13,-5.062848011150472,18.478034327536481,-13.2942629,-0.0007438,30.5785122,-3.5277822,0.3137607,4.0000000,1.0068684,1.1034555,25.1836300,-0.3793469,11.4030333
56,-13,-5.055391371150472,18.478034327536481,-13.2954597,0.0002479,33.8842964,-3.0877280,-0.0579121,4.0000000,0.0954674,1.1087668,25.7818489,-0.2112915,9.4040871
57,-13,-5.047934731150472,18.478034327536481,-13.2965288,0.0012397,38.0165291,-2.5470858,-0.3153731,4.0000000,-0.5540128,1.1120962,26.1151962,-0.0767334,8.5605879
58,-13,-5.040478091150472,18.478034327536481,-13.2975330,0.0021488,41.3223152,-1.6365473,-0.2831179,4.0000000,-0.5510530,1.1147536,26.3919086,-0.0151827,5.6975384
59,-13,-5.033021451150472,18.478034327536481,-13.2984142,0.0029752,43.8016510,-1.0715405,-0.4507301,4.0000000,-0.8766123,1.1168005,26.6314201,-0.0248478,4.9314508
60,-13,-5.025564811150472,18.478034327536481,-13.2992554,0.0038017,46.2809906,-0.4481528,-0.5375146,4.0000000,-0.9741228,1.1177623,26.7086086,-0.1009065,3.5963933
61,-13,-5.018108171150472,18.478034327536481,-13.2999287,0.0044628,47.9338837,0.0970480,-0.7808276,4.0000000,-1.2882277,1.1178173,26.7062721,-0.2734275,4.1605039
62,-13,-5.010651531150472,18.478034327536481,-13.3005762,-0.0050413,23.9669418,0.7603719,-1.1037365,4.0000000,-1.6741015,1.1174334,26.6528225,-0.5333717,6.2707553
63,-13,-5.003194891150472,18.478034327536481,-13.3010626,-0.0047107,24.7933884,1.6492757,-1.4733084,4.0000000,-2.1483636,1.1163596,26.5146198,-0.7982535,9.9914818
64,-13,-4.995738251150472,18.478034327536481,-13.3013515,-0.0045455,25.6198349,2.1088123,-1.5313187,4.0000000,-2.0064771,1.1156353,26.4260025,-1.0561603,9.2294731
65,-13,-4.988281611150472,18.478034327536481,-13.3014822,-0.0045455,25.6198349,2.4923880,-1.6120008,5.0000000,-1.9375639,1.1151621,26.3849525,-1.2864379,9.3264885
66,-13,-4.980824971150472,18.478034327536481,-13.3014765,-0.0045455,25.6198349,3.1194048,-1.7973745,4.0000000,-2.1160932,1.1149163,26.3547192,-1.4786561,11.4031944
67,-13,-4.973368331150472,18.478034327536481,-13.3012943,-0.0047934,23.9669418,4.1070189,-2.0902035,4.0000000,-2.5341554,1.1149588,26.3575745,-1.6462516,15.9846010
68,-13,-4.965911691150472,18.478034327536481,-13.3009405,-0.0052893,22.3140488,4.5752125,-2.2142565,4.0000000,-2.6110685,1.1155646,26.4144039,-1.8174448,17.8588581
69,-13,-4.958455051150472,18.478034327536481,-13.3003283,-0.0060331,19.8347111,4.8530078,-2.2733033,4.0000000,-2.4959486,1.1165324,26.5059223,-2.0506577,18.2084618
70,-13,-4.950998411150472,18.478034327536481,-13.2995396,0.0030579,46.2809906,4.5247641,-2.1667793,4.0000000,-2.0536828,1.1176448,26.5997391,-2.2798758,15.2461424
71,-13,-4.943541771150472,18.478034327536481,-13.2985640,0.0021488,43.8016510,5.6272907,-2.4133937,4.0000000,-2.2960844,1.1187472,26.7192249,-2.5307031,18.9841213
72,-13,-4.936085131150472,18.478034327536481,-13.2974787,0.0009917,40.4958687,6.3256373,-2.5634477,4.0000000,-2.3485858,1.1216099,26.9914780,-2.7783096,21.3729553
73,-13,-4.928628491150472,18.478034327536481,-13.2960882,-0.0002479,36.3636360,5.6257825,-2.4444907,4.0000000,-1.9355232,1.1251575,27.4032955,-2.9534583,19.0106964
74,-13,-4.921171851150472,18.478034327536481,-13.2945261,-0.0016529,32.2314034,2.3055778,-1.8380042,4.0000000,-0.8175423,1.1263270,27.5208950,-2.8584661,11.8641739
75,-13,-4.913715211150472,18.478034327536481,-13.2928762,-0.0031405,27.2727280,0.0340434,-1.3984646,4.0000000,-0.0967853,1.1250272,27.3792706,-2.7001438,9.9964886
76,-13,-4.906258571150472,18.478034327536481,-13.2912397,-0.0045455,23.1404953,-0.9279867,-1.1558698,4.0000000,0.2374865,1.1221384,27.0551281,-2.5492260,9.3324165
77,-13,-4.898801931150472,18.478034327536481,-13.2896204,0.0038843,47.9338837,-1.3875874,-0.9239541,4.0000000,0.3964934,1.1193649,26.7801266,-2.2444015,8.1980820
78,-13,-4.891345291150472,18.478034327536481,-13.2880087,0.0024793,43.8016510,-1.5241452,-0.7128025,4.0000000,0.4595420,1.1164153,26.4634171,-1.8851471,6.8931322
79,-13,-4.883888651150472,18.478034327536481,-13.2864838,0.0009917,39.6694221,-1.2262890,-0.6249627,4.0000000,0.3555818,1.1143248,26.2304573,-1.6055073,5.4706497
80,-13,-5.100131211150472,18.470577687536480,-13.2910233,-0.0042149,16.5289249,-8.2447920,-0.6484630,4.0000000,1.8689301,1.0666275,20.3518562,-3.1658561,22.5694809
81,-13,-5.092674571150472,18.470577687536480,-13.2923985,-0.0028099,20.6611576,-8.1978474,-0.6747713,4.0000000,1.6872274,1.0736215,21.3247128,-3.0367701,23.1490288
82,-13,-5.085217931150472,18.470577687536480,-13.2936859,-0.0014876,24.7933884,-7.6375160,-0.6103934,4.0000000,1.5702521,1.0812030,22.3454170,-2.7910390,21.9402580
83,-13,-5.077761291150472,18.470577687536480,-13.2949781,-0.0001653,29.7520657,-6.5845017,-0.4258128,4.0000000,1.6329731,1.0896441,23.4290619,-2.4845986,18.9320240
84,-13,-5.070304651150472,18.470577687536480,-13.2962589,0.0009917,34.7107430,-4.9186406,-0.4149553,4.0000000,1.3535500,1.0978657,24.4105148,-2.1834607,14.6733227
85,-13,-5.062848011150472,18.470577687536480,-13.2975578,0.0021488,39.6694221,-3.0265911,-0.6722840,4.0000000,0.6485823,1.1049535,25.2574558,-1.9931504,10.8089027
86,-13,-5.055391371150472,18.470577687536480,-13.2988472,0.0032231,42.9752083,-1.3036371,-1.0124462,4.0000000,-0.2463137,1.1089032,25.6652031,-1.7785785,9.2847233
87,-13,-5.047934731150472,18.470577687536480,-13.2999964,0.0042975,47.1074371,-0.2186867,-1.1873093,4.0000000,-0.8110312,1.1109943,25.8494072,-1.5635873,8.7902384
88,-13,-5.040478091150472,18.470577687536480,-13.3010473,-0.0047107,23.1404953,0.1445662,-1.0675918,4.0000000,-0.7907228,1.1126071,26.0038433,-1.3444607,6.2393479
89,-13,-5.033021451150472,18.470577687536480,-13.3019810,-0.0038017,26.4462814,0.7965841,-1.1902391,4.0000000,-1.1846244,1.1137420,26.1259251,-1.1958537,6.3617125
90,-13,-5.025564811150472,18.470577687536480,-13.3028498,-0.0029752,28.9256191,1.1683288,-1.1982681,4.0000000,-1.3307315,1.1136854,26.1056232,-1.0658046,5.5548406
91,-13,-5.018108171150472,18.470577687536480,-13.3035421,-0.0023140,31.4049587,1.6284703,-1.3267298,4.0000000,-1.6078271,1.1127084,25.9804115,-1.0456325,6.4131942
92,-13,-5.010651531150472,18.470577687536480,-13.3041782,-0.0017355,33.0578499,2.1691644,-1.5184497,4.0000000,-1.8853763,1.1111207,25.7820072,-1.1515230,8.3095560
93,-13,-5.003194891150472,18.470577687536480,-13.3046503,-0.0014050,33.8842964,3.1084259,-1.8247519,4.0000000,-2.2901971,1.1087416,25.5171680,-1.3593066,11.9920816
94,-13,-4.995738251150472,18.470577687536480,-13.3049374,-0.0012397,34.7107430,3.4078701,-1.8710337,4.0000000,-2.1263976,1.1070606,25.3368168,-1.6156696,11.5738964
95,-13,-4.988281611150472,18.470577687536480,-13.3050661,-0.0012397,34.7107430,3.7989519,-1.9622947,5.0000000,-2.0541360,1.1061701,25.2367668,-1.8704532,12.1078396
96,-13,-4.980824971150472,18.470577687536480,-13.3050470,-0.0012397,34.7107430,4.6233521,-2.1690176,4.0000000,-2.2287569,1.1056987,25.1831532,-2.1092782,14.7086992
97,-13,-4.973368331150472,18.470577687536480,-13.3048630,-0.0014876,33.0578499,6.2659955,-2.5409176,4.0000000,-2.6877515,1.1054934,25.1741905,-2.3940837,20.6479759
98,-13,-4.965911691150472,18.470577687536480,-13.3044863,-0.0019835,31.4049587,7.1779566,-2.7314157,4.0000000,-2.7404625,1.1057346,25.2236710,-2.7223690,23.6010361
99,-13,-4.958455051150472,18.470577687536480,-13.3038597,-0.0027273,28.9256191,7.6360149,-2.8375685,4.0000000,-2.5667281,1.1063246,25.3098927,-3.1084092,24.9189854
100,-13,-4.950998411150472,18.470577687536480,-13.3030529,-0.0037190,25.6198349,6.7114620,-2.7188540,4.0000000,-1.9974080,1.1071929,25.3762379,-3.4402997,22.3131332
101,-13,-4.943541771150472,18.470577687536480,-13.3020449,-0.0047107,22.3140488,8.2493067,-2.9892869,4.0000000,-2.2400608,1.1075633,25.4081783,-3.7385128,26.7446842
102,-13,-4.936085131150472,18.470577687536480,-13.3009300,-0.0059504,19.0082645,9.2857800,-3.1560662,4.0000000,-2.3800828,1.1095818,25.6175938,-3.9320498,29.7754097
103,-13,-4.928628491150472,18.470577687536480,-13.2994995,0.0027273,45.4545441,8.4791832,-3.0500913,4.0000000,-2.1425302,1.1129460,26.0705070,-3.9576526,28.1518898
104,-13,-4.921171851150472,18.470577687536480,-13.2979097,0.0014050,41.3223152,3.7469428,-2.3863668,4.0000000,-1.1216488,1.1145664,26.2457752,-3.6510849,20.0642700
105,-13,-4.913715211150472,18.470577687536480,-13.2962208,0.0000000,36.3636360,0.4662276,-1.8895948,4.0000000,-0.4136779,1.1139721,26.1625519,-3.3655117,17.2411766
106,-13,-4.906258571150472,18.470577687536480,-13.2945433,-0.0013223,32.2314034,-1.0923826,-1.5958331,4.0000000,-0.0517120,1.1116751,25.9042587,-3.1399541,16.0228596
107,-13,-4.898801931150472,18.470577687536480,-13.2928905,-0.0028926,27.2727280,-2.3557765,-1.2886930,4.0000000,0.2024136,1.1094613,25.6847534,-2.7797995,15.0282001
108,-13,-4.891345291150472,18.470577687536480,-13.2912521,-0.0043802,22.3140488,-2.9456518,-1.0456213,4.0000000,0.3305426,1.1067144,25.3713608,-2.4217851,13.8217449
109,-13,-4.883888651150472,18.470577687536480,-13.2897482,0.0040496,48.7603302,-2.3500147,-0.9980608,4.0000000,0.1772268,1.1050770,25.1578426,-2.1733484,11.6770391
110,-13,-4.876432011150472,18.470577687536480,-13.2882690,0.0026446,44.6280975,-2.0622010,-0.8979134,4.0000000,0.0536506,1.1051083,25.1937542,-1.8494775,10.0386982
111,-13,-4.868975371150472,18.470577687536480,-13.2868156,0.0013223,40.4958687,-2.2495070,-0.7103131,4.0000000,0.1731750,1.1042715,25.1242256,-1.5938011,9.0271616
112,-13,-5.107587851150472,18.463121047536482,-13.2918253,-0.0036364,17.3553715,-7.1054020,-0.7823606,4.0000000,1.8956934,1.0632107,19.8412285,-3.4604146,20.1152611
113,-13,-5.100131211150472,18.463121047536482,-13.2933950,-0.0019835,22.3140488,-7.4658275,-0.8465440,4.0000000,1.8653171,1.0698810,20.8296127,-3.5584052,21.8854351
114,-13,-5.092674571150472,18.463121047536482,-13.2949724,-0.0004959,27.2727280,-7.4350438,-0.9549128,4.0000000,1.6841900,1.0763061,21.6896343,-3.5940156,23.0749950
115,-13,-5.085217931150472,18.463121047536482,-13.2964506,0.0009091,32.2314034,-7.0533547,-0.9797701,4.0000000,1.5336437,1.0831453,22.5945282,-3.4931841,22.7821331
116,-13,-5.077761291150472,18.463121047536482,-13.2979279,0.0023140,38.0165291,-6.2079659,-0.8744075,4.0000000,1.4880676,1.0909522,23.5950260,-3.2368827,20.1607151
117,-13,-5.070304651150472,18.463121047536482,-13.2993631,0.0036364,43.8016510,-4.3924441,-0.9145954,4.0000000,1.0787873,1.0982748,24.4730911,-2.9079781,15.9142656
118,-13,-5.062848011150472,18.463121047536482,-13.3007956,-0.0051240,19.8347111,-2.0946863,-1.1699041,4.0000000,0.3051243,1.1044018,25.2208939,-2.6449325,12.5622072
119,-13,-5.055391371150472,18.463121047536482,-13.3021784,-0.0039669,23.9669418,-0.0655791,-1.4543625,4.0000000,-0.5657349,1.1077130,25.5707874,-2.3429902,11.5425587
120,-13,-5.047934731150472,18.463121047536482,-13.3034134,-0.0027273,28.0991745,0.9548486,-1.5468023,4.0000000,-1.0506091,1.1095897,25.7455311,-2.0429955,10.8317499
121,-13,-5.040478091150472,18.463121047536482,-13.3045301,-0.0015702,32.2314034,1.0253705,-1.3773724,4.0000000,-1.0031383,1.1113052,25.9239674,-1.7516066,7.9312510
122,-13,-5.033021451150472,18.463121047536482,-13.3055143,-0.0005785,35.5371895,1.7106428,-1.4996327,4.0000000,-1.4245002,1.1126897,26.0995712,-1.5747651,8.5816908
123,-13,-5.025564811150472,18.463121047536482,-13.3064041,0.0003306,38.0165291,2.0390851,-1.5059050,4.0000000,-1.6426306,1.1127201,26.1033115,-1.3691796,8.1158266
124,-13,-5.018108171150472,18.463121047536482,-13.3070946,0.0010744,40.4958687,2.3543611,-1.5761150,4.0000000,-1.9091587,1.1113657,25.9702606,-1.2430714,8.8729935
125,-13,-5.010651531150472,18.463121047536482,-13.3077183,0.0017355,42.1487617,2.5493262,-1.6545329,4.0000000,-2.0691888,1.1090876,25.7232628,-1.2398770,9.9515877
126,-13,-5.003194891150472,18.463121047536482,-13.3081570,0.0021488,42.9752083,3.2822499,-1.8975041,4.0000000,-2.3831918,1.1060593,25.3710117,-1.4118164,13.1262045
127,-13,-4.995738251150472,18.463121047536482,-13.3084173,0.0023967,43.8016510,3.4761083,-1.9231576,4.0000000,-2.1767905,1.1035838,25.0971184,-1.6695248,12.4599028
128,-13,-4.988281611150472,18.463121047536482,-13.3085327,0.0023140,43.8016510,4.0438237,-2.0608399,5.0000000,-2.1175060,1.1017381,24.8999538,-2.0041740,13.5247269
129,-13,-4.980824971150472,18.463121047536482,-13.3085060,0.0022314,43.8016510,5.1758599,-2.3341157,4.0000000,-2.2927153,1.1002873,24.7328796,-2.3755159,16.9985256
130,-13,-4.973368331150472,18.463121047536482,-13.3083038,0.0019008,42.1487617,7.3946028,-2.7987626,4.0000000,-2.7775707,1.0991710,24.5952911,-2.8199542,24.5511322
131,-13,-4.965911691150472,18.463121047536482,-13.3079004,0.0013223,40.4958687,8.6653280,-3.0460491,4.0000000,-2.7795975,1.0985683,24.5081444,-3.3125010,28.4492455
132,-13,-4.958455051150472,18.463121047536482,-13.3072300,0.0005785,38.0165291,9.2423801,-3.1851256,4.0000000,-2.5724027,1.0979648,24.4558563,-3.7978487,30.5740280
133,-13,-4.950998411150472,18.463121047536482,-13.3063936,-0.0004132,34.7107430,7.7563033,-3.0295341,4.0000000,-1.9255513,1.0976750,24.3976021,-4.1335168,27.6903267
134,-13,-4.943541771150472,18.463121047536482,-13.3053293,-0.0014876,30.5785122,9.1946697,-3.2442892,4.0000000,-2.1323974,1.0970094,24.3145123,-4.3561807,31.0631580
135,-13,-4.936085131150472,18.463121047536482,-13.3041706,-0.0028099,26.4462814,10.3091459,-3.3885624,4.0000000,-2.3150051,1.0982983,24.4263210,-4.4621201,33.4845352
136,-13,-4.928628491150472,18.463121047536482,-13.3027105,-0.0042149,22.3140488,9.7738800,-3.3061774,4.0000000,-2.2416635,1.1017517,24.8891487,-4.3706913,32.3036880
137,-13,-4.921171851150472,18.463121047536482,-13.3010950,-0.0056198,18.1818180,4.5144844,-2.6341329,4.0000000,-1.3187058,1.1037297,25.1345615,-3.9495599,24.2571392
138,-13,-4.913715211150472,18.463121047536482,-13.2993774,0.0028926,45.4545441,0.6469347,-2.1246676,4.0000000,-0.6366304,1.1035799,25.0989056,-3.6127048,21.5661221
139,-13,-4.906258571150472,18.463121047536482,-13.2976685,0.0015702,41.3223152,-1.4218600,-1.8230854,4.0000000,-0.2776394,1.1018339,24.8699360,-3.3685315,20.8812046
140,-13,-4.898801931150472,18.463121047536482,-13.2959776,0.0000826,36.3636360,-3.5768867,-1.4702394,4.0000000,0.0362596,1.0999429,24.6741505,-2.9767385,20.9088421
141,-13,-4.891345291150472,18.463121047536482,-13.2943201,-0.0013223,31.4049587,-4.8170929,-1.2013416,4.0000000,0.2195076,1.0969229,24.2911663,-2.6221907,20.6515160
142,-13,-4.883888651150472,18.463121047536482,-13.2928257,-0.0028926,26.4462814,-3.8395915,-1.2037933,4.0000000,0.0104723,1.0949032,24.0439835,-2.4180589,17.9787235
143,-13,-4.876432011150472,18.463121047536482,-13.2913656,-0.0043802,21.4876041,-3.2748697,-1.1416479,4.0000000,-0.1819716,1.0954378,24.1506386,-2.1013243,15.9119415
144,-13,-4.868975371150472,18.463121047536482,-13.2899303,0.0042149,49.5867767,-3.4892030,-0.9622148,4.0000000,-0.0469217,1.0953393,24.1299572,-1.8775079,14.5501060
145,-13,-4.861518731150472,18.463121047536482,-13.2886381,0.0028099,45.4545441,-2.4875927,-0.9737509,4.0000000,-0.2152948,1.0957994,24.1497517,-1.7322071,11.9365168
146,-13,-4.854062091150472,18.463121047536482,-13.2873764,0.0016529,42.1487617,-1.3968478,-1.0468894,4.0000000,-0.5964099,1.0981802,24.4530792,-1.4973689,10.0005932
147,-13,-4.794408971150472,18.463121047536482,-13.2756424,0.0003306,37.1900826,-0.5686800,-0.4325806,4.0000000,0.3626271,1.1139194,26.1608715,-1.2277882,2.5031276
148,-13,-4.786952331150472,18.463121047536482,-13.2740793,-0.0012397,31.4049587,-0.6842815,-0.7210596,4.0000000,0.0959949,1.1118265,25.9438629,-1.5381141,4.5846925
