OID_,ClipsFinal_DEM_Large_S3_RegG2,X,Y,DEM_Large_S1_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1,-12,-6.822615051150471,20.297454487536477,-12.9505768,-0.0052066,15.7024794,0.9418648,-1.2975341,4.0000000,-1.8558738,1.0843583,22.8573036,-0.7391943,7.4621964
2,-12,-6.815158411150471,20.297454487536477,-12.9524574,-0.0034711,19.8347111,1.3641709,-1.5917060,4.0000000,-2.3039727,1.0765111,21.7087879,-0.8794393,10.9267559
3,-12,-6.807701771150471,20.297454487536477,-12.9540949,-0.0015702,24.7933884,1.0636489,-1.3791906,4.0000000,-2.1106448,1.0704290,20.8529778,-0.6477364,7.9653840
4,-12,-6.800245131150471,20.297454487536477,-12.9556704,0.0000826,29.7520657,0.6557799,-1.0934683,4.0000000,-1.7375208,1.0658164,20.2166348,-0.4494157,4.9733229
5,-12,-6.792788491150471,20.297454487536477,-12.9570808,0.0016529,35.5371895,0.3515931,-0.8840016,4.0000000,-1.4881936,1.0612197,19.4962025,-0.2798095,3.4085796
6,-12,-6.785331851150471,20.297454487536477,-12.9584017,0.0032231,42.1487617,-0.0310604,-0.4798044,4.0000000,-0.9832343,1.0584404,19.0803185,0.0236256,1.3771790
7,-12,-6.830071691150471,20.289997847536480,-12.9509392,-0.0046281,16.5289249,0.5564022,-0.9235580,4.0000000,-1.4283115,1.0850214,22.9085026,-0.4188046,3.6626432
8,-12,-6.822615051150471,20.289997847536480,-12.9529686,-0.0028926,21.4876041,1.9677167,-1.5474243,4.0000000,-2.0423217,1.0809220,22.3963375,-1.0525267,8.4711647
9,-12,-6.815158411150471,20.289997847536480,-12.9548311,-0.0011570,26.4462814,2.3633163,-1.7714032,4.0000000,-2.3522012,1.0730559,21.1948910,-1.1906052,11.2107286
10,-12,-6.807701771150471,20.289997847536480,-12.9564238,0.0006612,32.2314034,1.5440186,-1.4344738,4.0000000,-1.9639452,1.0671889,20.3773441,-0.9050023,7.2204170
11,-12,-6.800245131150471,20.289997847536480,-12.9579535,0.0023140,38.0165291,0.8101828,-1.0683885,4.0000000,-1.4956976,1.0632666,19.8423290,-0.6410791,4.0741272
12,-12,-6.792788491150471,20.289997847536480,-12.9593239,0.0038843,44.6280975,0.2065021,-0.7763157,4.0000000,-1.2237140,1.0597936,19.2932091,-0.3289174,2.7336130
13,-12,-6.785331851150471,20.289997847536480,-12.9606228,-0.0046281,14.0495872,-0.1863647,-0.3210037,4.0000000,-0.6978296,1.0580595,19.0298557,0.0558222,1.0548800
14,-12,-6.777875211150471,20.289997847536480,-12.9618778,-0.0033884,17.3553715,-0.4315105,-0.0951523,4.0000000,-0.5674083,1.0569857,18.9039993,0.3771037,1.1510197
15,-12,-6.830071691150471,20.282541207536479,-12.9533157,-0.0022314,23.1404953,0.7823926,-1.0542604,4.0000000,-1.4660577,1.0802917,22.2637482,-0.6424629,4.3380694
16,-12,-6.822615051150471,20.282541207536479,-12.9552956,-0.0004959,28.9256191,2.3066628,-1.5947744,4.0000000,-1.9409295,1.0764832,21.7407913,-1.2486191,7.9861526
17,-12,-6.815158411150471,20.282541207536479,-12.9571142,0.0011570,34.7107430,2.3553236,-1.7271136,4.0000000,-2.0970984,1.0691229,20.6326809,-1.3571287,9.9283333
18,-12,-6.807701771150471,20.282541207536479,-12.9586859,0.0029752,41.3223152,1.3190060,-1.3381048,4.0000000,-1.6032439,1.0642887,19.9809017,-1.0729657,6.0625911
19,-12,-6.800245131150471,20.282541207536479,-12.9601889,-0.0054545,13.2231407,0.4880300,-0.9342686,4.0000000,-1.1052597,1.0619024,19.6332302,-0.7632776,3.3103025
20,-12,-6.792788491150471,20.282541207536479,-12.9615641,-0.0039669,16.5289249,-0.0761475,-0.6578280,4.0000000,-0.8813173,1.0599724,19.2944412,-0.4343386,2.4671605
21,-12,-6.785331851150471,20.282541207536479,-12.9628744,-0.0024793,20.6611576,-0.2952303,-0.2685858,4.0000000,-0.4322461,1.0591407,19.2014999,-0.1049253,1.1321697
22,-12,-6.777875211150471,20.282541207536479,-12.9641285,-0.0011570,24.7933884,-0.4266623,-0.1610574,4.0000000,-0.4534197,1.0587591,19.2093487,0.1313048,1.2325981
23,-12,-6.770418571150471,20.282541207536479,-12.9653616,0.0001653,29.7520657,-0.5150482,-0.0741487,4.0000000,-0.5643961,1.0579727,19.0798492,0.4160988,1.3434688
24,-12,-6.837528331150471,20.275084567536478,-12.9536400,-0.0017355,24.7933884,-0.1384753,-0.8538584,4.0000000,-1.1668540,1.0763988,21.6519775,-0.5408628,4.5131679
25,-12,-6.830071691150471,20.275084567536478,-12.9555740,0.0000826,30.5785122,0.7646319,-0.9884359,4.0000000,-1.1933757,1.0755054,21.5703201,-0.7834960,3.3670337
26,-12,-6.822615051150471,20.275084567536478,-12.9575348,0.0018182,37.1900826,1.9163482,-1.4443963,4.0000000,-1.5193650,1.0723820,21.1895790,-1.3694274,6.1054835
27,-12,-6.815158411150471,20.275084567536478,-12.9593067,0.0034711,43.8016510,1.5772592,-1.5275992,4.0000000,-1.5896841,1.0666497,20.2842331,-1.4655143,8.0958710
28,-12,-6.807701771150471,20.275084567536478,-12.9608870,-0.0047934,15.7024794,0.4403947,-1.1090932,4.0000000,-1.0627621,1.0635771,19.8067970,-1.1554241,5.1468401
29,-12,-6.800245131150471,20.275084567536478,-12.9624109,-0.0032231,19.8347111,-0.3621211,-0.6878925,4.0000000,-0.5753173,1.0622588,19.6246395,-0.8004676,3.2864347
30,-12,-6.792788491150471,20.275084567536478,-12.9638214,-0.0017355,23.9669418,-0.8168389,-0.4381998,4.0000000,-0.4308962,1.0609125,19.4149055,-0.4455034,3.0369372
31,-12,-6.785331851150471,20.275084567536478,-12.9651508,-0.0001653,28.9256191,-0.8406424,-0.0877446,4.0000000,-0.1286857,1.0603220,19.3715649,-0.0468035,2.1638243
32,-12,-6.777875211150471,20.275084567536478,-12.9664221,0.0012397,33.8842964,-1.0028107,-0.0237480,4.0000000,-0.3151415,1.0602247,19.3712330,0.2676455,2.5405231
33,-12,-6.770418571150471,20.275084567536478,-12.9676743,0.0024793,38.8429756,-1.1876755,0.0282434,4.0000000,-0.5854073,1.0591671,19.1803837,0.6418942,2.9852033
34,-12,-6.762961931150471,20.275084567536478,-12.9688148,0.0037190,43.8016510,-1.4978696,0.0433544,4.0000000,-0.8999720,1.0571852,18.8800278,0.9866807,3.7378354
35,-12,-6.837528331150471,20.267627927536477,-12.9558249,0.0005785,32.2314034,-0.1581684,-0.5469730,4.0000000,-0.6301678,1.0719221,21.0242138,-0.4637782,2.0339100
36,-12,-6.830071691150471,20.267627927536477,-12.9577503,0.0023967,38.8429756,0.4238877,-0.6744773,4.0000000,-0.6220548,1.0721040,21.1223335,-0.7268999,1.2692910
37,-12,-6.822615051150471,20.267627927536477,-12.9596834,0.0041322,46.2809906,0.8572288,-1.1289588,4.0000000,-0.9229437,1.0702906,20.9161415,-1.3349739,4.3095140
38,-12,-6.815158411150471,20.267627927536477,-12.9614725,-0.0042149,17.3553715,0.3766933,-1.2330743,4.0000000,-1.0040141,1.0665145,20.2481003,-1.4621346,6.7238550
39,-12,-6.807701771150471,20.267627927536477,-12.9631004,-0.0024793,22.3140488,-0.4178517,-0.8797775,4.0000000,-0.5546785,1.0646760,19.9643803,-1.2048764,4.8730569
40,-12,-6.800245131150471,20.267627927536477,-12.9646502,-0.0009091,27.2727280,-0.9141659,-0.5644205,4.0000000,-0.2171330,1.0640082,19.9652157,-0.9117079,3.8593810
41,-12,-6.792788491150471,20.267627927536477,-12.9660864,0.0006612,32.2314034,-1.1631449,-0.4242300,4.0000000,-0.2125045,1.0635136,19.9143486,-0.6359556,3.8457766
42,-12,-6.785331851150471,20.267627927536477,-12.9674397,0.0022314,38.0165291,-1.0674062,-0.1817126,4.0000000,-0.1080540,1.0637872,19.9675846,-0.2553712,2.8971207
43,-12,-6.777875211150471,20.267627927536477,-12.9687405,0.0035537,42.9752083,-1.1483461,-0.1777762,4.0000000,-0.4338587,1.0642240,20.0566330,0.0783062,3.1434135
44,-12,-6.770418571150471,20.267627927536477,-12.9700003,-0.0052893,12.3966942,-1.3098087,-0.1720864,4.0000000,-0.7996877,1.0631623,19.8894081,0.4555149,3.5780842
45,-12,-6.762961931150471,20.267627927536477,-12.9711227,-0.0041322,15.7024794,-1.5735571,-0.1481481,4.0000000,-1.1149811,1.0610977,19.5738945,0.8186849,4.2085752
46,-12,-6.755505291150471,20.267627927536477,-12.9721928,-0.0030579,19.0082645,-1.5244176,0.0464397,4.0000000,-1.0526936,1.0587100,19.1952057,1.1455730,3.8340340
47,-12,-6.837528331150471,20.260171287536480,-12.9579086,0.0028099,40.4958687,-0.0979449,-0.0379218,4.0000000,0.0494809,1.0700107,20.7529163,-0.1253246,0.2615850
48,-12,-6.830071691150471,20.260171287536480,-12.9598389,0.0046281,47.9338837,-0.0135634,-0.2514084,4.0000000,-0.0025672,1.0713353,21.0182343,-0.5002496,0.3263150
49,-12,-6.822615051150471,20.260171287536480,-12.9618006,-0.0036364,19.0082645,-0.2280328,-0.7720495,4.0000000,-0.3595408,1.0706295,20.9200039,-1.1845583,3.5208476
