OID_,ClipsFinal_DEM_Large_S3_RegA,X,Y,DEM_Large_S1_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
681,-13,-4.906258571150471,17.456474647536478,-13.0637398,0.0000000,0.0000000,-0.7884712,-0.2619502,3.0000000,0.4087566,1.0001359,0.8257210,-0.9326569,1.8520373
682,-13,-4.898801931150471,17.456474647536478,-13.0638371,0.0000000,0.0000000,-0.4543127,0.1275903,4.0000000,0.7121197,1.0001044,0.7359088,-0.4569391,0.9741131
683,-13,-4.891345291150471,17.456474647536478,-13.0639315,0.0000000,0.0000000,-0.4470257,0.2666632,4.0000000,0.8888611,1.0001740,0.9891991,-0.3555347,1.1793891
684,-13,-4.883888651150471,17.456474647536478,-13.0640640,0.0000000,0.0000000,-0.6014095,0.1567530,5.0000000,0.8818543,1.0003177,1.3992180,-0.5683482,1.3029296
685,-13,-4.876432011150472,17.456474647536478,-13.0642195,0.0000000,0.0000000,-0.5986401,-0.0233404,5.0000000,0.7399512,1.0004462,1.6783291,-0.7866319,1.2014588
686,-13,-4.868975371150471,17.456474647536478,-13.0643587,0.0000000,0.0000000,-0.3655320,-0.2879636,4.0000000,0.3813592,1.0005902,1.9749314,-0.9572865,1.0643673
687,-13,-4.861518731150472,17.456474647536478,-13.0645266,0.0000000,0.0000000,0.0226549,-0.5660967,4.0000000,-0.0253265,1.0006895,2.1275878,-1.1068670,1.2382754
688,-13,-4.854062091150471,17.456474647536478,-13.0646486,0.0000000,0.0000000,0.4321686,-0.8278238,4.0000000,-0.3855775,1.0007305,2.1572766,-1.2700701,1.8800812
689,-13,-4.846605451150472,17.456474647536478,-13.0647354,0.0000000,0.0000000,0.3228092,-0.8738326,4.0000000,-0.2700481,1.0008341,2.2934270,-1.4776173,2.4130585
690,-13,-4.839148811150472,17.456474647536478,-13.0647898,0.0000000,0.0000000,0.1773975,-0.9581913,4.0000000,-0.1693599,1.0010128,2.5217795,-1.7470227,3.3247349
691,-13,-4.831692171150472,17.456474647536478,-13.0648546,-0.0000826,0.0000000,0.9359613,-1.2952067,4.0000000,-0.5798874,1.0012404,2.7837667,-2.0105259,4.8524432
692,-13,-4.824235531150472,17.456474647536478,-13.0648832,-0.0001653,0.0000000,2.9330914,-1.8602738,5.0000000,-1.7090012,1.0015311,3.0667422,-2.0115466,8.0189323
693,-13,-4.816778891150472,17.456474647536478,-13.0647955,-0.0003306,0.0000000,4.6811686,-2.2694147,4.0000000,-2.7476261,1.0020683,3.5818827,-1.7912033,11.3440771
694,-13,-4.809322251150472,17.456474647536478,-13.0645638,-0.0006612,0.0000000,5.4000359,-2.4110923,4.0000000,-3.0515809,1.0029960,4.3623056,-1.7706037,12.6352243
695,-13,-4.801865611150472,17.456474647536478,-13.0641804,-0.0011570,0.0000000,5.0658770,-2.3136768,5.0000000,-2.8142815,1.0043850,5.3094506,-1.8130721,11.5172968
696,-13,-4.794408971150472,17.456474647536478,-13.0636263,-0.0018182,0.0000000,4.9390192,-2.2774150,5.0000000,-2.5474913,1.0059063,6.2025657,-2.0073385,11.1570139
697,-13,-4.786952331150472,17.456474647536478,-13.0629654,-0.0027273,0.0000000,4.5454192,-2.2089171,4.0000000,-2.1705854,1.0079536,7.1786175,-2.2472491,10.7555904
698,-13,-4.779495691150472,17.456474647536478,-13.0621090,-0.0036364,0.0000000,3.5520458,-1.9794953,4.0000000,-1.6517363,1.0105330,8.3347101,-2.3072543,8.8857079
699,-13,-4.772039051150472,17.456474647536478,-13.0611038,-0.0045455,0.0000000,1.6438953,-1.3200395,4.0000000,-1.0089493,1.0126272,9.1559181,-1.6311296,3.8329463
700,-13,-4.764582411150472,17.456474647536478,-13.0599966,0.0045455,45.4545441,0.4087761,-0.7399030,4.0000000,-0.4951534,1.0134244,9.4109669,-0.9846527,1.4284506
701,-13,-4.757125771150472,17.456474647536478,-13.0588827,0.0036364,36.3636360,-0.1737345,-0.2980302,4.0000000,-0.1080412,1.0135074,9.4020271,-0.4880193,0.7354510
702,-13,-4.749669131150472,17.456474647536478,-13.0577354,0.0028099,28.0991745,-0.3151757,-0.0018211,4.0000000,0.1364446,1.0131317,9.2789927,-0.1400867,0.6644525
703,-13,-4.742212491150472,17.456474647536478,-13.0566339,0.0019835,19.8347111,-0.2732187,0.3089449,4.0000000,0.3298253,1.0121102,8.9099417,0.2880645,0.9751308
704,-13,-4.734755851150472,17.456474647536478,-13.0555782,0.0010744,12.3966942,-0.1382190,0.4488237,4.0000000,0.4375401,1.0110326,8.4761562,0.4601072,1.1304479
705,-13,-5.107587851150472,17.449018007536480,-13.0410624,-0.0038843,0.0000000,0.3599428,0.9497129,4.0000000,1.6522784,1.0122041,8.9046822,0.2471474,3.1002746
706,-13,-5.100131211150472,17.449018007536480,-13.0422153,-0.0028926,0.8264463,0.2253215,0.9445281,4.0000000,1.7290908,1.0123588,8.9538097,0.1599654,3.3519113
707,-13,-5.092674571150472,17.449018007536480,-13.0433664,-0.0016529,4.1322312,0.1682068,0.9613383,4.0000000,1.8075440,1.0125443,9.0317984,0.1151328,3.6186507
708,-13,-5.085217931150471,17.449018007536480,-13.0445299,-0.0002479,9.0909090,0.4233835,1.0621889,4.0000000,1.8937178,1.0127333,9.0819674,0.2306598,3.9509523
709,-13,-5.077761291150471,17.449018007536480,-13.0456944,0.0014050,18.1818180,0.6000413,1.1400630,4.0000000,1.9760386,1.0132480,9.2647390,0.3040874,4.3215213
710,-13,-5.070304651150471,17.449018007536480,-13.0468979,0.0027273,27.2727280,-0.2553268,0.9453900,4.0000000,2.0126598,1.0139884,9.5932169,-0.1218798,4.4444485
711,-13,-5.062848011150471,17.449018007536480,-13.0481167,0.0036364,36.3636360,-2.4474158,0.4162482,4.0000000,1.9785187,1.0135347,9.4654779,-1.1460223,5.9802704
712,-13,-5.055391371150471,17.449018007536480,-13.0492649,0.0045455,45.4545441,-3.5285921,0.1398889,4.0000000,1.8675988,1.0116397,8.7074175,-1.5878210,7.4992986
713,-13,-5.047934731150471,17.449018007536480,-13.0502834,-0.0045455,0.0000000,-2.7158248,0.3069319,4.0000000,1.7704698,1.0100605,8.0457993,-1.1566060,6.0808196
714,-13,-5.040478091150471,17.449018007536480,-13.0512495,-0.0036364,0.0000000,-1.4822096,0.5647263,4.0000000,1.6829308,1.0094259,7.8306184,-0.5534782,4.4517016
715,-13,-5.033021451150471,17.449018007536480,-13.0521803,-0.0027273,0.0000000,-0.9154449,0.6467474,4.0000000,1.5055739,1.0089281,7.6447525,-0.2120790,3.6729100
716,-13,-5.025564811150471,17.449018007536480,-13.0530758,-0.0018182,0.0000000,-0.6587452,0.6569258,4.0000000,1.2967055,1.0085077,7.4778490,0.0171461,3.1794508
717,-13,-5.018108171150471,17.449018007536480,-13.0539494,-0.0009917,0.0000000,-0.3439814,0.7283305,4.0000000,1.1320770,1.0081275,7.3030190,0.3245841,2.9228671
718,-13,-5.010651531150471,17.449018007536480,-13.0547991,-0.0002479,1.6528926,-0.0966295,0.8064711,4.0000000,1.0185808,1.0079459,7.2037587,0.5943614,2.8962307
719,-13,-5.003194891150471,17.449018007536480,-13.0556679,0.0004959,4.9586778,-0.1646794,0.8071756,4.0000000,0.8832471,1.0079762,7.2390118,0.7311041,3.0352104
720,-13,-4.995738251150471,17.449018007536480,-13.0565481,0.0014050,14.0495872,-0.9074914,0.5773277,4.0000000,0.7083886,1.0078429,7.1873012,0.4462669,3.2541540
721,-13,-4.988281611150471,17.449018007536480,-13.0574331,0.0023140,23.1404953,-1.5415974,0.3570875,4.0000000,0.5796821,1.0071880,6.8495674,0.1344928,3.7024064
722,-13,-4.980824971150471,17.449018007536480,-13.0582676,0.0032231,32.2314034,-1.6201950,0.3312364,4.0000000,0.5316029,1.0063257,6.3939757,0.1308699,3.7756679
723,-13,-4.973368331150471,17.449018007536480,-13.0590677,0.0041322,41.3223152,-1.4737370,0.3390564,4.0000000,0.5709758,1.0059704,6.2392430,0.1071370,3.4931016
724,-13,-4.965911691150471,17.449018007536480,-13.0598793,0.0050413,50.4132233,-1.4620038,0.1632983,4.0000000,0.6214588,1.0057144,6.1313605,-0.2948621,3.1045678
725,-13,-4.958455051150471,17.449018007536480,-13.0606594,-0.0040496,0.0000000,-1.4105091,-0.2477602,3.0000000,0.6217281,1.0051727,5.8699241,-1.1172485,3.1225665
726,-13,-4.950998411150471,17.449018007536480,-13.0613947,-0.0031405,0.0000000,-0.9354115,-0.5802641,4.0000000,0.4707494,1.0041958,5.2706976,-1.6312776,3.2517269
727,-13,-4.943541771150471,17.449018007536480,-13.0620165,-0.0022314,0.0000000,-0.3272668,-0.6816791,4.0000000,0.2082166,1.0031124,4.4966822,-1.5715749,2.5293653
728,-13,-4.936085131150471,17.449018007536480,-13.0625629,-0.0013223,0.0000000,0.0659425,-0.7371787,4.0000000,-0.1039699,1.0024192,4.0152965,-1.3703876,2.0527711
729,-13,-4.928628491150471,17.449018007536480,-13.0630465,-0.0005785,0.0000000,0.3217638,-0.9865345,4.0000000,-0.3811160,1.0017052,3.3895645,-1.5919529,3.2639031
730,-13,-4.921171851150471,17.449018007536480,-13.0634155,0.0000000,0.0000000,0.5356697,-1.2567897,4.0000000,-0.6090236,1.0009110,2.4256325,-1.9045558,5.2597365
731,-13,-4.913715211150471,17.449018007536480,-13.0636539,0.0000000,0.0000000,0.3988733,-1.1087521,4.0000000,-0.7609910,1.0003228,1.3108456,-1.4565133,4.1230865
732,-13,-4.906258571150471,17.449018007536480,-13.0637484,0.0000000,0.0000000,0.0623229,-0.7315729,4.0000000,-0.7733902,1.0000720,0.5931240,-0.6897556,2.0165954
733,-13,-4.898801931150471,17.449018007536480,-13.0638103,0.0000000,0.0000000,-0.4356618,-0.3288163,5.0000000,-0.0842098,1.0000495,0.4230265,-0.5734228,1.3039289
734,-13,-4.891345291150471,17.449018007536480,-13.0638657,0.0000000,0.0000000,-0.8738828,-0.1830694,5.0000000,0.6850262,1.0001078,0.6617463,-1.0511650,1.8822404
735,-13,-4.883888651150471,17.449018007536480,-13.0639496,0.0000000,0.0000000,-1.1347308,-0.2022807,5.0000000,0.8735893,1.0002443,1.1385019,-1.2781507,2.4347100
736,-13,-4.876432011150472,17.449018007536480,-13.0640421,0.0000000,0.0000000,-1.1460671,-0.2805150,4.0000000,0.8206414,1.0004261,1.5700032,-1.3816714,2.6098788
737,-13,-4.868975371150471,17.449018007536480,-13.0641384,0.0000000,0.0000000,-0.7768373,-0.4631443,4.0000000,0.5285771,1.0006618,2.0310655,-1.4548658,2.4154422
738,-13,-4.861518731150472,17.449018007536480,-13.0642710,0.0000000,0.0000000,-0.1354264,-0.7323164,4.0000000,0.0567731,1.0008616,2.3370135,-1.5214059,2.4202006
739,-13,-4.854062091150471,17.449018007536480,-13.0643578,0.0000000,0.0000000,0.4151131,-0.9760413,4.0000000,-0.4314319,1.0010159,2.5312982,-1.5206507,2.9878988
740,-13,-4.846605451150472,17.449018007536480,-13.0644083,-0.0000826,0.0000000,0.2361626,-0.9798983,4.0000000,-0.4219292,1.0012380,2.8060887,-1.5378674,3.3794165
741,-13,-4.839148811150472,17.449018007536480,-13.0644197,-0.0001653,0.0000000,-0.0008093,-1.0015129,4.0000000,-0.3784272,1.0015720,3.1742144,-1.6245986,4.0307584
742,-13,-4.831692171150472,17.449018007536480,-13.0644283,-0.0003306,0.0000000,0.6576839,-1.2812880,5.0000000,-0.8065935,1.0020241,3.5982709,-1.7559824,5.2833943
743,-13,-4.824235531150472,17.449018007536480,-13.0644112,-0.0004959,0.0000000,2.3383236,-1.7518919,4.0000000,-1.8362901,1.0025876,4.0777421,-1.6674935,7.6804070
744,-13,-4.816778891150472,17.449018007536480,-13.0642796,-0.0007438,0.0000000,3.8159873,-2.0813549,4.0000000,-2.6207972,1.0033717,4.6897259,-1.5419124,9.8578587
745,-13,-4.809322251150472,17.449018007536480,-13.0640087,-0.0011570,0.0000000,4.4382534,-2.1830630,4.0000000,-2.7532430,1.0044332,5.3825455,-1.6128833,10.4134121
746,-13,-4.801865611150472,17.449018007536480,-13.0635929,-0.0017355,0.0000000,4.2119031,-2.0975292,4.0000000,-2.4784710,1.0057626,6.1506457,-1.7165871,9.4274197
747,-13,-4.794408971150472,17.449018007536480,-13.0630274,-0.0024793,0.0000000,3.9524271,-2.0381851,5.0000000,-2.1690667,1.0071476,6.8688359,-1.9073037,8.9833260
748,-13,-4.786952331150472,17.449018007536480,-13.0623474,-0.0033884,0.0000000,3.4933131,-1.9658419,5.0000000,-1.7843083,1.0089382,7.6430950,-2.1473756,8.7542524
749,-13,-4.779495691150472,17.449018007536480,-13.0614967,-0.0042975,0.0000000,2.5953662,-1.7521646,4.0000000,-1.2594242,1.0111417,8.5807323,-2.2449050,7.3365235
750,-13,-4.772039051150472,17.449018007536480,-13.0605021,-0.0052066,0.0000000,0.9977182,-1.1375444,4.0000000,-0.5939360,1.0128196,9.2382584,-1.6811527,3.2841890
751,-13,-4.764582411150472,17.449018007536480,-13.0594273,0.0039669,39.6694221,-0.0509445,-0.5977467,4.0000000,-0.1011411,1.0132240,9.3474350,-1.0943524,1.5821522
752,-13,-4.757125771150472,17.449018007536480,-13.0583563,0.0031405,31.4049587,-0.5028279,-0.2176477,4.0000000,0.2181315,1.0130095,9.2292624,-0.6534270,1.2488334
753,-13,-4.749669131150472,17.449018007536480,-13.0572624,0.0023967,23.9669418,-0.5396977,0.0225412,4.0000000,0.3774079,1.0125244,9.0629282,-0.3323255,1.1380882
754,-13,-4.742212491150472,17.449018007536480,-13.0561953,0.0015702,16.5289249,-0.3933306,0.2990658,4.0000000,0.5011093,1.0115697,8.7036810,0.0970223,1.2046300
755,-13,-4.734755851150472,17.449018007536480,-13.0551662,0.0006612,9.9173555,-0.1754288,0.4444040,4.0000000,0.5508993,1.0105371,8.2941217,0.3379087,1.1940905
756,-13,-4.727299211150472,17.449018007536480,-13.0541897,-0.0002479,4.9586778,-0.0049808,0.5554932,4.0000000,0.5750784,1.0094290,7.8479609,0.5359079,1.2929437
757,-13,-5.122501131150472,17.441561367536480,-13.0386400,0.0042149,42.1487617,-0.3164839,0.8521835,4.0000000,1.8103955,1.0117459,8.7034693,-0.1060285,3.7857723
758,-13,-5.115044491150472,17.441561367536480,-13.0397501,0.0051240,51.2396698,-0.0684389,0.9909754,4.0000000,1.9712999,1.0114528,8.5885439,0.0106509,4.3453007
759,-13,-5.107587851150472,17.441561367536480,-13.0408773,-0.0039669,0.0000000,0.3213966,1.1494380,4.0000000,2.1227980,1.0118015,8.7469368,0.1760781,4.9754558
760,-13,-5.100131211150472,17.441561367536480,-13.0420227,-0.0030579,0.0000000,0.1854305,1.1825291,4.0000000,2.2655668,1.0119183,8.7567148,0.0994914,5.6008024
761,-13,-5.092674571150472,17.441561367536480,-13.0431671,-0.0019008,2.4793389,0.0852130,1.2188321,4.0000000,2.3928900,1.0120585,8.8260241,0.0447743,6.1981874
762,-13,-5.085217931150471,17.441561367536480,-13.0443287,-0.0004959,7.4380164,0.3338818,1.3166395,4.0000000,2.4980202,1.0120877,8.8217669,0.1352591,6.7290745
763,-13,-5.077761291150471,17.441561367536480,-13.0454721,0.0012397,16.5289249,0.4769719,1.3791810,4.0000000,2.5721698,1.0123488,8.9318438,0.1861925,7.1581473
764,-13,-5.070304651150471,17.441561367536480,-13.0466528,0.0025620,25.6198349,-0.4796730,1.2103696,4.0000000,2.6035573,1.0129313,9.1939878,-0.1828182,7.3674150
765,-13,-5.062848011150471,17.441561367536480,-13.0478554,0.0034711,34.7107430,-3.1260517,0.6986623,4.0000000,2.5957370,1.0124381,9.0404215,-1.1984123,8.7673197
766,-13,-5.055391371150471,17.441561367536480,-13.0489798,0.0043802,43.8016510,-4.3759470,0.4383264,4.0000000,2.5472240,1.0105178,8.2498312,-1.6705712,10.0071926
767,-13,-5.047934731150471,17.441561367536480,-13.0499716,0.0052893,52.8925629,-3.3466289,0.5933157,4.0000000,2.4610918,1.0088778,7.5301108,-1.2744603,8.4676323
768,-13,-5.040478091150471,17.441561367536480,-13.0509109,-0.0038017,0.0000000,-1.6751753,0.8754060,4.0000000,2.3682084,1.0082788,7.3057876,-0.6173965,6.7172022
769,-13,-5.033021451150471,17.441561367536480,-13.0518217,-0.0028926,0.0000000,-0.8606269,0.9752907,4.0000000,2.2058861,1.0079783,7.1874933,-0.2553048,5.7819920
770,-13,-5.025564811150471,17.441561367536480,-13.0527134,-0.0019835,0.0000000,-0.4632236,0.9858906,4.0000000,1.9931046,1.0078195,7.1272631,-0.0213234,5.0301495
771,-13,-5.018108171150471,17.441561367536480,-13.0535994,-0.0010744,0.0000000,-0.0409557,1.0140716,4.0000000,1.7793498,1.0076385,7.0468478,0.2487935,4.3733778
772,-13,-5.010651531150471,17.441561367536480,-13.0544729,-0.0003306,0.8264463,0.2817134,1.0306325,4.0000000,1.5830446,1.0076368,7.0496330,0.4782204,3.8349228
773,-13,-5.003194891150471,17.441561367536480,-13.0553665,0.0003306,3.3057852,0.3117830,0.9747763,4.0000000,1.3528090,1.0078768,7.1883693,0.5967437,3.3033628
774,-13,-4.995738251150471,17.441561367536480,-13.0562859,0.0011570,11.5702477,-0.3962031,0.6712041,4.0000000,1.0792806,1.0080503,7.2927885,0.2631277,2.6986995
775,-13,-4.988281611150471,17.441561367536480,-13.0572224,0.0020661,20.6611576,-0.9352164,0.3578304,4.0000000,0.7942178,1.0076834,7.1011348,-0.0785569,2.4671283
776,-13,-4.980824971150471,17.441561367536480,-13.0581131,0.0029752,29.7520657,-0.9628160,0.2198993,4.0000000,0.5311018,1.0070089,6.7503605,-0.0913031,2.1827919
777,-13,-4.973368331150471,17.441561367536480,-13.0589790,0.0038843,38.8429756,-0.8672703,0.1108253,4.0000000,0.3038689,1.0068072,6.6936822,-0.0822183,1.8343560
778,-13,-4.965911691150471,17.441561367536480,-13.0598526,0.0047934,47.9338837,-0.7316285,-0.2107152,4.0000000,0.0984117,1.0065609,6.6059289,-0.5198421,1.6816297
779,-13,-4.958455051150471,17.441561367536480,-13.0606937,-0.0042975,0.0000000,-0.1266086,-0.7666078,4.0000000,-0.1426199,1.0058463,6.2677851,-1.3905958,2.6438129
780,-13,-4.950998411150471,17.441561367536480,-13.0614758,-0.0033884,0.0000000,0.8001692,-1.1706150,4.0000000,-0.4463145,1.0045793,5.4951921,-1.8949153,3.9215286
781,-13,-4.943541771150471,17.441561367536480,-13.0621252,-0.0024793,0.0000000,1.3976918,-1.2908561,4.0000000,-0.7793415,1.0032020,4.5536261,-1.8023708,3.9022689
782,-13,-4.936085131150471,17.441561367536480,-13.0626659,-0.0015702,0.0000000,1.6490744,-1.3404530,4.0000000,-1.0832939,1.0023218,3.9330573,-1.5976121,3.9194400
783,-13,-4.928628491150471,17.441561367536480,-13.0631323,-0.0007438,0.0000000,2.1494141,-1.5537593,4.0000000,-1.2957040,1.0015378,3.1708302,-1.8118147,5.3858595
784,-13,-4.921171851150471,17.441561367536480,-13.0634794,-0.0000826,0.0000000,2.7276747,-1.7824974,5.0000000,-1.3839906,1.0007681,2.1761901,-2.1810040,7.2706976
785,-13,-4.913715211150471,17.441561367536480,-13.0636959,0.0000000,0.0000000,2.3352087,-1.6338247,6.0000000,-1.3643568,1.0002580,1.0587592,-1.9032925,6.0106173
786,-13,-4.906258571150471,17.441561367536480,-13.0637646,0.0000000,0.0000000,1.3089960,-1.2878231,6.0000000,-0.8832945,1.0000600,0.3649125,-1.6923517,4.0162024
787,-13,-4.898801931150471,17.441561367536480,-13.0637913,0.0000000,0.0000000,-0.0527589,-0.8828059,5.0000000,-0.1253607,1.0000781,0.4417068,-1.6402512,3.2231269
788,-13,-4.891345291150471,17.441561367536480,-13.0638008,0.0000000,0.0000000,-0.9141083,-0.7065930,4.0000000,0.0619454,1.0001850,0.8305451,-1.4751314,3.8264625
789,-13,-4.883888651150471,17.441561367536480,-13.0638170,0.0000000,0.0000000,-1.4768111,-0.6049179,4.0000000,0.4068124,1.0003855,1.3650675,-1.6166482,4.4209523
790,-13,-4.876432011150472,17.441561367536480,-13.0638361,0.0000000,0.0000000,-1.6867861,-0.5415407,4.0000000,0.5924990,1.0006516,1.9169834,-1.6755804,4.5540752
791,-13,-4.868975371150471,17.441561367536480,-13.0638714,0.0000000,0.0000000,-1.2414274,-0.6320952,4.0000000,0.5460742,1.0009633,2.4336329,-1.8102647,4.0903993
792,-13,-4.861518731150472,17.441561367536480,-13.0639534,-0.0000826,0.0000000,-0.2755478,-0.8955062,4.0000000,0.0187831,1.0012547,2.8043814,-1.8097955,3.7690043
793,-13,-4.854062091150471,17.441561367536480,-13.0640001,-0.0001653,0.0000000,0.4993947,-1.1373816,4.0000000,-0.5764351,1.0015159,3.0847516,-1.6983279,4.1926169
794,-13,-4.846605451150472,17.441561367536480,-13.0640068,-0.0003306,0.0000000,0.3403017,-1.1278602,5.0000000,-0.6837984,1.0018339,3.3954239,-1.5719219,4.4316859
795,-13,-4.839148811150472,17.441561367536480,-13.0639734,-0.0004959,0.0000000,-0.0151861,-1.0871669,4.0000000,-0.6987588,1.0022722,3.8012099,-1.4755751,4.7927217
796,-13,-4.831692171150472,17.441561367536480,-13.0639133,-0.0007438,0.0000000,0.4134211,-1.2488047,4.0000000,-1.0542598,1.0028641,4.2868223,-1.4433496,5.4667354
797,-13,-4.824235531150472,17.441561367536480,-13.0638332,-0.0009917,0.0000000,1.6617353,-1.5795956,4.0000000,-1.8587366,1.0036449,4.8421931,-1.3004545,6.7658358
798,-13,-4.816778891150472,17.441561367536480,-13.0636511,-0.0013223,0.0000000,2.7636058,-1.8073983,4.0000000,-2.3977659,1.0046121,5.4662161,-1.2170309,7.7181883
799,-13,-4.809322251150472,17.441561367536480,-13.0633411,-0.0018182,0.0000000,3.2347598,-1.8735626,4.0000000,-2.3965240,1.0056571,6.0686593,-1.3506013,7.7890983
800,-13,-4.801865611150472,17.441561367536480,-13.0629110,-0.0024793,0.0000000,3.1108704,-1.8154292,4.0000000,-2.1085391,1.0068127,6.6760120,-1.5223193,7.1838531
801,-13,-4.794408971150472,17.441561367536480,-13.0623455,-0.0033058,0.0000000,2.8993154,-1.7767304,4.0000000,-1.7820324,1.0080330,7.2530985,-1.7714283,7.0529242
802,-13,-4.786952331150472,17.441561367536480,-13.0616703,-0.0042149,0.0000000,2.5198762,-1.7256941,5.0000000,-1.4111834,1.0095210,7.8587775,-2.0402048,7.0952702
803,-13,-4.779495691150472,17.441561367536480,-13.0608435,-0.0050413,0.0000000,1.7754331,-1.5415949,4.0000000,-0.9041335,1.0112876,8.6100998,-2.1790562,6.1396427
804,-13,-4.772039051150472,17.441561367536480,-13.0598822,0.0041322,41.3223152,0.4321106,-0.9859056,4.0000000,-0.2576493,1.0125843,9.1280241,-1.7141620,3.1059504
805,-13,-4.764582411150472,17.441561367536480,-13.0588465,0.0033884,33.8842964,-0.4881175,-0.4976901,4.0000000,0.1907953,1.0126877,9.1200047,-1.1861756,2.0334988
806,-13,-4.757125771150472,17.441561367536480,-13.0578165,0.0026446,26.4462814,-0.8627731,-0.2095649,4.0000000,0.4278421,1.0122138,8.9084988,-0.8469720,1.9824518
807,-13,-4.749669131150472,17.441561367536480,-13.0567751,0.0019835,19.8347111,-0.8509688,-0.0398884,4.0000000,0.5071404,1.0116684,8.7321043,-0.5869172,1.7878942
808,-13,-4.742212491150472,17.441561367536480,-13.0557518,0.0011570,13.2231407,-0.6785899,0.2015112,4.0000000,0.5667949,1.0108777,8.4223671,-0.1637725,1.5937221
809,-13,-4.734755851150472,17.441561367536480,-13.0547514,0.0002479,7.4380164,-0.3829275,0.3539556,4.0000000,0.5599530,1.0099494,8.0488539,0.1479583,1.3242486
810,-13,-4.727299211150472,17.441561367536480,-13.0538006,-0.0006612,3.3057852,-0.1233750,0.4932401,4.0000000,0.5904609,1.0089344,7.6495533,0.3960194,1.2679393
811,-13,-4.719842571150472,17.441561367536480,-13.0528994,-0.0015702,0.8264463,-0.0177367,0.4177650,4.0000000,0.5954205,1.0079980,7.1931138,0.2401095,0.7620347
812,-13,-5.137414411150472,17.434104727536479,-13.0362396,0.0016529,23.1404953,-0.8472869,0.5623645,3.0000000,1.5730835,1.0123843,8.9101334,-0.4483546,3.1656520
813,-13,-5.129957771150472,17.434104727536479,-13.0374041,0.0032231,32.2314034,-0.6179309,0.7271402,3.0000000,1.7402061,1.0122795,8.9039831,-0.2859258,3.5932655
814,-13,-5.122501131150472,17.434104727536479,-13.0385790,0.0041322,41.3223152,-0.4880213,0.8612367,3.0000000,1.9305172,1.0118926,8.7606630,-0.2080438,4.2241688
815,-13,-5.115044491150472,17.434104727536479,-13.0397034,0.0050413,50.4132233,-0.2590888,0.9910787,3.0000000,2.0875323,1.0115906,8.6206369,-0.1053748,4.7584534
816,-13,-5.107587851150472,17.434104727536479,-13.0408497,-0.0040496,0.0000000,0.1793647,1.1635261,3.0000000,2.2421319,1.0118185,8.7468204,0.0849201,5.4232001
817,-13,-5.100131211150472,17.434104727536479,-13.0419950,-0.0031405,0.0000000,0.0515513,1.1972363,3.0000000,2.3727431,1.0118026,8.7325029,0.0217294,6.0383739
818,-13,-5.092674571150472,17.434104727536479,-13.0431376,-0.0020661,1.6528926,-0.1737934,1.2018349,3.0000000,2.4685724,1.0118985,8.7886620,-0.0649023,6.5741401
819,-13,-5.085217931150471,17.434104727536479,-13.0442905,-0.0006612,6.6115704,-0.0474420,1.2673553,3.0000000,2.5312705,1.0118141,8.7268009,0.0034402,6.9886670
820,-13,-5.077761291150471,17.434104727536479,-13.0454264,0.0011570,15.7024794,0.0506427,1.3110074,3.0000000,2.5440707,1.0118567,8.7528725,0.0779440,7.2592716
821,-13,-5.070304651150471,17.434104727536479,-13.0465870,0.0024793,24.7933884,-0.7705240,1.1402775,3.0000000,2.4940844,1.0121427,8.9308405,-0.2135292,7.2392244
822,-13,-5.062848011150471,17.434104727536479,-13.0477524,0.0033884,33.8842964,-3.1100907,0.6301022,3.0000000,2.4391942,1.0115616,8.7175169,-1.1789898,8.2928724
823,-13,-5.055391371150471,17.434104727536479,-13.0488634,0.0042975,42.9752083,-4.0969796,0.3712817,3.0000000,2.3955126,1.0097045,7.9069061,-1.6529492,9.1472712
824,-13,-5.047934731150471,17.434104727536479,-13.0498304,0.0052066,52.0661163,-3.0766399,0.5182621,4.0000000,2.3331776,1.0079706,7.1424551,-1.2966533,7.5177970
825,-13,-5.040478091150471,17.434104727536479,-13.0507364,-0.0038843,0.0000000,-1.4317236,0.8069001,4.0000000,2.2432046,1.0073133,6.8761578,-0.6294044,5.6974573
826,-13,-5.033021451150471,17.434104727536479,-13.0516157,-0.0029752,0.0000000,-0.5552572,0.9326360,4.0000000,2.1261771,1.0071214,6.7873816,-0.2609051,4.7855949
827,-13,-5.025564811150471,17.434104727536479,-13.0524921,-0.0020661,0.0000000,-0.1367705,0.9404843,4.0000000,1.9439580,1.0071765,6.8292065,-0.0629896,3.9774098
828,-13,-5.018108171150471,17.434104727536479,-13.0533800,-0.0011570,0.0000000,0.2374759,0.9350260,4.0000000,1.7029438,1.0072229,6.8526349,0.1671083,3.1527555
829,-13,-5.010651531150471,17.434104727536479,-13.0542631,-0.0004132,0.0000000,0.4604976,0.8978434,4.0000000,1.4252759,1.0074297,6.9544411,0.3704108,2.4016089
830,-13,-5.003194891150471,17.434104727536479,-13.0551815,0.0001653,1.6528926,0.4955327,0.8184154,4.0000000,1.1243763,1.0078309,7.1694937,0.5124546,1.7584152
831,-13,-4.995738251150471,17.434104727536479,-13.0561180,0.0009091,9.0909090,0.0072343,0.4914669,4.0000000,0.7986864,1.0081940,7.3732543,0.1842473,0.9942935
