OID_,ClipsFinal_DEM_Large_S3_RegD,X,Y,DEM_Large_S1_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
37,-13,-5.458049931150471,20.670286487536480,-13.1395197,0.0036364,47.1074371,-0.1844503,-1.0768543,4.0000000,-2.0094211,1.1432806,28.9926758,-0.1442876,10.6647062
38,-13,-5.450593291150471,20.670286487536480,-13.1408138,-0.0051240,25.6198349,0.0039746,-1.2097604,4.0000000,-2.1662948,1.1383505,28.5214214,-0.2532260,12.1099262
39,-13,-5.443136651150471,20.670286487536480,-13.1418791,-0.0041322,28.0991745,0.2073406,-1.0978699,4.0000000,-1.8809377,1.1350534,28.2232513,-0.3148020,8.9651651
40,-13,-5.435680011150471,20.670286487536480,-13.1427879,-0.0032231,30.5785122,0.3185297,-1.2097678,4.0000000,-2.0938811,1.1337558,28.1223736,-0.3256545,10.6541719
41,-13,-5.428223371150471,20.670286487536480,-13.1435823,-0.0025620,32.2314034,0.5335925,-1.5247331,4.0000000,-2.7561681,1.1318223,27.9035702,-0.2932980,16.9580097
42,-13,-5.420766731150471,20.670286487536480,-13.1440735,-0.0019835,33.8842964,0.6107751,-1.5096667,4.0000000,-2.7861853,1.1291140,27.6404057,-0.2331481,16.2566185
43,-13,-5.413310091150471,20.670286487536480,-13.1443462,-0.0015702,34.7107430,0.4313105,-1.0896876,4.0000000,-1.9583367,1.1273631,27.4591846,-0.2210385,7.9236951
44,-13,-5.405853451150471,20.670286487536480,-13.1444626,-0.0012397,35.5371895,0.1175581,-0.6742638,4.0000000,-1.2347844,1.1263244,27.3494320,-0.1137434,3.1949072
45,-13,-5.398396811150471,20.670286487536480,-13.1444740,-0.0010744,36.3636360,-0.0994059,-0.2950324,5.0000000,-0.6313142,1.1252220,27.2341290,0.0412494,1.0435152
46,-13,-5.390940171150472,20.670286487536480,-13.1444216,-0.0009917,36.3636360,-0.1683054,0.1166857,4.0000000,-0.0313846,1.1234394,27.0647850,0.2647561,0.5992545
47,-13,-5.383483531150471,20.670286487536480,-13.1443729,-0.0009091,36.3636360,-0.2777263,0.3164567,4.0000000,0.1164623,1.1209598,26.8067169,0.5164511,1.4264953
48,-13,-5.376026891150472,20.670286487536480,-13.1443577,-0.0009091,36.3636360,-0.5725572,0.3660306,4.0000000,-0.0356097,1.1180140,26.4980717,0.7676708,2.4380980
49,-13,-5.368570251150472,20.670286487536480,-13.1443167,-0.0009091,36.3636360,-1.0742736,0.3063189,4.0000000,-0.2987963,1.1146057,26.1376934,0.9114341,3.6705954
50,-13,-5.361113611150472,20.670286487536480,-13.1442690,-0.0011570,35.5371895,-1.7488266,0.1321822,4.0000000,-0.7189101,1.1107918,25.7186909,0.9832745,5.3205976
51,-13,-5.353656971150472,20.670286487536480,-13.1441946,-0.0014050,34.7107430,-1.8842337,0.0432319,4.0000000,-0.8369377,1.1069330,25.3016014,0.9234015,5.6533656
52,-13,-5.346200331150472,20.670286487536480,-13.1440020,-0.0016529,33.8842964,-1.9343911,-0.1075866,4.0000000,-1.0716538,1.1035229,24.9440155,0.8564807,5.9667988
53,-13,-5.338743691150472,20.670286487536480,-13.1437998,-0.0019835,32.2314034,-1.9926107,-0.3525664,4.0000000,-1.4443371,1.1013840,24.6866703,0.7392043,7.0836487
54,-13,-5.331287051150472,20.670286487536480,-13.1434336,-0.0024793,30.5785122,-2.4615853,-0.7760048,4.0000000,-2.1298275,1.1002003,24.5758972,0.5778179,12.0221748
55,-13,-5.323830411150472,20.670286487536480,-13.1429176,-0.0029752,28.9256191,-2.3043475,-0.8427419,4.0000000,-2.0238688,1.0995694,24.5458069,0.3383851,12.1000433
56,-13,-5.316373771150472,20.670286487536480,-13.1421738,-0.0036364,26.4462814,-2.0082088,-0.7933722,4.0000000,-1.6906484,1.0991598,24.5403404,0.1039040,10.4098320
57,-13,-5.502789771150471,20.662829847536479,-13.1323328,-0.0028926,31.4049587,-0.0839153,-0.2205405,4.0000000,0.0957937,1.1698477,31.3549156,-0.5368748,0.5410838
58,-13,-5.495333131150471,20.662829847536479,-13.1344395,-0.0009091,36.3636360,0.0748998,-0.2847497,4.0000000,-0.2279765,1.1707976,31.4742622,-0.3415228,0.3065782
59,-13,-5.487876491150471,20.662829847536479,-13.1365433,0.0009917,41.3223152,0.4283605,-0.7244052,4.0000000,-1.0147729,1.1689130,31.3353100,-0.4340376,2.9556172
60,-13,-5.480419851150471,20.662829847536479,-13.1385746,0.0028099,45.4545441,1.0850217,-1.3223506,4.0000000,-1.9812670,1.1631784,30.8626575,-0.6634343,11.2542400
61,-13,-5.472963211150471,20.662829847536479,-13.1404247,-0.0054545,23.9669418,1.4619780,-1.5313041,4.0000000,-2.3516228,1.1549664,30.1230164,-0.7109855,14.6325932
62,-13,-5.465506571150471,20.662829847536479,-13.1419983,-0.0039669,28.0991745,1.5205506,-1.4447175,4.0000000,-2.1421463,1.1481732,29.5091610,-0.7472888,11.5793085
63,-13,-5.458049931150471,20.662829847536479,-13.1434593,-0.0026446,31.4049587,1.7003978,-1.4519300,4.0000000,-2.0233750,1.1432377,29.1025887,-0.8804851,10.4948225
64,-13,-5.450593291150471,20.662829847536479,-13.1447372,-0.0014050,34.7107430,2.0381613,-1.5738209,4.0000000,-2.1095493,1.1385148,28.6628189,-1.0380925,11.6620207
65,-13,-5.443136651150471,20.662829847536479,-13.1457920,-0.0004132,37.1900826,1.8945299,-1.4725566,4.0000000,-1.8271836,1.1356201,28.3767300,-1.1179295,9.3055782
66,-13,-5.435680011150471,20.662829847536479,-13.1467133,0.0004959,39.6694221,2.0292506,-1.5893296,4.0000000,-2.1025095,1.1342630,28.2673664,-1.0761499,11.7389784
67,-13,-5.428223371150471,20.662829847536479,-13.1475143,0.0011570,41.3223152,2.3041301,-1.8593851,4.0000000,-2.8029037,1.1319309,28.0126114,-0.9158666,18.5344257
68,-13,-5.420766731150471,20.662829847536479,-13.1479836,0.0016529,42.9752083,1.8786637,-1.7662587,4.0000000,-2.8461816,1.1291183,27.7427044,-0.6863359,17.7000465
69,-13,-5.413310091150471,20.662829847536479,-13.1482172,0.0020661,43.8016510,0.8978134,-1.2134407,4.0000000,-1.9674605,1.1274391,27.5801296,-0.4594207,8.2708511
70,-13,-5.405853451150471,20.662829847536479,-13.1483212,0.0023967,44.6280975,0.2548800,-0.7398140,5.0000000,-1.2805691,1.1266552,27.4977608,-0.1990590,3.4169600
71,-13,-5.398396811150471,20.662829847536479,-13.1483116,0.0025620,45.4545441,-0.0520533,-0.3310985,4.0000000,-0.7276734,1.1265420,27.4639378,0.0654764,1.1047094
72,-13,-5.390940171150472,20.662829847536479,-13.1482277,0.0026446,45.4545441,-0.0861723,0.0731647,4.0000000,-0.1813704,1.1263410,27.4425011,0.3276998,0.2898776
73,-13,-5.383483531150471,20.662829847536479,-13.1481371,0.0027273,45.4545441,-0.1450260,0.2832731,4.0000000,-0.0385273,1.1254195,27.3606300,0.6050735,0.8584354
74,-13,-5.376026891150472,20.662829847536479,-13.1480846,0.0027273,45.4545441,-0.5128197,0.3122548,4.0000000,-0.2109129,1.1236635,27.1999130,0.8354223,2.0479667
75,-13,-5.368570251150472,20.662829847536479,-13.1480045,0.0027273,45.4545441,-1.1146394,0.2578466,4.0000000,-0.4508109,1.1210183,26.9332008,0.9665040,3.7292893
76,-13,-5.361113611150472,20.662829847536479,-13.1479053,0.0024793,44.6280975,-1.8351963,0.1156791,4.0000000,-0.7683985,1.1175072,26.5534649,0.9997568,5.7346153
77,-13,-5.353656971150472,20.662829847536479,-13.1477585,0.0022314,43.8016510,-1.9160269,0.0716407,4.0000000,-0.7351928,1.1134653,26.1178570,0.8784741,5.8971262
78,-13,-5.346200331150472,20.662829847536479,-13.1474886,0.0019835,42.9752083,-1.8090883,-0.0709177,4.0000000,-0.8739675,1.1093230,25.6658897,0.7321321,5.6274343
79,-13,-5.338743691150472,20.662829847536479,-13.1472435,0.0015702,41.3223152,-1.7674656,-0.3438219,4.0000000,-1.2615632,1.1060452,25.2959423,0.5739194,6.4401274
80,-13,-5.331287051150472,20.662829847536479,-13.1468287,0.0009917,39.6694221,-1.9814743,-0.8666090,4.0000000,-2.0689390,1.1039432,25.0805511,0.3357208,11.7166748
81,-13,-5.323830411150472,20.662829847536479,-13.1462584,0.0004132,38.0165291,-1.6836603,-0.9953253,4.0000000,-2.0228698,1.1028973,24.9526253,0.0322192,12.1583929
82,-13,-5.316373771150472,20.662829847536479,-13.1454620,-0.0003306,35.5371895,-1.3628433,-0.9822741,4.0000000,-1.6831009,1.1020082,24.8527279,-0.2814473,10.5895967
83,-13,-5.525159691150471,20.655373207536478,-13.1295977,0.0038843,46.2809906,0.3149329,-1.3634754,4.0000000,-0.4447430,1.1680151,31.2130737,-2.2822080,10.2432289
84,-13,-5.517703051150471,20.655373207536478,-13.1319475,-0.0036364,28.9256191,1.0989344,-1.4729468,4.0000000,-0.7157753,1.1674099,31.1221581,-2.2301183,9.9400997
85,-13,-5.510246411150471,20.655373207536478,-13.1341953,-0.0013223,34.7107430,1.1092579,-1.2599913,4.0000000,-0.6003064,1.1671674,31.1000023,-1.9196763,6.1009617
86,-13,-5.502789771150471,20.655373207536478,-13.1363420,0.0009091,40.4958687,0.6965647,-1.0517373,4.0000000,-0.4803613,1.1663376,31.0622425,-1.6231133,4.4831085
87,-13,-5.495333131150471,20.655373207536478,-13.1384506,0.0028926,45.4545441,0.8252430,-1.1152436,4.0000000,-0.7284659,1.1653470,31.0176353,-1.5020212,5.4081793
88,-13,-5.487876491150471,20.655373207536478,-13.1405468,-0.0052066,24.7933884,2.1272783,-1.5051506,4.0000000,-1.4137071,1.1623124,30.7621403,-1.5965940,8.8927917
89,-13,-5.480419851150471,20.655373207536478,-13.1425304,-0.0033884,28.9256191,4.1337638,-2.0433528,4.0000000,-2.2469044,1.1558301,30.1543369,-1.8398012,16.6071396
90,-13,-5.472963211150471,20.655373207536478,-13.1443348,-0.0017355,33.0578499,4.5583472,-2.1589398,4.0000000,-2.4743123,1.1473221,29.3344650,-1.8435671,18.4302883
91,-13,-5.465506571150471,20.655373207536478,-13.1458855,-0.0002479,37.1900826,3.9090881,-1.9868561,4.0000000,-2.1811886,1.1400112,28.6678028,-1.7925236,14.6030436
92,-13,-5.458049931150471,20.655373207536478,-13.1472998,0.0010744,40.4958687,3.5759413,-1.8946812,4.0000000,-2.0041528,1.1347947,28.2188835,-1.7852097,12.6925964
93,-13,-5.450593291150471,20.655373207536478,-13.1485748,0.0023967,43.8016510,3.6966465,-1.9366273,4.0000000,-2.0751312,1.1304314,27.7726383,-1.7981234,13.2176628
94,-13,-5.443136651150471,20.655373207536478,-13.1496477,0.0034711,46.2809906,3.1489940,-1.7905817,4.0000000,-1.8186429,1.1277819,27.4818382,-1.7625206,10.9131937
95,-13,-5.435680011150471,20.655373207536478,-13.1505899,-0.0056198,23.1404953,3.5550990,-1.9392973,4.0000000,-2.1534395,1.1266108,27.4166489,-1.7251550,13.7701778
96,-13,-5.428223371150471,20.655373207536478,-13.1513863,-0.0048760,24.7933884,4.2245245,-2.2160509,4.0000000,-2.8642437,1.1251231,27.2771320,-1.5678577,20.6065006
97,-13,-5.420766731150471,20.655373207536478,-13.1518602,-0.0043802,25.6198349,3.7073631,-2.1155739,4.0000000,-2.9126117,1.1241959,27.1784439,-1.3185360,19.7388134
98,-13,-5.413310091150471,20.655373207536478,-13.1520987,-0.0039669,26.4462814,2.0801857,-1.5293086,4.0000000,-1.9984652,1.1245480,27.2314854,-1.0601518,9.6263657
99,-13,-5.405853451150471,20.655373207536478,-13.1521950,-0.0036364,27.2727280,1.1240956,-1.0933915,4.0000000,-1.3331567,1.1251634,27.3636417,-0.8536263,4.5907946
100,-13,-5.398396811150471,20.655373207536478,-13.1522102,-0.0034711,27.2727280,0.5725972,-0.7610887,5.0000000,-0.8289406,1.1262519,27.5177364,-0.6932368,2.0298402
101,-13,-5.390940171150472,20.655373207536478,-13.1521578,-0.0033884,27.2727280,0.2008835,-0.4728285,4.0000000,-0.3315616,1.1274877,27.6470165,-0.6140954,0.7169850
102,-13,-5.383483531150471,20.655373207536478,-13.1520739,-0.0033058,27.2727280,0.0699170,-0.3978990,4.0000000,-0.2152337,1.1279696,27.7060184,-0.5805643,0.7053682
103,-13,-5.376026891150472,20.655373207536478,-13.1520081,-0.0033058,27.2727280,0.0099755,-0.4849393,4.0000000,-0.3924451,1.1272002,27.6405716,-0.5774335,1.4470371
104,-13,-5.368570251150472,20.655373207536478,-13.1518717,-0.0033884,27.2727280,-0.1682266,-0.5738795,4.0000000,-0.5877273,1.1248209,27.4171352,-0.5600317,2.7061567
105,-13,-5.361113611150472,20.655373207536478,-13.1517124,-0.0037190,26.4462814,-0.4041315,-0.6730307,4.0000000,-0.8132653,1.1210400,27.0367775,-0.5327961,4.3431320
106,-13,-5.353656971150472,20.655373207536478,-13.1514807,-0.0040496,25.6198349,-0.6628417,-0.6055803,4.0000000,-0.6738163,1.1167020,26.5730762,-0.5373444,4.4518723
107,-13,-5.346200331150472,20.655373207536478,-13.1511345,-0.0043802,24.7933884,-0.6543954,-0.6087082,4.0000000,-0.7230479,1.1120832,26.0734882,-0.4943686,4.4071374
108,-13,-5.338743691150472,20.655373207536478,-13.1508074,-0.0047934,23.1404953,-0.4733126,-0.7906317,4.0000000,-1.1314229,1.1082395,25.6500168,-0.4498404,5.6095428
109,-13,-5.331287051150472,20.655373207536478,-13.1503334,-0.0053719,21.4876041,-0.2338937,-1.2394964,4.0000000,-1.9858541,1.1060303,25.3839607,-0.4931385,11.1918325
110,-13,-5.323830411150472,20.655373207536478,-13.1497135,0.0040496,47.1074371,-0.3358735,-1.2724863,4.0000000,-1.9852700,1.1051798,25.2490883,-0.5597027,11.9069796
111,-13,-5.316373771150472,20.655373207536478,-13.1488676,0.0032231,44.6280975,-0.5965661,-1.1581900,4.0000000,-1.6800916,1.1045060,25.1686516,-0.6362883,10.5946350
112,-13,-5.540072971150471,20.647916567536477,-13.1280928,0.0023140,41.3223152,-0.0903089,-1.2547607,4.0000000,-0.4126324,1.1683398,31.1387348,-2.0968890,9.9957962
113,-13,-5.532616331150471,20.647916567536477,-13.1307545,-0.0050413,25.6198349,0.3158923,-1.2737715,4.0000000,-0.3980348,1.1670460,31.0760612,-2.1495082,8.7057552
114,-13,-5.525159691150471,20.647916567536477,-13.1333809,-0.0024793,31.4049587,1.1440221,-1.4926069,4.0000000,-0.6980783,1.1660848,30.9717312,-2.2871356,10.0164986
115,-13,-5.517703051150471,20.647916567536477,-13.1358109,0.0000000,37.1900826,2.0002983,-1.6644226,4.0000000,-1.0282686,1.1628261,30.6417656,-2.3005767,11.0900612
116,-13,-5.510246411150471,20.647916567536477,-13.1380911,0.0023967,43.8016510,1.8543742,-1.4711077,4.0000000,-0.9476631,1.1595281,30.3744602,-1.9945525,7.6518722
117,-13,-5.502789771150471,20.647916567536477,-13.1402369,-0.0053719,23.9669418,1.2461022,-1.2217323,4.0000000,-0.7969326,1.1565794,30.1442089,-1.6465318,5.3802538
118,-13,-5.495333131150471,20.647916567536477,-13.1423149,-0.0033884,28.9256191,1.2211088,-1.2083504,4.0000000,-0.9638956,1.1546633,29.9805870,-1.4528052,5.6496196
119,-13,-5.487876491150471,20.647916567536477,-13.1443911,-0.0014876,33.8842964,2.1882768,-1.4976768,4.0000000,-1.5522443,1.1511271,29.6547813,-1.4431094,8.5333776
120,-13,-5.480419851150471,20.647916567536477,-13.1463413,0.0003306,38.0165291,3.5583768,-1.9202210,4.0000000,-2.2476130,1.1445252,29.0365162,-1.5928290,14.7028627
121,-13,-5.472963211150471,20.647916567536477,-13.1481009,0.0019835,42.1487617,3.6284661,-1.9642991,4.0000000,-2.3857765,1.1369539,28.3045921,-1.5428216,15.4647083
122,-13,-5.465506571150471,20.647916567536477,-13.1496143,0.0034711,46.2809906,2.8684573,-1.7325736,4.0000000,-2.0521357,1.1312140,27.7619953,-1.4130117,11.4232655
123,-13,-5.458049931150471,20.647916567536477,-13.1509724,-0.0052066,25.6198349,2.4278345,-1.5969002,4.0000000,-1.8431257,1.1277635,27.4460697,-1.3506747,9.4695730
124,-13,-5.450593291150471,20.647916567536477,-13.1522293,-0.0039669,28.0991745,2.3763855,-1.6107665,4.0000000,-1.9164029,1.1246250,27.1121922,-1.3051301,9.9314442
125,-13,-5.443136651150471,20.647916567536477,-13.1532984,-0.0028926,30.5785122,2.0649176,-1.5034124,4.0000000,-1.7468585,1.1220248,26.8817005,-1.2599664,8.4857531
126,-13,-5.435680011150471,20.647916567536477,-13.1542473,-0.0019835,32.2314034,2.6274133,-1.7475578,4.0000000,-2.1550944,1.1206310,26.8130951,-1.3400211,12.2657957
127,-13,-5.428223371150471,20.647916567536477,-13.1550817,-0.0012397,33.8842964,3.7056139,-2.1541629,4.0000000,-2.9080560,1.1193300,26.6552582,-1.4002695,20.1991043
128,-13,-5.420766731150471,20.647916567536477,-13.1556034,-0.0007438,34.7107430,3.8480284,-2.1648414,4.0000000,-2.9591291,1.1186800,26.5703392,-1.3705536,20.1043282
129,-13,-5.413310091150471,20.647916567536477,-13.1558895,-0.0003306,35.5371895,2.7026253,-1.6972986,4.0000000,-2.0118017,1.1194357,26.6658363,-1.3827956,10.5899038
130,-13,-5.405853451150471,20.647916567536477,-13.1560020,0.0000000,36.3636360,1.9811933,-1.4206442,4.0000000,-1.3735139,1.1204487,26.7863140,-1.4677744,6.5408621
131,-13,-5.398396811150471,20.647916567536477,-13.1560364,0.0001653,36.3636360,1.4812012,-1.2613424,5.0000000,-0.9423301,1.1210489,26.8778801,-1.5803548,4.9276204
132,-13,-5.390940171150472,20.647916567536477,-13.1560011,0.0002479,36.3636360,0.8949692,-1.1317091,4.0000000,-0.5130341,1.1210496,26.9237328,-1.7503841,4.3875518
133,-13,-5.383483531150471,20.647916567536477,-13.1559258,0.0003306,36.3636360,0.7401423,-1.1896802,4.0000000,-0.4138972,1.1204087,26.8700695,-1.9654633,5.4264812
134,-13,-5.376026891150472,20.647916567536477,-13.1558561,0.0003306,36.3636360,1.0181370,-1.3802229,4.0000000,-0.5831955,1.1190827,26.7205181,-2.1772504,7.4020419
135,-13,-5.368570251150472,20.647916567536477,-13.1556902,0.0001653,36.3636360,1.2266327,-1.5257601,4.0000000,-0.7312242,1.1168895,26.4862213,-2.3202958,9.2252951
136,-13,-5.361113611150472,20.647916567536477,-13.1554575,-0.0002479,35.5371895,1.4493072,-1.6173837,4.0000000,-0.8808215,1.1139523,26.1757355,-2.3539457,10.2890301
137,-13,-5.353656971150472,20.647916567536477,-13.1551456,-0.0006612,34.7107430,0.8535399,-1.4537569,4.0000000,-0.6415862,1.1109786,25.8591270,-2.2659276,8.9466887
138,-13,-5.346200331150472,20.647916567536477,-13.1547079,-0.0010744,33.8842964,0.7797327,-1.3435080,4.0000000,-0.6270425,1.1076877,25.4953804,-2.0599737,7.4781289
139,-13,-5.338743691150472,20.647916567536477,-13.1543083,-0.0015702,32.2314034,1.4474407,-1.4517323,4.0000000,-1.0712341,1.1047240,25.1634216,-1.8322304,7.7210274
140,-13,-5.331287051150472,20.647916567536477,-13.1537857,-0.0021488,30.5785122,2.6476407,-1.8397992,4.0000000,-1.9972398,1.1029319,24.9723053,-1.6823586,12.7423849
141,-13,-5.323830411150472,20.647916567536477,-13.1531191,-0.0027273,28.9256191,2.3075454,-1.7926959,4.0000000,-2.0537448,1.1023620,24.9388199,-1.5316468,12.9208593
142,-13,-5.316373771150472,20.647916567536477,-13.1522141,-0.0035537,26.4462814,1.5162926,-1.5910962,4.0000000,-1.7868294,1.1027089,24.9681969,-1.3953630,11.0145426
143,-13,-5.554986251150472,20.640459927536480,-13.1256638,0.0002479,35.5371895,-0.3934691,-0.4873017,4.0000000,0.3066172,1.1749877,31.8058014,-1.2812207,2.5248218
144,-13,-5.547529611150471,20.640459927536480,-13.1287327,0.0029752,42.9752083,0.3146866,-1.1366932,4.0000000,-0.3377944,1.1740029,31.7055893,-1.9355921,6.7719164
145,-13,-5.540072971150471,20.640459927536480,-13.1316128,-0.0042975,27.2727280,0.7488878,-1.3801602,4.0000000,-0.6363834,1.1683565,31.0996761,-2.1239369,9.4225826
146,-13,-5.532616331150471,20.640459927536480,-13.1343298,-0.0016529,33.0578499,0.7978997,-1.3237425,4.0000000,-0.5816919,1.1657887,30.9223461,-2.0657930,8.1386938
147,-13,-5.525159691150471,20.640459927536480,-13.1369877,0.0009917,39.6694221,1.2406197,-1.4631221,4.0000000,-0.8324907,1.1632208,30.7147808,-2.0937536,9.4868345
