OID_,ClipsFinal_DEM_Large_S3_RegB,X,Y,DEM_Large_S1_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
28,-13,-3.921982091150472,17.963526167536482,-13.0643272,-0.0007438,27.2727280,-0.0756791,-0.3079880,4.0000000,0.0708347,1.0507137,17.8922749,-0.6868107,0.5935434
29,-13,-3.914525451150472,17.963526167536482,-13.0619898,-0.0030579,18.1818180,-0.0895946,-0.0618551,4.0000000,0.0239770,1.0512666,17.9987183,-0.1476872,0.2352494
30,-13,-3.907068811150472,17.963526167536482,-13.0596113,0.0042149,47.9338837,0.0394307,-0.3735415,4.0000000,-0.1370956,1.0505527,17.7670784,-0.6099875,0.5429633
31,-13,-3.899612171150472,17.963526167536482,-13.0573006,0.0018182,38.8429756,0.2628365,-0.6031038,4.0000000,-0.3458616,1.0521404,18.0662556,-0.8603460,1.0659822
32,-13,-3.892155531150472,17.963526167536482,-13.0548401,-0.0004959,29.7520657,0.7526599,-0.9329769,4.0000000,-0.6203932,1.0548812,18.5581245,-1.2455606,2.3062491
33,-13,-3.884698891150472,17.963526167536482,-13.0523930,-0.0032231,20.6611576,1.0723343,-1.0792421,4.0000000,-0.8597554,1.0566791,18.7705307,-1.2987287,3.0176756
34,-13,-3.877242251150472,17.963526167536482,-13.0498486,0.0040496,48.7603302,1.5196126,-1.2925205,4.0000000,-1.0741513,1.0611734,19.5644989,-1.5108898,4.4817266
35,-13,-3.869785611150472,17.963526167536482,-13.0471840,0.0014876,39.6694221,0.2410948,-0.8608472,4.0000000,-1.2161148,1.0640098,20.0533848,-0.5055797,3.4020164
36,-13,-3.996548491150472,17.956069527536481,-13.0847702,0.0001653,25.6198349,-1.0358671,0.2713887,4.0000000,1.0269811,1.0297924,13.7322187,-0.4842038,2.7132914
37,-13,-3.989091851150472,17.956069527536481,-13.0830641,-0.0016529,16.5289249,-0.4322335,0.3198903,4.0000000,0.9299282,1.0318537,14.3197632,-0.2901477,1.5032814
38,-13,-3.981635211150472,17.956069527536481,-13.0812292,-0.0037190,7.4380164,-0.0409461,0.3764995,4.0000000,0.7685637,1.0317324,14.2630100,-0.0155647,0.7787247
39,-13,-3.974178571150472,17.956069527536481,-13.0795279,0.0044628,48.7603302,-0.3719629,-0.0505653,4.0000000,0.4985225,1.0305530,13.8339119,-0.5996531,0.8422158
40,-13,-3.966721931150472,17.956069527536481,-13.0777559,0.0023967,39.6694221,-0.6241223,-0.7829027,4.0000000,0.2108720,1.0341793,14.7317400,-1.7766774,3.9994740
41,-13,-3.959265291150472,17.956069527536481,-13.0758123,0.0004959,30.5785122,-0.2497509,-0.6889758,4.0000000,0.1126643,1.0380615,15.6206846,-1.4906158,2.6017449
42,-13,-3.951808651150472,17.956069527536481,-13.0737991,-0.0014050,21.4876041,-0.0659256,-0.7535986,4.0000000,0.0245091,1.0399137,15.8549328,-1.5317062,2.6024177
43,-13,-3.944352011150472,17.956069527536481,-13.0717411,-0.0036364,12.3966942,0.0960756,-0.9560220,4.0000000,-0.0594866,1.0435386,16.5723553,-1.8525575,3.7739427
44,-13,-3.936895371150472,17.956069527536481,-13.0695210,0.0038843,47.1074371,0.1911214,-0.9287437,4.0000000,-0.1093508,1.0476605,17.4370480,-1.7481365,3.3734145
45,-13,-3.929438731150472,17.956069527536481,-13.0672331,0.0016529,38.0165291,0.0838564,-0.5350612,4.0000000,-0.1382270,1.0502006,17.7999382,-0.9318954,1.0929993
46,-13,-3.921982091150472,17.956069527536481,-13.0648651,-0.0003306,28.9256191,0.0812621,-0.4596764,4.0000000,-0.2290260,1.0513562,17.9751606,-0.6903266,0.7852726
47,-13,-3.914525451150472,17.956069527536481,-13.0625067,-0.0025620,19.8347111,-0.1230777,-0.2640193,4.0000000,-0.2842572,1.0519260,18.1140327,-0.2437814,0.6469023
48,-13,-3.907068811150472,17.956069527536481,-13.0601082,-0.0052893,10.7438021,0.1003165,-0.5630708,4.0000000,-0.4111136,1.0514001,17.9059944,-0.7150281,1.2646739
49,-13,-3.899612171150472,17.956069527536481,-13.0577669,0.0022314,40.4958687,0.3157021,-0.7419963,4.0000000,-0.5886233,1.0528080,18.1896877,-0.8953694,1.8783587
50,-13,-3.892155531150472,17.956069527536481,-13.0552931,-0.0000826,31.4049587,0.7968722,-1.0170102,4.0000000,-0.7748592,1.0552593,18.6354218,-1.2591612,3.0387702
51,-13,-3.884698891150472,17.956069527536481,-13.0528231,-0.0028099,22.3140488,1.0766044,-1.1394410,4.0000000,-0.9190295,1.0571978,18.8367310,-1.3598526,3.6711271
52,-13,-3.877242251150472,17.956069527536481,-13.0502415,-0.0055372,13.2231407,1.4915249,-1.3403656,4.0000000,-1.0315856,1.0619698,19.6715927,-1.6491458,5.1272736
53,-13,-3.869785611150472,17.956069527536481,-13.0475378,0.0018182,41.3223152,0.2095259,-0.8234376,4.0000000,-1.0525930,1.0651494,20.2401695,-0.5942822,3.0989101
54,-13,-4.018918411150472,17.948612887536481,-13.0904999,-0.0046281,0.0000000,-1.1605698,-0.1916353,4.0000000,-0.3746898,1.0268450,13.1487932,-0.0085809,2.7532704
55,-13,-4.011461771150472,17.948612887536481,-13.0888777,0.0040496,46.2809906,-0.6339279,-0.2148839,4.0000000,-0.0998758,1.0289875,13.6784925,-0.3298921,1.6235627
56,-13,-4.004005131150472,17.948612887536481,-13.0872002,0.0024793,37.1900826,-0.2995703,-0.1141588,4.0000000,0.2069997,1.0304452,14.0495548,-0.4353174,0.7258127
57,-13,-3.996548491150472,17.948612887536481,-13.0854893,0.0006612,28.0991745,-0.3841127,-0.2546243,4.0000000,0.3127069,1.0309516,14.0592175,-0.8219555,1.1223829
58,-13,-3.989091851150472,17.948612887536481,-13.0837698,-0.0011570,19.0082645,-0.2120905,-0.0621293,4.0000000,0.3991190,1.0328681,14.5886078,-0.5233777,0.4936876
59,-13,-3.981635211150472,17.948612887536481,-13.0819178,-0.0031405,9.9173555,-0.1171499,0.0656768,4.0000000,0.3842909,1.0328107,14.4967632,-0.2529373,0.2929854
60,-13,-3.974178571150472,17.948612887536481,-13.0801783,-0.0049587,4.9586778,-0.1709717,-0.3104769,4.0000000,0.2063854,1.0315459,14.0535450,-0.8273392,0.7789939
61,-13,-3.966721931150472,17.948612887536481,-13.0783978,0.0029752,42.1487617,-0.0514647,-0.9751330,4.0000000,-0.0141522,1.0347350,14.8864040,-1.9361138,4.1944747
62,-13,-3.959265291150472,17.948612887536481,-13.0764475,0.0009917,33.0578499,0.1000186,-0.8277562,4.0000000,-0.0724213,1.0385529,15.7391520,-1.5830910,2.7459221
63,-13,-3.951808651150472,17.948612887536481,-13.0744143,-0.0008264,23.9669418,0.2025263,-0.8724379,4.0000000,-0.1270445,1.0403752,15.9429512,-1.6178313,2.8584390
64,-13,-3.944352011150472,17.948612887536481,-13.0723419,-0.0029752,14.8760328,0.3462933,-1.0679370,4.0000000,-0.1774116,1.0442984,16.6868877,-1.9584624,4.2237382
65,-13,-3.936895371150472,17.948612887536481,-13.0700817,-0.0054545,7.4380164,0.3284971,-0.9862503,4.0000000,-0.1859780,1.0486492,17.6077976,-1.7865226,3.5683668
66,-13,-3.929438731150472,17.948612887536481,-13.0677662,0.0022314,40.4958687,0.0553849,-0.5270650,4.0000000,-0.1532727,1.0507673,17.9148331,-0.9008572,1.1297692
67,-13,-3.921982091150472,17.948612887536481,-13.0653849,0.0001653,31.4049587,0.0240238,-0.4454783,4.0000000,-0.1839066,1.0518275,18.0441647,-0.7070501,0.8581520
68,-13,-3.914525451150472,17.948612887536481,-13.0630064,-0.0019835,22.3140488,-0.1426120,-0.2812160,4.0000000,-0.2043809,1.0527301,18.2322845,-0.3580510,0.7293344
69,-13,-3.907068811150472,17.948612887536481,-13.0605707,-0.0047107,13.2231407,-0.0659386,-0.5328666,4.0000000,-0.2490309,1.0525342,18.0975933,-0.8167022,1.4821683
70,-13,-3.899612171150472,17.948612887536481,-13.0581894,0.0027273,42.9752083,-0.0208356,-0.6170765,4.0000000,-0.3387137,1.0541259,18.4124603,-0.8954393,1.8478315
71,-13,-3.892155531150472,17.948612887536481,-13.0556679,0.0004132,33.8842964,0.2159267,-0.8041188,4.0000000,-0.4151899,1.0563557,18.8177261,-1.1930478,2.5244884
72,-13,-3.884698891150472,17.948612887536481,-13.0531597,-0.0023140,24.7933884,0.4094905,-0.8907263,4.0000000,-0.4676204,1.0582196,18.9915028,-1.3138323,2.7491410
73,-13,-3.877242251150472,17.948612887536481,-13.0505381,-0.0050413,15.7024794,0.6354813,-1.0994153,4.0000000,-0.4786786,1.0630562,19.8353424,-1.7201521,4.1546602
74,-13,-3.869785611150472,17.948612887536481,-13.0478058,0.0022314,42.1487617,-0.0354751,-0.5454750,4.0000000,-0.4363147,1.0667071,20.4816704,-0.6546353,1.6039230
75,-13,-4.033831691150472,17.941156247536483,-13.0941563,-0.0014876,9.0909090,-1.2112460,-0.7665961,4.0000000,-1.2996762,1.0197630,11.2536049,-0.2335160,5.2286463
76,-13,-4.026375051150472,17.941156247536483,-13.0927143,-0.0030579,2.4793389,-0.7312665,-0.8596088,4.0000000,-1.3683670,1.0226899,12.1229935,-0.3508506,4.9239669
77,-13,-4.018918411150472,17.941156247536483,-13.0912218,-0.0042975,0.0000000,-0.0658699,-0.8649713,4.0000000,-1.2227755,1.0250345,12.6853924,-0.5071673,3.5190041
78,-13,-4.011461771150472,17.941156247536483,-13.0896549,0.0044628,48.7603302,0.4412812,-0.9030215,4.0000000,-0.9471276,1.0280719,13.4509487,-0.8589153,2.6719549
79,-13,-4.004005131150472,17.941156247536483,-13.0879765,0.0029752,39.6694221,0.4431614,-0.7242267,4.0000000,-0.5745448,1.0304987,14.0287657,-0.8739085,1.3403168
80,-13,-3.996548491150472,17.941156247536483,-13.0862484,0.0012397,30.5785122,0.3702121,-0.7146297,4.0000000,-0.3508710,1.0314289,14.1640949,-1.0783882,1.4036256
81,-13,-3.989091851150472,17.941156247536483,-13.0844975,-0.0005785,21.4876041,0.0682520,-0.4244830,4.0000000,-0.1379211,1.0333476,14.6968451,-0.7110450,0.6317096
82,-13,-3.981635211150472,17.941156247536483,-13.0826349,-0.0024793,12.3966942,-0.1147258,-0.1878747,4.0000000,-0.0035296,1.0333555,14.6439219,-0.3722199,0.4128750
83,-13,-3.974178571150472,17.941156247536483,-13.0808668,-0.0042975,6.6115704,0.0215559,-0.4834525,4.0000000,-0.0487628,1.0323819,14.2192106,-0.9181423,0.9525632
84,-13,-3.966721931150472,17.941156247536483,-13.0790358,0.0036364,45.4545441,0.2384508,-1.0502589,4.0000000,-0.1327934,1.0355030,15.0157766,-1.9677244,4.2247791
85,-13,-3.959265291150472,17.941156247536483,-13.0770578,0.0015702,36.3636360,0.1427431,-0.8361760,4.0000000,-0.0927794,1.0392350,15.8847952,-1.5795726,2.7168741
86,-13,-3.951808651150472,17.941156247536483,-13.0749950,-0.0002479,27.2727280,0.0561980,-0.8320920,4.0000000,-0.0381985,1.0408224,16.0308208,-1.6259855,2.8778045
87,-13,-3.944352011150472,17.941156247536483,-13.0729084,-0.0023140,18.1818180,-0.0437973,-0.9973328,4.0000000,0.0160062,1.0449660,16.8164635,-2.0106719,4.4400840
88,-13,-3.936895371150472,17.941156247536483,-13.0706081,-0.0047934,9.9173555,-0.1731746,-0.8378280,4.0000000,0.0974052,1.0499097,17.8166065,-1.7730612,3.4823413
89,-13,-3.929438731150472,17.941156247536483,-13.0682516,0.0028099,42.9752083,-0.2091036,-0.3362218,4.0000000,0.1851135,1.0516430,18.0468674,-0.8575571,0.9830918
90,-13,-3.921982091150472,17.941156247536483,-13.0658588,0.0006612,33.8842964,-0.2246445,-0.2655766,4.0000000,0.2107055,1.0525125,18.1697750,-0.7418587,0.8376676
91,-13,-3.914525451150472,17.941156247536483,-13.0634518,-0.0014876,24.7933884,-0.2693419,-0.1335638,4.0000000,0.2244786,1.0538195,18.4138966,-0.4916063,0.7299041
92,-13,-3.907068811150472,17.941156247536483,-13.0609856,-0.0042149,15.7024794,-0.4567263,-0.3448450,4.0000000,0.2273251,1.0540261,18.3505077,-0.9170150,1.6159170
93,-13,-3.899612171150472,17.941156247536483,-13.0585546,0.0031405,44.6280975,-0.4884692,-0.3762118,4.0000000,0.1705881,1.0560912,18.7338200,-0.9230116,1.8133521
94,-13,-3.892155531150472,17.941156247536483,-13.0559769,0.0007438,35.5371895,-0.4314077,-0.5094075,4.0000000,0.1117479,1.0580628,19.0839329,-1.1305630,2.2136304
95,-13,-3.884698891150472,17.941156247536483,-13.0534458,-0.0019835,26.4462814,-0.2390434,-0.6258667,4.0000000,0.0132857,1.0594447,19.1856155,-1.2650189,2.3528876
96,-13,-3.877242251150472,17.941156247536483,-13.0507956,-0.0047107,17.3553715,-0.0890956,-0.9111937,4.0000000,-0.0470857,1.0641130,20.0022964,-1.7753018,4.0155072
97,-13,-3.869785611150472,17.941156247536483,-13.0480461,0.0025620,42.9752083,-0.2227749,-0.3991677,4.0000000,-0.1003791,1.0683744,20.7160721,-0.6979563,1.3370495
98,-13,-4.033831691150472,17.933699607536482,-13.0946789,-0.0009917,10.7438021,-0.7769884,-0.8283120,4.0000000,-1.2291796,1.0176482,10.6160030,-0.4274444,4.6559324
99,-13,-4.026375051150472,17.933699607536482,-13.0933084,-0.0025620,4.1322312,-0.2139594,-1.0190173,4.0000000,-1.3665302,1.0205518,11.5063543,-0.6715044,5.0335565
100,-13,-4.018918411150472,17.933699607536482,-13.0918722,-0.0038017,0.8264463,0.4200088,-1.1033471,4.0000000,-1.3243060,1.0229629,12.1183424,-0.8823882,4.4605203
101,-13,-4.011461771150472,17.933699607536482,-13.0903597,-0.0050413,0.0000000,0.8961314,-1.1803981,4.0000000,-1.1388304,1.0265546,13.0676508,-1.2219659,4.1923161
102,-13,-4.004005131150472,17.933699607536482,-13.0886889,0.0035537,42.9752083,0.7711719,-0.9611175,4.0000000,-0.7994341,1.0297898,13.8479013,-1.1228009,2.3846488
103,-13,-3.996548491150472,17.933699607536482,-13.0869532,0.0019008,33.8842964,0.5932156,-0.8459846,4.0000000,-0.5366370,1.0313468,14.1343231,-1.1553321,1.8263119
104,-13,-3.989091851150472,17.933699607536482,-13.0851784,0.0000826,24.7933884,0.1840540,-0.5105162,4.0000000,-0.2547054,1.0335386,14.7007046,-0.7663270,0.7323318
105,-13,-3.981635211150472,17.933699607536482,-13.0832949,-0.0017355,15.7024794,-0.0658303,-0.2117355,4.0000000,-0.0452170,1.0336353,14.7128468,-0.3782539,0.3449681
106,-13,-3.974178571150472,17.933699607536482,-13.0815058,-0.0035537,9.0909090,-0.0147449,-0.4418708,4.0000000,0.0032305,1.0328234,14.3524723,-0.8869720,0.8652110
107,-13,-3.966721931150472,17.933699607536482,-13.0796595,0.0043802,48.7603302,-0.0263616,-0.9497880,4.0000000,-0.0040417,1.0361357,15.1269417,-1.8955344,3.9339893
108,-13,-3.959265291150472,17.933699607536482,-13.0776501,0.0022314,39.6694221,-0.1063114,-0.7264692,4.0000000,0.0619410,1.0400819,16.0349636,-1.5148793,2.5185373
109,-13,-3.951808651150472,17.933699607536482,-13.0755558,0.0003306,30.5785122,-0.2599644,-0.7147347,4.0000000,0.1448905,1.0414065,16.1516209,-1.5743599,2.7880774
110,-13,-3.944352011150472,17.933699607536482,-13.0734663,-0.0016529,21.4876041,-0.5560507,-0.8695245,4.0000000,0.2419362,1.0456287,16.9581509,-1.9809853,4.5490661
111,-13,-3.936895371150472,17.933699607536482,-13.0711508,-0.0041322,12.3966942,-0.6479810,-0.6811702,4.0000000,0.3546495,1.0512118,18.0457973,-1.7169900,3.5267792
112,-13,-3.929438731150472,17.933699607536482,-13.0687590,0.0033884,45.4545441,-0.4167526,-0.1654780,4.0000000,0.4972871,1.0528127,18.2430096,-0.8282430,1.1094792
113,-13,-3.921982091150472,17.933699607536482,-13.0663519,0.0011570,36.3636360,-0.4952125,-0.1075457,4.0000000,0.5917858,1.0537332,18.3813267,-0.8068773,1.2461247
114,-13,-3.914525451150472,17.933699607536482,-13.0639143,-0.0009917,27.2727280,-0.5303210,-0.0083385,4.0000000,0.6578693,1.0554070,18.6769543,-0.6745462,1.3206947
115,-13,-3.907068811150472,17.933699607536482,-13.0614176,-0.0037190,18.1818180,-0.8768231,-0.1891923,4.0000000,0.6748911,1.0558722,18.6726532,-1.0532757,2.2782412
116,-13,-3.899612171150472,17.933699607536482,-13.0589418,0.0035537,46.2809906,-0.8906637,-0.1894846,4.0000000,0.6150601,1.0583987,19.1075230,-0.9940294,2.3388414
117,-13,-3.892155531150472,17.933699607536482,-13.0563145,0.0010744,37.1900826,-0.8709776,-0.2965619,4.0000000,0.4964118,1.0602055,19.3987160,-1.0895357,2.5183330
118,-13,-3.884698891150472,17.933699607536482,-13.0537395,-0.0016529,28.0991745,-0.6792297,-0.4428294,4.0000000,0.3209470,1.0610180,19.4358635,-1.2066057,2.5220563
119,-13,-3.877242251150472,17.933699607536482,-13.0510721,-0.0043802,19.0082645,-0.5599638,-0.7877412,4.0000000,0.1893272,1.0654486,20.2080002,-1.7648096,4.1713738
120,-13,-3.869785611150472,17.933699607536482,-13.0483027,0.0028926,43.8016510,-0.3680718,-0.3418784,4.0000000,0.0404776,1.0701714,20.9425163,-0.7242343,1.4943278
121,-13,-4.041288331150472,17.926242967536481,-13.0963545,0.0012397,22.3140488,-1.1323558,-0.2293630,4.0000000,-0.5186230,1.0142083,9.4857149,0.0598970,2.6231027
122,-13,-4.033831691150472,17.926242967536481,-13.0951815,-0.0004132,13.2231407,-1.0555819,-0.6308342,4.0000000,-0.7586208,1.0161774,10.1566887,-0.5030475,3.9557641
123,-13,-4.026375051150472,17.926242967536481,-13.0938663,-0.0020661,5.7851238,-0.6248778,-0.8705961,4.0000000,-0.8724025,1.0190120,11.0760164,-0.8687897,4.6173472
124,-13,-4.018918411150472,17.926242967536481,-13.0924892,-0.0033884,1.6528926,-0.1203978,-1.0011235,4.0000000,-0.8851013,1.0215003,11.7155409,-1.1171458,4.6038318
125,-13,-4.011461771150472,17.926242967536481,-13.0910072,-0.0046281,0.0000000,0.2453497,-1.1157069,4.0000000,-0.7903093,1.0253800,12.7758398,-1.4411044,4.8851676
126,-13,-4.004005131150472,17.926242967536481,-13.0893574,0.0040496,46.2809906,0.2984413,-0.9105397,4.0000000,-0.5492433,1.0290407,13.6837215,-1.2718360,2.9699097
127,-13,-3.996548491150472,17.926242967536481,-13.0876303,0.0024793,37.1900826,0.2032943,-0.7455537,4.0000000,-0.3334829,1.0312428,14.1236143,-1.1576245,1.9718946
128,-13,-3.989091851150472,17.926242967536481,-13.0858431,0.0006612,28.0991745,0.0141601,-0.3982733,4.0000000,-0.0410186,1.0338469,14.7722292,-0.7555280,0.6510776
129,-13,-3.981635211150472,17.926242967536481,-13.0839500,-0.0011570,19.0082645,-0.0631061,-0.0803572,4.0000000,0.1706656,1.0342846,14.8281813,-0.3313799,0.1682019
130,-13,-3.974178571150472,17.926242967536481,-13.0821276,-0.0029752,11.5702477,-0.1955328,-0.3003221,4.0000000,0.2270471,1.0335219,14.5185328,-0.8276913,0.8109725
131,-13,-3.966721931150472,17.926242967536481,-13.0802727,-0.0050413,5.7851238,-0.5220404,-0.7875547,4.0000000,0.2199443,1.0367064,15.2615242,-1.7950536,3.8158555
132,-13,-3.959265291150472,17.926242967536481,-13.0782480,0.0027273,42.1487617,-0.4352438,-0.5818556,4.0000000,0.2658598,1.0408038,16.1749229,-1.4295709,2.4353783
133,-13,-3.951808651150472,17.926242967536481,-13.0761471,0.0007438,33.0578499,-0.4760429,-0.6198781,4.0000000,0.2719967,1.0419756,16.2526512,-1.5117528,2.7268009
134,-13,-3.944352011150472,17.926242967536481,-13.0740547,-0.0011570,23.9669418,-0.7011966,-0.8109059,4.0000000,0.2920039,1.0461594,17.0536022,-1.9138157,4.4598269
135,-13,-3.936895371150472,17.926242967536481,-13.0717201,-0.0035537,14.8760328,-0.6653950,-0.6497755,4.0000000,0.3462131,1.0520344,18.1829720,-1.6457640,3.3984382
136,-13,-3.929438731150472,17.926242967536481,-13.0693092,0.0038843,47.1074371,-0.3964017,-0.1504420,4.0000000,0.4925005,1.0537097,18.3863411,-0.7933846,1.0451242
137,-13,-3.921982091150472,17.926242967536481,-13.0668955,0.0015702,38.0165291,-0.5477030,-0.1075551,4.0000000,0.6400242,1.0551212,18.6044655,-0.8551343,1.3803591
138,-13,-3.914525451150472,17.926242967536481,-13.0644112,-0.0005785,28.9256191,-0.7089055,-0.0185492,4.0000000,0.8095185,1.0572349,18.9557476,-0.8466168,1.7758654
139,-13,-3.907068811150472,17.926242967536481,-13.0618820,-0.0032231,19.8347111,-1.1628239,-0.1484104,4.0000000,0.9064755,1.0580000,19.0269337,-1.2032963,2.9516666
140,-13,-3.899612171150472,17.926242967536481,-13.0593529,0.0040496,47.9338837,-1.2749114,-0.0916501,4.0000000,0.9412319,1.0609109,19.5106506,-1.1245321,3.2350397
141,-13,-3.892155531150472,17.926242967536481,-13.0566740,0.0014876,38.8429756,-1.3170880,-0.1166221,4.0000000,0.8620699,1.0626949,19.7808151,-1.0953141,3.3764117
142,-13,-3.884698891150472,17.926242967536481,-13.0540485,-0.0012397,29.7520657,-1.2663019,-0.2308360,4.0000000,0.7167305,1.0633355,19.7878780,-1.1784024,3.3843989
143,-13,-3.877242251150472,17.926242967536481,-13.0513325,-0.0039669,20.6611576,-1.3161442,-0.5556979,4.0000000,0.5786287,1.0676488,20.5029221,-1.6900245,4.6303077
144,-13,-3.869785611150472,17.926242967536481,-13.0484991,0.0033058,45.4545441,-0.7172729,-0.1454958,4.0000000,0.4337814,1.0721802,21.2050667,-0.7247729,1.9575276
145,-13,-4.041288331150472,17.918786327536480,-13.0968056,0.0018182,25.6198349,-1.0260391,-0.0962265,4.0000000,-0.2807219,1.0133198,9.1875000,0.0882690,2.2018106
146,-13,-4.033831691150472,17.918786327536480,-13.0956898,0.0002479,16.5289249,-1.1191266,-0.5522701,4.0000000,-0.5331529,1.0152373,9.8559484,-0.5713873,3.6691360
147,-13,-4.026375051150472,17.918786327536480,-13.0944214,-0.0014876,8.2644625,-0.7843128,-0.8356458,4.0000000,-0.6218901,1.0180544,10.8039608,-1.0494015,4.6588788
