OID_,ClipsFinal_DEM_Large_S3_RegF2,X,Y,DEM_Large_S1_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1,-12,-5.980014731150471,21.632193047536479,-12.8626490,-0.0028926,26.4462814,-1.4091177,-0.4690152,4.0000000,-1.7314636,1.1153826,26.3015366,0.7934332,6.6683149
2,-12,-5.987471371150471,21.624736407536481,-12.8630991,-0.0024793,28.0991745,-0.9383366,-0.6937695,4.0000000,-1.8822073,1.1152222,26.2154217,0.4946683,7.1212382
3,-12,-5.980014731150471,21.624736407536481,-12.8654261,-0.0001653,34.7107430,-1.3986613,-0.4149574,4.0000000,-1.6655821,1.1087576,25.5402641,0.8356673,6.0196228
4,-12,-5.972558091150471,21.624736407536481,-12.8677111,0.0022314,42.1487617,-1.4413917,-0.4082080,4.0000000,-1.6723208,1.1035020,24.9591675,0.8559048,5.9574041
5,-12,-5.965101451150471,21.624736407536481,-12.8699741,0.0046281,50.4132233,-1.5127051,-0.2648709,4.0000000,-1.5100619,1.0970721,24.1428757,0.9803201,5.1966586
6,-12,-5.994928011150471,21.617279767536481,-12.8635406,-0.0019835,29.7520657,-0.7375733,-0.6736265,4.0000000,-1.6867195,1.1180449,26.5254135,0.3394664,6.2039995
7,-12,-5.987471371150471,21.617279767536481,-12.8658562,0.0003306,36.3636360,-1.2315968,-0.4511934,4.0000000,-1.5843236,1.1106583,25.6942520,0.6819368,5.7193069
8,-12,-5.980014731150471,21.617279767536481,-12.8680954,0.0026446,43.8016510,-1.4450667,-0.0770220,4.0000000,-1.2476578,1.1052076,25.0838223,1.0936137,4.5181003
9,-12,-5.972558091150471,21.617279767536481,-12.8702965,-0.0050413,20.6611576,-1.5873891,0.0441640,4.0000000,-1.1208988,1.1006283,24.5985603,1.2092268,4.6710052
10,-12,-5.965101451150471,21.617279767536481,-12.8724747,-0.0027273,26.4462814,-1.5902761,0.2295329,4.0000000,-0.9108131,1.0951828,23.9733906,1.3698788,4.6559215
11,-12,-5.957644811150471,21.617279767536481,-12.8745394,-0.0004959,33.0578499,-1.2231828,0.5301136,4.0000000,-0.5722932,1.0914104,23.5566101,1.6325203,4.5421114
12,-12,-5.950188171150472,21.617279767536481,-12.8766384,0.0016529,40.4958687,-0.8473457,0.8181601,4.0000000,-0.3256711,1.0902231,23.4237728,1.9619914,5.3374844
13,-12,-6.002384651150471,21.609823127536480,-12.8640280,-0.0014050,31.4049587,-0.6942707,-0.4329279,4.0000000,-1.1819503,1.1231363,27.0738811,0.3160945,3.9492819
14,-12,-5.994928011150471,21.609823127536480,-12.8664093,0.0009091,38.0165291,-1.2975603,-0.3918929,4.0000000,-1.3208190,1.1167287,26.3990917,0.5370331,5.5651021
15,-12,-5.987471371150471,21.609823127536480,-12.8686676,0.0032231,45.4545441,-1.5663741,-0.1362732,4.0000000,-1.1650959,1.1104395,25.7103100,0.8925496,5.1164017
16,-12,-5.980014731150471,21.609823127536480,-12.8708496,-0.0045455,22.3140488,-1.4406394,0.2362559,4.0000000,-0.8217602,1.1058002,25.2392864,1.2942721,4.4068341
17,-12,-5.972558091150471,21.609823127536480,-12.8729858,-0.0022314,28.0991745,-1.5509807,0.3663158,4.0000000,-0.7030704,1.1020247,24.8708344,1.4357020,4.9892616
18,-12,-5.965101451150471,21.609823127536480,-12.8750772,0.0000000,34.7107430,-1.4488755,0.5027522,4.0000000,-0.5572068,1.0980656,24.4168739,1.5627114,5.1720281
19,-12,-5.957644811150471,21.609823127536480,-12.8771143,0.0021488,42.1487617,-1.1140794,0.6703703,4.0000000,-0.3959965,1.0955625,24.0980511,1.7367371,5.1186771
20,-12,-5.950188171150472,21.609823127536480,-12.8791857,0.0042149,49.5867767,-0.9909546,0.7898613,4.0000000,-0.3657683,1.0938488,23.9392395,1.9454907,5.5611124
21,-12,-5.942731531150472,21.609823127536480,-12.8812494,-0.0038017,21.4876041,-1.4114277,0.7368722,4.0000000,-0.5782689,1.0904914,23.5541515,2.0520134,6.2112980
22,-12,-6.009841291150471,21.602366487536479,-12.8645363,-0.0008264,33.8842964,-0.5818533,-0.3933547,4.0000000,-0.8986875,1.1270237,27.4117508,0.1119782,3.2159662
23,-12,-6.002384651150471,21.602366487536479,-12.8669767,0.0015702,40.4958687,-0.7912609,-0.4096723,4.0000000,-1.0713627,1.1226984,27.0456276,0.2520182,4.0364141
24,-12,-5.994928011150471,21.602366487536479,-12.8693151,0.0038017,47.1074371,-1.0323789,-0.4475409,4.0000000,-1.2431039,1.1166897,26.4235191,0.3480220,5.0120044
25,-12,-5.987471371150471,21.602366487536479,-12.8715229,-0.0039669,23.9669418,-1.0544294,-0.2681336,4.0000000,-1.1264659,1.1110884,25.8421478,0.5901987,4.0053816
26,-12,-5.980014731150471,21.602366487536479,-12.8736467,-0.0017355,29.7520657,-0.9398394,-0.0099953,4.0000000,-0.8851401,1.1070962,25.4451523,0.8651495,2.8866417
27,-12,-5.972558091150471,21.602366487536479,-12.8757410,0.0004959,36.3636360,-0.9116499,0.0235586,4.0000000,-0.8481818,1.1039091,25.1192074,0.8952991,2.7366498
28,-12,-5.965101451150471,21.602366487536479,-12.8778067,0.0026446,43.8016510,-0.8345664,0.0890123,4.0000000,-0.7837974,1.1005710,24.7124863,0.9618220,2.4512112
29,-12,-5.957644811150471,21.602366487536479,-12.8798122,0.0047107,51.2396698,-0.8506390,0.1465658,4.0000000,-0.7766483,1.0977228,24.3912926,1.0697799,2.4942496
30,-12,-5.950188171150472,21.602366487536479,-12.8818207,-0.0032231,23.1404953,-1.1285313,0.1606407,4.0000000,-0.9131536,1.0945848,24.0929546,1.2344350,3.2730575
31,-12,-5.942731531150472,21.602366487536479,-12.8837976,-0.0013223,28.9256191,-1.5842316,0.1500426,4.0000000,-1.1166850,1.0899904,23.4989395,1.4167702,4.4890599
32,-12,-5.935274891150472,21.602366487536479,-12.8857460,0.0006612,35.5371895,-1.7866173,0.2150073,4.0000000,-1.1337243,1.0856469,22.9608116,1.5637389,5.0316291
33,-12,-5.927818251150472,21.602366487536479,-12.8876963,0.0025620,42.9752083,-1.6785489,0.0442708,4.0000000,-1.2473269,1.0819204,22.5181103,1.3358684,4.6288705
34,-12,-6.158974091150472,21.594909847536481,-12.8191328,0.0043802,47.1074371,-0.8350694,0.2920642,4.0000000,0.8720372,1.1399492,28.7722397,-0.2879090,3.7631233
35,-12,-6.151517451150472,21.594909847536481,-12.8213863,-0.0034711,26.4462814,-0.5877602,0.2154690,4.0000000,0.7817651,1.1438128,29.1485424,-0.3508271,2.6162267
36,-12,-6.144060811150472,21.594909847536481,-12.8236847,-0.0012397,32.2314034,-0.4793283,0.1188885,4.0000000,0.7254854,1.1467226,29.3919563,-0.4877084,1.9519926
37,-12,-6.136604171150472,21.594909847536481,-12.8259449,0.0010744,38.8429756,-0.4164975,-0.0592380,4.0000000,0.5478817,1.1501213,29.7163429,-0.6663576,1.4689150
38,-12,-6.129147531150472,21.594909847536481,-12.8282747,0.0033058,44.6280975,-0.3069362,-0.1516740,4.0000000,0.4219272,1.1529166,29.9287643,-0.7252753,1.1238011
39,-12,-6.121690891150472,21.594909847536481,-12.8305550,-0.0045455,24.7933884,-0.1579710,-0.2307586,4.0000000,0.1990851,1.1541132,30.0279369,-0.6606024,0.7704646
40,-12,-6.114234251150472,21.594909847536481,-12.8328505,-0.0021488,30.5785122,-0.0749993,-0.2822000,4.0000000,-0.1077140,1.1548364,30.1193695,-0.4566861,0.7501578
