OID_,ClipsFinal_DEM_Large_S3_RegD,X,Y,DEM_Large_S7_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
19,-13,-5.420766731150471,20.677743127536477,-13.1364164,0.0009917,38.8429756,-0.1539439,-0.5988321,4.0000000,-1.2638090,1.1024716,24.9119511,0.0661447,3.0830197
20,-13,-5.413310091150471,20.677743127536477,-13.1370296,0.0016529,40.4958687,-0.1590569,-0.5868940,4.0000000,-1.2755628,1.1012907,24.7789707,0.1017748,3.0032091
21,-13,-5.405853451150471,20.677743127536477,-13.1375465,0.0023140,42.1487617,-0.1746887,-0.5717998,4.0000000,-1.2755626,1.1000885,24.6417656,0.1319630,2.9251726
22,-13,-5.398396811150471,20.677743127536477,-13.1379681,0.0026446,42.9752083,-0.2019146,-0.5504317,4.0000000,-1.2609318,1.0988569,24.5007477,0.1600684,2.8318405
23,-13,-5.390940171150472,20.677743127536477,-13.1382990,0.0029752,43.8016510,-0.2361570,-0.5252795,4.0000000,-1.2345138,1.0976088,24.3577118,0.1839548,2.7334282
24,-13,-5.383483531150471,20.677743127536477,-13.1385393,0.0033058,44.6280975,-0.2760338,-0.4963751,4.0000000,-1.1975574,1.0963618,24.2125340,0.2048072,2.6312950
25,-13,-5.376026891150472,20.677743127536477,-13.1386938,0.0036364,45.4545441,-0.3216909,-0.4646485,4.0000000,-1.1536534,1.0951080,24.0646992,0.2243565,2.5378261
26,-13,-5.368570251150472,20.677743127536477,-13.1387653,0.0036364,45.4545441,-0.3699984,-0.4300333,5.0000000,-1.1027586,1.0938479,23.9159946,0.2426919,2.4475932
27,-13,-5.361113611150472,20.677743127536477,-13.1387558,0.0036364,45.4545441,-0.4175788,-0.3935377,4.0000000,-1.0455719,1.0925914,23.7668228,0.2584966,2.3602250
28,-13,-5.353656971150472,20.677743127536477,-13.1386700,0.0035537,45.4545441,-0.4660874,-0.3542844,4.0000000,-0.9840870,1.0913348,23.6156635,0.2755182,2.2803600
29,-13,-5.346200331150472,20.677743127536477,-13.1385107,0.0033884,44.6280975,-0.5127740,-0.3134028,4.0000000,-0.9201844,1.0900806,23.4635315,0.2933787,2.2092931
30,-13,-5.338743691150472,20.677743127536477,-13.1382818,0.0032231,43.8016510,-0.5555431,-0.2712018,4.0000000,-0.8549863,1.0888443,23.3125935,0.3125828,2.1450007
31,-13,-5.331287051150472,20.677743127536477,-13.1379852,0.0029752,42.9752083,-0.5932282,-0.2267833,4.0000000,-0.7883555,1.0876360,23.1636868,0.3347888,2.0834856
32,-13,-5.323830411150472,20.677743127536477,-13.1376257,0.0027273,42.1487617,-0.6253328,-0.1813594,4.0000000,-0.7219263,1.0864569,23.0157471,0.3592075,2.0296688
33,-13,-5.487876491150471,20.670286487536480,-13.1298018,0.0042149,47.1074371,-0.4909257,-0.5129711,4.0000000,-0.4887919,1.1104971,25.7953491,-0.5371503,3.0976710
34,-13,-5.480419851150471,20.670286487536480,-13.1312981,-0.0042149,23.9669418,-0.3814521,-0.5620766,4.0000000,-0.6399813,1.1102277,25.7654037,-0.4841718,3.1586497
35,-13,-5.472963211150471,20.670286487536480,-13.1327066,-0.0027273,28.0991745,-0.2790524,-0.6055452,4.0000000,-0.7811828,1.1097159,25.7096672,-0.4299075,3.2343330
36,-13,-5.465506571150471,20.670286487536480,-13.1340227,-0.0014876,31.4049587,-0.1896117,-0.6400917,4.0000000,-0.9067549,1.1090031,25.6331558,-0.3734285,3.3013642
37,-13,-5.458049931150471,20.670286487536480,-13.1352415,-0.0004132,34.7107430,-0.1126024,-0.6685873,4.0000000,-1.0186349,1.1081392,25.5385170,-0.3185396,3.3663194
38,-13,-5.450593291150471,20.670286487536480,-13.1363611,0.0007438,38.0165291,-0.0510981,-0.6887309,4.0000000,-1.1131096,1.1071467,25.4301682,-0.2643522,3.4076700
39,-13,-5.443136651150471,20.670286487536480,-13.1373787,0.0018182,41.3223152,-0.0039608,-0.6997294,4.0000000,-1.1864185,1.1060706,25.3114014,-0.2130403,3.4034638
40,-13,-5.435680011150471,20.670286487536480,-13.1382942,0.0027273,43.8016510,0.0264248,-0.7047158,4.0000000,-1.2446269,1.1049455,25.1872807,-0.1648048,3.3871982
41,-13,-5.428223371150471,20.670286487536480,-13.1391077,0.0036364,46.2809906,0.0417580,-0.7046093,4.0000000,-1.2891179,1.1037730,25.0560589,-0.1201006,3.3602712
42,-13,-5.420766731150471,20.670286487536480,-13.1398182,0.0042149,47.9338837,0.0455636,-0.6978582,4.0000000,-1.3143578,1.1025689,24.9216862,-0.0813585,3.2948909
43,-13,-5.413310091150471,20.670286487536480,-13.1404266,-0.0052066,22.3140488,0.0340465,-0.6829169,4.0000000,-1.3208064,1.1013680,24.7870140,-0.0450275,3.1928225
44,-13,-5.405853451150471,20.670286487536480,-13.1409369,-0.0046281,23.9669418,0.0105816,-0.6638619,4.0000000,-1.3155483,1.1001770,24.6504230,-0.0121755,3.0865810
45,-13,-5.398396811150471,20.670286487536480,-13.1413488,-0.0043802,24.7933884,-0.0216796,-0.6402646,4.0000000,-1.2971824,1.0989904,24.5152683,0.0166531,2.9666295
46,-13,-5.390940171150472,20.670286487536480,-13.1416655,-0.0041322,25.6198349,-0.0616674,-0.6121761,4.0000000,-1.2668606,1.0978197,24.3808365,0.0425086,2.8358650
47,-13,-5.383483531150471,20.670286487536480,-13.1418905,-0.0038843,26.4462814,-0.1108177,-0.5787160,4.0000000,-1.2261329,1.0966702,24.2466507,0.0687009,2.6990764
48,-13,-5.376026891150472,20.670286487536480,-13.1420269,-0.0036364,27.2727280,-0.1621865,-0.5429059,4.0000000,-1.1776502,1.0955248,24.1133842,0.0918384,2.5644059
49,-13,-5.368570251150472,20.670286487536480,-13.1420774,-0.0036364,27.2727280,-0.2158460,-0.5049313,5.0000000,-1.1235934,1.0943979,23.9818802,0.1137310,2.4382675
50,-13,-5.361113611150472,20.670286487536480,-13.1420460,-0.0036364,27.2727280,-0.2725653,-0.4626202,4.0000000,-1.0632992,1.0933031,23.8503952,0.1380588,2.3138316
51,-13,-5.353656971150472,20.670286487536480,-13.1419363,-0.0037190,26.4462814,-0.3274761,-0.4188032,4.0000000,-0.9994609,1.0922159,23.7201252,0.1618544,2.1993642
52,-13,-5.346200331150472,20.670286487536480,-13.1417513,-0.0038843,25.6198349,-0.3800616,-0.3725367,4.0000000,-0.9323791,1.0911365,23.5915813,0.1873057,2.0918922
53,-13,-5.338743691150472,20.670286487536480,-13.1414948,-0.0040496,24.7933884,-0.4280362,-0.3245045,4.0000000,-0.8643262,1.0900847,23.4639225,0.2153172,1.9923476
54,-13,-5.331287051150472,20.670286487536480,-13.1411715,-0.0042975,23.9669418,-0.4710180,-0.2740689,4.0000000,-0.7947030,1.0890698,23.3388367,0.2465652,1.9001802
55,-13,-5.323830411150472,20.670286487536480,-13.1407833,-0.0045455,23.1404953,-0.5079294,-0.2225614,4.0000000,-0.7259797,1.0880868,23.2183437,0.2808568,1.8206941
56,-13,-5.316373771150472,20.670286487536480,-13.1403351,-0.0048760,21.4876041,-0.5385202,-0.1697002,4.0000000,-0.6590985,1.0871377,23.1010838,0.3196981,1.7540047
57,-13,-5.502789771150471,20.662829847536479,-13.1297493,0.0043802,47.1074371,-0.5087566,-0.5027616,4.0000000,-0.2575149,1.1121356,25.9703693,-0.7480083,2.9652250
58,-13,-5.495333131150471,20.662829847536479,-13.1314478,-0.0039669,23.9669418,-0.3840461,-0.5666153,4.0000000,-0.4235793,1.1120744,25.9635906,-0.7096513,3.0583465
59,-13,-5.487876491150471,20.662829847536479,-13.1330643,-0.0024793,28.0991745,-0.2628817,-0.6232234,4.0000000,-0.5817400,1.1117249,25.9253712,-0.6647068,3.1714456
60,-13,-5.480419851150471,20.662829847536479,-13.1345940,-0.0009091,33.0578499,-0.1494239,-0.6726550,4.0000000,-0.7286016,1.1111324,25.8617439,-0.6167085,3.2960410
61,-13,-5.472963211150471,20.662829847536479,-13.1360302,0.0004959,37.1900826,-0.0451860,-0.7149757,4.0000000,-0.8642389,1.1103306,25.7754860,-0.5657125,3.4198234
62,-13,-5.465506571150471,20.662829847536479,-13.1373682,0.0016529,40.4958687,0.0459321,-0.7494473,4.0000000,-0.9854667,1.1093652,25.6708088,-0.5134279,3.5304229
63,-13,-5.458049931150471,20.662829847536479,-13.1386061,0.0027273,43.8016510,0.1205785,-0.7757147,4.0000000,-1.0906541,1.1082815,25.5535355,-0.4607753,3.6199908
64,-13,-5.450593291150471,20.662829847536479,-13.1397400,0.0039669,47.1074371,0.1807813,-0.7946023,4.0000000,-1.1797361,1.1071119,25.4248943,-0.4094684,3.6787891
65,-13,-5.443136651150471,20.662829847536479,-13.1407681,-0.0048760,23.1404953,0.2240049,-0.8040103,4.0000000,-1.2479801,1.1058927,25.2911167,-0.3600406,3.6837525
66,-13,-5.435680011150471,20.662829847536479,-13.1416903,-0.0039669,25.6198349,0.2501003,-0.8069598,4.0000000,-1.3008544,1.1046540,25.1536255,-0.3130653,3.6644266
67,-13,-5.428223371150471,20.662829847536479,-13.1425066,-0.0030579,28.0991745,0.2604171,-0.8044636,4.0000000,-1.3399804,1.1034018,25.0149708,-0.2689469,3.6269131
68,-13,-5.420766731150471,20.662829847536479,-13.1432161,-0.0024793,29.7520657,0.2557954,-0.7939333,4.0000000,-1.3596090,1.1021667,24.8757610,-0.2282577,3.5398245
69,-13,-5.413310091150471,20.662829847536479,-13.1438217,-0.0019008,31.4049587,0.2379340,-0.7771066,4.0000000,-1.3625976,1.1009673,24.7393227,-0.1916157,3.4207451
70,-13,-5.405853451150471,20.662829847536479,-13.1443253,-0.0013223,33.0578499,0.2054522,-0.7539923,4.0000000,-1.3521371,1.0997894,24.6062431,-0.1558474,3.2815888
71,-13,-5.398396811150471,20.662829847536479,-13.1447277,-0.0009917,33.8842964,0.1655776,-0.7270421,4.0000000,-1.3295377,1.0986602,24.4774132,-0.1245466,3.1290159
72,-13,-5.390940171150472,20.662829847536479,-13.1450329,-0.0006612,34.7107430,0.1164753,-0.6948301,4.0000000,-1.2952788,1.0975875,24.3521156,-0.0943813,2.9620011
73,-13,-5.383483531150471,20.662829847536479,-13.1452446,-0.0003306,35.5371895,0.0602987,-0.6587479,4.0000000,-1.2525538,1.0965426,24.2315369,-0.0649419,2.7944505
74,-13,-5.376026891150472,20.662829847536479,-13.1453638,0.0000000,36.3636360,0.0002703,-0.6182460,4.0000000,-1.2001355,1.0955331,24.1141376,-0.0363565,2.6176786
75,-13,-5.368570251150472,20.662829847536479,-13.1453962,0.0000000,36.3636360,-0.0616016,-0.5753120,5.0000000,-1.1426185,1.0945662,23.9989357,-0.0080055,2.4491749
76,-13,-5.361113611150472,20.662829847536479,-13.1453457,0.0000000,36.3636360,-0.1252187,-0.5291466,4.0000000,-1.0807546,1.0936273,23.8885193,0.0224615,2.2885041
77,-13,-5.353656971150472,20.662829847536479,-13.1452141,-0.0001653,35.5371895,-0.1882294,-0.4799830,4.0000000,-1.0145695,1.0927219,23.7817307,0.0546036,2.1354322
78,-13,-5.346200331150472,20.662829847536479,-13.1450062,-0.0004132,34.7107430,-0.2478407,-0.4282112,4.0000000,-0.9449099,1.0918556,23.6762772,0.0884875,1.9894253
79,-13,-5.338743691150472,20.662829847536479,-13.1447268,-0.0006612,33.8842964,-0.3035962,-0.3740164,4.0000000,-0.8741267,1.0910144,23.5748234,0.1260939,1.8559585
80,-13,-5.331287051150472,20.662829847536479,-13.1443787,-0.0009917,33.0578499,-0.3534265,-0.3182033,4.0000000,-0.8032605,1.0902051,23.4777451,0.1668539,1.7367202
81,-13,-5.323830411150472,20.662829847536479,-13.1439667,-0.0013223,32.2314034,-0.3962077,-0.2608987,4.0000000,-0.7335492,1.0894424,23.3846340,0.2117517,1.6318911
82,-13,-5.316373771150472,20.662829847536479,-13.1434937,-0.0017355,30.5785122,-0.4310124,-0.2034059,4.0000000,-0.6656647,1.0887253,23.2956047,0.2588530,1.5445464
83,-13,-5.525159691150471,20.655373207536478,-13.1272879,0.0019835,39.6694221,-0.6669238,-0.3837390,4.0000000,0.1529698,1.1126426,26.0244961,-0.9204478,2.7074046
84,-13,-5.517703051150471,20.655373207536478,-13.1292381,0.0039669,45.4545441,-0.5410428,-0.4653864,4.0000000,-0.0205121,1.1132630,26.0908108,-0.9102607,2.7487545
85,-13,-5.510246411150471,20.655373207536478,-13.1311255,-0.0042975,23.1404953,-0.4090471,-0.5417186,4.0000000,-0.1918596,1.1135153,26.1154442,-0.8915777,2.8410585
86,-13,-5.502789771150471,20.655373207536478,-13.1329412,-0.0023967,28.0991745,-0.2770013,-0.6115742,4.0000000,-0.3584481,1.1134170,26.1039600,-0.8647002,2.9774663
87,-13,-5.495333131150471,20.655373207536478,-13.1346779,-0.0007438,33.0578499,-0.1464861,-0.6754974,4.0000000,-0.5193557,1.1130087,26.0611115,-0.8316391,3.1466210
88,-13,-5.487876491150471,20.655373207536478,-13.1363287,0.0006612,37.1900826,-0.0208278,-0.7327654,4.0000000,-0.6729906,1.1123291,25.9882679,-0.7925401,3.3337784
89,-13,-5.480419851150471,20.655373207536478,-13.1378870,0.0022314,42.1487617,0.0946172,-0.7809040,4.0000000,-0.8146895,1.1114229,25.8918304,-0.7471184,3.5114162
90,-13,-5.472963211150471,20.655373207536478,-13.1393480,0.0037190,46.2809906,0.1984898,-0.8214670,4.0000000,-0.9442892,1.1103472,25.7763977,-0.6986449,3.6771061
91,-13,-5.465506571150471,20.655373207536478,-13.1407080,-0.0050413,22.3140488,0.2895644,-0.8546761,4.0000000,-1.0595113,1.1091440,25.6452370,-0.6498408,3.8191502
92,-13,-5.458049931150471,20.655373207536478,-13.1419621,-0.0038843,25.6198349,0.3622741,-0.8792712,4.0000000,-1.1584313,1.1078515,25.5045090,-0.6001111,3.9281096
93,-13,-5.450593291150471,20.655373207536478,-13.1431093,-0.0026446,28.9256191,0.4182036,-0.8957620,4.0000000,-1.2409122,1.1065117,25.3584404,-0.5506117,3.9943690
94,-13,-5.443136651150471,20.655373207536478,-13.1441469,-0.0014876,32.2314034,0.4572270,-0.9039474,4.0000000,-1.3054507,1.1051606,25.2091103,-0.5024441,4.0082846
95,-13,-5.435680011150471,20.655373207536478,-13.1450748,-0.0005785,34.7107430,0.4779121,-0.9046025,4.0000000,-1.3530807,1.1038240,25.0612507,-0.4561242,3.9807348
96,-13,-5.428223371150471,20.655373207536478,-13.1458941,0.0003306,37.1900826,0.4829223,-0.8995705,4.0000000,-1.3863283,1.1025186,24.9145794,-0.4128126,3.9249578
97,-13,-5.420766731150471,20.655373207536478,-13.1466036,0.0009917,38.8429756,0.4702444,-0.8860514,4.0000000,-1.4006238,1.1012707,24.7727852,-0.3714788,3.8157094
98,-13,-5.413310091150471,20.655373207536478,-13.1472063,0.0016529,40.4958687,0.4425958,-0.8655851,4.0000000,-1.3988229,1.1000795,24.6382294,-0.3323472,3.6684856
99,-13,-5.405853451150471,20.655373207536478,-13.1477032,0.0023140,42.1487617,0.4028667,-0.8397790,4.0000000,-1.3842207,1.0989497,24.5097065,-0.2953372,3.4992626
100,-13,-5.398396811150471,20.655373207536478,-13.1480980,0.0026446,42.9752083,0.3532630,-0.8092865,4.0000000,-1.3584903,1.0979006,24.3877106,-0.2600825,3.3150733
101,-13,-5.390940171150472,20.655373207536478,-13.1483936,0.0029752,43.8016510,0.2933876,-0.7729400,4.0000000,-1.3212885,1.0969192,24.2745247,-0.2245916,3.1127877
102,-13,-5.383483531150471,20.655373207536478,-13.1485920,0.0033058,44.6280975,0.2292956,-0.7335303,4.0000000,-1.2760727,1.0959982,24.1679363,-0.1909878,2.9089165
103,-13,-5.376026891150472,20.655373207536478,-13.1486979,0.0036364,45.4545441,0.1602098,-0.6888368,4.0000000,-1.2205287,1.0951449,24.0666161,-0.1571448,2.6913054
104,-13,-5.368570251150472,20.655373207536478,-13.1487150,0.0036364,45.4545441,0.0878208,-0.6401247,5.0000000,-1.1594733,1.0943434,23.9719868,-0.1207762,2.4770753
105,-13,-5.361113611150472,20.655373207536478,-13.1486464,0.0036364,45.4545441,0.0158285,-0.5897381,4.0000000,-1.0964247,1.0935910,23.8840103,-0.0830514,2.2805021
106,-13,-5.353656971150472,20.655373207536478,-13.1484966,0.0034711,44.6280975,-0.0546275,-0.5367067,4.0000000,-1.0302809,1.0928975,23.8007126,-0.0431324,2.0942564
107,-13,-5.346200331150472,20.655373207536478,-13.1482706,0.0032231,43.8016510,-0.1232178,-0.4786269,4.0000000,-0.9579976,1.0922495,23.7229080,0.0007438,1.9075172
108,-13,-5.338743691150472,20.655373207536478,-13.1479702,0.0029752,42.9752083,-0.1867336,-0.4187813,4.0000000,-0.8852964,1.0916363,23.6491680,0.0477339,1.7397468
109,-13,-5.331287051150472,20.655373207536478,-13.1476021,0.0026446,42.1487617,-0.2430497,-0.3579350,4.0000000,-0.8136726,1.0910630,23.5797844,0.0978025,1.5918655
110,-13,-5.323830411150472,20.655373207536478,-13.1471691,0.0023140,41.3223152,-0.2919715,-0.2964686,4.0000000,-0.7439765,1.0905311,23.5154190,0.1510393,1.4664234
111,-13,-5.316373771150472,20.655373207536478,-13.1466761,0.0018182,39.6694221,-0.3333493,-0.2321559,4.0000000,-0.6737900,1.0900445,23.4564133,0.2094783,1.3566605
112,-13,-5.540072971150471,20.647916567536477,-13.1261845,0.0009917,36.3636360,-0.7028039,-0.3106693,4.0000000,0.3766589,1.1126941,26.0302601,-0.9979976,2.5059810
113,-13,-5.532616331150471,20.647916567536477,-13.1282902,0.0030579,42.9752083,-0.5857384,-0.4004997,4.0000000,0.2096050,1.1137779,26.1446342,-1.0106044,2.5029640
114,-13,-5.525159691150471,20.647916567536477,-13.1303463,-0.0050413,21.4876041,-0.4574963,-0.4875339,4.0000000,0.0395114,1.1144302,26.2127533,-1.0145793,2.5704620
115,-13,-5.517703051150471,20.647916567536477,-13.1323442,-0.0030579,26.4462814,-0.3208528,-0.5701305,4.0000000,-0.1301462,1.1146860,26.2378044,-1.0101148,2.6982713
116,-13,-5.510246411150471,20.647916567536477,-13.1342754,-0.0013223,31.4049587,-0.1815446,-0.6461822,4.0000000,-0.2957817,1.1145520,26.2238445,-0.9965827,2.8730166
117,-13,-5.502789771150471,20.647916567536477,-13.1361303,0.0006612,37.1900826,-0.0421235,-0.7160810,4.0000000,-0.4563079,1.1140798,26.1741676,-0.9758542,3.0835435
118,-13,-5.495333131150471,20.647916567536477,-13.1379023,0.0023140,42.1487617,0.0939594,-0.7795568,4.0000000,-0.6116728,1.1133318,26.0946140,-0.9474407,3.3190475
119,-13,-5.487876491150471,20.647916567536477,-13.1395836,0.0038017,46.2809906,0.2230498,-0.8362781,4.0000000,-0.7601085,1.1123362,25.9886627,-0.9124476,3.5671458
120,-13,-5.480419851150471,20.647916567536477,-13.1411686,-0.0045455,23.1404953,0.3416161,-0.8842517,4.0000000,-0.8964251,1.1111434,25.8604946,-0.8720782,3.7952261
121,-13,-5.472963211150471,20.647916567536477,-13.1426525,-0.0029752,27.2727280,0.4463165,-0.9236491,4.0000000,-1.0203005,1.1098059,25.7163162,-0.8269978,3.9955025
122,-13,-5.465506571150471,20.647916567536477,-13.1440306,-0.0016529,31.4049587,0.5327586,-0.9537323,4.0000000,-1.1276282,1.1083642,25.5598869,-0.7798362,4.1527133
123,-13,-5.458049931150471,20.647916567536477,-13.1452999,-0.0004959,34.7107430,0.6041413,-0.9769080,4.0000000,-1.2205453,1.1068755,25.3978748,-0.7332708,4.2737823
124,-13,-5.450593291150471,20.647916567536477,-13.1464586,0.0006612,38.0165291,0.6566257,-0.9918112,4.0000000,-1.2979087,1.1053860,25.2332420,-0.6857136,4.3464446
125,-13,-5.443136651150471,20.647916567536477,-13.1475048,0.0018182,41.3223152,0.6893499,-0.9981490,4.0000000,-1.3583779,1.1039230,25.0703106,-0.6379201,4.3634744
126,-13,-5.435680011150471,20.647916567536477,-13.1484385,0.0027273,43.8016510,0.7036657,-0.9961848,4.0000000,-1.3999759,1.1025040,24.9108849,-0.5923936,4.3193550
127,-13,-5.428223371150471,20.647916567536477,-13.1492596,0.0036364,46.2809906,0.7008408,-0.9877362,4.0000000,-1.4266328,1.1011505,24.7583332,-0.5488396,4.2366400
128,-13,-5.420766731150471,20.647916567536477,-13.1499701,0.0042149,47.9338837,0.6796303,-0.9714921,4.0000000,-1.4366461,1.0998863,24.6150913,-0.5063382,4.1056948
129,-13,-5.413310091150471,20.647916567536477,-13.1505699,-0.0052066,22.3140488,0.6430750,-0.9483309,4.0000000,-1.4311744,1.0987267,24.4821033,-0.4654875,3.9337685
130,-13,-5.405853451150471,20.647916567536477,-13.1510630,-0.0046281,23.9669418,0.5949209,-0.9194895,4.0000000,-1.4125692,1.0976735,24.3599358,-0.4264098,3.7319376
131,-13,-5.398396811150471,20.647916567536477,-13.1514511,-0.0043802,24.7933884,0.5331256,-0.8842881,4.0000000,-1.3825535,1.0967152,24.2491989,-0.3860228,3.5079463
132,-13,-5.390940171150472,20.647916567536477,-13.1517382,-0.0041322,25.6198349,0.4650768,-0.8455352,4.0000000,-1.3441951,1.0958512,24.1491470,-0.3468751,3.2781613
133,-13,-5.383483531150471,20.647916567536477,-13.1519270,-0.0038843,26.4462814,0.3902185,-0.8018081,4.0000000,-1.2964354,1.0950794,24.0575199,-0.3071808,3.0355008
134,-13,-5.376026891150472,20.647916567536477,-13.1520214,-0.0036364,27.2727280,0.3100881,-0.7524359,4.0000000,-1.2387005,1.0943862,23.9767647,-0.2661713,2.7779801
135,-13,-5.368570251150472,20.647916567536477,-13.1520252,-0.0036364,27.2727280,0.2267936,-0.6984280,5.0000000,-1.1748902,1.0937667,23.9041233,-0.2219659,2.5204241
136,-13,-5.361113611150472,20.647916567536477,-13.1519432,-0.0036364,27.2727280,0.1467514,-0.6441419,4.0000000,-1.1110536,1.0932294,23.8390198,-0.1772302,2.2887237
137,-13,-5.353656971150472,20.647916567536477,-13.1517792,-0.0038017,26.4462814,0.0662743,-0.5856577,4.0000000,-1.0437744,1.0927582,23.7826138,-0.1275411,2.0655651
138,-13,-5.346200331150472,20.647916567536477,-13.1515369,-0.0040496,25.6198349,-0.0097156,-0.5239877,4.0000000,-0.9721962,1.0923373,23.7340450,-0.0757791,1.8504516
139,-13,-5.338743691150472,20.647916567536477,-13.1512213,-0.0042975,24.7933884,-0.0811918,-0.4588339,4.0000000,-0.8977431,1.0919731,23.6897564,-0.0199247,1.6490116
140,-13,-5.331287051150472,20.647916567536477,-13.1508369,-0.0045455,23.9669418,-0.1448269,-0.3930764,4.0000000,-0.8254306,1.0916591,23.6511421,0.0392779,1.4745437
141,-13,-5.323830411150472,20.647916567536477,-13.1503878,-0.0047934,23.1404953,-0.2015975,-0.3252778,4.0000000,-0.7541251,1.0913869,23.6179600,0.1035695,1.3244963
142,-13,-5.316373771150472,20.647916567536477,-13.1498785,0.0047934,48.7603302,-0.2488832,-0.2573077,4.0000000,-0.6856469,1.0911547,23.5899696,0.1710314,1.2016170
143,-13,-5.554986251150472,20.640459927536480,-13.1247082,-0.0002479,32.2314034,-0.7419943,-0.2241224,4.0000000,0.5739586,1.1118420,25.9388504,-1.0222034,2.3899944
144,-13,-5.547529611150471,20.640459927536480,-13.1269417,0.0019008,38.8429756,-0.6364163,-0.3177179,4.0000000,0.4177232,1.1134429,26.1096783,-1.0531589,2.3128526
145,-13,-5.540072971150471,20.640459927536480,-13.1291418,0.0039669,45.4545441,-0.5153253,-0.4112665,4.0000000,0.2555439,1.1146022,26.2306328,-1.0780770,2.3105969
146,-13,-5.532616331150471,20.640459927536480,-13.1312990,-0.0039669,23.9669418,-0.3850463,-0.5012063,4.0000000,0.0931067,1.1153198,26.3050632,-1.0955193,2.3867264
147,-13,-5.525159691150471,20.640459927536480,-13.1334038,-0.0020661,28.9256191,-0.2433827,-0.5890778,4.0000000,-0.0726317,1.1155994,26.3332119,-1.1055238,2.5351548
