OID_,ClipsFinal_DEM_Large_S3_RegQ2,X,Y,DEM_Large_S7_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
25,-12,-5.994928011150472,22.653752727536478,-12.6245356,-0.0004132,33.8842964,-0.0039201,-0.1023138,4.0000000,-0.2188149,1.0958792,24.1511135,0.0141873,0.0855504
26,-12,-5.987471371150472,22.653752727536478,-12.6260653,0.0010744,38.8429756,-0.0080135,-0.0985924,4.0000000,-0.2315766,1.0952158,24.0727901,0.0343917,0.0941334
27,-12,-5.980014731150472,22.653752727536478,-12.6275816,0.0025620,42.9752083,-0.0137199,-0.0925511,4.0000000,-0.2409902,1.0945014,23.9880123,0.0558880,0.1043200
28,-12,-5.972558091150472,22.653752727536478,-12.6290855,0.0041322,47.9338837,-0.0209301,-0.0853997,4.0000000,-0.2482971,1.0937215,23.8967419,0.0774978,0.1175700
29,-12,-5.965101451150472,22.653752727536478,-12.6305780,-0.0043802,20.6611576,-0.0293192,-0.0756438,4.0000000,-0.2503352,1.0928994,23.7989349,0.0990475,0.1314387
30,-12,-6.047124491150472,22.646296087536477,-12.6164227,0.0012397,38.8429756,-0.0012774,-0.0675461,4.0000000,-0.0480067,1.0983454,24.4350471,-0.0870854,0.0290849
31,-12,-6.039667851150472,22.646296087536477,-12.6180439,0.0028926,43.8016510,0.0009460,-0.0838388,4.0000000,-0.0826661,1.0982559,24.4244556,-0.0850115,0.0384086
32,-12,-6.032211211150472,22.646296087536477,-12.6196556,0.0045455,48.7603302,0.0031831,-0.0978609,4.0000000,-0.1158646,1.0980533,24.4023571,-0.0798571,0.0488765
33,-12,-6.024754571150472,22.646296087536477,-12.6212540,-0.0038017,23.1404953,0.0050947,-0.1096144,4.0000000,-0.1477461,1.0977449,24.3672581,-0.0714828,0.0602450
34,-12,-6.017297931150472,22.646296087536477,-12.6228390,-0.0022314,28.0991745,0.0067020,-0.1199963,4.0000000,-0.1783363,1.0973564,24.3215065,-0.0616562,0.0725785
35,-12,-6.009841291150472,22.646296087536477,-12.6244097,-0.0005785,33.0578499,0.0070769,-0.1274116,4.0000000,-0.2058654,1.0968652,24.2640057,-0.0489577,0.0853936
36,-12,-6.002384651150472,22.646296087536477,-12.6259651,0.0009091,38.0165291,0.0061263,-0.1314955,4.0000000,-0.2294637,1.0962720,24.1969967,-0.0335274,0.0973012
37,-12,-5.994928011150472,22.646296087536477,-12.6275034,0.0024793,42.9752083,0.0038584,-0.1327719,4.0000000,-0.2483476,1.0956131,24.1192856,-0.0171962,0.1082424
38,-12,-5.987471371150472,22.646296087536477,-12.6290264,0.0040496,47.9338837,-0.0002562,-0.1307708,4.0000000,-0.2624964,1.0948954,24.0345993,0.0009548,0.1187488
39,-12,-5.980014731150472,22.646296087536477,-12.6305351,-0.0044628,20.6611576,-0.0064524,-0.1254668,4.0000000,-0.2720041,1.0941095,23.9427834,0.0210704,0.1295429
40,-12,-5.972558091150472,22.646296087536477,-12.6320286,-0.0028926,24.7933884,-0.0142372,-0.1183094,4.0000000,-0.2778815,1.0932794,23.8441772,0.0412626,0.1418388
41,-12,-5.965101451150472,22.646296087536477,-12.6335096,-0.0014050,29.7520657,-0.0235724,-0.1087000,4.0000000,-0.2791717,1.0924076,23.7395592,0.0617717,0.1550485
42,-12,-5.957644811150472,22.646296087536477,-12.6349792,0.0000000,33.8842964,-0.0340429,-0.0945504,4.0000000,-0.2715805,1.0915056,23.6312943,0.0824798,0.1659032
43,-12,-6.054581131150472,22.638839447536480,-12.6177616,0.0026446,42.9752083,-0.0004514,-0.0671754,4.0000000,-0.0277855,1.0983895,24.4398956,-0.1065653,0.0249926
44,-12,-6.047124491150472,22.638839447536480,-12.6193953,0.0042975,47.9338837,0.0027405,-0.0871005,4.0000000,-0.0660037,1.0983621,24.4377079,-0.1081974,0.0345869
45,-12,-6.039667851150472,22.638839447536480,-12.6210194,-0.0040496,22.3140488,0.0061377,-0.1052814,4.0000000,-0.1041121,1.0982262,24.4215717,-0.1064507,0.0470787
46,-12,-6.032211211150472,22.638839447536480,-12.6226320,-0.0023967,27.2727280,0.0094352,-0.1212910,4.0000000,-0.1399196,1.0979712,24.3934555,-0.1026624,0.0613468
47,-12,-6.024754571150472,22.638839447536480,-12.6242313,-0.0007438,32.2314034,0.0124468,-0.1351070,4.0000000,-0.1738172,1.0976171,24.3520699,-0.0963968,0.0765492
48,-12,-6.017297931150472,22.638839447536480,-12.6258163,0.0007438,37.1900826,0.0146655,-0.1467155,4.0000000,-0.2059938,1.0971684,24.2998562,-0.0874372,0.0929383
49,-12,-6.009841291150472,22.638839447536480,-12.6273842,0.0023140,42.1487617,0.0154936,-0.1549814,4.0000000,-0.2345461,1.0966055,24.2354431,-0.0754167,0.1088807
50,-12,-6.002384651150472,22.638839447536480,-12.6289349,0.0038843,47.1074371,0.0152700,-0.1613752,4.0000000,-0.2603672,1.0959538,24.1599865,-0.0623831,0.1249828
51,-12,-5.994928011150472,22.638839447536480,-12.6304684,-0.0045455,20.6611576,0.0128005,-0.1629195,4.0000000,-0.2795919,1.0952375,24.0752125,-0.0462472,0.1378960
52,-12,-5.987471371150472,22.638839447536480,-12.6319847,-0.0029752,24.7933884,0.0084472,-0.1612759,4.0000000,-0.2933258,1.0944424,23.9807186,-0.0292260,0.1492703
53,-12,-5.980014731150472,22.638839447536480,-12.6334829,-0.0014876,29.7520657,0.0019718,-0.1571416,4.0000000,-0.3032064,1.0935833,23.8808384,-0.0110768,0.1613999
54,-12,-5.972558091150472,22.638839447536480,-12.6349669,0.0000000,33.8842964,-0.0060845,-0.1506372,4.0000000,-0.3079101,1.0926867,23.7734013,0.0066357,0.1729761
55,-12,-5.965101451150472,22.638839447536480,-12.6364355,0.0014050,38.8429756,-0.0163018,-0.1402411,4.0000000,-0.3065454,1.0917547,23.6615734,0.0260632,0.1835820
56,-12,-5.957644811150472,22.638839447536480,-12.6378908,0.0028099,42.9752083,-0.0288347,-0.1243619,4.0000000,-0.2965238,1.0908103,23.5475197,0.0478000,0.1923760
57,-12,-5.950188171150472,22.638839447536480,-12.6393366,0.0042975,47.9338837,-0.0411453,-0.1090233,4.0000000,-0.2849501,1.0898731,23.4338322,0.0669034,0.2037273
58,-12,-5.942731531150472,22.638839447536480,-12.6407738,-0.0042975,20.6611576,-0.0538653,-0.0903209,4.0000000,-0.2678395,1.0889400,23.3194809,0.0871976,0.2144432
59,-12,-6.062037771150472,22.631382807536479,-12.6190834,0.0040496,47.1074371,-0.0009540,-0.0632966,4.0000000,-0.0049186,1.0982988,24.4293346,-0.1216747,0.0224203
60,-12,-6.054581131150472,22.631382807536479,-12.6207275,-0.0042975,21.4876041,0.0031846,-0.0859118,4.0000000,-0.0451219,1.0983504,24.4364090,-0.1267018,0.0303154
61,-12,-6.047124491150472,22.631382807536479,-12.6223640,-0.0026446,26.4462814,0.0078636,-0.1077030,4.0000000,-0.0870086,1.0982826,24.4278355,-0.1283974,0.0428035
62,-12,-6.039667851150472,22.631382807536479,-12.6239910,-0.0009917,31.4049587,0.0124790,-0.1275412,4.0000000,-0.1265900,1.0980912,24.4062786,-0.1284924,0.0590242
63,-12,-6.032211211150472,22.631382807536479,-12.6256056,0.0005785,36.3636360,0.0170009,-0.1453940,4.0000000,-0.1644190,1.0977812,24.3700447,-0.1263690,0.0775410
64,-12,-6.024754571150472,22.631382807536479,-12.6272049,0.0021488,41.3223152,0.0210388,-0.1610301,4.0000000,-0.2006469,1.0973636,24.3227272,-0.1214132,0.0977082
65,-12,-6.017297931150472,22.631382807536479,-12.6287880,0.0037190,46.2809906,0.0235317,-0.1728055,4.0000000,-0.2340330,1.0968432,24.2626991,-0.1115781,0.1178470
66,-12,-6.009841291150472,22.631382807536479,-12.6303539,-0.0047107,20.6611576,0.0253420,-0.1833166,4.0000000,-0.2654758,1.0962154,24.1900444,-0.1011575,0.1389981
67,-12,-6.002384651150472,22.631382807536479,-12.6318998,-0.0031405,24.7933884,0.0252143,-0.1898040,4.0000000,-0.2912797,1.0955083,24.1060333,-0.0883283,0.1575317
68,-12,-5.994928011150472,22.631382807536479,-12.6334276,-0.0015702,29.7520657,0.0226617,-0.1920387,4.0000000,-0.3112406,1.0947175,24.0133362,-0.0728367,0.1731374
69,-12,-5.987471371150472,22.631382807536479,-12.6349354,-0.0000826,33.8842964,0.0175155,-0.1896848,4.0000000,-0.3240451,1.0938431,23.9110565,-0.0553244,0.1847432
70,-12,-5.980014731150472,22.631382807536479,-12.6364250,0.0013223,38.8429756,0.0107005,-0.1861103,4.0000000,-0.3337799,1.0929321,23.8023167,-0.0384407,0.1977582
71,-12,-5.972558091150472,22.631382807536479,-12.6378965,0.0028099,42.9752083,0.0015330,-0.1785001,4.0000000,-0.3368986,1.0919758,23.6876259,-0.0201015,0.2078410
72,-12,-5.965101451150472,22.631382807536479,-12.6393528,0.0042975,47.9338837,-0.0096364,-0.1666894,4.0000000,-0.3323292,1.0909877,23.5687160,-0.0010495,0.2145523
73,-12,-5.957644811150472,22.631382807536479,-12.6407948,-0.0042975,20.6611576,-0.0229545,-0.1504394,4.0000000,-0.3196429,1.0899992,23.4488831,0.0187641,0.2196628
74,-12,-5.950188171150472,22.631382807536479,-12.6422243,-0.0028099,24.7933884,-0.0364521,-0.1332278,4.0000000,-0.3044723,1.0890265,23.3301640,0.0380167,0.2263547
75,-12,-5.942731531150472,22.631382807536479,-12.6436462,-0.0014050,29.7520657,-0.0504926,-0.1132742,4.0000000,-0.2840401,1.0880662,23.2124557,0.0574916,0.2335654
76,-12,-5.935274891150472,22.631382807536479,-12.6450605,0.0000000,33.8842964,-0.0634052,-0.0928096,4.0000000,-0.2607733,1.0871408,23.0972404,0.0751542,0.2413261
77,-12,-6.069494411150473,22.623926167536478,-12.6203890,-0.0045455,20.6611576,-0.0034127,-0.0536800,4.0000000,0.0229210,1.0980896,24.4061813,-0.1302810,0.0226296
78,-12,-6.062037771150472,22.623926167536478,-12.6220417,-0.0028926,25.6198349,0.0015460,-0.0778317,4.0000000,-0.0197869,1.0982273,24.4215984,-0.1358764,0.0262807
79,-12,-6.054581131150472,22.623926167536478,-12.6236897,-0.0012397,30.5785122,0.0070228,-0.1020311,4.0000000,-0.0642039,1.0982385,24.4229565,-0.1398584,0.0365218
80,-12,-6.047124491150472,22.623926167536478,-12.6253300,0.0003306,35.5371895,0.0127168,-0.1252540,4.0000000,-0.1075921,1.0981123,24.4079285,-0.1429158,0.0526681
81,-12,-6.039667851150472,22.623926167536478,-12.6269588,0.0019008,40.4958687,0.0184599,-0.1467158,4.0000000,-0.1491238,1.0978539,24.3790550,-0.1443077,0.0729384
82,-12,-6.032211211150472,22.623926167536478,-12.6285734,0.0035537,45.4545441,0.0238025,-0.1655650,4.0000000,-0.1885564,1.0974861,24.3378887,-0.1425736,0.0955701
83,-12,-6.024754571150472,22.623926167536478,-12.6301727,-0.0048760,20.6611576,0.0286417,-0.1826051,4.0000000,-0.2270064,1.0970169,24.2820587,-0.1382039,0.1207355
84,-12,-6.017297931150472,22.623926167536478,-12.6317539,-0.0033058,24.7933884,0.0325448,-0.1974615,4.0000000,-0.2638209,1.0964308,24.2144070,-0.1311020,0.1475173
85,-12,-6.009841291150472,22.623926167536478,-12.6333160,-0.0017355,29.7520657,0.0348937,-0.2086790,4.0000000,-0.2958501,1.0957326,24.1331711,-0.1215080,0.1722871
86,-12,-6.002384651150472,22.623926167536478,-12.6348572,-0.0002479,33.8842964,0.0346747,-0.2150593,4.0000000,-0.3214701,1.0949504,24.0411453,-0.1086486,0.1930087
87,-12,-5.994928011150472,22.623926167536478,-12.6363783,0.0012397,38.8429756,0.0322924,-0.2178920,4.0000000,-0.3410542,1.0940801,23.9378414,-0.0947298,0.2103173
88,-12,-5.987471371150472,22.623926167536478,-12.6378775,0.0027273,42.9752083,0.0272500,-0.2167003,4.0000000,-0.3544167,1.0931419,23.8280239,-0.0789839,0.2239555
89,-12,-5.980014731150472,22.623926167536478,-12.6393566,0.0042149,47.9338837,0.0194029,-0.2114355,4.0000000,-0.3617572,1.0921772,23.7117119,-0.0611137,0.2343099
90,-12,-5.972558091150472,22.623926167536478,-12.6408176,-0.0042975,20.6611576,0.0092894,-0.2029422,4.0000000,-0.3632542,1.0911651,23.5897675,-0.0426303,0.2424809
91,-12,-5.965101451150472,22.623926167536478,-12.6422596,-0.0028099,24.7933884,-0.0031015,-0.1906431,4.0000000,-0.3574396,1.0901250,23.4641972,-0.0238467,0.2479559
92,-12,-5.957644811150472,22.623926167536478,-12.6436872,-0.0014050,29.7520657,-0.0172060,-0.1740034,4.0000000,-0.3421723,1.0890961,23.3392563,-0.0058345,0.2494817
93,-12,-5.950188171150472,22.623926167536478,-12.6451015,0.0000000,33.8842964,-0.0317944,-0.1555847,4.0000000,-0.3234086,1.0880888,23.2144623,0.0122392,0.2517992
94,-12,-5.942731531150472,22.623926167536478,-12.6465063,0.0014050,38.8429756,-0.0468002,-0.1350958,4.0000000,-0.2991108,1.0870996,23.0922298,0.0289192,0.2552225
95,-12,-5.935274891150472,22.623926167536478,-12.6479034,0.0028099,42.9752083,-0.0611449,-0.1119560,4.0000000,-0.2703842,1.0861586,22.9754162,0.0464723,0.2578164
96,-12,-5.927818251150472,22.623926167536478,-12.6492977,0.0042149,47.9338837,-0.0734927,-0.0882463,4.0000000,-0.2390667,1.0852771,22.8642483,0.0625740,0.2603957
97,-12,-6.069494411150473,22.616469527536477,-12.6233377,-0.0016529,28.9256191,-0.0013516,-0.0679920,4.0000000,0.0079991,1.0979861,24.3933964,-0.1439832,0.0256877
98,-12,-6.062037771150472,22.616469527536477,-12.6249952,0.0000000,34.7107430,0.0049437,-0.0943122,4.0000000,-0.0375681,1.0980834,24.4048405,-0.1510563,0.0321167
99,-12,-6.054581131150472,22.616469527536477,-12.6266470,0.0015702,39.6694221,0.0117081,-0.1198759,4.0000000,-0.0841342,1.0980359,24.3990574,-0.1556175,0.0456343
100,-12,-6.047124491150472,22.616469527536477,-12.6282892,0.0032231,44.6280975,0.0185559,-0.1440323,4.0000000,-0.1296266,1.0978425,24.3785725,-0.1584380,0.0654434
101,-12,-6.039667851150472,22.616469527536477,-12.6299191,0.0047934,49.5867767,0.0252311,-0.1662928,4.0000000,-0.1725528,1.0975349,24.3431244,-0.1600328,0.0898249
102,-12,-6.032211211150472,22.616469527536477,-12.6315346,-0.0035537,23.9669418,0.0316183,-0.1867192,4.0000000,-0.2146852,1.0971214,24.2938461,-0.1587532,0.1178696
103,-12,-6.024754571150472,22.616469527536477,-12.6331329,-0.0019835,28.9256191,0.0372702,-0.2049207,4.0000000,-0.2556231,1.0965801,24.2318745,-0.1542183,0.1484669
104,-12,-6.017297931150472,22.616469527536477,-12.6347122,-0.0004132,33.8842964,0.0419883,-0.2207248,4.0000000,-0.2928955,1.0959170,24.1548729,-0.1485540,0.1795590
105,-12,-6.009841291150472,22.616469527536477,-12.6362696,0.0010744,38.8429756,0.0442774,-0.2317917,4.0000000,-0.3252995,1.0951519,24.0641098,-0.1382840,0.2075618
106,-12,-6.002384651150472,22.616469527536477,-12.6378059,0.0025620,42.9752083,0.0445801,-0.2395146,4.0000000,-0.3520699,1.0942869,23.9628754,-0.1269593,0.2325180
107,-12,-5.994928011150472,22.616469527536477,-12.6393185,0.0041322,47.9338837,0.0419081,-0.2420709,4.0000000,-0.3709556,1.0933435,23.8527603,-0.1131863,0.2506627
108,-12,-5.987471371150472,22.616469527536477,-12.6408091,-0.0043802,20.6611576,0.0365243,-0.2410152,4.0000000,-0.3840684,1.0923600,23.7338276,-0.0979620,0.2652414
109,-12,-5.980014731150472,22.616469527536477,-12.6422777,-0.0028926,24.7933884,0.0284514,-0.2357708,4.0000000,-0.3898315,1.0913366,23.6105137,-0.0817101,0.2743824
110,-12,-5.972558091150472,22.616469527536477,-12.6437263,-0.0014050,29.7520657,0.0175743,-0.2266760,4.0000000,-0.3890884,1.0902641,23.4814472,-0.0642636,0.2802053
111,-12,-5.965101451150472,22.616469527536477,-12.6451550,0.0000000,33.8842964,0.0045232,-0.2136057,4.0000000,-0.3801613,1.0891843,23.3501167,-0.0470501,0.2815650
112,-12,-5.957644811150472,22.616469527536477,-12.6465673,0.0014050,38.8429756,-0.0111039,-0.1958124,4.0000000,-0.3632682,1.0881191,23.2181301,-0.0283566,0.2800114
113,-12,-5.950188171150472,22.616469527536477,-12.6479664,0.0028099,42.9752083,-0.0271790,-0.1748895,4.0000000,-0.3400905,1.0870643,23.0883789,-0.0096884,0.2760957
114,-12,-5.942731531150472,22.616469527536477,-12.6493540,0.0042149,47.9338837,-0.0436914,-0.1516360,4.0000000,-0.3113768,1.0860524,22.9628506,0.0081049,0.2737410
115,-12,-5.935274891150472,22.616469527536477,-12.6507339,-0.0043802,20.6611576,-0.0587758,-0.1276347,4.0000000,-0.2793708,1.0851052,22.8432598,0.0241014,0.2723931
116,-12,-5.927818251150472,22.616469527536477,-12.6521101,-0.0029752,24.7933884,-0.0721790,-0.1012178,4.0000000,-0.2423473,1.0842248,22.7325191,0.0399117,0.2700368
117,-12,-6.069494411150473,22.609012887536480,-12.6262817,0.0011570,38.0165291,0.0010657,-0.0809140,4.0000000,-0.0075353,1.0978105,24.3736496,-0.1542927,0.0290739
118,-12,-6.062037771150472,22.609012887536480,-12.6279430,0.0028926,43.8016510,0.0085706,-0.1086836,4.0000000,-0.0565754,1.0978491,24.3778534,-0.1607918,0.0382974
119,-12,-6.054581131150472,22.609012887536480,-12.6295977,0.0045455,48.7603302,0.0161180,-0.1345872,4.0000000,-0.1044826,1.0977433,24.3669910,-0.1646917,0.0549593
120,-12,-6.047124491150472,22.609012887536480,-12.6312418,-0.0038017,23.1404953,0.0238163,-0.1597983,4.0000000,-0.1510348,1.0975119,24.3396854,-0.1685618,0.0788690
121,-12,-6.039667851150472,22.609012887536480,-12.6328726,-0.0022314,28.0991745,0.0317725,-0.1842258,4.0000000,-0.1973515,1.0971581,24.2984238,-0.1711002,0.1089727
122,-12,-6.032211211150472,22.609012887536480,-12.6344881,-0.0005785,33.0578499,0.0391400,-0.2058640,4.0000000,-0.2414793,1.0966693,24.2422600,-0.1702486,0.1420303
123,-12,-6.024754571150472,22.609012887536480,-12.6360846,0.0009091,38.0165291,0.0461806,-0.2263832,4.0000000,-0.2848225,1.0960478,24.1702766,-0.1679439,0.1793387
124,-12,-6.017297931150472,22.609012887536480,-12.6376600,0.0024793,42.9752083,0.0518387,-0.2433357,4.0000000,-0.3229877,1.0953054,24.0828552,-0.1636836,0.2152733
125,-12,-6.009841291150472,22.609012887536480,-12.6392136,0.0040496,47.9338837,0.0549586,-0.2554641,4.0000000,-0.3548776,1.0944626,23.9842205,-0.1560506,0.2468776
126,-12,-6.002384651150472,22.609012887536480,-12.6407423,-0.0044628,20.6611576,0.0556309,-0.2639202,4.0000000,-0.3822358,1.0935355,23.8750229,-0.1456045,0.2753195
127,-12,-5.994928011150472,22.609012887536480,-12.6422472,-0.0028926,24.7933884,0.0530570,-0.2668597,4.0000000,-0.4007897,1.0925405,23.7552166,-0.1329297,0.2949470
128,-12,-5.987471371150472,22.609012887536480,-12.6437283,-0.0014050,29.7520657,0.0465024,-0.2642973,4.0000000,-0.4120365,1.0914925,23.6288166,-0.1165582,0.3076164
129,-12,-5.980014731150472,22.609012887536480,-12.6451864,0.0000000,33.8842964,0.0378968,-0.2589846,4.0000000,-0.4172137,1.0903915,23.4974442,-0.1007554,0.3163795
130,-12,-5.972558091150472,22.609012887536480,-12.6466217,0.0014050,38.8429756,0.0268293,-0.2501131,4.0000000,-0.4150301,1.0892653,23.3605270,-0.0851961,0.3203861
131,-12,-5.965101451150472,22.609012887536480,-12.6480370,0.0028099,42.9752083,0.0118485,-0.2345439,4.0000000,-0.4021956,1.0881500,23.2219315,-0.0668922,0.3160652
132,-12,-5.957644811150472,22.609012887536480,-12.6494341,0.0042149,47.9338837,-0.0049178,-0.2142940,4.0000000,-0.3804143,1.0870467,23.0851479,-0.0481736,0.3064386
133,-12,-5.950188171150472,22.609012887536480,-12.6508160,-0.0043802,20.6611576,-0.0220454,-0.1925219,4.0000000,-0.3541476,1.0859650,22.9514503,-0.0308962,0.2986040
134,-12,-5.942731531150472,22.609012887536480,-12.6521864,-0.0029752,24.7933884,-0.0395383,-0.1673011,4.0000000,-0.3218917,1.0849452,22.8235035,-0.0127104,0.2900893
135,-12,-5.935274891150472,22.609012887536480,-12.6535492,-0.0015702,29.7520657,-0.0561789,-0.1400910,4.0000000,-0.2847978,1.0839922,22.7017689,0.0046158,0.2831060
136,-12,-5.927818251150472,22.609012887536480,-12.6549072,-0.0002479,33.8842964,-0.0711426,-0.1114754,4.0000000,-0.2437173,1.0831108,22.5902405,0.0207666,0.2782778
137,-12,-6.076951051150473,22.601556247536479,-12.6275492,0.0025620,42.1487617,-0.0042063,-0.0641265,4.0000000,0.0266910,1.0974319,24.3304768,-0.1549440,0.0303659
138,-12,-6.069494411150473,22.601556247536479,-12.6292181,0.0042149,47.1074371,0.0040840,-0.0938314,4.0000000,-0.0254627,1.0975769,24.3469448,-0.1622000,0.0329632
139,-12,-6.062037771150472,22.601556247536479,-12.6308832,-0.0040496,22.3140488,0.0124102,-0.1221436,4.0000000,-0.0760302,1.0975595,24.3447361,-0.1682570,0.0453233
140,-12,-6.054581131150472,22.601556247536479,-12.6325397,-0.0023967,27.2727280,0.0210300,-0.1499562,4.0000000,-0.1253387,1.0974040,24.3272114,-0.1745737,0.0666182
141,-12,-6.047124491150472,22.601556247536479,-12.6341858,-0.0007438,32.2314034,0.0299353,-0.1767494,4.0000000,-0.1744175,1.0971209,24.2945480,-0.1790813,0.0954359
142,-12,-6.039667851150472,22.601556247536479,-12.6358175,0.0007438,37.1900826,0.0386522,-0.2017194,4.0000000,-0.2227784,1.0966941,24.2443810,-0.1806605,0.1302390
143,-12,-6.032211211150472,22.601556247536479,-12.6374311,0.0023140,42.1487617,0.0468751,-0.2245520,4.0000000,-0.2693409,1.0961244,24.1785088,-0.1797632,0.1691324
144,-12,-6.024754571150472,22.601556247536479,-12.6390257,0.0038843,47.1074371,0.0543854,-0.2455680,4.0000000,-0.3134126,1.0954204,24.0958786,-0.1777234,0.2114368
145,-12,-6.017297931150472,22.601556247536479,-12.6405973,-0.0045455,20.6611576,0.0599483,-0.2622060,4.0000000,-0.3514630,1.0945996,24.0000534,-0.1729489,0.2507537
146,-12,-6.009841291150472,22.601556247536479,-12.6421442,-0.0029752,24.7933884,0.0637510,-0.2756540,4.0000000,-0.3848686,1.0936886,23.8930149,-0.1664393,0.2875763
147,-12,-6.002384651150472,22.601556247536479,-12.6436672,-0.0014876,29.7520657,0.0645165,-0.2841037,4.0000000,-0.4113669,1.0927037,23.7746201,-0.1568406,0.3174764
