OID_,ClipsFinal_DEM_Large_S3_RegE,X,Y,DEM_Large_S7_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
19,-13,-6.792788491150471,19.462310807536479,-13.0598898,0.0048760,49.5867767,-1.3126498,-0.1748925,4.0000000,0.8889117,1.1233510,27.1050339,-1.2386967,4.1982632
20,-13,-6.785331851150471,19.462310807536479,-13.0636215,-0.0014876,34.7107430,-1.3696920,-0.2205738,4.0000000,0.9210689,1.1199024,26.7582932,-1.3622165,4.3631096
21,-13,-6.777875211150471,19.462310807536479,-13.0672817,0.0021488,43.8016510,-1.4271042,-0.2614487,4.0000000,0.9438542,1.1160163,26.3603287,-1.4667515,4.5336504
22,-13,-6.770418571150471,19.462310807536479,-13.0708628,-0.0041322,26.4462814,-1.4851559,-0.2980488,4.0000000,0.9548697,1.1117525,25.9127655,-1.5509672,4.7079544
23,-13,-6.762961931150471,19.462310807536479,-13.0743580,-0.0009091,35.5371895,-1.5452192,-0.3280134,4.0000000,0.9548271,1.1071385,25.4172821,-1.6108540,4.8815551
24,-13,-6.755505291150471,19.462310807536479,-13.0777597,0.0026446,44.6280975,-1.6153756,-0.3552099,4.0000000,0.9428689,1.1022300,24.8751240,-1.6532887,5.0823421
25,-13,-6.748048651150471,19.462310807536479,-13.0810633,-0.0040496,24.7933884,-1.6917491,-0.3755451,4.0000000,0.9202128,1.0970747,24.2869740,-1.6713030,5.2841654
26,-13,-6.740592011150471,19.462310807536479,-13.0842628,-0.0009917,33.8842964,-1.7827945,-0.3930497,4.0000000,0.8871236,1.0917264,23.6567841,-1.6732229,5.5174761
27,-13,-6.733135371150471,19.462310807536479,-13.0873547,0.0021488,42.9752083,-1.8873476,-0.4060551,4.0000000,0.8452674,1.0862228,22.9851475,-1.6573775,5.7691865
28,-13,-6.725678731150471,19.462310807536479,-13.0903339,-0.0047934,19.0082645,-2.0015292,-0.4160053,4.0000000,0.7939696,1.0805993,22.2713776,-1.6259803,6.0288191
29,-13,-6.718222091150471,19.462310807536479,-13.0931978,-0.0019835,28.0991745,-2.1263621,-0.4214378,4.0000000,0.7382460,1.0749615,21.5241604,-1.5811217,6.2911329
30,-13,-6.710765451150471,19.462310807536479,-13.0959454,0.0007438,37.1900826,-2.2634962,-0.4270947,4.0000000,0.6769215,1.0693140,20.7432346,-1.5311108,6.5742178
31,-13,-6.703308811150471,19.462310807536479,-13.0985727,0.0033058,46.2809906,-2.4049208,-0.4305845,4.0000000,0.6141085,1.0637038,19.9289074,-1.4752775,6.8466582
32,-13,-6.695852171150471,19.462310807536479,-13.1010809,-0.0041322,14.8760328,-2.5417874,-0.4305840,4.0000000,0.5512124,1.0582005,19.0876083,-1.4123805,7.0819068
33,-13,-6.688395531150471,19.462310807536479,-13.1034670,-0.0016529,23.9669418,-2.6801047,-0.4300183,4.0000000,0.4922815,1.0528362,18.2255974,-1.3523180,7.3068309
34,-13,-6.792788491150471,19.454854167536478,-13.0605478,-0.0044628,27.2727280,-1.3434474,-0.2398487,4.0000000,0.8463569,1.1273222,27.4979496,-1.3260542,4.4198065
35,-13,-6.785331851150471,19.454854167536478,-13.0643330,-0.0008264,36.3636360,-1.3942322,-0.2923378,4.0000000,0.8744387,1.1236323,27.1351089,-1.4591143,4.6047716
36,-13,-6.777875211150471,19.454854167536478,-13.0680428,0.0028926,45.4545441,-1.4449004,-0.3399832,4.0000000,0.8923668,1.1194724,26.7150688,-1.5723332,4.7973537
37,-13,-6.770418571150471,19.454854167536478,-13.0716677,-0.0033884,28.9256191,-1.4980613,-0.3809749,4.0000000,0.8997123,1.1148821,26.2433224,-1.6616622,4.9964085
38,-13,-6.762961931150471,19.454854167536478,-13.0752001,-0.0000826,38.0165291,-1.5536083,-0.4152731,4.0000000,0.8946500,1.1099333,25.7197132,-1.7251962,5.1945400
39,-13,-6.755505291150471,19.454854167536478,-13.0786333,0.0034711,47.1074371,-1.6208764,-0.4447722,4.0000000,0.8781894,1.1046699,25.1467056,-1.7677338,5.4191027
40,-13,-6.748048651150471,19.454854167536478,-13.0819607,-0.0032231,28.0991745,-1.6946689,-0.4667255,4.0000000,0.8495484,1.0991427,24.5256729,-1.7829993,5.6390133
41,-13,-6.740592011150471,19.454854167536478,-13.0851765,-0.0000826,37.1900826,-1.7842507,-0.4843520,4.0000000,0.8097352,1.0934204,23.8593616,-1.7784393,5.8862410
42,-13,-6.733135371150471,19.454854167536478,-13.0882769,0.0030579,46.2809906,-1.8880100,-0.4970878,4.0000000,0.7600160,1.0875503,23.1503410,-1.7541915,6.1480289
43,-13,-6.725678731150471,19.454854167536478,-13.0912571,-0.0039669,21.4876041,-2.0062728,-0.5040952,4.0000000,0.7020276,1.0815847,22.3972855,-1.7102180,6.4157214
44,-13,-6.718222091150471,19.454854167536478,-13.0941153,-0.0011570,30.5785122,-2.1349518,-0.5063376,4.0000000,0.6377984,1.0756035,21.6109238,-1.6504736,6.6787505
45,-13,-6.710765451150471,19.454854167536478,-13.0968485,0.0015702,39.6694221,-2.2807884,-0.5064967,4.0000000,0.5691373,1.0696476,20.7899036,-1.5821308,6.9630055
46,-13,-6.703308811150471,19.454854167536478,-13.0994558,0.0041322,48.7603302,-2.4336421,-0.5035861,4.0000000,0.4980814,1.0637553,19.9349003,-1.5052537,7.2353358
47,-13,-6.695852171150471,19.454854167536478,-13.1019354,-0.0033058,18.1818180,-2.5876813,-0.4966246,4.0000000,0.4282638,1.0579954,19.0557632,-1.4215130,7.4775672
48,-13,-6.688395531150471,19.454854167536478,-13.1042891,-0.0009091,27.2727280,-2.7362528,-0.4887587,4.0000000,0.3603455,1.0524149,18.1540127,-1.3378628,7.6885633
49,-13,-6.680938891150471,19.454854167536478,-13.1065149,0.0012397,36.3636360,-2.8814371,-0.4790331,4.0000000,0.3011488,1.0470484,17.2330780,-1.2592150,7.8714294
50,-13,-6.800245131150471,19.447397527536477,-13.0573425,0.0021488,43.8016510,-1.3100566,-0.2431035,4.0000000,0.7643394,1.1349107,28.2258663,-1.2505466,4.4386215
51,-13,-6.792788491150471,19.447397527536477,-13.0612564,-0.0038017,28.9256191,-1.3587102,-0.3068111,4.0000000,0.7983685,1.1314927,27.9013958,-1.4119908,4.6493521
52,-13,-6.785331851150471,19.447397527536477,-13.0650988,-0.0001653,38.0165291,-1.4032629,-0.3666035,4.0000000,0.8229356,1.1275506,27.5218449,-1.5561427,4.8677440
53,-13,-6.777875211150471,19.447397527536477,-13.0688610,0.0036364,47.1074371,-1.4480197,-0.4207552,4.0000000,0.8372629,1.1230822,27.0795002,-1.6787733,5.0970206
54,-13,-6.770418571150471,19.447397527536477,-13.0725317,-0.0026446,31.4049587,-1.4947307,-0.4672311,4.0000000,0.8406159,1.1181537,26.5820599,-1.7750781,5.3292160
55,-13,-6.762961931150471,19.447397527536477,-13.0761042,0.0007438,40.4958687,-1.5443764,-0.5053868,4.0000000,0.8315084,1.1128488,26.0305233,-1.8422818,5.5554824
56,-13,-6.755505291150471,19.447397527536477,-13.0795698,0.0042975,49.5867767,-1.6059766,-0.5386963,4.0000000,0.8093823,1.1072108,25.4261780,-1.8867749,5.8087111
57,-13,-6.748048651150471,19.447397527536477,-13.0829229,-0.0023967,30.5785122,-1.6763712,-0.5620123,4.0000000,0.7754717,1.1013018,24.7705841,-1.8994964,6.0478268
58,-13,-6.740592011150471,19.447397527536477,-13.0861568,0.0008264,39.6694221,-1.7633330,-0.5801790,4.0000000,0.7295216,1.0951928,24.0680027,-1.8898795,6.3094621
59,-13,-6.733135371150471,19.447397527536477,-13.0892677,0.0039669,48.7603302,-1.8657770,-0.5919677,4.0000000,0.6727917,1.0889500,23.3216438,-1.8567270,6.5772018
60,-13,-6.725678731150471,19.447397527536477,-13.0922508,-0.0030579,24.7933884,-1.9866742,-0.5983098,4.0000000,0.6064656,1.0826274,22.5312328,-1.8030853,6.8570004
61,-13,-6.718222091150471,19.447397527536477,-13.0951033,-0.0002479,33.8842964,-2.1178925,-0.5970417,4.0000000,0.5332544,1.0763018,21.7045517,-1.7273380,7.1105866
62,-13,-6.710765451150471,19.447397527536477,-13.0978231,0.0024793,42.9752083,-2.2683733,-0.5924232,4.0000000,0.4552377,1.0700397,20.8442726,-1.6400841,7.3807769
63,-13,-6.703308811150471,19.447397527536477,-13.1004105,-0.0049587,13.2231407,-2.4259760,-0.5841272,4.0000000,0.3745086,1.0638683,19.9520035,-1.5427631,7.6319685
64,-13,-6.695852171150471,19.447397527536477,-13.1028624,-0.0023967,22.3140488,-2.5928917,-0.5703242,4.0000000,0.2966136,1.0578612,19.0332527,-1.4372621,7.8607416
65,-13,-6.688395531150471,19.447397527536477,-13.1051817,-0.0000826,31.4049587,-2.7575736,-0.5522130,4.0000000,0.2222026,1.0520707,18.0945988,-1.3266287,8.0482473
66,-13,-6.680938891150471,19.447397527536477,-13.1073685,0.0020661,40.4958687,-2.9197342,-0.5332637,4.0000000,0.1550733,1.0465243,17.1412086,-1.2216007,8.2147655
67,-13,-6.673482251150471,19.447397527536477,-13.1094246,0.0039669,49.5867767,-3.0654213,-0.5116547,4.0000000,0.0962685,1.0412725,16.1743774,-1.1195779,8.3230925
68,-13,-6.807701771150471,19.439940887536476,-13.0539932,-0.0010744,36.3636360,-1.2676910,-0.2239062,4.0000000,0.6784391,1.1424679,28.9259815,-1.1262516,4.3959851
69,-13,-6.800245131150471,19.439940887536476,-13.0580349,0.0028099,45.4545441,-1.3171239,-0.3023392,4.0000000,0.7160649,1.1394650,28.6509418,-1.3207433,4.6401968
70,-13,-6.792788491150471,19.439940887536476,-13.0620117,-0.0030579,31.4049587,-1.3582997,-0.3743015,4.0000000,0.7464352,1.1358306,28.3134174,-1.4950382,4.8875360
71,-13,-6.785331851150471,19.439940887536476,-13.0659142,0.0005785,40.4958687,-1.3953657,-0.4419962,4.0000000,0.7673181,1.1316212,27.9152813,-1.6513104,5.1498733
72,-13,-6.777875211150471,19.439940887536476,-13.0697298,0.0044628,49.5867767,-1.4327044,-0.5033366,4.0000000,0.7780605,1.1268255,27.4518108,-1.7847338,5.4267488
73,-13,-6.770418571150471,19.439940887536476,-13.0734491,-0.0018182,33.8842964,-1.4696763,-0.5561305,4.0000000,0.7767352,1.1215577,26.9281483,-1.8889962,5.6977983
74,-13,-6.762961931150471,19.439940887536476,-13.0770636,0.0016529,42.9752083,-1.5117159,-0.5990887,4.0000000,0.7634100,1.1158824,26.3481216,-1.9615875,5.9612722
75,-13,-6.755505291150471,19.439940887536476,-13.0805645,-0.0047934,23.9669418,-1.5675570,-0.6354157,4.0000000,0.7373786,1.1098518,25.7115860,-2.0082102,6.2476363
76,-13,-6.748048651150471,19.439940887536476,-13.0839453,-0.0014876,33.0578499,-1.6315758,-0.6623242,4.0000000,0.6970860,1.1035414,25.0220776,-2.0217345,6.5150666
77,-13,-6.740592011150471,19.439940887536476,-13.0871992,0.0017355,42.1487617,-1.7134503,-0.6812129,4.0000000,0.6451890,1.0970329,24.2828388,-2.0076149,6.7880197
78,-13,-6.733135371150471,19.439940887536476,-13.0903215,-0.0051240,19.0082645,-1.8124052,-0.6924492,4.0000000,0.5814016,1.0904118,23.4990005,-1.9663000,7.0577507
79,-13,-6.725678731150471,19.439940887536476,-13.0933084,-0.0021488,28.0991745,-1.9332308,-0.6976779,4.0000000,0.5073426,1.0837247,22.6709862,-1.9026984,7.3392539
80,-13,-6.718222091150471,19.439940887536476,-13.0961571,0.0006612,37.1900826,-2.0665648,-0.6942056,4.0000000,0.4249392,1.0770530,21.8036385,-1.8133504,7.5843744
81,-13,-6.710765451150471,19.439940887536476,-13.0988655,0.0033884,46.2809906,-2.2203281,-0.6844258,4.0000000,0.3391307,1.0704747,20.9043369,-1.7079824,7.8255272
82,-13,-6.703308811150471,19.439940887536476,-13.1014328,-0.0040496,16.5289249,-2.3884063,-0.6687769,4.0000000,0.2513468,1.0640340,19.9753113,-1.5889006,8.0485096
83,-13,-6.695852171150471,19.439940887536476,-13.1038589,-0.0015702,25.6198349,-2.5656993,-0.6499690,4.0000000,0.1631238,1.0577892,19.0219707,-1.4630618,8.2584066
84,-13,-6.688395531150471,19.439940887536476,-13.1061449,0.0007438,34.7107430,-2.7425475,-0.6230195,4.0000000,0.0800168,1.0517988,18.0486240,-1.3260559,8.4059258
85,-13,-6.680938891150471,19.439940887536476,-13.1082916,0.0028926,43.8016510,-2.9185784,-0.5932758,4.0000000,0.0036868,1.0460982,17.0629654,-1.1902385,8.5284109
86,-13,-6.673482251150471,19.439940887536476,-13.1103029,-0.0052066,4.9586778,-3.0787668,-0.5599506,4.0000000,-0.0614347,1.0407274,16.0694733,-1.0584666,8.5924435
87,-13,-6.666025611150471,19.439940887536476,-13.1121817,-0.0033058,9.0909090,-3.2195237,-0.5227795,4.0000000,-0.1139727,1.0356965,15.0699663,-0.9315862,8.5976114
88,-13,-6.807701771150471,19.432484247536479,-13.0546551,-0.0004959,38.0165291,-1.2682711,-0.2759651,4.0000000,0.6276661,1.1473646,29.3658905,-1.1795963,4.5612922
89,-13,-6.800245131150471,19.432484247536479,-13.0587664,0.0034711,47.1074371,-1.3084741,-0.3625728,4.0000000,0.6620550,1.1441801,29.0816917,-1.3872006,4.8408747
90,-13,-6.792788491150471,19.432484247536479,-13.0628090,-0.0023140,33.8842964,-1.3397135,-0.4434222,4.0000000,0.6889374,1.1403105,28.7300396,-1.5757817,5.1326561
91,-13,-6.785331851150471,19.432484247536479,-13.0667725,0.0014050,42.9752083,-1.3680136,-0.5191087,4.0000000,0.7067249,1.1358228,28.3137341,-1.7449423,5.4503078
92,-13,-6.777875211150471,19.432484247536479,-13.0706453,-0.0046281,27.2727280,-1.3951929,-0.5868658,4.0000000,0.7143736,1.1307027,27.8280678,-1.8881053,5.7767825
93,-13,-6.770418571150471,19.432484247536479,-13.0744152,-0.0009091,36.3636360,-1.4219549,-0.6467475,4.0000000,0.7088210,1.1250753,27.2795601,-2.0023160,6.1033354
94,-13,-6.762961931150471,19.432484247536479,-13.0780745,0.0027273,45.4545441,-1.4533883,-0.6960567,4.0000000,0.6907136,1.1190063,26.6701241,-2.0828269,6.4159141
95,-13,-6.755505291150471,19.432484247536479,-13.0816126,-0.0037190,27.2727280,-1.4977039,-0.7367105,4.0000000,0.6595132,1.1125609,26.0002842,-2.1329341,6.7356439
96,-13,-6.748048651150471,19.432484247536479,-13.0850229,-0.0004132,36.3636360,-1.5544721,-0.7660466,4.0000000,0.6148742,1.1058364,25.2765961,-2.1469674,7.0298300
97,-13,-6.740592011150471,19.432484247536479,-13.0882978,0.0028099,45.4545441,-1.6295711,-0.7869173,4.0000000,0.5567911,1.0989225,24.5008907,-2.1306257,7.3215666
98,-13,-6.733135371150471,19.432484247536479,-13.0914345,-0.0039669,23.1404953,-1.7264813,-0.7979550,4.0000000,0.4876631,1.0919147,23.6789398,-2.0835731,7.5990510
99,-13,-6.725678731150471,19.432484247536479,-13.0944271,-0.0009917,32.2314034,-1.8479823,-0.8012914,4.0000000,0.4078027,1.0848581,22.8133049,-2.0103855,7.8761759
100,-13,-6.718222091150471,19.432484247536479,-13.0972729,0.0018182,41.3223152,-1.9875627,-0.7946793,4.0000000,0.3194997,1.0778351,21.9072571,-1.9088583,8.1116781
101,-13,-6.710765451150471,19.432484247536479,-13.0999699,0.0045455,50.4132233,-2.1429644,-0.7806977,4.0000000,0.2248051,1.0709463,20.9708252,-1.7862005,8.3167295
102,-13,-6.703308811150471,19.432484247536479,-13.1025190,-0.0029752,20.6611576,-2.3164957,-0.7595199,4.0000000,0.1278414,1.0642509,20.0069122,-1.6468813,8.4982491
103,-13,-6.695852171150471,19.432484247536479,-13.1049194,-0.0004959,29.7520657,-2.5026135,-0.7327406,4.0000000,0.0316114,1.0577852,19.0188923,-1.4970926,8.6557922
104,-13,-6.688395531150471,19.432484247536479,-13.1071730,0.0018182,38.8429756,-2.6888409,-0.6979710,4.0000000,-0.0599845,1.0516062,18.0152264,-1.3359575,8.7497463
105,-13,-6.680938891150471,19.432484247536479,-13.1092825,0.0038843,47.9338837,-2.8740625,-0.6591190,4.0000000,-0.1458560,1.0457640,17.0013313,-1.1723820,8.8128319
106,-13,-6.673482251150471,19.432484247536479,-13.1112499,-0.0042149,8.2644625,-3.0531225,-0.6140599,4.0000000,-0.2190933,1.0402840,15.9827223,-1.0090264,8.8293314
107,-13,-6.666025611150471,19.432484247536479,-13.1130791,-0.0023140,13.2231407,-3.2098217,-0.5647460,4.0000000,-0.2800518,1.0351852,14.9649620,-0.8494403,8.7854853
108,-13,-6.815158411150471,19.425027607536478,-13.0511112,-0.0042149,30.5785122,-1.2142569,-0.2287515,4.0000000,0.5362350,1.1549553,30.0302086,-0.9937379,4.4259682
109,-13,-6.807701771150471,19.425027607536478,-13.0553503,0.0000826,39.6694221,-1.2575116,-0.3279136,4.0000000,0.5743207,1.1523997,29.8095703,-1.2301481,4.7271552
110,-13,-6.800245131150471,19.425027607536478,-13.0595322,0.0041322,48.7603302,-1.2897547,-0.4218553,4.0000000,0.6073243,1.1490365,29.5147247,-1.4510350,5.0541415
111,-13,-6.792788491150471,19.425027607536478,-13.0636425,-0.0016529,35.5371895,-1.3114347,-0.5108088,4.0000000,0.6315458,1.1449275,29.1499519,-1.6531634,5.4011531
112,-13,-6.785331851150471,19.425027607536478,-13.0676699,0.0021488,44.6280975,-1.3284461,-0.5948218,4.0000000,0.6458477,1.1401308,28.7143745,-1.8354913,5.7800794
113,-13,-6.777875211150471,19.425027607536478,-13.0716009,-0.0038017,29.7520657,-1.3417405,-0.6703357,4.0000000,0.6491674,1.1346724,28.2056828,-1.9898388,6.1638784
114,-13,-6.770418571150471,19.425027607536478,-13.0754242,-0.0000826,38.8429756,-1.3566015,-0.7363946,4.0000000,0.6404358,1.1286656,27.6318970,-2.1132250,6.5482068
115,-13,-6.762961931150471,19.425027607536478,-13.0791292,0.0037190,47.9338837,-1.3755158,-0.7927811,4.0000000,0.6177150,1.1221812,26.9917736,-2.2032771,6.9221373
116,-13,-6.755505291150471,19.425027607536478,-13.0827065,-0.0027273,30.5785122,-1.4072376,-0.8381637,4.0000000,0.5820906,1.1153095,26.2888336,-2.2584178,7.2841368
117,-13,-6.748048651150471,19.425027607536478,-13.0861483,0.0005785,39.6694221,-1.4548178,-0.8709745,4.0000000,0.5335134,1.1081740,25.5305157,-2.2754624,7.6126666
118,-13,-6.740592011150471,19.425027607536478,-13.0894480,0.0038843,48.7603302,-1.5225960,-0.8941241,4.0000000,0.4708613,1.1008430,24.7188320,-2.2591095,7.9276924
119,-13,-6.733135371150471,19.425027607536478,-13.0925989,-0.0028926,26.4462814,-1.6130230,-0.9061518,4.0000000,0.3957242,1.0934268,23.8591747,-2.2080278,8.2102718
120,-13,-6.725678731150471,19.425027607536478,-13.0955992,0.0000826,35.5371895,-1.7302138,-0.9083301,4.0000000,0.3090855,1.0860064,22.9566975,-2.1257458,8.4719629
121,-13,-6.718222091150471,19.425027607536478,-13.0984440,0.0028926,44.6280975,-1.8718076,-0.8989565,4.0000000,0.2148496,1.0786492,22.0136623,-2.0127625,8.6829042
122,-13,-6.710765451150471,19.425027607536478,-13.1011324,-0.0043802,17.3553715,-2.0320337,-0.8801722,4.0000000,0.1135940,1.0714630,21.0411510,-1.8739383,8.8456850
123,-13,-6.703308811150471,19.425027607536478,-13.1036644,-0.0019008,25.6198349,-2.2150035,-0.8519563,4.0000000,0.0109302,1.0645165,20.0442009,-1.7148428,8.9720345
124,-13,-6.695852171150471,19.425027607536478,-13.1060419,0.0005785,34.7107430,-2.4131472,-0.8179917,4.0000000,-0.0923727,1.0578406,19.0268116,-1.5436108,9.0775414
125,-13,-6.688395531150471,19.425027607536478,-13.1082649,0.0028926,43.8016510,-2.6125047,-0.7747547,4.0000000,-0.1920006,1.0514904,17.9953461,-1.3575089,9.1099873
126,-13,-6.680938891150471,19.425027607536478,-13.1103363,-0.0051240,7.4380164,-2.8113904,-0.7254546,4.0000000,-0.2858422,1.0455297,16.9584980,-1.1650670,9.1030617
127,-13,-6.673482251150471,19.425027607536478,-13.1122618,-0.0032231,11.5702477,-3.0003510,-0.6699555,4.0000000,-0.3690419,1.0399688,15.9216232,-0.9708691,9.0465355
128,-13,-6.666025611150471,19.425027607536478,-13.1140442,-0.0013223,17.3553715,-3.1664231,-0.6095853,4.0000000,-0.4406022,1.0348281,14.8884487,-0.7785685,8.9335241
129,-13,-6.658568971150471,19.425027607536478,-13.1156893,0.0004959,25.6198349,-3.3047624,-0.5418239,4.0000000,-0.4941627,1.0301313,13.8693714,-0.5894849,8.7560844
130,-13,-6.815158411150471,19.417570967536477,-13.0517578,-0.0035537,32.2314034,-1.2011981,-0.2701320,4.0000000,0.4830318,1.1602596,30.4812183,-1.0232958,4.5426435
131,-13,-6.807701771150471,19.417570967536477,-13.0560722,0.0007438,41.3223152,-1.2343209,-0.3782901,4.0000000,0.5179568,1.1575687,30.2548180,-1.2745370,4.8856435
132,-13,-6.800245131150471,19.417570967536477,-13.0603266,-0.0051240,28.0991745,-1.2541430,-0.4820797,4.0000000,0.5469810,1.1540160,29.9502239,-1.5111405,5.2659683
133,-13,-6.792788491150471,19.417570967536477,-13.0645075,-0.0009091,37.1900826,-1.2641979,-0.5791652,4.0000000,0.5688293,1.1496592,29.5698128,-1.7271595,5.6755180
134,-13,-6.785331851150471,19.417570967536477,-13.0685997,0.0029752,46.2809906,-1.2696728,-0.6700854,4.0000000,0.5814478,1.1445316,29.1154003,-1.9216187,6.1214399
135,-13,-6.777875211150471,19.417570967536477,-13.0725908,-0.0029752,32.2314034,-1.2684023,-0.7535073,4.0000000,0.5813079,1.1387162,28.5847702,-2.0883224,6.5760660
136,-13,-6.770418571150471,19.417570967536477,-13.0764685,0.0008264,41.3223152,-1.2708291,-0.8267277,4.0000000,0.5697966,1.1323221,27.9834042,-2.2232521,7.0361481
137,-13,-6.762961931150471,19.417570967536477,-13.0802221,-0.0052893,23.9669418,-1.2815974,-0.8877228,4.0000000,0.5461816,1.1254145,27.3129959,-2.3216274,7.4772730
138,-13,-6.755505291150471,19.417570967536477,-13.0838404,-0.0017355,33.0578499,-1.2993504,-0.9386105,4.0000000,0.5065218,1.1181042,26.5785694,-2.3837428,7.8933458
139,-13,-6.748048651150471,19.417570967536477,-13.0873156,0.0015702,42.1487617,-1.3357065,-0.9756869,4.0000000,0.4542623,1.1105425,25.7853413,-2.4056361,8.2639799
140,-13,-6.740592011150471,19.417570967536477,-13.0906410,-0.0050413,21.4876041,-1.3939623,-1.0014670,4.0000000,0.3872006,1.1027938,24.9379139,-2.3901346,8.6036291
141,-13,-6.733135371150471,19.417570967536477,-13.0938101,-0.0018182,30.5785122,-1.4767356,-1.0140910,4.0000000,0.3076281,1.0949640,24.0406799,-2.3358102,8.8846588
142,-13,-6.725678731150471,19.417570967536477,-13.0968189,0.0011570,39.6694221,-1.5871632,-1.0165153,4.0000000,0.2160356,1.0871762,23.1002426,-2.2490661,9.1325903
143,-13,-6.718222091150471,19.417570967536477,-13.0996656,0.0039669,48.7603302,-1.7285492,-1.0045614,4.0000000,0.1170524,1.0794902,22.1231670,-2.1261752,9.3077421
144,-13,-6.710765451150471,19.417570967536477,-13.1023474,-0.0033058,21.4876041,-1.8918931,-0.9824625,4.0000000,0.0098571,1.0720104,21.1163826,-1.9747822,9.4267855
145,-13,-6.703308811150471,19.417570967536477,-13.1048651,-0.0007438,30.5785122,-2.0766957,-0.9485210,4.0000000,-0.1004085,1.0648168,20.0881348,-1.7966335,9.4767485
146,-13,-6.695852171150471,19.417570967536477,-13.1072197,0.0017355,39.6694221,-2.2827818,-0.9064964,4.0000000,-0.2109177,1.0579506,19.0432415,-1.6020751,9.4995327
147,-13,-6.688395531150471,19.417570967536477,-13.1094141,0.0039669,48.7603302,-2.4929760,-0.8554738,4.0000000,-0.3190712,1.0514667,17.9906826,-1.3918765,9.4575796
