OID_,ClipsFinal_DEM_Large_S3_RegF2,X,Y,DEM_Large_S7_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1,-12,-5.980014731150471,21.632193047536479,-12.8622246,-0.0030579,24.7933884,-0.8316355,0.0839542,4.0000000,-0.7126091,1.1039680,25.0686474,0.8805174,2.4709449
2,-12,-5.987471371150471,21.624736407536481,-12.8623848,-0.0029752,25.6198349,-0.7150217,0.0560502,4.0000000,-0.7057596,1.1066252,25.3629951,0.8178599,2.1476169
3,-12,-5.980014731150471,21.624736407536481,-12.8647614,-0.0006612,32.2314034,-0.7927510,0.0389243,4.0000000,-0.7530540,1.1032361,24.9885788,0.8309025,2.3580508
4,-12,-5.972558091150471,21.624736407536481,-12.8671026,0.0016529,39.6694221,-0.8720273,0.0236063,4.0000000,-0.7978029,1.0997100,24.5903721,0.8450154,2.5684323
5,-12,-5.965101451150471,21.624736407536481,-12.8694067,0.0040496,48.7603302,-0.9556738,0.0097975,4.0000000,-0.8410897,1.0960549,24.1680565,0.8606848,2.7856014
6,-12,-5.994928011150471,21.617279767536481,-12.8626404,-0.0027273,26.4462814,-0.6010858,0.0236430,4.0000000,-0.6950814,1.1090653,25.6277332,0.7423674,1.8347555
7,-12,-5.987471371150471,21.617279767536481,-12.8649998,-0.0004132,33.0578499,-0.6703488,0.0072242,4.0000000,-0.7426017,1.1058278,25.2753201,0.7570502,2.0330665
8,-12,-5.980014731150471,21.617279767536481,-12.8673258,0.0019008,40.4958687,-0.7442217,-0.0075290,4.0000000,-0.7884728,1.1024280,24.8979359,0.7734147,2.2403812
9,-12,-5.972558091150471,21.617279767536481,-12.8696165,0.0042149,48.7603302,-0.8205033,-0.0205821,4.0000000,-0.8326814,1.0988938,24.4969788,0.7915171,2.4485204
10,-12,-5.965101451150471,21.617279767536481,-12.8718672,-0.0034711,23.9669418,-0.9016131,-0.0317153,4.0000000,-0.8749725,1.0952321,24.0712242,0.8115420,2.6627021
11,-12,-5.957644811150471,21.617279767536481,-12.8740759,-0.0012397,30.5785122,-0.9846077,-0.0423627,4.0000000,-0.9158935,1.0914619,23.6250687,0.8311682,2.8753424
12,-12,-5.950188171150472,21.617279767536481,-12.8762388,0.0009917,38.0165291,-1.0678110,-0.0502575,4.0000000,-0.9530432,1.0876102,23.1562881,0.8525283,3.0777643
13,-12,-6.002384651150471,21.609823127536480,-12.8629827,-0.0023140,28.0991745,-0.4927536,-0.0087689,4.0000000,-0.6761423,1.1112250,25.8599300,0.6586044,1.5414081
14,-12,-5.994928011150471,21.609823127536480,-12.8653259,0.0000000,34.7107430,-0.5550706,-0.0259268,4.0000000,-0.7263623,1.1081603,25.5308838,0.6745086,1.7325829
15,-12,-5.987471371150471,21.609823127536480,-12.8676386,0.0023140,42.1487617,-0.6202684,-0.0406800,4.0000000,-0.7738736,1.1049277,25.1763630,0.6925138,1.9270651
16,-12,-5.980014731150471,21.609823127536480,-12.8699160,0.0045455,49.5867767,-0.6893327,-0.0548299,4.0000000,-0.8200842,1.1015438,24.7978458,0.7104242,2.1284378
17,-12,-5.972558091150471,21.609823127536480,-12.8721561,-0.0031405,24.7933884,-0.7606870,-0.0648912,4.0000000,-0.8618695,1.0980176,24.3954659,0.7320870,2.3252599
18,-12,-5.965101451150471,21.609823127536480,-12.8743544,-0.0009091,31.4049587,-0.8367315,-0.0751845,4.0000000,-0.9041412,1.0943660,23.9718933,0.7537723,2.5303183
