OID_,ClipsFinal_DEM_Large_S3_RegC,X,Y,DEM_Large_S7_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1277,-13,-4.965911691150472,18.313988247536482,-13.3277512,0.0000000,0.0000000,3.4974539,-2.3108633,4.0000000,-1.9273509,1.0015707,3.0760643,-2.6943758,14.4383049
1278,-13,-4.958455051150472,18.313988247536482,-13.3280830,0.0000000,0.0000000,3.3206880,-2.2838564,5.0000000,-1.2279803,1.0011150,2.5489671,-3.3397324,14.2599030
1279,-13,-4.950998411150472,18.313988247536482,-13.3283091,0.0000000,0.0000000,3.1754811,-2.2537727,5.0000000,-0.8770720,1.0009770,2.3738143,-3.6304736,13.9936876
1280,-13,-4.943541771150472,18.313988247536482,-13.3284321,0.0000000,0.0000000,3.0821836,-2.2247195,4.0000000,-1.2653499,1.0011321,2.5879159,-3.1840889,13.6714287
1281,-13,-4.936085131150472,18.313988247536482,-13.3284569,0.0000000,0.0000000,3.0584054,-2.2003379,5.0000000,-1.8686906,1.0015476,3.0804877,-2.5319853,13.3175449
1282,-13,-4.928628491150472,18.313988247536482,-13.3283863,0.0000000,0.0000000,3.0941546,-2.1798708,4.0000000,-2.3013189,1.0021955,3.7155259,-2.0584228,12.9319639
1283,-13,-4.921171851150472,18.313988247536482,-13.3282213,0.0000000,0.0000000,3.1793761,-2.1637857,4.0000000,-2.5493302,1.0030487,4.4090400,-1.7782415,12.5368195
1284,-13,-4.913715211150472,18.313988247536482,-13.3279638,-0.0000826,0.0000000,3.3202965,-2.1546993,4.0000000,-2.6785421,1.0040793,5.1209645,-1.6308566,12.1597395
1285,-13,-4.906258571150472,18.313988247536482,-13.3276148,-0.0002479,0.0000000,3.5136538,-2.1536884,4.0000000,-2.7382917,1.0052667,5.8350673,-1.5690850,11.8221693
1286,-13,-4.898801931150472,18.313988247536482,-13.3271732,-0.0004132,0.0000000,3.7281806,-2.1574831,4.0000000,-2.7524161,1.0065995,6.5394411,-1.5625501,11.5275488
1287,-13,-4.891345291150472,18.313988247536482,-13.3266382,-0.0006612,0.0000000,3.9580660,-2.1663871,4.0000000,-2.7367766,1.0080684,7.2333884,-1.5959978,11.2922850
1288,-13,-4.883888651150472,18.313988247536482,-13.3260078,-0.0009917,0.0000000,4.1929297,-2.1801634,4.0000000,-2.7029860,1.0096697,7.9185090,-1.6573409,11.1344376
1289,-13,-4.876432011150472,18.313988247536482,-13.3252792,-0.0014050,0.0000000,4.4318576,-2.1992273,5.0000000,-2.6585565,1.0114138,8.6005659,-1.7398981,11.0660925
1290,-13,-4.868975371150472,18.313988247536482,-13.3244486,-0.0019835,0.0000000,4.6440248,-2.2182636,5.0000000,-2.6007388,1.0133144,9.2846336,-1.8357884,11.0558510
1291,-13,-4.861518731150472,18.313988247536482,-13.3235121,-0.0028926,0.0000000,4.8141236,-2.2343462,4.0000000,-2.5339653,1.0153769,9.9733982,-1.9347271,11.0820875
1292,-13,-4.854062091150472,18.313988247536482,-13.3224678,-0.0038843,0.0000000,4.9343500,-2.2457645,4.0000000,-2.4609079,1.0176320,10.6700935,-2.0306211,11.1287031
1293,-13,-4.846605451150472,18.313988247536482,-13.3213100,-0.0049587,0.0000000,5.0103102,-2.2529194,4.0000000,-2.3855765,1.0200912,11.3787708,-2.1202624,11.1917906
1294,-13,-4.839148811150472,18.313988247536482,-13.3200369,-0.0061983,0.0000000,5.0239091,-2.2510386,4.0000000,-2.3074727,1.0227593,12.1010389,-2.1946042,11.2183323
1295,-13,-4.831692171150472,18.313988247536482,-13.3186455,0.0024793,35.5371895,4.9765964,-2.2392561,4.0000000,-2.2283895,1.0256611,12.8341532,-2.2501230,11.1886921
1296,-13,-4.824235531150472,18.313988247536482,-13.3171329,0.0009917,28.0991745,4.8605509,-2.2145932,4.0000000,-2.1497395,1.0287712,13.5751247,-2.2794466,11.0654659
1297,-13,-4.816778891150472,18.313988247536482,-13.3155003,-0.0006612,20.6611576,4.6833010,-2.1770928,4.0000000,-2.0706677,1.0320785,14.3181162,-2.2835178,10.8378782
1298,-13,-4.809322251150472,18.313988247536482,-13.3137465,-0.0023967,14.0495872,4.4467778,-2.1253624,4.0000000,-1.9927623,1.0355641,15.0559950,-2.2579627,10.4857807
1299,-13,-4.801865611150472,18.313988247536482,-13.3118744,-0.0042149,8.2644625,4.1596198,-2.0599713,4.0000000,-1.9160407,1.0391765,15.7822819,-2.2039022,10.0156517
1300,-13,-4.794408971150472,18.313988247536482,-13.3098860,0.0037190,45.4545441,3.8266757,-1.9802657,4.0000000,-1.8390050,1.0428578,16.4853764,-2.1215267,9.4226360
1301,-13,-4.786952331150472,18.313988247536482,-13.3077869,0.0015702,36.3636360,3.4599011,-1.8873386,4.0000000,-1.7620506,1.0465459,17.1576424,-2.0126269,8.7242270
1302,-13,-4.779495691150472,18.313988247536482,-13.3055820,-0.0004132,27.2727280,3.0729396,-1.7838138,4.0000000,-1.6836740,1.0501721,17.7885189,-1.8839537,7.9589739
1303,-13,-4.772039051150472,18.313988247536482,-13.3032789,-0.0025620,19.0082645,2.6692791,-1.6687585,4.0000000,-1.6050452,1.0536507,18.3730145,-1.7324718,7.1334863
1304,-13,-4.764582411150472,18.313988247536482,-13.3008862,-0.0050413,11.5702477,2.2684665,-1.5467292,4.0000000,-1.5261436,1.0569071,18.8994694,-1.5673149,6.3005452
1305,-13,-4.757125771150472,18.313988247536482,-13.2984123,0.0025620,42.9752083,1.8755347,-1.4183581,4.0000000,-1.4460382,1.0598774,19.3644371,-1.3906779,5.4803557
1306,-13,-4.749669131150472,18.313988247536482,-13.2958679,0.0001653,33.8842964,1.5024511,-1.2870015,4.0000000,-1.3668659,1.0625005,19.7655048,-1.2071370,4.7111073
1307,-13,-4.742212491150472,18.313988247536482,-13.2932634,-0.0023140,24.7933884,1.1458803,-1.1514603,4.0000000,-1.2861173,1.0647131,20.0955830,-1.0168033,3.9996266
1308,-13,-4.734755851150472,18.313988247536482,-13.2906094,-0.0050413,15.7024794,0.8277202,-1.0194508,4.0000000,-1.2065814,1.0664769,20.3532410,-0.8323203,3.3884363
1309,-13,-4.727299211150472,18.313988247536482,-13.2879171,0.0023967,40.4958687,0.5396906,-0.8882902,4.0000000,-1.1258892,1.0677890,20.5430984,-0.6506914,2.8648434
1310,-13,-4.719842571150472,18.313988247536482,-13.2851973,-0.0002479,31.4049587,0.2856067,-0.7605636,4.0000000,-1.0464674,1.0686303,20.6633339,-0.4746597,2.4401939
1311,-13,-4.712385931150472,18.313988247536482,-13.2824602,-0.0029752,22.3140488,0.0636875,-0.6367257,4.0000000,-0.9676944,1.0689840,20.7129726,-0.3057570,2.1118021
1312,-13,-5.174697611150473,18.306531607536481,-13.2724800,-0.0029752,25.6198349,0.1053161,-0.5839535,4.0000000,-1.0565568,1.0819113,22.4515018,-0.1113501,1.8396740
1313,-13,-5.167240971150473,18.306531607536481,-13.2754383,-0.0000826,34.7107430,0.2496140,-0.6743584,4.0000000,-1.1148647,1.0811864,22.3573723,-0.2338520,2.0807197
1314,-13,-5.159784331150473,18.306531607536481,-13.2783804,0.0028099,43.8016510,0.4157535,-0.7683370,4.0000000,-1.1741304,1.0801103,22.2180691,-0.3625435,2.3704920
1315,-13,-5.152327691150473,18.306531607536481,-13.2813005,-0.0042975,19.8347111,0.5974284,-0.8626965,4.0000000,-1.2339090,1.0786855,22.0321102,-0.4914840,2.7052679
1316,-13,-5.144871051150472,18.306531607536481,-13.2841892,-0.0014876,28.9256191,0.8014061,-0.9595523,4.0000000,-1.2930725,1.0769001,21.7955303,-0.6260322,3.0856102
1317,-13,-5.137414411150472,18.306531607536481,-13.2870398,0.0013223,38.0165291,1.0153244,-1.0543216,4.0000000,-1.3529301,1.0747850,21.5113373,-0.7557132,3.5016234
1318,-13,-5.129957771150472,18.306531607536481,-13.2898445,0.0041322,47.1074371,1.2498997,-1.1513156,4.0000000,-1.4154233,1.0723510,21.1782417,-0.8872079,3.9686499
1319,-13,-5.122501131150472,18.306531607536481,-13.2925959,-0.0031405,23.1404953,1.5015169,-1.2488117,4.0000000,-1.4807543,1.0696152,20.7961483,-1.0168691,4.4790602
1320,-13,-5.115044491150472,18.306531607536481,-13.2952852,-0.0006612,32.2314034,1.7631071,-1.3444600,4.0000000,-1.5494646,1.0665724,20.3593712,-1.1394554,5.0190010
1321,-13,-5.107587851150472,18.306531607536481,-13.2979059,0.0019008,41.3223152,2.0366933,-1.4390911,4.0000000,-1.6218005,1.0632714,19.8746681,-1.2563815,5.5890913
1322,-13,-5.100131211150472,18.306531607536481,-13.3004503,-0.0055372,10.7438021,2.3215742,-1.5327436,4.0000000,-1.6992002,1.0597374,19.3383102,-1.3662869,6.1875920
1323,-13,-5.092674571150472,18.306531607536481,-13.3029108,-0.0028926,19.0082645,2.6137090,-1.6245342,4.0000000,-1.7817106,1.0559973,18.7501221,-1.4673580,6.8061867
1324,-13,-5.085217931150472,18.306531607536481,-13.3052816,-0.0005785,28.0991745,2.9022255,-1.7120304,4.0000000,-1.8694477,1.0521163,18.1148911,-1.5546131,7.4266195
1325,-13,-5.077761291150472,18.306531607536481,-13.3075571,0.0014876,37.1900826,3.1894598,-1.7969905,4.0000000,-1.9649850,1.0480989,17.4298115,-1.6289959,8.0620670
1326,-13,-5.070304651150472,18.306531607536481,-13.3097296,0.0035537,46.2809906,3.4637787,-1.8772457,4.0000000,-2.0681546,1.0439991,16.6967831,-1.6863369,8.6949530
1327,-13,-5.062848011150472,18.306531607536481,-13.3117952,-0.0042975,7.4380164,3.7229300,-1.9533488,4.0000000,-2.1778262,1.0398883,15.9213171,-1.7288712,9.3285742
1328,-13,-5.055391371150472,18.306531607536481,-13.3137493,-0.0023140,14.0495872,3.9633393,-2.0257018,4.0000000,-2.2938845,1.0357728,15.1016617,-1.7575190,9.9679708
1329,-13,-5.047934731150472,18.306531607536481,-13.3155870,-0.0004132,22.3140488,4.1664324,-2.0908771,4.0000000,-2.4145427,1.0317138,14.2387447,-1.7672116,10.5823708
1330,-13,-5.040478091150472,18.306531607536481,-13.3173065,0.0014050,31.4049587,4.3202486,-2.1477985,4.0000000,-2.5384157,1.0277696,13.3408308,-1.7571815,11.1670971
1331,-13,-5.033021451150472,18.306531607536481,-13.3189039,0.0032231,40.4958687,4.4308691,-2.1985993,4.0000000,-2.6625874,1.0239724,12.4113150,-1.7346112,11.7373161
1332,-13,-5.025564811150472,18.306531607536481,-13.3203783,-0.0053719,0.0000000,4.4914236,-2.2420630,4.0000000,-2.7853158,1.0203671,11.4508247,-1.6988105,12.2778463
1333,-13,-5.018108171150472,18.306531607536481,-13.3217287,-0.0042149,0.0000000,4.4979830,-2.2773249,4.0000000,-2.9013159,1.0169992,10.4684181,-1.6533340,12.7755899
1334,-13,-5.010651531150472,18.306531607536481,-13.3229551,-0.0032231,0.0000000,4.4506187,-2.3037751,4.0000000,-3.0079010,1.0138965,9.4680061,-1.5996492,13.2162313
1335,-13,-5.003194891150472,18.306531607536481,-13.3240576,-0.0023140,0.0000000,4.3686028,-2.3251114,4.0000000,-3.1011548,1.0110922,8.4584379,-1.5490677,13.6316137
1336,-13,-4.995738251150472,18.306531607536481,-13.3250389,-0.0014050,0.0000000,4.2488909,-2.3391323,4.0000000,-3.1744671,1.0086024,7.4429569,-1.5037973,13.9879208
1337,-13,-4.988281611150472,18.306531607536481,-13.3258982,-0.0007438,0.0000000,4.0970988,-2.3455396,4.0000000,-3.2177153,1.0064433,6.4287338,-1.4733640,14.2718601
1338,-13,-4.980824971150472,18.306531607536481,-13.3266411,-0.0003306,0.0000000,3.9258633,-2.3444707,4.0000000,-3.2158430,1.0046351,5.4334908,-1.4730988,14.4668179
1339,-13,-4.973368331150472,18.306531607536481,-13.3272676,-0.0000826,0.0000000,3.7667665,-2.3401880,4.0000000,-3.1435993,1.0031685,4.4648390,-1.5367770,14.5946875
1340,-13,-4.965911691150472,18.306531607536481,-13.3277826,0.0000000,0.0000000,3.6257329,-2.3325722,5.0000000,-2.9475155,1.0020454,3.5452504,-1.7176291,14.6459675
1341,-13,-4.958455051150472,18.306531607536481,-13.3281889,0.0000000,0.0000000,3.5096848,-2.3218305,5.0000000,-2.5159261,1.0012515,2.7160459,-2.1277349,14.6138515
1342,-13,-4.950998411150472,18.306531607536481,-13.3284883,0.0000000,0.0000000,3.4384329,-2.3109460,5.0000000,-1.7070293,1.0007728,2.0635018,-2.9148626,14.5154009
1343,-13,-4.943541771150472,18.306531607536481,-13.3286858,0.0000000,0.0000000,3.4088676,-2.2987888,5.0000000,-0.9512699,1.0005920,1.7598257,-3.6463077,14.3353262
1344,-13,-4.936085131150472,18.306531607536481,-13.3287821,0.0000000,0.0000000,3.4459352,-2.2908919,5.0000000,-1.3560246,1.0006835,1.9343641,-3.2257590,14.1232786
1345,-13,-4.928628491150472,18.306531607536481,-13.3287792,0.0000000,0.0000000,3.5382276,-2.2854612,4.0000000,-2.1484160,1.0010247,2.4562702,-2.4225066,13.8654795
1346,-13,-4.921171851150472,18.306531607536481,-13.3286800,0.0000000,0.0000000,3.6810539,-2.2841253,4.0000000,-2.6300504,1.0015949,3.1354842,-1.9382000,13.5975637
1347,-13,-4.913715211150472,18.306531607536481,-13.3284836,0.0000000,0.0000000,3.8612432,-2.2850974,4.0000000,-2.8624148,1.0023745,3.8713284,-1.7077798,13.3094826
1348,-13,-4.906258571150472,18.306531607536481,-13.3281898,-0.0000826,0.0000000,4.0925398,-2.2931454,4.0000000,-2.9673800,1.0033466,4.6237469,-1.6189107,13.0587139
1349,-13,-4.898801931150472,18.306531607536481,-13.3277988,-0.0001653,0.0000000,4.3273439,-2.3017750,4.0000000,-2.9974022,1.0045003,5.3805604,-1.6061480,12.8194513
1350,-13,-4.891345291150472,18.306531607536481,-13.3273077,-0.0003306,0.0000000,4.5778556,-2.3144937,5.0000000,-2.9850988,1.0058252,6.1343937,-1.6438886,12.6307049
1351,-13,-4.883888651150472,18.306531607536481,-13.3267155,-0.0005785,0.0000000,4.8239756,-2.3291523,5.0000000,-2.9464328,1.0073252,6.8849621,-1.7118717,12.4927835
1352,-13,-4.876432011150472,18.306531607536481,-13.3260183,-0.0009091,0.0000000,5.0626397,-2.3461778,5.0000000,-2.8921137,1.0090119,7.6391702,-1.8002419,12.4212427
1353,-13,-4.868975371150472,18.306531607536481,-13.3252134,-0.0014050,0.0000000,5.2545767,-2.3590696,4.0000000,-2.8226664,1.0108970,8.3978844,-1.8954728,12.3707962
1354,-13,-4.861518731150472,18.306531607536481,-13.3242970,-0.0023140,0.0000000,5.4067559,-2.3694732,4.0000000,-2.7468271,1.0129874,9.1641560,-1.9921194,12.3588104
1355,-13,-4.854062091150472,18.306531607536481,-13.3232660,-0.0032231,0.0000000,5.5004759,-2.3733044,4.0000000,-2.6634569,1.0152953,9.9411974,-2.0831521,12.3426838
1356,-13,-4.846605451150472,18.306531607536481,-13.3221169,-0.0042149,0.0000000,5.5361547,-2.3701186,4.0000000,-2.5770748,1.0178363,10.7274990,-2.1631622,12.3121653
1357,-13,-4.839148811150472,18.306531607536481,-13.3208475,-0.0053719,0.0000000,5.5061259,-2.3575411,4.0000000,-2.4901974,1.0206201,11.5232954,-2.2248850,12.2371550
1358,-13,-4.831692171150472,18.306531607536481,-13.3194551,0.0033058,40.4958687,5.4122620,-2.3347032,4.0000000,-2.4026055,1.0236515,12.3292427,-2.2668006,12.0984116
1359,-13,-4.824235531150472,18.306531607536481,-13.3179388,0.0018182,32.2314034,5.2441216,-2.2980270,4.0000000,-2.3158894,1.0269101,13.1369791,-2.2801650,11.8518610
1360,-13,-4.816778891150472,18.306531607536481,-13.3162985,0.0000826,23.9669418,5.0132070,-2.2481403,4.0000000,-2.2275867,1.0303682,13.9398899,-2.2686939,11.4923420
1361,-13,-4.809322251150472,18.306531607536481,-13.3145361,-0.0016529,16.5289249,4.7246952,-2.1846061,4.0000000,-2.1396503,1.0340116,14.7327976,-2.2295616,11.0143051
1362,-13,-4.801865611150472,18.306531607536481,-13.3126516,-0.0034711,9.9173555,4.3882494,-2.1078322,4.0000000,-2.0533285,1.0377736,15.5055647,-2.1623361,10.4221096
1363,-13,-4.794408971150472,18.306531607536481,-13.3106508,-0.0055372,4.1322312,4.0091114,-2.0174439,4.0000000,-1.9658304,1.0415866,16.2486610,-2.0690572,9.7171726
1364,-13,-4.786952331150472,18.306531607536481,-13.3085384,0.0022314,40.4958687,3.6016767,-1.9149935,4.0000000,-1.8784715,1.0454073,16.9547863,-1.9515154,8.9225807
1365,-13,-4.779495691150472,18.306531607536481,-13.3063202,0.0003306,31.4049587,3.1823738,-1.8034792,4.0000000,-1.7912900,1.0491468,17.6149044,-1.8156683,8.0789118
1366,-13,-4.772039051150472,18.306531607536481,-13.3040037,-0.0018182,22.3140488,2.7555792,-1.6827182,4.0000000,-1.7045429,1.0527411,18.2231674,-1.6608933,7.1994243
1367,-13,-4.764582411150472,18.306531607536481,-13.3015966,-0.0042975,14.0495872,2.3336048,-1.5549664,4.0000000,-1.6164886,1.0560939,18.7711849,-1.4934443,6.3155694
1368,-13,-4.757125771150472,18.306531607536481,-13.2991104,0.0032231,45.4545441,1.9260086,-1.4223707,4.0000000,-1.5288076,1.0591521,19.2536411,-1.3159337,5.4602823
1369,-13,-4.749669131150472,18.306531607536481,-13.2965527,0.0008264,36.3636360,1.5422332,-1.2872351,4.0000000,-1.4409561,1.0618687,19.6703320,-1.1335143,4.6591730
1370,-13,-4.742212491150472,18.306531607536481,-13.2939348,-0.0016529,27.2727280,1.1842531,-1.1506627,4.0000000,-1.3537081,1.0641651,20.0149727,-0.9476171,3.9330652
1371,-13,-4.734755851150472,18.306531607536481,-13.2912683,-0.0043802,18.1818180,0.8649513,-1.0168737,4.0000000,-1.2664464,1.0660183,20.2873764,-0.7673010,3.3004894
1372,-13,-4.727299211150472,18.306531607536481,-13.2885637,0.0029752,42.9752083,0.5790882,-0.8850265,4.0000000,-1.1801103,1.0674261,20.4919376,-0.5899425,2.7623508
1373,-13,-4.719842571150472,18.306531607536481,-13.2858305,0.0003306,33.8842964,0.3293646,-0.7575610,4.0000000,-1.0960845,1.0683653,20.6249905,-0.4190376,2.3268788
1374,-13,-4.712385931150472,18.306531607536481,-13.2830801,-0.0023967,24.7933884,0.1148691,-0.6359533,4.0000000,-1.0145038,1.0688235,20.6900692,-0.2574028,1.9930731
1375,-13,-5.174697611150473,18.299074967536480,-13.2715988,-0.0038017,23.1404953,0.1303667,-0.5816915,4.0000000,-1.0019095,1.0834574,22.6479187,-0.1614736,1.7418804
1376,-13,-5.167240971150473,18.299074967536480,-13.2745657,-0.0009091,32.2314034,0.2737223,-0.6729044,4.0000000,-1.0604354,1.0827323,22.5566959,-0.2853733,1.9877315
1377,-13,-5.159784331150473,18.299074967536480,-13.2775164,0.0019835,41.3223152,0.4364782,-0.7660502,4.0000000,-1.1177347,1.0816712,22.4199066,-0.4143658,2.2760489
1378,-13,-5.152327691150473,18.299074967536480,-13.2804441,-0.0051240,17.3553715,0.6129763,-0.8587098,4.0000000,-1.1748813,1.0802574,22.2360497,-0.5425382,2.6047375
1379,-13,-5.144871051150472,18.299074967536480,-13.2833405,-0.0023140,26.4462814,0.8068657,-0.9522243,4.0000000,-1.2311554,1.0784804,22.0040188,-0.6732932,2.9732537
1380,-13,-5.137414411150472,18.299074967536480,-13.2861977,0.0004959,35.5371895,1.0125753,-1.0450771,4.0000000,-1.2898803,1.0763636,21.7239647,-0.8002738,3.3835716
1381,-13,-5.129957771150472,18.299074967536480,-13.2890072,0.0033058,44.6280975,1.2338415,-1.1380329,4.0000000,-1.3484054,1.0739429,21.3963814,-0.9276604,3.8287244
1382,-13,-5.122501131150472,18.299074967536480,-13.2917633,-0.0039669,19.8347111,1.4665831,-1.2298324,4.0000000,-1.4092615,1.0712326,21.0216656,-1.0504034,4.3046908
1383,-13,-5.115044491150472,18.299074967536480,-13.2944584,-0.0014050,28.9256191,1.7093322,-1.3202503,4.0000000,-1.4738915,1.0682261,20.5981789,-1.1666089,4.8086724
1384,-13,-5.107587851150472,18.299074967536480,-13.2970839,0.0011570,38.0165291,1.9603081,-1.4087896,4.0000000,-1.5432200,1.0649911,20.1280079,-1.2743591,5.3342657
1385,-13,-5.100131211150472,18.299074967536480,-13.2996349,0.0037190,47.1074371,2.2235816,-1.4970330,4.0000000,-1.6185604,1.0615265,19.6112518,-1.3755054,5.8887377
1386,-13,-5.092674571150472,18.299074967536480,-13.3021030,-0.0037190,16.5289249,2.4868591,-1.5814795,4.0000000,-1.6984441,1.0578666,19.0454426,-1.4645150,6.4456010
1387,-13,-5.085217931150472,18.299074967536480,-13.3044834,-0.0014050,24.7933884,2.7499847,-1.6629353,4.0000000,-1.7863606,1.0540733,18.4375172,-1.5395098,7.0115829
1388,-13,-5.077761291150472,18.299074967536480,-13.3067694,0.0007438,33.8842964,3.0040040,-1.7396919,4.0000000,-1.8806828,1.0501586,17.7847786,-1.5987009,7.5702286
1389,-13,-5.070304651150472,18.299074967536480,-13.3089561,0.0028099,42.9752083,3.2539957,-1.8143367,4.0000000,-1.9843357,1.0461693,17.0889130,-1.6443378,8.1436520
1390,-13,-5.062848011150472,18.299074967536480,-13.3110390,-0.0050413,5.7851238,3.4865603,-1.8842938,4.0000000,-2.0946085,1.0421568,16.3545952,-1.6739792,8.7114325
1391,-13,-5.055391371150472,18.299074967536480,-13.3130150,-0.0030579,11.5702477,3.7072139,-1.9520742,4.0000000,-2.2133582,1.0381380,15.5781622,-1.6907902,9.2949085
1392,-13,-5.047934731150472,18.299074967536480,-13.3148785,-0.0011570,19.0082645,3.8890440,-2.0123672,4.0000000,-2.3384995,1.0341567,14.7644548,-1.6862350,9.8539610
1393,-13,-5.040478091150472,18.299074967536480,-13.3166275,0.0006612,27.2727280,4.0357409,-2.0677056,4.0000000,-2.4718518,1.0302668,13.9178600,-1.6635593,10.4155598
1394,-13,-5.033021451150472,18.299074967536480,-13.3182602,0.0024793,36.3636360,4.1490188,-2.1189995,4.0000000,-2.6088569,1.0265018,13.0397911,-1.6291420,10.9822588
1395,-13,-5.025564811150472,18.299074967536480,-13.3197756,0.0039669,45.4545441,4.2218637,-2.1651263,4.0000000,-2.7476039,1.0228865,12.1306953,-1.5826490,11.5424461
1396,-13,-5.018108171150472,18.299074967536480,-13.3211708,-0.0047934,0.0000000,4.2568803,-2.2062788,4.0000000,-2.8835886,1.0194609,11.1976280,-1.5289692,12.0892105
1397,-13,-5.010651531150472,18.299074967536480,-13.3224478,-0.0037190,0.0000000,4.2458234,-2.2402687,4.0000000,-3.0142233,1.0162629,10.2418137,-1.4663143,12.5960350
1398,-13,-5.003194891150472,18.299074967536480,-13.3236055,-0.0027273,0.0000000,4.1997504,-2.2693362,4.0000000,-3.1371210,1.0133209,9.2716894,-1.4015516,13.0816803
1399,-13,-4.995738251150472,18.299074967536480,-13.3246460,-0.0018182,0.0000000,4.1227379,-2.2927189,4.0000000,-3.2481484,1.0106548,8.2904482,-1.3372893,13.5241127
1400,-13,-4.988281611150472,18.299074967536480,-13.3255701,-0.0010744,0.0000000,4.0286655,-2.3118525,4.0000000,-3.3442283,1.0082737,7.2989011,-1.2794766,13.9242296
1401,-13,-4.980824971150472,18.299074967536480,-13.3263788,-0.0005785,0.0000000,3.9184897,-2.3251553,4.0000000,-3.4192371,1.0062070,6.3096027,-1.2310734,14.2553167
1402,-13,-4.973368331150472,18.299074967536480,-13.3270760,-0.0002479,0.0000000,3.8236792,-2.3360839,4.0000000,-3.4665568,1.0044544,5.3252068,-1.2056110,14.5227861
1403,-13,-4.965911691150472,18.299074967536480,-13.3276625,-0.0000826,0.0000000,3.7536843,-2.3454292,4.0000000,-3.4759951,1.0030164,4.3530712,-1.2148634,14.7275009
1404,-13,-4.958455051150472,18.299074967536480,-13.3281412,0.0000000,0.0000000,3.7050002,-2.3516099,4.0000000,-3.4224327,1.0018929,3.4029264,-1.2807872,14.8503723
1405,-13,-4.950998411150472,18.299074967536480,-13.3285141,0.0000000,0.0000000,3.7017462,-2.3577356,5.0000000,-3.2343440,1.0010757,2.4958482,-1.4811274,14.9043684
1406,-13,-4.943541771150472,18.299074967536480,-13.3287830,0.0000000,0.0000000,3.7427406,-2.3635833,6.0000000,-2.6763527,1.0005534,1.6776223,-2.0508139,14.8886728
1407,-13,-4.936085131150472,18.299074967536480,-13.3289499,0.0000000,0.0000000,3.8421068,-2.3716552,5.0000000,-1.3519149,1.0003110,1.1154342,-3.3913956,14.8223457
1408,-13,-4.928628491150472,18.299074967536480,-13.3290157,0.0000000,0.0000000,3.9891050,-2.3808112,6.0000000,-1.5984669,1.0003338,1.1916370,-3.1631556,14.7043314
1409,-13,-4.921171851150472,18.299074967536480,-13.3289795,0.0000000,0.0000000,4.1840720,-2.3926246,4.0000000,-2.7162921,1.0006046,1.8002977,-2.0689569,14.5622606
1410,-13,-4.913715211150472,18.299074967536480,-13.3288431,0.0000000,0.0000000,4.4119778,-2.4057374,4.0000000,-3.1296568,1.0011119,2.5711918,-1.6818178,14.3982859
1411,-13,-4.906258571150472,18.299074967536480,-13.3286057,0.0000000,0.0000000,4.6704683,-2.4212306,5.0000000,-3.2603426,1.0018451,3.3836892,-1.5821185,14.2359467
1412,-13,-4.898801931150472,18.299074967536480,-13.3282642,0.0000000,0.0000000,4.9339752,-2.4367335,5.0000000,-3.2823262,1.0027984,4.2095919,-1.5911406,14.0787668
1413,-13,-4.891345291150472,18.299074967536480,-13.3278170,-0.0000826,0.0000000,5.1980319,-2.4525819,5.0000000,-3.2544570,1.0039642,5.0372877,-1.6507065,13.9399624
1414,-13,-4.883888651150472,18.299074967536480,-13.3272629,-0.0002479,0.0000000,5.4532762,-2.4685767,4.0000000,-3.1997154,1.0053480,5.8662844,-1.7374382,13.8329773
1415,-13,-4.876432011150472,18.299074967536480,-13.3265982,-0.0004959,0.0000000,5.6848116,-2.4834795,4.0000000,-3.1299448,1.0069581,6.7013998,-1.8370143,13.7626333
1416,-13,-4.868975371150472,18.299074967536480,-13.3258200,-0.0009091,0.0000000,5.8652678,-2.4929554,4.0000000,-3.0474880,1.0088029,7.5436468,-1.9384232,13.6948719
1417,-13,-4.861518731150472,18.299074967536480,-13.3249245,-0.0018182,0.0000000,5.9902248,-2.4965467,4.0000000,-2.9585268,1.0108999,8.3935413,-2.0345669,13.6274471
1418,-13,-4.854062091150472,18.299074967536480,-13.3239079,-0.0027273,0.0000000,6.0555782,-2.4933231,4.0000000,-2.8654141,1.0132512,9.2521811,-2.1212320,13.5484543
1419,-13,-4.846605451150472,18.299074967536480,-13.3227692,-0.0036364,0.0000000,6.0484390,-2.4802377,4.0000000,-2.7688100,1.0158623,10.1189137,-2.1916654,13.4211149
1420,-13,-4.839148811150472,18.299074967536480,-13.3215055,-0.0047107,0.0000000,5.9707270,-2.4569190,4.0000000,-2.6726406,1.0187420,10.9907475,-2.2411973,13.2359009
1421,-13,-4.831692171150472,18.299074967536480,-13.3201151,-0.0059504,0.0000000,5.8241897,-2.4223933,4.0000000,-2.5752003,1.0218797,11.8645172,-2.2695863,12.9720316
1422,-13,-4.824235531150472,18.299074967536480,-13.3185978,0.0025620,36.3636360,5.6010528,-2.3737752,4.0000000,-2.4783762,1.0252625,12.7358732,-2.2691741,12.5951805
1423,-13,-4.816778891150472,18.299074967536480,-13.3169537,0.0007438,27.2727280,5.3164015,-2.3122783,4.0000000,-2.3800576,1.0288517,13.5945177,-2.2444987,12.1075344
1424,-13,-4.809322251150472,18.299074967536480,-13.3151846,-0.0009917,19.0082645,4.9766588,-2.2377203,4.0000000,-2.2826231,1.0326207,14.4361601,-2.1928174,11.5088005
