OID_,ClipsFinal_DEM_Large_S3_RegA,X,Y,DEM_Large_S7_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
37,-13,-4.928628491150471,17.598150807536477,-13.0645475,0.0000000,0.0000000,-0.4195107,0.1057662,4.0000000,-0.2418091,1.0011820,2.7655308,0.4533415,0.8875529
38,-13,-4.921171851150471,17.598150807536477,-13.0647478,0.0000000,0.0000000,-0.3939460,0.1282614,4.0000000,-0.2379246,1.0010327,2.5811877,0.4944474,0.8567870
39,-13,-4.913715211150471,17.598150807536477,-13.0649195,0.0000000,0.0000000,-0.3637953,0.1593258,4.0000000,-0.2231284,1.0009170,2.4286931,0.5417801,0.8316762
40,-13,-4.906258571150471,17.598150807536477,-13.0650654,0.0000000,0.0000000,-0.3282049,0.1992045,4.0000000,-0.1950443,1.0008349,2.3159688,0.5934534,0.8172939
41,-13,-4.898801931150471,17.598150807536477,-13.0651884,0.0000000,0.0000000,-0.2956218,0.2430046,4.0000000,-0.1603953,1.0007846,2.2427764,0.6464044,0.8293865
42,-13,-4.891345291150471,17.598150807536477,-13.0652914,0.0000000,0.0000000,-0.2604808,0.2948781,4.0000000,-0.1126814,1.0007643,2.2108145,0.7024376,0.8706480
43,-13,-4.883888651150471,17.598150807536477,-13.0653772,0.0000000,0.0000000,-0.2229575,0.3533496,4.0000000,-0.0533015,1.0007724,2.2223113,0.7600006,0.9473212
44,-13,-4.973368331150471,17.590694167536480,-13.0623388,-0.0011570,0.0000000,-0.4672458,0.0451211,4.0000000,-0.1513640,1.0026425,4.1504350,0.2416061,0.9524017
45,-13,-4.965911691150471,17.590694167536480,-13.0627432,-0.0006612,0.0000000,-0.4570411,0.0326400,4.0000000,-0.1614070,1.0023042,3.8746397,0.2266869,0.9266719
46,-13,-4.958455051150471,17.590694167536480,-13.0631151,-0.0003306,0.0000000,-0.4452806,0.0228399,4.0000000,-0.1724211,1.0019928,3.6033013,0.2181008,0.8996710
47,-13,-4.950998411150471,17.590694167536480,-13.0634556,-0.0000826,0.0000000,-0.4323730,0.0167018,4.0000000,-0.1839686,1.0017114,3.3369529,0.2173721,0.8717138
48,-13,-4.943541771150471,17.590694167536480,-13.0637627,0.0000000,0.0000000,-0.4190900,0.0132540,3.0000000,-0.1983364,1.0014565,3.0753396,0.2248444,0.8437004
49,-13,-4.936085131150471,17.590694167536480,-13.0640364,0.0000000,0.0000000,-0.4003113,0.0188537,3.0000000,-0.2086633,1.0012316,2.8258436,0.2463706,0.8059158
50,-13,-4.928628491150471,17.590694167536480,-13.0642776,0.0000000,0.0000000,-0.3825845,0.0286192,4.0000000,-0.2193715,1.0010393,2.5934782,0.2766098,0.7715435
51,-13,-4.921171851150471,17.590694167536480,-13.0644875,0.0000000,0.0000000,-0.3623666,0.0467109,4.0000000,-0.2263979,1.0008786,2.3815076,0.3198197,0.7359120
52,-13,-4.913715211150471,17.590694167536480,-13.0646658,0.0000000,0.0000000,-0.3405526,0.0721528,4.0000000,-0.2274079,1.0007507,2.1982999,0.3717134,0.7038720
53,-13,-4.906258571150471,17.590694167536480,-13.0648165,0.0000000,0.0000000,-0.3132430,0.1081269,4.0000000,-0.2163588,1.0006555,2.0509691,0.4326125,0.6747996
54,-13,-4.898801931150471,17.590694167536480,-13.0649405,0.0000000,0.0000000,-0.2871560,0.1482712,4.0000000,-0.1989574,1.0005912,1.9450252,0.4954999,0.6635402
55,-13,-4.891345291150471,17.590694167536480,-13.0650415,0.0000000,0.0000000,-0.2600405,0.1947841,4.0000000,-0.1703504,1.0005552,1.8823450,0.5599187,0.6729889
56,-13,-4.883888651150471,17.590694167536480,-13.0651236,0.0000000,0.0000000,-0.2322342,0.2483960,4.0000000,-0.1300493,1.0005442,1.8612431,0.6268412,0.7123762
57,-13,-4.876432011150472,17.590694167536480,-13.0651884,0.0000000,0.0000000,-0.2025855,0.3088519,4.0000000,-0.0718594,1.0005590,1.8859473,0.6895632,0.7879253
58,-13,-4.980824971150471,17.583237527536479,-13.0615606,-0.0021488,0.0000000,-0.4221618,0.0093349,4.0000000,-0.1004822,1.0029460,4.3848934,0.1191520,0.8546107
59,-13,-4.973368331150471,17.583237527536479,-13.0620146,-0.0014876,0.0000000,-0.4144222,-0.0107055,4.0000000,-0.1133536,1.0025861,4.1087852,0.0919427,0.8379070
60,-13,-4.965911691150471,17.583237527536479,-13.0624371,-0.0009091,0.0000000,-0.4032816,-0.0256335,4.0000000,-0.1257889,1.0022463,3.8277020,0.0745220,0.8164986
61,-13,-4.958455051150471,17.583237527536479,-13.0628262,-0.0004959,0.0000000,-0.3918746,-0.0366636,4.0000000,-0.1377796,1.0019306,3.5472307,0.0644523,0.7952600
62,-13,-4.950998411150471,17.583237527536479,-13.0631809,-0.0001653,0.0000000,-0.3800398,-0.0447679,4.0000000,-0.1491923,1.0016426,3.2716253,0.0596565,0.7731856
63,-13,-4.943541771150471,17.583237527536479,-13.0635023,0.0000000,0.0000000,-0.3692079,-0.0506702,4.0000000,-0.1647678,1.0013815,2.9977260,0.0634275,0.7528614
64,-13,-4.936085131150471,17.583237527536479,-13.0637894,0.0000000,0.0000000,-0.3544215,-0.0489905,4.0000000,-0.1793010,1.0011499,2.7319856,0.0813200,0.7217772
65,-13,-4.928628491150471,17.583237527536479,-13.0640421,0.0000000,0.0000000,-0.3391634,-0.0411886,4.0000000,-0.1942500,1.0009499,2.4807868,0.1118728,0.6877347
66,-13,-4.921171851150471,17.583237527536479,-13.0642614,0.0000000,0.0000000,-0.3219131,-0.0272614,4.0000000,-0.2089158,1.0007806,2.2458856,0.1543930,0.6488206
67,-13,-4.913715211150471,17.583237527536479,-13.0644484,0.0000000,0.0000000,-0.3051202,-0.0074515,4.0000000,-0.2210537,1.0006428,2.0349531,0.2061506,0.6120130
68,-13,-4.906258571150471,17.583237527536479,-13.0646048,0.0000000,0.0000000,-0.2848913,0.0224048,4.0000000,-0.2268898,1.0005362,1.8541633,0.2716993,0.5729662
69,-13,-4.898801931150471,17.583237527536479,-13.0647316,0.0000000,0.0000000,-0.2649916,0.0576569,4.0000000,-0.2256233,1.0004596,1.7144017,0.3409370,0.5441957
70,-13,-4.891345291150471,17.583237527536479,-13.0648336,0.0000000,0.0000000,-0.2441591,0.1002624,4.0000000,-0.2152496,1.0004109,1.6186651,0.4157743,0.5292718
71,-13,-4.883888651150471,17.583237527536479,-13.0649118,0.0000000,0.0000000,-0.2246613,0.1480146,4.0000000,-0.1952831,1.0003866,1.5665152,0.4913123,0.5376073
72,-13,-4.876432011150472,17.583237527536479,-13.0649710,0.0000000,0.0000000,-0.2049258,0.2023766,4.0000000,-0.1579868,1.0003850,1.5617135,0.5627401,0.5743130
73,-13,-4.868975371150471,17.583237527536479,-13.0650148,0.0000000,0.0000000,-0.1879935,0.2606519,4.0000000,-0.1128024,1.0004057,1.6028702,0.6341062,0.6484545
74,-13,-4.980824971150471,17.575780887536478,-13.0612497,-0.0025620,0.0000000,-0.3684735,-0.0430231,4.0000000,-0.0752497,1.0029328,4.3764443,-0.0107965,0.7531289
75,-13,-4.973368331150471,17.575780887536478,-13.0617218,-0.0018182,0.0000000,-0.3596523,-0.0618539,4.0000000,-0.0872109,1.0025724,4.0993695,-0.0364969,0.7422069
76,-13,-4.965911691150471,17.575780887536478,-13.0621605,-0.0011570,0.0000000,-0.3492908,-0.0782556,4.0000000,-0.1007431,1.0022303,3.8155804,-0.0557681,0.7295558
77,-13,-4.958455051150471,17.575780887536478,-13.0625648,-0.0006612,0.0000000,-0.3380902,-0.0912497,4.0000000,-0.1139613,1.0019108,3.5302238,-0.0685381,0.7149290
78,-13,-4.950998411150471,17.575780887536478,-13.0629358,-0.0002479,0.0000000,-0.3260008,-0.1025408,4.0000000,-0.1278749,1.0016166,3.2470112,-0.0772067,0.6985685
79,-13,-4.943541771150471,17.575780887536478,-13.0632706,0.0000000,0.0000000,-0.3145745,-0.1099226,4.0000000,-0.1438013,1.0013473,2.9627008,-0.0760439,0.6811552
80,-13,-4.936085131150471,17.575780887536478,-13.0635700,0.0000000,0.0000000,-0.3016110,-0.1097219,4.0000000,-0.1592128,1.0011084,2.6839910,-0.0602311,0.6542917
81,-13,-4.928628491150471,17.575780887536478,-13.0638342,0.0000000,0.0000000,-0.2881923,-0.1053560,4.0000000,-0.1759469,1.0009009,2.4186664,-0.0347651,0.6230546
82,-13,-4.921171851150471,17.575780887536478,-13.0640640,0.0000000,0.0000000,-0.2747619,-0.0963329,4.0000000,-0.1949631,1.0007243,2.1644204,0.0022973,0.5883756
83,-13,-4.913715211150471,17.575780887536478,-13.0642595,0.0000000,0.0000000,-0.2623280,-0.0811817,3.0000000,-0.2137297,1.0005783,1.9304477,0.0513663,0.5523195
84,-13,-4.906258571150471,17.575780887536478,-13.0644226,0.0000000,0.0000000,-0.2460809,-0.0569619,4.0000000,-0.2298879,1.0004617,1.7219639,0.1159642,0.5060896
85,-13,-4.898801931150471,17.575780887536478,-13.0645542,0.0000000,0.0000000,-0.2305552,-0.0261196,4.0000000,-0.2429803,1.0003753,1.5485361,0.1907410,0.4645341
86,-13,-4.891345291150471,17.575780887536478,-13.0646582,0.0000000,0.0000000,-0.2154941,0.0113442,4.0000000,-0.2490850,1.0003165,1.4188677,0.2717735,0.4320253
87,-13,-4.883888651150471,17.575780887536478,-13.0647364,0.0000000,0.0000000,-0.2027934,0.0524897,4.0000000,-0.2499486,1.0002815,1.3358781,0.3549280,0.4170263
88,-13,-4.876432011150472,17.575780887536478,-13.0647917,0.0000000,0.0000000,-0.1913469,0.1009863,4.0000000,-0.2354224,1.0002686,1.3026344,0.4373950,0.4238546
89,-13,-4.868975371150471,17.575780887536478,-13.0648279,0.0000000,0.0000000,-0.1819007,0.1551165,4.0000000,-0.2071742,1.0002755,1.3173102,0.5174072,0.4604136
90,-13,-4.861518731150472,17.575780887536478,-13.0648479,0.0000000,0.0000000,-0.1753119,0.2129166,4.0000000,-0.1687152,1.0003015,1.3768563,0.5945483,0.5323846
91,-13,-4.854062091150471,17.575780887536478,-13.0648565,0.0000000,0.0000000,-0.1751890,0.2726668,4.0000000,-0.1241089,1.0003465,1.4769865,0.6694425,0.6483405
92,-13,-4.995738251150471,17.568324247536477,-13.0598936,0.0051240,51.2396698,-0.3401577,-0.0532830,4.0000000,-0.0477397,1.0037416,4.9433899,-0.0588262,0.7020505
93,-13,-4.988281611150471,17.568324247536477,-13.0604458,-0.0039669,0.0000000,-0.3279397,-0.0738115,4.0000000,-0.0555170,1.0033375,4.6714950,-0.0921060,0.6867158
94,-13,-4.980824971150471,17.568324247536477,-13.0609665,-0.0030579,0.0000000,-0.3148885,-0.0924006,4.0000000,-0.0650429,1.0029542,4.3939681,-0.1197584,0.6717319
95,-13,-4.973368331150471,17.568324247536477,-13.0614538,-0.0022314,0.0000000,-0.3041516,-0.1102709,4.0000000,-0.0758918,1.0025917,4.1142788,-0.1446500,0.6636789
96,-13,-4.965911691150471,17.568324247536477,-13.0619087,-0.0014876,0.0000000,-0.2933710,-0.1274177,4.0000000,-0.0896553,1.0022458,3.8315358,-0.1651800,0.6574557
97,-13,-4.958455051150471,17.568324247536477,-13.0623283,-0.0009091,0.0000000,-0.2814190,-0.1433536,4.0000000,-0.1060191,1.0019205,3.5419750,-0.1806881,0.6499090
98,-13,-4.950998411150471,17.568324247536477,-13.0627127,-0.0004132,0.0000000,-0.2697057,-0.1551466,4.0000000,-0.1211011,1.0016218,3.2524540,-0.1891922,0.6397372
99,-13,-4.943541771150471,17.568324247536477,-13.0630617,-0.0000826,0.0000000,-0.2580758,-0.1635212,4.0000000,-0.1369902,1.0013461,2.9624636,-0.1900523,0.6264039
100,-13,-4.936085131150471,17.568324247536477,-13.0633736,0.0000000,0.0000000,-0.2456487,-0.1667584,4.0000000,-0.1545360,1.0010988,2.6746981,-0.1789808,0.6051460
101,-13,-4.928628491150471,17.568324247536477,-13.0636492,0.0000000,0.0000000,-0.2338206,-0.1646098,4.0000000,-0.1711232,1.0008837,2.3962154,-0.1580964,0.5780536
102,-13,-4.921171851150471,17.568324247536477,-13.0638885,0.0000000,0.0000000,-0.2233755,-0.1578034,4.0000000,-0.1891890,1.0006987,2.1282763,-0.1264178,0.5478963
103,-13,-4.913715211150471,17.568324247536477,-13.0640936,0.0000000,0.0000000,-0.2133107,-0.1478045,4.0000000,-0.2111722,1.0005444,1.8752103,-0.0844367,0.5151489
104,-13,-4.906258571150471,17.568324247536477,-13.0642643,0.0000000,0.0000000,-0.2012672,-0.1282462,4.0000000,-0.2330196,1.0004197,1.6420481,-0.0234728,0.4691370
105,-13,-4.898801931150471,17.568324247536477,-13.0644016,0.0000000,0.0000000,-0.1902215,-0.1018181,4.0000000,-0.2564357,1.0003250,1.4417945,0.0527994,0.4224854
106,-13,-4.891345291150471,17.568324247536477,-13.0645094,0.0000000,0.0000000,-0.1796149,-0.0702361,4.0000000,-0.2769781,1.0002580,1.2816750,0.1365059,0.3793708
107,-13,-4.883888651150471,17.568324247536477,-13.0645876,0.0000000,0.0000000,-0.1716096,-0.0339906,4.0000000,-0.2958862,1.0002151,1.1658266,0.2279051,0.3481436
108,-13,-4.876432011150472,17.568324247536477,-13.0646420,0.0000000,0.0000000,-0.1656173,0.0076505,4.0000000,-0.3013711,1.0001940,1.1049409,0.3166721,0.3317119
109,-13,-4.868975371150471,17.568324247536477,-13.0646734,0.0000000,0.0000000,-0.1619987,0.0549295,4.0000000,-0.2904435,1.0001915,1.0974944,0.4003025,0.3362852
110,-13,-4.861518731150472,17.568324247536477,-13.0646849,0.0000000,0.0000000,-0.1614253,0.1058839,5.0000000,-0.2666277,1.0002062,1.1387951,0.4783954,0.3679245
111,-13,-4.854062091150471,17.568324247536477,-13.0646820,0.0000000,0.0000000,-0.1674311,0.1605107,4.0000000,-0.2366657,1.0002379,1.2225168,0.5576870,0.4381997
112,-13,-4.846605451150472,17.568324247536477,-13.0646667,0.0000000,0.0000000,-0.1821220,0.2166026,4.0000000,-0.2086720,1.0002874,1.3438433,0.6418772,0.5523155
113,-13,-5.003194891150471,17.560867607536480,-13.0589981,0.0037190,37.1900826,-0.3044168,-0.0796248,4.0000000,-0.0386165,1.0042187,5.2512426,-0.1206331,0.6448426
114,-13,-4.995738251150471,17.560867607536480,-13.0595989,0.0046281,46.2809906,-0.2910402,-0.0986878,4.0000000,-0.0456370,1.0038003,4.9828801,-0.1517387,0.6303549
115,-13,-4.988281611150471,17.560867607536480,-13.0601683,-0.0044628,0.0000000,-0.2783956,-0.1182551,4.0000000,-0.0536788,1.0033938,4.7097683,-0.1828315,0.6208658
116,-13,-4.980824971150471,17.560867607536480,-13.0607042,-0.0035537,0.0000000,-0.2644240,-0.1368566,4.0000000,-0.0642726,1.0030032,4.4321008,-0.2094405,0.6108032
117,-13,-4.973368331150471,17.560867607536480,-13.0612078,-0.0026446,0.0000000,-0.2513137,-0.1554696,4.0000000,-0.0774226,1.0026348,4.1507602,-0.2335165,0.6053829
118,-13,-4.965911691150471,17.560867607536480,-13.0616770,-0.0018182,0.0000000,-0.2395429,-0.1711682,4.0000000,-0.0901803,1.0022858,3.8648779,-0.2521561,0.6014811
119,-13,-4.958455051150471,17.560867607536480,-13.0621109,-0.0011570,0.0000000,-0.2281056,-0.1871179,4.0000000,-0.1067021,1.0019546,3.5751462,-0.2675337,0.6006922
120,-13,-4.950998411150471,17.560867607536480,-13.0625086,-0.0005785,0.0000000,-0.2168380,-0.2008783,4.0000000,-0.1241416,1.0016485,3.2826455,-0.2776151,0.5988029
121,-13,-4.943541771150471,17.560867607536480,-13.0628700,-0.0001653,0.0000000,-0.2057150,-0.2107344,4.0000000,-0.1416396,1.0013673,2.9867702,-0.2798292,0.5921187
122,-13,-4.936085131150471,17.560867607536480,-13.0631933,0.0000000,0.0000000,-0.1944925,-0.2142325,4.0000000,-0.1579794,1.0011131,2.6938272,-0.2704856,0.5749981
123,-13,-4.928628491150471,17.560867607536480,-13.0634804,0.0000000,0.0000000,-0.1824859,-0.2152788,4.0000000,-0.1759218,1.0008907,2.4075475,-0.2546359,0.5522393
124,-13,-4.921171851150471,17.560867607536480,-13.0637312,0.0000000,0.0000000,-0.1718542,-0.2126479,4.0000000,-0.1948852,1.0006974,2.1280456,-0.2304107,0.5260139
125,-13,-4.913715211150471,17.560867607536480,-13.0639448,0.0000000,0.0000000,-0.1623769,-0.2060897,4.0000000,-0.2180391,1.0005345,1.8605784,-0.1941404,0.4957008
126,-13,-4.906258571150471,17.560867607536480,-13.0641232,0.0000000,0.0000000,-0.1526517,-0.1914405,4.0000000,-0.2427390,1.0004020,1.6093019,-0.1401420,0.4526461
127,-13,-4.898801931150471,17.560867607536480,-13.0642672,0.0000000,0.0000000,-0.1440481,-0.1704106,5.0000000,-0.2707719,1.0002993,1.3843678,-0.0700494,0.4047677
128,-13,-4.891345291150471,17.560867607536480,-13.0643787,0.0000000,0.0000000,-0.1372468,-0.1444694,4.0000000,-0.3010786,1.0002249,1.1961982,0.0121399,0.3583309
129,-13,-4.883888651150471,17.560867607536480,-13.0644608,0.0000000,0.0000000,-0.1328950,-0.1138624,4.0000000,-0.3351047,1.0001748,1.0511718,0.1073798,0.3178965
130,-13,-4.876432011150472,17.560867607536480,-13.0645142,0.0000000,0.0000000,-0.1305158,-0.0788372,4.0000000,-0.3596373,1.0001473,0.9618217,0.2019629,0.2860790
131,-13,-4.868975371150471,17.560867607536480,-13.0645428,0.0000000,0.0000000,-0.1306484,-0.0379263,4.0000000,-0.3621777,1.0001394,0.9331921,0.2863252,0.2672052
132,-13,-4.861518731150472,17.560867607536480,-13.0645494,0.0000000,0.0000000,-0.1353617,0.0059288,5.0000000,-0.3466773,1.0001479,0.9630858,0.3585349,0.2710148
133,-13,-4.854062091150471,17.560867607536480,-13.0645361,0.0000000,0.0000000,-0.1467132,0.0537059,4.0000000,-0.3249153,1.0001724,1.0402768,0.4323271,0.3051379
134,-13,-4.846605451150472,17.560867607536480,-13.0645075,0.0000000,0.0000000,-0.1654915,0.1044232,4.0000000,-0.3074736,1.0002126,1.1550981,0.5163200,0.3748346
135,-13,-4.839148811150472,17.560867607536480,-13.0644655,0.0000000,0.0000000,-0.1904566,0.1600365,4.0000000,-0.2891548,1.0002683,1.2992607,0.6092278,0.4837095
136,-13,-5.018108171150471,17.553410967536479,-13.0573816,0.0014876,14.8760328,-0.2863569,-0.0829614,4.0000000,-0.0308727,1.0052031,5.8299890,-0.1350502,0.6126430
137,-13,-5.010651531150471,17.553410967536479,-13.0580597,0.0023140,23.1404953,-0.2709634,-0.1015253,4.0000000,-0.0355728,1.0047480,5.5690265,-0.1674778,0.5940406
138,-13,-5.003194891150471,17.553410967536479,-13.0587082,0.0032231,32.2314034,-0.2561233,-0.1218035,4.0000000,-0.0431470,1.0043037,5.3038216,-0.2004600,0.5811527
139,-13,-4.995738251150471,17.553410967536479,-13.0593243,0.0041322,41.3223152,-0.2413381,-0.1411208,4.0000000,-0.0522797,1.0038762,5.0351481,-0.2299619,0.5707090
140,-13,-4.988281611150471,17.553410967536479,-13.0599089,0.0050413,50.4132233,-0.2283271,-0.1616719,4.0000000,-0.0637560,1.0034671,4.7609577,-0.2595878,0.5685759
141,-13,-4.980824971150471,17.553410967536479,-13.0604610,-0.0040496,0.0000000,-0.2155796,-0.1780957,4.0000000,-0.0742788,1.0030707,4.4807520,-0.2819125,0.5644493
142,-13,-4.973368331150471,17.553410967536479,-13.0609779,-0.0031405,0.0000000,-0.2016800,-0.1959937,4.0000000,-0.0874666,1.0026939,4.1987858,-0.3045207,0.5625736
143,-13,-4.965911691150471,17.553410967536479,-13.0614605,-0.0022314,0.0000000,-0.1886178,-0.2124386,4.0000000,-0.1021910,1.0023407,3.9122674,-0.3226863,0.5625457
144,-13,-4.958455051150471,17.553410967536479,-13.0619078,-0.0014876,0.0000000,-0.1770068,-0.2276746,4.0000000,-0.1178333,1.0020055,3.6199989,-0.3375160,0.5654574
145,-13,-4.950998411150471,17.553410967536479,-13.0623178,-0.0008264,0.0000000,-0.1656478,-0.2412075,4.0000000,-0.1347562,1.0016916,3.3266640,-0.3476587,0.5674894
146,-13,-4.943541771150471,17.553410967536479,-13.0626907,-0.0003306,0.0000000,-0.1538075,-0.2527899,4.0000000,-0.1541553,1.0014032,3.0270364,-0.3514245,0.5661009
147,-13,-4.936085131150471,17.553410967536479,-13.0630264,-0.0000826,0.0000000,-0.1420674,-0.2585045,4.0000000,-0.1726126,1.0011424,2.7299030,-0.3443963,0.5537410
148,-13,-4.928628491150471,17.553410967536479,-13.0633240,0.0000000,0.0000000,-0.1310668,-0.2610349,4.0000000,-0.1909963,1.0009122,2.4386353,-0.3310734,0.5364990
