OID_,ClipsFinal_DEM_Large_S3_RegR,X,Y,DEM_Large_S7_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
24,-13,-4.511056651150471,20.111038487536479,-13.2530632,-0.0002479,0.0000000,0.0693651,-0.5713750,4.0000000,-0.1580181,1.0020616,3.6707611,-0.9847319,1.1728705
25,-13,-4.503600011150471,20.111038487536479,-13.2535133,0.0000000,0.0000000,0.0339938,-0.6058065,4.0000000,-0.0841569,1.0016440,3.2733314,-1.1274561,1.4050440
26,-13,-4.496143371150471,20.111038487536479,-13.2539043,0.0000000,0.0000000,-0.0177011,-0.6330966,4.0000000,-0.0044621,1.0012536,2.8521559,-1.2617313,1.6428311
27,-13,-4.488686731150471,20.111038487536479,-13.2542334,0.0000000,0.0000000,-0.0915508,-0.6461079,4.0000000,0.0671537,1.0009190,2.4299514,-1.3593695,1.8562772
28,-13,-4.481230091150471,20.111038487536479,-13.2544956,0.0000000,0.0000000,-0.1832186,-0.6462619,4.0000000,0.0699018,1.0006595,2.0441284,-1.3624256,2.0398870
29,-13,-4.473773451150471,20.111038487536479,-13.2546873,0.0000000,0.0000000,-0.2963475,-0.6286317,5.0000000,-0.1224561,1.0004979,1.7615200,-1.1348072,2.1763144
30,-13,-4.466316811150471,20.111038487536479,-13.2548094,0.0000000,0.0000000,-0.4268504,-0.5978517,4.0000000,-0.6021330,1.0004494,1.6644490,-0.5935704,2.2872741
31,-13,-4.458860171150471,20.111038487536479,-13.2548609,0.0000000,0.0000000,-0.5784029,-0.5480475,5.0000000,-1.1099206,1.0005209,1.7958590,0.0138256,2.3640823
32,-13,-4.451403531150471,20.111038487536479,-13.2548437,0.0000000,0.0000000,-0.7425786,-0.4836425,4.0000000,-1.3647717,1.0007163,2.1207812,0.3974867,2.4297855
33,-13,-4.443946891150471,20.111038487536479,-13.2547626,0.0000000,0.0000000,-0.9138537,-0.4014964,4.0000000,-1.4168431,1.0010325,2.5606973,0.6138502,2.4856813
34,-13,-4.436490251150471,20.111038487536479,-13.2546215,0.0000000,0.0000000,-1.0874909,-0.3077766,4.0000000,-1.3916316,1.0014614,3.0588038,0.7760785,2.5723307
35,-13,-4.429033611150471,20.111038487536479,-13.2544279,-0.0000826,0.0000000,-1.2624248,-0.2025516,4.0000000,-1.3428909,1.0019921,3.5785272,0.9377877,2.7136879
36,-13,-4.421576971150471,20.111038487536479,-13.2541895,-0.0002479,0.0000000,-1.4374205,-0.0946637,4.0000000,-1.2939142,1.0026202,4.1096725,1.1045868,2.9432175
37,-13,-4.518513291150471,20.103581847536478,-13.2525301,-0.0011570,0.0000000,0.1397028,-0.5568150,4.0000000,-0.2385691,1.0023242,3.9007492,-0.8750609,0.9664113
38,-13,-4.511056651150471,20.103581847536478,-13.2530127,-0.0002479,0.0000000,0.1324024,-0.6024920,4.0000000,-0.1843505,1.0019124,3.5361943,-1.0206335,1.1924038
39,-13,-4.503600011150471,20.103581847536478,-13.2534418,0.0000000,0.0000000,0.1106594,-0.6410737,4.0000000,-0.1231557,1.0015067,3.1334176,-1.1589917,1.4271303
40,-13,-4.496143371150471,20.103581847536478,-13.2538128,0.0000000,0.0000000,0.0717672,-0.6715406,4.0000000,-0.0600474,1.0011296,2.7050405,-1.2830337,1.6640787
41,-13,-4.488686731150471,20.103581847536478,-13.2541180,0.0000000,0.0000000,0.0139246,-0.6904163,4.0000000,-0.0194305,1.0008092,2.2803180,-1.3614023,1.8818699
42,-13,-4.481230091150471,20.103581847536478,-13.2543545,0.0000000,0.0000000,-0.0639635,-0.6947222,5.0000000,-0.0757731,1.0005691,1.8963294,-1.3136712,2.0611107
43,-13,-4.473773451150471,20.103581847536478,-13.2545195,0.0000000,0.0000000,-0.1610216,-0.6839336,5.0000000,-0.3741294,1.0004295,1.6323344,-0.9937377,2.1959782
44,-13,-4.466316811150471,20.103581847536478,-13.2546110,0.0000000,0.0000000,-0.2795952,-0.6577891,4.0000000,-0.9285737,1.0004046,1.5768474,-0.3870043,2.2939489
45,-13,-4.458860171150471,20.103581847536478,-13.2546301,0.0000000,0.0000000,-0.4159313,-0.6160412,5.0000000,-1.3609076,1.0005025,1.7654003,0.1288251,2.3561034
46,-13,-4.451403531150471,20.103581847536478,-13.2545767,0.0000000,0.0000000,-0.5710024,-0.5552816,4.0000000,-1.4835843,1.0007246,2.1384192,0.3730210,2.3848670
47,-13,-4.443946891150471,20.103581847536478,-13.2544546,0.0000000,0.0000000,-0.7349803,-0.4802016,4.0000000,-1.4579105,1.0010672,2.6090090,0.4975072,2.4061968
48,-13,-4.436490251150471,20.103581847536478,-13.2542686,-0.0000826,0.0000000,-0.9102755,-0.3891340,4.0000000,-1.3978131,1.0015191,3.1249585,0.6195451,2.4454482
49,-13,-4.429033611150471,20.103581847536478,-13.2540255,-0.0002479,0.0000000,-1.0871011,-0.2884918,4.0000000,-1.3437721,1.0020697,3.6557333,0.7667885,2.5326440
50,-13,-4.421576971150471,20.103581847536478,-13.2537327,-0.0004959,0.0000000,-1.2675388,-0.1810116,4.0000000,-1.3018186,1.0027124,4.1882315,0.9397954,2.6992333
51,-13,-4.414120331150471,20.103581847536478,-13.2533970,-0.0008264,0.0000000,-1.4440156,-0.0665160,4.0000000,-1.2625247,1.0034406,4.7188258,1.1294928,2.9477193
52,-13,-4.518513291150471,20.096125207536478,-13.2524815,-0.0011570,0.0000000,0.1923543,-0.5862080,4.0000000,-0.2621704,1.0021911,3.7877953,-0.9102457,0.9952034
53,-13,-4.511056651150471,20.096125207536478,-13.2529469,-0.0002479,0.0000000,0.1933542,-0.6328656,4.0000000,-0.2143574,1.0017889,3.4192119,-1.0513738,1.2202648
54,-13,-4.503600011150471,20.096125207536478,-13.2533588,0.0000000,0.0000000,0.1820242,-0.6741355,4.0000000,-0.1637644,1.0013949,3.0146480,-1.1845065,1.4580343
55,-13,-4.496143371150471,20.096125207536478,-13.2537088,0.0000000,0.0000000,0.1552599,-0.7080220,4.0000000,-0.1199104,1.0010322,2.5856602,-1.2961335,1.6981761
56,-13,-4.488686731150471,20.096125207536478,-13.2539940,0.0000000,0.0000000,0.1111910,-0.7300701,4.0000000,-0.1168018,1.0007293,2.1620438,-1.3433384,1.9125184
57,-13,-4.481230091150471,20.096125207536478,-13.2542076,0.0000000,0.0000000,0.0462086,-0.7382798,5.0000000,-0.2428885,1.0005087,1.7908143,-1.2336712,2.0904636
58,-13,-4.473773451150471,20.096125207536478,-13.2543478,0.0000000,0.0000000,-0.0394150,-0.7328613,4.0000000,-0.6404309,1.0003918,1.5571193,-0.8252918,2.2302656
59,-13,-4.466316811150471,20.096125207536478,-13.2544127,0.0000000,0.0000000,-0.1454155,-0.7128156,5.0000000,-1.2037805,1.0003923,1.5545219,-0.2218508,2.3277113
60,-13,-4.458860171150471,20.096125207536478,-13.2544012,0.0000000,0.0000000,-0.2707757,-0.6761825,4.0000000,-1.4993618,1.0005193,1.8002414,0.1469967,2.3773320
61,-13,-4.451403531150471,20.096125207536478,-13.2543144,0.0000000,0.0000000,-0.4118144,-0.6222515,4.0000000,-1.5068647,1.0007724,2.2125568,0.2623616,2.3828011
62,-13,-4.443946891150471,20.096125207536478,-13.2541561,0.0000000,0.0000000,-0.5676952,-0.5517888,4.0000000,-1.4250501,1.0011461,2.7121174,0.3214724,2.3681924
63,-13,-4.436490251150471,20.096125207536478,-13.2539291,-0.0001653,0.0000000,-0.7376927,-0.4670453,4.0000000,-1.3463322,1.0016307,3.2455213,0.4122416,2.3683522
64,-13,-4.429033611150471,20.096125207536478,-13.2536411,-0.0004132,0.0000000,-0.9137598,-0.3692991,4.0000000,-1.2869893,1.0022146,3.7868800,0.5483912,2.3998828
65,-13,-4.421576971150471,20.096125207536478,-13.2532969,-0.0007438,0.0000000,-1.0967791,-0.2646998,4.0000000,-1.2510940,1.0028831,4.3233838,0.7216943,2.5082359
66,-13,-4.414120331150471,20.096125207536478,-13.2529058,-0.0011570,0.0000000,-1.2782761,-0.1511111,4.0000000,-1.2254150,1.0036263,4.8507633,0.9231929,2.6909568
67,-13,-4.518513291150471,20.088668567536480,-13.2524157,-0.0011570,0.0000000,0.2460159,-0.6160717,4.0000000,-0.2906383,1.0020829,3.6932852,-0.9415051,1.0313606
68,-13,-4.511056651150471,20.088668567536480,-13.2528648,-0.0002479,0.0000000,0.2528705,-0.6624917,4.0000000,-0.2482810,1.0016887,3.3221228,-1.0767024,1.2545664
69,-13,-4.503600011150471,20.088668567536480,-13.2532597,0.0000000,0.0000000,0.2495885,-0.7047393,4.0000000,-0.2090659,1.0013072,2.9173603,-1.2004126,1.4915508
70,-13,-4.496143371150471,20.088668567536480,-13.2535925,0.0000000,0.0000000,0.2335199,-0.7413087,4.0000000,-0.1881390,1.0009598,2.4934356,-1.2944784,1.7345698
71,-13,-4.488686731150471,20.088668567536480,-13.2538576,0.0000000,0.0000000,0.2000312,-0.7660383,4.0000000,-0.2281580,1.0006748,2.0778296,-1.3039186,1.9501537
72,-13,-4.481230091150471,20.088668567536480,-13.2540512,0.0000000,0.0000000,0.1482524,-0.7786391,5.0000000,-0.4298101,1.0004746,1.7280064,-1.1274680,2.1314974
73,-13,-4.473773451150471,20.088668567536480,-13.2541685,0.0000000,0.0000000,0.0752425,-0.7785876,4.0000000,-0.8976163,1.0003802,1.5342990,-0.6595590,2.2778409
74,-13,-4.466316811150471,20.088668567536480,-13.2542095,0.0000000,0.0000000,-0.0178996,-0.7639045,5.0000000,-1.3964769,1.0004070,1.5856439,-0.1313321,2.3751163
75,-13,-4.458860171150471,20.088668567536480,-13.2541704,0.0000000,0.0000000,-0.1320369,-0.7318947,4.0000000,-1.5490247,1.0005625,1.8799971,0.0852354,2.4145248
76,-13,-4.451403531150471,20.088668567536480,-13.2540541,0.0000000,0.0000000,-0.2618645,-0.6838044,4.0000000,-1.4762263,1.0008482,2.3268166,0.1086175,2.4055851
77,-13,-4.443946891150471,20.088668567536480,-13.2538624,-0.0000826,0.0000000,-0.4098718,-0.6196718,4.0000000,-1.3637600,1.0012590,2.8470333,0.1244165,2.3719666
78,-13,-4.436490251150471,20.088668567536480,-13.2535992,-0.0003306,0.0000000,-0.5738375,-0.5395414,4.0000000,-1.2720813,1.0017831,3.3975155,0.1929985,2.3340330
79,-13,-4.429033611150471,20.088668567536480,-13.2532682,-0.0006612,0.0000000,-0.7456933,-0.4471377,3.0000000,-1.2101620,1.0024055,3.9511642,0.3158867,2.3196027
80,-13,-4.421576971150471,20.088668567536480,-13.2528782,-0.0010744,0.0000000,-0.9249822,-0.3459280,3.0000000,-1.1746440,1.0031077,4.4944558,0.4827880,2.3646755
81,-13,-4.414120331150471,20.088668567536480,-13.2524357,-0.0015702,0.0000000,-1.1072333,-0.2364470,3.0000000,-1.1568530,1.0038793,5.0222688,0.6839590,2.4827547
82,-13,-4.406663691150471,20.088668567536480,-13.2519484,-0.0020661,0.0000000,-1.2957461,-0.1209236,3.0000000,-1.1528865,1.0047091,5.5331011,0.9110392,2.7047980
83,-13,-4.511056651150471,20.081211927536479,-13.2527647,-0.0003306,0.0000000,0.3045329,-0.6879473,4.0000000,-0.2812634,1.0016142,3.2489448,-1.0946313,1.2886919
84,-13,-4.503600011150471,20.081211927536479,-13.2531433,0.0000000,0.0000000,0.3087120,-0.7311680,4.0000000,-0.2573998,1.0012436,2.8451259,-1.2049363,1.5250950
85,-13,-4.496143371150471,20.081211927536479,-13.2534599,0.0000000,0.0000000,0.3001374,-0.7689493,4.0000000,-0.2627766,1.0009122,2.4297035,-1.2751219,1.7684100
86,-13,-4.488686731150471,20.081211927536479,-13.2537079,0.0000000,0.0000000,0.2778866,-0.7973347,5.0000000,-0.3518646,1.0006436,2.0294712,-1.2428048,1.9904047
87,-13,-4.481230091150471,20.081211927536479,-13.2538824,0.0000000,0.0000000,0.2371979,-0.8140785,5.0000000,-0.6254566,1.0004635,1.7074209,-1.0027003,2.1798227
88,-13,-4.473773451150471,20.081211927536479,-13.2539806,0.0000000,0.0000000,0.1756727,-0.8179206,4.0000000,-1.1177603,1.0003920,1.5599865,-0.5180809,2.3288093
89,-13,-4.466316811150471,20.081211927536479,-13.2539988,0.0000000,0.0000000,0.0973674,-0.8090853,5.0000000,-1.5085075,1.0004447,1.6632091,-0.1096632,2.4297419
90,-13,-4.458860171150471,20.081211927536479,-13.2539358,0.0000000,0.0000000,-0.0042262,-0.7824305,4.0000000,-1.5479380,1.0006295,1.9949080,-0.0169229,2.4661219
91,-13,-4.451403531150471,20.081211927536479,-13.2537928,-0.0000826,0.0000000,-0.1246695,-0.7394457,4.0000000,-1.4274310,1.0009489,2.4651768,-0.0514603,2.4492846
92,-13,-4.443946891150471,20.081211927536479,-13.2535706,-0.0002479,0.0000000,-0.2642591,-0.6813902,4.0000000,-1.2986283,1.0013975,3.0038335,-0.0641521,2.4035034
93,-13,-4.436490251150471,20.081211927536479,-13.2532730,-0.0005785,0.0000000,-0.4175787,-0.6083157,4.0000000,-1.2001128,1.0019624,3.5680945,-0.0165186,2.3390322
94,-13,-4.429033611150471,20.081211927536479,-13.2529058,-0.0009917,0.0000000,-0.5837132,-0.5200380,4.0000000,-1.1319408,1.0026277,4.1344433,0.0918647,2.2794714
95,-13,-4.421576971150471,20.081211927536479,-13.2524729,-0.0014876,0.0000000,-0.7576084,-0.4227140,4.0000000,-1.0930305,1.0033734,4.6873078,0.2476025,2.2677739
96,-13,-4.414120331150471,20.081211927536479,-13.2519836,-0.0020661,0.0000000,-0.9405803,-0.3173535,4.0000000,-1.0774858,1.0041864,5.2206593,0.4427789,2.3305140
97,-13,-4.406663691150471,20.081211927536479,-13.2514439,-0.0026446,0.0000000,-1.1308951,-0.2064178,4.0000000,-1.0793239,1.0050545,5.7361226,0.6664882,2.4890199
98,-13,-4.511056651150471,20.073755287536478,-13.2526426,-0.0004959,0.0000000,0.3483519,-0.7094734,4.0000000,-0.3158088,1.0015640,3.1954894,-1.1031381,1.3214353
99,-13,-4.503600011150471,20.073755287536478,-13.2530079,-0.0000826,0.0000000,0.3596949,-0.7541479,4.0000000,-0.3105273,1.0012035,2.8000863,-1.1977687,1.5598096
100,-13,-4.496143371150471,20.073755287536478,-13.2533092,0.0000000,0.0000000,0.3610834,-0.7941166,4.0000000,-0.3481793,1.0008872,2.3951547,-1.2400539,1.8041407
101,-13,-4.488686731150471,20.073755287536478,-13.2535419,0.0000000,0.0000000,0.3489962,-0.8254203,5.0000000,-0.4880192,1.0006351,2.0163767,-1.1628215,2.0309291
102,-13,-4.481230091150471,20.073755287536478,-13.2536993,0.0000000,0.0000000,0.3189935,-0.8453250,4.0000000,-0.8145889,1.0004741,1.7293472,-0.8760611,2.2242658
103,-13,-4.473773451150471,20.073755287536478,-13.2537794,0.0000000,0.0000000,0.2735156,-0.8559972,5.0000000,-1.2874109,1.0004256,1.6278075,-0.4245836,2.3889408
104,-13,-4.466316811150471,20.073755287536478,-13.2537775,0.0000000,0.0000000,0.2057296,-0.8510479,4.0000000,-1.5635145,1.0005027,1.7748007,-0.1385814,2.4927797
105,-13,-4.458860171150471,20.073755287536478,-13.2536926,0.0000000,0.0000000,0.1172479,-0.8294972,4.0000000,-1.5271479,1.0007161,2.1347213,-0.1318465,2.5279932
106,-13,-4.451403531150471,20.073755287536478,-13.2535257,-0.0001653,0.0000000,0.0070720,-0.7918598,4.0000000,-1.3814238,1.0010688,2.6196971,-0.2022958,2.5084028
107,-13,-4.443946891150471,20.073755287536478,-13.2532768,-0.0004132,0.0000000,-0.1194921,-0.7408532,5.0000000,-1.2440820,1.0015550,3.1728473,-0.2376245,2.4540336
108,-13,-4.436490251150471,20.073755287536478,-13.2529497,-0.0008264,0.0000000,-0.2648423,-0.6728730,4.0000000,-1.1391631,1.0021626,3.7492332,-0.2065829,2.3662994
109,-13,-4.429033611150471,20.073755287536478,-13.2525473,-0.0013223,0.0000000,-0.4252739,-0.5899363,4.0000000,-1.0660909,1.0028746,4.3269229,-0.1137817,2.2749054
110,-13,-4.421576971150471,20.073755287536478,-13.2520771,-0.0019008,0.0000000,-0.5949207,-0.4972253,4.0000000,-1.0222720,1.0036697,4.8903365,0.0278214,2.2185469
111,-13,-4.414120331150471,20.073755287536478,-13.2515440,-0.0025620,0.0000000,-0.7775461,-0.3955001,4.0000000,-1.0026866,1.0045308,5.4353757,0.2116865,2.2292988
112,-13,-4.406663691150471,20.073755287536478,-13.2509565,-0.0032231,0.0000000,-0.9663646,-0.2879701,4.0000000,-1.0008820,1.0054476,5.9577394,0.4249419,2.3231883
113,-13,-4.399207051150471,20.073755287536478,-13.2503214,-0.0039669,0.0000000,-1.1598083,-0.1746571,4.0000000,-1.0129076,1.0064056,6.4571433,0.6635935,2.5123565
114,-13,-4.615449611150471,20.066298647536478,-13.2441826,0.0000000,0.0000000,-0.2158368,-0.1453064,4.0000000,-0.6317304,1.0037551,4.9611721,0.3411176,0.5261064
115,-13,-4.607992971150471,20.066298647536478,-13.2448235,0.0000000,0.0000000,-0.1569873,-0.1906018,4.0000000,-0.6302322,1.0038968,5.0517464,0.2490285,0.4691611
116,-13,-4.600536331150471,20.066298647536478,-13.2454767,0.0000000,0.0000000,-0.0990783,-0.2320367,4.0000000,-0.6230634,1.0039932,5.1160207,0.1589899,0.4231341
117,-13,-4.593079691150471,20.066298647536478,-13.2461367,0.0000000,0.0000000,-0.0396729,-0.2735314,4.0000000,-0.6117389,1.0040389,5.1442904,0.0646761,0.3878339
118,-13,-4.511056651150471,20.066298647536478,-13.2524996,-0.0006612,0.0000000,0.3957272,-0.7329180,4.0000000,-0.3622233,1.0015359,3.1665950,-1.1036125,1.3622063
119,-13,-4.503600011150471,20.066298647536478,-13.2528515,-0.0001653,0.0000000,0.4119105,-0.7775863,4.0000000,-0.3755816,1.0011860,2.7781370,-1.1795909,1.5993096
120,-13,-4.496143371150471,20.066298647536478,-13.2531395,0.0000000,0.0000000,0.4190059,-0.8175387,4.0000000,-0.4448580,1.0008836,2.3901646,-1.1902195,1.8397416
121,-13,-4.488686731150471,20.066298647536478,-13.2533579,0.0000000,0.0000000,0.4128548,-0.8500475,5.0000000,-0.6281562,1.0006487,2.0365715,-1.0719388,2.0688837
122,-13,-4.481230091150471,20.066298647536478,-13.2535000,0.0000000,0.0000000,0.3921070,-0.8733545,4.0000000,-0.9842136,1.0005059,1.7881520,-0.7624954,2.2715778
123,-13,-4.473773451150471,20.066298647536478,-13.2535629,0.0000000,0.0000000,0.3538195,-0.8862004,5.0000000,-1.4038907,1.0004773,1.7309902,-0.3685100,2.4398921
124,-13,-4.466316811150471,20.066298647536478,-13.2535439,0.0000000,0.0000000,0.2942859,-0.8848912,4.0000000,-1.5837697,1.0005786,1.9114288,-0.1860125,2.5519876
125,-13,-4.458860171150471,20.066298647536478,-13.2534399,-0.0000826,0.0000000,0.2160487,-0.8677125,4.0000000,-1.5003673,1.0008205,2.2886267,-0.2350576,2.5913677
126,-13,-4.451403531150471,20.066298647536478,-13.2532511,-0.0003306,0.0000000,0.1189651,-0.8368831,4.0000000,-1.3430630,1.0012048,2.7861865,-0.3307031,2.5797532
127,-13,-4.443946891150471,20.066298647536478,-13.2529783,-0.0006612,0.0000000,0.0008205,-0.7895076,5.0000000,-1.1981668,1.0017285,3.3477244,-0.3808483,2.5131764
128,-13,-4.436490251150471,20.066298647536478,-13.2526236,-0.0011570,0.0000000,-0.1324218,-0.7285795,4.0000000,-1.0897286,1.0023772,3.9319692,-0.3674305,2.4157968
129,-13,-4.429033611150471,20.066298647536478,-13.2521915,-0.0017355,0.0000000,-0.2834060,-0.6519591,4.0000000,-1.0112255,1.0031347,4.5210052,-0.2926928,2.3013854
130,-13,-4.421576971150471,20.066298647536478,-13.2516861,-0.0023967,0.0000000,-0.4470015,-0.5645922,4.0000000,-0.9605115,1.0039812,5.0972733,-0.1686728,2.2109439
131,-13,-4.414120331150471,20.066298647536478,-13.2511148,-0.0031405,0.0000000,-0.6235848,-0.4672598,4.0000000,-0.9324284,1.0048965,5.6511879,-0.0020912,2.1709068
132,-13,-4.406663691150471,20.066298647536478,-13.2504835,-0.0038843,0.0000000,-0.8061408,-0.3641167,4.0000000,-0.9235628,1.0058684,6.1866002,0.1953294,2.2030592
133,-13,-4.399207051150471,20.066298647536478,-13.2497988,0.0052893,52.8925629,-0.9971799,-0.2539806,4.0000000,-0.9314111,1.0068768,6.6927543,0.4234498,2.3246152
134,-13,-4.615449611150471,20.058842007536480,-13.2440329,-0.0000826,0.0000000,-0.2067211,-0.1612276,4.0000000,-0.6386431,1.0039600,5.0935092,0.3161879,0.5281653
135,-13,-4.607992971150471,20.058842007536480,-13.2446833,0.0000000,0.0000000,-0.1454436,-0.2096719,4.0000000,-0.6421356,1.0040857,5.1750121,0.2227919,0.4774519
136,-13,-4.600536331150471,20.058842007536480,-13.2453442,0.0000000,0.0000000,-0.0843791,-0.2547615,4.0000000,-0.6392797,1.0041645,5.2221584,0.1297568,0.4388878
137,-13,-4.593079691150471,20.058842007536480,-13.2460117,0.0000000,0.0000000,-0.0234333,-0.2969967,4.0000000,-0.6292704,1.0041859,5.2358398,0.0352769,0.4098068
138,-13,-4.585623051150471,20.058842007536480,-13.2466793,0.0003306,3.3057852,0.0333687,-0.3361241,4.0000000,-0.6154355,1.0041542,5.2172928,-0.0568128,0.3948140
139,-13,-4.511056651150471,20.058842007536480,-13.2523327,-0.0009091,0.0000000,0.4443177,-0.7563205,4.0000000,-0.4188091,1.0015339,3.1645458,-1.0938318,1.4048867
140,-13,-4.503600011150471,20.058842007536480,-13.2526731,-0.0003306,0.0000000,0.4631317,-0.8000045,4.0000000,-0.4510835,1.0011939,2.7865970,-1.1489255,1.6388652
141,-13,-4.496143371150471,20.058842007536480,-13.2529488,-0.0000826,0.0000000,0.4737157,-0.8396977,5.0000000,-0.5499800,1.0009031,2.4173241,-1.1294153,1.8778826
142,-13,-4.488686731150471,20.058842007536480,-13.2531528,0.0000000,0.0000000,0.4729956,-0.8734106,5.0000000,-0.7669446,1.0006834,2.0917962,-0.9798766,2.1105182
143,-13,-4.481230091150471,20.058842007536480,-13.2532816,0.0000000,0.0000000,0.4588875,-0.8984060,4.0000000,-1.1250277,1.0005580,1.8813486,-0.6717842,2.3166282
144,-13,-4.473773451150471,20.058842007536480,-13.2533302,0.0000000,0.0000000,0.4289170,-0.9134275,5.0000000,-1.4769546,1.0005480,1.8609021,-0.3499005,2.4869814
145,-13,-4.466316811150471,20.058842007536480,-13.2532949,-0.0000826,0.0000000,0.3800357,-0.9160047,4.0000000,-1.5851552,1.0006714,2.0642254,-0.2468541,2.6061304
146,-13,-4.458860171150471,20.058842007536480,-13.2531729,-0.0002479,0.0000000,0.3111208,-0.9034422,4.0000000,-1.4765203,1.0009381,2.4510505,-0.3303642,2.6560912
147,-13,-4.451403531150471,20.058842007536480,-13.2529650,-0.0005785,0.0000000,0.2206603,-0.8764898,4.0000000,-1.3126135,1.0013511,2.9537292,-0.4403662,2.6497421
148,-13,-4.443946891150471,20.058842007536480,-13.2526712,-0.0009917,0.0000000,0.1128570,-0.8346995,5.0000000,-1.1652220,1.0019090,3.5199599,-0.5041769,2.5848081
