OID_,DEM_Large_S3_RegL2,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
645,-12,-3.482040331150471,18.955259287536482,-12.9900656,-0.0033058,25.6198349,-40.3043137,2.2560771,4.0000000,-3.5004830,1.1732600,28.2938957,8.0126371,149.8738403
646,-12,-3.474583691150471,18.955259287536482,-12.9924850,-0.0006612,34.7107430,-33.5337448,-1.3094521,4.0000000,-5.0356092,1.1416683,27.5338306,2.4167051,128.6960602
647,-12,-3.467127051150471,18.955259287536482,-12.9948521,0.0019008,43.8016510,7.9498544,-5.7947869,4.0000000,-6.5165830,1.0894558,23.5962467,-5.0729904,173.5615082
648,-12,-3.459670411150471,18.955259287536482,-12.9971523,-0.0053719,11.5702477,38.6894264,-7.1739531,4.0000000,-7.5460038,1.0535117,18.5438290,-6.8019023,161.1640015
649,-12,-3.452213771150471,18.955259287536482,-12.9993744,-0.0029752,19.0082645,13.8817930,-4.7487741,4.0000000,-7.6926947,1.0421427,13.4009809,-1.8048539,73.2856064
650,-13,-3.444757131150471,18.955259287536482,-13.0015078,-0.0006612,28.0991745,-6.8210640,-1.5267249,5.0000000,-3.4651806,1.0571288,17.0986290,0.4117306,28.8615112
651,-13,-3.437300491150471,18.955259287536482,-13.0035400,0.0015702,37.1900826,-3.3647718,-1.4456515,4.0000000,-1.2313480,1.0503449,16.7020760,-1.6599551,17.8202953
652,-13,-3.429843851150471,18.955259287536482,-13.0054646,0.0033884,46.2809906,-3.7463994,-0.4446132,4.0000000,-1.0624418,1.0388137,14.1356382,0.1732153,9.4465561
653,-13,-3.422387211150471,18.955259287536482,-13.0072737,-0.0045455,4.9586778,1.3951026,2.3264675,4.0000000,0.5538810,1.0578303,17.7938786,4.0990539,21.0744667
654,-13,-3.414930571150471,18.955259287536482,-13.0089655,-0.0027273,10.7438021,-1.3357145,-1.8501683,4.0000000,-0.2943141,1.0560105,20.6589012,-3.4060225,19.4797688
655,-13,-3.407473931150471,18.955259287536482,-13.0105391,-0.0010744,16.5289249,8.3035583,-5.6991687,4.0000000,-1.4758118,1.0505518,16.2836876,-9.9225254,124.5790100
656,-13,-3.400017291150471,18.955259287536482,-13.0119925,0.0004959,22.3140488,43.2288857,-7.1294703,4.0000000,-4.9725370,1.0316721,11.3393450,-9.2864037,123.9158707
657,-13,-3.392560651150471,18.955259287536482,-13.0133276,0.0019008,29.7520657,28.4751339,-6.2847199,5.0000000,-7.8374104,1.0170189,9.8934402,-4.7320290,108.5631256
658,-13,-3.385104011150471,18.955259287536482,-13.0145445,-0.0067769,0.0000000,2.3295419,-8.0643854,5.0000000,-9.5636644,1.0343826,10.1891613,-6.5651069,273.9620361
659,-13,-3.377647371150471,18.955259287536482,-13.0156450,-0.0055372,0.0000000,12.9379473,-9.1448822,5.0000000,-7.6971779,1.0333211,11.2476330,-10.5925856,331.4542542
660,-13,-3.370190731150471,18.955259287536482,-13.0166321,-0.0044628,0.0000000,20.3902264,-10.1389256,5.0000000,-4.9398370,1.0265493,9.4499359,-15.3380146,385.2346497
661,-13,-3.362734091150471,18.955259287536482,-13.0175076,-0.0035537,0.0000000,-77.0832291,-6.4040914,6.0000000,-0.6386229,1.0166768,8.2886076,-12.1695604,328.6655579
662,-13,-3.355277451150471,18.955259287536482,-13.0182753,-0.0026446,0.0000000,-14.5762005,-6.1332092,5.0000000,-11.3372755,1.0133852,9.0134954,-0.9291430,192.1470032
663,-13,-3.347820811150471,18.955259287536482,-13.0189400,-0.0017355,0.0000000,46.2710381,-7.1223083,5.0000000,-9.0414820,1.0143310,7.2058115,-5.2031345,114.8329010
664,-13,-3.340364171150471,18.955259287536482,-13.0195026,-0.0013223,0.0000000,32.4610176,-6.4831023,5.0000000,-9.5680752,1.0084089,5.9980855,-3.3981290,106.3958511
665,-13,-3.332907531150471,18.955259287536482,-13.0199661,-0.0009917,0.0000000,2.5641465,-2.6967680,4.0000000,-4.4664664,1.0082406,6.9678988,-0.9270698,24.9770260
666,-13,-3.325450891150471,18.955259287536482,-13.0203314,-0.0006612,0.0000000,-1.1150508,-0.2674112,3.0000000,0.7565798,1.0068312,6.5578609,-1.2914022,2.5685151
667,-13,-3.317994251150471,18.955259287536482,-13.0205994,-0.0004132,0.0000000,-5.5163345,0.8176357,2.0000000,1.7246892,1.0045878,4.6306810,-0.0894179,13.9069376
668,-13,-3.310537611150471,18.955259287536482,-13.0207739,-0.0002479,0.0000000,-3.3990524,-0.9285427,4.0000000,-2.4490094,1.0029677,4.1569042,0.5919242,10.3855667
669,-13,-3.303080971150471,18.955259287536482,-13.0208569,-0.0000826,0.0000000,4.1190977,-3.1300428,6.0000000,-2.2796583,1.0012907,2.6004906,-3.9804273,31.0563126
670,-13,-3.295624331150471,18.955259287536482,-13.0208511,-0.0000826,0.0000000,14.9325476,-4.3905740,4.0000000,-5.5767870,1.0015695,1.3524140,-3.2043607,47.3077660
671,-13,-3.288167691150471,18.955259287536482,-13.0207634,-0.0000826,0.0000000,26.9813614,-5.6197114,4.0000000,-6.8272367,1.0018477,3.3681428,-4.4121857,72.9589462
672,-13,-3.280711051150471,18.955259287536482,-13.0205975,-0.0000826,0.0000000,17.2220631,-4.6214809,4.0000000,-5.9181700,1.0128632,7.6670527,-3.3247917,53.3070107
673,-13,-3.273254411150471,18.955259287536482,-13.0203571,-0.0006612,0.0000000,-4.9038787,-1.4497072,4.0000000,-4.0936913,1.0181154,10.1425056,1.1942770,19.9229069
674,-13,-3.265797771150471,18.955259287536482,-13.0200481,-0.0015702,0.0000000,-9.9887276,1.5477806,4.0000000,-0.9243566,1.0120287,9.2086115,4.0199180,30.7219658
675,-13,-3.258341131150471,18.955259287536482,-13.0196753,-0.0024793,0.0000000,2.8530169,1.9486772,4.0000000,2.7941720,1.0078892,6.5299425,1.1031824,9.8223095
676,-13,-3.250884491150471,18.955259287536482,-13.0192461,-0.0033884,0.0000000,-16.8576851,-0.2838989,4.0000000,3.4661510,1.0047685,4.5700583,-4.0339489,34.4472122
677,-13,-3.243427851150471,18.955259287536482,-13.0187664,-0.0042975,0.0000000,-23.5683384,0.7273248,5.0000000,4.1625462,1.0072818,6.5364637,-2.7078967,50.6903725
678,-13,-3.235971211150471,18.955259287536482,-13.0182419,0.0048760,48.7603302,-0.7638938,2.6491659,4.0000000,3.4860747,1.0088240,6.7784114,1.8122573,30.5719109
679,-13,-3.228514571150471,18.955259287536482,-13.0176821,0.0039669,39.6694221,11.7032156,3.5656848,3.0000000,4.2041478,1.0081933,4.8408613,2.9272215,27.9118824
680,-13,-3.221057931150471,18.955259287536482,-13.0170927,0.0030579,30.5785122,-13.0449724,1.1062720,3.0000000,0.0450008,1.0051399,3.9377394,2.1675432,31.2572670
681,-13,-3.213601291150471,18.955259287536482,-13.0164795,0.0021488,21.4876041,-23.4122162,-0.2127714,4.0000000,-1.4561862,1.0060965,4.4465218,1.0306432,47.5822411
682,-13,-3.206144651150471,18.955259287536482,-13.0158491,0.0012397,12.3966942,-4.9347458,-0.3336023,4.0000000,1.1451765,1.0124286,8.2593098,-1.8123811,10.7120552
683,-13,-3.198688011150471,18.955259287536482,-13.0152044,0.0003306,3.3057852,-0.9034934,0.7567168,3.0000000,0.7881324,1.0092034,7.0067015,0.7253011,4.2237911
684,-13,-3.191231371150471,18.955259287536482,-13.0145512,0.0000000,0.0000000,0.5432310,1.1008091,3.0000000,0.7476358,1.0061331,5.8350735,1.4539824,3.8232725
685,-13,-3.183774731150470,18.955259287536482,-13.0138912,0.0000000,0.0000000,-0.5286798,-0.1286888,4.0000000,0.0986631,1.0089037,6.6395950,-0.3560406,1.1526532
686,-13,-3.176318091150470,18.955259287536482,-13.0132256,-0.0004132,0.0000000,-0.3170719,0.7731176,4.0000000,0.0073863,1.0067960,6.6806135,1.5388489,3.0756254
687,-13,-3.168861451150471,18.955259287536482,-13.0125532,-0.0009091,0.0000000,-9.1761427,-1.2228616,3.0000000,1.4676459,1.0042784,4.8474808,-3.9133692,24.5899124
688,-13,-3.161404811150471,18.955259287536482,-13.0118752,-0.0014050,0.0000000,-3.5839067,1.0877308,4.0000000,1.2214143,1.0172796,9.3691559,0.9540473,12.5746145
689,-13,-3.153948171150471,18.955259287536482,-13.0111876,-0.0019835,0.0000000,4.3000889,2.8415241,4.0000000,1.7036484,1.0157775,8.2114105,3.9793999,24.4204216
690,-13,-3.146491531150471,18.955259287536482,-13.0104866,-0.0028926,0.0000000,3.8362358,4.7457809,3.0000000,3.1726964,1.0023863,1.7841079,6.3188658,82.5482864
691,-13,-3.139034891150471,18.955259287536482,-13.0097675,-0.0038017,0.0000000,-23.3087521,1.8800339,4.0000000,-3.2826326,1.0062908,4.3533478,7.0427003,61.2359085
692,-13,-3.131578251150471,18.955259287536482,-13.0090294,0.0052893,52.8925629,-7.1647468,1.5991406,3.0000000,-1.1767740,1.0075284,6.1192293,4.3750553,24.9200306
693,-13,-3.124121611150471,18.955259287536482,-13.0082703,0.0043802,43.8016510,-2.8924165,0.3163280,4.0000000,-1.2632512,1.0057384,5.9261284,1.8959073,6.2975092
694,-13,-3.116664971150471,18.955259287536482,-13.0074883,0.0034711,34.7107430,-2.7374160,-1.0729789,4.0000000,-2.0704913,1.0041436,4.9901376,-0.0754664,10.2673903
695,-13,-3.109208331150471,18.955259287536482,-13.0066853,0.0025620,25.6198349,3.2448092,-3.3198893,5.0000000,-2.3849945,1.0046648,5.1868911,-4.2547841,38.1164665
696,-13,-3.101751691150471,18.955259287536482,-13.0058622,0.0016529,16.5289249,1.8143754,-2.0640976,4.0000000,-0.8975009,1.0156569,9.2179575,-3.2306945,13.8692942
697,-13,-3.094295051150471,18.955259287536482,-13.0050211,0.0010744,11.5702477,-14.2772865,0.1404174,4.0000000,-0.2690133,1.0143715,8.5230904,0.5498481,29.9287930
698,-13,-3.086838411150471,18.955259287536482,-13.0041676,-0.0000826,7.4380164,-13.9417152,-1.3915220,4.0000000,1.3129542,1.0055031,4.6393905,-4.0959983,35.9998550
699,-13,-3.079381771150471,18.955259287536482,-13.0033064,-0.0014050,3.3057852,1.9326378,-2.4973645,3.0000000,-2.4800093,1.0164404,8.7236824,-2.5147197,22.0858059
700,-13,-3.071925131150471,18.955259287536482,-13.0024462,-0.0026446,0.0000000,-0.1061561,-1.6173640,3.0000000,0.0275518,1.0128667,8.9678259,-3.2622797,10.9425135
701,-12,-3.526780171150471,18.947802647536481,-12.9758816,0.0019835,34.7107430,-57.4648056,-1.6638125,4.0000000,5.1399369,1.0684713,15.5415764,-8.4675617,142.6445465
702,-12,-3.519323531150471,18.947802647536481,-12.9784508,0.0043802,43.8016510,-25.3783970,0.5062332,4.0000000,0.7084902,1.0305357,15.7832832,0.3039761,60.4253960
703,-12,-3.511866891150471,18.947802647536481,-12.9810190,-0.0027273,23.9669418,-96.0599747,4.7237229,4.0000000,1.5678098,1.1274692,22.2510738,7.8796358,371.8843079
704,-12,-3.504410251150471,18.947802647536481,-12.9835758,0.0000000,33.0578499,-37.1194305,-2.2199199,4.0000000,0.9652777,1.1704944,30.6746502,-5.4051175,158.3955536
705,-12,-3.496953611150471,18.947802647536481,-12.9861145,0.0025620,42.1487617,14.3579769,-6.7555485,4.0000000,-1.3216301,1.1434538,28.0321598,-12.1894665,200.1688995
706,-12,-3.489496971150471,18.947802647536481,-12.9886246,-0.0047934,20.6611576,5.6237855,-3.7513368,3.0000000,-3.4136515,1.1433547,24.8849144,-4.0890222,65.8422852
707,-12,-3.482040331150471,18.947802647536481,-12.9910965,-0.0021488,29.7520657,-49.0498199,2.9496410,4.0000000,-4.6494803,1.0986614,25.6106262,10.5487623,177.0610504
708,-12,-3.474583691150471,18.947802647536481,-12.9935226,0.0004959,38.8429756,-53.3917694,-1.0169230,4.0000000,-5.3224616,1.0876504,23.6549911,3.2886155,162.8168335
709,-12,-3.467127051150471,18.947802647536481,-12.9958906,0.0030579,47.9338837,-31.9820747,-3.8473020,4.0000000,-0.5492396,1.0836000,19.9503040,-7.1453643,150.2049408
710,-12,-3.459670411150471,18.947802647536481,-12.9981852,-0.0042975,14.0495872,-30.4229736,-1.6331362,4.0000000,2.8301353,1.0475605,16.4090347,-6.0964079,81.7738495
711,-13,-3.452213771150471,18.947802647536481,-13.0003977,-0.0019835,22.3140488,4.0447602,2.3369675,4.0000000,1.2037098,1.0271707,13.3561935,3.4702251,14.7247868
712,-13,-3.444757131150471,18.947802647536481,-13.0025158,0.0002479,31.4049587,-1.8840441,1.4088883,3.0000000,0.6843992,1.0669678,19.4060383,2.1333776,14.2326574
713,-13,-3.437300491150471,18.947802647536481,-13.0045319,0.0023967,40.4958687,-7.8165278,0.5732891,4.0000000,2.9749658,1.0729896,18.0818024,-1.8283877,21.5145702
714,-13,-3.429843851150471,18.947802647536481,-13.0064344,0.0041322,49.5867767,-8.0747414,0.7748787,4.0000000,3.3771257,1.0432231,16.0276814,-1.8273684,22.5439873
715,-13,-3.422387211150471,18.947802647536481,-13.0082207,-0.0038017,6.6115704,5.6092567,2.4902170,4.0000000,1.9355577,1.0627565,19.3366261,3.0448761,16.4379196
716,-13,-3.414930571150471,18.947802647536481,-13.0098867,-0.0019835,13.2231407,-18.1358547,-0.9406294,3.0000000,-0.4176029,1.0695949,19.6599407,-1.4636559,50.3420563
717,-13,-3.407473931150471,18.947802647536481,-13.0114307,-0.0003306,19.8347111,-30.4423256,-3.8448114,4.0000000,-1.0949986,1.0509648,16.5827427,-6.5946240,138.1711578
718,-13,-3.400017291150471,18.947802647536481,-13.0128536,0.0012397,26.4462814,11.6207724,-5.3569741,5.0000000,-3.4809663,1.0211606,10.1106262,-7.2329822,96.1554260
719,-13,-3.392560651150471,18.947802647536481,-13.0141544,0.0026446,34.7107430,0.9146048,-4.2863874,4.0000000,-5.6360426,1.0134151,8.0802469,-2.9367321,75.0701218
720,-13,-3.385104011150471,18.947802647536481,-13.0153341,-0.0060331,0.0000000,-23.9351749,-3.9162779,5.0000000,-8.7019415,1.0232610,10.4455299,0.8693861,119.4945145
721,-13,-3.377647371150471,18.947802647536481,-13.0163956,-0.0048760,0.0000000,9.6286068,-5.6976023,5.0000000,-9.1970549,1.0209891,10.0608034,-2.1981497,120.3416672
722,-13,-3.370190731150471,18.947802647536481,-13.0173407,-0.0038843,0.0000000,44.4229279,-7.7628331,5.0000000,-9.9980230,1.0089939,7.2524824,-5.5276427,158.3390656
723,-13,-3.362734091150471,18.947802647536481,-13.0181723,-0.0029752,0.0000000,3.3559904,-6.1459994,2.0000000,-10.2718315,1.0028495,3.7641683,-2.0201678,146.0768280
724,-13,-3.355277451150471,18.947802647536481,-13.0188942,-0.0020661,0.0000000,-2.6182320,-4.5455527,5.0000000,-8.8436508,1.0112542,6.4459863,-0.2474541,91.1657944
725,-13,-3.347820811150471,18.947802647536481,-13.0195103,-0.0012397,0.0000000,17.5092907,-5.0040336,5.0000000,-7.5000792,1.0096912,6.9988766,-2.5079875,67.8984604
726,-13,-3.340364171150471,18.947802647536481,-13.0200253,-0.0009091,0.0000000,70.2578354,-8.4571247,5.0000000,-7.4240746,1.0025361,3.8530498,-9.4901752,146.7417450
727,-13,-3.332907531150471,18.947802647536481,-13.0204391,-0.0007438,0.0000000,46.9788361,-6.9668760,7.0000000,-6.4990506,1.0054059,3.6033659,-7.4347019,100.9367828
728,-13,-3.325450891150471,18.947802647536481,-13.0207567,-0.0005785,0.0000000,3.6650834,-3.7216733,5.0000000,-2.4558933,1.0060796,5.3652234,-4.9874530,48.7578087
729,-13,-3.317994251150471,18.947802647536481,-13.0209789,-0.0004959,0.0000000,-26.3124943,-1.8046511,5.0000000,3.4316955,1.0036726,2.8199956,-7.0409975,65.8791580
730,-13,-3.310537611150471,18.947802647536481,-13.0211086,-0.0004959,0.0000000,1.2952206,-4.1414900,5.0000000,-4.3801656,1.0012046,1.7850111,-3.9028139,66.1494675
731,-13,-3.303080971150471,18.947802647536481,-13.0211487,-0.0004132,0.0000000,14.2059402,-5.0647154,7.0000000,-7.6098599,1.0014963,2.0159774,-2.5195708,74.4415131
732,-13,-3.295624331150471,18.947802647536481,-13.0211048,-0.0004132,0.0000000,6.7490621,-4.4097877,6.0000000,-7.9308119,1.0039390,3.8960233,-0.8887640,65.1752625
733,-13,-3.288167691150471,18.947802647536481,-13.0209808,-0.0004132,0.0000000,27.8723507,-5.9072886,4.0000000,-8.5544386,1.0051500,4.3427100,-3.2601378,85.1745453
734,-13,-3.280711051150471,18.947802647536481,-13.0207815,-0.0004132,0.0000000,18.3999386,-4.5088301,4.0000000,-5.7109914,1.0162635,9.7492275,-3.3066685,47.8738136
735,-13,-3.273254411150471,18.947802647536481,-13.0205116,-0.0009917,0.0000000,-3.2353692,-0.7336835,4.0000000,-1.6654034,1.0205338,11.4681206,0.1980364,9.4704504
736,-13,-3.265797771150471,18.947802647536481,-13.0201759,-0.0019008,0.0000000,-11.7877588,2.7246456,4.0000000,2.9380252,1.0109110,7.3793659,2.5112658,55.1144295
737,-13,-3.258341131150471,18.947802647536481,-13.0197802,-0.0028099,0.0000000,-10.7618685,1.3789365,4.0000000,3.9593258,1.0048124,4.5241189,-1.2014529,29.5857754
738,-13,-3.250884491150471,18.947802647536481,-13.0193300,-0.0036364,0.0000000,-12.8897905,0.2628734,3.0000000,2.9253542,1.0018348,2.2633805,-2.3996074,26.1418610
739,-13,-3.243427851150471,18.947802647536481,-13.0188303,-0.0044628,0.0000000,-11.7455378,-0.6984915,3.0000000,-1.5621032,1.0038767,3.7968078,0.1651202,25.6779594
740,-13,-3.235971211150471,18.947802647536481,-13.0182886,-0.0052066,0.0000000,-5.3438869,-0.5019327,4.0000000,-1.4867191,1.0071452,6.1011992,0.4828537,11.9874420
741,-13,-3.228514571150471,18.947802647536481,-13.0177116,0.0039669,39.6694221,-1.2614758,0.4666903,4.0000000,1.6348176,1.0119205,7.6755514,-0.7014370,3.5597918
742,-13,-3.221057931150471,18.947802647536481,-13.0171061,0.0030579,30.5785122,-13.2701473,-0.1018266,3.0000000,3.5311024,1.0107924,6.4690471,-3.7347558,27.2525005
743,-13,-3.213601291150471,18.947802647536481,-13.0164785,0.0021488,21.4876041,-15.6556597,-1.0800662,4.0000000,1.7362632,1.0078217,5.5670109,-3.8963957,36.5479202
744,-13,-3.206144651150471,18.947802647536481,-13.0158329,0.0012397,12.3966942,-1.1472802,0.5203297,4.0000000,-0.1767233,1.0105374,8.7728500,1.2173827,3.5049677
745,-13,-3.198688011150471,18.947802647536481,-13.0151730,0.0003306,3.3057852,-4.0260849,1.0147059,4.0000000,-0.3979806,1.0080644,5.3133316,2.4273925,12.3321190
746,-13,-3.191231371150471,18.947802647536481,-13.0145054,0.0000000,0.0000000,-3.4722197,-0.2633592,6.0000000,-0.2815961,1.0086436,4.9018402,-0.2451222,7.3286462
747,-13,-3.183774731150470,18.947802647536481,-13.0138302,0.0000000,0.0000000,1.0919890,-1.4652007,4.0000000,-0.8251998,1.0112804,7.7796941,-2.1052017,6.5734682
748,-13,-3.176318091150470,18.947802647536481,-13.0131493,-0.0004959,0.0000000,-3.1593850,0.7626742,4.0000000,-0.8605251,1.0065345,6.2764368,2.3858733,8.7953682
749,-13,-3.168861451150471,18.947802647536481,-13.0124626,-0.0010744,0.0000000,-3.8213842,-1.2477328,5.0000000,-0.2640490,1.0027722,3.8267319,-2.2314167,13.9724436
750,-13,-3.161404811150471,18.947802647536481,-13.0117712,-0.0016529,0.0000000,-2.3942900,-0.0258736,6.0000000,-0.2311354,1.0140305,7.5994201,0.1793883,4.9637504
751,-13,-3.153948171150471,18.947802647536481,-13.0110703,-0.0023140,0.0000000,0.4987901,0.9495618,4.0000000,0.5596150,1.0149620,8.1169844,1.3395087,2.6857066
752,-13,-3.146491531150471,18.947802647536481,-13.0103559,-0.0032231,0.0000000,1.5441372,2.7827291,4.0000000,3.6870754,1.0070542,4.8257618,1.8783832,28.3579464
753,-13,-3.139034891150471,18.947802647536481,-13.0096254,0.0058678,58.6776848,-12.1218300,2.1183429,2.0000000,2.7357063,1.0084133,5.6954093,1.5009792,43.0899887
754,-13,-3.131578251150471,18.947802647536481,-13.0088768,0.0049587,49.5867767,5.8116703,3.3855636,2.0000000,1.1546791,1.0048656,4.3645816,5.6164479,34.4477539
755,-13,-3.124121611150471,18.947802647536481,-13.0081081,0.0040496,40.4958687,-0.8658565,1.9033631,2.0000000,-0.2121765,1.0026423,3.5223029,4.0189028,16.2847862
756,-13,-3.116664971150471,18.947802647536481,-13.0073195,0.0031405,31.4049587,-9.5465899,0.1840175,4.0000000,-2.5173404,1.0036436,4.3785229,2.8853755,19.4432507
757,-13,-3.109208331150471,18.947802647536481,-13.0065088,0.0022314,22.3140488,-8.5792065,-2.0780721,5.0000000,-3.0636473,1.0086099,6.4644303,-1.0924970,35.4298210
758,-13,-3.101751691150471,18.947802647536481,-13.0056791,0.0013223,13.2231407,-1.1330303,-0.1094548,4.0000000,0.9605101,1.0155085,9.7076225,-1.1794198,2.4381039
759,-13,-3.094295051150471,18.947802647536481,-13.0048323,0.0008264,9.0909090,-10.5782356,1.4695019,4.0000000,3.4614792,1.0108021,7.3614664,-0.5224754,30.9991894
760,-13,-3.086838411150471,18.947802647536481,-13.0039730,-0.0002479,5.7851238,0.0254703,-2.6041956,5.0000000,-1.1901866,1.0029235,0.8842631,-4.0182047,27.0857906
761,-13,-3.079381771150471,18.947802647536481,-13.0031061,-0.0014876,2.4793389,16.2020817,-4.1012168,4.0000000,-3.3304300,1.0154417,8.7769966,-4.8720031,36.2561722
762,-13,-3.071925131150471,18.947802647536481,-13.0022383,-0.0026446,0.0000000,8.8466225,-3.0315766,3.0000000,-2.4520752,1.0226783,9.5077486,-3.6110780,19.9555569
763,-13,-3.064468491150471,18.947802647536481,-13.0013781,-0.0035537,0.0000000,8.6145821,-3.0581484,4.0000000,-2.4414334,1.0419511,9.0791502,-3.6748636,21.0301456
764,-12,-3.526780171150471,18.940346007536480,-12.9766970,0.0028099,38.8429756,-38.1008301,-3.2365582,4.0000000,3.6246622,1.0838503,19.9320889,-10.0977783,138.2464294
765,-12,-3.519323531150471,18.940346007536480,-12.9792986,-0.0047107,19.0082645,-9.8531351,-0.5923339,4.0000000,-2.7447991,1.0363042,15.4374104,1.5601314,24.9177532
766,-12,-3.511866891150471,18.940346007536480,-12.9818935,-0.0016529,28.0991745,-160.2847900,6.3625479,4.0000000,-4.0841932,1.1265547,21.7833633,16.8092880,600.1719971
767,-12,-3.504410251150471,18.940346007536480,-12.9844732,0.0010744,37.1900826,-50.4292908,-1.5743749,5.0000000,-4.7520981,1.2391825,32.5466385,1.6033480,236.1353455
768,-12,-3.496953611150471,18.940346007536480,-12.9870272,-0.0063636,14.8760328,41.9224472,-8.6646280,5.0000000,-3.7877836,1.1867968,28.2442932,-13.5414724,298.1003723
769,-12,-3.489496971150471,18.940346007536480,-12.9895477,-0.0036364,23.9669418,71.5095520,-9.4743805,4.0000000,-5.6506743,1.0818516,20.0387497,-13.2980871,256.1376648
770,-12,-3.482040331150471,18.940346007536480,-12.9920244,-0.0010744,33.0578499,-28.6569405,-0.0508824,4.0000000,-5.2208757,1.0621902,21.0215092,5.1191111,76.3666916
771,-12,-3.474583691150471,18.940346007536480,-12.9944477,0.0015702,42.1487617,-35.4767342,0.4430183,4.0000000,-3.7393713,1.0714413,19.3208027,4.6254077,89.6732407
772,-12,-3.467127051150471,18.940346007536480,-12.9968061,0.0041322,51.2396698,-37.1800079,0.5179769,4.0000000,0.1003571,1.0688859,19.8006172,0.9355967,96.1301956
773,-12,-3.459670411150471,18.940346007536480,-12.9990864,-0.0033058,16.5289249,-53.0188408,0.0907513,4.0000000,2.8781428,1.0465426,16.1455040,-2.6966403,124.7496872
774,-13,-3.452213771150471,18.940346007536480,-13.0012798,-0.0010744,25.6198349,24.1222496,5.0057554,4.0000000,4.3871560,1.0312059,13.3035145,5.6243548,57.2937889
775,-13,-3.444757131150471,18.940346007536480,-13.0033751,0.0010744,34.7107430,11.8711805,3.5304680,3.0000000,3.2546675,1.0800095,20.9006462,3.8062685,33.8936157
776,-13,-3.437300491150471,18.940346007536480,-13.0053644,0.0031405,43.8016510,-4.1114774,0.2655084,4.0000000,2.0580785,1.0895046,22.1690807,-1.5270616,12.0681448
777,-13,-3.429843851150471,18.940346007536480,-13.0072374,-0.0052893,0.8264463,5.5008035,-3.3143461,4.0000000,-1.7444267,1.0563283,18.2848797,-4.8842654,38.0427361
778,-13,-3.422387211150471,18.940346007536480,-13.0089922,-0.0033058,6.6115704,-9.6520376,-0.6357733,4.0000000,-2.7229788,1.0637203,18.6445999,1.4514322,26.7354584
779,-13,-3.414930571150471,18.940346007536480,-13.0106249,-0.0014876,14.0495872,5.2759752,-3.7767515,4.0000000,-5.5318112,1.0618923,19.1632862,-2.0216916,62.5030479
780,-13,-3.407473931150471,18.940346007536480,-13.0121336,0.0001653,21.4876041,21.2336426,-6.7305689,4.0000000,-6.8950658,1.0366406,14.5794001,-6.5660720,158.6929321
781,-13,-3.400017291150471,18.940346007536480,-13.0135193,0.0018182,28.9256191,11.4530163,-5.6759062,3.0000000,-6.7627411,1.0091149,5.4301400,-4.5890708,108.1099014
782,-13,-3.392560651150471,18.940346007536480,-13.0147810,0.0032231,38.0165291,-29.7367821,-0.9292760,5.0000000,2.2626529,1.0083045,6.3871679,-4.1212049,64.3650131
783,-13,-3.385104011150471,18.940346007536480,-13.0159216,-0.0054545,0.0000000,-10.2844753,0.8933136,4.0000000,2.4873073,1.0136303,8.4764500,-0.7006800,24.9606133
784,-13,-3.377647371150471,18.940346007536480,-13.0169420,-0.0043802,0.0000000,0.1611770,-0.6193031,4.0000000,-0.2336304,1.0265437,10.5705290,-1.0049758,1.2632993
785,-13,-3.370190731150471,18.940346007536480,-13.0178452,-0.0034711,0.0000000,-4.6047421,-1.3765582,4.0000000,-2.4425485,1.0195342,9.7986832,-0.3105679,17.9913883
786,-13,-3.362734091150471,18.940346007536480,-13.0186329,-0.0025620,0.0000000,-0.6832500,-2.0110703,4.0000000,-3.4412618,1.0038880,5.3696265,-0.5808787,17.9589481
787,-13,-3.355277451150471,18.940346007536480,-13.0193110,-0.0016529,0.0000000,0.3605834,-1.6638314,3.0000000,-3.2138362,1.0110337,6.8614683,-0.1138265,10.8078594
788,-13,-3.347820811150471,18.940346007536480,-13.0198832,-0.0008264,0.0000000,11.0852337,-3.6182928,4.0000000,-4.3368168,1.0110003,7.5001779,-2.8997686,31.4427490
789,-13,-3.340364171150471,18.940346007536480,-13.0203543,-0.0005785,0.0000000,47.2248344,-6.9131622,4.0000000,-7.5065765,1.0037299,5.1064868,-6.3197479,98.4041290
790,-13,-3.332907531150471,18.940346007536480,-13.0207272,-0.0005785,0.0000000,48.6772690,-7.2662625,8.0000000,-6.6903000,1.0042682,1.1843405,-7.8422251,113.9299393
791,-13,-3.325450891150471,18.940346007536480,-13.0210037,-0.0005785,0.0000000,17.0527534,-4.9336143,5.0000000,-7.5781951,1.0045425,3.5814683,-2.2890332,63.9594154
792,-13,-3.317994251150471,18.940346007536480,-13.0211878,-0.0006612,0.0000000,-8.9598351,-3.7367198,5.0000000,-8.5186911,1.0031662,2.0103846,1.0452513,74.0421677
793,-13,-3.310537611150471,18.940346007536480,-13.0212812,-0.0007438,0.0000000,1.7679658,-4.5007563,4.0000000,-5.1868782,1.0020080,3.3720140,-3.8146341,78.0736313
794,-13,-3.303080971150471,18.940346007536480,-13.0212898,-0.0007438,0.0000000,9.9709921,-4.6912837,4.0000000,-7.2772188,1.0053121,5.8742671,-2.1053486,70.0648651
