OID_,DEM_Large_S3_RegL1,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1210,-13,-3.168861451150471,19.768033047536480,-13.0012627,-0.0035537,0.0000000,-10.2906971,-2.4150112,5.0000000,-4.7465158,1.0093312,7.1053658,-0.0835065,45.6465950
1211,-13,-3.161404811150471,19.768033047536480,-13.0016146,-0.0033058,0.0000000,-9.7576275,-0.5993874,4.0000000,-0.8303474,1.0076267,5.3678536,-0.3684274,21.3289051
1212,-13,-3.153948171150471,19.768033047536480,-13.0019608,-0.0032231,0.0000000,3.0478938,2.2037222,4.0000000,1.1081899,1.0082383,6.6276102,3.2992547,13.5602226
1213,-13,-3.146491531150471,19.768033047536480,-13.0023031,-0.0032231,0.0000000,6.1203523,3.6173937,2.0000000,1.7038974,1.0137142,7.7828736,5.5308900,41.0878487
1214,-13,-3.139034891150471,19.768033047536480,-13.0026445,-0.0031405,0.0000000,10.9752007,4.6894917,3.0000000,2.9990659,1.0208462,10.5347643,6.3799181,69.5365524
1215,-13,-3.131578251150471,19.768033047536480,-13.0029898,-0.0028926,0.0000000,-12.9794722,3.2683785,4.0000000,-0.9130295,1.0336826,11.3112488,7.4497862,72.0211792
1216,-13,-3.124121611150471,19.768033047536480,-13.0033388,-0.0025620,0.8264463,0.0258630,4.0444136,3.0000000,0.1137871,1.0444551,12.7441654,7.9750404,68.8178711
1217,-13,-3.116664971150471,19.768033047536480,-13.0036907,-0.0020661,3.3057852,25.5646687,5.7053418,2.0000000,3.1232321,1.0366365,12.1136370,8.2874517,83.7095261
1218,-13,-3.109208331150471,19.768033047536480,-13.0040426,-0.0015702,5.7851238,30.7510014,6.2022429,3.0000000,3.4990149,1.0230652,11.6921673,8.9054708,97.4787521
1219,-13,-3.101751691150471,19.768033047536480,-13.0043879,-0.0009091,9.0909090,-11.6301289,3.0849078,3.0000000,-0.9592345,1.0206039,8.9477320,7.1290503,63.1379929
1220,-13,-3.094295051150471,19.768033047536480,-13.0047216,-0.0004132,11.5702477,-13.5839310,3.2091556,4.0000000,-0.3096399,1.0128562,4.6999044,6.7279510,68.9824677
1221,-13,-3.086838411150471,19.768033047536480,-13.0050373,0.0002479,14.8760328,-7.1554651,4.8421278,4.0000000,2.0243874,1.0023271,2.7133896,7.6598687,108.4590454
1222,-13,-3.079381771150471,19.768033047536480,-13.0053301,0.0008264,18.1818180,-5.8317628,7.4174147,3.0000000,5.9268727,1.0038761,2.7161276,8.9079561,232.6803894
1223,-13,-3.071925131150471,19.768033047536480,-13.0055933,0.0014876,21.4876041,-54.3075218,6.8581471,5.0000000,6.0599351,1.0083091,6.6861296,7.6563592,304.6658936
1224,-13,-3.064468491150471,19.768033047536480,-13.0058193,0.0021488,24.7933884,-35.0841408,9.1794777,4.0000000,1.9617640,1.0121781,5.9785619,16.3971920,413.2628784
1225,-13,-3.057011851150471,19.768033047536480,-13.0060005,0.0027273,28.0991745,31.8282566,10.1514702,4.0000000,4.5099812,1.0123959,7.2951970,15.7929583,356.2607727
1226,-13,-3.049555211150471,19.768033047536480,-13.0061331,0.0030579,30.5785122,28.2225380,9.1305180,4.0000000,7.9337239,1.0203871,10.4728851,10.3273125,294.8064575
1227,-13,-3.042098571150471,19.768033047536480,-13.0062113,0.0032231,32.2314034,-0.5737963,5.9294534,4.0000000,1.9476808,1.0288072,12.2054882,9.9112253,150.7425079
1228,-13,-3.034641931150471,19.768033047536480,-13.0062370,0.0031405,31.4049587,-1.1744853,4.7284408,3.0000000,1.1152428,1.0312736,11.7372093,8.3416386,96.8015823
1229,-13,-3.027185291150471,19.768033047536480,-13.0062113,0.0029752,29.7520657,-26.7082157,-0.4135471,3.0000000,-4.4769721,1.0290183,12.5750809,3.6498778,60.0217857
1230,-13,-3.019728651150471,19.768033047536480,-13.0061388,0.0027273,27.2727280,-29.8167839,-4.9487786,5.0000000,-12.1000080,1.0179472,9.1110029,2.2024512,169.6395111
1231,-13,-3.012272011150471,19.768033047536480,-13.0060253,0.0024793,25.6198349,1.6674238,-4.8445306,5.0000000,-2.6803093,1.0200821,10.5858927,-7.0087519,95.4715576
1232,-13,-3.004815371150471,19.768033047536480,-13.0058756,0.0021488,23.1404953,-2.7434683,-1.3469288,4.0000000,0.5076948,1.0218266,10.5490084,-3.2015524,13.2848072
1233,-13,-2.997358731150471,19.768033047536480,-13.0056963,0.0017355,19.8347111,-6.1913695,1.5922737,4.0000000,1.8050269,1.0135858,9.7054577,1.3795205,23.9047546
1234,-13,-2.989902091150471,19.768033047536480,-13.0054922,0.0012397,16.5289249,1.3678397,3.0084658,4.0000000,4.3912377,1.0110301,7.1885924,1.6256936,34.8149452
1235,-13,-2.982445451150471,19.768033047536480,-13.0052691,0.0007438,13.2231407,1.1305785,2.3593981,3.0000000,4.0860238,1.0087225,4.9519367,0.6327726,20.4315777
1236,-13,-2.974988811150471,19.768033047536480,-13.0050325,0.0003306,10.7438021,0.6829195,0.8405384,4.0000000,0.8666949,1.0042679,3.5772908,0.8143821,1.4719733
1237,-13,-2.967532171150471,19.768033047536480,-13.0047865,0.0000000,9.0909090,-1.0941831,0.9720140,3.0000000,0.6406868,1.0026717,4.2349720,1.3033410,6.0261440
1238,-13,-2.960075531150471,19.768033047536480,-13.0045319,-0.0003306,7.4380164,-5.7362347,0.9258817,4.0000000,0.6699536,1.0092589,5.6876969,1.1818097,15.1891422
1239,-13,-2.952618891150471,19.768033047536480,-13.0042667,-0.0006612,5.7851238,-0.3153817,1.6175605,4.0000000,1.4428376,1.0168225,7.9316077,1.7922834,11.5101833
1240,-13,-2.945162251150471,19.768033047536480,-13.0039911,-0.0009917,4.9586778,1.6100011,1.4937502,3.0000000,1.0516486,1.0162673,9.6601410,1.9358517,5.9627481
1241,-13,-2.937705611150471,19.768033047536480,-13.0037012,-0.0013223,4.1322312,3.8072512,1.9891971,4.0000000,2.0540020,1.0169355,10.9569483,1.9243922,8.8665314
1242,-13,-2.930248971150471,19.768033047536480,-13.0033932,-0.0016529,3.3057852,-6.6193538,-0.6237288,3.0000000,-2.2015276,1.0240902,12.2380342,0.9540700,16.4248486
1243,-13,-2.922792331150471,19.768033047536480,-13.0030622,-0.0019835,2.4793389,-7.4806957,-1.6776670,5.0000000,-4.2184572,1.0316571,14.3005199,0.8631235,30.9976158
1244,-13,-2.915335691150471,19.768033047536480,-13.0027046,-0.0023140,2.4793389,-1.8148870,-1.1516228,3.0000000,-2.8193848,1.0403007,16.4233456,0.5161393,11.3453922
1245,-13,-2.907879051150471,19.768033047536480,-13.0023146,-0.0025620,2.4793389,-2.1403685,-0.7136991,4.0000000,0.1468054,1.0453888,16.1296368,-1.5742035,7.1967583
1246,-13,-2.900422411150471,19.768033047536480,-13.0018911,-0.0028099,2.4793389,6.5895305,-2.7637186,4.0000000,-2.0282717,1.0424557,16.1322021,-3.4991655,19.6962147
1247,-13,-2.892965771150471,19.768033047536480,-13.0014305,-0.0032231,1.6528926,16.2275448,-4.1716433,4.0000000,-5.2160182,1.0413493,15.8788290,-3.1272688,45.1283607
1248,-13,-2.885509131150471,19.768033047536480,-13.0009336,-0.0037190,0.8264463,-0.0326856,-1.6138450,5.0000000,-0.0139040,1.0544031,17.2647572,-3.2137859,11.5123825
1249,-13,-2.878052491150471,19.768033047536480,-13.0003996,-0.0041322,0.0000000,-17.5898170,1.1115282,4.0000000,5.0889711,1.0456964,15.2358685,-2.8659148,47.8574104
1250,-12,-2.870595851150471,19.768033047536480,-12.9998302,-0.0046281,0.0000000,-9.2919931,-0.1937875,4.0000000,1.6721903,1.0246496,12.5884981,-2.0597653,20.5809097
1251,-12,-2.863139211150471,19.768033047536480,-12.9992247,-0.0052066,0.0000000,-11.1074915,-1.7223680,4.0000000,-0.9200703,1.0254703,12.0231781,-2.5246656,36.9828949
1252,-12,-2.855682571150471,19.768033047536480,-12.9985828,0.0041322,42.9752083,-0.5010784,0.7205672,4.0000000,1.6788825,1.0250309,12.1100998,-0.2377481,3.5083263
1253,-12,-2.848225931150471,19.768033047536480,-12.9979048,0.0033884,37.1900826,0.3112689,1.1303892,4.0000000,2.0942149,1.0200142,9.2519045,0.1665635,4.8518229
1254,-12,-2.840769291150471,19.768033047536480,-12.9971952,0.0025620,31.4049587,3.3718669,-2.2880998,4.0000000,-3.5953596,1.0200757,9.1176434,-0.9808398,15.2635813
1255,-12,-2.833312651150471,19.768033047536480,-12.9964542,0.0018182,26.4462814,4.9054613,-4.4899559,3.0000000,-8.2210665,1.0197483,10.4522696,-0.7588453,78.1697845
1256,-12,-2.825856011150471,19.768033047536480,-12.9956827,0.0010744,21.4876041,4.2734609,-3.8967588,3.0000000,-6.9606800,1.0337391,12.8134794,-0.8328377,60.4660645
1257,-12,-2.818399371150471,19.768033047536480,-12.9948816,0.0003306,16.5289249,-3.0963554,-0.2058181,5.0000000,-1.9770799,1.0897382,17.5123711,1.5654436,7.8943405
1258,-12,-2.810942731150471,19.768033047536480,-12.9940491,-0.0004132,12.3966942,1.5714592,3.3450274,4.0000000,3.1387203,1.0696818,16.1997356,3.5513346,48.7584953
1259,-12,-2.803486091150471,19.768033047536480,-12.9931831,-0.0012397,9.0909090,-7.2267275,3.7002962,4.0000000,8.2582397,1.0147030,10.4431190,-0.8576476,76.4562302
1260,-12,-2.796029451150471,19.768033047536480,-12.9922829,-0.0023967,4.9586778,-7.9963670,2.3269429,4.0000000,2.2519531,1.0177993,9.3181047,2.4019327,39.6904945
1261,-12,-2.788572811150471,19.768033047536480,-12.9913511,-0.0035537,2.4793389,-2.4883845,2.0059838,4.0000000,3.1397126,1.0209459,10.0691128,0.8722551,22.7285042
1262,-12,-2.781116171150471,19.768033047536480,-12.9903908,-0.0045455,0.8264463,-3.5018551,-1.1746620,4.0000000,-2.8400810,1.0195452,7.7371707,0.4907571,13.1395559
1263,-12,-2.773659531150471,19.768033047536480,-12.9894085,-0.0056198,0.0000000,14.3733177,-5.4028811,5.0000000,-8.6995897,1.0188805,10.1199017,-2.1061718,96.1364441
1264,-12,-2.766202891150471,19.768033047536480,-12.9884090,0.0033058,38.0165291,7.9663768,-3.1853080,4.0000000,-4.5882053,1.0279024,15.4961376,-1.7824106,30.2011547
1265,-12,-2.758746251150471,19.768033047536480,-12.9873981,0.0022314,31.4049587,9.1931505,-3.4964073,4.0000000,-2.7216997,1.0305568,12.6200714,-4.2711148,33.0981827
1266,-12,-2.751289611150471,19.768033047536480,-12.9863806,0.0011570,24.7933884,1.5409786,-3.2941720,5.0000000,-4.0559397,1.0569811,13.9653778,-2.5324044,46.1922340
1267,-12,-2.743832971150471,19.768033047536480,-12.9853678,0.0000000,18.1818180,-13.7614489,-1.3370291,3.0000000,-4.7792597,1.0525404,16.8686676,2.1052017,43.4019623
1268,-12,-2.736376331150471,19.768033047536480,-12.9843693,-0.0011570,11.5702477,-11.9555349,0.7987983,3.0000000,-1.9917773,1.0296880,12.7086763,3.5893738,28.7578678
1269,-13,-3.183774731150471,19.760576407536480,-13.0015173,-0.0030579,0.0000000,-2.0974121,-1.8093014,4.0000000,-4.1262765,1.0148431,8.9139185,0.5076737,18.5834198
1270,-13,-3.176318091150471,19.760576407536480,-13.0019026,-0.0028099,0.0000000,-1.2985322,-2.6562073,4.0000000,-5.3688526,1.0098214,8.1853132,0.0564382,32.7285461
1271,-13,-3.168861451150471,19.760576407536480,-13.0022764,-0.0026446,0.0000000,-2.8465407,-2.2051754,5.0000000,-4.2517333,1.0094116,6.7699060,-0.1586175,26.1195564
1272,-13,-3.161404811150471,19.760576407536480,-13.0026417,-0.0023967,0.0000000,-1.6410348,0.1964450,3.0000000,-0.8962855,1.0097352,8.4135246,1.2891755,3.5696311
1273,-13,-3.153948171150471,19.760576407536480,-13.0030012,-0.0022314,0.8264463,1.6865978,1.7172080,4.0000000,1.4477139,1.0119950,7.9997187,1.9867023,8.7215300
1274,-13,-3.146491531150471,19.760576407536480,-13.0033579,-0.0021488,1.6528926,0.1227011,1.7948977,3.0000000,2.2940886,1.0183800,9.2787342,1.2957065,13.4271240
1275,-13,-3.139034891150471,19.760576407536480,-13.0037155,-0.0019835,2.4793389,-5.8369398,0.5985253,4.0000000,2.4972632,1.0237253,11.9875479,-1.3002126,14.5426865
1276,-13,-3.131578251150471,19.760576407536480,-13.0040760,-0.0016529,3.3057852,-6.7535400,-0.3533670,4.0000000,1.1718793,1.0358367,13.8273897,-1.8786134,15.6218262
1277,-13,-3.124121611150471,19.760576407536480,-13.0044422,-0.0013223,4.9586778,-5.0044966,0.4524646,5.0000000,1.1640276,1.0515692,14.6377487,-0.2590985,12.4561548
1278,-13,-3.116664971150471,19.760576407536480,-13.0048132,-0.0008264,8.2644625,1.5930376,1.4540019,4.0000000,1.8477852,1.0466609,15.8432674,1.0602186,6.3767300
1279,-13,-3.109208331150471,19.760576407536480,-13.0051851,-0.0003306,11.5702477,3.9792581,2.7192659,3.0000000,1.4155378,1.0321442,14.8817968,4.0229940,23.7188663
1280,-13,-3.101751691150471,19.760576407536480,-13.0055532,0.0003306,15.7024794,-17.3772659,3.0110111,4.0000000,-2.0647447,1.0230948,11.5649452,8.0867672,74.4323196
1281,-13,-3.094295051150471,19.760576407536480,-13.0059099,0.0008264,19.0082645,22.3610477,6.4575796,4.0000000,2.2945380,1.0138618,8.3202238,10.6206217,125.0104370
1282,-13,-3.086838411150471,19.760576407536480,-13.0062504,0.0014876,23.1404953,36.6081352,8.9903145,4.0000000,6.5027885,1.0223851,8.9813461,11.4778404,260.4737854
1283,-13,-3.079381771150471,19.760576407536480,-13.0065670,0.0020661,27.2727280,-17.9714508,8.3216009,2.0000000,9.4640665,1.0485659,15.1408815,7.1791353,363.9450378
1284,-13,-3.071925131150471,19.760576407536480,-13.0068541,0.0026446,30.5785122,-107.4136810,5.6845284,4.0000000,-0.7726291,1.0731179,18.7348480,12.1416855,408.9717712
1285,-13,-3.064468491150471,19.760576407536480,-13.0071030,0.0032231,33.8842964,-59.0780449,7.1468296,4.0000000,-2.7746539,1.0778635,20.0747700,17.0683136,371.5658875
1286,-13,-3.057011851150471,19.760576407536480,-13.0073061,0.0037190,37.1900826,31.7161503,8.6592846,4.0000000,2.1865330,1.0759381,20.2516804,15.1320372,270.6978455
1287,-13,-3.049555211150471,19.760576407536480,-13.0074587,0.0039669,39.6694221,15.6196690,6.6729450,3.0000000,1.8222960,1.0887372,21.1305561,11.5235939,171.8840485
1288,-13,-3.042098571150471,19.760576407536480,-13.0075550,0.0041322,41.3223152,-13.7979364,4.8166003,4.0000000,-1.1647801,1.0776955,19.7993221,10.7979813,136.7787323
1289,-13,-3.034641931150471,19.760576407536480,-13.0075951,0.0040496,40.4958687,-17.4858532,3.9741075,4.0000000,-1.5144083,1.0528978,18.2826023,9.4626236,110.2083282
1290,-13,-3.027185291150471,19.760576407536480,-13.0075808,0.0038843,38.8429756,-64.3364944,0.1553567,4.0000000,-7.8644242,1.0365098,15.0975475,8.1751375,148.1572113
1291,-13,-3.019728651150471,19.760576407536480,-13.0075159,0.0036364,36.3636360,-82.1375885,-3.1625206,5.0000000,-9.1738462,1.0224954,9.4166126,2.8488047,217.8880005
1292,-13,-3.012272011150471,19.760576407536480,-13.0074062,0.0034711,34.7107430,-43.2002678,-0.1607936,4.0000000,3.8052638,1.0211738,11.3890877,-4.1268511,93.5836105
1293,-13,-3.004815371150471,19.760576407536480,-13.0072584,0.0032231,32.2314034,10.6686430,4.1774473,4.0000000,5.4826927,1.0209092,9.8880062,2.8722022,52.1684761
1294,-13,-2.997358731150471,19.760576407536480,-13.0070772,0.0028926,28.9256191,10.9303932,3.8772840,3.0000000,4.1034656,1.0150011,9.8324022,3.6511025,40.7304497
1295,-13,-2.989902091150471,19.760576407536480,-13.0068684,0.0024793,25.6198349,17.4060478,4.9997067,3.0000000,6.9228773,1.0102545,8.9872284,3.0765362,69.4943314
1296,-13,-2.982445451150471,19.760576407536480,-13.0066385,0.0020661,22.3140488,31.2666836,6.0528946,4.0000000,7.2079825,1.0116588,7.2097774,4.8978066,87.1955338
1297,-13,-2.974988811150471,19.760576407536480,-13.0063925,0.0017355,19.8347111,23.1527824,4.9315701,3.0000000,4.4787860,1.0120951,6.4976916,5.3843536,52.1931114
1298,-13,-2.967532171150471,19.760576407536480,-13.0061350,0.0014876,18.1818180,7.0266690,2.9068701,3.0000000,2.6896985,1.0109694,7.9214635,3.1240418,20.4711761
1299,-13,-2.960075531150471,19.760576407536480,-13.0058680,0.0012397,16.5289249,-3.9975681,1.8954895,4.0000000,1.7126889,1.0159070,8.8799505,2.0782900,23.4390621
1300,-13,-2.952618891150471,19.760576407536480,-13.0055895,0.0009917,14.8760328,-4.8951993,0.4307008,5.0000000,-0.3498692,1.0206580,10.7887011,1.2112708,11.2607584
1301,-13,-2.945162251150471,19.760576407536480,-13.0052996,0.0007438,14.0495872,-0.8531273,0.4457897,4.0000000,0.2434548,1.0199835,10.9478292,0.6481246,2.6779251
1302,-13,-2.937705611150471,19.760576407536480,-13.0049944,0.0004132,12.3966942,-4.0841479,-0.2797092,3.0000000,1.5511189,1.0218521,11.5604210,-2.1105373,9.1209154
1303,-13,-2.930248971150471,19.760576407536480,-13.0046701,0.0000000,10.7438021,3.1655483,-2.3804371,4.0000000,-1.1607587,1.0242819,10.6608639,-3.6001153,17.0886536
1304,-13,-2.922792331150471,19.760576407536480,-13.0043230,-0.0004132,9.0909090,31.1330872,-5.8056650,4.0000000,-4.3244491,1.0217617,9.8005562,-7.2868805,75.9115906
1305,-13,-2.915335691150471,19.760576407536480,-13.0039473,-0.0008264,8.2644625,24.3476639,-5.7791281,4.0000000,-3.4708936,1.0180365,8.9581985,-8.0873623,87.8184433
1306,-13,-2.907879051150471,19.760576407536480,-13.0035410,-0.0011570,7.4380164,-7.3261890,-4.6981492,4.0000000,-1.3650150,1.0155128,9.0758400,-8.0312834,106.6255875
1307,-13,-2.900422411150471,19.760576407536480,-13.0030985,-0.0014876,6.6115704,4.3431997,-4.6623507,4.0000000,-1.1920571,1.0127662,6.7708797,-8.1326447,79.5607910
1308,-13,-2.892965771150471,19.760576407536480,-13.0026197,-0.0019835,4.9586778,57.3552132,-7.5794230,4.0000000,-7.4919682,1.0126793,8.2743311,-7.6668782,119.9676895
1309,-13,-2.885509131150471,19.760576407536480,-13.0021029,-0.0025620,3.3057852,21.0401249,-4.7138433,4.0000000,-4.0892234,1.0249056,12.6340342,-5.3384633,51.0449104
1310,-13,-2.878052491150471,19.760576407536480,-13.0015497,-0.0030579,1.6528926,-19.0792809,0.3628793,3.0000000,1.0839152,1.0291194,12.2011642,-0.3581567,42.4412231
1311,-13,-2.870595851150471,19.760576407536480,-13.0009594,-0.0036364,0.8264463,-9.3247766,-0.2465806,4.0000000,2.7074454,1.0209658,8.1932583,-3.2006066,19.6257687
1312,-13,-2.863139211150471,19.760576407536480,-13.0003319,-0.0042149,0.0000000,1.1101922,-2.7032843,5.0000000,-1.2528626,1.0246892,10.6515350,-4.1537056,28.3829021
1313,-12,-2.855682571150471,19.760576407536480,-12.9996681,-0.0047934,0.0000000,-3.9000955,-0.2115947,5.0000000,1.2721179,1.0230895,11.5940723,-1.6953074,8.6130457
1314,-12,-2.848225931150471,19.760576407536480,-12.9989672,0.0045455,46.2809906,-2.7404993,1.7348912,3.0000000,4.0106540,1.0165107,7.9797196,-0.5408716,18.5384846
1315,-12,-2.840769291150471,19.760576407536480,-12.9982328,-0.0062810,0.0000000,2.0372176,-1.8652261,6.0000000,-2.3534994,1.0220131,7.5995479,-1.3769530,10.2631369
1316,-12,-2.833312651150471,19.760576407536480,-12.9974661,0.0029752,33.8842964,15.8707418,-4.0405154,5.0000000,-4.5502033,1.0209662,8.5016251,-3.5308275,35.2768936
1317,-12,-2.825856011150471,19.760576407536480,-12.9966688,0.0022314,28.0991745,20.5320168,-5.0113425,3.0000000,-7.1306748,1.0097889,9.6146288,-2.8920105,64.1448135
1318,-12,-2.818399371150471,19.760576407536480,-12.9958410,0.0014876,22.3140488,2.7441111,-2.5221839,5.0000000,-4.4007258,1.0656276,14.8827868,-0.6436417,24.4125443
1319,-12,-2.810942731150471,19.760576407536480,-12.9949818,0.0007438,17.3553715,-21.3816223,-0.0352731,3.0000000,-2.0834455,1.0893264,17.1434441,2.0128994,51.3677483
1320,-12,-2.803486091150471,19.760576407536480,-12.9940901,-0.0000826,13.2231407,-33.2019424,0.2066317,4.0000000,5.4668717,1.0375730,12.9151421,-5.0536079,74.0876846
1321,-12,-2.796029451150471,19.760576407536480,-12.9931650,-0.0012397,8.2644625,-7.6500263,-1.4371072,5.0000000,1.3480320,1.0247071,12.4752617,-4.2222462,25.1066933
1322,-12,-2.788572811150471,19.760576407536480,-12.9922094,-0.0023967,4.9586778,-11.9597826,-1.3176876,4.0000000,1.9949565,1.0194346,11.3222046,-4.6303315,32.6676865
1323,-12,-2.781116171150471,19.760576407536480,-12.9912281,-0.0035537,2.4793389,-6.5167365,-1.6788350,5.0000000,0.9067277,1.0152508,7.5868640,-4.2643976,24.8643093
1324,-12,-2.773659531150471,19.760576407536480,-12.9902277,-0.0047107,0.8264463,36.0164108,-6.1178174,4.0000000,-7.1108484,1.0191329,8.2346315,-5.1247869,81.5079956
1325,-12,-2.766202891150471,19.760576407536480,-12.9892130,-0.0058678,0.0000000,34.6411934,-5.9922795,4.0000000,-4.9974537,1.0269126,12.2487373,-6.9871054,80.4019089
1326,-12,-2.758746251150471,19.760576407536480,-12.9881897,0.0030579,37.1900826,25.1490993,-5.1477385,4.0000000,-4.3108892,1.0237738,12.2070484,-5.9845877,60.2326088
1327,-12,-2.751289611150471,19.760576407536480,-12.9871645,0.0019835,29.7520657,-13.4062138,-0.9420562,4.0000000,-4.1702681,1.0407138,14.0733671,2.2861557,35.1839714
1328,-12,-2.743832971150471,19.760576407536480,-12.9861460,0.0008264,22.3140488,-46.8513184,0.4043059,3.0000000,-6.3395672,1.0402918,12.8218212,7.1481791,103.9041214
1329,-12,-2.736376331150471,19.760576407536480,-12.9851437,-0.0003306,14.8760328,-54.0027351,-0.2715184,4.0000000,-4.8087835,1.0209016,9.3077755,4.2657466,114.3498459
1330,-13,-3.183774731150471,19.753119767536482,-13.0024748,-0.0021488,0.0000000,-3.7262080,-2.2047026,4.0000000,-4.0448241,1.0114105,8.6429014,-0.3645811,28.5449638
1331,-13,-3.176318091150471,19.753119767536482,-13.0028782,-0.0019008,0.0000000,12.9179640,-3.8844957,4.0000000,-5.0795035,1.0077596,6.3459353,-2.6894879,35.6170082
1332,-13,-3.168861451150471,19.753119767536482,-13.0032701,-0.0016529,0.8264463,9.2292833,-3.2033346,5.0000000,-4.0228848,1.0073147,6.4970541,-2.3837843,23.3172359
1333,-13,-3.161404811150471,19.753119767536482,-13.0036526,-0.0013223,1.6528926,-5.7541056,-1.2624378,4.0000000,-2.1776757,1.0106276,7.2110314,-0.3472001,18.5367680
1334,-13,-3.153948171150471,19.753119767536482,-13.0040293,-0.0010744,3.3057852,-8.6210575,-0.1193377,3.0000000,1.8413093,1.0123262,7.7668815,-2.0799847,17.9321709
1335,-13,-3.146491531150471,19.753119767536482,-13.0044041,-0.0009091,4.9586778,-6.3676105,-0.7045193,5.0000000,1.9153829,1.0125583,7.5620346,-3.3244216,15.1127939
1336,-13,-3.139034891150471,19.753119767536482,-13.0047798,-0.0006612,6.6115704,-9.6948252,-2.1128228,3.0000000,1.1702729,1.0113716,5.4338942,-5.3959184,37.6696053
1337,-13,-3.131578251150471,19.753119767536482,-13.0051594,-0.0003306,8.2644625,-17.5581779,-2.8872004,4.0000000,-0.0375514,1.0088528,5.5808997,-5.7368493,69.4563980
1338,-13,-3.124121611150471,19.753119767536482,-13.0055456,0.0000000,10.7438021,-18.3141747,-3.3136148,4.0000000,2.0964134,1.0124172,7.5615745,-8.7236433,82.1278381
1339,-13,-3.116664971150471,19.753119767536482,-13.0059366,0.0004959,14.8760328,-4.8336272,-3.9097142,4.0000000,0.5667719,1.0227392,10.0039883,-8.3862000,73.0401993
1340,-13,-3.109208331150471,19.753119767536482,-13.0063305,0.0009917,19.0082645,1.7280167,-2.9058790,4.0000000,-0.3932287,1.0284377,11.6769733,-5.4185295,31.6655159
1341,-13,-3.101751691150471,19.753119767536482,-13.0067196,0.0016529,23.9669418,-0.4630874,0.1475116,3.0000000,0.6319693,1.0260688,11.5964832,-0.3369460,1.1136245
1342,-13,-3.094295051150471,19.753119767536482,-13.0070992,0.0021488,28.0991745,11.1680765,4.8871665,3.0000000,6.9055686,1.0239326,12.6745300,2.8687642,83.0179520
1343,-13,-3.086838411150471,19.753119767536482,-13.0074625,0.0027273,32.2314034,-8.5649233,5.2633276,4.0000000,9.8097782,1.0540856,17.8682804,0.7168765,168.0447388
1344,-13,-3.079381771150471,19.753119767536482,-13.0078030,0.0032231,36.3636360,-38.1165810,1.8869914,4.0000000,5.3464661,1.1018932,24.8355923,-1.5724833,141.7713165
1345,-13,-3.071925131150471,19.753119767536482,-13.0081120,0.0037190,39.6694221,-48.3029404,-1.0311130,4.0000000,-4.0946593,1.1227547,26.5715370,2.0324330,162.8901062
1346,-13,-3.064468491150471,19.753119767536482,-13.0083818,-0.0057851,0.0000000,-12.2501307,-0.4143339,5.0000000,-3.7587340,1.1171230,26.3181190,2.9300661,41.7590103
1347,-13,-3.057011851150471,19.753119767536482,-13.0086060,0.0046281,46.2809906,0.4067313,1.1593086,3.0000000,1.3908890,1.1134762,25.2218113,0.9277281,7.2191629
1348,-13,-3.049555211150471,19.753119767536482,-13.0087767,-0.0051240,0.0000000,-4.1164465,0.1742003,4.0000000,-0.1183425,1.1039845,24.2528782,0.4667430,12.0408030
1349,-13,-3.042098571150471,19.753119767536482,-13.0088902,-0.0049587,0.0000000,-10.2634964,-1.8746549,4.0000000,-4.1631494,1.0746255,22.0579548,0.4138397,50.6975822
1350,-13,-3.034641931150471,19.753119767536482,-13.0089436,-0.0050413,0.0000000,-22.4685707,-2.3869643,4.0000000,-2.3529303,1.0572858,19.1340847,-2.4209981,85.0599899
1351,-13,-3.027185291150471,19.753119767536482,-13.0089407,-0.0052066,0.0000000,-25.3352909,-2.8376014,3.0000000,-5.3797216,1.0463430,15.4060287,-0.2954814,98.4796448
1352,-13,-3.019728651150471,19.753119767536482,-13.0088835,-0.0054545,0.0000000,-17.8311367,-4.5875640,6.0000000,-5.8407931,1.0404164,14.2591152,-3.3343349,137.5584259
1353,-13,-3.012272011150471,19.753119767536482,-13.0087795,0.0043802,43.8016510,-8.3638258,-1.7649465,4.0000000,-0.7682057,1.0353713,15.9028502,-2.7616873,33.5053596
1354,-13,-3.004815371150471,19.753119767536482,-13.0086327,0.0041322,41.3223152,6.3642139,2.6120641,3.0000000,1.9910700,1.0362705,15.3591099,3.2330580,16.3413067
1355,-13,-2.997358731150471,19.753119767536482,-13.0084505,0.0038017,38.0165291,7.3446150,3.2206695,3.0000000,1.6955503,1.0468546,13.6709414,4.7457886,28.8462677
1356,-13,-2.989902091150471,19.753119767536482,-13.0082378,0.0034711,34.7107430,5.2350287,2.5967696,3.0000000,2.3897541,1.0406928,14.6657200,2.8037851,18.7120171
1357,-13,-2.982445451150471,19.753119767536482,-13.0080013,0.0031405,31.4049587,9.4356651,3.7817988,4.0000000,5.4776340,1.0225879,11.9849215,2.0859635,43.1414871
1358,-13,-2.974988811150471,19.753119767536482,-13.0077467,0.0028926,28.9256191,13.0325499,4.3303690,4.0000000,6.4658146,1.0113573,9.0682440,2.1949234,52.4626884
